91-Pa-232(n,total fission) ENDF/B-VII.1
3.23825,225.929
3.28103,185.399
3.33094,152.753
3.37372,133.487
3.4272,117.021
3.4985,103.907
3.56388,98.1029
3.61143,96.8864
3.68433,99.7673
3.75724,109.265
3.81875,124.264
3.87002,143.698
3.92128,171.752
3.98052,217.296
4.08532,313.286
4.12013,330.324
4.13672,332.438
4.17281,322.526
4.21837,287.285
4.31224,195.369
4.36328,157.071
4.41568,128.835
4.46694,109.952
4.5182,97.6331
4.55921,91.5749
4.62008,88.1492
4.67391,90.9509
4.72774,100.408
4.78372,118.35
4.85694,145.738
4.89426,150.993
4.9201,148.063
4.9646,132.11
5.04534,93.8383
5.09056,77.7219
5.14332,64.8407
5.19069,57.3326
5.25528,51.3603
5.30553,49.4046
5.32347,49.2787
5.3667,50.5422
5.3987,53.5035
5.43388,59.9773
5.46837,70.8394
5.51904,90.9491
5.54718,96.7818
5.55141,96.98
5.57956,93.8832
5.63128,80.2399
5.65732,77.5072
5.67666,79.3612
5.69775,86.3236
5.71533,97.1098
5.73654,117.384
5.76588,157.148
5.79269,193.512
5.80988,206.987
5.81909,209.005
5.83619,202.309
5.85642,179.908
5.90093,115.79
5.91989,95.2194
5.93886,80.5197
5.95783,70.5792
5.9768,64.0501
6.00209,58.8458
6.0381,55.6624
6.05011,55.3521
6.0901,56.343
6.13009,60.1667
6.16758,66.6184
6.20507,76.7994
6.23881,90.6152
6.26942,108.788
6.30004,134.57
6.33041,169.757
6.37902,243.886
6.41601,296.169
6.4424,314.15
6.4492,314.955
6.47599,302.275
6.50998,258.231
6.56559,171.717
6.59683,134.378
6.6262,108.639
6.65682,89.4489
6.68868,75.3713
6.71993,65.5585
6.75742,57.2688
6.80087,50.7945
6.86279,45.207
6.94548,41.7871
6.9972,41.2723
7.06617,42.2635
7.13515,45.369
7.19981,50.8345
7.26447,59.8485
7.33344,74.4732
7.41793,95.6031
7.465,102.364
7.48172,102.921
7.51793,100.554
7.58691,86.8227
7.66708,69.7264
7.73347,60.8693
7.79037,56.9819
7.85072,55.7285
7.9166,57.0778
7.98249,61.0216
8.06376,69.8113
8.13148,81.2453
8.21125,100.721
8.37739,154.986
8.44144,167.829
8.5002,170.946
8.54836,170.674
8.59892,173.553
8.64708,185.339
8.69004,207.756
8.73725,247.113
8.80351,309.459
8.84225,325.304
8.84483,325.363
8.87841,313.95
8.92361,270.422
8.99447,188.393
9.03257,154.733
9.07663,126.903
9.12068,108.25
9.16422,96.0685
9.22191,86.0339
9.2796,80.4694
9.37595,77.1664
9.38577,77.1041
9.67054,80.7269
9.81784,77.6449
10.1222,64.174
10.2487,61.3297
10.326,60.8618
10.4825,63.2753
10.5492,66.9056
10.5928,72.9886
10.6219,81.3369
10.6599,99.0045
10.694,115.514
10.7208,121.19
10.7241,121.212
10.7445,118.152
10.8153,90.921
10.8406,85.3214
10.8856,82.1178
10.8927,82.0739
11.045,87.6825
11.2843,95.8693
11.525,98.626
11.6187,104.403
11.675,114.727
11.7125,127.969
11.7586,154.287
11.8268,200.449
11.8613,210.257
11.8641,210.343
11.898,203.419
11.9727,168.924
12.0063,163.283
12.035,167.756
12.0637,181.956
12.0951,210.077
12.1318,260.623
12.2025,383.134
12.2332,414.84
12.2485,418.912
12.2705,409.557
12.2984,374.882
12.3796,225.406
12.413,178.082
12.4456,144.938
12.4817,119.914
12.5224,101.523
12.569,88.3163
12.6272,78.5795
12.6887,73.0787
12.7759,70.5221
12.8599,73.0253
12.9125,78.1321
12.965,87.6034
13.0518,107.416
13.1022,111.039
13.1738,108.223
13.2272,109.848
13.3074,121.784
13.4044,146.37
13.5935,204.645
13.6808,218.735
13.7043,219.473
13.7852,211.784
13.9343,173.039
14.0624,141.786
14.1699,125.901
14.2728,118.747
14.508,112.376
14.815,92.1658
14.8847,90.5272
14.9392,92.1587
14.9797,96.5131
15.0304,108.241
15.122,139.707
15.1514,143.083
15.1882,138.128
15.2744,110.203
15.32,101.026
15.3763,96.5494
15.395,96.0658
15.53,97.8968
15.755,102.001
15.905,99.4661
16.2725,82.6582
16.2987,82.3993
16.3662,85.3161
16.4075,91.72
16.459,106.294
16.5188,123.895
16.5443,126.43
16.576,122.971
16.6206,108.524
16.6768,88.0063
16.7093,80.0428
16.7484,75.3012
16.7654,74.8513
16.8015,77.6101
16.8319,85.2949
16.859,98.3724
16.8826,115.8
16.9166,150.301
16.9631,200.042
16.9899,215.47
17.0007,216.955
17.0264,208.947
17.0543,185.602
17.1063,131.942
17.1351,110.519
17.1581,99.7358
17.1873,92.9193
17.2111,91.5471
17.2509,94.7456
17.3145,108.397
17.417,135.386
17.4711,140.837
17.5265,135.38
17.6741,98.3876
17.7355,88.168
17.8072,82.42
17.843,81.5668
17.9379,84.2877
18.0509,94.7968
18.255,122.719
18.3669,131.014
18.3853,131.273
18.5003,126.407
18.6613,114.358
18.6881,113.838
18.7525,117.625
18.7995,127.833
18.8558,150.838
18.9225,180.143
18.9579,185.801
18.9972,180.812
19.0876,156.42
19.1228,153.584
19.1762,158.511
19.2607,180.894
19.4179,232.63
19.5006,243.079
19.5695,235.763
19.6801,202.364
19.8112,159.659
19.874,146.636
19.9107,143.695
19.9423,146.024
19.98,157.325
20.0716,208.08
20.0978,212.722
20.1305,204.433
20.1867,167.055
20.227,141.915
20.2696,126.332
20.3123,119.811
20.3834,117.583
20.5415,118.443
20.6553,115.75
20.8133,104.635
20.9541,91.0944
21.0,87.8829
21.0,68.6282
22.9586,65.6154
24.5465,63.4429
27.1366,60.3183
30.0,57.3476
32.884,54.7541
35.5098,52.6738
38.6816,50.45
42.3949,48.1715
46.0407,46.2089
50.0,44.3263
54.3879,42.483
57.9297,41.151
63.6795,39.2309
70.0,37.4004
76.5286,35.7517
81.8215,34.5631
90.4553,32.8538
100.0,31.2291
109.051,29.8881
117.64,28.762
129.41,27.4057
140.162,26.3198
153.19,25.161
168.495,23.9761
183.573,22.9574
200.0,21.982
221.336,20.88
245.726,19.8014
263.879,19.0981
287.441,18.287
309.733,17.6069
338.156,16.8394
372.89,16.0241
412.449,15.2247
441.802,14.7026
479.795,14.0996
521.478,13.5162
561.308,13.0212
607.366,12.5109
667.65,11.9248
731.915,11.3828
791.308,10.9427
860.302,10.49
951.08,9.97142
1044.27,9.51365
1132.64,9.13525
1257.08,8.6716
1332.21,8.42371
1474.64,8.00684
1637.49,7.59853
1758.72,7.33214
1916.1,7.02478
2000.0,6.87596
2213.36,6.54445
2457.26,6.21931
2638.79,6.00694
2874.41,5.76164
3097.33,5.55907
3381.56,5.33523
3728.9,5.09655
4124.49,4.86159
4604.07,4.6176
5000.0,4.44268
5613.08,4.22219
6073.66,4.07817
6676.5,3.91181
7000.0,3.83119
7913.08,3.6448
8603.02,3.52294
9510.8,3.38208
10000.0,3.31377
10000.0,3.31361
15053.2,2.89058
21066.8,2.59283
32043.3,2.35251
54888.2,2.15992
107327.0,1.98222
130000.0,1.89644
170000.0,1.80083
200000.0,1.86009
261931.0,1.78713
400000.0,1.49038
523861.0,1.39304
600000.0,1.2974
900000.0,1.08031
1300000.0,0.908526
1699260.0,0.808058
2150000.0,0.749766
3250000.0,0.690001
5250000.0,0.626439
6000000.0,0.616225
6535650.0,0.70088
7500000.0,1.05721
8000000.0,1.19438
8750000.0,1.30594
9750000.0,1.36731
1.1E7,1.37879
1.15E7,1.37488
1.225E7,1.39467
1.275E7,1.45505
1.475E7,1.8493
1.6E7,1.94973
2.0E7,1.8301
