92-U-236(n,total fission) ENDF/B-VII.1
243.212,0.0392104
243.326,0.0228396
243.382,0.0161449
243.429,0.0115934
243.469,0.00855664
243.504,0.00645308
243.539,0.00480582
243.569,0.0037058
243.598,0.0028788
243.626,0.00224861
243.654,0.00176296
243.682,0.00139332
243.71,0.0011151
243.738,9.07717E-4
243.771,7.33001E-4
243.804,6.10911E-4
243.841,5.15889E-4
243.888,4.40219E-4
243.935,3.93286E-4
244.01,3.49132E-4
244.103,3.17962E-4
244.253,2.88688E-4
244.478,2.63382E-4
244.914,2.38639E-4
245.35,2.26035E-4
246.221,2.14122E-4
248.509,2.04893E-4
249.133,2.0462E-4
252.313,2.13211E-4
254.513,2.27705E-4
256.163,2.44634E-4
258.362,2.78294E-4
260.287,3.26046E-4
261.662,3.76977E-4
263.037,4.5003E-4
264.412,5.59889E-4
265.374,6.74512E-4
266.199,8.14842E-4
266.921,9.8768E-4
267.54,0.00119431
268.159,0.00148417
268.687,0.00183526
269.112,0.00223437
269.511,0.00275424
269.881,0.0034326
270.211,0.00429347
270.488,0.00531305
270.739,0.00660698
270.97,0.00829409
271.158,0.0102249
271.32,0.0125165
271.458,0.0152011
271.584,0.0185181
271.702,0.0229059
271.801,0.0281431
271.874,0.033632
271.94,0.0408515
271.993,0.0493205
272.038,0.0597935
272.079,0.0729879
272.119,0.0915933
272.154,0.113652
272.188,0.143458
272.221,0.181375
272.254,0.231319
272.287,0.296463
272.324,0.392423
272.362,0.520178
272.401,0.690487
272.445,0.938141
272.492,1.27342
272.552,1.80875
272.632,2.69028
272.777,4.39953
272.853,5.02637
272.926,5.25371
272.93,5.25418
272.996,5.08167
273.063,4.58833
273.16,3.52263
273.281,2.08507
273.346,1.45391
273.399,1.04353
273.444,0.76674
273.485,0.570692
273.522,0.433617
273.559,0.327933
273.593,0.254154
273.628,0.196489
273.663,0.153146
273.697,0.120853
273.735,0.0949942
273.775,0.07571
273.814,0.0619545
273.861,0.0506368
273.907,0.0426683
273.966,0.0354718
274.032,0.0298733
274.115,0.0248874
274.217,0.0204678
274.336,0.0167723
274.474,0.013658
274.646,0.0109154
274.831,0.0088237
275.035,0.00716182
275.266,0.00581178
275.511,0.00477788
275.788,0.00392279
276.111,0.00320285
276.441,0.00267074
276.836,0.00220761
277.31,0.00181747
277.888,0.00148863
278.518,0.00124836
279.147,0.00108702
279.935,9.61748E-4
280.722,8.87583E-4
281.666,8.52923E-4
282.453,8.70223E-4
283.241,9.3824E-4
283.956,0.00104694
284.527,0.00119609
285.003,0.00138666
285.467,0.00166576
285.824,0.0019813
286.122,0.00235897
286.384,0.0028282
286.633,0.00346423
286.836,0.00419433
287.028,0.00517466
287.195,0.00641054
287.321,0.00771616
287.426,0.00921469
287.509,0.0108795
287.575,0.0127244
287.635,0.0151784
287.68,0.0178886
287.718,0.0210912
287.755,0.0256182
287.788,0.0312124
287.818,0.0381511
287.848,0.0475033
287.878,0.0600844
287.908,0.0769308
287.938,0.0993302
287.966,0.127177
287.997,0.167344
288.029,0.219777
288.06,0.28727
288.096,0.386747
288.135,0.526628
288.176,0.717094
288.221,0.9811
288.273,1.362
288.339,1.96214
288.526,3.92423
288.599,4.46748
288.671,4.6926
288.68,4.69539
288.747,4.53771
288.819,4.05782
288.93,2.9325
289.039,1.78475
289.099,1.26504
289.15,0.908798
289.195,0.660417
289.236,0.482746
289.273,0.35978
289.309,0.266719
289.34,0.203843
289.372,0.155168
289.401,0.119543
289.431,0.0922955
289.461,0.0716642
289.491,0.0561724
289.518,0.0456224
289.548,0.0367728
289.578,0.030203
289.613,0.0246966
289.65,0.0204557
289.695,0.0169489
289.74,0.014532
289.8,0.0123057
289.871,0.0104697
289.976,0.00862539
290.102,0.00709207
290.242,0.00588311
290.395,0.00492476
290.587,0.00407109
290.779,0.00346064
291.012,0.00292559
291.303,0.00246188
291.653,0.0020941
292.073,0.00181865
292.556,0.00162908
293.159,0.00150713
293.641,0.0014784
294.425,0.00151603
295.208,0.00164518
295.956,0.00186267
296.746,0.00222026
297.423,0.00267584
298.062,0.00330253
298.588,0.00404028
299.052,0.00495207
299.491,0.00616372
299.873,0.00765038
300.224,0.00958145
300.518,0.0118626
300.781,0.0147022
301.007,0.0180703
301.22,0.0224851
301.395,0.0275141
301.555,0.0338024
301.709,0.0422741
301.839,0.052485
301.945,0.0642395
302.03,0.0775922
302.097,0.0922514
302.16,0.11131
302.215,0.134847
302.266,0.166157
302.316,0.20841
302.36,0.260527
302.403,0.33012
302.445,0.422031
302.487,0.544108
302.53,0.703972
302.571,0.904507
302.616,1.18162
302.669,1.59151
302.731,2.20794
302.819,3.28121
302.98,5.41867
303.065,6.22357
303.143,6.51593
303.15,6.51784
303.223,6.29958
303.31,5.52842
303.471,3.41054
303.561,2.28797
303.626,1.63387
303.679,1.21552
303.724,0.93167
303.769,0.710585
303.811,0.548313
303.854,0.424524
303.897,0.331451
303.94,0.261743
303.983,0.20929
304.027,0.170785
304.077,0.138904
304.134,0.113542
304.196,0.0937647
304.275,0.0765853
304.353,0.0643905
304.466,0.0518752
304.598,0.0416871
304.729,0.0343607
304.879,0.0282003
305.055,0.022946
305.274,0.0182464
305.494,0.0148762
305.744,0.0120692
306.045,0.0096501
306.358,0.00784047
306.709,0.00636887
307.085,0.0052144
307.524,0.00422969
308.05,0.00338468
308.577,0.00277714
309.191,0.00226032
309.867,0.0018497
310.569,0.00153822
311.401,0.00127389
312.405,0.00104533
313.553,8.71615E-4
314.414,7.86059E-4
315.562,7.2379E-4
315.944,7.17851E-4
316.655,7.36653E-4
317.129,7.79596E-4
317.603,8.64054E-4
317.946,9.68067E-4
318.263,0.00112224
318.528,0.00132345
318.742,0.00156897
318.935,0.00190008
319.072,0.00224351
319.201,0.00270511
319.293,0.00319174
319.367,0.00377509
319.422,0.00443401
319.468,0.0052423
319.506,0.00620616
319.544,0.00757175
319.579,0.00929984
319.613,0.011698
319.644,0.0145978
319.672,0.0181311
319.704,0.0234275
319.736,0.0304807
319.769,0.0397759
319.801,0.0518825
319.833,0.0674477
319.87,0.0909337
319.907,0.120603
319.949,0.163271
319.991,0.219381
320.04,0.299735
320.099,0.419866
320.188,0.639769
320.333,1.026
320.417,1.18173
320.493,1.23822
320.5,1.23857
320.576,1.19059
320.652,1.05819
320.776,0.739244
320.88,0.467093
320.942,0.332627
320.994,0.241208
321.04,0.176996
321.082,0.13067
321.122,0.0965765
321.159,0.0722435
321.191,0.0556584
321.223,0.0427063
321.255,0.0327224
321.287,0.0251188
321.318,0.019567
321.349,0.0153773
321.38,0.0122364
321.411,0.00989226
321.446,0.0079814
321.485,0.00643487
321.52,0.00546431
321.57,0.00450031
321.62,0.00385004
321.679,0.00331043
321.759,0.00281536
321.877,0.00231876
322.007,0.00193889
322.163,0.00161427
322.347,0.00134439
322.577,0.00110962
322.865,9.11548E-4
323.174,7.66867E-4
323.544,6.47528E-4
323.977,5.53615E-4
324.471,4.8231E-4
325.213,4.13091E-4
325.954,3.69986E-4
326.696,3.43118E-4
327.684,3.24524E-4
328.352,3.21428E-4
329.353,3.32449E-4
330.104,3.57773E-4
330.876,4.09192E-4
331.397,4.68776E-4
331.814,5.44303E-4
332.179,6.42953E-4
332.492,7.67254E-4
332.753,9.18033E-4
332.973,0.0010997
333.177,0.00133807
333.347,0.0016217
333.496,0.00197324
333.62,0.00239079
333.719,0.0028772
333.797,0.00344982
333.851,0.0040484
333.897,0.00479243
333.936,0.0056729
333.973,0.00685462
334.011,0.00851628
334.042,0.0104153
334.073,0.0129501
334.107,0.0167169
334.138,0.0213101
334.171,0.0278648
334.204,0.0363321
334.236,0.04737
334.269,0.0615804
334.301,0.0796323
334.34,0.106504
334.378,0.141525
334.421,0.190288
334.47,0.260875
334.526,0.361933
334.6,0.528473
334.791,1.01537
334.876,1.1665
334.955,1.22136
334.96,1.22158
335.03,1.18351
335.104,1.06701
335.219,0.789491
335.345,0.468782
335.413,0.325518
335.466,0.235376
335.513,0.173032
335.556,0.12799
335.593,0.097044
335.63,0.072785
335.663,0.0561892
335.695,0.0431824
335.729,0.0327038
335.764,0.0247994
335.795,0.0193719
335.823,0.0156126
335.854,0.0124137
335.885,0.0100105
335.919,0.0080561
335.957,0.00646943
335.996,0.00535306
336.043,0.00442467
336.089,0.0037839
336.151,0.00319597
336.238,0.00265042
336.347,0.00219321
336.477,0.0018102
336.648,0.00145978
336.822,0.00120889
337.016,0.00100676
337.255,8.29229E-4
337.535,6.84732E-4
337.834,5.75843E-4
338.194,4.83256E-4
338.593,4.11215E-4
339.092,3.49292E-4
339.691,3.00165E-4
340.489,2.56988E-4
341.487,2.23649E-4
342.885,1.97656E-4
344.561,1.80426E-4
346.739,1.71551E-4
347.639,1.70529E-4
350.379,1.77088E-4
352.336,1.90332E-4
353.641,2.09903E-4
354.424,2.33664E-4
354.946,2.62944E-4
355.272,2.94777E-4
355.539,3.38986E-4
355.717,3.89105E-4
355.823,4.39937E-4
355.894,4.95806E-4
355.956,5.75734E-4
356.0,6.64922E-4
356.045,7.98288E-4
356.08,9.52623E-4
356.116,0.00116773
356.151,0.00146664
356.187,0.00187927
356.218,0.00236334
356.249,0.00299463
356.284,0.00394401
356.32,0.00519815
356.354,0.00676462
356.388,0.0087544
356.428,0.0117117
356.468,0.015467
356.514,0.0208724
356.563,0.0281953
356.624,0.0393588
356.713,0.0593292
356.867,0.0969314
356.955,0.112454
357.036,0.11875
357.05,0.118883
357.131,0.114147
357.212,0.101098
357.348,0.0690009
357.457,0.0432761
357.522,0.0307565
357.575,0.0224301
357.62,0.0167196
357.666,0.0122217
357.706,0.00916176
357.746,0.00679639
357.78,0.00523104
357.812,0.0040758
357.845,0.00317799
357.877,0.00248836
357.909,0.00196433
357.942,0.00156991
357.974,0.00127545
358.012,0.00102657
358.049,8.51774E-4
358.093,7.14791E-4
358.146,6.05382E-4
358.209,5.26804E-4
358.294,4.66274E-4
358.421,4.15923E-4
358.632,3.70475E-4
358.801,3.48974E-4
359.139,3.25066E-4
359.688,3.11471E-4
359.899,3.10596E-4
360.955,3.25411E-4
362.01,3.59247E-4
362.957,4.05865E-4
363.903,4.74847E-4
364.694,5.60898E-4
365.176,6.42685E-4
365.498,7.25793E-4
365.698,8.11692E-4
365.819,9.11801E-4
365.888,0.00102072
365.944,0.00116634
365.993,0.00136741
366.034,0.00162459
366.076,0.00199582
366.111,0.00242465
366.145,0.00299686
366.18,0.00375193
366.215,0.00473588
366.249,0.00600054
366.289,0.00783362
366.333,0.0105242
366.377,0.0139867
366.427,0.019016
366.483,0.0259683
366.554,0.0369169
366.773,0.07729
366.863,0.0889478
366.946,0.0930144
366.95,0.0930256
367.033,0.0893225
367.122,0.0781397
367.356,0.0355383
367.424,0.025291
367.483,0.0182384
367.528,0.0139104
367.574,0.0104924
367.615,0.00806331
367.657,0.00620541
367.695,0.00492693
367.735,0.00391058
367.771,0.00325506
367.815,0.00267075
367.859,0.0022802
367.906,0.00201252
367.954,0.00185059
368.017,0.00173807
368.111,0.00168912
368.301,0.00175686
368.597,0.00202031
368.876,0.00241282
369.109,0.0028897
369.329,0.00353834
369.518,0.00434408
369.673,0.00529727
369.795,0.00636423
369.897,0.00765915
369.971,0.00906345
370.029,0.010696
370.079,0.0127396
370.121,0.0151686
370.162,0.018598
370.2,0.0229214
370.236,0.0287263
370.268,0.0356419
370.301,0.0447492
370.336,0.0580482
370.372,0.0757708
370.408,0.09913
370.443,0.129533
370.48,0.170285
370.522,0.229668
370.566,0.311883
370.611,0.416765
370.662,0.571273
370.722,0.796613
370.803,1.17078
371.005,2.23569
371.09,2.5504
371.172,2.67321
371.18,2.67415
371.263,2.56842
371.346,2.27702
371.485,1.55414
371.594,0.988447
371.664,0.69302
371.722,0.494971
371.772,0.361455
371.818,0.26503
371.859,0.197735
371.896,0.151082
371.936,0.112799
371.971,0.0863321
372.007,0.0661267
372.043,0.0508828
372.075,0.0403988
372.107,0.0324129
372.145,0.0254819
372.182,0.0205918
372.219,0.017037
372.265,0.0139032
372.312,0.0117455
372.367,0.00996636
372.435,0.00849207
372.526,0.00719543
372.655,0.00597725
372.811,0.00500536
372.956,0.00437169
373.135,0.00381802
373.373,0.00332878
373.671,0.00296229
374.073,0.00272551
374.357,0.0026819
374.81,0.00277011
375.264,0.00303346
375.718,0.00349113
376.115,0.00410003
376.469,0.00488168
376.816,0.00597409
377.107,0.00726674
377.39,0.00904919
377.617,0.0110523
377.815,0.0134598
378.007,0.0166828
378.177,0.0207297
378.326,0.0257679
378.454,0.0320276
378.558,0.0393621
378.645,0.0483359
378.714,0.0586788
378.777,0.0721537
378.83,0.0881744
378.883,0.110439
378.93,0.137079
378.976,0.172753
379.024,0.221786
379.072,0.28683
379.12,0.371782
379.171,0.488853
379.222,0.637573
379.284,0.866914
379.362,1.22834
379.485,1.92947
379.63,2.74072
379.718,3.06694
379.8,3.17385
379.882,3.06563
379.981,2.68366
380.237,1.23405
380.315,0.8718
380.373,0.655643
380.424,0.503429
380.476,0.381025
380.524,0.293477
380.572,0.226447
380.62,0.175941
380.665,0.140974
380.714,0.11176
380.764,0.0903821
380.821,0.0727853
380.886,0.0585974
380.948,0.0491359
381.019,0.0413034
381.108,0.0342781
381.225,0.0277649
381.352,0.0227431
381.501,0.0185249
381.671,0.0150509
381.87,0.0121397
382.096,0.00976182
382.344,0.00789618
382.607,0.00646201
382.904,0.00527065
383.259,0.00424591
383.656,0.00342564
384.109,0.00275615
384.605,0.00223143
385.172,0.00180257
385.839,0.00144682
386.533,0.00118256
387.281,9.77229E-4
388.181,7.9916E-4
389.231,6.53574E-4
390.33,5.48351E-4
391.43,4.70007E-4
392.749,4.02946E-4
394.507,3.42781E-4
396.266,3.05543E-4
397.731,2.86373E-4
400.369,2.73662E-4
402.127,2.792E-4
403.886,2.9969E-4
405.351,3.3206E-4
406.524,3.73443E-4
407.742,4.38423E-4
408.76,5.24958E-4
409.608,6.35228E-4
410.286,7.63182E-4
410.88,9.27329E-4
411.389,0.00113149
411.792,0.00135945
412.173,0.00166031
412.529,0.002057
412.83,0.00253647
413.093,0.00313284
413.323,0.0038691
413.524,0.00477836
413.7,0.00590636
413.848,0.00724337
413.967,0.00877775
414.049,0.0102766
414.121,0.0121435
414.182,0.0144852
414.233,0.0173275
414.282,0.0211859
414.325,0.026109
414.361,0.0317372
414.396,0.0392683
414.432,0.0493324
414.468,0.0627256
414.504,0.080431
414.541,0.104399
414.578,0.135722
414.615,0.176172
414.652,0.227719
414.695,0.304723
414.742,0.413801
414.791,0.559694
414.847,0.767705
414.911,1.07231
414.998,1.58085
415.204,2.92183
415.301,3.35935
415.39,3.49902
415.472,3.37768
415.554,3.0399
415.685,2.22233
415.819,1.35191
415.892,0.952609
415.954,0.684675
416.005,0.508681
416.051,0.380222
416.098,0.280901
416.139,0.212431
416.18,0.159511
416.216,0.122825
416.253,0.0945376
416.29,0.0729754
416.327,0.0567041
416.364,0.0445249
416.401,0.035463
416.439,0.0285023
416.481,0.0230571
416.527,0.0187795
416.573,0.015769
416.629,0.01324
416.702,0.0109744
416.785,0.00927906
416.887,0.00779615
417.031,0.00634249
417.195,0.00517694
417.392,0.00419079
417.596,0.00346164
417.841,0.00284019
418.126,0.00233052
418.465,0.0019098
418.852,0.00158223
419.32,0.00131976
419.889,0.00111975
420.54,9.82632E-4
421.191,9.07715E-4
422.148,8.73496E-4
423.177,9.18989E-4
424.035,0.00101991
424.893,0.00119525
425.539,0.00140009
426.184,0.00170545
426.684,0.00204957
427.126,0.00247735
427.524,0.00301891
427.863,0.00366398
428.193,0.00454351
428.465,0.00556291
428.698,0.00677194
428.921,0.00838752
429.125,0.0104876
429.29,0.0128984
429.436,0.0159065
429.557,0.019512
429.647,0.023343
429.715,0.0273984
429.783,0.0331286
429.842,0.0403517
429.893,0.0490769
429.942,0.0605707
429.988,0.0757538
430.035,0.0964695
430.082,0.124585
430.129,0.162666
430.174,0.211421
430.222,0.278619
430.27,0.364395
430.326,0.495325
430.386,0.671917
430.458,0.94225
430.556,1.39969
430.74,2.35249
430.845,2.74898
430.938,2.89375
430.95,2.89554
431.035,2.79638
431.125,2.50453
431.261,1.83678
431.396,1.14261
431.475,0.810165
431.536,0.601171
431.595,0.440567
431.649,0.328081
431.697,0.248937
431.745,0.189583
431.787,0.148633
431.83,0.117093
431.872,0.0930432
431.921,0.0726294
431.964,0.0591192
432.015,0.0475909
432.066,0.0393108
432.124,0.0325518
432.197,0.026712
432.285,0.0219785
432.394,0.0179798
432.527,0.0146367
432.673,0.0120687
432.843,0.00992058
433.027,0.00823921
433.265,0.00670198
433.532,0.00550899
433.823,0.00460869
434.114,0.00397783
434.502,0.0034122
434.985,0.002996
435.372,0.00282484
435.76,0.00276882
436.234,0.00284734
436.709,0.00310252
437.065,0.0034439
437.48,0.00407561
437.823,0.00488472
438.112,0.00588908
438.381,0.00724798
438.597,0.00882529
438.783,0.0107222
438.943,0.0129929
439.072,0.0155045
439.201,0.0190308
439.299,0.022902
439.371,0.026922
439.443,0.0326363
439.507,0.0399075
439.562,0.0490401
439.616,0.0616883
439.663,0.076705
439.709,0.0970093
439.755,0.124323
439.804,0.162479
439.854,0.214803
439.903,0.283718
439.955,0.377861
440.011,0.506158
440.073,0.690159
440.149,0.969716
440.259,1.46784
440.424,2.26465
440.527,2.62288
440.62,2.75332
440.63,2.7545
440.717,2.65999
440.807,2.38113
440.952,1.71223
441.09,1.05505
441.167,0.757045
441.233,0.550103
441.29,0.407551
441.342,0.307952
441.394,0.23096
441.44,0.177869
441.488,0.136313
441.533,0.106687
441.578,0.0843996
441.623,0.067742
441.67,0.0550179
441.724,0.044269
441.778,0.0366067
441.832,0.0310397
441.91,0.0254276
442.002,0.0208676
442.118,0.01699
442.258,0.0137779
442.41,0.0112874
442.591,0.00916378
442.787,0.00750089
443.034,0.00600094
443.282,0.0049279
443.561,0.00404654
443.886,0.0032998
444.242,0.00270692
444.654,0.00221016
445.088,0.0018315
445.666,0.00147066
446.298,0.00119486
446.958,9.9091E-4
447.838,8.01053E-4
448.846,6.50959E-4
449.855,5.47582E-4
450.912,4.70972E-4
452.065,4.13787E-4
453.602,3.61964E-4
454.755,3.37808E-4
456.677,3.21029E-4
458.022,3.28674E-4
459.367,3.57159E-4
460.245,3.93772E-4
461.123,4.55153E-4
461.799,5.30963E-4
462.348,6.21976E-4
462.805,7.32768E-4
463.226,8.81571E-4
463.61,0.00108101
463.939,0.00133155
464.198,0.00161466
464.422,0.00195981
464.608,0.00236068
464.773,0.00285168
464.927,0.00350012
465.029,0.00411851
465.113,0.00484741
465.182,0.00571193
465.241,0.0067968
465.29,0.00809916
465.339,0.00996604
465.382,0.0123005
465.424,0.0153942
465.465,0.0196592
465.499,0.0244085
465.534,0.0305657
465.568,0.0384987
465.606,0.0499627
465.648,0.0661843
465.689,0.0874124
465.73,0.114771
465.777,0.155087
465.826,0.20922
465.88,0.285267
465.941,0.39393
466.01,0.546786
466.103,0.799345
466.293,1.35968
466.39,1.56765
466.481,1.65567
466.5,1.65827
466.593,1.5928
466.682,1.4199
466.824,1.01716
466.958,0.628695
467.031,0.45094
467.098,0.321668
467.153,0.236096
467.202,0.176272
467.246,0.133729
467.292,0.0997372
467.333,0.0757422
467.374,0.0572664
467.415,0.0432462
467.451,0.0340633
467.487,0.0267012
467.527,0.0207273
467.567,0.0163208
467.607,0.0130845
467.651,0.0104884
467.695,0.00864003
467.748,0.00709132
467.806,0.00593965
467.875,0.00501454
467.953,0.00429166
468.071,0.00355521
468.228,0.0028959
468.417,0.0023567
468.627,0.0019426
468.888,0.00158839
469.15,0.00134514
469.467,0.00114156
469.859,9.77467E-4
470.306,8.61436E-4
470.753,7.92737E-4
471.352,7.53872E-4
471.505,7.52672E-4
472.141,7.74242E-4
472.778,8.35457E-4
473.414,9.58114E-4
473.971,0.00113139
474.447,0.00135388
474.844,0.00162185
475.198,0.0019598
475.515,0.00238248
475.786,0.00288552
476.04,0.00353943
476.248,0.00428136
476.46,0.00533442
476.631,0.00652798
476.777,0.00795752
476.902,0.00970012
477.006,0.0118375
477.079,0.0140292
477.145,0.0168895
477.206,0.0207421
477.258,0.0255027
477.302,0.030981
477.345,0.0383749
477.389,0.0483547
477.431,0.061465
477.474,0.0788669
477.516,0.101748
477.559,0.131485
477.604,0.172263
477.651,0.226737
477.703,0.304431
477.758,0.408403
477.821,0.558273
477.895,0.781872
478.001,1.16948
478.179,1.8615
478.283,2.15456
478.379,2.26483
478.39,2.26602
478.479,2.18768
478.562,1.98666
478.685,1.54518
478.849,0.903454
478.932,0.632834
478.998,0.460348
479.059,0.334742
479.111,0.250515
479.158,0.190962
479.205,0.144541
479.252,0.109023
479.291,0.0862252
479.331,0.0684255
479.37,0.054649
479.409,0.0440592
479.456,0.0345832
479.503,0.0277285
479.555,0.0222955
479.607,0.0184518
479.668,0.0152961
479.729,0.013063
479.802,0.0111348
479.906,0.00920585
480.031,0.00759481
480.177,0.0062517
480.365,0.00502187
480.584,0.00401561
480.824,0.00323796
481.102,0.00259944
481.422,0.00208272
481.756,0.00169912
482.117,0.00139788
482.562,0.00113187
483.086,9.12398E-4
483.622,7.53082E-4
484.292,6.13762E-4
485.096,4.98095E-4
485.9,4.17471E-4
486.972,3.44183E-4
488.088,2.93617E-4
489.428,2.55308E-4
490.589,2.33387E-4
492.018,2.18216E-4
493.268,2.13478E-4
494.563,2.20426E-4
495.534,2.3432E-4
496.352,2.57961E-4
497.094,2.96962E-4
497.588,3.40433E-4
497.942,3.88591E-4
498.26,4.54573E-4
498.525,5.3934E-4
498.714,6.31131E-4
498.865,7.43698E-4
498.971,8.71412E-4
499.047,0.00101928
499.107,0.00120441
499.16,0.00145034
499.206,0.00176472
499.25,0.00218676
499.288,0.00270673
499.327,0.0034124
499.365,0.00436487
499.404,0.00564069
499.442,0.00733383
499.482,0.00964779
499.519,0.0124424
499.562,0.0166683
499.606,0.0221616
499.649,0.0291777
499.698,0.0392329
499.751,0.0530946
499.813,0.0738942
499.886,0.104116
499.982,0.153792
500.18,0.267361
500.286,0.312222
500.382,0.330229
500.4,0.330669
500.488,0.319536
500.576,0.288453
500.708,0.217882
500.868,0.12699
500.95,0.0883115
501.018,0.063024
501.075,0.0459125
501.125,0.0343411
501.173,0.0255075
501.214,0.0195677
501.255,0.0148987
501.297,0.0112859
501.336,0.00865178
501.377,0.00656621
501.412,0.00520791
501.447,0.00416238
501.488,0.00325062
501.529,0.00259022
501.57,0.00211477
501.616,0.00173328
501.663,0.00147165
501.713,0.00128181
501.785,0.00110458
501.872,9.79011E-4
501.988,8.817E-4
502.162,8.00168E-4
502.394,7.4613E-4
502.677,7.26851E-4
503.033,7.50459E-4
503.44,8.31022E-4
503.848,9.74372E-4
504.204,0.00117113
504.481,0.00139527
504.752,0.00171003
504.979,0.00208538
505.188,0.00258188
505.368,0.00319631
505.5,0.00384521
505.607,0.00459729
505.693,0.00548677
505.757,0.00646723
505.817,0.00780297
505.868,0.00946634
505.911,0.0114031
505.954,0.0140551
505.996,0.0176978
506.039,0.0226944
506.08,0.0291213
506.118,0.0371824
506.157,0.0476901
506.195,0.061256
506.234,0.0785826
506.279,0.1046
506.327,0.140885
506.375,0.187555
506.428,0.253606
506.484,0.340113
506.553,0.47328
506.638,0.679843
506.897,1.41258
507.001,1.61438
507.098,1.68357
507.1,1.68361
507.196,1.6184
507.298,1.42196
507.468,0.944889
507.588,0.612991
507.665,0.436877
507.724,0.325402
507.782,0.239069
507.836,0.176235
507.884,0.132061
507.928,0.100548
507.973,0.0754979
508.011,0.0588455
508.05,0.0458257
508.088,0.0357528
508.131,0.0272975
508.169,0.0216054
508.212,0.0168992
508.255,0.0134681
508.298,0.010968
508.34,0.00913921
508.392,0.00756405
508.454,0.00625601
508.529,0.00520242
508.614,0.00439202
508.721,0.00369078
508.862,0.00304097
509.042,0.00245991
509.256,0.00197639
509.495,0.0015972
509.769,0.00129268
510.051,0.00106859
510.389,8.74707E-4
510.765,7.20909E-4
511.235,5.86577E-4
511.705,4.93297E-4
512.325,4.06782E-4
513.077,3.36121E-4
513.829,2.88759E-4
514.581,2.5625E-4
515.784,2.22196E-4
516.987,2.01531E-4
518.791,1.86375E-4
520.225,1.82943E-4
522.097,1.89129E-4
523.554,2.01158E-4
524.802,2.17854E-4
526.362,2.49617E-4
527.611,2.90456E-4
528.547,3.352E-4
529.457,3.97289E-4
530.367,4.87505E-4
531.043,5.86692E-4
531.667,7.19183E-4
532.187,8.7766E-4
532.661,0.00108219
533.03,0.00130621
533.37,0.00159392
533.654,0.00192531
533.938,0.00238757
534.181,0.00294695
534.388,0.00361764
534.577,0.00448488
534.719,0.00540095
534.838,0.00647348
534.927,0.00761482
535.009,0.0091632
535.072,0.0108567
535.134,0.0133105
535.185,0.0162543
535.231,0.0198667
535.276,0.0246192
535.32,0.0310498
535.364,0.0397185
535.409,0.0513253
535.453,0.0667197
535.501,0.0884502
535.548,0.117031
535.595,0.153999
535.647,0.205937
535.705,0.280377
535.767,0.382666
535.836,0.526305
535.927,0.756981
536.192,1.54448
536.298,1.76149
536.4,1.83554
536.4,1.83554
536.495,1.7707
536.589,1.59043
536.736,1.17084
536.888,0.715433
536.977,0.496068
537.045,0.361191
537.107,0.263579
537.16,0.197799
537.214,0.146498
537.26,0.11173
537.307,0.0848127
537.354,0.064019
537.399,0.0493124
537.443,0.0382391
537.487,0.0299761
537.532,0.0238496
537.576,0.0193217
537.628,0.0155063
537.681,0.0127391
537.743,0.0104967
537.814,0.00875436
537.907,0.00723383
538.027,0.00595092
538.16,0.00497603
538.332,0.00409234
538.524,0.00339568
538.755,0.00281141
539.034,0.0023343
539.326,0.00200679
539.577,0.00182267
539.911,0.00168332
540.244,0.00165277
540.525,0.00171791
540.806,0.00189618
541.016,0.00215193
541.156,0.00243084
541.262,0.00275752
541.349,0.00319233
541.413,0.00368927
541.471,0.00437268
541.517,0.00517288
541.563,0.00631205
541.604,0.00770426
541.644,0.00960742
541.685,0.0121998
541.725,0.0157091
541.766,0.0204211
541.805,0.0265591
541.845,0.0345931
541.888,0.0460681
541.932,0.0610431
541.974,0.0795632
542.02,0.105506
542.072,0.142797
542.13,0.195824
542.187,0.26238
542.257,0.360891
542.357,0.535179
542.58,0.974262
542.686,1.12315
542.786,1.18331
542.8,1.18417
542.897,1.13953
543.008,0.993219
543.21,0.599205
543.32,0.397688
543.395,0.284813
543.456,0.210962
543.512,0.15597
543.562,0.11732
543.608,0.0892706
543.653,0.067171
543.699,0.0500735
543.739,0.0384341
543.781,0.0289843
543.818,0.022546
543.856,0.017581
543.894,0.0137855
543.931,0.0109058
543.973,0.00850381
544.016,0.00676423
544.062,0.00540801
544.111,0.00440487
544.16,0.00370734
544.222,0.00311253
544.295,0.00264339
544.393,0.00223972
544.513,0.00191596
544.655,0.00164551
544.844,0.00138843
545.081,0.00116363
545.39,9.63824E-4
545.748,8.09794E-4
546.178,6.88502E-4
546.699,5.94357E-4
547.265,5.27945E-4
547.832,4.84651E-4
548.587,4.49733E-4
549.725,4.27413E-4
550.108,4.25654E-4
551.562,4.40562E-4
553.016,4.8373E-4
554.164,5.41988E-4
555.503,6.45801E-4
556.489,7.60182E-4
557.449,9.22488E-4
558.271,0.001126
558.963,0.00137201
559.569,0.00167813
560.088,0.00204941
560.52,0.00248046
560.94,0.00306582
561.286,0.0037425
561.62,0.00466345
561.879,0.00566774
562.12,0.00695794
562.336,0.0085785
562.522,0.0105271
562.67,0.0126912
562.794,0.0151787
562.893,0.0179258
562.991,0.0218467
563.075,0.0267376
563.14,0.0322003
563.205,0.0399217
563.26,0.0491646
563.318,0.0624499
563.37,0.0787502
563.424,0.101249
563.479,0.131973
563.532,0.171292
563.591,0.228758
563.647,0.29796
563.707,0.392362
