92-U-233(n,&gamma;) ENDF/B-VII.1
5.60755,7.56194
5.67161,9.18999
5.80315,13.507
5.854,14.2194
5.85987,14.2276
5.9117,13.6877
6.03004,10.9341
6.09849,9.97234
6.16214,9.72592
6.21572,9.96126
6.2827,10.8193
6.34967,12.3999
6.40474,14.4284
6.4613,17.5205
6.50447,20.9145
6.54167,24.9451
6.57888,30.5604
6.60865,36.8363
6.63604,44.8192
6.66104,54.9593
6.6853,68.7247
6.70875,87.2711
6.73293,113.318
6.76576,159.359
6.79809,205.589
6.8207,225.881
6.83578,229.499
6.85387,222.152
6.87837,195.291
6.93264,114.939
6.95619,87.5761
6.97786,68.6309
7.00047,54.1432
7.02261,43.8351
7.049,35.0126
7.07576,28.6349
7.10528,23.5653
7.13903,19.4223
7.177,16.1367
7.21498,13.8295
7.25578,12.1249
7.29798,11.0251
7.3444,10.5221
7.35284,10.5106
7.40319,10.9256
7.47566,11.948
7.48197,11.9577
7.50897,11.7138
7.54217,10.7937
7.63191,7.23079
7.67355,6.04869
7.72278,5.11147
7.77905,4.42858
7.83532,3.98242
7.91971,3.55716
8.04474,3.21745
8.19394,3.068
8.22127,3.06354
8.36335,3.15839
8.47264,3.43437
8.54805,3.86827
8.59996,4.42009
8.70368,6.07069
8.73879,6.32285
8.78485,6.15654
8.84899,5.67397
8.87038,5.61782
8.90738,5.71953
8.95364,6.22924
8.99065,6.98637
9.02869,8.16512
9.07495,10.2376
9.15285,14.5448
9.18642,15.747
9.20678,16.0018
9.24183,15.5254
9.29576,13.2508
9.36047,10.2893
9.41103,8.72069
9.46159,7.79441
9.4953,7.44109
9.56271,7.17549
9.6436,7.41804
9.72343,8.16222
9.79392,9.28016
9.86879,11.1036
9.93559,13.5495
9.99093,16.4771
10.0444,20.4973
10.0883,25.1121
10.1283,30.8244
10.1718,39.282
10.2131,50.1087
10.2665,68.5497
10.3276,91.7671
10.3665,102.084
10.3947,104.662
10.4253,101.957
10.4711,89.0187
10.5627,54.2857
10.6045,41.9802
10.6426,33.4559
10.6831,26.7281
10.7276,21.3858
10.771,17.6105
10.8259,14.2295
10.8807,11.9
10.9403,10.1817
10.9999,9.06933
11.0714,8.34625
11.1316,8.17032
11.2319,8.53307
11.3172,8.94421
11.3423,8.96583
11.3925,8.7992
11.595,6.94901
11.7033,6.54925
11.8612,6.21371
12.0046,5.80698
12.0382,5.78804
12.1375,6.03175
12.2037,6.49255
12.2864,7.51166
12.3564,8.91884
12.4188,10.8169
12.4711,13.1296
12.5224,16.3496
12.5686,20.4078
12.6147,25.9462
12.6643,33.7994
12.7583,50.9095
12.7985,55.4106
12.825,56.216
12.8634,54.0011
12.9066,47.7162
13.0021,30.2385
13.0502,23.4632
13.0969,18.6819
13.145,15.2833
13.1917,13.1077
13.2437,11.6953
13.2994,11.1713
13.303,11.1696
13.3614,11.6182
13.5632,15.0596
13.6418,17.6172
13.6945,19.2029
13.7158,19.3678
13.7505,18.7676
13.7913,16.7956
13.8856,10.6344
13.9309,8.39143
13.9734,6.88004
14.0159,5.80794
14.0668,4.91743
14.1197,4.29013
14.1952,3.71362
14.2896,3.30736
14.4028,3.09829
14.4481,3.07806
14.5634,3.17473
14.6499,3.40227
14.7422,3.84718
14.8162,4.4343
14.8847,5.27638
14.9338,6.16423
14.9828,7.43777
15.0256,9.05727
15.0636,11.1272
15.0979,13.8122
15.1261,16.8985
15.1555,21.3511
15.1843,27.3662
15.2149,35.9741
15.2548,50.406
15.3077,70.3706
15.3361,77.4852
15.3655,80.191
15.393,78.7593
15.4618,67.5292
15.5104,55.7
15.5878,30.2599
15.6131,23.6606
15.6359,19.2114
15.6559,16.3794
15.6788,14.083
15.7016,12.4998
15.7388,10.8779
15.7759,9.95917
15.8316,9.36198
15.8502,9.31683
15.9076,9.57982
15.9651,10.412
16.0359,12.2043
16.2027,17.9413
16.2776,19.2117
16.3599,20.0501
16.4079,21.7377
16.4483,24.7094
16.5069,31.5033
16.5563,36.8682
16.5835,38.0882
16.5921,38.0987
16.6268,36.2088
16.667,30.9147
16.7378,19.663
16.7709,15.5187
16.8016,12.5918
16.8323,10.4074
16.8655,8.67591
16.9023,7.2869
16.9465,6.11304
16.9932,5.25127
17.0546,4.48396
17.116,3.97692
17.1651,3.69568
17.2633,3.36078
17.3615,3.25334
17.4583,3.35048
17.5379,3.6171
17.5997,3.9995
17.655,4.55079
17.6992,5.22291
17.7434,6.22643
17.7852,7.6436
17.822,9.4244
17.8674,12.4073
17.9392,17.8604
17.9667,19.3785
18.0026,20.1566
18.0379,19.416
18.0849,16.7316
18.153,12.2942
18.1883,10.662
18.2235,9.61436
18.2635,9.04477
18.2799,8.97251
18.3328,9.28633
18.3819,10.254
18.4451,12.3205
18.5535,16.4137
18.6555,19.2884
18.7065,21.8666
18.7501,25.6455
18.8,32.0264
18.8957,46.679
18.9426,50.6441
18.9595,50.9461
19.0011,48.9441
19.053,42.1115
19.1481,26.578
19.198,20.2681
19.2399,16.2934
19.2878,12.9526
19.3398,10.3839
19.3957,8.44341
19.4516,7.06955
19.5215,5.87039
19.5914,5.04849
19.6785,4.36648
19.7887,3.86428
19.8744,3.6736
19.9345,3.62956
20.0289,3.71249
20.1275,4.04498
20.1919,4.45886
20.2562,5.11621
20.312,5.98696
20.3635,7.16152
20.4149,8.82666
20.4741,11.4428
20.5728,16.3774
20.614,17.6101
20.6414,17.85
20.686,17.1644
20.7409,14.935
20.8332,10.4815
20.8889,8.4822
20.9426,7.17857
21.0069,6.22839
21.0734,5.72883
21.1442,5.56496
21.2134,5.68803
21.3003,6.21369
21.3708,6.99617
21.442,8.24618
21.4972,9.69459
21.5523,11.8058
21.5965,14.233
21.6416,17.7449
21.683,22.2899
21.7243,28.4825
21.7786,39.1949
21.8562,55.5501
21.8915,60.232
21.9254,61.6372
21.9676,59.18
22.0752,45.6665
22.1107,43.63
22.1225,43.4518
22.1675,45.0742
22.2151,50.1464
22.3065,62.0141
22.3547,63.9045
22.4027,60.5686
22.4586,51.6079
22.5519,34.4463
22.5982,27.8587
22.6459,22.7863
22.6946,19.0523
22.7434,16.3874
22.8078,13.9742
22.8801,12.2296
22.9893,10.667
23.3435,7.60197
23.4412,7.18616
23.4651,7.17255
23.5499,7.45652
23.7307,9.05648
23.7872,9.22847
23.8494,8.97779
24.0692,6.63893
24.1632,6.04464
24.4013,4.94685
24.5807,4.0099
24.6888,3.72411
24.7428,3.69348
24.8094,3.77567
24.876,4.02698
24.9426,4.53618
24.9925,5.20205
25.0354,6.09943
25.0749,7.32403
25.1143,9.06154
25.1642,12.0467
25.2407,17.0875
25.2814,18.6186
25.2998,18.7941
25.3333,18.209
25.3767,16.0119
25.4675,9.89187
25.5074,7.81883
25.5453,6.3829
25.5831,5.36642
25.6315,4.49243
25.6841,3.87852
25.7577,3.34205
25.8523,2.93618
25.947,2.7007
26.0605,2.5714
26.111,2.56812
26.1867,2.64643
26.2624,2.87908
26.3192,3.23208
26.3665,3.73095
26.4044,4.34236
26.4444,5.28407
26.485,6.63759
26.5402,9.07547
26.6021,11.8589
26.6421,12.8832
26.6625,13.0004
26.7005,12.4297
26.7451,10.7081
26.8301,6.64155
26.8705,5.148
26.9019,4.2731
26.9356,3.57361
26.9777,2.95959
27.0198,2.54306
27.07,2.20919
27.1255,1.96675
27.1922,1.78337
27.2589,1.67426
27.3478,1.60481
27.3922,1.59491
27.5215,1.64254
27.6724,1.82897
27.8098,2.12214
27.9364,2.52167
28.0173,2.91026
28.0711,3.31431
28.1183,3.86205
28.1587,4.56154
28.2058,5.7177
28.3252,9.38344
28.3778,10.3851
28.4274,10.7159
28.4793,10.3947
28.5333,9.28209
28.6234,6.69625
28.6635,5.90633
28.6962,5.5545
28.7282,5.44561
28.7731,5.60856
28.8243,6.14337
28.8883,7.23027
29.0507,10.9295
29.106,11.6607
29.1347,11.7641
29.1921,11.3652
29.274,9.79477
29.3703,7.82188
29.4226,7.20741
29.4574,7.08331
29.5015,7.30734
29.5548,8.10276
29.626,9.3353
29.6557,9.52061
29.6927,9.24363
29.7335,8.28767
29.8337,4.87178
29.8701,3.91082
29.9048,3.24674
29.9338,2.85849
29.9686,2.54422
30.0033,2.34816
30.0589,2.19218
30.0914,2.16142
30.1503,2.18718
30.2266,2.36049
30.2902,2.64639
30.3411,3.00939
30.3919,3.55529
30.4365,4.25224
30.48,5.19522
30.5288,6.60168
30.6091,9.55128
30.6996,12.9381
30.747,14.1635
30.7914,14.5892
30.8355,14.1487
30.8878,12.6367
30.9895,8.71282
31.0367,7.31854
31.0839,6.38397
31.1277,5.87206
31.2007,5.50682
31.3535,5.14042
31.5142,4.4937
31.585,4.41255
31.6482,4.57699
31.7114,5.06519
31.7608,5.78094
31.8043,6.77403
31.8479,8.24428
31.8922,10.369
31.9418,13.5411
32.0272,19.6678
32.0741,21.7875
32.1005,22.1309
32.1318,21.6346
32.1715,19.7499
32.2951,10.7774
32.3392,8.33048
32.3811,6.64602
32.4206,5.52501
32.4635,4.68767
32.5063,4.12646
32.5636,3.6636
32.6038,3.47357
32.6841,3.31153
32.7154,3.30482
32.8486,3.47426
33.017,3.71711
33.0444,3.72065
33.1541,3.59852
33.4325,2.89345
33.5331,2.7458
33.6306,2.69604
33.8257,2.79087
34.1243,3.04644
34.2401,3.2654
34.3329,3.6415
34.4102,4.1802
34.5756,5.85342
34.6444,6.21973
34.6635,6.22311
34.725,5.91635
34.8029,5.01282
34.9109,3.62106
34.9849,2.91892
35.0548,2.46539
35.1438,2.0928
35.2506,1.82383
35.3752,1.63902
35.5532,1.49741
35.7045,1.44829
35.7668,1.44601
35.8825,1.47689
35.9982,1.57719
36.085,1.73657
36.1573,1.97814
36.2007,2.21216
36.2452,2.5803
36.2841,3.08937
36.3153,3.70895
36.3425,4.48943
36.3676,5.47971
36.3943,6.9103
36.421,8.80237
36.4554,11.9691
36.5437,21.7383
36.5811,24.4631
36.6079,25.0991
36.6377,24.3449
36.6736,21.6546
36.7671,11.4089
36.7983,8.66352
36.825,6.84902
36.8512,5.51381
36.8796,4.47456
36.908,3.75758
36.9434,3.17567
36.986,2.7715
37.0286,2.56399
37.0822,2.48166
37.1376,2.55517
37.204,2.84318
37.2596,3.26894
37.3277,4.03471
37.4594,5.83031
37.5071,6.22098
37.5366,6.30166
37.5933,6.07053
37.6614,5.25271
37.7835,3.43037
37.8488,2.69146
37.9083,2.20776
37.9682,1.86737
38.0369,1.6037
38.1228,1.39827
38.2086,1.28132
38.3162,1.2176
38.352,1.2124
38.4632,1.2406
38.5743,1.33476
38.6938,1.51612
38.8301,1.83415
39.1055,2.65182
39.2317,2.8535
39.2699,2.87082
39.3942,2.81192
39.5997,2.63291
39.6328,2.62572
39.87,2.69761
40.1284,2.59499
40.2603,2.68837
40.5939,3.28215
40.7287,3.48202
40.784,3.71232
40.8301,4.10948
40.8732,4.77964
40.912,5.73749
40.9508,7.0942
41.0609,12.0429
41.1007,13.1477
41.1244,13.3479
41.1586,12.9633
41.1942,11.8074
41.3061,6.3532
41.3433,4.91467
41.3785,3.89332
41.4131,3.17494
41.4476,2.67384
41.4908,2.25966
41.5421,1.95952
41.5935,1.7815
41.6705,1.64059
41.7831,1.57191
41.8304,1.56798
42.0042,1.62302
42.0832,1.70124
42.1622,1.85717
42.2185,2.05419
42.2747,2.37619
42.3202,2.78697
42.3596,3.3206
42.3991,4.10505
42.4347,5.11829
42.4683,6.42786
42.5077,8.48715
42.5573,11.8267
42.6315,17.2261
42.6677,19.0933
42.7027,19.8729
42.7097,19.8879
42.7402,19.3965
42.7802,17.5353
42.8994,9.06862
42.9387,6.87543
42.9745,5.37666
43.0066,4.38523
43.039,3.66282
43.0716,3.14616
43.1042,2.78902
43.1416,2.52661
43.1815,2.38433
43.2081,2.3589
43.248,2.42475
43.2879,2.62774
43.3278,2.98871
43.3726,3.59911
43.4464,4.97644
43.5069,6.05075
43.554,6.48435
43.5718,6.50913
43.6099,6.28918
43.6614,5.49647
43.7672,3.31075
43.8148,2.54242
43.854,2.07308
43.8985,1.69264
43.9431,1.43447
43.9987,1.2254
44.0667,1.07468
44.1373,0.991186
44.2313,0.953193
44.322,0.977681
44.4127,1.05831
44.5269,1.2336
44.672,1.47909
44.758,1.53403
44.8333,1.48908
44.9851,1.23417
45.1017,1.05139
45.1826,0.972795
45.2866,0.927907
45.3097,0.92546
45.4136,0.945476
45.5257,1.03068
45.61,1.16253
45.6677,1.31421
45.7111,1.48573
45.7544,1.74116
45.7897,2.05147
45.8222,2.46402
45.8547,3.05978
45.884,3.81718
45.9132,4.85118
45.9435,6.2777
45.9796,8.48488
46.0431,13.3645
46.0853,16.5093
46.1241,18.5167
46.1567,19.1164
46.1946,18.4026
46.2325,16.383
46.3367,8.59677
46.3727,6.45699
46.4025,5.09336
46.4329,4.05811
46.4612,3.35296
46.4942,2.77311
46.5254,2.39762
46.569,2.05839
46.6126,1.85553
46.678,1.70271
46.7264,1.6663
46.8087,1.71535
46.891,1.89716
46.9636,2.18933
47.0363,2.64416
47.1128,3.33743
47.2745,5.18238
47.3404,5.62585
47.3745,5.68494
47.4175,5.58136
47.4828,5.11345
47.643,3.53187
47.7152,3.02125
47.7771,2.72774
47.8488,2.53141
47.9206,2.46681
47.9924,2.52327
48.0641,2.70743
48.1359,3.0486
48.1897,3.44504
48.2525,4.13513
48.3063,5.03253
48.3512,6.13225
48.3915,7.55892
48.4252,9.22737
48.4588,11.5263
48.49,14.4245
48.5212,18.2677
48.5573,24.1164
48.5978,32.539
48.6988,57.1583
48.7379,63.8644
48.7787,66.4725
48.8142,64.5198
48.8573,57.5552
48.9705,30.7672
49.0088,23.4674
49.0453,18.172
49.0807,14.4221
49.115,11.8238
49.1536,9.77904
49.1965,8.21801
49.25,6.8692
49.3274,5.46346
49.4143,4.24524
49.4948,3.36887
49.5701,2.75891
49.6562,2.27182
49.7375,1.96454
49.8188,1.76142
49.9407,1.59098
50.0627,1.53255
50.2151,1.56518
50.5078,1.7072
50.5403,1.71033
50.8871,1.6394
50.9447,1.64057
51.0667,1.60036
51.1771,1.45535
51.3708,1.11465
51.4784,0.99578
51.606,0.934756
51.6485,0.931304
51.7413,0.952199
51.8804,1.05627
52.0845,1.25614
52.3308,1.33952
52.4297,1.44606
52.5528,1.69114
52.6339,1.93728
52.6917,2.20452
52.7444,2.57721
52.7906,3.06107
52.8402,3.8034
52.8961,4.94823
53.0155,7.87764
53.064,8.68669
53.1136,8.95984
53.1596,8.69037
53.2477,7.32088
53.3353,5.9573
53.4113,5.23467
53.5078,4.7821
53.6068,4.63049
53.6741,4.74391
53.7323,5.06277
53.7905,5.6517
53.861,6.76034
54.0091,9.64081
54.0731,10.2732
54.0906,10.311
54.1527,9.95444
54.2303,8.68889
54.3457,6.51807
54.4114,5.73275
54.4605,5.49028
54.4687,5.48308
54.5186,5.67835
54.5566,6.15278
54.601,7.15782
54.6459,8.75954
54.6972,11.3335
54.7997,17.4098
54.8449,19.1827
54.8818,19.6579
54.9228,19.0148
54.9767,16.5911
55.0888,9.72669
55.1371,7.42484
55.1734,6.13857
55.2156,5.06254
55.2577,4.3389
55.3083,3.79606
55.359,3.48769
55.4096,3.33262
55.4614,3.28441
55.552,3.39598
55.6607,3.7953
55.7732,4.48678
55.9171,5.72896
56.1502,8.17522
56.245,9.55097
56.4177,13.1831
56.4889,14.003
56.5053,14.0217
56.5591,13.5757
56.6369,11.8106
56.7564,8.43952
56.8301,6.89858
56.9038,5.89112
56.9923,5.20631
57.0866,4.88883
57.1485,4.83887
57.3005,5.05713
57.5291,5.57356
57.571,5.58952
57.6801,5.42498
57.8478,4.69588
57.9821,4.03077
58.0848,3.67899
58.1619,3.57626
58.2359,3.65782
58.3083,3.96559
58.3808,4.56157
58.4543,5.49116
58.616,8.00215
58.6705,8.50297
58.7089,8.60127
58.7633,8.31615
58.8245,7.42706
58.9856,3.91919
59.0312,3.13631
59.0812,2.49891
59.1312,2.06138
59.1813,1.76712
59.237,1.5444
59.3286,1.30595
59.4329,1.13021
59.5793,0.975044
59.7257,0.88487
59.9248,0.829595
60.0068,0.824739
60.1591,0.841742
60.3114,0.895763
60.487,1.01804
60.6335,1.19164
60.7506,1.40132
60.8736,1.7229
60.9813,2.1319
61.0797,2.6658
61.1617,3.29227
61.2465,4.19161
61.3561,5.75631
61.4546,7.16949
61.5252,7.72618
61.5478,7.76984
61.6092,7.52575
61.6885,6.56807
61.8344,4.32271
61.9012,3.55876
61.957,3.10855
62.0015,2.85991
62.061,2.66421
62.1204,2.61238
62.1873,2.74093
62.2319,2.97421
62.2765,3.39299
62.3136,3.96751
62.3434,4.65543
62.3731,5.63859
62.4028,7.02933
62.4313,8.86721
62.4586,11.1993
62.4904,14.7404
62.527,19.9584
62.5984,32.5654
62.6473,40.6912
62.687,45.033
62.7201,46.2629
62.7544,44.9695
62.7997,39.744
62.9156,19.6064
62.9522,14.4267
62.9848,10.841
63.0133,8.45026
63.042,6.64286
63.0728,5.23791
63.1036,4.24553
63.137,3.49696
63.1686,3.00202
63.2108,2.55059
63.2635,2.19053
63.3268,1.93092
63.369,1.82355
63.4534,1.71471
63.4908,1.70243
63.5752,1.74623
63.6596,1.89393
63.7299,2.11546
63.8002,2.45965
63.8644,2.92228
63.9337,3.63407
64.0045,4.62606
64.1114,6.55129
64.2361,9.16599
64.3021,11.0323
64.3637,13.5176
64.4792,19.4486
64.536,21.2795
64.5592,21.487
64.5977,21.0206
64.6517,18.8064
64.7848,10.4759
64.8281,8.39973
64.8659,7.10734
64.8982,6.38062
64.9305,5.97641
64.9599,5.86295
64.9991,6.04396
65.0486,6.70757
65.1598,8.78939
65.2155,9.27412
65.2245,9.2804
65.2696,8.98397
65.3169,8.1526
65.451,4.84016
65.5058,3.81356
65.5594,3.11681
65.614,2.65026
65.6743,2.31521
65.7709,1.97687
65.8869,1.70868
66.0125,1.51208
66.0996,1.42631
66.2486,1.365
66.2752,1.36331
66.5254,1.39204
66.6637,1.36266
66.8633,1.21112
67.0985,0.990361
67.2532,0.88979
67.4079,0.844494
67.4594,0.844328
67.5832,0.887902
67.6657,0.972843
67.7276,1.09017
67.7895,1.28293
67.8457,1.55144
67.9019,1.92722
68.0469,3.16016
68.1044,3.47539
68.1398,3.53857
68.194,3.4208
68.263,2.97144
68.3791,2.0258
68.4275,1.72482
68.4784,1.4983
68.5347,1.34503
68.591,1.27157
68.6351,1.2575
68.7112,1.30813
68.7874,1.4535
68.8474,1.64824
68.9166,1.98394
68.9961,2.53494
69.1758,4.07806
69.2451,4.4548
69.313,4.56861
69.3956,4.41004
69.5952,3.63116
69.7123,3.32428
69.8357,3.19706
69.9173,3.26273
70.001,3.50324
70.0868,3.96453
70.2832,5.45925
70.3699,5.78793
70.3817,5.79426
70.4629,5.56259
70.554,4.82975
70.7234,3.12908
70.8101,2.46003
70.8871,2.0239
70.9737,1.67795
71.0604,1.44317
71.1469,1.28595
71.2622,1.16033
71.3703,1.10964
71.4207,1.1069
71.5088,1.13913
71.5802,1.20875
71.6642,1.35419
71.8707,1.88668
71.9547,1.98199
71.9614,1.98281
72.0469,1.91224
72.2414,1.57491
72.3554,1.50808
72.4879,1.56335
72.6367,1.74116
72.7762,2.01999
72.8843,2.35699
72.975,2.79533
73.0355,3.23541
73.0884,3.79702
73.1296,4.42796
73.1668,5.22841
73.204,6.36214
73.2366,7.74734
73.2715,9.79067
73.3064,12.5801
73.3412,16.2643
73.3821,21.8009
73.4474,32.8367
73.5104,43.6167
73.5559,49.1806
73.5999,51.3619
73.6052,51.3808
73.6477,49.6665
73.7015,43.5743
73.8062,27.8621
73.8544,22.3691
73.8877,19.6918
73.9245,17.7389
73.9713,16.4508
74.0279,16.0077
74.0611,16.0019
74.0848,16.0171
74.1713,15.6561
74.2555,14.2203
74.4772,8.12089
74.5516,6.58647
74.6182,5.61356
74.6716,5.09567
74.7427,4.75784
74.7605,4.74015
74.8109,4.85496
74.8553,5.18592
74.8997,5.75963
74.9599,6.91951
75.0996,10.2038
75.1667,11.1077
75.3183,11.659
75.3694,12.4736
75.422,14.1373
75.4906,17.4701
75.5862,22.537
75.6404,24.2094
75.6723,24.4464
75.7202,23.6503
75.7832,20.7777
75.9323,11.2637
75.9862,8.54964
76.0356,6.6585
76.0849,5.26421
76.1352,4.24274
76.1854,3.51215
76.2457,2.89776
76.3084,2.45954
76.3868,2.09567
76.4652,1.86481
76.5609,1.69965
76.7538,1.55478
76.9596,1.38582
77.1943,1.14964
77.3005,1.0925
77.3873,1.07845
77.4946,1.10445
77.602,1.18626
77.7069,1.33906
77.7902,1.53515
77.8735,1.82771
77.9572,2.25401
78.0424,2.85002
78.237,4.51174
78.3135,4.91952
78.3609,4.99934
78.4427,4.79692
78.5381,4.14842
78.6922,2.8997
78.78,2.35778
78.8592,2.01077
78.9583,1.73427
79.0375,1.60894
79.1587,1.54295
79.2583,1.59107
79.3489,1.72543
79.4395,1.97682
79.5187,2.33661
79.5923,2.83732
79.6687,3.57526
79.757,4.70976
79.8947,6.59382
79.9696,7.16958
80.0002,7.2313
80.0384,7.1519
80.1008,6.67535
80.2015,5.3199
80.3146,3.70531
80.3863,2.906
80.4516,2.36105
80.5185,1.95598
80.5965,1.62881
80.6761,1.40576
80.7558,1.25712
80.8513,1.14454
80.9576,1.07795
81.0639,1.05824
81.1854,1.08727
81.3069,1.17784
81.4081,1.31509
81.5262,1.5708
81.6646,2.00727
81.8199,2.51466
81.9225,2.71568
82.1417,2.91932
82.2321,3.13488
82.3281,3.54799
82.4156,4.13858
82.4784,4.78233
82.5287,5.58168
82.5664,6.50619
82.5978,7.63757
82.6305,9.34562
82.6613,11.66
82.6921,14.8937
82.7229,19.2811
82.7549,25.2739
82.7951,34.9504
82.8567,53.3751
82.9233,73.1535
82.9639,81.4049
83.006,84.5861
83.0452,81.9387
83.0849,74.2797
83.1453,56.5347
83.2151,34.843
83.2524,25.3383
83.2822,19.2458
83.3105,14.6624
83.3388,11.1475
83.3643,8.7555
83.3898,6.95365
83.4161,5.57376
83.4447,4.49258
83.4769,3.64105
83.5127,2.99537
83.5492,2.54147
83.5949,2.1505
83.6498,1.83179
83.7138,1.57947
83.7942,1.37082
83.9112,1.18809
84.0906,1.01652
84.2117,0.963552
84.3264,0.986552
84.4411,1.07226
84.6906,1.29957
84.9111,1.43615
84.9999,1.56024
85.0986,1.80827
85.2138,2.25538
85.3364,2.78486
85.4267,3.02513
85.4692,3.05369
85.5552,2.93089
85.6876,2.43255
85.8114,1.95682
85.9296,1.64915
86.2413,1.11419
86.3786,0.925831
86.4611,0.845878
86.5767,0.778434
86.6924,0.760846
86.7899,0.789876
86.855,0.842105
86.92,0.938536
86.9726,1.06904
87.0228,1.26078
87.073,1.54342
87.1251,1.95547
87.1912,2.64801
87.3029,3.92194
87.3534,4.28862
87.3957,4.39186
87.4495,4.22379
87.5082,3.72187
87.643,2.19568
87.6971,1.73043
87.7451,1.43572
87.7932,1.24134
87.8476,1.1176
87.9112,1.0694
87.9746,1.09779
88.0628,1.2236
88.2173,1.48262
88.4049,1.65403
88.4755,1.80312
88.5438,2.07209
88.6035,2.45115
88.6596,2.97709
88.7157,3.72336
88.7736,4.7843
88.8391,6.36661
88.9856,10.5804
89.0455,11.7828
89.0993,12.1958
89.1562,11.8428
89.2309,10.3568
89.3742,6.56114
89.4377,5.28768
89.4955,4.46977
89.5613,3.8723
89.6369,3.48112
89.7338,3.23455
89.8242,3.16947
89.9022,3.25408
89.9801,3.51021
90.0451,3.89237
90.1101,4.48518
90.1673,5.26813
90.2158,6.23628
90.2643,7.65037
90.3065,9.44378
90.3464,11.8488
90.383,14.9032
90.4209,19.1801
90.461,25.2058
90.5043,33.657
90.5627,47.9963
90.6645,74.848
90.7182,84.3236
90.7633,87.0697
90.8057,84.6774
90.8584,75.7471
90.9482,52.2992
91.0145,35.3785
91.0589,26.2965
91.1002,19.7438
91.1339,15.6574
91.1706,12.2761
91.2074,9.78397
91.2441,7.95727
91.2808,6.61178
91.3268,5.39694
91.3795,4.41988
91.4426,3.61325
91.5183,2.95279
91.5943,2.49246
91.6895,2.09016
91.7846,1.81291
91.9152,1.56525
92.024,1.44302
92.1382,1.38271
92.198,1.37883
92.3041,1.42645
92.3938,1.53729
92.4754,1.71726
92.5679,2.046
92.6658,2.56464
92.8442,3.72235
92.9297,4.0759
92.9878,4.14794
93.053,4.06829
93.2895,3.33116
93.3966,3.22114
93.4721,3.30086
93.5153,3.45934
93.5634,3.83393
93.6021,4.39605
93.6343,5.14149
93.6665,6.23986
93.6987,7.79503
93.7308,9.90347
93.7689,13.1953
93.8133,18.104
93.9211,31.9502
93.9667,36.2524
94.0121,38.1323
94.0183,38.1688
94.0645,36.7378
94.1154,32.1476
