96-Cm-243(n,total fission) ENDF/B-VII.1
32.9409,43.4782
32.9802,36.4543
33.0374,29.528
33.1154,22.5765
33.1797,18.2581
33.2427,15.4239
33.3207,13.2754
33.4237,11.5497
33.5611,10.1534
33.7328,9.16204
33.969,8.58585
34.0677,8.53231
34.2714,8.70946
34.475,9.28558
34.6663,10.2425
34.8607,11.7955
35.0273,13.8168
35.1785,16.5203
35.3174,20.1759
35.4254,24.2584
35.5334,30.0787
35.6244,37.1064
35.7,45.218
35.7772,56.6768
35.8512,72.0301
35.9237,92.6285
36.0055,123.299
36.1363,178.319
36.2005,195.596
36.242,199.197
36.2894,195.17
36.3634,174.551
36.5134,117.28
36.5884,95.8655
36.6545,82.8334
36.7335,73.2843
36.8283,68.3015
36.8599,67.8392
36.9669,69.4183
37.1541,76.4456
37.2165,77.3876
37.3235,75.0235
37.4572,65.3153
37.7068,41.9066
37.8406,32.4072
37.9609,26.1185
38.0946,21.0786
38.2367,17.323
38.3872,14.5813
38.5627,12.4952
38.7301,11.3513
38.8975,10.9798
39.0341,11.4214
39.1316,12.4064
39.2048,13.7534
39.2841,16.124
39.3609,19.6264
39.5063,28.2615
39.5688,30.6623
39.6023,31.077
39.6624,30.1455
39.76,25.6107
39.8439,21.5479
39.9083,19.4773
39.9757,18.4843
40.0001,18.4091
40.0674,18.9614
40.1348,20.6841
40.1992,23.6504
40.2636,28.3501
40.3209,34.5119
40.3781,43.0566
40.4439,56.0112
40.5556,80.5782
40.608,88.183
40.6496,90.1599
40.692,87.9728
40.7492,79.2172
40.8942,47.3131
40.9529,37.181
41.0101,29.8329
41.0654,24.7235
41.1217,21.0256
41.1892,18.0311
41.2546,16.2118
41.3404,15.029
41.3833,14.8756
41.4691,15.3937
41.5549,16.9554
41.7118,20.9244
41.7779,21.6817
41.7951,21.6835
41.8637,20.8331
41.9716,17.5087
42.0911,13.5222
42.1677,11.6699
42.2596,10.2616
42.3515,9.5884
42.4128,9.48837
42.4936,9.78066
42.5743,10.6471
42.6457,12.0728
42.7051,13.9308
42.7646,16.5912
42.8383,21.125
42.9549,29.3865
43.0119,31.9951
43.05,32.5431
43.1033,31.5118
43.1718,27.7356
43.2974,19.0858
43.364,15.7081
43.4317,13.457
43.4924,12.3072
43.553,11.8454
43.5733,11.8366
43.6252,12.1688
43.6771,13.1026
43.7276,14.7733
43.7753,17.2551
43.831,21.4388
43.9542,33.1033
44.0045,35.9568
44.0313,36.3741
44.0809,34.9521
44.1414,30.2696
44.2401,21.2382
44.2974,17.505
44.3451,15.5048
44.3929,14.3435
44.4544,13.784
44.5229,14.1117
44.5913,15.3329
44.6573,17.4613
44.7232,20.7926
44.7892,25.6794
44.8625,33.1354
44.9862,47.5062
45.0487,51.9682
45.0816,52.667
45.1386,50.9308
45.2149,44.1596
45.3312,31.7484
45.405,26.0473
45.4661,22.9818
45.5394,20.9178
45.6176,20.1803
45.6911,20.5629
45.7891,22.5213
45.8851,26.1864
45.9709,31.3361
46.0513,38.3282
46.1318,48.0288
46.2183,61.8567
46.3913,93.3505
46.472,101.325
46.5006,101.956
46.5744,97.8984
46.6544,86.2205
46.8182,56.9534
46.904,45.4151
46.988,37.6108
47.0488,33.858
47.1095,31.4932
47.1703,30.4375
47.2007,30.4141
47.2751,31.9914
47.337,35.5975
47.3866,40.6314
47.4356,48.2076
47.4868,59.6949
47.5434,77.1525
47.6623,120.913
47.712,132.801
47.748,135.555
47.7851,132.523
47.8319,121.098
47.9803,65.0533
48.0297,50.4497
48.0763,40.0065
48.1211,32.5676
48.1686,26.7845
48.2235,22.0166
48.2875,18.1582
48.3606,15.1615
48.452,12.7018
48.5507,11.0243
48.6494,10.0046
48.7718,9.41291
48.8284,9.37018
48.9279,9.69903
49.0025,10.3976
49.0688,11.5257
49.1241,13.0508
49.1793,15.4503
49.2277,18.7061
49.2671,22.5623
49.3044,27.5794
49.3479,35.5017
49.3976,47.4102
49.5026,75.9165
49.5513,83.9062
49.5791,85.2398
49.6198,82.4826
49.6684,72.939
49.7872,40.4855
49.8342,30.4983
49.8729,24.3204
49.9143,19.4703
49.9558,16.0223
50.0041,13.2334
50.0525,11.3194
50.1216,9.50858
50.2003,8.21608
50.3053,7.19211
50.409,6.62499
50.5638,6.24713
50.6412,6.20369
50.8298,6.43
50.9712,6.91451
51.1363,7.92667
51.2542,9.08832
51.372,10.8375
51.4752,13.1441
51.5606,15.9393
51.6314,19.1848
51.705,23.8895
51.7757,30.1767
51.8482,38.8957
51.9567,55.8918
52.051,70.4157
52.1217,76.5088
52.15,77.0799
52.216,73.9573
52.2856,65.2313
52.4388,40.8134
52.5125,31.6428
52.5802,25.3545
52.651,20.5907
52.7217,17.1752
52.8013,14.4465
52.8808,12.517
52.9987,10.6037
53.1166,9.40471
53.2462,8.60137
53.3759,8.15761
53.5645,7.95488
53.7837,8.2258
54.0028,8.99721
54.1733,10.0071
54.3723,11.8212
54.5207,13.8416
54.647,16.2629
54.7733,19.6876
54.8838,23.9784
54.9848,29.5879
55.0732,36.5728
55.149,44.9025
55.2248,56.3724
55.299,71.7247
55.3779,93.3965
55.5639,154.674
55.6296,167.75
55.6725,170.344
55.7407,163.944
55.8152,145.224
55.9763,94.4678
56.0521,76.2723
56.13,62.9479
56.2065,54.2729
56.283,48.8885
56.3442,46.3931
56.4348,45.034
56.5215,45.9581
56.6372,50.392
56.7541,58.9142
56.8597,70.7055
56.9879,90.7112
57.2052,130.181
57.2856,139.217
57.3456,141.396
57.4385,136.179
57.5592,117.172
57.7684,76.658
57.8891,58.5965
58.0037,46.0205
58.1093,37.5791
58.2351,30.3688
58.3759,24.8239
58.5267,20.8837
58.6776,18.3971
58.8285,17.0544
58.9455,16.7623
59.056,17.1815
59.1666,18.5056
59.2587,20.6228
59.3509,24.1466
59.4338,29.0728
59.5198,36.4687
59.7268,59.7247
59.7907,63.8832
59.8278,64.576
59.889,62.6925
59.9676,55.6835
60.1405,35.2165
60.2231,27.809
60.2968,23.0334
60.3828,19.1943
60.4779,16.4871
60.5882,14.7043
60.6766,14.0459
60.7375,13.9361
60.8253,14.2761
60.9132,15.2845
61.0025,17.1469
61.1066,20.5484
61.2864,27.8916
61.3675,29.7443
61.3981,29.905
61.4703,29.0138
61.5758,25.2675
61.738,18.5187
61.8394,15.6194
61.9408,13.8933
62.0524,13.081
62.0896,13.0307
62.2027,13.5866
62.2829,14.7989
62.3468,16.4571
62.4281,19.7382
62.5502,26.8504
62.6319,31.2116
62.7031,32.8823
62.71,32.9028
62.7647,32.1961
62.8677,28.0442
62.9715,23.764
63.0348,22.304
63.0921,21.8607
63.1747,22.5623
63.2692,25.0657
63.3866,30.2577
63.5606,38.8014
63.6578,41.2915
63.7279,41.752
63.8062,41.6802
63.9108,42.4384
64.0059,45.6002
64.101,52.2693
64.1812,61.429
64.266,75.6452
64.3528,96.0206
64.4663,131.248
64.6173,179.439
64.7118,197.749
64.8577,206.498
64.9972,209.486
65.0954,203.011
65.1764,185.061
65.3904,110.489
65.4696,90.1713
65.5387,78.3923
65.6078,71.6978
65.6742,69.5988
65.7301,71.0662
65.7972,77.1191
65.8644,88.6566
65.9355,107.746
66.0299,142.933
66.1264,179.871
66.1934,194.989
66.2268,196.876
66.2747,192.274
66.3458,171.618
66.5144,100.357
66.5829,77.6093
66.6458,62.0366
66.7125,50.1197
66.7792,41.7345
66.8546,35.2253
66.9204,31.3541
67.0192,27.8111
67.0982,26.51
67.1443,26.2955
67.2372,26.9465
67.421,31.0327
67.5896,35.8724
67.6739,39.7405
67.872,52.7936
67.9277,54.099
67.9909,52.4471
68.0698,46.0984
68.2285,29.072
68.3028,23.0779
68.3748,18.9692
68.456,15.866
68.5489,13.6147
68.6649,11.9263
68.8135,10.7583
68.9992,10.1514
69.0827,10.0818
69.2692,10.2836
69.5089,11.2493
69.6756,12.5085
69.8369,14.4437
69.9714,16.9698
70.0789,19.9975
70.1999,24.9238
70.4844,39.2678
70.6409,46.7902
70.7162,52.6869
70.7942,62.2207
70.8589,73.9399
70.9235,90.3051
70.9934,114.454
71.0739,151.247
71.289,266.755
71.5092,368.167
71.6149,413.791
71.6583,419.347
71.7167,406.618
71.7701,374.473
71.9542,206.322
72.0163,162.993
72.0758,133.355
72.1383,112.536
72.2074,98.0121
72.303,86.0896
72.39,79.7066
72.4857,77.0017
72.5586,78.587
72.6505,84.7779
72.8032,101.396
72.8861,115.733
72.9903,143.681
73.0742,165.266
73.1305,170.313
73.1915,163.313
73.3373,121.169
73.3899,112.008
73.4293,109.717
73.4949,113.322
73.7262,145.669
73.7963,149.933
73.8705,145.16
73.9436,128.975
74.0985,80.1817
74.1551,67.1705
74.2022,59.6221
74.2587,53.7597
74.3899,46.3228
74.5272,37.9443
74.6944,26.3199
74.7768,21.9559
74.8681,18.5174
74.9711,16.0334
75.0594,14.7385
75.1612,13.9216
75.263,13.6759
75.3723,14.001
75.4815,15.0186
75.5779,16.6829
75.6744,19.3761
75.7605,22.9746
75.8588,28.7076
76.042,41.5364
76.1333,45.656
76.2117,46.6629
76.396,44.8193
76.4756,45.7104
76.7052,52.7973
76.8802,54.1351
76.9584,57.5657
77.0251,63.9651
77.1119,77.065
77.2258,96.274
77.2883,102.694
77.3283,103.835
77.3884,100.698
77.4754,87.7238
77.6231,59.5841
77.6869,50.2895
77.7489,43.8262
77.8146,39.5332
77.8944,37.3274
77.9085,37.2447
77.9791,38.1395
78.0498,41.1982
78.127,47.0129
78.24,59.4912
78.531,99.5806
78.6861,121.837
78.7715,127.392
78.7829,127.458
78.8569,123.54
78.9537,108.599
79.1416,70.5835
79.2283,57.5674
79.315,48.6056
79.4383,40.3542
79.7615,22.5955
79.8717,18.0933
79.968,15.3334
80.0781,13.2157
80.2085,11.6815
80.3519,10.8564
80.434,10.749
80.5264,10.9954
80.6188,11.7504
80.7215,13.3963
80.8477,16.663
80.9925,20.569
81.0829,21.7816
81.2476,22.3207
81.3105,23.3753
81.3695,25.553
81.4323,29.4844
81.5152,37.2338
81.6463,50.957
81.7053,54.4835
81.74,55.0693
81.799,53.3227
81.8718,47.2536
82.0175,31.5322
82.0821,26.3376
82.1467,22.8913
82.2092,21.0798
82.2753,20.5364
82.3414,21.1525
82.4296,23.342
82.6308,29.8097
82.7999,33.2856
82.8858,36.8719
82.9684,43.4607
83.1985,70.0285
83.3513,84.9131
83.4221,96.888
83.5111,119.964
83.629,154.704
83.6886,165.891
83.7236,168.379
83.789,163.368
83.8496,148.088
83.9637,104.031
84.0481,72.5579
84.1033,56.4799
84.1584,44.3286
84.2104,35.987
84.2635,29.8893
84.3272,24.9042
84.394,21.5601
84.4669,19.4108
84.5398,18.3867
84.5913,18.1786
84.7033,18.718
84.9367,21.5105
85.2152,26.802
85.2717,27.1092
85.3509,26.3223
85.4441,23.6935
85.6533,15.7893
85.7522,13.1069
85.837,11.6811
85.9167,11.0789
85.9406,11.0382
86.0045,11.2412
86.1243,12.609
86.2393,13.9813
86.2842,14.1328
86.3575,13.686
86.4598,11.937
86.5796,9.65965
86.6535,8.7287
86.7213,8.29036
86.7553,8.21563
86.847,8.47855
86.9233,9.2564
87.0034,10.7548
87.0789,12.9495
87.1887,17.3796
87.3021,21.8699
87.3741,23.244
87.3929,23.3125
87.4595,22.5545
87.5492,19.6496
87.6737,14.7951
87.7561,12.4461
87.8213,11.2815
87.8865,10.6705
87.9299,10.5307
88.0033,10.7336
88.0768,11.4854
88.1458,12.7386
88.2378,15.3043
88.5037,25.331
88.9211,37.3094
89.1023,41.9569
89.4811,59.2135
89.8321,74.8824
89.8775,75.4475
89.9697,72.8261
90.0588,65.2389
90.256,42.4559
90.3353,35.8358
90.4035,32.1215
90.4716,30.1082
90.517,29.6015
90.5923,30.0133
90.7178,33.2465
90.9634,41.4984
91.6191,58.3681
91.8958,66.7357
92.3177,70.3182
92.4168,67.8663
92.5294,59.5085
92.6571,48.7469
92.7256,45.2959
92.7915,44.1992
92.8524,44.9833
93.0797,54.0064
93.1511,55.0324
93.2366,53.6492
93.4625,43.9409
93.5695,42.1245
93.6456,43.0343
93.7706,48.0284
94.1131,67.9933
94.3414,76.6395
94.4952,82.6107
94.6073,91.6947
94.874,122.054
95.0406,139.255
95.1247,154.935
95.2282,185.75
95.3941,244.899
95.4665,258.532
95.4907,259.673
95.5583,252.669
95.6404,225.996
95.8527,126.26
95.9296,98.1339
96.0021,78.2177
96.0782,63.121
96.1543,52.6209
96.2177,46.5538
96.3044,41.3315
96.3763,39.1894
96.4411,38.6067
96.6219,39.7853
96.7201,38.8359
96.8315,34.9657
96.9972,27.8915
97.0921,25.7553
97.1392,25.4914
97.2247,26.338
97.3861,30.9984
97.538,34.8499
97.6899,37.443
97.7881,40.9735
98.0289,55.7966
98.1406,59.0852
98.1914,59.2678
98.2599,59.0625
98.3664,60.91
98.4363,65.6261
98.5333,77.5967
98.6712,97.8411
98.7538,104.797
98.81,106.162
98.9751,104.609
99.0689,105.567
99.1562,103.34
99.2329,94.6039
99.3301,75.0921
99.4397,51.3792
99.5042,40.5585
99.5682,32.7636
99.6337,27.2251
99.7181,22.2679
99.8391,17.0889
99.927,14.2239
99.9757,13.0088
100.0,12.5076
100.0,41.09
105.737,39.23
110.255,37.8904
117.396,35.9664
125.0,34.14
128.917,32.2357
134.019,29.9905
138.444,28.2321
143.545,26.3949
149.001,24.6254
152.839,23.4874
157.577,22.1911
160.0,21.57
191.285,22.0393
200.0,22.17
236.435,25.2866
250.0,26.42
258.326,24.5602
265.507,23.1047
273.739,21.5851
282.496,20.1226
288.627,19.1826
296.16,18.1125
300.0,17.6
350.0,17.49
374.166,16.8275
400.0,16.19
447.214,15.5992
500.0,15.03
597.765,16.7898
600.0,16.83
648.074,16.1233
700.0,15.4463
773.735,14.6089
800.0,14.34
882.04,13.7144
959.024,13.1999
1000.0,12.95
1106.68,12.4464
1194.1,12.0816
1338.34,11.5543
1500.0,11.05
1701.19,10.6008
1894.98,10.2303
2000.0,10.05
2103.98,9.74949
2299.12,9.24505
2519.33,8.75217
2681.45,8.43126
2889.82,8.06167
3223.71,7.53228
3402.37,7.27952
3689.1,6.91619
4000.0,6.571
4472.14,6.29365
5000.0,6.028
5471.9,5.72037
5818.94,5.51968
6264.55,5.28811
6500.0,5.176
7770.94,5.28869
8000.0,5.309
8458.97,5.13349
9197.27,4.88104
10000.0,4.641
11495.6,4.4392
12641.6,4.30667
14168.6,4.15284
15000.0,4.078
17320.5,3.94844
20000.0,3.823
22133.6,3.65671
24572.6,3.4928
27540.8,3.32235
30000.0,3.2
35865.9,3.13886
37224.2,3.1247
40000.0,3.10294
40000.0,3.10288
65865.9,2.9424
80000.0,2.90001
100000.0,2.94999
200000.0,2.794
300000.0,2.492
500000.0,2.26
800000.0,2.203
1000000.0,2.246
1500000.0,2.524
2000000.0,2.621
3186340.0,2.43744
4000000.0,2.236
6000000.0,2.128
7000000.0,2.75399
8000000.0,2.797
1.25E7,2.75
1.3E7,2.75001
1.35E7,2.75
2.0E7,2.808
