93-Np-237(n,&gamma;) ENDF/B-VII.1
83.1233,29.0089
83.1504,38.7113
83.1807,52.6223
83.2164,73.2045
83.2715,112.106
83.3602,176.603
83.4316,214.198
83.5523,264.971
83.6693,325.325
83.7137,333.147
83.7615,321.444
83.8136,284.437
83.8816,210.978
83.955,128.202
83.9943,91.455
84.0262,67.3783
84.0565,49.3327
84.0828,37.1795
84.1067,28.6074
84.1296,22.278
84.1529,17.3475
84.1763,13.6632
84.1997,10.9421
84.2259,8.74745
84.2538,7.1142
84.2817,5.97864
84.3142,5.06429
84.3587,4.24582
84.4099,3.64719
84.4685,3.20586
84.527,2.92176
84.6111,2.71436
84.6367,2.69788
84.6878,2.75316
84.7288,2.92884
84.7595,3.1926
84.7902,3.64078
84.8158,4.22633
84.8413,5.08881
84.8669,6.3292
84.8899,7.86708
84.913,9.90222
84.9398,13.0284
84.9667,17.0788
84.9989,23.2398
85.0399,32.9448
85.1361,58.1333
85.1811,66.0102
85.2199,68.3504
85.2609,65.7491
85.306,57.6705
85.4216,27.8123
85.4574,20.2204
85.4881,15.0919
85.516,11.5281
85.5425,9.00986
85.5646,7.46183
85.591,6.14771
85.6131,5.42127
85.6396,4.90447
85.6666,4.70802
85.672,4.70482
85.7044,4.9304
85.7314,5.45729
85.7584,6.34682
85.7853,7.68205
85.8123,9.56652
85.8418,12.3807
85.8713,16.0975
85.9067,21.8171
85.9559,31.7864
86.0441,51.2562
86.1028,60.912
86.2041,72.8066
86.2364,80.0792
86.2656,90.666
86.2998,109.411
86.3339,135.78
86.3877,190.316
86.4639,270.9
86.5098,300.637
86.5376,306.211
86.577,296.158
86.6206,262.967
86.6878,185.756
86.7472,116.987
86.7836,82.7591
86.811,62.1685
86.8384,45.9831
86.862,35.2728
86.8855,27.0589
86.909,20.903
86.9302,16.773
86.9521,13.5926
86.9771,10.9986
87.0022,9.21678
87.0273,8.01334
87.0586,7.07718
87.0962,6.5395
87.1213,6.4656
87.1574,6.75952
87.1876,7.44868
87.2128,8.4369
87.238,9.92818
87.2632,12.0775
87.2884,15.0708
87.3138,19.1461
87.3398,24.662
87.3684,32.549
87.3991,43.3649
87.4356,59.473
87.4876,87.9274
87.5942,151.486
87.6479,173.656
87.6956,181.12
87.7008,181.123
87.7503,173.16
87.8044,150.406
87.9058,94.6997
87.946,78.1133
87.9747,70.1274
88.0086,64.9301
88.0383,63.6577
88.1063,67.1311
88.1595,69.3968
88.2056,67.1195
88.2496,60.5009
88.3156,45.0117
88.3806,29.0315
88.4174,21.6871
88.4499,16.718
88.4752,13.8869
88.4969,12.1694
88.5186,11.0891
88.5435,10.6229
88.5456,10.6217
88.5665,10.9399
88.5917,12.1502
88.6168,14.3476
88.6419,17.6485
88.6697,22.722
88.6983,29.6645
88.7295,39.2609
88.7753,56.6566
88.8585,91.1303
88.9022,104.43
88.9467,110.416
88.9554,110.553
88.9978,106.553
89.0561,91.8829
89.1112,76.6933
89.1497,70.8755
89.1622,70.4445
89.1844,71.8194
89.2134,78.1726
89.2425,89.8827
89.275,108.918
89.3393,158.391
89.3938,199.197
89.4351,219.383
89.4696,224.847
89.5114,216.06
89.5571,189.472
89.6769,89.1132
89.7132,64.2116
89.7424,48.2755
89.7709,36.1938
89.7977,27.6486
89.8207,22.169
89.8459,17.7261
89.8735,14.3269
89.8991,12.1482
89.934,10.1484
89.9777,8.53325
90.0492,6.73442
90.1187,5.42667
90.18,4.66364
90.2301,4.37365
90.2469,4.34812
90.2975,4.5088
90.3412,4.99969
90.3762,5.74599
90.4063,6.78064
90.4313,8.06476
90.4563,9.90528
90.4813,12.525
90.5052,16.0114
90.5273,20.3833
90.5495,26.133
90.5744,34.6207
90.5998,45.9249
90.6286,62.3637
90.6608,85.6035
90.7039,124.47
90.7992,221.309
90.8479,257.022
90.8919,269.725
90.8958,269.804
90.9343,261.403
90.9754,236.007
91.0428,172.53
91.1044,112.37
91.1425,81.8977
91.1744,61.7273
91.2022,48.127
91.2293,38.0762
91.2555,30.9115
91.2826,25.5267
91.3128,21.3352
91.352,17.6768
91.4082,14.1109
91.4992,9.58625
91.5464,7.73889
91.5846,6.72904
91.6133,6.363
91.6269,6.32882
91.6541,6.56542
91.6786,7.16273
91.7059,8.29702
91.7332,9.95195
91.7652,12.5471
91.8108,17.2977
91.9029,27.9163
91.9515,31.6125
91.9885,32.5468
92.0305,31.3693
92.0791,27.4077
92.2006,13.0858
92.2385,9.4596
92.2705,7.05717
92.2992,5.41354
92.3266,4.25659
92.3539,3.43657
92.3812,2.89625
92.4031,2.632
92.4304,2.48028
92.4413,2.46986
92.4686,2.56121
92.4977,2.83882
92.5269,3.30391
92.5633,4.15362
92.6032,5.41332
92.7277,10.2704
92.7759,11.5261
92.8184,11.9063
92.8642,11.5262
92.9626,9.55384
92.9877,9.37747
93.0128,9.60092
93.0329,10.1708
93.058,11.5063
93.0831,13.6834
93.1088,16.9416
93.1345,21.3718
93.1654,28.3392
93.2023,38.976
93.274,64.3496
93.3288,82.6993
93.371,92.113
93.4096,95.1189
93.4501,91.8401
93.4944,81.5714
93.5661,56.6248
93.6246,36.2487
93.6615,25.7825
93.691,19.1224
93.7187,14.2411
93.7436,10.8674
93.7685,8.32406
93.7915,6.592
93.8145,5.34249
93.8375,4.48524
93.8605,3.94826
93.8835,3.67911
93.8978,3.63113
93.9179,3.70788
93.9409,3.99398
93.9649,4.51681
93.9961,5.54792
94.0273,6.98184
94.0658,9.28177
94.1853,18.0121
94.2367,20.6422
94.2829,21.4947
94.3285,20.8135
94.3812,18.5241
94.5203,10.3365
94.5802,7.51216
94.6313,5.60044
94.6744,4.33631
94.7145,3.45372
94.7446,2.98659
94.7719,2.71182
94.8038,2.57344
94.813,2.5695
94.8375,2.63518
94.8676,2.85783
94.9062,3.34233
94.9658,4.39756
95.114,7.5142
95.1681,9.04079
95.2202,11.1136
95.3572,18.2381
95.4078,19.5817
95.4219,19.6589
95.4633,19.0454
95.5129,16.8075
95.5917,11.347
95.6478,7.5223
95.6842,5.50358
95.7172,4.06343
95.7457,3.1132
95.7716,2.45729
95.7975,1.96806
95.8234,1.61349
95.8493,1.36358
95.876,1.18843
95.9118,1.04631
95.9547,0.970005
95.9691,0.96129
96.0117,0.976918
96.0542,1.05799
96.0862,1.17352
96.1234,1.38985
96.1524,1.63856
96.185,2.02587
96.2175,2.55332
96.2536,3.3328
96.2887,4.3165
96.3285,5.73374
96.3768,7.91371
96.435,11.1992
96.5715,20.103
96.6233,22.302
96.6598,22.8335
96.7053,22.0882
96.7488,19.9945
96.8196,14.7603
96.8874,9.54272
96.9295,6.93483
96.9629,5.34703
96.9896,4.38365
97.0164,3.66896
97.0436,3.16281
97.0714,2.84092
97.0992,2.67999
97.1131,2.65073
97.1511,2.7204
97.1818,2.92356
97.2124,3.26386
97.244,3.7926
97.2726,4.48244
97.3029,5.53727
97.3267,6.69216
97.3522,8.3878
97.3764,10.5785
97.4009,13.5703
97.4251,17.4639
97.4506,22.8241
97.4787,30.4747
97.5088,40.9774
97.5455,57.1233
97.6001,86.7122
97.6799,131.312
97.7282,149.51
97.77,154.929
97.8118,149.508
97.8579,132.405
97.9382,88.0639
97.9909,59.7352
98.0253,44.7761
98.0539,35.0046
98.0789,28.528
98.1003,24.4906
98.1217,21.7998
98.1455,20.3252
98.1574,20.1613
98.1762,20.6615
98.1969,22.2737
98.2246,26.1111
98.2558,32.6477
98.2912,42.6866
98.3492,63.5063
98.4163,88.2611
98.4653,100.898
98.5098,104.93
98.5547,100.72
98.6037,87.9392
98.7233,44.0165
98.7624,32.4067
98.7955,24.8383
98.8256,19.7333
98.8556,16.1172
98.8827,13.8992
98.9118,12.3412
98.9519,11.1199
99.0144,10.2669
99.0722,10.0077
99.1083,10.2346
99.1404,10.943
99.1694,12.2323
99.1955,14.108
99.2248,17.2526
99.2534,21.5552
99.2831,27.4829
99.3206,37.0433
99.3799,55.8639
99.4547,79.7168
99.5005,89.3215
99.5403,92.2681
99.5837,89.0871
99.6336,78.3459
99.7428,45.4826
99.7792,37.1845
99.8083,32.8967
99.8342,31.2234
99.8414,31.1543
99.8629,32.0558
99.8844,34.7262
99.906,39.2929
99.9311,47.1612
99.9607,60.0822
99.9937,79.0733
100.039,112.346
100.134,188.681
100.183,217.155
100.229,226.627
100.23,226.632
100.271,219.115
100.315,196.066
100.386,140.366
100.448,90.6893
100.487,65.3236
100.517,49.8181
100.543,39.2122
100.569,31.2177
100.596,25.6101
100.619,22.4429
100.643,20.8265
100.655,20.6266
100.681,21.5529
100.707,24.3768
100.733,29.2311
100.759,36.3088
100.785,45.8159
100.817,60.9811
100.854,83.5184
100.908,124.267
100.989,186.732
101.037,211.94
101.08,219.635
101.124,211.514
101.175,184.595
101.294,95.2333
101.331,73.778
101.362,60.2591
101.384,53.1752
101.412,47.8145
101.441,45.5327
101.446,45.4772
101.474,46.6402
101.512,51.3338
101.626,71.9452
101.69,78.1488
101.84,81.0193
101.975,89.266
101.981,89.3225
102.036,86.3157
102.087,77.2109
102.152,59.3198
102.232,35.1284
102.272,24.9729
102.305,18.3558
102.336,13.6186
102.363,10.3135
102.387,8.13414
102.411,6.45691
102.434,5.18706
102.458,4.23813
102.482,3.53516
102.508,2.96795
102.541,2.48005
102.58,2.10165
102.62,1.85681
102.672,1.64439
102.746,1.46042
102.82,1.35072
102.9,1.29132
102.931,1.28468
102.992,1.30451
103.06,1.3959
103.11,1.53191
103.168,1.78156
103.223,2.14395
103.272,2.62558
103.313,3.20706
103.343,3.8412
103.373,4.72071
103.4,5.78534
103.426,7.19642
103.454,9.27914
103.485,12.219
103.515,16.1277
103.552,22.1471
103.596,31.2834
103.704,56.326
103.757,65.4516
103.806,69.0381
103.814,69.1389
103.858,67.2209
103.913,59.871
104.072,28.4485
104.119,20.834
104.158,15.8031
104.192,12.3628
104.223,10.1
104.253,8.53959
104.273,7.87518
104.303,7.41829
104.309,7.40063
104.339,7.6596
104.366,8.35231
104.403,9.91938
104.459,13.2093
104.537,18.0402
104.589,20.065
104.624,20.5045
104.674,19.7441
104.755,16.2877
104.806,14.3185
104.837,13.9152
104.867,14.4144
104.897,16.064
104.922,18.4789
104.949,22.2439
104.982,28.5659
105.021,38.4669
105.093,61.2286
105.154,80.015
105.2,89.4592
105.245,92.6996
105.294,89.0741
105.362,75.6853
105.422,63.7298
105.453,60.2166
105.474,59.5534
105.501,61.0581
105.53,65.6573
105.572,77.4945
105.693,125.055
105.74,136.157
105.768,137.985
105.812,133.052
105.858,118.523
105.933,83.2601
105.998,52.388
106.036,37.444
106.069,27.3283
106.098,20.3474
106.124,15.4692
106.147,12.0263
106.171,9.33536
106.195,7.30833
106.219,5.80306
106.243,4.69749
106.27,3.81481
106.298,3.18458
106.331,2.68075
106.364,2.36237
106.386,2.22298
106.43,2.07286
106.456,2.05017
106.508,2.13169
106.559,2.36481
106.613,2.77471
106.666,3.36823
106.706,3.9995
106.748,4.93328
106.787,6.14639
106.825,7.82189
106.866,10.2018
106.921,14.2777
107.018,22.2052
107.067,24.8114
107.108,25.5381
107.155,24.5183
107.205,21.5094
107.338,9.96411
107.376,7.24246
107.408,5.44754
107.437,4.17669
107.465,3.20038
107.491,2.54408
107.516,2.05115
107.545,1.65067
107.57,1.39895
107.602,1.18381
107.634,1.04519
107.679,0.930509
107.738,0.862171
107.787,0.846653
107.839,0.864332
107.886,0.915177
107.932,1.01136
107.979,1.16767
108.023,1.38532
108.087,1.81292
108.21,2.75794
108.288,3.16687
108.367,3.49785
108.406,3.82851
108.439,4.3314
108.468,5.05956
108.496,6.08686
108.527,7.69358
108.557,9.88896
108.593,13.2765
108.634,18.2529
108.694,27.1792
108.824,48.0135
108.964,68.3595
109.103,92.3518
109.157,95.9588
109.205,92.946
109.258,82.629
109.33,60.519
109.404,37.2058
109.446,26.4484
109.476,20.1104
109.505,15.5356
109.533,11.9791
109.562,9.365
109.589,7.55292
109.619,6.16146
109.649,5.20399
109.687,4.43233
109.734,3.86811
109.784,3.54158
109.819,3.44572
109.859,3.49993
109.891,3.73331
109.923,4.21503
109.95,4.88879
109.978,5.88188
110.005,7.27381
110.035,9.3916
110.066,12.2536
110.1,16.3177
110.141,22.6296
110.203,34.2388
110.304,53.7707
110.374,63.5718
110.452,69.2949
110.568,71.5051
110.673,70.7466
110.739,72.4855
110.791,78.0017
110.853,90.6484
110.958,117.495
111.013,123.873
111.02,123.937
111.067,119.471
111.119,105.415
111.255,51.0566
111.293,39.2014
111.322,32.011
111.352,27.0368
111.374,24.8196
111.396,23.9228
111.404,23.9197
111.428,24.9311
111.452,27.5104
111.48,32.5001
111.512,40.7576
111.55,54.1135
111.613,81.2743
111.688,113.863
111.735,127.661
111.78,132.326
111.827,127.198
111.88,111.141
111.998,60.3656
112.041,45.7344
112.076,36.9221
112.11,31.1891
112.142,27.7569
112.185,25.6746
112.237,25.1876
112.246,25.188
112.32,24.525
112.378,22.2289
112.451,17.2324
112.53,11.4144
112.577,8.58328
112.615,6.85072
112.649,5.7071
112.678,5.0474
112.708,4.62286
112.738,4.442
112.747,4.43002
112.774,4.51084
112.813,4.8984
112.861,5.78024
112.918,7.31206
112.984,9.61667
113.042,12.2721
113.09,15.3674
113.132,19.1316
113.177,24.5605
113.222,31.9992
113.29,45.8261
113.411,71.8456
113.553,98.4197
113.711,139.329
113.769,145.715
113.819,141.128
113.873,125.354
113.951,89.767
114.022,56.8914
114.066,40.3966
114.102,29.6033
114.13,23.112
114.16,17.7274
114.186,14.2548
114.213,11.4648
114.239,9.58914
114.264,8.37496
114.294,7.58173
114.313,7.42693
114.34,7.66646
114.363,8.29763
114.389,9.58036
114.415,11.5262
114.442,14.2244
114.472,18.3279
114.505,24.3288
114.544,33.19
114.61,51.3199
114.686,72.5543
114.735,81.6098
114.78,84.4696
114.825,81.5093
114.872,72.867
114.952,50.7647
115.016,32.9301
115.057,23.9057
115.089,18.3084
115.115,14.7972
115.141,12.2761
115.167,10.5068
115.186,9.67538
115.212,9.16176
115.226,9.13783
115.249,9.44531
115.284,10.6573
115.323,12.9446
115.374,16.9402
115.451,24.6751
115.54,35.4894
115.619,47.9197
115.757,73.0773
115.813,78.7789
115.833,79.2974
115.882,76.6643
115.93,69.0266
116.0,51.8248
116.078,31.3086
116.118,22.6939
116.153,16.5492
116.184,12.3206
116.212,9.38614
116.24,7.15854
116.264,5.7232
116.288,4.64936
116.311,3.89507
116.336,3.33039
116.356,3.0401
116.386,2.8313
116.396,2.81609
116.426,2.92236
116.457,3.25245
116.489,3.86091
116.521,4.74618
116.557,6.08041
116.606,8.36979
116.72,14.5712
116.776,16.6136
116.82,17.166
116.866,16.5718
116.923,14.4559
117.047,7.88585
117.088,6.19
117.123,5.12408
117.143,4.71644
117.168,4.43788
117.18,4.39267
117.204,4.5067
117.229,4.92158
117.253,5.68067
117.277,6.83872
117.302,8.45994
117.329,10.9246
117.358,14.2805
117.391,19.4356
117.43,27.0554
117.486,40.5198
117.578,64.1981
117.631,73.7411
117.68,76.8354
117.723,74.4184
117.772,66.3835
117.848,47.4551
117.917,29.7328
117.958,21.2331
117.992,15.4352
118.022,11.5831
118.048,8.84232
118.075,6.72861
118.102,5.13595
118.125,4.08784
118.149,3.26598
118.176,2.60316
118.2,2.17881
118.23,1.805
118.26,1.55266
118.296,1.35498
118.338,1.2159
118.392,1.12388
118.445,1.09737
118.488,1.12093
118.538,1.21756
118.576,1.36775
118.608,1.57502
118.639,1.89517
118.664,2.26623
118.692,2.83865
118.72,3.63468
118.748,4.71726
118.775,6.15341
118.803,8.00743
118.833,10.479
118.868,14.1735
118.912,19.8757
119.027,36.8722
119.079,42.5322
119.132,45.1788
119.146,45.2976
119.198,43.7557
119.347,32.2496
119.412,29.1047
119.548,24.9971
119.618,21.1337
119.739,12.5619
119.779,10.3658
119.818,9.02604
119.843,8.56853
119.864,8.4569
119.889,8.61925
119.921,9.25441
119.969,10.8901
120.059,14.3956
120.114,15.6167
120.136,15.7337
120.183,15.1855
120.231,13.577
120.306,9.85194
120.38,6.14259
120.423,4.35617
120.457,3.24085
120.488,2.45608
120.515,1.91534
120.545,1.47621
120.573,1.16126
120.602,0.933158
120.634,0.75567
120.665,0.635161
120.703,0.540638
120.744,0.477168
120.791,0.432715
120.853,0.398582
120.946,0.378893
121.002,0.385675
121.048,0.409093
121.091,0.454515
121.123,0.511573
121.16,0.613792
121.193,0.741771
121.226,0.925426
121.262,1.19079
121.302,1.5732
121.357,2.2219
121.473,3.74644
121.536,4.30016
121.611,4.57828
121.693,4.83281
121.738,5.27511
121.779,6.01045
121.829,7.38456
121.951,11.639
122.004,12.8123
122.04,13.0662
122.088,12.6088
122.141,11.2224
122.273,6.23683
122.322,4.77764
122.368,3.7212
122.411,3.00278
122.458,2.42091
122.514,1.89879
122.586,1.37087
122.646,1.00903
122.696,0.772489
122.741,0.614239
122.783,0.509277
122.819,0.447145
122.854,0.405991
122.902,0.376659
122.941,0.369999
122.999,0.386431
123.048,0.429404
123.087,0.492304
123.122,0.579814
123.158,0.706238
123.193,0.8819
123.229,1.11659
123.272,1.48989
123.317,1.99653
123.375,2.81562
123.446,4.03611
123.522,5.6768
123.602,7.86202
123.717,11.3183
123.779,12.5401
123.815,12.7411
123.865,12.2884
123.915,11.0532
124.0,7.85955
124.064,5.42502
124.105,4.21129
124.142,3.38575
124.172,2.91067
124.203,2.61653
124.239,2.47034
124.253,2.46178
124.291,2.54171
124.436,3.24918
124.576,3.51004
124.615,3.76482
124.645,4.14658
124.677,4.85105
124.705,5.80339
124.736,7.27738
124.768,9.27376
124.802,12.1126
124.848,16.9992
124.979,33.5524
125.031,38.0574
125.082,39.7585
125.084,39.7603
125.135,38.2277
125.199,33.0379
125.277,25.6382
125.318,23.2167
125.353,22.7311
125.385,23.8405
125.417,26.5674
125.447,30.6577
125.491,39.1688
125.637,74.5733
125.696,83.7086
125.745,86.2486
125.807,83.1641
125.992,59.6037
126.058,55.0539
126.107,54.1277
126.267,57.5927
126.332,55.3577
126.39,49.3131
126.466,37.0398
126.548,22.9447
126.595,16.4089
126.631,12.4753
126.661,9.91623
126.692,8.06664
126.722,6.8587
126.749,6.26918
126.776,6.02726
126.785,6.01858
126.819,6.25654
126.868,7.16937
126.952,9.50912
127.092,14.1476
127.211,19.2076
127.296,22.6578
127.361,23.8099
127.367,23.8201
127.425,23.0457
127.499,20.229
127.639,13.76
127.776,8.87316
127.895,5.03259
127.947,3.62375
127.993,2.6198
128.032,1.95494
128.067,1.50568
128.097,1.22312
128.126,1.01139
128.155,0.858358
128.184,0.753078
128.219,0.677318
128.257,0.645941
128.264,0.645126
128.294,0.658987
128.325,0.699915
128.364,0.794532
128.404,0.942085
128.452,1.18564
128.538,1.75085
128.618,2.25223
128.676,2.46271
128.711,2.49749
128.772,2.39704
128.884,2.01521
128.916,1.99155
128.948,2.06853
128.979,2.2835
129.008,2.63319
129.039,3.20669
129.07,4.01908
129.104,5.25248
129.142,6.99201
129.188,9.65798
129.264,15.0971
129.382,23.7027
129.467,28.2119
129.54,30.3063
129.581,30.6015
129.65,29.3657
129.717,25.9093
129.794,19.783
129.891,11.3906
129.939,7.99814
129.978,5.78409
130.011,4.3247
130.039,3.34342
130.067,2.58233
130.095,2.00749
130.124,1.5847
130.152,1.2849
130.18,1.07658
130.207,0.938082
130.235,0.85252
130.269,0.802012
130.291,0.792503
130.331,0.811068
130.396,0.906014
130.509,1.10711
130.579,1.15893
130.582,1.15904
130.643,1.12307
130.792,0.880917
130.851,0.833038
130.857,0.832799
130.898,0.864933
130.935,0.958759
130.966,1.10329
130.997,1.33012
131.025,1.62657
131.052,2.03458
131.08,2.58013
131.11,3.37488
131.141,4.41682
131.179,6.04885
131.225,8.5585
131.303,13.7907
131.386,19.2269
131.448,21.8331
131.515,22.8874
131.535,22.9198
131.586,22.8243
131.646,23.246
131.696,24.6745
131.781,29.3947
131.862,33.7468
131.909,34.5763
131.963,33.1681
132.022,28.8666
132.167,13.7337
132.212,9.95646
132.248,7.59449
132.281,5.91643
132.31,4.81651
132.341,3.98281
132.37,3.44078
132.405,3.07164
132.435,2.93226
132.455,2.91355
132.496,3.02283
132.553,3.40809
132.688,4.60209
132.769,4.99252
132.892,5.2286
132.941,5.61085
132.976,6.18434
133.011,7.15977
133.045,8.59937
133.077,10.599
133.109,13.314
133.137,16.6741
133.167,21.2465
133.199,27.7605
133.236,37.3385
133.273,49.9834
133.325,71.51
133.453,133.694
133.509,152.194
133.559,158.015
133.609,152.052
133.66,135.156
133.749,92.2135
133.812,61.4943
133.857,43.9794
133.89,33.7317
133.92,26.5649
133.95,21.1067
133.975,17.7452
134.003,15.0355
134.031,13.2343
134.059,12.1102
134.1,11.2555
134.229,9.9994
134.294,8.69077
134.438,4.75403
134.484,3.77208
134.52,3.21536
134.56,2.78862
134.6,2.54617
134.656,2.42218
134.698,2.41151
134.708,2.41167
134.794,2.34179
134.86,2.13263
135.002,1.4636
135.04,1.35139
135.08,1.31097
135.12,1.36906
135.162,1.54619
135.203,1.84513
135.256,2.38107
135.378,3.8596
135.435,4.35481
135.492,4.54514
135.496,4.54594
135.554,4.39039
135.735,3.13187
135.831,2.71863
136.052,1.91268
136.117,1.77383
136.144,1.7596
136.21,1.82803
136.352,2.13807
136.39,2.16068
136.468,2.07547
136.564,1.88252
136.602,1.86311
136.64,1.92228
136.678,2.08449
136.715,2.37599
136.756,2.885
136.799,3.62069
136.849,4.78333
136.905,6.45794
136.967,8.79148
137.016,11.1716
137.062,14.1806
137.098,17.4547
137.133,21.662
137.172,27.9558
137.213,36.588
137.259,49.2691
137.333,74.8011
137.418,104.336
137.479,118.707
137.532,122.81
137.587,118.057
137.654,102.491
137.778,66.4398
137.833,53.9634
137.895,44.0193
137.965,36.2778
138.042,30.4098
138.097,28.0834
138.118,27.8151
138.159,28.5762
138.198,31.2818
138.237,35.9346
138.29,45.4647
138.423,75.0015
138.48,82.8806
138.527,84.8218
138.589,81.4511
138.705,68.803
138.762,66.285
138.826,68.6385
138.947,77.7327
138.973,78.216
139.033,75.3002
139.093,66.9705
139.231,40.7587
139.285,32.6857
139.337,27.0269
139.4,22.4019
139.501,17.2484
139.586,13.8945
139.626,12.8453
139.668,12.32
139.689,12.2914
139.738,12.8046
139.888,16.4719
139.94,16.9189
140.001,16.3526
140.134,13.1031
140.195,12.3303
140.215,12.2906
140.27,12.6715
140.387,14.1508
140.41,14.2101
140.471,13.6479
140.533,11.9742
140.663,7.16116
140.704,6.03349
140.734,5.48696
140.768,5.25855
140.797,5.44291
140.824,5.96623
140.851,6.86516
140.878,8.17219
140.91,10.3145
140.946,13.4573
140.991,18.401
141.143,38.5602
141.2,43.6873
141.257,45.4679
141.309,44.1156
141.372,39.6075
141.517,26.1189
141.612,19.3628
141.725,12.8126
141.786,9.87977
141.834,8.13766
141.863,7.42398
141.898,6.95102
141.916,6.90256
141.947,7.1188
141.985,7.8978
142.029,9.45028
142.099,12.8877
142.175,16.6402
142.231,18.392
142.268,18.7334
142.321,18.0176
142.375,15.9366
142.477,10.2433
142.539,6.90354
142.583,4.95102
142.62,3.6927
142.655,2.76574
142.686,2.12909
142.718,1.65666
142.747,1.34497
142.778,1.09677
142.809,0.929767
142.845,0.803418
142.881,0.727161
142.916,0.685728
142.964,0.669378
143.01,0.687963
143.055,0.737097
143.111,0.845169
143.167,1.00824
143.256,1.36132
143.358,1.77812
143.432,1.96238
143.485,2.00144
143.633,1.90565
143.68,1.95781
143.723,2.13988
143.76,2.45545
143.79,2.88373
143.818,3.48641
143.846,4.35143
143.87,5.36765
143.895,6.70762
143.921,8.62775
143.948,11.2372
143.976,14.607
144.006,19.4642
144.042,26.67
144.081,36.7818
144.132,52.9619
144.261,99.4028
144.315,113.609
144.37,119.768
144.378,119.881
144.427,116.332
144.488,102.943
144.652,50.3558
144.7,37.4628
144.745,28.0428
144.785,21.3099
144.825,16.0972
144.861,12.4349
144.899,9.37448
144.933,7.29127
144.969,5.64908
145.004,4.44445
145.035,3.70516
145.065,3.20018
145.099,2.88588
145.125,2.80768
145.152,2.8787
145.185,3.18184
145.216,3.68516
145.25,4.49992
145.289,5.78257
145.333,7.66509
145.402,11.4189
145.49,16.274
145.544,18.3632
145.599,19.151
145.6,19.151
145.649,18.5184
145.705,16.4518
145.805,10.9021
145.871,7.37996
145.914,5.52326
145.952,4.30395
145.981,3.60026
146.005,3.16416
146.03,2.8785
146.061,2.73099
146.066,2.72809
146.088,2.78879
146.117,3.06553
146.147,3.58586
146.176,4.37941
146.207,5.56142
146.239,7.12259
146.274,9.37936
146.316,12.8741
146.378,19.0951
146.486,31.1284
146.552,36.4071
146.61,38.5382
146.629,38.6532
146.698,36.9731
146.88,26.6104
146.934,24.9927
146.956,24.8252
146.991,25.2175
147.035,27.0096
147.088,30.9836
147.245,48.1283
147.302,51.4004
147.322,51.6474
147.376,49.7437
147.427,44.7617
147.505,33.3438
147.588,20.5423
147.634,14.656
147.673,10.6909
147.705,8.08895
147.737,6.14156
147.766,4.74218
147.795,3.68807
147.824,2.91393
147.854,2.36063
147.883,1.97831
147.912,1.7279
147.948,1.5617
147.983,1.52048
148.02,1.60091
148.051,1.78497
148.083,2.09888
148.115,2.57711
148.147,3.26329
148.179,4.20672
148.211,5.45667
148.248,7.31506
148.291,10.1389
148.347,14.6558
148.465,25.4188
148.525,29.1652
148.578,30.4086
148.58,30.4107
148.631,29.3408
148.686,26.0618
148.781,17.7195
148.846,11.9716
148.889,8.85878
148.928,6.62051
148.964,5.04651
148.995,4.04063
149.025,3.31555
149.051,2.90046
149.082,2.59924
149.115,2.50721
149.148,2.63345
149.18,2.9876
149.208,3.47589
149.235,4.16441
149.267,5.25077
149.3,6.76876
149.337,8.99528
149.378,12.1508
149.434,17.4797
149.596,35.3289
149.68,42.1837
149.776,46.9149
149.928,50.8286
150.092,52.1241
150.142,54.6998
150.198,61.2926
150.252,72.0312
150.413,115.803
150.475,125.177
150.505,126.291
150.567,121.213
150.646,103.718
150.796,62.7493
150.873,45.4967
150.95,31.5868
151.012,22.3581
151.062,16.313
151.105,12.1303
151.145,9.08834
151.181,6.93148
151.216,5.28554
151.248,4.20151
151.281,3.34932
151.314,2.75247
151.346,2.34146
151.379,2.07545
151.412,1.92516
151.444,1.87273
151.475,1.90512
151.517,2.08363
151.552,2.37
151.588,2.80291
151.624,3.40772
151.665,4.36499
151.71,5.74157
151.761,7.76424
151.814,10.4781
151.873,14.3292
151.928,18.8675
151.988,25.2988
152.053,34.3153
152.21,59.8974
152.274,66.119
152.308,67.1376
152.364,64.6676
152.422,57.2143
152.512,39.9941
152.586,25.5781
152.631,18.3655
152.669,13.4818
152.702,10.1254
152.732,7.74745
152.76,5.97261
152.788,4.63563
152.816,3.6202
152.843,2.86119
152.871,2.30127
152.899,1.88403
152.929,1.57168
152.958,1.35036
152.998,1.15108
153.047,0.997705
153.107,0.891939
153.166,0.832972
153.243,0.797899
153.281,0.794077
153.354,0.810813
153.428,0.868091
153.482,0.95565
153.528,1.08209
153.565,1.243
153.597,1.45751
153.627,1.73448
153.656,2.1232
153.685,2.66415
153.715,3.40755
153.744,4.41305
153.775,5.81567
153.804,7.56918
153.837,10.0718
153.871,13.3853
153.913,18.5565
153.963,26.1163
154.11,51.3903
154.175,58.9708
154.235,61.5637
154.292,59.7214
154.357,53.3626
154.477,35.5158
154.56,23.4096
154.618,16.5803
154.666,11.9953
154.705,9.07601
154.741,7.00249
154.777,5.43167
154.807,4.44481
154.838,3.75711
154.867,3.3576
154.898,3.19219
154.902,3.1895
154.929,3.28378
154.959,3.63423
154.989,4.25918
155.02,5.18057
155.05,6.42088
155.086,8.35205
155.132,11.4471
155.203,17.4156
155.296,25.5188
155.354,28.9718
155.409,30.1941
155.41,30.1944
