94-Pu-242(n,&gamma;) ENDF/B-VII.1
6.59251,0.575646
7.01029,0.464075
7.49769,0.372233
8.12435,0.290029
8.68138,0.238737
9.35219,0.194636
10.0348,0.162463
10.8313,0.136193
11.5139,0.120577
12.1966,0.111611
12.5379,0.109533
13.0668,0.113828
13.3646,0.124489
13.5631,0.139387
13.712,0.158995
13.8279,0.183552
13.9271,0.216217
14.0099,0.257896
14.0747,0.306158
14.1326,0.368637
14.1808,0.443413
14.2243,0.539472
14.2615,0.657134
14.2925,0.795819
14.3215,0.980599
14.3422,1.16726
14.3601,1.39205
14.3773,1.70373
14.3911,2.06934
14.4028,2.51453
14.4139,3.10849
14.4235,3.83196
14.4332,4.8231
14.4428,6.17794
14.4523,7.98438
14.462,10.4305
14.4716,13.6437
14.4814,17.8387
14.493,24.199
14.5057,33.0397
14.5222,47.3751
14.5625,87.2472
14.5796,99.6376
14.5967,105.16
14.5998,105.294
14.6154,101.83
14.6314,91.9111
14.6568,68.0534
14.6833,42.0151
14.6979,30.1764
14.7103,22.125
14.7202,17.0064
14.7302,12.96
14.7393,10.0703
14.7492,7.66244
14.7579,6.07144
14.7666,4.85982
14.7765,3.83209
14.7861,3.10451
14.7972,2.50606
14.8096,2.03511
14.8241,1.65827
14.8413,1.35433
14.862,1.10666
14.8854,0.911925
14.9144,0.743109
14.9482,0.605401
14.9874,0.493441
15.0288,0.410017
15.0826,0.333908
15.1405,0.277171
15.2081,0.231076
15.2839,0.195134
15.3832,0.163199
15.5086,0.136841
15.6658,0.11594
15.8492,0.100652
16.1112,0.0873842
16.3208,0.0806854
16.7756,0.0718436
17.5336,0.0648004
18.4432,0.062347
19.3042,0.0651256
20.0013,0.0733152
20.4196,0.0837876
20.7682,0.0991743
20.9774,0.114001
21.1727,0.134565
21.3401,0.16085
21.477,0.192256
21.6013,0.233398
21.7078,0.284412
21.7991,0.34684
21.879,0.424081
21.9526,0.525354
22.0147,0.647218
22.0705,0.802344
22.1162,0.980486
22.1593,1.21671
22.1948,1.49116
22.2252,1.82186
22.2487,2.17873
22.2709,2.66147
22.2886,3.2283
22.3042,3.9535
22.3175,4.8517
22.3302,6.07267
22.3412,7.56651
22.3523,9.616
22.3634,12.4168
22.3736,15.8389
22.3837,20.3053
22.3951,26.8758
22.4072,35.9657
22.4186,46.9713
22.4331,64.6755
22.4495,90.2505
22.4722,133.802
22.5164,225.116
22.5387,256.732
22.5598,267.384
22.5793,258.22
22.6006,229.646
22.6343,161.658
22.663,103.161
22.6812,72.5899
22.6961,52.8353
22.7086,39.6492
22.72,30.2123
22.7312,23.0231
22.7426,17.4126
22.7528,13.6283
22.7629,10.744
22.774,8.39126
22.7851,6.671
22.7962,5.41435
22.8089,4.38133
22.8231,3.56824
22.8365,3.02838
22.8555,2.48446
22.8745,2.10248
22.903,1.69971
22.9316,1.415
22.9658,1.16558
23.0102,0.934871
23.0609,0.750254
23.1116,0.618255
23.1738,0.501839
23.2473,0.404818
23.3234,0.33363
23.4122,0.27411
23.5187,0.223874
23.643,0.183389
23.7799,0.152501
23.9473,0.126631
24.1426,0.106418
24.3507,0.0917977
24.6282,0.0786642
24.975,0.0684915
25.3912,0.0607839
25.8074,0.0562074
26.3623,0.0520192
27.1021,0.0491819
28.5819,0.0474941
30.3957,0.0491358
32.7464,0.0547782
34.6258,0.0629551
35.6997,0.0703003
36.7736,0.0804343
37.579,0.0921936
38.2837,0.108729
38.7543,0.126902
39.0316,0.143243
39.3082,0.16727
39.529,0.196375
39.7131,0.232819
39.8751,0.281154
39.9966,0.334594
40.1107,0.407987
40.199,0.490453
40.2819,0.601673
40.3463,0.725069
40.4015,0.872326
40.4493,1.04929
40.4935,1.27931
40.5303,1.5554
40.5598,1.87633
40.5846,2.27236
40.604,2.71535
40.6233,3.34944
40.6399,4.12426
40.656,5.1778
40.6698,6.40748
40.6836,8.03977
40.6974,10.1915
40.7122,13.2345
40.7278,17.4749
40.7435,22.9976
40.76,30.4856
40.7781,40.7916
40.7998,56.3239
40.8293,82.2849
40.8867,137.903
40.9191,160.423
40.9471,168.092
40.9497,168.153
40.978,161.593
41.0089,141.269
41.0899,64.6086
41.1149,45.292
41.1342,33.4273
41.1525,24.6396
41.169,18.4711
41.1839,14.1904
41.1985,10.9793
41.2132,8.51306
41.2279,6.66939
41.2427,5.30307
41.2583,4.24121
41.2744,3.45191
41.2905,2.87983
41.3089,2.40779
41.331,2.00822
41.3568,1.68313
41.389,1.40012
41.4304,1.14846
41.4764,0.952743
41.5316,0.786564
41.5942,0.653692
41.6715,0.539332
41.7617,0.448187
41.8629,0.378555
41.9955,0.31823
42.128,0.278534
42.3194,0.242047
42.5108,0.219969
42.798,0.201581
43.1511,0.192138
43.4086,0.190729
43.9738,0.196578
44.7397,0.217745
45.5425,0.25291
46.3453,0.304274
47.1481,0.37617
47.8601,0.469657
48.4091,0.571043
48.9032,0.695206
49.3607,0.85238
49.8182,1.07221
50.1842,1.31825
50.5045,1.61323
50.8247,2.02231
51.113,2.54045
51.3371,3.09961
51.5693,3.90256
51.7672,4.86746
51.9433,6.06931
52.0989,7.55031
52.2316,9.2955
52.3597,11.6369
52.4718,14.5127
52.5747,18.2337
52.6548,22.2456
52.7348,27.7941
52.8035,34.4626
52.8611,42.2219
52.9156,52.4475
52.9622,64.8812
53.0007,79.387
53.0327,96.377
53.0583,115.086
53.0812,137.614
53.1059,171.03
53.1278,212.088
53.1498,268.118
53.1709,340.675
53.1928,441.968
53.2143,572.695
53.2367,748.539
53.2624,1004.94
53.2951,1419.32
53.3923,2888.4
53.4274,3242.3
53.4597,3356.53
53.4878,3269.66
53.5204,2971.99
53.5707,2246.89
53.6247,1417.27
53.6567,1011.79
53.6814,762.582
53.7055,572.863
53.7281,436.254
53.7487,341.892
53.7711,264.969
53.794,207.761
53.8169,166.332
53.8425,133.118
53.8699,107.985
53.8974,89.9334
53.9303,74.239
53.9715,60.2918
54.0209,48.5316
54.0731,39.6705
54.1371,31.8525
54.2035,26.0136
54.2835,20.9113
54.375,16.746
54.4711,13.5954
54.5809,10.9829
54.7067,8.82617
54.8508,7.05445
55.011,5.64612
55.194,4.49852
55.3815,3.65115
55.6012,2.93191
55.8391,2.36938
56.0953,1.92893
56.3789,1.56962
56.6992,1.27293
57.0743,1.02202
57.477,0.828182
57.8796,0.685107
58.3828,0.554469
58.9451,0.449473
59.5948,0.364864
60.3086,0.298249
61.0205,0.252602
61.7323,0.221261
62.5864,0.198291
63.2983,0.191374
63.941,0.197639
64.3702,0.210322
64.8,0.235706
65.1102,0.266171
65.3957,0.308644
65.6337,0.360724
65.8593,0.433511
66.0527,0.52472
66.2185,0.637173
66.3636,0.777218
66.4879,0.946345
66.6053,1.17195
66.702,1.43382
66.7918,1.77563
66.8643,2.16119
66.9265,2.61401
66.9887,3.24807
67.0405,4.01247
67.0819,4.91049
67.1096,5.76806
67.1372,6.99021
67.1614,8.55371
67.1821,10.4766
67.2011,12.9457
67.2192,16.2
67.2374,20.6644
67.2555,26.7607
67.2728,34.5598
67.29,44.8446
67.3073,58.2176
67.3267,77.7599
67.3479,105.494
67.3686,140.169
67.3928,190.884
67.4239,272.306
67.4788,448.079
67.5302,607.58
67.5655,681.214
67.5997,706.803
67.6345,680.536
67.6698,606.431
67.7271,427.205
67.7779,266.611
67.8072,190.461
67.8314,139.952
67.8539,102.875
67.8733,77.7634
67.8927,58.2678
67.91,44.914
67.9272,34.6329
67.9445,26.8273
67.9626,20.7178
67.9808,16.2375
67.9989,12.9673
68.0179,10.4834
68.0386,8.54729
68.0628,6.97248
68.0904,5.74206
68.125,4.70321
68.1681,3.82973
68.2199,3.11096
68.2735,2.58006
68.346,2.06477
68.4289,1.6527
68.5118,1.35786
68.6085,1.10782
68.719,0.901621
68.8399,0.738598
68.9746,0.606795
69.1438,0.488661
69.3131,0.404254
69.5333,0.32604
69.7903,0.262944
70.0365,0.220385
70.3543,0.181076
70.6992,0.15064
71.1349,0.123814
71.6433,0.10234
72.1516,0.0873854
72.8778,0.0723683
73.6766,0.060952
74.6933,0.0510497
75.8552,0.0434631
77.0171,0.0380187
78.4695,0.0333035
80.0043,0.0301278
80.9581,0.0285345
82.8657,0.0274495
83.8195,0.0281019
84.9223,0.0309542
85.5184,0.0346281
85.9655,0.0393372
86.3182,0.0456855
86.6205,0.0543831
86.8609,0.065179
87.0395,0.0772983
87.1884,0.0918064
87.3216,0.110301
87.4322,0.131966
87.5243,0.156915
87.6193,0.193065
87.6959,0.234627
87.7568,0.280818
87.8064,0.33286
87.8461,0.390831
87.8809,0.462999
87.9127,0.560972
87.9376,0.67304
87.9588,0.808822
87.9801,0.999293
87.9978,1.21715
88.0155,1.50866
88.0332,1.89788
88.0502,2.39122
88.0673,3.03425
88.0843,3.86455
88.1041,5.1273
88.1247,6.84566
88.1459,9.15566
88.1693,12.4341
88.1955,17.1553
88.2239,23.5948
88.26,33.7387
88.3638,67.521
88.4069,77.368
88.4473,80.9279
88.4498,80.9402
88.4863,78.3321
88.5226,71.0717
88.5747,55.2528
88.6456,31.9425
88.6796,22.6691
88.708,16.427
88.7328,12.094
88.7562,8.89966
88.7775,6.65309
88.7959,5.13655
88.8157,3.87445
88.8327,3.04371
88.8498,2.39967
88.8668,1.90502
88.8845,1.5143
88.9022,1.22133
88.9199,1.00215
88.9412,0.810344
88.9624,0.673518
88.9873,0.560573
89.0114,0.482467
89.0454,0.40476
89.0879,0.338412
89.1418,0.280442
89.2098,0.229463
89.2892,0.187812
89.3799,0.154274
89.482,0.127578
89.6067,0.104731
89.7428,0.0873765
89.9016,0.0732431
90.0957,0.0614113
90.3188,0.0522745
90.542,0.0460385
90.8447,0.0402712
91.2482,0.0353401
91.7527,0.0319117
92.1563,0.0300994
93.1249,0.0281946
93.6092,0.0279133
95.3849,0.0295646
96.7741,0.0332143
97.8854,0.0379581
98.9967,0.0448935
99.9691,0.0541849
100.803,0.0658588
101.497,0.0797593
102.122,0.0975004
102.747,0.122582
103.216,0.149742
103.633,0.183232
103.998,0.223567
104.371,0.280877
104.65,0.340957
104.934,0.425006
105.188,0.530918
105.412,0.662725
105.6,0.816335
105.778,1.01905
105.934,1.26782
106.078,1.59054
106.198,1.96658
106.303,2.42382
106.4,3.01732
106.486,3.74896
106.559,4.6348
106.62,5.6847
106.665,6.78265
106.708,8.27451
106.742,10.0216
106.772,12.2269
106.798,15.0118
106.824,18.8543
106.847,23.6656
106.871,30.2484
106.893,38.8683
106.917,50.7305
106.94,66.9495
106.965,89.0458
106.99,118.525
107.017,159.927
107.048,218.064
107.084,305.293
107.135,456.263
107.222,735.18
107.271,844.437
107.317,884.101
107.32,884.208
107.365,849.756
107.412,749.964
107.494,493.142
107.549,323.183
107.585,232.682
107.617,169.924
107.644,125.925
107.669,95.6865
107.693,72.198
107.716,55.1173
107.738,43.0679
107.759,33.8508
107.78,26.8664
107.802,21.6085
107.826,17.1839
107.852,13.8543
107.881,11.1822
107.91,9.31056
107.942,7.86103
107.985,6.48895
108.036,5.34793
108.098,4.37332
108.171,3.55694
108.257,2.87537
108.359,2.29472
108.462,1.8775
108.589,1.5044
108.725,1.21653
108.876,0.9857
109.047,0.796791
109.247,0.638069
109.462,0.51593
109.696,0.419236
109.952,0.342091
110.258,0.275531
110.604,0.222132
110.999,0.178103
111.415,0.144961
111.89,0.117745
112.445,0.0951883
113.039,0.0782768
113.693,0.0647225
114.485,0.0531336
115.278,0.0449176
116.308,0.0375528
117.259,0.0331403
118.289,0.0295952
119.24,0.0274405
120.901,0.0257345
121.294,0.0256711
122.603,0.0265164
123.912,0.0293482
124.893,0.0332355
125.679,0.0384513
126.268,0.0442735
126.84,0.0524272
127.413,0.0642687
127.838,0.0772347
128.231,0.0943189
128.558,0.114421
128.867,0.140885
129.11,0.169804
129.351,0.209631
129.56,0.258219
129.758,0.322807
129.913,0.393635
130.062,0.487921
130.191,0.601681
130.304,0.739715
130.403,0.906765
130.487,1.10397
130.566,1.35932
130.626,1.63578
130.681,1.99342
130.723,2.40354
130.759,2.921
130.787,3.49818
130.816,4.31288
130.84,5.28692
130.863,6.52466
130.887,8.36027
130.908,10.4701
130.93,13.2212
130.951,16.7779
130.975,22.0709
131.0,29.3016
131.025,38.6533
131.053,51.8295
131.083,70.1335
131.116,94.9759
131.16,136.796
131.29,284.139
131.345,329.019
131.395,345.29
131.4,345.446
131.445,334.012
131.49,302.196
131.563,224.234
131.642,134.446
131.682,96.522
131.716,70.3972
131.747,52.0721
131.774,38.8688
131.799,29.6538
131.823,22.61
131.847,17.1973
131.871,13.1036
131.896,10.0494
131.92,7.79533
131.944,6.14379
131.968,4.93763
131.992,4.05525
132.018,3.38199
132.048,2.80215
132.083,2.33046
132.123,1.95593
132.174,1.6293
132.234,1.35277
132.307,1.11445
132.399,0.897075
132.496,0.734532
132.609,0.597024
132.746,0.47784
132.887,0.389993
133.06,0.312698
133.258,0.25063
133.463,0.204594
133.689,0.168001
133.968,0.135773
134.289,0.109828
134.61,0.0914198
135.011,0.0753759
135.492,0.0618903
136.054,0.0514158
136.695,0.0436886
137.337,0.0388019
138.069,0.035561
138.801,0.0342023
139.589,0.0355025
139.99,0.037981
140.231,0.0413036
140.396,0.0453124
140.534,0.0509825
140.631,0.0579539
140.686,0.0648357
140.734,0.0750192
140.769,0.0869435
140.796,0.101247
140.824,0.122048
140.848,0.147918
140.872,0.183745
140.895,0.230537
140.919,0.296591
140.943,0.385204
140.967,0.502257
140.992,0.654253
141.018,0.869939
141.047,1.17317
141.08,1.61843
141.113,2.17667
141.16,3.15408
141.29,6.32061
141.347,7.29894
141.398,7.62769
141.4,7.62817
141.45,7.33957
141.499,6.54322
141.576,4.71131
141.648,2.96409
141.69,2.12522
141.726,1.53276
141.757,1.13161
141.785,0.848231
141.811,0.641107
141.836,0.48951
141.861,0.373838
141.885,0.28715
141.91,0.223218
141.935,0.176724
141.957,0.146472
141.982,0.12169
142.007,0.104062
142.04,0.0881703
142.073,0.0779119
142.122,0.068532
142.172,0.0629447
142.238,0.0582728
142.371,0.0529955
142.503,0.050193
142.768,0.0479316
142.856,0.0477398
143.358,0.0494428
143.859,0.0539961
144.48,0.0631971
145.148,0.0786047
145.625,0.09488
146.049,0.115496
146.433,0.14174
146.778,0.174853
147.095,0.217508
147.351,0.265877
147.585,0.326944
147.79,0.400541
147.988,0.499509
148.162,0.621301
148.313,0.769377
148.439,0.939921
148.554,1.1528
148.664,1.4387
148.761,1.79621
148.84,2.212
148.896,2.62896
148.941,3.08912
148.986,3.74667
149.02,4.45826
149.054,5.47663
149.082,6.68287
149.107,8.17349
149.131,10.0425
149.154,12.5288
149.178,15.8237
149.202,20.1603
149.228,26.4325
149.253,34.4974
149.281,46.2232
149.308,60.939
149.337,80.5568
149.371,109.473
149.409,150.959
149.46,220.036
149.59,416.751
149.645,474.132
149.698,494.869
149.7,494.89
149.751,476.407
149.801,427.632
149.88,311.635
149.96,190.846
150.006,133.212
150.042,97.3962
150.074,72.0967
150.103,54.6002
150.131,40.9389
150.157,31.0571
150.181,24.2326
150.204,18.9504
150.228,14.9062
150.252,11.8371
150.278,9.28792
150.306,7.36853
150.333,5.98922
150.365,4.87069
150.402,3.97604
150.441,3.31468
150.486,2.78648
150.542,2.3213
150.619,1.87963
150.7,1.54757
150.799,1.25436
150.907,1.02342
151.033,0.828404
151.182,0.663883
151.34,0.538625
151.529,0.430882
151.727,0.34993
151.961,0.281083
152.231,0.22465
152.527,0.18086
152.847,0.147004
153.221,0.118699
153.62,0.0967575
154.087,0.0784405
154.619,0.0636256
155.174,0.0526424
155.951,0.0421213
156.772,0.0344874
157.682,0.0288702
158.281,0.0262823
159.08,0.0239117
160.079,0.0226139
160.62,0.0230886
161.161,0.0250547
161.522,0.0279019
161.791,0.0317234
162.015,0.0369744
162.194,0.0436326
162.337,0.0517236
162.456,0.0615938
162.554,0.0736499
162.625,0.0860976
162.681,0.100464
162.73,0.119318
162.765,0.139404
162.799,0.167628
162.829,0.203713
162.853,0.245926
162.878,0.303826
162.903,0.383293
162.927,0.491962
162.951,0.634669
162.976,0.831478
163.0,1.09306
163.025,1.43602
163.05,1.87887
163.078,2.53275
163.106,3.37274
163.137,4.54396
163.174,6.33457
163.219,9.01735
163.28,13.614
163.383,21.622
163.439,24.745
163.494,25.9918
163.5,26.0038
163.551,25.1088
163.601,22.622
163.68,16.7786
163.767,9.96918
163.815,6.90955
163.852,5.01848
163.884,3.72677
163.912,2.80413
163.941,2.08174
163.968,1.55316
163.993,1.18369
164.017,0.90045
164.042,0.686363
164.065,0.532443
164.09,0.412784
164.112,0.332616
164.137,0.2665
164.162,0.218279
164.191,0.177144
164.221,0.148498
164.256,0.124909
164.298,0.105797
164.347,0.0906699
164.418,0.0760125
164.505,0.0636049
164.623,0.0521204
164.761,0.0430805
164.916,0.0361656
165.102,0.0305157
165.316,0.0261114
165.614,0.0220693
165.972,0.0189728
166.449,0.0164624
166.926,0.0148306
167.88,0.0129682
168.833,0.0118725
170.979,0.0106897
173.703,0.0102633
174.518,0.0102446
176.966,0.010572
179.413,0.0111918
182.676,0.0127997
185.123,0.0147865
187.163,0.0171584
189.202,0.0205566
191.037,0.0250852
192.873,0.031709
194.096,0.0381376
195.32,0.0472335
196.34,0.0578532
197.359,0.0730075
198.277,0.0926954
198.991,0.114679
199.607,0.141175
200.146,0.173135
200.628,0.212212
201.09,0.264224
201.485,0.325949
201.822,0.398266
202.149,0.494912
202.419,0.604066
202.679,0.748607
202.91,0.927088
203.117,1.149
203.31,1.43784
203.478,1.79333
203.613,2.18604
203.737,2.67971
203.847,3.28013
203.941,3.98862
204.03,4.9338
204.101,6.01607
204.153,7.13758
204.204,8.67999
204.25,10.6788
204.291,13.2174
204.328,16.3716
204.361,20.3503
204.395,25.7094
204.429,32.8872
204.462,42.3641
204.497,55.2957
204.536,73.9525
204.576,99.6263
204.622,137.302
204.674,190.782
204.75,285.32
204.857,428.056
204.925,493.62
204.987,520.601
205.0,521.444
205.056,505.625
205.123,449.333
205.223,321.556
205.316,201.564
205.372,142.471
205.418,103.725
205.459,76.8229
205.496,58.2003
205.533,43.9552
205.566,34.3233
205.597,27.2151
205.631,21.4742
205.664,17.2054
205.703,13.6562
205.744,10.985
205.786,9.03767
205.828,7.63075
205.888,6.21079
205.953,5.14636
206.04,4.15415
206.141,3.34825
206.252,2.72108
206.387,2.17724
206.536,1.75017
206.705,1.4062
206.878,1.15029
207.08,0.932858
207.311,0.753902
207.581,0.60541
207.889,0.486244
208.216,0.397553
208.505,0.342038
208.816,0.301879
209.052,0.288768
209.141,0.293991
209.201,0.307652
209.248,0.330066
209.294,0.371634
209.332,0.430492
209.363,0.501569
209.398,0.617677
209.431,0.777917
209.463,0.987941
209.494,1.26987
209.526,1.63986
209.561,2.17392
209.599,2.93342
209.641,3.98723
209.69,5.51484
209.77,8.53672
209.861,12.0607
209.924,13.8786
209.986,14.7104
210.0,14.7389
210.061,14.1769
210.126,12.4867
210.234,8.32791
210.31,5.4472
210.36,3.89246
210.403,2.83835
210.44,2.11028
210.475,1.57574
210.507,1.20453
210.538,0.920706
210.57,0.708195
210.601,0.552109
210.633,0.439386
210.666,0.35542
210.703,0.292465
210.734,0.255817
210.776,0.223286
210.818,0.20254
210.881,0.183544
210.986,0.166151
211.155,0.150618
211.323,0.140704
211.659,0.128802
212.086,0.122307
212.228,0.121762
212.572,0.124147
212.916,0.132919
213.174,0.145557
213.432,0.166575
213.659,0.196543
213.85,0.236245
213.987,0.278208
214.11,0.332
214.213,0.395881
214.298,0.472386
214.37,0.56842
214.425,0.680782
214.466,0.806774
214.5,0.957503
214.534,1.17283
214.565,1.44845
214.591,1.76184
214.616,2.17818
214.642,2.72972
214.67,3.54037
214.698,4.62784
214.724,5.92187
214.754,7.89205
214.784,10.472
214.814,13.7901
214.847,18.5143
214.883,24.9925
214.925,34.5663
214.972,47.9749
215.04,71.8251
215.169,119.652
215.236,136.771
215.298,142.635
215.3,142.639
215.362,137.174
215.426,121.25
215.532,82.1692
215.615,52.0155
215.664,37.4359
215.705,27.4742
215.741,20.4936
215.775,15.2343
215.806,11.5226
215.837,8.63603
215.867,6.48775
215.892,5.06902
215.918,3.96623
215.944,3.11769
215.972,2.41494
215.997,1.93798
216.023,1.57823
216.054,1.26169
216.085,1.03567
216.12,0.850249
216.162,0.705584
216.203,0.605492
216.257,0.512585
216.326,0.432548
216.425,0.353019
216.544,0.287343
216.685,0.234114
216.852,0.190302
217.031,0.157935
217.241,0.131422
217.487,0.110416
217.736,0.0963332
218.004,0.0873447
218.183,0.0850985
218.317,0.0866306
218.406,0.0913553
218.473,0.100131
218.518,0.111435
218.551,0.124985
218.585,0.145247
218.618,0.175287
218.651,0.217091
218.682,0.274949
218.71,0.344976
218.738,0.437333
218.769,0.574526
218.801,0.754907
218.836,1.01633
218.872,1.37157
218.915,1.89623
218.964,2.68331
219.03,3.95683
219.164,6.8111
219.232,7.83467
219.296,8.20602
219.3,8.20747
219.363,7.88645
219.425,7.00347
219.528,4.87113
219.614,3.05919
219.665,2.19261
219.707,1.59951
219.746,1.16914
219.78,0.874838
219.81,0.676271
219.839,0.520135
219.87,0.393344
219.897,0.309854
219.924,0.245863
219.951,0.197381
219.982,0.156632
220.012,0.127575
220.043,0.106978
220.081,0.0894533
220.12,0.0777785
220.169,0.0685528
220.233,0.0610522
220.329,0.054415
220.49,0.0478649
220.731,0.0419456
221.07,0.0369424
221.522,0.0328431
222.199,0.0290178
223.0,0.0262821
224.152,0.0241508
225.066,0.0235103
226.335,0.0243668
227.18,0.0264181
227.814,0.0292195
228.449,0.0336208
228.956,0.0393173
229.379,0.0464323
229.717,0.0545385
230.031,0.0650731
230.305,0.0781849
230.567,0.0960094
230.796,0.118532
230.993,0.146134
231.162,0.179489
231.305,0.219324
231.436,0.270381
231.551,0.333824
231.633,0.39723
231.707,0.477487
231.765,0.567883
231.815,0.684056
231.858,0.831592
231.895,1.01554
231.926,1.2301
231.956,1.52444
231.987,1.92933
232.018,2.48514
232.048,3.21422
232.076,4.15149
232.105,5.3804
232.134,6.97188
232.167,9.33607
232.199,12.4019
232.236,16.8445
232.273,22.4893
232.319,31.395
232.376,45.076
232.47,72.9113
232.562,100.107
232.629,114.161
232.695,119.573
232.7,119.597
232.766,114.817
232.831,101.671
232.94,69.6077
233.028,43.9213
233.079,31.5802
233.123,23.1783
233.163,16.9794
233.199,12.5132
233.232,9.46981
233.264,7.11016
233.292,5.54125
233.319,4.31619
233.347,3.37063
233.377,2.60207
233.403,2.10043
233.433,1.64877
233.464,1.3201
233.495,1.08072
233.527,0.90032
233.564,0.749896
233.607,0.627155
233.656,0.529787
233.717,0.445196
233.791,0.373754
233.884,0.309762
233.994,0.254428
234.136,0.204204
234.279,0.167875
234.439,0.13838
234.636,0.112256
234.866,0.0907449
235.11,0.0745609
235.395,0.0611307
235.709,0.0505333
236.094,0.0413665
236.542,0.0339966
237.023,0.0285878
237.665,0.0235741
238.306,0.0201604
239.107,0.017243
240.39,0.0143372
241.416,0.0128419
243.211,0.0112216
245.52,0.010123
248.598,0.00955477
249.88,0.00947662
253.371,0.00986845
255.143,0.0103356
257.916,0.0116006
259.65,0.0130647
260.776,0.0145771
261.687,0.0166942
262.216,0.0186845
262.634,0.0213174
262.913,0.0241691
263.122,0.0275526
263.297,0.0320597
263.402,0.0363319
263.481,0.0413534
263.547,0.0482599
263.593,0.0560669
263.636,0.067195
263.674,0.0822701
263.708,0.102114
263.739,0.126879
263.769,0.160833
263.8,0.207012
263.83,0.269173
263.862,0.355057
263.891,0.458806
263.92,0.59131
263.954,0.789626
263.988,1.0436
264.026,1.40552
264.068,1.90407
264.116,2.63096
264.181,3.84016
264.34,7.257
264.416,8.47138
264.485,8.97544
264.5,8.99198
264.569,8.63852
264.638,7.66417
264.75,5.32661
264.845,3.31995
264.903,2.32153
264.952,1.65913
264.99,1.24636
265.029,0.915134
265.063,0.689962
265.097,0.515905
265.129,0.388731
265.158,0.301903
265.188,0.235423
265.217,0.185122
265.246,0.147463
265.275,0.119515
265.308,0.0964499
265.337,0.0819713
265.371,0.0700727
265.414,0.059576
265.459,0.052602
265.513,0.0472299
265.603,0.0419372
265.748,0.0373658
265.964,0.0338861
266.224,0.0320711
266.484,0.0315685
266.927,0.0323797
267.593,0.0359559
268.258,0.042152
268.811,0.049847
269.363,0.0608504
269.838,0.0747355
270.26,0.0926747
270.614,0.114358
270.904,0.139882
271.07,0.160811
271.173,0.180812
271.256,0.207201
271.318,0.23942
271.373,0.283205
271.429,0.348171
271.477,0.428497
271.525,0.536184
271.58,0.697936
271.643,0.934343
271.745,1.40985
271.86,1.95838
271.94,2.22277
272.016,2.3102
272.089,2.23309
272.191,1.9281
272.331,1.42095
272.406,1.23729
272.455,1.17193
272.493,1.15658
272.53,1.17223
272.582,1.25329
272.635,1.41973
272.681,1.66332
272.72,1.97903
272.759,2.42048
272.795,3.02843
272.826,3.72528
272.856,4.65452
272.89,6.0299
272.923,7.88835
272.957,10.3698
272.991,13.7047
