94-Pu-238(n,&gamma;) ENDF/B-VII.1
19.7399,3.76887
19.8666,3.04144
20.003,2.47215
20.154,2.0084
20.3245,1.62558
20.5242,1.30194
20.7385,1.05178
20.9724,0.85272
21.2281,0.693916
21.523,0.560074
21.8758,0.446141
22.2287,0.363787
22.6409,0.29443
23.1121,0.236958
23.6422,0.191059
24.1133,0.160892
24.7023,0.132963
25.4084,0.108488
26.2313,0.0887479
27.2886,0.0716907
28.4634,0.0599662
29.4404,0.0550732
29.7124,0.0547691
30.1789,0.0560931
30.4801,0.0590416
30.7716,0.0650498
30.9659,0.0722995
31.136,0.0827296
31.2817,0.0971954
31.3911,0.114027
31.4761,0.13317
31.5611,0.161157
31.6267,0.192743
31.685,0.233016
31.7336,0.280903
31.7761,0.34043
31.8125,0.41354
31.8405,0.493338
31.8648,0.591638
31.8842,0.702285
31.9036,0.858675
31.9194,1.03691
31.9358,1.29359
31.9504,1.60759
31.965,2.03151
31.9799,2.61603
31.9945,3.37294
32.0105,4.46944
32.0256,5.79835
32.0426,7.69263
32.064,10.6978
32.0921,15.6019
32.1417,24.963
32.167,28.5527
32.1934,30.3461
32.1996,30.4183
32.2233,29.4377
32.2486,26.443
32.2901,18.9429
32.3283,11.9038
32.3496,8.67206
32.3691,6.32764
32.3861,4.73198
32.4021,3.57524
32.4167,2.77183
32.4316,2.14822
32.4461,1.69732
32.4605,1.36156
32.4771,1.08234
32.4939,0.879087
32.5109,0.732023
32.5304,0.611162
32.5547,0.505004
32.5814,0.423083
32.6178,0.345146
32.6603,0.28243
32.7089,0.232354
32.7684,0.189715
32.8292,0.159182
32.9093,0.131017
33.0029,0.10868
33.1037,0.0921808
33.2349,0.0776577
33.4049,0.0655107
33.5992,0.0567294
33.8325,0.0500482
34.1419,0.044721
34.6038,0.0407862
34.9232,0.04001
35.2825,0.0413778
35.5021,0.0442853
35.6518,0.0480807
35.8015,0.0547451
35.9063,0.0626335
35.9937,0.0730522
36.0635,0.0859558
36.1247,0.103289
36.1683,0.121837
36.2076,0.146628
36.2394,0.177203
36.2644,0.213376
36.2862,0.260317
36.3049,0.318772
36.3225,0.396849
36.3385,0.495329
36.3545,0.629632
36.3704,0.810977
36.3859,1.04352
36.4024,1.36628
36.4203,1.82239
36.4413,2.50764
36.466,3.52898
36.5182,6.16859
36.5501,7.65067
36.5764,8.45345
36.5998,8.69591
36.6269,8.36709
36.6539,7.46894
36.7023,5.0798
36.7382,3.32445
36.7607,2.42608
36.7787,1.84541
36.7966,1.38518
36.8131,1.05864
36.8283,0.826101
36.8449,0.634679
36.8615,0.494247
36.8781,0.392325
36.8947,0.318637
36.9119,0.263464
36.9337,0.21461
36.9556,0.180995
36.9805,0.153999
37.0167,0.127356
37.0604,0.105985
37.1128,0.0887222
37.1714,0.0755397
37.2525,0.0633733
37.3336,0.0552663
37.4484,0.0476601
37.5981,0.0414673
37.7977,0.0365294
38.0373,0.0330366
38.4365,0.0297952
39.0354,0.0273376
40.0426,0.0254647
41.4182,0.0241896
44.2584,0.0235248
46.5306,0.0241563
49.3147,0.0265382
51.3624,0.0298316
52.8982,0.0342323
54.178,0.0406085
54.9459,0.0467433
55.5858,0.0544886
56.0977,0.0635589
56.6096,0.0766313
56.9936,0.0914857
57.3354,0.110804
57.6345,0.135645
57.8818,0.165518
58.0865,0.200579
58.2798,0.247778
58.4373,0.302233
58.5767,0.369431
58.7026,0.454333
58.8195,0.566007
58.914,0.692739
58.9949,0.84207
59.0759,1.0504
59.1434,1.29556
59.2041,1.60718
59.2513,1.9479
59.2907,2.34347
59.3278,2.88049
59.3581,3.53213
59.3817,4.26613
59.402,5.14569
59.4222,6.3696
59.4402,7.86929
59.4582,9.9053
59.4762,12.6609
59.4942,16.3608
59.5114,21.0247
59.5305,27.8138
59.5496,36.6475
59.5711,49.4354
59.5931,66.0788
59.6219,93.3927
59.6633,142.042
59.7226,216.065
59.7622,251.581
59.7964,263.703
59.7997,263.803
59.8342,253.484
59.872,221.464
59.9709,100.853
59.9988,72.9439
60.0231,53.3935
60.0453,39.3316
60.0656,29.4466
60.0838,22.5798
60.1013,17.4826
60.1193,13.5086
60.1373,10.5372
60.1553,8.33546
60.1739,6.66811
60.1935,5.38614
60.216,4.34815
60.2385,3.61598
60.2632,3.03914
60.297,2.48927
60.3375,2.03704
60.3881,1.64641
60.4386,1.36763
60.4994,1.12297
60.5758,0.902541
60.6545,0.740229
60.7467,0.6029
60.8569,0.486318
60.9738,0.398503
61.1088,0.326182
61.2662,0.266509
61.4371,0.220799
61.6575,0.180145
61.9138,0.1485
62.2107,0.124394
62.5075,0.108432
62.95,0.0939827
63.2936,0.0868943
63.723,0.0817375
64.3243,0.0792126
64.9406,0.0815679
65.6967,0.0905631
66.2557,0.10256
66.675,0.116668
67.0977,0.137739
67.4599,0.164642
67.7563,0.196674
68.0253,0.238384
68.2558,0.289831
68.4534,0.352437
68.6263,0.429371
68.7854,0.529536
68.9199,0.649107
69.0407,0.799791
69.1395,0.970737
69.2328,1.19373
69.3206,1.48986
69.3974,1.86047
69.4551,2.24942
69.5031,2.6909
69.5511,3.31017
69.5854,3.93812
69.6197,4.83793
69.6472,5.88555
69.6719,7.23066
69.6938,8.90906
69.7158,11.2457
69.735,14.0372
69.7549,17.9142
69.7755,23.2998
69.7961,30.4666
69.8182,40.6204
69.8396,53.3666
69.8645,72.3933
69.8936,100.648
69.9287,143.093
70.0155,263.228
70.0539,302.992
70.0912,320.887
70.0998,321.548
70.1362,309.679
70.1703,279.5
70.2229,210.32
70.2811,129.963
70.3141,92.3175
70.3393,69.0277
70.3624,52.0306
70.3846,39.1826
70.4044,30.3059
70.4241,23.4392
70.4439,18.2133
70.4623,14.5241
70.4815,11.6104
70.5034,9.16834
70.5254,7.41381
70.5494,6.04211
70.5734,5.05858
70.6008,4.24642
70.6352,3.52519
70.6736,2.95084
70.723,2.42331
70.7806,1.98478
70.8424,1.64395
70.9165,1.34586
71.0056,1.08891
71.1017,0.891122
71.217,0.721919
71.3514,0.583537
71.5051,0.473622
71.6698,0.391326
71.8619,0.323964
72.0842,0.2701
72.3641,0.224851
72.6907,0.190869
72.9983,0.170158
73.4597,0.151422
73.921,0.142039
74.4865,0.138101
75.1704,0.142089
75.8327,0.153761
76.4841,0.174579
76.8858,0.196902
77.0703,0.215133
77.1789,0.235333
77.2467,0.262156
77.2875,0.293246
77.3159,0.328134
77.3492,0.390818
77.3777,0.471822
77.4062,0.587141
77.4347,0.745573
77.4666,0.982522
77.5046,1.35067
77.5719,2.16631
77.6283,2.8146
77.6696,3.11156
77.7002,3.18193
77.7413,3.0568
77.7825,2.71215
77.8949,1.38029
77.9321,1.02431
77.9633,0.794196
77.9882,0.653843
78.0195,0.525783
78.0461,0.450286
78.08,0.387106
78.1207,0.344008
78.1614,0.321855
78.2428,0.305795
78.3025,0.303563
78.4817,0.311181
78.8074,0.345004
79.2199,0.409777
79.6223,0.499718
79.9668,0.607371
80.3112,0.757843
80.6017,0.936891
80.8559,1.15499
81.0956,1.44186
81.2989,1.78194
81.4877,2.22378
81.6402,2.71724
81.7782,3.3255
81.9053,4.09281
82.0251,5.09626
82.1268,6.27873
82.214,7.66882
82.2939,9.41683
82.3701,11.7539
82.4355,14.6076
82.4845,17.6093
82.5254,21.0573
82.5626,25.4476
82.5975,31.3806
82.6282,38.9439
82.6546,48.2484
82.6791,60.2403
82.7037,76.7998
82.7257,96.9775
82.7478,123.67
82.7717,162.009
82.7957,212.308
82.8197,276.786
82.8487,376.496
82.8821,521.986
82.9279,768.753
83.0114,1255.02
83.0535,1430.05
83.0942,1501.48
83.0997,1502.56
83.1407,1445.41
83.1828,1281.61
83.2583,848.28
83.3095,561.848
83.3433,407.371
83.3723,301.243
83.3992,224.476
83.4232,171.501
83.4472,130.907
83.47,101.61
83.4929,79.6231
83.5158,63.2754
83.5387,51.1683
83.5648,41.1033
83.5938,33.1974
83.6229,27.5877
83.6592,22.6238
83.6992,18.778
83.7445,15.6323
83.799,12.8915
83.8698,10.3462
83.9461,8.39604
84.0387,6.70801
84.1404,5.39224
84.2584,4.30515
84.3855,3.46914
84.5162,2.84276
84.6687,2.30735
84.843,1.864
85.0463,1.49357
85.2787,1.19302
85.5257,0.964273
85.8162,0.771965
86.143,0.619171
86.4988,0.500524
86.8765,0.41009
87.3413,0.330334
87.8651,0.26799
88.4095,0.221344
89.0316,0.183485
89.8093,0.151688
90.3627,0.134427
91.0899,0.117784
92.0594,0.10248
93.441,0.0899367
94.2959,0.0872841
94.8302,0.0891829
95.1897,0.0951993
95.384,0.103508
95.4933,0.112499
95.5843,0.12624
95.639,0.141533
95.6815,0.162114
95.7118,0.185599
95.7422,0.22129
95.7665,0.262986
95.7908,0.321233
95.8151,0.40174
95.8393,0.511293
95.8636,0.657484
95.8893,0.860081
95.9172,1.14716
95.9479,1.55152
95.9863,2.18817
96.0504,3.49091
96.1145,4.7644
96.1592,5.35952
96.1998,5.5481
96.2427,5.33699
96.2903,4.67299
96.4149,2.16186
96.4532,1.5337
96.4838,1.13562
96.5127,0.843523
96.5382,0.646427
96.5637,0.497488
96.5892,0.387691
96.6147,0.308427
96.6396,0.253252
96.6639,0.214942
96.6942,0.182154
96.7246,0.160551
96.761,0.143713
96.8217,0.127401
96.9189,0.114129
97.016,0.106989
97.2103,0.100031
97.4823,0.097451
97.8308,0.100336
98.0847,0.106539
98.2913,0.115476
98.4979,0.130803
98.6455,0.149257
98.7685,0.174045
98.8669,0.205882
98.9284,0.236359
98.9776,0.272252
99.0207,0.319669
99.0576,0.382358
99.0883,0.461589
99.1142,0.55829
99.14,0.695954
99.1621,0.859679
99.1843,1.08043
99.2064,1.37544
99.2279,1.75254
99.2525,2.3191
99.2771,3.06101
99.3048,4.14288
99.3341,5.60757
99.3675,7.70284
99.413,11.1938
99.5036,18.7503
99.5498,21.53
99.5937,22.6441
99.5998,22.6612
99.6394,21.9435
99.6846,19.5546
99.7545,13.9351
99.8184,8.69006
99.8558,6.18254
99.8878,4.47637
99.9149,3.34518
99.9395,2.54184
99.9641,1.92319
99.9856,1.50845
100.007,1.18995
100.03,0.930775
100.052,0.753935
100.074,0.622045
100.099,0.507462
100.13,0.415673
100.158,0.355554
100.195,0.303376
100.24,0.261971
100.299,0.225804
100.372,0.196149
100.486,0.167372
100.633,0.145113
100.781,0.131718
101.017,0.119521
101.411,0.110727
101.863,0.108182
102.522,0.110724
103.806,0.127346
104.73,0.147453
105.497,0.172846
106.19,0.206996
106.806,0.251947
107.228,0.297769
107.589,0.353717
107.911,0.425654
108.174,0.509909
108.404,0.615626
108.595,0.74133
108.76,0.894048
108.902,1.0814
109.036,1.33496
109.148,1.64266
109.244,2.02144
109.323,2.47292
109.389,3.01253
109.443,3.67516
109.487,4.46838
109.524,5.46866
109.553,6.59507
109.582,8.19675
109.606,10.1211
109.629,12.5094
109.653,15.92
109.677,20.519
109.701,26.6509
109.725,34.7083
109.749,45.3128
109.777,61.0133
109.806,82.2547
109.841,113.795
109.883,162.433
109.995,310.747
110.042,357.813
110.087,379.433
110.1,380.604
110.143,367.856
110.189,328.971
110.258,241.125
110.328,148.806
110.368,105.273
110.4,77.0866
110.431,56.3052
110.458,42.0168
110.483,32.1167
110.508,24.5471
110.529,19.4137
110.553,15.1637
110.577,12.0218
110.601,9.71546
110.625,8.02802
110.651,6.71068
110.682,5.61239
110.718,4.778
110.749,4.32583
110.791,4.00414
110.816,3.94675
110.851,4.04338
110.892,4.42263
110.932,5.10763
110.978,6.24969
111.114,10.5252
111.168,11.5087
111.196,11.6424
111.241,11.267
111.291,10.0737
111.431,5.14289
111.474,3.94085
111.509,3.15191
111.544,2.57747
111.579,2.16809
111.614,1.8899
111.661,1.66526
111.721,1.5269
111.8,1.47396
111.842,1.47392
112.01,1.56344
112.146,1.71715
112.304,2.00093
112.435,2.36116
112.563,2.87909
112.66,3.45138
112.74,4.11706
112.818,5.01773
112.875,5.9414
112.931,7.26263
112.97,8.56844
113.002,10.0756
113.035,12.1846
113.063,14.7797
113.089,18.169
113.115,22.6896
113.141,28.8802
113.167,37.3098
113.192,48.016
113.217,62.8782
113.243,82.2531
113.272,109.766
113.303,148.247
113.339,204.589
113.384,293.527
113.495,541.13
113.55,627.013
113.596,655.314
113.6,655.445
113.644,633.276
113.693,562.481
113.771,394.341
113.835,254.292
113.877,178.882
113.911,130.138
113.941,96.5234
113.969,72.8315
113.994,55.7484
114.02,42.6557
114.046,32.8594
114.072,25.6241
114.095,20.7537
114.123,16.4547
114.152,13.396
114.184,10.933
114.22,9.01837
114.266,7.4018
114.322,6.05309
114.39,4.96322
114.474,4.04551
114.561,3.38426
114.657,2.86941
114.77,2.43701
114.905,2.08072
115.08,1.78469
115.248,1.6086
115.5,1.47129
115.72,1.43765
116.003,1.4885
116.286,1.64364
116.542,1.89417
116.774,2.25451
116.973,2.71793
117.131,3.24275
117.28,3.94102
117.421,4.88363
117.538,5.99101
117.637,7.32372
117.727,9.02439
117.807,11.1754
117.873,13.7103
117.922,16.4256
117.966,19.8679
118.002,23.8216
118.036,29.0555
118.067,36.0159
118.096,44.6142
118.124,56.3973
118.151,72.0888
118.178,91.9357
118.204,117.916
118.233,155.635
118.261,203.663
118.291,266.877
118.328,363.65
118.374,516.479
118.499,983.535
118.547,1109.43
118.596,1161.04
118.6,1161.25
118.646,1120.56
118.695,1002.99
118.776,704.583
118.843,454.696
118.886,323.171
118.92,242.172
118.952,179.884
118.982,135.563
119.007,106.913
119.034,82.6029
119.06,65.0853
119.086,51.9092
119.113,42.0553
119.144,33.5138
119.177,27.091
119.214,22.0631
119.256,18.2005
119.305,15.0002
119.368,12.2578
119.445,9.94737
119.532,8.14201
119.633,6.68595
119.737,5.64771
119.862,4.7796
120.011,4.08841
120.174,3.62034
120.345,3.35589
120.515,3.27092
120.696,3.36219
120.878,3.66174
121.013,4.06281
121.149,4.67799
121.276,5.53991
121.385,6.62396
121.476,7.91203
121.564,9.71267
121.632,11.7025
121.689,14.0473
121.737,16.8794
121.779,20.4631
121.817,25.1206
121.852,31.0902
121.883,38.7001
121.909,47.5726
121.938,60.77
121.967,78.2114
121.995,101.435
122.026,134.032
122.056,175.674
122.091,237.96
122.132,331.887
122.185,483.524
122.289,808.507
122.342,927.492
122.393,976.357
122.4,977.103
122.451,938.142
122.503,826.787
122.649,381.461
122.695,268.833
122.731,197.675
122.762,148.919
122.792,113.267
122.822,86.1045
122.85,67.4321
122.878,52.7022
122.907,41.8174
122.935,33.8031
122.968,27.176
123.003,22.1558
123.043,18.0556
123.089,14.8901
123.136,12.5189
123.204,10.1214
123.284,8.17902
123.374,6.61651
123.469,5.43858
123.585,4.40733
123.707,3.6197
123.85,2.95249
124.009,2.41605
124.19,1.97278
124.403,1.59963
124.657,1.28588
124.947,1.03549
125.264,0.842348
125.635,0.682682
126.016,0.566618
126.46,0.469765
126.99,0.389465
127.521,0.338161
127.864,0.321754
127.979,0.32118
128.164,0.330957
128.26,0.347448
128.331,0.372996
128.384,0.410594
128.428,0.467654
128.463,0.543831
128.494,0.646183
128.523,0.791223
128.551,0.981591
128.579,1.24334
128.606,1.59579
128.634,2.0594
128.664,2.72096
128.694,3.56131
128.733,4.90382
128.784,7.1449
128.894,12.4089
128.947,14.1741
128.998,14.8128
129.0,14.8139
129.047,14.2992
129.095,12.8087
129.175,9.09403
129.244,5.84757
129.284,4.25378
129.319,3.15813
129.349,2.38197
129.38,1.78201
129.407,1.38211
129.432,1.09522
129.459,0.870034
129.485,0.704485
129.515,0.571981
129.548,0.472454
129.581,0.406838
129.621,0.356307
129.678,0.31364
129.766,0.279172
129.898,0.252375
130.109,0.230692
130.356,0.219548
130.549,0.217235
130.852,0.224327
131.08,0.241689
131.256,0.267921
131.406,0.306975
131.507,0.348642
131.602,0.410318
131.662,0.470706
131.715,0.551194
131.753,0.637914
131.79,0.767448
131.82,0.916745
131.846,1.10365
131.872,1.3621
131.899,1.71892
131.925,2.20822
131.951,2.85354
131.976,3.6863
132.001,4.7666
132.029,6.33792
132.059,8.4492
132.089,11.1612
132.126,15.3208
132.175,22.1098
132.292,40.0965
132.346,45.9878
132.396,48.1205
132.4,48.1312
132.45,46.2532
132.5,41.0945
132.586,28.1739
132.653,17.9581
132.694,12.9319
132.731,9.32389
132.762,6.90014
132.79,5.2017
132.818,3.89702
132.844,2.99363
132.871,2.29588
132.897,1.77947
132.923,1.40171
132.948,1.1442
132.976,0.928674
133.004,0.775473
133.038,0.647148
133.078,0.546184
133.123,0.468771
133.175,0.407074
133.246,0.350523
133.351,0.294221
133.487,0.247936
133.625,0.217081
133.79,0.192185
134.019,0.170001
134.307,0.15285
134.769,0.138072
135.341,0.130654
135.532,0.130003
136.192,0.133514
136.688,0.142951
137.112,0.158839
137.5,0.184265
137.759,0.211456
138.007,0.2512
138.214,0.302131
138.384,0.364634
138.514,0.433419
138.622,0.513322
138.721,0.616258
138.816,0.755744
138.883,0.898035
138.945,1.08602
138.988,1.27469
139.031,1.54857
139.064,1.84654
139.096,2.27088
139.124,2.7966
139.153,3.53055
139.177,4.38752
139.201,5.52415
139.225,7.02055
139.252,9.21952
139.279,12.1233
139.306,15.8874
139.333,20.6653
139.365,27.8583
139.402,38.2606
139.448,54.6123
139.595,116.715
139.648,131.808
139.7,137.091
139.747,132.554
139.797,119.204
139.873,88.4396
139.955,53.4606
139.997,38.626
140.031,28.8555
140.064,21.1919
140.094,15.8874
140.121,12.1305
140.148,9.16716
140.175,6.98498
140.202,5.35771
140.229,4.1593
140.253,3.35964
140.282,2.67449
140.31,2.18294
140.343,1.77805
140.381,1.461
140.424,1.2152
140.471,1.02957
140.539,0.847344
140.622,0.694183
140.719,0.571652
140.832,0.472368
140.962,0.393575
141.107,0.33193
141.299,0.277018
141.528,0.23417
141.803,0.201601
142.081,0.180817
142.367,0.167208
142.747,0.156658
143.317,0.151217
143.507,0.15119
144.231,0.158595
144.955,0.175685
145.61,0.200355
146.213,0.23612
146.73,0.280765
147.23,0.343189
147.642,0.41719
148.033,0.517415
148.35,0.633281
148.645,0.784245
148.899,0.96736
149.131,1.20213
149.321,1.4714
149.498,1.81726
149.657,2.24978
149.793,2.76381
149.92,3.43121
150.031,4.2509
150.129,5.26235
150.211,6.45204
150.276,7.78826
150.333,9.39897
150.384,11.4711
150.424,13.7609
150.462,16.8403
150.496,20.7672
150.527,25.5703
150.558,32.0923
150.588,40.7514
150.615,51.2842
150.648,67.4961
150.678,87.2776
150.712,117.288
150.75,158.744
150.791,216.545
150.839,300.673
150.977,582.738
151.033,668.364
151.089,707.013
151.1,708.045
151.151,684.631
151.203,616.634
151.287,453.225
151.37,283.872
151.418,203.595
151.458,148.557
151.496,109.451
151.528,82.9485
151.558,64.1675
151.587,50.3311
151.615,39.7346
151.644,31.7022
151.677,24.9195
151.708,20.1945
151.744,16.253
151.781,13.4459
151.826,10.9722
151.871,9.22409
151.928,7.6542
151.996,6.30886
152.076,5.18019
152.171,4.20607
152.287,3.36648
152.409,2.73319
152.552,2.20254
152.711,1.78022
152.892,1.43476
153.106,1.14716
153.323,0.937408
153.596,0.750756
153.881,0.611955
154.181,0.506573
154.535,0.416588
154.948,0.342263
155.411,0.283568
155.873,0.241887
156.51,0.202013
157.33,0.169981
158.225,0.148437
159.28,0.13563
160.253,0.131731
161.676,0.138804
162.687,0.154582
163.36,0.174243
163.81,0.197719
164.034,0.218666
164.183,0.243223
164.274,0.272064
164.338,0.310344
164.384,0.357353
164.42,0.415338
164.453,0.48925
164.488,0.603413
164.523,0.765183
164.554,0.963585
164.589,1.25697
164.625,1.64127
164.663,2.18197
164.71,3.01605
164.781,4.56316
164.875,6.72178
164.94,7.77898
164.997,8.12303
165.0,8.12404
165.052,7.86369
165.108,7.05285
165.195,5.13494
165.279,3.25557
165.33,2.32373
165.37,1.75221
165.408,1.32301
165.444,1.02918
165.479,0.81227
165.514,0.656842
165.549,0.548365
165.584,0.474337
165.62,0.423106
165.675,0.377786
165.73,0.354267
165.839,0.335902
165.956,0.332327
166.196,0.342415
166.595,0.383055
167.014,0.44958
167.458,0.552475
167.839,0.679511
168.188,0.845174
168.473,1.03602
168.738,1.28424
168.952,1.56171
169.171,1.95749
169.349,2.40952
169.512,2.98332
169.655,3.6819
169.777,4.50939
169.884,5.50372
169.976,6.66862
170.065,8.24574
170.141,10.1672
170.195,12.1016
170.245,14.5736
170.292,17.9827
170.334,22.3273
170.372,27.9058
170.408,35.1828
170.442,44.9484
170.476,58.2894
170.511,76.3067
170.545,99.6297
170.578,129.793
170.614,170.464
170.655,229.028
170.707,322.636
170.792,511.613
170.878,699.475
170.941,795.346
171.0,827.064
171.059,794.807
171.114,713.828
171.211,502.37
171.293,322.036
171.344,230.298
171.387,168.967
171.427,124.645
171.464,93.3649
171.499,70.7
171.529,55.8493
171.559,44.4719
171.594,34.779
171.627,28.0895
171.662,22.7348
171.703,18.3733
171.744,15.2737
171.787,12.883
171.838,10.8325
171.902,8.98405
171.978,7.39407
172.07,6.02645
172.177,4.88543
172.304,3.92108
172.447,3.15686
172.6,2.57042
172.778,2.07913
172.987,1.6718
173.201,1.37473
173.446,1.13113
173.749,0.920806
174.052,0.776088
174.34,0.680056
174.642,0.612676
174.945,0.575203
175.146,0.568058
175.409,0.587734
175.605,0.637342
175.721,0.691566
175.847,0.788905
175.923,0.881618
175.998,1.02403
176.061,1.21453
176.112,1.4537
176.156,1.76997
176.194,2.16348
176.232,2.72077
176.263,3.35529
176.298,4.30698
176.332,5.52852
176.37,7.31543
176.409,9.686
176.451,12.9984
176.506,18.3585
176.606,30.5482
176.693,40.3693
176.752,44.5371
176.8,45.6752
176.858,43.9885
176.921,38.937
177.036,25.1726
177.107,17.0177
177.157,12.2683
177.201,8.97423
177.24,6.74545
177.275,5.18685
177.312,3.97334
177.346,3.1095
177.381,2.4732
177.416,2.00886
177.457,1.62435
177.494,1.37276
177.539,1.16595
177.591,0.996291
177.662,0.847314
177.75,0.727257
177.859,0.631585
178.01,0.547808
178.191,0.488157
178.393,0.450599
178.675,0.426984
