94-Pu-238(n,&gamma;) ENDF/B-VII.1
178.816,0.42371
179.159,0.433471
179.502,0.466056
179.889,0.533463
180.211,0.62331
180.469,0.728038
180.742,0.888123
180.951,1.06346
181.143,1.28732
181.325,1.58892
181.482,1.95549
181.612,2.38151
181.734,2.93593
181.832,3.55498
181.923,4.35955
182.0,5.3107
182.063,6.43823
182.117,7.84699
182.161,9.46779
182.199,11.4605
182.234,14.0774
182.269,17.6047
182.3,21.8007
182.33,27.3846
182.363,35.3764
182.395,46.0284
182.428,60.0027
182.463,79.6184
182.502,107.872
182.546,148.166
182.598,209.132
182.682,328.713
182.782,471.046
182.844,529.888
182.9,547.88
182.957,528.437
183.025,461.943
183.2,211.017
183.253,148.855
183.295,109.9
183.332,82.9176
183.367,62.5776
183.398,48.5407
183.429,37.6811
183.461,29.3074
183.492,23.2515
183.522,18.691
183.557,14.8543
183.592,12.0839
183.629,9.95778
183.672,8.18156
183.727,6.65492
183.783,5.55511
183.848,4.64556
183.94,3.74545
184.038,3.06532
184.155,2.48184
184.292,1.99939
184.444,1.61912
184.618,1.31026
184.823,1.05465
185.036,0.865957
185.298,0.702252
185.583,0.578659
185.924,0.476632
186.274,0.40313
186.666,0.345808
187.137,0.301955
187.53,0.279598
188.001,0.266044
188.237,0.264227
188.759,0.27261
189.28,0.3021
189.628,0.338902
189.981,0.398916
190.234,0.463865
190.469,0.550814
190.671,0.65676
190.873,0.80886
191.042,0.992087
191.176,1.19789
191.288,1.43225
191.406,1.77541
191.508,2.20347
191.589,2.68557
191.656,3.2467
191.712,3.88972
191.764,4.69666
191.818,5.86851
191.863,7.21733
191.905,8.93439
191.953,11.491
192.0,14.9412
192.046,19.4352
192.096,25.5656
192.154,34.8282
192.242,51.8825
192.356,75.0781
192.42,84.5014
192.49,89.0565
192.5,89.124
192.568,85.6717
192.637,76.1583
192.832,37.1517
192.893,27.1934
192.943,20.5943
192.989,15.8876
193.036,12.1993
193.082,9.53694
193.127,7.56117
193.168,6.2439
193.218,5.02303
193.274,4.05571
193.33,3.3616
193.398,2.76084
193.478,2.24921
193.573,1.82768
193.673,1.50433
193.795,1.22504
193.936,0.99308
194.093,0.809492
194.273,0.659764
194.463,0.5455
194.699,0.444769
194.968,0.36409
195.282,0.298717
195.619,0.249965
196.023,0.209265
196.494,0.177175
197.032,0.153134
197.638,0.1364
198.244,0.12736
198.783,0.1248
199.388,0.128639
199.792,0.136286
200.196,0.150256
200.595,0.174178
200.892,0.202633
201.138,0.238614
201.358,0.287127
201.527,0.34264
201.682,0.415646
201.805,0.499361
201.908,0.597338
202.001,0.722608
202.078,0.876073
202.132,1.03372
202.179,1.22881
202.223,1.49982
202.259,1.82492
202.289,2.21423
202.32,2.74934
202.351,3.48615
202.382,4.49711
202.409,5.67782
202.436,7.21107
202.467,9.50361
202.498,12.5066
202.531,16.734
202.567,22.5077
202.605,30.5487
202.65,42.2228
202.707,60.7682
202.86,119.881
202.93,139.582
202.993,146.759
203.0,146.829
203.058,141.801
203.115,127.827
203.208,93.8259
203.305,56.7599
203.355,40.6809
203.398,29.7771
203.436,21.9122
203.472,16.2792
203.506,12.0941
203.537,9.19056
203.568,6.9773
203.595,5.49866
203.623,4.31387
203.654,3.35248
203.685,2.6519
203.716,2.14273
203.752,1.72041
203.789,1.41623
203.834,1.16496
203.886,0.97173
203.95,0.809043
204.025,0.679393
204.115,0.568703
204.223,0.473939
204.362,0.388523
204.532,0.317355
204.73,0.261462
204.949,0.219789
205.211,0.18622
205.545,0.158615
205.891,0.140437
206.351,0.125758
207.041,0.114831
207.624,0.111889
208.583,0.115118
209.542,0.126617
210.501,0.147848
211.244,0.17476
211.832,0.206349
212.335,0.245263
212.811,0.29863
213.202,0.362833
213.524,0.438279
213.818,0.537135
214.07,0.659803
214.266,0.794918
214.457,0.981751
214.62,1.21154
214.76,1.49463
214.872,1.8165
214.97,2.21617
215.051,2.69718
215.114,3.23354
215.172,3.95967
215.219,4.80874
215.263,5.97102
215.301,7.35289
215.338,9.26411
215.371,11.528
215.407,14.9158
215.441,19.0841
215.478,25.1964
215.515,33.2157
215.555,44.3597
215.601,60.6718
215.655,85.2226
215.727,125.571
215.858,205.202
215.925,234.368
215.991,246.441
216.0,246.614
216.063,237.588
216.134,208.886
216.269,128.257
216.343,86.1047
216.394,62.9482
216.441,45.7401
216.48,34.4493
216.516,26.5058
216.552,20.356
216.587,15.6591
216.62,12.4318
216.653,9.98406
216.69,7.91627
216.73,6.34515
216.772,5.17337
216.821,4.23103
216.877,3.50498
216.943,2.92736
217.016,2.4922
217.121,2.07302
217.247,1.74467
217.361,1.54404
217.501,1.37788
217.641,1.27096
217.828,1.19198
218.014,1.16657
218.219,1.18841
218.424,1.25864
218.68,1.42046
218.904,1.64805
219.116,1.96846
219.293,2.35177
219.46,2.86633
219.605,3.49065
219.728,4.23585
219.834,5.11606
219.923,6.11672
220.011,7.51528
220.082,9.12187
220.14,11.0349
220.193,13.5043
220.241,16.6517
220.284,20.7692
220.324,26.14
220.361,32.8075
220.398,41.8298
220.435,53.8407
220.472,69.6057
220.511,91.0228
220.55,118.31
220.597,160.206
220.65,219.352
220.729,327.622
220.856,512.507
220.925,583.265
220.991,612.188
221.0,612.636
221.066,589.685
221.134,523.611
221.257,348.109
221.34,231.489
221.394,168.317
221.442,124.762
221.485,93.1533
221.524,71.2746
221.563,54.4637
221.6,42.3002
221.637,33.1525
221.674,26.3388
221.711,21.2865
221.754,17.0839
221.801,13.7838
221.848,11.4452
221.907,9.38046
221.971,7.78557
222.045,6.48466
222.133,5.35352
222.248,4.30436
222.372,3.50082
222.513,2.83985
222.672,2.30414
222.858,1.85534
223.061,1.50256
223.296,1.20922
223.567,0.969396
223.85,0.789982
224.185,0.636945
224.556,0.516089
225.003,0.412545
225.475,0.335471
225.993,0.274807
226.558,0.226949
227.217,0.187108
227.991,0.154499
228.765,0.132831
229.497,0.11992
230.009,0.117219
230.409,0.121831
230.649,0.130825
230.809,0.142352
230.942,0.158927
231.022,0.17531
231.093,0.198913
231.147,0.22788
231.191,0.26561
231.227,0.31024
231.262,0.374252
231.298,0.466212
231.329,0.578595
231.36,0.731038
231.39,0.927253
231.42,1.18462
231.45,1.5175
231.485,2.02198
231.52,2.67544
231.56,3.63443
231.6,4.84462
231.649,6.67834
231.716,9.74146
231.858,16.8949
231.929,19.4133
231.996,20.3282
232.0,20.3312
232.06,19.6534
232.121,17.7663
232.208,13.6692
232.319,8.07035
232.374,5.74141
232.422,4.12935
232.461,3.08903
232.5,2.27377
232.534,1.72437
232.568,1.30459
232.598,1.01247
232.629,0.789373
232.656,0.635935
232.687,0.506806
232.72,0.403959
232.756,0.326295
232.791,0.271998
232.836,0.226099
232.889,0.19099
232.942,0.168373
233.027,0.145591
233.151,0.125193
233.307,0.109234
233.493,0.0968289
233.742,0.0861753
234.116,0.0764273
234.489,0.0703815
235.267,0.0634156
236.045,0.0593468
236.977,0.0571118
237.391,0.0568042
238.632,0.0586143
239.515,0.0628902
240.22,0.0687538
240.925,0.079019
241.5,0.0928123
241.911,0.107902
242.285,0.12819
242.601,0.15346
242.872,0.18497
243.106,0.224382
243.307,0.273173
243.484,0.334658
243.628,0.405691
243.751,0.490902
243.866,0.604097
243.948,0.718948
244.026,0.87564
244.088,1.05851
244.137,1.2706
244.18,1.53386
244.222,1.88729
244.257,2.31568
244.293,2.89947
244.329,3.69381
244.365,4.76743
244.4,6.15589
244.437,8.09391
244.474,10.6215
244.513,14.0509
244.556,18.884
244.606,25.8679
244.67,37.2374
244.859,76.7499
244.934,87.357
245.0,90.5291
245.064,87.4675
245.133,78.1157
245.245,55.2212
245.342,34.975
245.402,24.6321
245.451,17.9636
245.493,13.4533
245.534,10.0103
245.571,7.62698
245.608,5.80677
245.645,4.4411
245.681,3.45514
245.717,2.72708
245.753,2.19234
245.789,1.7997
245.832,1.46145
245.875,1.22246
245.924,1.02848
245.986,0.859629
246.068,0.707142
246.167,0.583364
246.274,0.489572
246.397,0.412244
246.545,0.346598
246.734,0.289365
246.96,0.244762
247.186,0.216103
247.366,0.200764
247.711,0.184182
248.056,0.179612
248.456,0.186417
248.855,0.206657
249.215,0.239777
249.495,0.279773
249.775,0.339064
250.018,0.415349
250.228,0.511164
250.394,0.618938
250.558,0.76849
250.697,0.952699
250.804,1.14954
250.904,1.40737
250.987,1.71368
251.054,2.06174
251.107,2.4493
251.161,2.99129
251.21,3.71545
251.255,4.63433
251.295,5.7528
251.335,7.2569
251.376,9.32469
251.416,11.998
251.46,15.8703
251.502,20.5707
251.548,27.2962
251.606,37.7742
251.68,54.8609
251.84,96.1545
251.923,111.382
251.993,116.448
252.0,116.494
252.064,112.915
252.133,101.844
252.24,75.7619
252.352,47.0381
252.417,33.2896
252.47,24.3868
252.518,18.1403
252.562,13.7316
252.602,10.6537
252.641,8.37137
252.681,6.59688
252.72,5.26915
252.766,4.16069
252.813,3.33722
252.866,2.68683
252.919,2.22939
252.986,1.82698
253.063,1.50438
253.146,1.25384
253.246,1.03554
253.359,0.855388
253.499,0.694643
253.652,0.56826
253.839,0.458368
254.059,0.367428
254.292,0.29934
254.558,0.243942
254.885,0.196433
255.258,0.159012
255.671,0.130424
256.111,0.109084
256.59,0.0925412
257.157,0.0788763
257.836,0.0679339
258.513,0.0611718
258.961,0.0589381
259.185,0.0587241
259.587,0.0610796
259.824,0.0660897
259.953,0.0718997
260.03,0.0781278
260.108,0.0892394
260.163,0.103076
260.211,0.122759
260.25,0.146456
260.288,0.180505
260.322,0.221948
260.356,0.277767
260.39,0.35193
260.424,0.448923
260.458,0.577586
260.5,0.775202
260.541,1.0292
260.587,1.38912
260.647,1.96467
260.736,3.02417
260.845,4.35825
260.925,5.04874
260.995,5.28317
261.0,5.28411
261.068,5.08807
261.14,4.50487
261.261,3.05402
261.353,1.96647
261.408,1.42933
261.458,1.03403
261.499,0.779137
261.54,0.580347
261.577,0.444509
261.613,0.340799
261.65,0.263193
261.686,0.206132
261.723,0.164788
261.759,0.135159
261.796,0.114058
261.842,0.0960111
261.893,0.0828519
261.96,0.0724306
262.06,0.0635957
262.194,0.0569803
262.394,0.0511945
262.661,0.0467393
262.928,0.0440468
263.729,0.0398208
265.064,0.037274
266.31,0.0367368
268.624,0.0381923
270.76,0.0418743
272.896,0.0483383
274.676,0.0569602
276.233,0.0685302
277.346,0.0805985
278.458,0.0979231
279.349,0.117898
280.194,0.145151
280.906,0.178212
281.507,0.217512
282.041,0.265787
282.566,0.331187
283.086,0.420227
283.687,0.558618
284.466,0.763742
284.986,0.85273
285.32,0.87058
285.97,0.860307
286.246,0.869585
286.602,0.926758
286.869,1.02587
287.091,1.16726
287.27,1.33951
287.448,1.59429
287.603,1.92661
287.737,2.34817
287.848,2.8674
287.931,3.4358
287.998,4.08549
288.057,4.89319
288.107,5.86852
288.154,7.15477
288.198,8.83779
288.243,11.1698
288.282,13.9343
288.322,17.7362
288.366,23.2537
288.41,30.5848
288.454,40.3333
288.5,53.1299
288.555,72.4827
288.62,101.135
288.731,161.722
288.846,223.357
288.926,252.457
289.0,261.968
289.076,251.701
289.163,219.0
289.373,104.575
289.437,75.3522
289.491,55.7296
289.54,41.6049
289.583,31.8956
289.626,24.3636
289.669,18.6427
289.712,14.3719
289.755,11.2243
289.795,9.08738
289.836,7.40249
289.884,6.0063
289.932,5.00329
289.986,4.18905
290.061,3.40423
290.135,2.8598
290.237,2.3377
290.362,1.89114
290.509,1.52961
290.679,1.23698
290.858,1.01966
291.079,0.830577
291.33,0.68159
291.581,0.576403
291.91,0.480233
292.304,0.403774
292.734,0.350395
293.242,0.312309
293.852,0.289932
294.258,0.286506
294.904,0.29786
295.55,0.332346
295.981,0.372637
296.441,0.43857
296.836,0.523661
297.201,0.64006
297.494,0.776148
297.763,0.955033
298.002,1.18386
298.206,1.46191
298.373,1.78286
298.517,2.16193
298.654,2.66806
298.762,3.21974
298.866,3.9668
298.952,4.84804
299.024,5.88223
299.093,7.29681
299.153,9.01792
299.207,11.1484
299.261,14.047
299.312,17.7766
299.365,22.8464
299.417,29.4837
299.477,39.1667
299.542,52.9691
299.621,73.4789
299.823,134.338
299.915,153.773
300.0,160.188
300.073,155.415
300.158,139.101
300.298,98.0011
300.413,64.1224
300.486,46.6153
300.55,34.4242
300.609,25.8611
300.663,19.9583
300.717,15.5226
300.772,12.2064
300.825,9.79845
300.885,7.8586
300.945,6.46105
301.014,5.29526
301.101,4.28209
301.187,3.56579
301.294,2.9229
301.424,2.37733
301.561,1.96299
301.711,1.63582
301.89,1.35255
302.093,1.12526
302.345,0.933056
302.596,0.805776
302.9,0.712956
303.194,0.676812
303.267,0.676388
303.501,0.704368
303.676,0.767581
303.817,0.865606
303.927,0.99903
304.01,1.16381
304.078,1.37987
304.134,1.639
304.188,2.01213
304.234,2.45694
304.279,3.06715
304.325,3.89626
304.371,5.00618
304.417,6.47585
304.466,8.52339
304.523,11.5264
304.585,15.6882
304.674,23.1048
304.832,37.1821
304.912,42.221
304.989,44.2775
305.0,44.309
305.077,42.6724
305.157,37.9612
305.294,25.9197
305.396,17.0882
305.465,12.2149
305.523,8.97833
305.572,6.81096
305.622,5.14183
305.666,4.01236
305.71,3.15451
305.756,2.48629
305.801,2.00357
305.847,1.64999
305.9,1.35398
305.96,1.11969
306.032,0.932586
306.114,0.78759
306.217,0.665324
306.355,0.556498
306.527,0.466704
306.733,0.395741
307.008,0.334927
307.352,0.287858
307.696,0.258325
308.15,0.234358
308.686,0.218938
309.511,0.211142
310.331,0.21633
311.151,0.232145
311.943,0.258278
312.803,0.301821
313.541,0.357341
314.237,0.432975
314.811,0.521022
315.33,0.631446
315.808,0.772722
316.217,0.939858
316.62,1.16794
316.955,1.43255
317.276,1.78714
317.538,2.19117
317.764,2.66317
317.977,3.2742
318.15,3.94445
318.325,4.87558
318.473,5.9568
318.602,7.2525
318.716,8.83392
318.815,10.6998
318.905,13.0767
318.987,16.134
319.055,19.7154
319.115,24.0432
319.17,29.3432
319.224,36.4281
319.276,45.3451
319.334,58.3945
319.391,75.6114
319.455,100.767
319.523,134.713
319.616,193.836
319.825,342.727
319.903,381.696
319.988,400.376
320.0,400.655
320.083,386.545
320.18,339.018
320.426,165.239
320.505,119.538
320.571,89.6852
320.628,69.2882
320.684,54.0687
320.739,42.4823
320.794,33.7841
320.849,27.2974
320.915,21.7018
320.983,17.5569
321.052,14.5639
321.142,11.7465
321.24,9.58915
321.355,7.80064
321.478,6.42065
321.625,5.22193
321.803,4.19452
321.994,3.40711
322.219,2.74653
322.458,2.24832
322.731,1.84273
323.018,1.54021
323.305,1.3234
323.701,1.1215
324.042,1.01475
324.452,0.958396
324.589,0.95767
324.846,0.985847
325.104,1.06556
325.297,1.17731
325.491,1.36267
325.641,1.59305
325.77,1.90111
325.857,2.21142
325.932,2.61213
325.993,3.09154
326.051,3.7563
326.101,4.60713
326.144,5.63494
326.187,7.05349
326.231,9.00639
326.273,11.588
326.314,15.0425
326.356,19.5945
326.402,26.0195
326.448,34.4473
326.501,47.0421
326.563,65.3371
326.645,96.0354
326.827,172.212
326.916,198.111
326.995,206.985
327.0,207.018
327.075,199.893
327.155,178.155
327.286,125.167
327.399,78.6731
327.461,57.5661
327.518,41.9621
327.567,31.404
327.614,23.56
327.657,17.9404
327.7,13.6518
327.741,10.5923
327.783,8.23524
327.825,6.49679
327.866,5.22177
327.914,4.17554
327.962,3.43619
328.021,2.8069
328.088,2.32047
328.172,1.91287
328.275,1.5767
328.405,1.28957
328.563,1.04944
328.735,0.867412
328.937,0.717911
329.186,0.589333
329.474,0.487433
329.828,0.401954
330.231,0.336347
330.701,0.284817
331.232,0.246308
331.895,0.216965
332.424,0.20442
332.954,0.200704
333.518,0.208179
333.893,0.222297
334.269,0.24775
334.551,0.278514
334.832,0.325528
335.067,0.384908
335.284,0.467269
335.461,0.567768
335.613,0.695013
335.721,0.826366
335.811,0.982505
335.884,1.16298
335.945,1.38576
335.996,1.64942
336.046,2.02886
336.09,2.49338
336.133,3.146
336.171,3.93179
336.209,4.98777
336.247,6.39677
336.285,8.25769
336.324,10.816
336.365,14.2248
336.41,19.145
336.458,25.8856
336.509,34.9236
336.572,49.1289
336.653,71.6812
336.827,124.512
336.913,143.164
336.993,149.933
337.0,149.975
337.081,143.957
337.162,127.416
337.301,85.8705
337.403,55.6055
337.47,39.384
337.52,29.479
337.567,22.098
337.612,16.5128
337.653,12.5941
337.694,9.5621
337.732,7.39247
337.769,5.73715
337.807,4.48884
337.845,3.55581
337.881,2.89084
337.925,2.30614
337.968,1.88868
338.019,1.5456
338.069,1.30494
338.134,1.08898
338.207,0.9224
338.297,0.775274
338.412,0.642097
338.564,0.520053
338.741,0.42162
338.922,0.350606
339.149,0.287032
339.406,0.236768
339.688,0.197646
340.063,0.161428
340.443,0.136062
340.974,0.111633
341.527,0.0944305
342.276,0.0785021
343.025,0.0674585
344.01,0.0574828
345.482,0.0476107
347.101,0.0405521
348.573,0.0362146
350.928,0.0317936
352.631,0.0300025
354.334,0.0293745
356.25,0.030469
357.394,0.0329424
358.152,0.0361587
358.657,0.0401553
359.004,0.044681
359.286,0.0505452
359.521,0.0584517
359.689,0.067619
359.793,0.0767704
359.871,0.0875227
359.937,0.101584
359.989,0.118786
360.035,0.140867
360.08,0.17288
360.12,0.211662
360.159,0.264933
360.198,0.337563
360.237,0.435537
360.276,0.565943
360.316,0.736851
360.357,0.97369
360.399,1.27747
360.446,1.71184
360.498,2.32245
360.564,3.2837
360.645,4.7501
360.82,8.23509
360.91,9.50346
360.993,9.96515
361.0,9.96799
361.075,9.63722
361.15,8.7138
361.269,6.49914
361.397,3.96007
361.468,2.7978
361.522,2.06608
361.575,1.50607
361.622,1.11919
361.664,0.855737
361.705,0.651761
361.742,0.509846
361.778,0.402587
361.815,0.320951
361.852,0.259515
361.893,0.208213
361.93,0.175725
361.972,0.148891
362.024,0.126105
362.088,0.108536
362.16,0.0966072
362.275,0.0859118
362.447,0.0778936
362.693,0.0730081
362.881,0.0718982
363.273,0.0738583
363.665,0.0800162
364.136,0.0927909
364.557,0.110508
364.908,0.132014
365.239,0.161159
365.507,0.194471
365.755,0.237324
365.974,0.290553
366.162,0.354048
366.332,0.434236
366.479,0.530144
366.604,0.644946
366.708,0.780072
366.796,0.942755
366.858,1.11087
366.921,1.35385
366.97,1.62689
367.018,2.01507
367.059,2.47095
367.102,3.12595
367.138,3.88558
367.175,4.88682
367.211,6.19772
367.252,8.13091
367.292,10.5585
367.335,14.0717
367.379,18.6169
367.426,25.0134
367.479,33.8725
367.538,46.5614
367.615,66.7251
367.826,129.642
367.919,148.496
368.0,154.122
368.078,148.81
368.156,134.032
368.281,98.1215
368.406,60.7043
368.48,42.23
368.538,30.8239
368.59,22.6192
368.638,16.7581
368.679,12.8492
368.721,9.74273
368.762,7.3754
368.799,5.79446
368.836,4.57864
368.87,3.69008
368.912,2.89146
368.954,2.31162
368.996,1.89008
369.044,1.53853
369.102,1.25317
369.163,1.04601
369.232,0.880934
369.319,0.736108
369.42,0.616274
369.546,0.508656
369.699,0.414187
369.866,0.340016
370.061,0.277501
370.291,0.224841
370.534,0.18479
370.82,0.151058
371.161,0.12255
371.532,0.100704
371.925,0.0841365
372.397,0.0699799
372.941,0.0585777
373.63,0.0487951
374.318,0.0419787
375.07,0.0368468
376.114,0.0322453
377.104,0.0297055
378.038,0.0285167
378.505,0.0283714
379.353,0.0292358
379.842,0.0309112
380.253,0.0339247
380.523,0.0377896
380.715,0.0429071
380.812,0.0473666
380.892,0.0533798
380.956,0.0610921
381.014,0.071902
381.066,0.0867153
381.113,0.106204
381.155,0.130425
381.197,0.163376
381.238,0.207671
381.28,0.266351
381.323,0.345292
381.368,0.452233
381.419,0.607434
381.475,0.828905
381.542,1.16696
381.625,1.6837
381.815,2.993
381.908,3.44672
381.992,3.61164
382.0,3.61277
382.082,3.47976
382.159,3.14006
382.284,2.32114
382.417,1.40974
382.49,0.996684
382.548,0.734983
382.6,0.547787
382.648,0.411879
382.693,0.316285
382.737,0.243078
382.781,0.188141
382.821,0.15115
382.865,0.120789
382.906,0.10034
382.954,0.0832318
383.002,0.071458
383.066,0.0612023
383.131,0.0547835
383.227,0.0490259
383.388,0.0440164
383.638,0.0403423
384.056,0.0382494
384.158,0.0381302
384.698,0.0389716
385.417,0.0428896
386.069,0.0493043
386.636,0.0578698
387.108,0.0680732
387.523,0.0808909
387.878,0.0965299
388.218,0.117754
388.502,0.142928
388.767,0.176338
388.985,0.215334
389.172,0.261921
389.335,0.317821
389.487,0.391814
389.609,0.475642
389.703,0.567114
389.787,0.687133
389.852,0.825913
389.907,0.994388
389.954,1.19967
390.0,1.48985
390.039,1.82454
390.078,2.27613
390.118,2.89832
390.156,3.6986
390.195,4.75516
390.233,6.13545
390.271,7.91625
390.314,10.4966
390.361,14.154
390.407,18.8413
390.457,25.1217
390.52,34.9606
390.601,50.9187
390.818,100.328
390.908,114.701
390.994,120.106
391.0,120.128
391.08,116.002
391.16,104.516
391.274,79.7806
391.418,46.8974
391.49,33.3124
391.552,23.824
391.603,17.6438
391.65,13.216
391.692,10.0841
391.734,7.64141
391.773,5.8926
391.811,4.59356
391.848,3.59485
391.886,2.83456
391.923,2.26017
391.964,1.79768
392.003,1.46998
392.049,1.18563
392.096,0.984229
392.151,0.818687
392.216,0.682054
392.291,0.57464
392.385,0.480978
392.497,0.4013
392.647,0.32605
392.821,0.264525
393.021,0.215087
393.239,0.176775
393.483,0.146287
393.788,0.119392
394.094,0.100498
394.507,0.0828074
394.92,0.0708412
395.416,0.0609786
395.939,0.0538507
396.724,0.047261
397.509,0.0437561
398.785,0.0423745
399.657,0.0434402
400.524,0.0460556
401.391,0.0509812
402.257,0.0589644
402.98,0.0693118
403.558,0.0814297
404.095,0.0976782
404.553,0.118183
404.928,0.14237
405.242,0.170779
405.534,0.208145
405.775,0.251382
405.982,0.302569
406.182,0.371697
406.347,0.452288
406.499,0.557068
406.622,0.681342
406.705,0.799425
406.788,0.970339
406.848,1.15361
406.9,1.37649
406.951,1.69391
406.994,2.06511
407.037,2.57478
407.081,3.29168
407.124,4.23435
407.166,5.50693
407.208,7.20609
407.25,9.44417
407.292,12.3461
407.339,16.4706
407.39,22.3951
407.442,29.9239
407.504,41.2388
407.584,59.4672
407.81,119.583
407.906,137.773
407.993,144.136
408.0,144.167
408.088,138.433
408.176,122.65
408.32,85.0681
408.434,54.9413
408.51,38.4788
408.566,28.5399
408.622,20.7717
408.672,15.4704
408.718,11.58
408.759,8.90358
408.801,6.83518
408.84,5.31714
408.882,4.11802
408.923,3.2249
408.964,2.5644
409.006,2.07759
409.047,1.71846
409.099,1.39662
409.159,1.1402
409.219,0.964303
409.305,0.794045
409.395,0.673482
409.515,0.559581
409.66,0.46377
409.832,0.383562
410.049,0.313907
410.259,0.267028
410.535,0.224455
410.865,0.190954
411.262,0.166047
411.789,0.148339
412.317,0.141591
412.493,0.141148
413.074,0.145203
413.655,0.157612
414.236,0.17989
414.744,0.210347
415.209,0.251486
415.601,0.301565
415.95,0.364525
416.255,0.441749
416.516,0.533432
416.778,0.66207
416.996,0.813969
417.192,1.0069
417.344,1.21571
417.497,1.50855
417.62,1.84914
417.711,2.20197
417.802,2.707
417.867,3.22809
417.932,3.9637
417.991,4.89243
418.041,6.0156
418.092,7.54415
418.141,9.53553
418.19,12.194
418.239,15.7033
418.292,20.6521
418.349,27.628
418.406,36.7257
418.467,48.8675
418.547,68.6268
418.689,111.646
418.814,148.505
418.904,167.096
418.996,174.38
419.0,174.394
419.093,167.454
419.198,145.353
419.453,68.5608
419.532,49.1558
419.597,36.2029
419.657,26.9311
419.709,20.5907
419.761,15.6962
419.813,11.9962
419.866,9.24652
419.918,7.22796
419.966,5.86175
420.017,4.78683
420.075,3.89705
420.133,3.25767
420.198,2.73774
420.289,2.235
420.398,1.82729
420.529,1.49302
420.681,1.22327
420.859,1.00469
421.041,0.847591
421.259,0.714753
421.509,0.61062
421.785,0.535545
422.13,0.481247
422.544,0.458422
422.573,0.45834
422.882,0.469731
423.19,0.505888
423.489,0.571522
423.768,0.67279
424.0,0.803537
424.192,0.962442
424.349,1.14737
424.48,1.36182
424.599,1.636
424.701,1.97343
424.782,2.36572
424.853,2.86444
424.913,3.46413
424.971,4.29897
425.022,5.32812
425.073,6.75449
425.122,8.66218
425.169,11.0826
425.215,14.2831
425.262,18.4566
425.311,24.187
425.364,31.9742
425.425,43.6135
425.491,59.6076
425.577,85.3688
425.8,162.489
425.893,185.905
425.984,195.995
426.0,196.22
426.091,188.673
426.188,165.84
426.456,74.9191
426.532,53.5277
426.599,38.7933
426.658,28.5111
426.709,21.6261
426.756,16.7431
426.802,12.9585
426.849,10.0707
426.898,7.7786
426.942,6.27012
426.992,4.96716
427.043,4.0255
427.101,3.25846
427.168,2.64779
427.238,2.20636
427.325,1.8227
427.418,1.53406
427.534,1.27398
427.674,1.04926
427.854,0.843262
428.058,0.680039
428.267,0.559708
428.511,0.45792
428.79,0.37421
429.116,0.304459
429.487,0.247857
429.883,0.2047
430.371,0.166673
430.929,0.136235
431.58,0.11143
432.294,0.0924667
433.072,0.0778881
434.161,0.064088
435.177,0.0554159
436.551,0.0478319
438.062,0.0430184
439.745,0.0408046
440.191,0.0407421
441.306,0.0416381
442.422,0.0445081
443.426,0.0499342
444.179,0.0574065
444.709,0.0660858
445.127,0.0766729
445.476,0.0899519
445.755,0.105591
446.006,0.126167
446.215,0.151314
446.382,0.180369
446.522,0.215018
446.633,0.254705
446.724,0.30084
446.808,0.362872
446.881,0.443229
446.944,0.54348
447.003,0.678751
447.059,0.858225
447.108,1.07241
447.156,1.357
447.205,1.73118
447.258,2.26378
447.312,2.96595
447.366,3.85942
447.434,5.30648
447.509,7.31868
447.621,10.985
447.785,16.7448
447.883,19.2992
447.978,20.4543
448.0,20.4984
448.092,19.7426
448.178,17.8104
448.312,13.3813
448.46,8.2502
448.544,5.85553
448.607,4.40739
448.67,3.24788
448.725,2.46801
448.781,1.86275
448.831,1.44968
448.881,1.13685
448.927,0.919748
448.98,0.735269
449.032,0.600422
449.093,0.487866
449.154,0.408531
449.232,0.33801
449.318,0.285917
449.415,0.244662
449.537,0.208697
449.687,0.178032
449.897,0.149343
450.148,0.127209
450.44,0.110922
450.789,0.0991607
451.207,0.0913424
451.681,0.087385
452.016,0.0866523
452.727,0.089038
453.439,0.0958027
454.167,0.107182
454.928,0.124886
455.689,0.151112
456.338,0.183928
456.891,0.224175
457.377,0.274789
457.772,0.332945
458.15,0.411879
458.466,0.506548
458.742,0.624876
458.98,0.769761
459.183,0.946791
459.352,1.15632
459.487,1.39253
459.6,1.67077
459.696,2.01233
459.781,2.45977
459.849,2.98911
459.908,3.655
459.959,4.45118
460.008,5.50868
460.057,6.949
460.107,8.90249
460.153,11.3568
460.204,14.8988
460.255,19.5605
460.306,25.5747
460.362,34.1091
460.425,46.2571
460.501,64.546
460.605,95.5121
460.797,157.051
460.901,180.297
460.997,188.288
461.0,188.297
461.09,181.617
461.19,160.689
461.349,110.701
461.477,70.6636
461.558,50.1135
461.626,36.2299
461.683,27.3071
461.739,20.3739
461.789,15.7108
461.838,12.1347
461.887,9.43858
461.937,7.43423
461.986,5.95985
462.038,4.83048
462.095,3.96671
462.151,3.36143
462.219,2.86212
462.309,2.43459
462.413,2.13527
462.53,1.93262
462.705,1.78123
462.821,1.74978
462.971,1.77613
463.121,1.87662
463.309,2.12555
463.469,2.49218
463.587,2.91455
463.682,3.41126
463.765,4.04245
463.832,4.77197
463.895,5.73678
463.958,7.10614
464.013,8.78423
464.071,11.1851
464.124,14.2372
464.177,18.3195
464.23,23.7012
464.286,31.0777
464.346,41.2779
464.415,56.2623
464.493,77.8141
464.608,117.137
