92-U-236(n,&gamma;) ENDF/B-VII.1
29.5734,10.5884
29.5844,13.4336
29.5969,17.7011
29.6094,23.3061
29.6232,31.3454
29.637,41.6845
29.6533,57.2381
29.6721,79.8901
29.6977,117.906
29.7458,196.093
29.7734,228.25
29.7976,239.328
29.7998,239.406
29.8221,231.352
29.8451,207.865
29.8822,150.57
29.9185,92.626
29.9398,64.7423
29.9567,47.1152
29.9717,34.7863
29.9855,25.9919
29.9984,19.6624
30.0109,14.936
30.0235,11.3706
30.0344,9.00979
30.0463,7.07274
30.0576,5.70174
30.0708,4.5273
30.0839,3.68451
30.099,3.00165
30.1159,2.4694
30.136,2.03857
30.161,1.67535
30.1874,1.41054
30.225,1.1451
30.2689,0.930716
30.3165,0.766485
30.3691,0.636404
30.4356,0.520503
30.5045,0.436065
30.5873,0.364734
30.6926,0.303186
30.8179,0.255707
30.9433,0.225105
31.1003,0.201344
31.2702,0.18721
31.4969,0.180834
31.7503,0.186892
32.0038,0.203347
32.2393,0.232194
32.439,0.270106
32.6054,0.315792
32.7686,0.379986
32.9166,0.463875
33.0434,0.566838
33.1543,0.694505
33.2494,0.848081
33.3392,1.05206
33.4132,1.28777
33.4819,1.59391
33.5373,1.93721
33.5928,2.41705
33.639,2.9844
33.6787,3.67338
33.709,4.41988
33.7355,5.34614
33.7566,6.41862
33.7751,7.77514
33.7909,9.44121
33.8048,11.4797
33.8187,14.3059
33.8306,17.5984
33.8424,21.9707
33.8547,27.9348
33.8679,36.5516
33.8811,48.0412
33.8943,63.1134
33.9085,84.1669
33.923,111.826
33.9389,149.975
33.9574,205.699
33.9827,300.692
34.0451,566.801
34.0725,648.88
34.0983,678.433
34.0999,678.519
34.1243,654.352
34.1497,584.248
34.1914,411.187
34.2257,265.838
34.2479,187.927
34.2648,139.96
34.281,103.489
34.2955,77.7262
34.3087,59.43
34.3212,45.8838
34.3344,34.9562
34.3477,26.7675
34.3609,20.7077
34.3741,16.2625
34.3879,12.8788
34.4018,10.443
34.4177,8.4655
34.4335,7.06815
34.4543,5.79188
34.4751,4.90307
34.5048,4.01463
34.5359,3.35936
34.5755,2.754
34.6217,2.24647
34.6759,1.82045
34.7393,1.46613
34.8027,1.21086
34.8859,0.970626
34.9797,0.781058
35.0827,0.634537
35.2029,0.514666
35.3323,0.423961
35.4895,0.347168
35.6591,0.289887
35.8584,0.243866
36.0578,0.211774
36.315,0.183861
36.7058,0.159064
37.1552,0.145177
37.6241,0.14095
38.15,0.145226
38.7825,0.161479
39.3156,0.185762
39.7421,0.214548
40.0619,0.243602
40.4884,0.295707
40.8616,0.362566
41.1815,0.443817
41.4718,0.547552
41.7427,0.683128
41.9658,0.841448
42.155,1.02613
42.3262,1.25436
42.4901,1.55588
42.6379,1.93563
42.764,2.38672
42.8847,2.98901
42.9856,3.69128
43.0739,4.53829
43.1591,5.67621
43.2352,7.11704
43.301,8.87997
43.355,10.9052
43.4055,13.5563
43.4487,16.8122
43.4794,20.0735
43.5064,24.1089
43.5307,29.3397
43.5519,35.9683
43.5699,44.0386
43.5857,53.8372
43.6014,67.2709
43.6172,85.7201
43.6325,110.119
43.6469,140.704
43.6613,180.65
43.6776,239.451
43.6929,311.224
43.7091,407.307
43.7273,542.714
43.7507,762.468
43.7817,1125.38
43.848,1982.92
43.8797,2265.19
43.9084,2360.65
43.9097,2360.83
43.9374,2279.58
43.9677,2025.18
44.0156,1420.54
44.0563,902.243
44.0823,632.575
44.1033,458.981
44.1212,343.514
44.1374,261.149
44.1533,198.601
44.1677,154.683
44.1821,120.847
44.1965,95.0929
44.2118,74.6291
44.2276,59.1774
44.2433,47.9088
44.2614,38.6611
44.2812,31.5299
44.3028,26.0971
44.3298,21.4029
44.3632,17.4507
44.401,14.3268
44.4452,11.7222
44.4938,9.63696
44.5569,7.694
44.6235,6.22941
44.6992,5.03042
44.7893,4.01156
44.8902,3.20369
45.0055,2.54987
45.1317,2.04137
45.2758,1.62801
45.4326,1.30807
45.611,1.04749
45.8002,0.848999
46.0164,0.684803
46.2711,0.547194
46.5443,0.443365
46.8295,0.363326
47.1745,0.293233
47.577,0.235454
48.0369,0.189183
48.4969,0.156447
49.0718,0.127389
49.8385,0.101502
50.6051,0.0842362
51.3717,0.072336
52.2916,0.0624347
53.5182,0.0543079
54.7448,0.0497639
56.3943,0.0474506
56.8173,0.0473528
58.5092,0.0493575
59.7782,0.0533956
61.0471,0.060049
62.1046,0.0691824
62.8981,0.0793619
63.2958,0.0881552
63.5344,0.0973857
63.6935,0.10903
63.768,0.119245
63.8178,0.13158
63.855,0.148631
63.8799,0.167812
63.901,0.192644
63.9228,0.230854
63.9402,0.274706
63.9597,0.343643
63.9771,0.427952
63.9945,0.540123
64.0141,0.707864
64.034,0.933043
64.0539,1.22307
64.0762,1.63624
64.1036,2.27214
64.1411,3.3549
64.2105,5.55334
64.2502,6.47135
64.2855,6.80501
64.2899,6.8091
64.3238,6.55889
64.3626,5.73817
64.4615,2.67804
64.4913,1.91314
64.5143,1.43777
64.5361,1.08024
64.5547,0.83947
64.5733,0.651793
64.592,0.508941
64.61,0.405612
64.6277,0.330457
64.6484,0.268005
64.669,0.225419
64.6926,0.193458
64.7163,0.173175
64.7399,0.160197
64.7871,0.145977
64.8691,0.135898
65.0257,0.130295
65.0456,0.130101
65.2842,0.131817
65.8019,0.147276
66.3601,0.174194
66.87,0.208807
67.3316,0.252107
67.7933,0.312596
68.1468,0.376052
68.5155,0.46907
68.8224,0.578194
69.1086,0.720554
69.3642,0.900377
69.5788,1.11158
69.7731,1.37761
69.952,1.72047
70.0976,2.10668
70.2407,2.63356
70.366,3.28256
70.4733,4.05817
70.5653,4.97334
70.6522,6.16857
70.7238,7.52902
70.7851,9.11732
70.8464,11.3286
70.8931,13.6986
70.9365,16.8497
70.9691,20.2624
70.9972,24.4478
71.0218,29.6248
71.0464,36.9899
71.0675,45.8739
71.0867,56.8573
71.1071,72.7202
71.1275,94.2627
71.148,123.192
71.1691,162.815
71.1902,214.618
71.2132,287.581
71.2369,383.366
71.2676,539.407
71.3044,770.881
71.3872,1347.68
71.4291,1554.98
71.4671,1627.79
71.4696,1628.1
71.5048,1573.53
71.5436,1399.53
71.6049,985.238
71.6581,622.537
71.6888,450.569
71.7159,328.605
71.7397,244.126
71.7615,184.341
71.7818,141.066
71.8022,107.778
71.8227,82.7819
71.8431,64.2613
71.8616,51.7621
71.8808,42.0647
71.9032,33.8018
71.9255,27.866
71.9479,23.5292
71.976,19.584
72.0067,16.5051
72.045,13.7429
72.0936,11.2589
72.1549,9.0525
72.2265,7.24757
72.298,5.95021
72.3875,4.77652
72.482,3.8838
72.5894,3.14834
72.7171,2.52029
72.8603,2.02051
73.0238,1.61488
73.2027,1.2987
73.4072,1.04143
73.6116,0.856036
73.8621,0.691349
74.1279,0.566039
74.455,0.456019
74.7799,0.378554
75.2017,0.30718
75.6234,0.257813
76.2259,0.21046
76.8284,0.180033
77.5513,0.15779
78.2743,0.146602
78.7888,0.143668
79.4725,0.146209
80.1561,0.155171
80.8398,0.173395
81.3867,0.196533
81.9337,0.230921
82.4586,0.278408
82.9177,0.340529
83.262,0.406477
83.6274,0.504895
83.9464,0.628339
84.2248,0.78182
84.4684,0.972142
84.6714,1.19367
84.8454,1.45312
85.0078,1.78347
85.1586,2.20808
85.2978,2.75735
85.4094,3.36709
85.5109,4.12342
85.6088,5.13601
85.6958,6.40708
85.7647,7.80934
85.8278,9.59075
85.8778,11.5589
85.9213,13.9526
85.9604,17.0524
85.9909,20.5182
86.0177,24.8079
86.0431,30.4889
86.0648,37.1761
86.0866,46.2021
86.1084,58.3838
86.1304,74.99
86.1526,97.3162
86.1748,126.742
86.1985,167.964
86.2229,222.523
86.2513,304.202
86.2838,422.993
86.3244,607.077
86.4207,1096.02
86.4671,1259.95
86.5075,1313.41
86.5098,1313.57
86.5483,1269.68
86.5935,1119.22
86.6695,738.596
86.7217,483.364
86.7559,346.882
86.7838,257.924
86.8107,190.171
86.8342,144.441
86.8577,109.265
86.8786,85.3471
86.9015,65.4911
86.9218,52.3004
86.945,41.0862
86.9682,32.9391
86.9921,26.844
87.0175,22.1702
87.0465,18.3497
87.0827,15.0213
87.1248,12.3594
87.177,10.0652
87.2393,8.14953
87.3104,6.60236
87.3916,5.33754
87.4786,4.35722
87.5801,3.52654
87.6932,2.85727
87.815,2.33236
87.9484,1.91016
88.1108,1.53698
88.3022,1.22394
88.5052,0.986971
88.7372,0.792936
88.9808,0.646185
89.265,0.522023
89.5724,0.425209
89.9436,0.341195
90.3587,0.274862
90.8176,0.223577
91.3052,0.183494
91.9075,0.148257
92.5959,0.120359
93.2842,0.100635
94.03,0.0856371
94.9478,0.0722103
95.8656,0.0629511
97.0129,0.0554819
98.0782,0.0515944
98.6846,0.0507565
99.291,0.0515792
99.8974,0.0550542
100.293,0.060093
100.622,0.0678627
100.819,0.0755628
101.002,0.0864385
101.156,0.100313
101.283,0.117576
101.391,0.138908
101.483,0.16564
101.559,0.19832
101.615,0.233422
101.656,0.27038
101.692,0.317694
101.723,0.378207
101.748,0.452307
101.772,0.554189
101.792,0.666414
101.811,0.817924
101.83,1.02238
101.849,1.29721
101.868,1.66405
101.887,2.14914
101.907,2.78329
101.927,3.66371
101.947,4.80061
101.97,6.44724
101.995,8.74589
102.022,11.9009
102.054,16.6447
102.092,23.7067
102.204,47.7371
102.25,54.9696
102.294,57.8089
102.3,57.8427
102.341,55.8325
102.382,50.2602
102.445,37.2499
102.514,22.3861
102.552,15.5815
102.582,11.31
102.609,8.28679
102.634,6.09578
102.657,4.53295
102.677,3.47246
102.697,2.64995
102.716,2.04791
102.736,1.58801
102.755,1.24052
102.774,0.980307
102.793,0.786679
102.812,0.643093
102.831,0.536597
102.857,0.435493
102.882,0.366029
102.913,0.308924
102.954,0.258711
102.995,0.224728
103.056,0.189384
103.133,0.159121
103.225,0.13404
103.342,0.112274
103.47,0.0963004
103.649,0.0815988
103.808,0.0729208
104.047,0.0643441
104.286,0.058902
104.764,0.0526301
105.224,0.0496946
106.124,0.0478383
107.359,0.0494651
108.902,0.0553453
110.317,0.065033
111.448,0.0766884
112.58,0.0932368
113.429,0.111322
114.277,0.136955
114.985,0.166981
115.692,0.209403
116.231,0.255103
116.771,0.319624
117.183,0.38858
117.596,0.484214
117.967,0.60588
118.262,0.740901
118.557,0.928837
118.793,1.13805
119.004,1.39432
119.206,1.73528
119.389,2.16974
119.541,2.67136
119.673,3.2752
119.791,4.01138
119.902,4.96657
119.998,6.11983
120.08,7.48973
120.15,9.08809
120.213,11.1175
120.265,13.5247
120.31,16.4175
120.348,19.9571
120.381,24.4126
120.411,29.8325
120.439,36.9916
120.468,46.7826
120.496,60.1345
120.523,76.9567
120.55,99.6091
120.58,132.354
120.612,177.561
120.646,239.055
120.687,334.542
120.744,499.51
120.847,815.914
120.896,920.604
120.946,963.525
120.95,963.704
120.997,929.854
121.046,832.072
121.129,584.016
121.197,376.461
121.241,267.308
121.274,200.13
121.307,148.501
121.338,111.784
121.363,88.0612
121.391,67.9405
121.417,53.4476
121.444,42.5489
121.47,34.3995
121.502,27.3352
121.536,22.0215
121.574,17.8585
121.616,14.6564
121.666,11.9981
121.729,9.71365
121.805,7.82478
121.894,6.29272
121.995,5.06819
122.109,4.10075
122.241,3.31116
122.374,2.75304
122.526,2.2991
122.703,1.93423
122.871,1.70052
123.04,1.54952
123.25,1.45805
123.335,1.45054
123.516,1.49683
123.69,1.64635
123.829,1.88313
123.934,2.17415
124.029,2.57947
124.107,3.10045
124.163,3.65529
124.206,4.30478
124.24,5.06312
124.27,5.99659
124.3,7.34186
124.324,8.93178
124.347,10.9816
124.371,13.9066
124.396,17.9176
124.42,23.3709
124.444,30.6969
124.468,40.2819
124.492,53.0149
124.519,71.3728
124.549,97.3271
124.577,129.023
124.614,180.178
124.663,263.92
124.773,474.739
124.826,548.256
124.875,574.911
124.88,575.105
124.925,555.729
124.978,489.617
125.061,332.132
125.125,212.668
125.164,153.173
125.198,111.023
125.227,82.0884
125.254,61.3201
125.28,46.0869
125.304,35.2292
125.327,26.903
125.351,20.6137
125.373,16.1769
125.395,12.8364
125.418,10.3362
125.44,8.46975
125.466,6.84
125.493,5.67983
125.525,4.68566
125.56,3.95599
125.609,3.24995
125.668,2.68471
125.737,2.22737
125.82,1.83722
125.909,1.53464
126.027,1.24551
126.165,1.00977
126.315,0.829287
126.48,0.686449
126.681,0.562692
126.93,0.45583
127.214,0.371151
127.517,0.307395
127.882,0.253503
128.344,0.205047
128.82,0.170026
129.375,0.141043
129.931,0.120296
130.565,0.1034
131.42,0.0889551
131.942,0.0846602
132.185,0.0841388
132.644,0.0873262
132.949,0.0943585
133.178,0.104902
133.369,0.12052
133.501,0.137839
133.618,0.161228
133.711,0.189597
133.781,0.221651
133.84,0.263295
133.881,0.309258
133.916,0.36979
133.945,0.44557
133.968,0.531885
133.991,0.647458
134.013,0.806277
134.036,1.02405
134.059,1.32087
134.082,1.72181
134.104,2.25723
134.126,2.93988
134.149,3.84926
134.172,5.01151
134.198,6.70706
134.226,9.09744
134.258,12.4884
134.294,17.2656
134.34,24.9799
134.458,47.1914
134.514,54.8409
134.564,57.6187
134.57,57.6453
134.617,55.6478
134.663,50.1038
134.736,37.0963
134.813,22.5322
134.857,15.7435
134.892,11.3513
134.921,8.43848
134.947,6.35552
134.973,4.72316
134.997,3.59619
135.02,2.72372
135.044,2.05931
135.063,1.63414
135.082,1.30272
135.102,1.04647
135.125,0.816233
135.149,0.649542
135.172,0.529185
135.198,0.434021
135.224,0.366942
135.255,0.310886
135.291,0.266526
135.338,0.22845
135.4,0.194876
135.478,0.166601
135.587,0.140087
135.712,0.12021
135.867,0.104377
136.023,0.0947052
136.189,0.0889933
136.356,0.087194
136.547,0.0901447
136.674,0.096063
136.801,0.107019
136.898,0.121131
136.964,0.13628
137.014,0.153537
137.055,0.175483
137.088,0.202037
137.121,0.242326
137.15,0.29503
137.175,0.363122
137.198,0.448929
137.221,0.566709
137.244,0.727336
137.267,0.944325
137.289,1.23406
137.311,1.59176
137.333,2.06486
137.359,2.7632
137.384,3.66138
137.414,5.01441
137.445,6.76842
137.483,9.521
137.532,13.9644
137.65,25.8527
137.705,29.7727
137.756,31.1936
137.76,31.2007
137.811,29.9506
137.862,26.5185
137.948,17.9469
138.014,11.4363
138.054,8.1882
138.088,5.97862
138.119,4.38919
138.147,3.24781
138.171,2.47521
138.194,1.89924
138.217,1.4506
138.239,1.10652
138.262,0.846403
138.285,0.6522
138.307,0.515595
138.33,0.408613
138.35,0.338077
138.376,0.273723
138.401,0.228285
138.431,0.190536
138.467,0.161156
138.513,0.136678
138.574,0.115911
138.65,0.0989109
138.747,0.0842722
138.874,0.0712359
139.001,0.0622573
139.163,0.0542514
139.404,0.046387
139.704,0.0401657
140.155,0.0343763
140.604,0.0306705
141.501,0.0261149
142.578,0.0227507
144.014,0.0198845
145.81,0.0174783
147.964,0.0155443
150.836,0.0140196
154.267,0.0133334
156.268,0.0136399
157.698,0.0143756
158.842,0.0154239
159.795,0.0171167
160.557,0.0194503
161.129,0.0221758
161.629,0.0260352
162.046,0.0309755
162.344,0.0362982
162.606,0.043045
162.856,0.0524015
163.061,0.0634919
163.24,0.0775496
163.394,0.0948973
163.533,0.117498
163.638,0.14173
163.74,0.174657
163.821,0.212911
163.875,0.249525
163.922,0.295601
163.961,0.351844
163.994,0.421323
164.023,0.506385
164.051,0.627074
164.075,0.766676
164.098,0.949309
164.122,1.21063
164.146,1.56484
164.17,2.04122
164.195,2.67532
164.219,3.50927
164.243,4.59116
164.27,6.14883
164.297,8.15514
164.328,11.0429
164.359,14.8704
164.397,20.6108
164.443,29.3095
164.519,46.7813
164.599,65.527
164.662,75.8979
164.717,79.3278
164.72,79.3372
164.774,76.332
164.828,68.0379
164.914,48.3492
164.994,29.8247
165.039,21.2746
165.076,15.4561
165.11,11.3318
165.14,8.3866
165.169,6.19991
165.196,4.63354
165.22,3.57101
165.243,2.74481
165.268,2.07935
165.293,1.59412
165.317,1.23276
165.341,0.965825
165.365,0.769663
165.393,0.610727
165.42,0.498217
165.45,0.410348
165.487,0.338435
165.529,0.282468
165.584,0.234837
165.652,0.195371
165.733,0.162348
165.822,0.136105
165.93,0.112928
166.059,0.0929925
166.202,0.0773773
166.369,0.0642895
166.564,0.0535356
166.767,0.0455552
167.059,0.0376647
167.41,0.0315485
167.761,0.0274167
168.228,0.0238014
168.695,0.0215184
169.397,0.0193929
170.518,0.0177208
171.547,0.0171488
172.201,0.0170681
173.884,0.0175667
176.127,0.0193587
178.371,0.0223754
180.359,0.0266687
181.95,0.0315306
183.342,0.0377213
184.535,0.0452201
185.729,0.0560327
186.524,0.0661406
187.319,0.0799238
188.115,0.0989042
188.711,0.119259
189.308,0.147794
189.805,0.181473
190.253,0.224271
190.625,0.273896
190.953,0.334188
191.247,0.411654
191.488,0.502619
191.689,0.611582
191.853,0.741163
191.954,0.857082
192.034,0.996989
192.094,1.16738
192.135,1.34538
192.174,1.60986
192.206,1.93064
192.239,2.39256
192.268,2.97908
192.297,3.78714
192.326,4.88894
192.355,6.37104
192.383,8.25098
192.413,10.886
192.443,14.2786
192.478,19.2391
192.516,26.1549
192.558,35.8134
192.616,52.3951
192.766,101.174
192.83,115.416
192.89,120.16
192.946,116.188
193.005,104.052
193.098,75.0665
193.184,47.5892
193.235,34.4331
193.279,25.2628
193.317,19.2251
193.351,15.1086
193.382,12.3694
193.412,10.3735
193.442,9.00321
193.472,8.175
193.5,7.76586
193.519,7.68097
193.547,7.80538
193.579,8.31762
193.613,9.28588
193.652,11.091
193.687,13.5135
193.719,16.6186
193.751,20.8558
193.783,26.5694
193.815,34.1733
193.847,44.1414
193.882,58.6074
193.917,77.3087
193.96,105.929
194.007,146.898
194.069,213.836
194.21,387.502
194.282,450.805
194.344,472.472
194.35,472.66
194.412,454.401
194.48,397.457
194.658,181.973
194.713,127.556
194.756,94.1066
194.796,69.318
194.833,51.9104
194.866,39.8257
194.898,30.7585
194.93,23.7931
194.962,18.5852
194.995,14.7253
195.029,11.7253
195.065,9.49513
195.105,7.686
195.151,6.27394
195.198,5.26192
195.259,4.33556
195.332,3.56364
195.411,2.96615
195.502,2.46076
195.611,2.01694
195.749,1.61661
195.891,1.32139
196.07,1.05583
196.265,0.851024
196.471,0.694879
196.727,0.557319
196.999,0.453473
197.315,0.367481
197.684,0.297308
198.066,0.246212
198.548,0.201179
199.012,0.171089
199.606,0.144801
200.319,0.124378
200.795,0.11544
201.601,0.106629
202.502,0.102827
203.461,0.105964
204.54,0.11717
205.405,0.134027
206.242,0.159723
206.903,0.189936
207.565,0.233541
208.105,0.284833
208.578,0.347764
209.023,0.430868
209.401,0.529527
209.752,0.657802
210.036,0.800945
210.326,1.00452
210.563,1.23591
210.774,1.5197
210.976,1.89897
211.138,2.31965
211.297,2.89031
211.43,3.55972
211.54,4.314
211.638,5.22865
211.729,6.40629
211.805,7.78381
211.864,9.26907
211.923,11.3537
211.976,14.0609
212.022,17.4121
212.065,21.7464
212.103,27.0129
212.14,34.0836
212.177,43.3219
212.218,56.711
212.259,74.3763
212.302,98.8493
212.349,133.156
212.406,185.857
212.488,278.403
212.604,416.111
212.677,477.721
212.744,500.112
212.75,500.25
212.814,482.67
212.885,426.643
213.013,276.268
213.091,188.294
213.146,137.393
213.196,100.47
213.236,77.0305
213.277,58.7652
213.314,45.682
213.355,35.114
213.395,27.3369
213.432,22.1501
213.474,17.6976
213.517,14.4817
213.566,11.8418
213.614,9.93909
213.682,8.06444
213.763,6.51763
213.847,5.37868
213.948,4.39043
214.066,3.56045
214.202,2.87894
214.364,2.29693
214.546,1.83451
214.728,1.50085
214.944,1.21229
215.18,0.983473
215.451,0.794015
215.775,0.631726
216.099,0.515119
216.463,0.41941
216.889,0.338392
217.341,0.275783
217.881,0.221808
218.475,0.17941
219.123,0.145949
219.879,0.118006
220.743,0.0952721
221.705,0.0776005
222.763,0.0638108
223.821,0.0542419
224.88,0.0478952
225.762,0.0450656
226.114,0.0446318
226.802,0.0459448
227.26,0.0495546
227.604,0.0551519
227.89,0.0633428
228.116,0.0741259
228.284,0.0868492
228.419,0.10213
228.522,0.119066
228.609,0.140559
228.671,0.163493
228.723,0.193723
228.767,0.232781
228.803,0.281575
228.834,0.339822
228.864,0.4214
228.891,0.522614
228.919,0.659601
228.946,0.844027
228.971,1.06283
228.999,1.39357
229.027,1.83094
229.056,2.40163
229.084,3.13556
229.116,4.19014
229.149,5.63253
229.186,7.6617
229.225,10.3627
229.274,14.5606
229.339,21.5048
229.484,39.1138
229.557,45.4224
229.622,47.7551
229.63,47.7839
229.69,46.1472
229.755,41.1767
229.855,29.5726
229.946,18.7129
230.002,13.0406
230.047,9.45106
230.087,6.86267
230.121,5.16119
230.152,3.91977
230.184,2.90899
230.212,2.22504
230.241,1.69508
230.269,1.2902
230.296,0.997462
230.323,0.77601
230.347,0.624443
230.374,0.497013
230.401,0.402463
230.428,0.332424
230.458,0.276025
230.49,0.231951
230.531,0.193901
230.579,0.163614
230.644,0.137509
230.73,0.115094
230.838,0.0963724
230.968,0.0808605
231.127,0.0676347
231.311,0.0571924
231.495,0.0498326
231.724,0.0432843
232.053,0.036838
232.464,0.0315405
232.957,0.0274187
233.573,0.0241111
234.395,0.021152
235.587,0.0184796
237.182,0.016194
239.008,0.0146273
240.225,0.0142134
241.054,0.0146155
241.468,0.0155335
241.726,0.0168448
241.909,0.0186967
242.019,0.0209338
242.088,0.0236572
242.129,0.0263976
242.17,0.0306355
242.204,0.0359663
242.239,0.0437606
242.27,0.0537776
242.3,0.067726
242.33,0.0862733
242.359,0.109502
242.39,0.143774
242.421,0.189217
242.452,0.248428
242.486,0.332762
242.521,0.440751
242.562,0.606117
242.607,0.835257
242.661,1.17631
242.743,1.81411
242.847,2.65398
242.924,3.10514
242.991,3.26639
243.0,3.26859
243.062,3.15745
243.124,2.84801
243.212,2.18466
243.326,1.27257
243.382,0.899579
243.429,0.64599
243.469,0.476797
243.504,0.359597
243.539,0.267819
243.569,0.206531
243.598,0.160453
243.626,0.125341
243.654,0.0982818
243.682,0.0776859
243.71,0.062184
243.738,0.0506281
243.771,0.0408921
243.804,0.0340881
243.841,0.028792
243.888,0.0245735
243.935,0.0219561
244.01,0.0194921
244.103,0.0177503
244.253,0.0161113
244.478,0.0146894
244.914,0.0132878
245.35,0.0125631
246.221,0.0118553
248.717,0.0112094
249.549,0.0111795
252.447,0.0115328
254.513,0.0121921
256.163,0.0130345
258.362,0.014754
260.287,0.0172418
261.662,0.0199238
263.037,0.023798
264.137,0.0283222
265.099,0.0338013
265.924,0.0405286
266.715,0.0496543
267.334,0.0596674
267.952,0.0736398
268.505,0.0910726
268.991,0.113132
269.419,0.140794
269.788,0.174496
270.092,0.212865
270.369,0.260887
270.64,0.326429
270.871,0.405295
271.069,0.499344
271.25,0.61937
271.412,0.76951
271.554,0.955099
271.669,1.1662
271.768,1.41848
271.851,1.71667
271.917,2.05958
271.975,2.49639
272.024,3.04445
272.067,3.72819
272.107,4.64213
272.142,5.72435
272.177,7.18735
272.211,9.15946
272.246,11.7999
272.279,15.1103
272.316,20.0035
272.354,26.4643
272.393,35.2036
272.436,47.7179
272.484,65.7605
272.539,91.4347
272.614,134.763
272.777,238.672
272.853,272.679
272.926,285.012
272.93,285.038
272.996,275.679
273.063,248.915
273.16,191.101
273.281,113.113
273.346,78.8728
273.399,56.6095
273.444,41.5937
273.485,30.9581
273.522,23.5218
273.559,17.7884
273.593,13.7859
273.628,10.6575
273.663,8.30616
273.697,6.55426
273.735,5.15143
273.775,4.10525
273.814,3.35901
273.861,2.74501
273.907,2.31271
273.966,1.92228
274.032,1.61854
274.115,1.34803
274.217,1.10824
274.336,0.907731
274.474,0.738743
274.646,0.589904
274.831,0.476375
275.035,0.386153
275.266,0.312838
275.511,0.256664
275.788,0.210174
276.111,0.170992
276.468,0.139982
276.837,0.116615
277.285,0.0962594
