92-U-232(n,&gamma;) ENDF/B-VII.1
156.81,22.0778
156.907,16.0278
156.999,10.2479
157.054,7.44036
157.1,5.59005
157.142,4.29129
157.183,3.36421
157.225,2.63937
157.263,2.16691
157.31,1.74263
157.357,1.44736
157.414,1.20295
157.484,0.99851
157.555,0.858048
157.656,0.717744
157.783,0.597519
157.935,0.497609
158.117,0.413464
158.338,0.342303
158.584,0.286319
158.884,0.238289
159.214,0.20167
159.472,0.183243
159.652,0.179096
159.909,0.183831
160.065,0.177259
160.384,0.1407
160.576,0.126837
160.817,0.117331
161.343,0.10595
161.858,0.102234
162.174,0.10491
162.471,0.114058
162.669,0.127119
162.818,0.143542
162.966,0.168807
163.127,0.208973
163.402,0.295246
163.521,0.319615
163.599,0.324599
163.711,0.314451
163.853,0.278222
164.11,0.197524
164.26,0.162888
164.384,0.142903
164.551,0.125755
164.667,0.118306
164.901,0.110469
165.755,0.103535
166.377,0.0897383
166.705,0.0855195
166.839,0.0853864
167.03,0.0878388
167.157,0.0925937
167.253,0.0996495
167.349,0.113107
167.403,0.126133
167.467,0.149544
167.522,0.179792
167.576,0.222621
167.631,0.280485
167.698,0.373372
167.87,0.655415
167.94,0.73246
168.0,0.755437
168.054,0.736833
168.113,0.677299
168.218,0.512056
168.314,0.354093
168.377,0.271033
168.43,0.216765
168.488,0.17399
168.546,0.144567
168.603,0.124972
168.664,0.111557
168.765,0.0988049
168.886,0.0912851
169.088,0.0861024
169.25,0.0848469
169.733,0.0876916
170.216,0.0964719
170.728,0.112204
171.106,0.129883
171.485,0.155514
171.817,0.188164
172.12,0.231338
172.385,0.285568
172.613,0.350808
172.84,0.441859
173.039,0.55143
173.244,0.702101
173.516,0.966168
173.82,1.27685
174.009,1.39292
174.1,1.40771
174.236,1.37448
174.437,1.22501
174.89,0.762707
175.099,0.59684
175.313,0.47148
175.54,0.375855
175.767,0.308164
176.023,0.25456
176.279,0.216923
176.544,0.189184
176.923,0.162661
177.207,0.14959
177.624,0.13752
178.23,0.130282
178.42,0.129907
178.96,0.132993
179.68,0.146353
180.319,0.168172
180.871,0.197139
181.33,0.231832
181.788,0.280577
182.188,0.340527
182.557,0.417974
182.868,0.508978
183.166,0.629992
183.411,0.766709
183.659,0.958331
183.859,1.1722
184.062,1.47248
184.24,1.83941
184.405,2.31248
184.558,2.91741
184.698,3.67595
184.841,4.72709
184.986,6.14905
185.214,9.00642
185.399,11.266
185.529,12.1951
185.6,12.3384
185.732,11.8565
185.874,10.4561
186.204,6.3099
186.347,4.90995
186.477,3.94245
186.61,3.20908
186.753,2.64923
186.896,2.27093
187.011,2.08024
187.125,1.99382
187.227,2.03571
187.299,2.17545
187.372,2.46619
187.433,2.88509
187.481,3.38242
187.536,4.16355
187.596,5.35872
187.661,7.04819
187.786,11.1244
187.869,13.7046
187.938,15.1514
187.998,15.5825
188.054,15.1929
188.115,13.9998
188.214,10.8914
188.333,6.85543
188.4,5.01833
188.458,3.78598
188.505,3.00898
188.557,2.36851
188.611,1.87688
188.666,1.52743
188.727,1.25502
188.79,1.05724
188.875,0.875176
188.977,0.729425
189.095,0.614729
189.235,0.519847
189.431,0.428476
189.671,0.352458
189.969,0.28847
190.307,0.238382
190.699,0.197616
191.125,0.166006
191.667,0.137486
192.3,0.114644
192.883,0.100239
193.485,0.0902681
194.088,0.0847538
194.489,0.0838269
194.891,0.0859567
195.292,0.0930894
195.563,0.102952
195.789,0.116884
195.97,0.134616
196.122,0.157402
196.25,0.186173
196.356,0.221362
196.457,0.269906
196.545,0.332104
196.625,0.413766
196.693,0.508826
196.764,0.643301
196.843,0.840927
196.939,1.14998
197.139,1.89235
197.228,2.10836
197.3,2.16772
197.372,2.10706
197.461,1.88993
197.707,0.992616
197.792,0.744974
197.862,0.588213
197.93,0.47334
198.009,0.37541
198.093,0.302477
198.181,0.249571
198.286,0.206158
198.393,0.176141
198.542,0.148159
198.705,0.128729
198.906,0.114135
199.147,0.104837
199.428,0.101389
199.714,0.1039
199.857,0.106503
200.0,0.108978
200.0,8.53479
210.398,8.28463
229.912,7.86438
251.933,7.4533
268.145,7.18541
288.982,6.87662
319.781,6.47558
346.524,6.17237
370.618,5.92954
399.427,5.67034
432.783,5.40518
465.179,5.17716
500.0,4.95876
543.879,4.71274
593.165,4.47181
629.307,4.31464
675.594,4.13332
731.915,3.93715
791.308,3.75443
860.302,3.56806
927.524,3.40824
1000.0,3.25559
1090.51,3.08868
1176.4,2.94967
1294.1,2.78367
1401.62,2.65194
1531.9,2.51257
1678.94,2.3765
1787.21,2.28798
1926.4,2.1861
2051.33,2.10508
2199.39,2.02008
2376.88,1.92946
2582.97,1.83687
2783.68,1.75734
3000.0,1.68126
3288.4,1.59733
3550.98,1.53031
3868.16,1.45898
4224.94,1.3889
4651.79,1.31629
5000.0,1.26433
5438.79,1.21137
5792.97,1.17311
6367.95,1.11798
7000.0,1.06544
7652.86,1.02306
8182.15,0.992384
9045.53,0.948087
10000.0,0.905767
11326.4,0.865353
12570.8,0.832917
14118.2,0.798225
15913.7,0.763961
17267.2,0.741446
19044.1,0.715303
20000.0,0.702579
22991.2,0.673922
25283.2,0.655056
28337.3,0.633113
30000.0,0.622419
33701.5,0.602067
36774.4,0.587241
40000.0,0.573719
40000.0,0.573706
66765.0,0.477325
95227.6,0.406166
124807.0,0.347287
148626.0,0.319325
170000.0,0.30407
211803.0,0.286926
250000.0,0.266365
312001.0,0.252252
400000.0,0.231342
521676.0,0.227145
664401.0,0.209089
894819.0,0.180773
2098430.0,0.0735512
2390230.0,0.0537289
2642190.0,0.0399125
2866920.0,0.0304128
3110370.0,0.0227753
3298490.0,0.0182872
3536920.0,0.0140415
3735210.0,0.011224
3950150.0,0.00893179
4199790.0,0.00683694
4435060.0,0.0053789
4659250.0,0.00432942
4926240.0,0.00339429
5201310.0,0.00269449
5500000.0,0.00212952
5891130.0,0.00167274
6083690.0,0.00151052
6500000.0,0.00125988
7000000.0,0.00112579
7500000.0,0.00108632
8500000.0,0.00115605
9500000.0,0.00123642
1.0E7,0.0012481
1.15E7,0.00116674
1.26866E7,0.0010282
1.46867E7,7.07769E-4
1.58735E7,5.74521E-4
1.7E7,4.86017E-4
1.85E7,4.03454E-4
1.95E7,3.61574E-4
2.0E7,3.5354E-4
