92-U-239(n,total fission) ENDF/B-VII.1
67.9975,0.693675
68.0808,0.83256
68.1475,0.999079
68.2009,1.19235
68.2453,1.422
68.2809,1.67946
68.3164,2.04334
68.3498,2.53859
68.3765,3.09932
68.4015,3.81686
68.4265,4.78829
68.4515,6.09494
68.4765,7.82832
68.5037,10.3092
68.5309,13.505
68.5662,18.78
68.6126,27.411
68.6854,41.7547
68.7272,47.5983
68.7665,49.7723
68.7696,49.7842
68.8055,48.2111
68.8477,42.7912
68.9216,28.4431
68.97,19.3297
69.0033,14.2109
69.0333,10.5758
69.0605,8.03514
69.0861,6.2195
69.1111,4.88159
69.1361,3.88509
69.1611,3.14817
69.1878,2.57211
69.2145,2.15068
69.2478,1.77175
69.2889,1.44917
69.3312,1.21916
69.3839,1.01724
69.4534,0.836703
69.5368,0.694073
69.6201,0.599538
69.7035,0.535573
69.8237,0.478955
69.944,0.452077
70.0242,0.447434
70.1576,0.462036
70.291,0.508682
70.3967,0.577248
70.4967,0.682712
70.5801,0.820269
70.6468,0.985804
70.7002,1.17896
70.7447,1.41002
70.7803,1.67082
70.8158,2.04157
70.8459,2.48816
70.8726,3.03943
70.8959,3.68928
70.9209,4.61984
70.9459,5.86706
70.971,7.51594
70.9993,9.97829
71.0304,13.5251
71.0658,18.6789
71.1172,27.9776
71.185,40.6699
71.2268,46.1851
71.2661,48.2309
71.2692,48.2422
71.3082,46.4995
71.3518,40.9459
71.4669,19.6741
71.5036,14.1434
71.533,10.6353
71.5603,8.10823
71.5858,6.28749
71.6108,4.93626
71.6359,3.92393
71.6609,3.17211
71.6876,2.58301
71.7143,2.15199
71.7476,1.76539
71.7835,1.47335
71.831,1.20635
71.8838,1.00431
71.9366,0.861365
72.0033,0.732744
72.0867,0.622956
72.1701,0.549163
72.2834,0.48599
72.4033,0.450787
72.5232,0.4401
72.6566,0.454417
72.7901,0.500383
72.8958,0.568059
72.9792,0.651311
73.0627,0.776446
73.1294,0.92584
73.1817,1.09405
73.2262,1.29603
73.2707,1.58927
73.3018,1.88341
73.3352,2.32885
73.3652,2.90438
73.3919,3.61898
73.4153,4.45907
73.4403,5.65017
73.4678,7.40065
73.4948,9.66188
73.5259,13.0518
73.5621,18.093
73.6166,27.5464
73.6845,39.6418
73.7263,44.8561
73.7656,46.7852
73.7687,46.7958
73.8077,45.153
73.8513,39.9034
73.9695,19.0452
74.0062,13.7485
74.0365,10.291
74.0638,7.86896
74.091,6.01845
74.1161,4.73717
74.1411,3.77428
74.1672,3.02969
74.1973,2.41509
74.2273,1.98046
74.2607,1.63814
74.299,1.36189
74.3413,1.14772
74.3941,0.959872
74.4531,0.813382
74.5365,0.673243
74.62,0.580821
74.7034,0.518475
74.823,0.463701
74.9425,0.437632
75.0222,0.43305
75.1558,0.447111
75.2893,0.492446
75.395,0.559292
75.4785,0.641645
75.562,0.765704
75.6287,0.914338
75.681,1.08254
75.7255,1.28577
75.7612,1.51326
75.7945,1.81002
75.8279,2.23274
75.858,2.77709
75.8847,3.45077
75.9097,4.30551
75.9373,5.57574
75.9648,7.28718
75.9904,9.35909
76.0216,12.6018
76.0586,17.5355
76.1111,26.2343
76.184,38.6658
76.2259,43.604
76.2683,45.4362
76.3073,43.8848
76.351,38.9142
76.435,24.5923
76.4845,16.6325
76.5207,11.9941
76.5518,8.89485
76.5796,6.77746
76.6075,5.18207
76.6325,4.1083
76.6603,3.22689
76.687,2.61214
76.7137,2.16148
76.7471,1.75843
76.783,1.45649
76.82,1.23543
76.8729,1.01568
76.9363,0.838918
77.0031,0.712075
77.0865,0.604404
77.17,0.532303
77.2829,0.470956
77.4021,0.436804
77.5213,0.426338
77.6549,0.440148
77.7885,0.484882
77.8943,0.550944
77.9778,0.632458
78.0613,0.755537
78.1281,0.903548
78.1804,1.07193
78.2249,1.27669
78.2605,1.50734
78.2939,1.80968
78.3273,2.24159
78.3574,2.79786
78.3841,3.48471
78.4092,4.3527
78.4367,5.63548
78.4643,7.35193
78.4938,9.77235
78.5249,13.0736
78.5642,18.3431
78.6413,31.096
78.6947,39.2201
78.7344,43.0646
78.7679,44.1563
78.8038,42.9101
78.8461,38.5757
78.9074,28.9295
78.9719,18.3311
79.0087,13.3717
79.0398,10.0123
79.0671,7.70315
79.0933,5.98261
79.1211,4.59873
79.1489,3.58156
79.1768,2.84264
79.2068,2.27165
79.2402,1.82845
79.2775,1.48888
79.3198,1.2263
79.3727,1.00523
79.4362,0.82864
79.503,0.702522
79.5865,0.595788
79.67,0.524454
79.7826,0.463962
79.9015,0.430301
80.0203,0.419928
80.154,0.43349
80.2876,0.477648
80.3934,0.542969
80.477,0.623698
80.5605,0.745887
80.6273,0.89341
80.6796,1.06216
80.7242,1.26873
80.7598,1.50283
80.7933,1.81105
80.8267,2.25236
80.8567,2.82047
80.8835,3.52006
80.9085,4.40048
80.9361,5.69434
80.9637,7.41388
80.9932,9.82022
81.0243,13.0753
81.0636,18.223
81.1831,36.8562
81.2249,41.3058
81.2674,42.949
81.3065,41.558
81.3501,37.081
81.4242,25.6017
81.4807,16.9106
81.5161,12.4692
81.5472,9.34646
81.5762,7.09081
81.604,5.43626
81.6319,4.19853
81.6597,3.28887
81.6865,2.6495
81.7132,2.17901
81.7466,1.75842
81.7825,1.4452
81.8196,1.21818
81.8619,1.0331
81.9148,0.869929
81.9861,0.720568
82.0696,0.60534
82.1698,0.516896
82.2823,0.457185
82.4008,0.423976
82.5194,0.413698
82.6531,0.427038
82.7868,0.47066
82.8927,0.535288
82.9762,0.615289
83.0598,0.736679
83.1266,0.883848
83.179,1.05317
83.2236,1.26181
83.2592,1.49962
83.2927,1.81398
83.3261,2.26483
83.3562,2.84465
83.3829,3.5565
83.408,4.44847
83.433,5.61745
83.4581,7.12527
83.4888,9.5124
83.52,12.6309
83.5601,17.6712
83.6826,36.0153
83.7245,40.2481
83.767,41.8078
83.8061,40.4877
83.8497,36.2296
83.9238,25.2379
83.9835,16.4114
84.0197,12.051
84.0509,9.05812
84.0815,6.78194
84.1094,5.21292
84.1372,4.03646
84.1628,3.22925
84.1896,2.60238
84.2197,2.09129
84.2531,1.692
84.2876,1.40342
84.33,1.15809
84.3829,0.951494
84.4358,0.80966
84.5027,0.684679
84.5862,0.579585
84.6698,0.509635
84.782,0.450688
84.9002,0.417919
85.0184,0.40772
85.1522,0.420832
85.2859,0.463934
85.3918,0.527901
85.4754,0.607219
85.559,0.727891
85.6259,0.874832
85.6783,1.04491
85.7229,1.25586
85.763,1.53426
85.792,1.81837
85.8187,2.17256
85.8488,2.72085
85.8756,3.39209
85.9023,4.2958
85.9274,5.41308
85.9525,6.85102
85.9803,8.89137
86.0116,11.7965
86.0503,16.3378
86.1141,25.5438
86.1821,35.2131
86.224,39.2449
86.2665,40.7276
86.3056,39.4729
86.3493,35.4176
86.4184,25.6456
86.483,16.3289
86.5232,11.6523
86.5544,8.7817
86.5839,6.66227
86.6118,5.13195
86.6396,3.97966
86.6658,3.17109
86.6926,2.55656
86.7193,2.10203
86.7528,1.69427
86.7873,1.40012
86.8297,1.15116
86.8826,0.9429
86.9356,0.800852
87.0024,0.676289
87.086,0.571908
87.1696,0.502583
87.2817,0.444346
87.3996,0.411986
87.5174,0.401865
87.6513,0.414763
87.7851,0.457374
87.891,0.52072
87.9746,0.599403
88.0582,0.719439
88.1251,0.866281
88.1776,1.0373
88.2222,1.25082
88.2623,1.53413
88.2913,1.82408
88.3214,2.23898
88.3515,2.81942
88.3783,3.52751
88.4067,4.54409
88.4318,5.72742
88.4619,7.58125
88.4914,9.93505
88.5266,13.4815
88.5712,19.089
88.6749,33.6565
88.7235,38.2921
88.766,39.7035
88.8109,38.137
88.8555,33.8629
88.9837,16.1023
89.0228,11.6618
89.054,8.82613
89.0835,6.71714
89.1114,5.18395
89.1393,4.02235
89.1655,3.20298
89.1923,2.57776
89.219,2.1141
89.2525,1.69776
89.287,1.39784
89.3294,1.14498
89.3718,0.970186
89.4247,0.817046
89.4855,0.694939
89.5691,0.581837
89.6695,0.495691
89.7813,0.438123
89.8989,0.40615
90.0165,0.396098
90.1503,0.40879
90.2842,0.450931
90.3902,0.513688
90.4738,0.591778
90.5575,0.711256
90.6244,0.858124
90.6768,1.03026
90.7215,1.24658
90.7571,1.49699
90.7906,1.83097
90.8207,2.25443
90.8508,2.84569
90.8776,3.56439
90.9061,4.59124
90.9312,5.78001
90.9613,7.6307
90.9947,10.3133
91.0338,14.3333
91.0879,21.2794
91.1743,32.9581
91.223,37.3859
91.2655,38.7311
91.3046,37.5931
91.3483,33.9011
91.4175,24.9051
91.4853,15.7781
91.5263,11.2826
91.5575,8.55962
91.5887,6.43003
91.6166,4.97383
91.6445,3.86861
91.6718,3.05869
91.702,2.4061
91.7321,1.93854
91.7655,1.57079
91.8026,1.28786
91.8397,1.08928
91.8927,0.894221
91.9518,0.748509
92.0187,0.635876
92.1024,0.541149
92.2028,0.468395
92.3201,0.418675
92.4373,0.394789
92.5155,0.390336
92.6494,0.402823
92.7833,0.444512
92.8893,0.506707
92.973,0.584244
93.04,0.674906
93.1069,0.807382
93.1582,0.956716
93.2029,1.14475
93.2386,1.35931
93.2743,1.66475
93.3033,2.0134
93.3335,2.51388
93.3602,3.1216
93.387,3.93292
93.4155,5.08047
93.4456,6.69305
93.4746,8.70282
93.5098,11.8047
93.5516,16.4423
93.6738,32.2886
93.7225,36.5226
93.765,37.8063
93.8041,36.7204
93.8479,33.1916
93.9171,24.5487
93.9879,15.3332
94.0298,10.9202
94.0649,8.01733
94.0967,6.00278
94.1246,4.65499
94.1525,3.63236
94.1815,2.84325
94.2117,2.24887
94.2384,1.86265
94.2705,1.52544
94.3076,1.25201
94.35,1.03716
94.403,0.855934
94.4683,0.708193
94.5353,0.605893
94.619,0.519306
94.7027,0.461699
94.8197,0.412523
94.9367,0.388885
95.0148,0.384459
95.1263,0.39291
95.2379,0.420504
95.3494,0.473177
95.447,0.550128
95.5223,0.641227
95.5837,0.749061
95.6451,0.908466
95.6931,1.09597
95.7289,1.29658
95.7646,1.58083
95.7958,1.93331
95.8271,2.42789
95.8572,3.09406
95.884,3.89568
95.9119,4.99983
95.9387,6.37582
95.97,8.44143
96.0063,11.5294
96.047,15.8777
96.1732,31.6463
96.2218,35.6992
96.2644,36.9257
96.3036,35.8884
96.3473,32.5117
96.4165,24.2009
96.4874,15.2556
96.5293,10.9274
96.5644,8.05738
96.5962,6.05107
96.6242,4.70018
96.6521,3.66946
96.6811,2.87015
96.7112,2.26566
96.738,1.87189
96.7701,1.52782
96.8072,1.24919
96.8496,1.03107
96.9027,0.848149
96.9512,0.732301
97.0182,0.620063
97.1019,0.52633
97.2024,0.454658
97.3193,0.405945
97.4363,0.382523
97.5142,0.378122
97.6257,0.386461
97.7372,0.413765
97.8487,0.465944
97.9462,0.54229
98.0216,0.632966
98.083,0.740732
98.1321,0.863069
98.1746,1.01106
98.2192,1.23702
98.255,1.50178
98.2862,1.82872
98.3164,2.26684
98.3465,2.87397
98.3733,3.60396
98.4035,4.70304
98.4336,6.16845
98.4649,8.14968
98.5018,11.1596
98.5464,15.7825
98.6659,30.3293
98.7115,34.3249
98.7579,36.0617
98.7639,36.0852
98.8031,35.0932
98.8468,31.859
98.9161,23.861
98.987,15.1745
99.0289,10.9298
99.064,8.09336
99.0959,6.09653
99.1266,4.62662
99.1545,3.61691
99.1841,2.8183
99.2142,2.22573
99.2444,1.79777
99.2751,1.48284
99.3122,1.21354
99.3494,1.02465
99.3918,0.870967
99.451,0.723502
99.518,0.611318
99.6017,0.51797
99.7022,0.446744
99.8191,0.398414
99.936,0.37515
100.014,0.370745
100.125,0.378937
100.237,0.405923
100.348,0.457598
100.446,0.533354
100.521,0.623631
100.583,0.731381
100.632,0.854341
100.674,1.00391
100.71,1.17963
100.746,1.42639
100.777,1.72989
100.809,2.17089
100.839,2.74494
100.87,3.53419
100.9,4.60485
100.929,5.96814
100.96,7.86945
100.994,10.4632
101.037,14.6444
101.166,29.7617
101.211,33.5957
101.258,35.259
101.264,35.2815
101.303,34.3317
101.347,31.2307
101.416,23.528
101.493,14.4273
101.537,10.2475
101.571,7.66416
101.601,5.83993
101.632,4.44084
101.661,3.46185
101.691,2.69144
101.721,2.13096
101.751,1.72519
101.786,1.39407
101.823,1.147
101.86,0.972626
101.913,0.80084
101.968,0.680481
102.035,0.578624
102.119,0.493198
102.202,0.436606
102.314,0.389719
102.426,0.364344
102.5,0.355407
102.5,5.11576
122.542,4.67132
125.893,4.59701
150.509,4.20523
158.489,4.07822
189.478,3.73099
199.526,3.61841
238.539,3.31101
251.189,3.21134
300.304,2.93954
316.228,2.85141
378.06,2.6114
398.107,2.53358
475.949,2.32201
501.187,2.25341
599.184,2.06721
630.957,2.00684
754.328,1.84328
794.328,1.79025
949.643,1.64684
1000.0,1.60034
1195.53,1.47482
1258.93,1.43411
1505.09,1.32439
1584.89,1.28881
1894.78,1.19295
1995.26,1.16187
2385.39,1.07807
2511.89,1.0509
3003.04,0.977443
3162.28,0.953629
3780.6,0.888914
3981.07,0.867933
4759.49,0.810439
5011.87,0.791798
5991.84,0.740116
6309.57,0.723359
7543.28,0.676232
7943.28,0.660952
10000.0,0.603157
10000.0,0.603139
29599.3,0.603157
131831.0,0.550181
450000.0,0.364412
500000.0,0.34777
1200000.0,0.390361
1715430.0,0.377759
2298540.0,0.378891
2500000.0,0.389039
3000000.0,0.373882
4000000.0,0.308733
4500000.0,0.28477
5625000.0,0.275274
6000000.0,0.270019
6250000.0,0.295466
7500000.0,0.51389
8000000.0,0.562927
9000000.0,0.61222
9500000.0,0.642116
1.0E7,0.638371
1.12532E7,0.664045
1.2E7,0.710696
1.35E7,0.880471
1.41E7,0.911667
1.52116E7,0.87084
1.735E7,0.903068
1.85E7,1.00595
1.9E7,0.889191
2.06411E7,0.904337
2.3E7,0.946671
2.7E7,0.985382
3.0E7,1.04708
