92-U-239(n,total fission) ENDF/B-VII.1
3.14557,3.9409
3.21651,4.75538
3.27762,5.76832
3.33437,7.11795
3.38021,8.66277
3.4195,10.4919
3.4566,12.8763
3.49152,16.0249
3.52263,20.0041
3.54936,24.8268
3.57337,30.9
3.5952,38.6762
3.61293,47.4502
3.63012,59.1948
3.64567,73.9956
3.65904,91.435
3.672,114.299
3.68551,146.66
3.69901,190.123
3.71402,252.879
3.7493,427.4
3.76217,471.027
3.77492,486.418
3.78749,470.629
3.80321,414.302
3.83966,234.059
3.85466,175.232
3.86858,134.074
3.88167,105.421
3.89504,83.8864
3.90841,68.0012
3.92369,54.6658
3.94088,43.8172
3.96052,34.9452
3.98099,28.3011
4.00499,22.6841
4.0301,18.4471
4.06065,14.7408
4.09394,11.87
4.13213,9.52281
4.17251,7.74818
4.21835,6.30103
4.26419,5.24896
4.31602,4.37388
4.37823,3.61774
4.45735,2.94987
4.5392,2.4761
4.62105,2.1471
4.71381,1.89117
4.84477,1.67222
4.98062,1.5687
5.05098,1.55517
5.18215,1.60012
5.31332,1.74717
5.4117,1.94644
5.51008,2.25774
5.59752,2.67816
5.67404,3.21881
5.73963,3.88948
5.79647,4.71816
5.85003,5.8318
5.89485,7.1571
5.9331,8.7348
5.96917,10.8104
5.99978,13.2706
6.02602,16.1736
6.05143,20.0703
6.07247,24.5422
6.09324,30.6868
6.11046,37.7889
6.12658,46.9634
6.14188,59.0198
6.15609,74.392
6.17085,96.1487
6.18561,125.317
6.202,167.291
6.24551,300.645
6.26212,333.717
6.2748,341.998
6.29011,330.009
6.30847,288.831
6.35012,160.476
6.36651,119.944
6.38127,91.9904
6.39603,71.2003
6.40942,57.2433
6.4239,46.0431
6.4392,37.3479
6.4556,30.4979
6.47473,24.6688
6.49714,19.7746
6.52009,16.1603
6.54633,13.1507
6.57584,10.6971
6.61027,8.63856
6.64689,7.06172
6.69061,5.71014
6.73543,4.71461
6.78899,3.85821
6.84638,3.20309
6.91524,2.64746
6.99559,2.19759
7.09506,1.82693
7.20983,1.55844
7.32461,1.39868
7.43697,1.31585
7.54933,1.29118
7.66425,1.32265
7.77918,1.41685
7.88863,1.58179
7.98713,1.82027
8.06922,2.1174
8.13708,2.46444
8.21151,3.00807
8.27499,3.68899
8.32862,4.51586
8.37459,5.51627
8.41728,6.827
8.45559,8.50097
8.48897,10.5769
8.51579,12.9057
8.54178,16.0539
8.56285,19.6083
8.58392,24.5802
8.60171,30.486
8.61895,38.4972
8.634,48.1723
8.64932,61.5904
8.66519,80.4217
8.68161,106.176
8.7024,147.862
8.74082,232.856
8.75768,258.418
8.77475,267.907
8.79008,260.297
8.80846,233.444
8.86002,121.272
8.87807,89.7438
8.89422,68.228
8.90954,53.0
8.92404,42.3108
8.93937,33.9643
8.95579,27.4275
8.97494,21.9419
8.99409,17.9848
9.01708,14.5425
9.04335,11.7311
9.07126,9.58211
9.10574,7.68333
9.14185,6.26566
9.18564,5.04187
9.23598,4.0573
9.28962,3.32048
9.34708,2.75823
9.41603,2.28195
9.49648,1.89735
9.58514,1.60924
9.69459,1.37822
9.82593,1.21678
9.95293,1.1424
10.0361,1.12839
10.1556,1.15393
10.275,1.23802
10.3875,1.38667
10.4862,1.59723
10.5683,1.85968
10.6363,2.16657
10.7108,2.64865
10.7667,3.16797
10.8193,3.85222
10.8653,4.69241
10.9047,5.69156
10.9431,7.04958
10.9771,8.75716
11.0034,10.5942
11.0296,13.1428
11.0507,15.9863
11.0718,19.9498
11.0902,24.8009
11.1074,31.1589
11.1239,39.5465
11.1392,50.169
11.1557,65.3678
11.1737,87.3959
11.1951,120.42
11.2361,190.366
11.2576,215.179
11.2747,221.87
11.29,216.539
11.3084,197.403
11.3392,147.0
11.3682,98.3613
11.3866,73.6364
11.4039,55.6906
11.4197,43.295
11.4351,34.377
11.4504,27.7495
11.4669,22.5046
11.486,18.0733
11.5074,14.5567
11.5304,11.8471
11.5567,9.62133
11.5863,7.82422
11.6208,6.32613
11.6586,5.1545
11.7024,4.18517
11.7518,3.41211
11.8054,2.8136
11.8706,2.30302
11.9397,1.92586
12.0202,1.6187
12.1079,1.38999
12.1955,1.2343
12.327,1.09168
12.4587,1.02555
12.5465,1.01555
12.6946,1.0582
12.7933,1.13358
12.9167,1.29975
13.0099,1.50323
13.0922,1.76979
13.1695,2.13639
13.231,2.5552
13.2924,3.15683
13.3406,3.83258
13.3867,4.74548
13.4262,5.85981
13.4607,7.23939
13.4893,8.83114
13.5161,10.9299
13.5392,13.4631
13.5589,16.4812
13.577,20.2913
13.5951,25.5753
13.6124,32.5809
13.6297,42.1993
13.6461,54.4415
13.6653,73.1274
13.6883,101.642
13.7329,162.764
13.7553,183.812
13.7747,190.157
13.7917,185.233
13.8132,166.54
13.8534,112.165
13.8803,77.4388
13.8992,58.0506
13.9165,44.4003
13.9316,35.3094
13.9489,27.5239
13.9667,21.7204
13.9848,17.4764
14.0059,13.9464
14.0273,11.397
14.0542,9.1205
14.0843,7.33196
14.1172,5.95135
14.1556,4.8083
14.2006,3.86828
14.2467,3.18598
14.2977,2.64178
14.3602,2.16896
14.4331,1.78773
14.5154,1.49351
14.6141,1.25897
14.6964,1.12806
14.8272,0.999412
14.9581,0.939957
15.0454,0.931163
15.1771,0.962727
15.3089,1.05585
15.4296,1.21634
15.5284,1.43048
15.6108,1.69967
15.6865,2.06426
15.748,2.49372
15.8007,3.0142
15.8468,3.6501
15.8863,4.40266
15.9259,5.45601
15.9605,6.77237
15.989,8.30931
16.0159,10.3654
16.039,12.8856
16.0587,15.9235
16.0768,19.7784
16.0949,25.1061
16.1122,32.0771
16.1295,41.4364
16.1479,54.5418
16.1685,73.3495
16.208,118.27
16.2328,145.261
16.2552,161.88
16.2747,166.837
16.2974,160.077
16.3233,138.469
16.3804,73.9195
16.4013,54.8056
16.4205,41.1395
16.4367,32.3614
16.454,25.2987
16.4699,20.4574
16.488,16.3873
16.5061,13.4152
16.5275,10.8671
16.5506,8.89607
16.5791,7.15976
16.6121,5.7569
16.6505,4.61512
16.6944,3.7077
16.7405,3.03697
16.7877,2.54073
16.8503,2.07273
16.9233,1.69875
16.9996,1.42985
17.0984,1.19637
17.1972,1.0456
17.3199,0.932501
17.4426,0.876742
17.5244,0.865131
17.6637,0.889692
17.803,0.97704
17.8958,1.082
17.9947,1.25459
18.0771,1.47055
18.1596,1.79046
18.2211,2.1378
18.2826,2.63675
18.3332,3.22823
18.3793,4.00139
18.4156,4.8588
18.4502,6.00837
18.4799,7.40874
18.504,9.00589
18.5271,11.137
18.5463,13.6049
18.5645,16.7837
18.5826,21.133
18.5996,26.6645
18.6169,34.1364
18.6362,45.0916
18.6573,60.7001
18.6881,89.1831
18.7279,127.501
18.7503,142.72
18.7744,148.895
18.7746,148.895
18.7973,143.453
18.8232,125.839
18.887,64.9063
18.909,47.8932
18.9268,37.0191
18.9441,28.8565
18.9614,22.6814
18.979,18.0203
18.9971,14.4894
19.0161,11.792
19.0392,9.44214
19.0622,7.76725
19.0903,6.3085
19.1232,5.0975
19.1617,4.10748
19.2012,3.38396
19.2474,2.77762
19.2985,2.29769
19.3611,1.88318
19.4342,1.55055
19.5166,1.2951
19.6155,1.09213
19.6979,0.979199
19.8203,0.87401
19.9427,0.822289
20.0243,0.811679
20.1633,0.835044
20.3023,0.917226
20.3949,1.01583
20.4939,1.17848
20.5764,1.38224
20.6589,1.68473
20.7204,2.01397
20.7732,2.40867
20.826,2.96716
20.8722,3.67126
20.9101,4.49424
20.9448,5.56067
20.9745,6.8665
20.9998,8.44455
21.0229,10.4836
21.0421,12.8489
21.0611,16.0472
21.0792,20.2271
21.0968,25.6716
21.1141,32.7093
21.1339,43.1484
21.157,58.7453
21.2021,96.5527
21.2325,120.113
21.2597,132.752
21.2744,134.625
21.2971,130.138
21.3231,115.467
21.3935,57.5596
21.4166,42.2379
21.4366,31.8954
21.454,25.0452
21.4729,19.396
21.4911,15.4213
21.5092,12.4897
21.5276,10.2866
21.5507,8.28515
21.5738,6.84919
21.6013,5.61271
21.6343,4.55741
21.6684,3.77525
21.708,3.11566
21.7542,2.56262
21.8092,2.09689
21.8718,1.72632
21.9345,1.46389
22.017,1.2223
22.116,1.03068
22.1985,0.924211
22.3206,0.825438
22.4427,0.776978
22.5242,0.767156
22.6629,0.789484
22.8017,0.867358
22.8942,0.960689
22.9932,1.11509
23.0758,1.30875
23.1583,1.59686
23.2199,1.91124
23.2728,2.28918
23.3256,2.82608
23.3718,3.50692
23.4098,4.30909
23.4444,5.3599
23.4692,6.41127
23.4956,7.97835
23.5187,9.93981
23.538,12.2137
23.5578,15.4292
23.576,19.4448
23.5941,24.7937
23.6139,32.5028
23.6357,43.5347
23.6607,59.5623
23.7227,104.967
23.7499,118.687
23.7743,122.979
23.7971,119.208
23.823,106.775
23.8736,70.0008
23.905,48.3345
23.9268,36.2952
23.9466,27.7055
23.9639,21.9003
23.9821,17.2599
24.0002,13.7931
24.02,11.0168
24.0393,9.04418
24.0624,7.32775
24.0905,5.86748
24.118,4.85486
24.151,3.97964
24.1884,3.2698
24.2346,2.6497
24.2886,2.14741
24.3513,1.74574
24.4245,1.42738
24.501,1.20013
24.5835,1.03085
24.666,0.913792
24.7803,0.809417
24.9022,0.749373
25.0241,0.729443
25.1626,0.750859
25.3011,0.825051
25.3934,0.913894
25.4926,1.06131
25.5752,1.24644
25.6412,1.45756
25.7106,1.77449
25.7723,2.18852
25.8186,2.63161
25.8648,3.25975
25.9045,4.0388
25.9342,4.8623
25.9639,6.02172
25.9876,7.32631
26.0107,9.11234
26.03,11.1726
26.0485,13.834
26.0666,17.341
26.0848,21.9784
26.1038,28.3078
26.1261,37.9601
26.1528,52.7351
26.2225,97.805
26.2498,109.612
26.2742,113.28
26.297,110.06
26.323,99.3733
26.367,71.4792
26.405,47.2373
26.4292,34.7797
26.4491,26.7549
26.467,21.0919
26.4851,16.6644
26.5033,13.3194
26.524,10.5234
26.5432,8.62083
26.5664,6.96413
26.5906,5.72259
26.6181,4.70809
26.6512,3.84135
26.6886,3.14544
26.7349,2.5422
26.7888,2.05637
26.8411,1.72419
26.9039,1.43915
26.9849,1.18639
27.0675,1.01179
27.1666,0.872261
27.2807,0.77288
27.4023,0.715823
27.524,0.696987
27.6622,0.717591
27.8005,0.78859
27.8926,0.87355
27.9918,1.01495
28.0745,1.19278
28.1406,1.39595
28.21,1.7017
28.2629,2.03504
28.3114,2.46247
28.3577,3.04474
28.3974,3.76728
28.4288,4.58237
28.4586,5.68301
28.4834,6.99312
28.5065,8.72075
28.5258,10.7081
28.5451,13.3924
28.5633,16.7686
28.5814,21.1836
28.601,27.3271
28.6233,36.3216
28.6525,51.2434
28.7174,89.2084
28.7408,99.2651
28.7681,104.881
28.774,105.067
28.7968,102.283
28.8228,92.9861
28.8614,71.6423
28.9049,46.1558
28.9316,33.3775
28.9539,25.0481
28.9729,19.5662
28.9911,15.5246
29.0093,12.4452
29.0278,10.0896
29.0471,8.2525
29.0702,6.64949
29.0961,5.38145
29.1237,4.42488
29.1567,3.61016
29.1953,2.9418
29.2416,2.38224
29.289,1.97803
29.3413,1.6564
29.4041,1.38121
29.4851,1.13778
29.5678,0.969978
29.667,0.836081
29.781,0.740995
29.9024,0.686503
30.0238,0.668597
30.1618,0.68848
30.2998,0.756691
30.4084,0.856967
30.5077,1.00369
30.5904,1.18909
30.6654,1.43732
30.7271,1.73467
30.78,2.09772
30.8242,2.52158
30.8639,3.05292
30.8969,3.66774
30.9284,4.48518
30.9532,5.38449
30.978,6.63459
30.9984,8.05375
31.0177,9.86191
31.037,12.2887
31.0568,15.6386
31.0781,20.4443
31.1007,27.2461
31.1255,36.9309
31.16,53.8923
31.2172,84.0714
31.2406,92.934
31.2679,97.8526
31.2738,98.0155
31.3023,94.2342
31.3337,82.5867
31.4125,41.3678
31.439,30.1729
31.4613,22.7777
31.482,17.5165
31.5032,13.4671
31.5239,10.5705
31.5432,8.57495
31.5663,6.83375
31.5906,5.53996
31.6182,4.50087
31.6513,3.63291
31.6888,2.95136
31.7285,2.44123
31.7786,1.98615
31.831,1.65185
31.8939,1.36868
31.9689,1.13573
32.0516,0.960849
32.1343,0.84103
32.2408,0.739793
32.362,0.673768
32.4832,0.645663
32.5236,0.643523
32.6614,0.66276
32.7992,0.728506
32.9077,0.825165
33.007,0.966968
33.0897,1.14644
33.1648,1.38728
33.2266,1.67661
33.2795,2.03117
33.3237,2.44721
33.3634,2.97248
33.3965,3.58593
33.428,4.41033
33.4528,5.32598
33.4776,6.60672
33.498,8.06314
33.5173,9.91363
33.5366,12.3804
33.5565,15.7494
33.5778,20.5139
33.6004,27.1406
33.6277,37.4257
33.6702,57.4321
33.7121,77.5188
33.7404,87.3997
33.7705,91.8527
33.7736,91.8915
33.8022,88.5521
33.8335,78.2011
33.9163,38.8871
33.9438,28.2214
33.9667,21.2907
33.988,16.3444
34.0092,12.6209
34.0277,10.1854
34.047,8.26138
34.0702,6.57438
34.0906,5.49089
34.1182,4.43158
34.1458,3.67954
34.1822,2.978
34.2219,2.44397
34.2683,2.00485
34.3207,1.65502
34.3836,1.36202
34.4525,1.13932
34.5353,0.956125
34.6346,0.811439
34.7412,0.71376
34.8621,0.650208
34.9831,0.623204
35.0234,0.621171
35.161,0.639822
35.2986,0.703371
35.4069,0.796812
35.5063,0.934253
35.5891,1.10849
35.6642,1.34286
35.726,1.62525
35.779,1.97267
35.8232,2.38258
35.8629,2.90415
35.8961,3.51926
35.9275,4.35463
35.9524,5.29016
35.9772,6.6042
35.9977,8.09785
36.017,9.98724
36.0363,12.4861
36.0562,15.8616
36.0774,20.569
36.1026,27.8107
36.1324,38.8198
36.2119,73.6645
36.2401,82.5168
36.2703,86.4844
36.2734,86.519
36.3002,83.8962
36.3289,75.8902
36.3786,54.6794
36.4219,35.89
36.4493,26.2867
36.4725,19.8763
36.4923,15.593
36.5122,12.2816
36.5315,9.82991
36.5508,7.97507
36.574,6.34021
36.5961,5.21434
36.6237,4.20713
36.6513,3.49249
36.6822,2.91295
36.722,2.3821
36.7684,1.94911
36.8208,1.60614
36.8838,1.32002
36.9528,1.10318
37.0356,0.925214
37.1349,0.784912
37.2415,0.6904
37.3622,0.629051
37.483,0.603024
37.5232,0.601082
37.6606,0.619203
37.798,0.680777
37.9062,0.771336
38.0057,0.904882
38.0885,1.07447
38.1636,1.30313
38.2255,1.5795
38.2785,1.92095
38.3227,2.32624
38.3625,2.84628
38.3957,3.4658
38.4222,4.15861
38.447,5.05562
38.4719,6.31336
38.4934,7.82702
38.5128,9.64763
38.5321,12.0394
38.5528,15.3972
38.5741,19.873
38.5998,26.8548
38.6296,37.1416
38.7116,70.1934
38.7399,78.1747
38.7701,81.7346
38.7732,81.7656
38.8018,79.1003
38.8332,70.7517
38.8928,46.8119
38.9312,31.9657
38.9586,23.4618
38.9818,17.8107
39.003,13.8066
39.0237,10.8313
39.0431,8.72399
39.0624,7.12334
39.0851,5.73316
39.1072,4.74185
39.1348,3.84889
39.1624,3.21096
39.1955,2.6592
39.2353,2.18916
39.2789,1.82212
39.3314,1.50802
39.3944,1.24486
39.4695,1.0302
39.5524,0.870127
39.6353,0.760966
39.7417,0.66929
39.8623,0.609917
39.9829,0.584764
40.023,0.582903
40.1603,0.60054
40.2975,0.660329
40.4055,0.748289
40.505,0.878335
40.5879,1.04377
40.6631,1.26737
40.725,1.53851
40.7781,1.87503
40.8223,2.27706
40.8621,2.79758
40.8952,3.42399
40.9218,4.13038
40.9466,5.0497
40.9715,6.34038
40.9931,7.88905
41.0124,9.74042
41.0318,12.1521
41.0525,15.5011
41.0768,20.6247
41.1044,28.1737
41.1395,40.2298
41.2059,65.2686
41.2397,74.2863
41.2699,77.5002
41.273,77.5282
41.3016,75.1236
41.333,67.5586
41.3861,48.1292
41.4311,31.5686
41.4609,22.7482
41.4847,17.2573
41.506,13.4325
41.5275,10.4661
41.5469,8.44268
41.5701,6.63485
41.5933,5.3305
41.6182,4.32602
41.6458,3.53213
41.6757,2.92257
41.7088,2.43653
41.7486,2.01887
41.8,1.64203
41.8526,1.37272
41.9156,1.14433
41.9863,0.965318
42.0692,0.820966
42.1687,0.70667
42.2821,0.626626
42.4025,0.58111
42.5228,0.566386
42.6598,0.583577
42.7968,0.641735
42.9048,0.727325
43.0043,0.854205
43.0872,1.0159
43.1625,1.23501
43.2244,1.50161
43.2775,1.83411
43.3217,2.23417
43.3549,2.65511
43.3881,3.24566
43.4163,3.96016
43.4412,4.84289
43.4661,6.07851
43.4887,7.64249
43.512,9.83961
43.5352,12.8245
43.5582,16.7335
43.5825,22.0838
43.6115,30.167
43.6585,46.3203
43.7111,64.188
43.7394,70.7827
43.7727,73.7255
43.8013,71.544
43.8383,63.0548
43.9334,30.3853
43.9632,22.0683
43.9876,16.7299
44.0119,12.6232
44.0351,9.6911
44.0584,7.53254
44.0821,5.93155
44.107,4.7337
44.1347,3.79693
44.1623,3.13526
44.1955,2.57238
44.2353,2.10194
44.279,1.74063
44.3316,1.43516
44.3946,1.18142
44.4698,0.975746
44.5528,0.823096
44.6357,0.719336
44.7421,0.632539
44.8623,0.576569
44.9825,0.552916
45.0226,0.551191
45.1594,0.567975
45.2963,0.624657
45.4041,0.708108
45.5037,0.832121
45.5867,0.990452
45.6619,1.20556
45.7239,1.46822
45.777,1.79756
45.8213,2.19684
45.8545,2.62063
45.8877,3.22042
45.9159,3.95111
45.9408,4.85661
45.9657,6.12289
45.9884,7.71817
46.0116,9.94172
46.0349,12.931
46.0578,16.7988
46.0852,22.7605
46.1187,32.0451
46.2053,60.0748
46.2392,67.6078
46.2725,70.2924
46.3011,68.3035
46.3326,61.9993
46.3824,46.5614
46.4358,29.277
46.4662,21.2906
46.4905,16.2264
46.5118,12.7309
46.5351,9.79325
46.5583,7.60816
46.5821,5.97479
46.607,4.74711
46.6347,3.78644
46.6623,3.11029
46.6955,2.53908
46.7354,2.06612
46.7791,1.70611
46.8317,1.4038
46.8947,1.15389
46.97,0.951998
47.053,0.802528
47.136,0.701102
47.2424,0.616427
47.3624,0.561946
47.4823,0.538947
47.5223,0.53728
47.659,0.553684
47.7956,0.608998
47.9033,0.69047
48.003,0.811865
48.086,0.967145
48.1525,1.14897
48.2145,1.39438
48.2676,1.70111
48.3141,2.09429
48.3473,2.49501
48.3805,3.0617
48.4104,3.79926
48.4354,4.66908
48.4603,5.88099
48.4841,7.48683
48.5073,9.62287
48.5306,12.475
48.5544,16.2902
48.5818,21.9452
48.6158,30.8433
48.705,57.7887
48.7388,64.7173
48.7722,67.1772
48.7991,65.5711
48.8279,60.5829
48.8744,47.6865
48.9336,29.4664
48.9652,21.4219
48.9917,16.0388
49.0155,12.2855
49.0388,9.48159
49.062,7.38183
49.0847,5.86537
49.1096,4.65452
49.1346,3.78475
49.1622,3.09281
49.1955,2.5117
49.2287,2.10223
49.2685,1.75028
49.3211,1.42678
49.3737,1.20063
49.4368,1.008
49.5199,0.835291
49.6029,0.719544
49.7026,0.627914
49.8224,0.56229
49.9422,0.530472
50.022,0.524391
50.1585,0.540446
50.295,0.594506
50.4026,0.674169
50.5023,0.79317
50.5854,0.945683
50.6518,1.12472
50.7139,1.36725
50.7671,1.67208
50.8069,1.9995
50.8402,2.37885
50.8734,2.91477
50.9,3.52011
50.9249,4.30368
50.9498,5.38969
50.9723,6.72622
50.9953,8.56733
51.0185,11.0512
51.0418,14.2958
51.0692,19.2426
51.1005,26.4354
51.1537,41.5106
51.2046,55.6775
51.2385,62.0737
51.2719,64.3367
51.3006,62.6618
51.332,57.3198
51.3785,44.9853
51.4378,27.9094
51.4719,19.8601
51.4993,14.783
51.5231,11.3643
51.5464,8.80604
51.5696,6.88429
51.5929,5.46186
51.6178,4.35251
51.6455,3.4777
51.6754,2.81787
51.7087,2.30714
51.7485,1.88353
51.7895,1.57815
51.8422,1.30161
51.9053,1.07309
51.9701,0.91002
52.0532,0.76605
52.1363,0.668696
52.2426,0.587736
52.3622,0.535858
52.4819,0.513999
52.5217,0.512432
52.6581,0.528161
52.7944,0.581061
52.9019,0.659055
53.0016,0.775859
53.0847,0.925852
53.1512,1.1024
53.2133,1.34247
53.2665,1.64603
53.3064,1.97465
53.3396,2.35845
53.3729,2.90465
53.3995,3.52449
53.4244,4.32774
53.4494,5.43867
53.4718,6.79913
53.4948,8.65984
53.5181,11.1476
53.5444,14.8446
53.5718,19.8223
53.6051,27.3985
53.6987,52.4673
53.7382,59.6457
53.7716,61.7353
53.8003,60.1894
53.8317,55.2456
53.8783,43.7464
53.9426,26.3391
53.9747,19.2007
54.0022,14.3642
54.0268,10.9848
54.0501,8.53758
54.0734,6.68836
54.0983,5.22878
54.1232,4.17357
54.151,3.33827
54.182,2.68722
54.2152,2.20365
54.2551,1.80209
54.3,1.48958
54.3527,1.2341
54.4158,1.022
54.4868,0.858233
54.5699,0.727628
54.6697,0.625087
54.7825,0.554186
54.902,0.514132
55.0214,0.501294
55.1576,0.51672
55.2937,0.568545
55.4011,0.644993
55.5009,0.759776
55.5841,0.907474
55.6506,1.08179
55.7127,1.31981
55.7571,1.56333
55.7992,1.88966
55.8325,2.25364
55.8658,2.77078
55.8957,3.44366
55.919,4.1716
55.9439,5.23564
55.9689,6.70125
55.9905,8.39746
56.0138,10.7778
56.0371,13.8389
56.0653,18.584
56.0997,25.8853
56.1984,50.7348
56.2379,57.4079
56.2713,59.3439
56.3,57.9122
56.3315,53.3224
56.3781,42.5741
56.4474,24.8952
56.4806,18.0085
56.5081,13.5167
56.5344,10.1887
56.5577,7.94812
56.5815,6.21611
56.6065,4.88127
56.6287,4.00528
56.6564,3.20742
56.6819,2.67914
56.7151,2.18646
56.7551,1.78044
56.8,1.46718
56.8526,1.21293
56.9159,1.00295
56.9868,0.841389
57.07,0.712852
57.1698,0.612116
57.2826,0.542637
57.4019,0.503434
57.5212,0.490887
57.6571,0.506029
57.7931,0.556853
57.9004,0.631868
58.0003,0.744786
58.0835,0.890387
58.15,1.06272
58.2122,1.29906
58.2565,1.54234
58.2987,1.87083
58.332,2.24007
58.3653,2.76801
58.3919,3.36751
58.4185,4.20266
58.4435,5.28891
58.4684,6.77651
58.4939,8.84075
58.5172,11.3219
58.5436,14.9335
58.5741,20.2766
58.6143,29.0852
58.687,46.7703
58.7287,54.2863
58.7651,57.0797
58.771,57.1372
58.7997,55.8072
58.8312,51.5337
58.8778,41.4631
58.9471,24.65
58.9804,17.9806
59.0079,13.5768
59.0342,10.2776
59.0575,8.03448
59.0814,6.28592
59.1063,4.92871
59.1285,4.03367
59.1563,3.21647
59.1818,2.67559
59.2151,2.17294
59.2483,1.81959
59.2894,1.51057
59.3421,1.23693
59.4053,1.01471
59.4702,0.857894
59.5534,0.720491
59.6366,0.628089
59.7429,0.551695
59.862,0.503033
59.9812,0.48258
60.0209,0.481133
60.1567,0.49601
60.2925,0.5459
60.3997,0.619581
60.4996,0.730775
60.5829,0.874463
60.6494,1.04504
60.7027,1.24025
60.7471,1.4679
60.7915,1.79372
60.8248,2.14432
60.8581,2.64453
60.8881,3.29546
60.9131,4.05542
60.938,5.0955
60.963,6.51372
60.9858,8.23107
61.0091,10.5079
61.0363,13.9408
61.0676,19.0395
61.109,27.5241
61.1866,45.4026
61.2284,52.4368
61.2648,55.0411
61.2707,55.0946
61.2994,53.8556
61.3309,49.8657
61.3776,40.4091
61.4519,23.3531
61.4863,16.9007
61.5146,12.6871
61.5418,9.55074
61.5651,7.49124
61.5895,5.85064
61.6145,4.60718
61.6395,3.6968
61.665,3.01774
61.695,2.44741
61.7283,2.00456
61.7682,1.63829
61.8104,1.3698
61.8631,1.13508
61.9264,0.941347
62.0035,0.7818
62.0868,0.666584
62.17,0.588607
62.2826,0.521687
62.4016,0.484021
62.5205,0.471996
62.6562,0.486622
62.7918,0.535633
62.8989,0.60806
62.9989,0.717656
63.0821,0.859593
63.1488,1.02862
63.2021,1.22292
63.2465,1.45085
63.2909,1.77962
63.3242,2.13602
63.3575,2.64714
63.3842,3.22702
63.4075,3.91552
63.4325,4.91167
63.4575,6.26441
63.4813,7.9868
63.5047,10.1675
63.5319,13.4406
63.5641,18.4259
63.6035,26.0807
63.6862,44.1155
63.728,50.7141
63.7672,53.1849
63.7703,53.1984
63.8092,51.0924
63.8528,44.4425
63.9566,22.1516
63.9921,15.9054
64.0221,11.77
64.0493,8.88752
64.0754,6.7995
64.1004,5.30842
64.1254,4.2058
64.1504,3.39612
64.1748,2.81217
64.2014,2.34233
64.2348,1.92211
64.2681,1.62325
64.3103,1.35311
64.363,1.11865
64.4263,0.92624
64.5035,0.7684
64.5868,0.65471
64.67,0.577892
64.7825,0.512119
64.9013,0.475143
65.0201,0.463351
65.1556,0.477742
65.2911,0.525934
65.3981,0.597198
65.4981,0.705314
65.5814,0.845654
65.6481,1.01333
65.7014,1.20699
65.7458,1.43559
65.7814,1.69012
65.8169,2.04763
65.8503,2.53212
65.8803,3.16176
65.9069,3.95057
65.9319,4.965
65.9569,6.3346
65.9808,8.06608
66.008,10.6556
66.0352,14.0048
66.0697,19.405
66.118,28.8712
66.1858,42.9016
66.2275,49.1049
66.2668,51.42
66.2699,51.4328
66.3089,49.4599
66.3524,43.2101
66.4613,21.0359
66.4979,14.9861
66.5257,11.3736
66.5529,8.61691
66.5779,6.68467
66.6029,5.22632
66.6279,4.14254
66.6557,3.26889
66.6846,2.62503
66.7146,2.15192
66.7479,1.78022
66.789,1.46187
66.8312,1.23321
66.884,1.03112
66.9534,0.849453
67.0367,0.705377
67.1201,0.609659
67.2034,0.544796
67.322,0.487834
67.4407,0.46033
67.5198,0.455146
67.6552,0.469317
67.7905,0.516748
67.8974,0.586932
