91-Pa-232(n,&gamma;) ENDF/B-VII.1
4.89713,21.7037
4.93158,20.9258
4.98182,17.8788
5.04498,13.5941
5.09559,11.1196
5.14045,9.69948
5.19428,8.74043
5.2517,8.42579
5.29529,8.66181
5.33888,9.4292
5.37407,10.6517
5.40486,12.4569
5.43037,14.7611
5.45852,18.4544
5.52185,29.3718
5.54233,31.5316
5.55985,32.053
5.58096,31.1698
5.626,27.5347
5.64289,27.0642
5.66317,27.9705
5.68147,30.6205
5.69977,35.5612
5.71635,42.5752
5.73487,53.8232
5.75678,71.6371
5.78965,100.442
5.80685,110.03
5.81929,112.245
5.8372,107.648
5.85844,92.5721
5.89777,57.0889
5.91673,43.6424
5.9338,34.6601
5.95151,28.0
5.96984,23.2247
5.99197,19.41
6.01726,16.7084
6.04645,14.9396
6.07564,14.1004
6.0951,13.922
6.13071,14.2576
6.16633,15.4333
6.20007,17.4516
6.23506,20.7936
6.26505,25.0912
6.29254,30.6507
6.32254,38.9982
6.36002,52.9668
6.40801,72.1336
6.42801,77.4172
6.4487,79.437
6.46999,77.3539
6.49999,68.3999
6.56397,42.1832
6.59371,32.5884
6.61995,26.1883
6.64995,20.8163
6.68056,16.8986
6.71555,13.7397
6.75117,11.4824
6.79491,9.56359
6.83991,8.22482
6.89993,7.07358
6.95995,6.39868
7.01876,6.06821
7.05755,6.0021
7.12221,6.15735
7.18687,6.69632
7.2399,7.51271
7.30175,9.01926
7.42827,13.2559
7.47069,13.922
7.47914,13.9428
7.51104,13.6683
7.56794,12.1054
7.65976,9.01179
7.71278,7.75918
7.77744,6.83257
7.8421,6.41039
7.88058,6.34372
7.95492,6.54102
8.02925,7.15369
8.09867,8.15175
8.1682,9.65944
8.24857,12.1421
8.39666,17.7063
8.47853,19.6739
8.55558,21.2295
8.60856,23.4748
8.64468,26.2534
8.68079,30.4988
8.72521,38.0372
8.79318,51.9074
8.83192,56.6839
8.84638,57.1085
8.87841,55.0562
8.91392,48.8011
8.99334,30.7759
9.03037,24.2147
9.06595,19.4678
9.10162,15.951
9.13997,13.2014
9.186,10.8741
9.24216,8.94906
9.29739,7.68876
9.36368,6.69659
9.4496,5.91264
9.56252,5.34349
9.92585,4.31636
10.0511,4.10693
10.1026,4.08256
10.1971,4.18184
10.2818,4.50698
10.3383,4.94223
10.3935,5.67508
10.4303,6.4575
10.458,7.31737
10.4856,8.57965
10.5086,10.1646
10.5278,12.1406
10.5431,14.4456
10.5561,17.2008
10.57,21.3071
10.5822,26.4099
10.5945,33.3611
10.6075,43.3269
10.6214,57.3305
10.638,79.184
10.6681,128.802
10.6891,161.333
10.7045,177.459
10.7199,183.101
10.7347,177.63
10.7532,157.626
10.8022,78.5823
10.8181,57.7851
10.8313,44.4179
10.8434,34.8795
10.8561,27.4667
10.8688,22.0665
10.8819,18.0505
10.895,15.1841
10.91,12.866
10.9288,10.8899
10.9527,9.24826
10.9822,7.97105
11.0075,7.25179
11.0581,6.3821
11.1088,5.9342
11.1763,5.68615
11.21,5.65882
11.3045,5.83254
11.3975,6.36346
11.4725,7.17316
11.5269,8.13364
11.5775,9.53716
11.6197,11.3763
11.6544,13.6858
11.6825,16.4044
11.7106,20.213
11.7425,26.1722
11.8205,44.7475
11.8442,48.4189
11.8687,49.6668
11.8916,48.4339
11.9677,37.5538
11.9934,35.5207
12.0063,35.2418
12.0278,36.0024
12.0494,38.4064
12.0719,42.8202
12.1004,51.4631
12.1289,63.6199
12.1992,100.882
12.2258,110.514
12.2494,113.363
12.2705,110.654
12.3031,98.0387
12.3792,55.7305
12.4083,43.0937
12.4363,33.9199
12.4642,27.1706
12.4922,22.2422
12.5248,18.1092
12.562,14.8127
12.6028,12.3326
12.6535,10.2847
12.7073,8.9162
12.7667,8.07945
12.8249,7.86264
12.8669,8.17488
12.8985,8.80204
12.9335,10.0726
12.9725,12.3236
13.0283,16.1092
13.056,17.2189
13.0707,17.382
13.098,16.8356
13.1358,14.7311
13.1907,11.2717
13.2273,9.75558
13.2639,8.94228
13.3096,8.60263
13.3185,8.59601
13.3725,8.82881
13.471,9.97364
13.6219,11.9854
13.6979,12.3426
13.771,11.9992
13.8944,10.3449
14.0335,8.35116
14.1389,7.37992
14.2488,6.89232
14.5391,6.53134
14.7033,6.07275
14.7552,6.01526
14.813,6.11991
14.8548,6.39206
14.8967,6.96027
14.9281,7.72236
14.9585,8.92498
14.9834,10.4285
15.0083,12.5649
15.0397,16.284
15.1016,25.3056
15.1283,27.9634
15.1499,28.6714
15.1755,27.615
15.2071,24.0031
15.2638,15.6548
15.2938,12.1893
15.3219,9.87969
15.35,8.32242
15.381,7.21451
15.4222,6.33296
15.4738,5.73917
15.5525,5.32527
15.665,5.1295
15.8675,5.07156
16.0625,5.19924
16.1375,5.42811
16.1993,5.82014
16.2481,6.38058
16.2847,7.06971
16.3212,8.17305
16.3517,9.62693
16.3812,11.7639
16.4075,14.4808
16.4356,18.3543
16.5,29.0295
16.5253,32.0384
16.5528,33.2461
16.5812,31.9434
16.6207,27.0434
16.6638,20.9852
16.6882,18.4479
16.7126,16.9035
16.7321,16.4428
16.7541,16.8074
16.776,18.2576
16.7969,20.9524
16.8158,24.8923
16.8315,29.6488
16.8482,36.5871
16.8652,46.0312
16.8856,60.9119
16.9137,87.2492
16.9577,131.077
16.9767,144.143
16.9999,150.236
17.0221,144.535
17.0466,127.108
17.1065,67.9853
17.1274,51.4976
17.1467,39.825
17.1641,32.0725
17.1834,25.9758
17.2038,21.7039
17.2259,18.8321
17.2535,16.8822
17.2858,15.9944
17.301,15.907
17.3569,16.5892
17.4382,17.9766
17.4506,18.0198
17.5018,17.4123
17.5601,15.3568
17.6644,10.7623
17.7172,9.00079
17.77,7.75458
17.8335,6.80441
17.9101,6.21909
17.9867,6.05547
18.1017,6.33641
18.3367,7.55509
18.554,7.97655
18.6229,8.47674
18.6747,9.41153
18.7106,10.6391
18.7418,12.3781
18.7667,14.4489
18.7951,17.8018
18.8266,22.9388
18.9041,38.4862
18.9329,41.975
18.951,42.6285
18.9749,41.5173
19.0071,37.0617
19.0769,23.7773
19.108,19.3417
19.1357,16.6324
19.1564,15.2599
19.1841,14.1082
19.2291,13.3552
19.2425,13.3108
19.2962,13.6232
19.4558,15.7489
19.5063,15.9789
19.5885,15.5881
19.7148,14.4973
19.7275,14.4874
19.7745,14.8803
19.8071,15.795
19.8396,17.7147
19.8614,20.0
19.8776,22.5903
19.8967,27.0536
19.9129,32.6432
19.9295,40.607
19.9443,50.2376
19.9621,65.5499
19.9818,87.8745
20.0085,126.155
20.0537,196.587
20.074,219.33
20.097,230.461
20.0998,230.574
20.1201,223.277
20.1464,195.373
20.2096,97.7411
20.2309,71.1844
20.2479,54.6795
20.2637,42.8406
20.2795,33.9158
20.2953,27.3371
20.3123,22.2486
20.3317,18.2291
20.351,15.4784
20.3732,13.3183
20.3977,11.6763
20.4372,9.95399
20.4846,8.67342
20.5421,7.68309
20.6325,6.68531
20.826,5.23966
20.9604,4.44621
21.0,4.29564
21.0,12.0086
22.9586,11.4814
24.5465,11.1012
27.1366,10.5544
30.0,10.0345
32.884,9.58061
35.5098,9.21654
38.6816,8.82736
42.3949,8.4286
46.0407,8.08514
50.0,7.75568
54.3879,7.43308
57.9297,7.19996
63.6795,6.86392
70.0,6.54357
76.5286,6.25502
81.8215,6.04699
90.4553,5.74785
100.0,5.4635
109.051,5.22877
117.64,5.03166
129.41,4.79426
140.162,4.6042
153.19,4.40139
168.495,4.194
183.573,4.01571
200.0,3.84501
221.336,3.6521
245.726,3.46329
263.879,3.34019
287.441,3.19822
309.733,3.07915
338.156,2.94479
372.89,2.80204
412.449,2.66207
441.802,2.57067
479.795,2.46513
521.478,2.36298
561.308,2.27628
607.366,2.18692
667.65,2.08431
731.915,1.98938
791.308,1.91228
860.302,1.83299
951.08,1.74217
1044.27,1.66195
1132.64,1.59559
1257.08,1.5143
1332.21,1.47085
1474.64,1.39778
1637.49,1.32623
1758.72,1.27955
1916.1,1.22571
2000.0,1.19964
2213.36,1.14143
2457.26,1.08436
2638.79,1.04709
2874.41,1.00406
3097.33,0.968471
3381.56,0.929069
3728.9,0.887074
4124.49,0.845753
4604.07,0.802868
5000.0,0.772138
5613.08,0.733183
6073.66,0.707756
6676.5,0.678405
7000.0,0.664189
7652.86,0.639927
8603.02,0.609422
9510.8,0.584436
10000.0,0.572329
10000.0,0.572301
14118.2,0.506471
20000.0,0.447653
30000.0,0.400758
49461.4,0.360089
87480.6,0.31976
109545.0,0.299205
140000.0,0.274463
170000.0,0.254158
200000.0,0.253301
260379.0,0.227703
356194.0,0.179251
411474.0,0.1596
523318.0,0.13324
623574.0,0.110236
811953.0,0.0802981
961448.0,0.0632982
1142680.0,0.0476677
1311740.0,0.0367904
1480720.0,0.0284265
1649430.0,0.0220624
1824500.0,0.0169732
1993600.0,0.0132163
2144030.0,0.0105368
2312920.0,0.00830505
2456410.0,0.00677098
2642340.0,0.00524881
2823880.0,0.00411706
3001810.0,0.0032868
3197610.0,0.00258502
3413530.0,0.00201704
3596660.0,0.00166311
3848830.0,0.0012993
4029660.0,0.00110646
4355630.0,8.85525E-4
4500000.0,8.06685E-4
5000000.0,7.00481E-4
5500000.0,6.96551E-4
6125000.0,7.74566E-4
6592880.0,8.67801E-4
7465300.0,0.00112111
8500000.0,0.00144064
9250000.0,0.00159711
1.0E7,0.00166555
1.1E7,0.00161906
1.225E7,0.00142249
1.41867E7,9.84573E-4
1.51867E7,8.01249E-4
1.625E7,6.74501E-4
1.75E7,5.69697E-4
1.925E7,4.68218E-4
1.975E7,4.51357E-4
2.0E7,4.46821E-4
