94-Pu-243(n,&gamma;) ENDF/B-VII.1
65.7766,0.849223
65.8769,0.997889
65.9605,1.1905
66.0297,1.42926
66.087,1.71857
66.1348,2.06833
66.1777,2.53085
66.2135,3.10189
66.2422,3.75967
66.2673,4.56023
66.2923,5.66546
66.3162,7.11291
66.3401,9.08066
66.362,11.4845
66.385,14.7446
66.4117,19.7043
66.4389,26.195
66.4738,36.6851
66.5378,60.4239
66.5874,78.0203
66.6233,86.678
66.6598,89.8498
66.6982,86.3167
66.7421,74.8395
66.8462,36.571
66.8796,26.5043
66.9064,20.0629
66.9317,15.263
66.9556,11.7673
66.9794,9.11435
67.0019,7.24009
67.0248,5.80802
67.0506,4.63278
67.0764,3.78922
67.106,3.1003
67.1377,2.58006
67.1786,2.11677
67.2239,1.76337
67.2807,1.45845
67.3404,1.23588
67.424,1.02401
67.5195,0.867718
67.615,0.767767
67.7105,0.705202
67.8577,0.660571
67.9094,0.657252
68.0343,0.674412
68.1591,0.731429
68.2758,0.833635
68.3762,0.980106
68.4598,1.1703
68.5291,1.40683
68.5865,1.69487
68.6343,2.04566
68.6701,2.42154
68.706,2.96021
68.7346,3.57865
68.7633,4.45659
68.7872,5.47736
68.8111,6.866
68.835,8.74657
68.8579,11.149
68.8809,14.2756
68.9076,19.012
68.9354,25.3086
68.9688,34.8402
69.0262,54.8797
69.0874,75.7407
69.1233,83.8809
69.1598,86.8561
69.1982,83.5422
69.2422,72.7428
69.3493,35.3365
69.3832,25.6041
69.4133,18.7779
69.4391,14.2494
69.463,11.0192
69.4869,8.56412
69.5108,6.73053
69.5366,5.28467
69.5596,4.3458
69.5882,3.49774
69.62,2.84505
69.6518,2.38709
69.6881,2.01329
69.7335,1.68341
69.7933,1.38578
69.865,1.14629
69.9486,0.960983
70.0442,0.823373
70.1637,0.719311
70.3071,0.658031
70.4095,0.645689
70.5341,0.662586
70.6586,0.718599
70.7751,0.819096
70.8756,0.963618
70.9593,1.1517
71.0286,1.3864
71.086,1.67377
71.1339,2.02642
71.1697,2.4073
71.2056,2.95689
71.2343,3.59056
71.2594,4.35997
71.2821,5.30103
71.306,6.63442
71.33,8.43351
71.3539,10.8328
71.3768,13.8345
71.4036,18.3634
71.4318,24.4785
71.4687,34.5762
71.5376,57.8446
71.5873,73.616
71.6233,81.2856
71.6598,84.0826
71.6983,80.9672
71.7423,70.7849
71.8523,34.1833
71.8867,24.7613
71.9169,18.2312
71.9441,13.6698
71.968,10.6004
71.992,8.25966
72.0168,6.44501
72.0426,5.07283
72.0656,4.1788
72.0931,3.39715
72.1249,2.76331
72.1613,2.26594
72.1976,1.91802
72.2459,1.59344
72.3057,1.31922
72.3775,1.09716
72.4492,0.945114
72.5449,0.809327
72.6645,0.706829
72.808,0.646639
72.9094,0.634678
73.0337,0.651252
73.158,0.706237
73.2743,0.80503
73.3748,0.947622
73.4586,1.13364
73.5281,1.36659
73.5855,1.65346
73.6334,2.00825
73.6693,2.39445
73.698,2.8245
73.7267,3.42031
73.7555,4.26391
73.7818,5.35443
73.8057,6.71291
73.8297,8.5362
73.8536,10.9521
73.8804,14.5265
73.9072,19.1819
73.9383,26.0829
73.9781,37.1674
74.0757,68.5165
74.1148,77.5085
74.1546,81.4122
74.1598,81.4644
74.1933,79.2278
74.2309,71.9442
74.2902,53.9252
74.351,34.3271
74.3869,24.7338
74.4171,18.3141
74.4444,13.7886
74.4707,10.453
74.4946,8.15887
74.52,6.34228
74.5459,4.99285
74.5717,4.01729
74.5981,3.29873
74.6299,2.68368
74.6617,2.25172
74.6981,1.89963
74.7465,1.57364
74.8063,1.30024
74.8781,1.07999
74.9499,0.929651
75.0457,0.795662
75.1654,0.694719
75.309,0.635633
75.4095,0.624079
75.5335,0.640395
75.6574,0.694452
75.7736,0.791679
75.8742,0.932514
75.9581,1.11668
76.0276,1.34821
76.0851,1.63505
76.133,1.9927
76.1689,2.38499
76.1976,2.82411
76.2264,3.43424
76.2551,4.29839
76.2815,5.41295
76.3055,6.79564
76.3294,8.64137
76.3534,11.0713
76.3802,14.6392
76.407,19.248
76.4382,26.0194
76.4779,36.7854
76.5757,66.7637
76.6148,75.2729
76.6546,78.9574
76.6598,79.0067
76.6933,76.8966
76.7309,70.0115
76.7903,52.8793
76.8564,32.5537
76.8938,23.1725
76.923,17.3526
76.9494,13.2297
76.9757,10.0577
77.0002,7.83149
77.0261,6.07507
77.0519,4.79424
77.0778,3.86525
77.1075,3.10621
77.1394,2.53945
77.1712,2.1393
77.2076,1.8115
77.2589,1.49168
77.3188,1.23952
77.3907,1.03509
77.4745,0.876094
77.5703,0.757934
77.6662,0.683159
77.8099,0.625076
77.9095,0.613875
78.0332,0.62993
78.1569,0.6831
78.2729,0.778851
78.3736,0.918032
78.4575,1.1005
78.5271,1.33081
78.575,1.56141
78.623,1.89416
78.6613,2.28604
78.6901,2.70051
78.7189,3.27451
78.7476,4.08457
78.7728,5.07078
78.7956,6.26765
78.822,8.12983
78.8483,10.6454
78.8723,13.6292
78.8992,17.8909
78.9313,24.3901
78.973,35.0408
79.0756,65.0983
79.1147,73.1637
79.1571,76.6814
79.1598,76.694
79.1934,74.6996
79.231,68.1803
79.2904,51.8694
79.3566,32.3025
79.394,23.1571
79.4256,17.0174
79.4544,12.6988
79.4808,9.68041
79.5062,7.48398
79.5321,5.82134
79.558,4.60517
79.5839,3.72033
79.6124,3.01969
79.6443,2.46931
79.6807,2.03447
79.7263,1.6667
79.7714,1.41589
79.8313,1.18303
79.9032,0.993099
79.9752,0.862457
80.0711,0.745727
80.1669,0.67198
80.3108,0.614848
80.4095,0.603983
80.5329,0.619783
80.6564,0.672105
80.7722,0.766447
80.873,0.904066
80.957,1.08496
81.017,1.27653
81.0746,1.54522
81.1225,1.88097
81.1609,2.2793
81.1897,2.70259
81.2185,3.29006
81.2473,4.11893
81.2725,5.12556
81.2953,6.34253
81.3217,8.22595
81.3481,10.7534
81.3759,14.2739
81.4066,19.343
81.4412,26.6374
81.4872,38.7069
81.5755,63.513
81.6147,71.1693
81.6571,74.5009
81.6598,74.5128
81.6984,72.0344
81.7368,65.1813
81.7996,48.2247
81.8644,30.0715
81.9009,21.7288
81.9331,15.9131
81.9618,11.8998
81.9882,9.09604
82.0122,7.15479
82.0381,5.58014
82.0641,4.42496
82.09,3.58197
82.1173,2.93634
82.1492,2.40187
82.1811,2.02395
82.2176,1.71455
82.2598,1.45856
82.3198,1.20695
82.3918,1.00515
82.4758,0.84923
82.5718,0.733848
82.6677,0.661075
82.8117,0.604846
82.9095,0.594298
83.0327,0.609851
83.1558,0.661356
83.2715,0.754349
83.3556,0.862955
83.4396,1.02738
83.5069,1.22532
83.5645,1.47692
83.6125,1.78945
83.6509,2.15783
83.6822,2.5854
83.711,3.13807
83.7398,3.91515
83.765,4.85602
83.7902,6.12905
83.8166,7.93073
83.843,10.3415
83.868,13.3023
83.8987,18.0023
83.9309,24.2727
83.9727,34.3552
84.0639,59.2643
84.1062,68.0222
84.1469,72.1898
84.1598,72.4512
84.2023,69.6214
84.2407,62.753
84.3079,45.0885
84.3675,29.1615
84.4044,21.0529
84.4357,15.6147
84.4645,11.7137
84.4909,8.97533
84.5154,7.03769
84.5413,5.49485
84.5673,4.35871
84.5949,3.48158
84.6222,2.85582
84.6542,2.33683
84.6907,1.92606
84.7363,1.57889
84.7843,1.33006
84.8444,1.11519
84.9164,0.939743
85.0004,0.802674
85.0965,0.700894
85.2166,0.625836
85.3611,0.587333
85.4095,0.584683
85.5324,0.59999
85.6553,0.650705
85.7708,0.742402
85.8549,0.849863
85.9391,1.01295
86.0063,1.21006
86.064,1.46215
86.1121,1.77771
86.1505,2.15224
86.1818,2.5888
86.2106,3.15404
86.2395,3.94827
86.2647,4.90735
86.2899,6.19981
86.3164,8.01921
86.3428,10.4384
86.3716,13.9078
86.4024,18.707
86.4375,25.6472
86.487,37.7577
86.5639,57.9467
86.6062,66.2905
86.6469,70.2505
86.6598,70.4987
86.7023,67.8109
86.7407,61.2745
86.808,44.3671
86.871,28.1796
86.908,20.4048
86.9407,14.9675
86.9695,11.2558
86.996,8.64533
87.0214,6.73081
87.0474,5.26866
87.0733,4.18913
87.0998,3.38422
87.1272,2.77778
87.1591,2.27384
87.1911,1.9168
87.2276,1.6245
87.2728,1.36928
87.3329,1.13702
87.405,0.950494
87.4771,0.823375
87.5732,0.710464
87.6693,0.639487
87.8135,0.584928
87.9096,0.574965
88.0322,0.59006
88.1548,0.640061
88.2703,0.730585
88.3544,0.837021
88.4386,0.998962
88.5059,1.19551
88.5636,1.44853
88.6117,1.76772
88.6502,2.14905
88.6815,2.59523
88.7103,3.17358
88.7392,3.98528
88.7644,4.96257
88.7897,6.27399
88.8137,7.92063
88.8402,10.2883
88.8676,13.4778
88.8984,18.0799
88.934,24.8255
88.9821,36.0802
89.0638,56.699
89.1061,64.6577
89.1508,68.5458
89.1598,68.6615
89.2023,66.1052
89.2523,57.4456
89.3745,27.2556
89.4115,19.7928
89.4409,15.0417
89.4697,11.3522
89.4938,8.94928
89.5188,7.0035
89.5447,5.47363
89.5707,4.33741
89.5955,3.53351
89.6229,2.87904
89.6549,2.33641
89.6914,1.90935
89.728,1.61259
89.7732,1.3551
89.8333,1.12242
89.9055,0.936624
89.9776,0.810423
90.0738,0.698551
90.17,0.628329
90.3142,0.574445
90.4095,0.564687
90.5319,0.579489
90.6543,0.628711
90.7696,0.718008
90.8538,0.823378
90.938,0.984136
91.0054,1.18013
91.0536,1.38386
91.1017,1.68089
91.1402,2.0334
91.1739,2.48122
91.2028,3.02505
91.2316,3.78591
91.2569,4.69963
91.2846,6.05926
91.3087,7.63464
91.3327,9.66373
91.3597,12.5776
91.3905,16.8582
91.4271,23.3532
91.4771,34.4828
91.5638,55.4844
91.6061,63.0846
91.6508,66.7886
91.6598,66.8987
91.7024,64.4643
91.7524,56.1985
91.8747,27.0842
91.9151,19.1936
91.9459,14.4233
91.9748,10.9092
92.0017,8.37687
92.0277,6.51275
92.0537,5.10868
92.0797,4.06472
92.105,3.31225
92.1324,2.71135
92.1644,2.21111
92.201,1.81534
92.2376,1.5388
92.2857,1.28487
92.3459,1.06998
92.4181,0.897164
92.5023,0.763413
92.5986,0.664665
92.7189,0.592183
92.8623,0.55548
92.9095,0.552972
93.0316,0.567458
93.1538,0.61588
93.2689,0.703945
93.3532,0.808276
93.4375,0.967928
93.5049,1.16352
93.5531,1.36808
93.6012,1.66844
93.6398,2.02708
93.6735,2.48424
93.7024,3.03984
93.7313,3.81612
93.7566,4.74559
93.7843,6.12274
93.8084,7.7104
93.8325,9.74458
93.8594,12.6485
93.8903,16.886
93.9269,23.2664
93.977,34.1021
94.0637,54.3268
94.1145,62.6294
94.1598,65.2326
94.2024,62.9108
94.2525,55.0104
94.3782,26.2036
94.4187,18.619
94.451,13.8359
94.4799,10.4859
94.5078,7.99333
94.5338,6.22806
94.5598,4.89603
94.5858,3.90344
94.6145,3.10558
94.6419,2.55323
94.674,2.09152
94.7106,1.72432
94.7561,1.41511
94.8103,1.1701
94.8705,0.986034
94.9307,0.856582
95.003,0.746286
95.0993,0.648273
95.2197,0.576343
95.3628,0.539902
95.4096,0.537339
95.5315,0.551308
95.6533,0.598749
95.7683,0.685432
95.8527,0.788623
95.937,0.947116
96.0045,1.14236
96.0527,1.34793
96.0912,1.58024
96.1298,1.91198
96.1587,2.26257
96.1913,2.81641
96.2202,3.51493
96.2455,4.34953
96.2708,5.46217
96.2985,7.0927
96.3226,8.94588
96.3515,11.8138
96.3824,15.7628
96.42,21.9134
96.4672,31.5551
96.5636,53.2079
96.6145,61.1512
96.6598,63.6361
96.7024,61.4195
96.7526,53.8621
96.8817,25.3587
96.9222,18.063
96.956,13.2728
96.9849,10.0767
97.0138,7.62403
97.0398,5.95082
97.0659,4.68599
97.0919,3.74136
97.1194,3.00728
97.1468,2.47155
97.1789,2.02277
97.2109,1.70315
97.2505,1.42379
97.2987,1.18859
97.3589,0.988947
97.4312,0.827902
97.5035,0.717707
97.5999,0.61963
97.7204,0.547204
97.8168,0.517039
97.9251,0.506488
98.0409,0.521015
98.1567,0.565817
98.2676,0.647508
98.352,0.748341
98.4196,0.867146
98.4871,1.04158
98.5426,1.25652
98.5812,1.47202
98.6198,1.77825
98.6535,2.16447
98.6834,2.64809
98.7116,3.28213
98.7399,4.15784
98.7674,5.32561
98.7934,6.80476
98.8223,8.98353
98.8513,11.8424
98.8822,15.7538
98.9198,21.8023
98.9719,32.2525
99.0635,52.1011
99.1145,59.7095
99.1598,62.0834
99.2025,59.9624
99.2526,52.7206
99.3853,24.4982
99.4263,17.3984
99.4572,13.1446
99.4842,10.1767
99.5131,7.69805
99.5372,6.10662
99.5645,4.73228
99.5927,3.68319
99.6209,2.92053
99.6491,2.36669
99.681,1.91814
99.7147,1.58078
99.7485,1.33702
99.7967,1.09006
99.8522,0.893905
99.9125,0.742503
99.9849,0.611598
100.067,0.504684
100.168,0.410362
100.279,0.336971
100.414,0.273692
100.549,0.228356
100.723,0.186455
100.926,0.152137
101.167,0.123707
101.437,0.101637
101.665,0.0897702
101.7,0.0886624
101.7,11.5052
121.585,10.4007
126.275,10.1402
150.85,9.13211
180.346,8.28511
200.0,7.72072
237.5,6.96226
275.0,6.37021
328.771,5.74391
350.0,5.49664
418.435,4.93003
425.0,4.87568
500.0,4.407
597.765,3.94251
600.0,3.93189
700.0,3.56868
836.871,3.19321
850.0,3.15719
1000.0,2.84901
1195.53,2.55644
1250.0,2.47494
1494.41,2.21383
1500.0,2.20786
1750.0,2.00689
2000.0,1.85001
2375.0,1.67018
2750.0,1.53532
3287.71,1.40131
3500.0,1.3484
4184.35,1.23842
4250.0,1.22787
5000.0,1.14671
5977.65,1.07822
6000.0,1.07666
7000.0,1.03471
8368.71,1.00738
8500.0,1.00476
10000.0,0.999981
10000.0,0.99994
15000.0,0.740024
30000.0,0.47001
50000.0,0.300006
60000.0,0.260003
70000.0,0.240002
100000.0,0.220001
250794.0,0.172222
400000.0,0.120001
512221.0,0.0966393
700000.0,0.0450016
900000.0,0.0549989
1001590.0,0.0399365
1500000.0,0.0200002
3000000.0,0.0050001
1.0E7,0.00200001
2.0E7,0.001
