92-U-239(n,&gamma;) ENDF/B-VII.1
8.58392,38.5199
8.60171,47.775
8.61895,60.3294
8.634,75.4913
8.64932,96.519
8.66519,126.03
8.68161,166.39
8.7024,231.717
8.74082,364.911
8.75768,404.97
8.77475,419.839
8.79008,407.914
8.80846,365.833
8.86002,190.046
8.87807,140.639
8.89422,106.921
8.90954,83.0569
8.92404,66.3057
8.93937,53.2258
8.95579,42.9819
8.97494,34.3854
8.99409,28.1841
9.01708,22.7896
9.04335,18.3839
9.07126,15.0162
9.10574,12.0406
9.14185,9.81898
9.18564,7.90117
9.23598,6.35823
9.28962,5.20357
9.34708,4.32245
9.41603,3.57607
9.49648,2.97336
9.58514,2.52186
9.69459,2.15982
9.82593,1.90682
9.95293,1.79027
10.0361,1.76832
10.1556,1.80834
10.275,1.94011
10.3875,2.17308
10.4862,2.50305
10.5683,2.91434
10.6363,3.39527
10.7108,4.15075
10.7667,4.96458
10.8193,6.03687
10.8653,7.35354
10.9047,8.91933
10.9431,11.0475
10.9771,13.7235
11.0034,16.6024
11.0296,20.5963
11.0507,25.0524
11.0718,31.2636
11.0902,38.8658
11.1074,48.8296
11.1239,61.9739
11.1392,78.6206
11.1557,102.439
11.1737,136.959
11.1951,188.712
11.2361,298.325
11.2576,337.211
11.2747,347.696
11.29,339.342
11.3084,309.354
11.3392,230.366
11.3682,154.143
11.3866,115.397
11.4039,87.2735
11.4197,67.8483
11.4351,53.8727
11.4504,43.4867
11.4669,35.2672
11.486,28.323
11.5074,22.812
11.5304,18.5657
11.5567,15.0777
11.5863,12.2615
11.6208,9.91377
11.6586,8.07769
11.7024,6.55864
11.7518,5.34717
11.8054,4.40924
11.8706,3.6091
11.9397,3.01804
12.0202,2.53669
12.1079,2.17827
12.1955,1.93429
12.327,1.7108
12.4587,1.60715
12.5465,1.59149
12.6946,1.65833
12.7933,1.77645
12.9167,2.03686
13.0099,2.35574
13.0922,2.77347
13.1695,3.34798
13.231,4.0043
13.2924,4.94713
13.3406,6.00611
13.3867,7.43673
13.4262,9.18303
13.4607,11.345
13.4893,13.8395
13.5161,17.1284
13.5392,21.0983
13.5589,25.828
13.577,31.7989
13.5951,40.0795
13.6124,51.0582
13.6297,66.1314
13.6461,85.3163
13.6653,114.599
13.6883,159.285
13.7329,255.071
13.7553,288.055
13.7747,297.998
13.7917,290.282
13.8132,260.988
13.8534,175.777
13.8803,121.356
13.8992,90.9723
13.9165,69.5805
13.9316,55.3341
13.9489,43.1332
13.9667,34.0385
13.9848,27.3876
14.0059,21.8556
14.0273,17.8605
14.0542,14.2929
14.0843,11.4901
14.1172,9.32648
14.1556,7.53518
14.2006,6.06205
14.2467,4.99282
14.2977,4.13998
14.3602,3.39902
14.4331,2.80159
14.5154,2.34052
14.6141,1.97296
14.6964,1.76781
14.8272,1.5662
14.9581,1.47303
15.0454,1.45925
15.1771,1.50871
15.3089,1.65464
15.4296,1.90615
15.5284,2.24173
15.6108,2.66359
15.6865,3.23494
15.748,3.90796
15.8007,4.72362
15.8468,5.72014
15.8863,6.89949
15.9259,8.55023
15.9605,10.6131
15.989,13.0217
16.0159,16.2439
16.039,20.1932
16.0587,24.954
16.0768,30.9951
16.0949,39.3443
16.1122,50.2687
16.1295,64.9358
16.1479,85.4736
16.1685,114.948
16.208,185.343
16.2328,227.642
16.2552,253.685
16.2747,261.454
16.2974,250.86
16.3233,216.997
16.3804,115.841
16.4013,85.887
16.4205,64.4705
16.4367,50.7142
16.454,39.6461
16.4699,32.0592
16.488,25.6809
16.5061,21.0232
16.5275,17.0301
16.5506,13.9412
16.5791,11.2202
16.6121,9.02175
16.6505,7.23246
16.6944,5.81042
16.7405,4.75929
16.7877,3.98163
16.8503,3.24821
16.9233,2.66215
16.9996,2.24075
17.0984,1.87485
17.1972,1.63859
17.3199,1.46134
17.4426,1.37396
17.5244,1.35577
17.6637,1.39426
17.803,1.53114
17.8958,1.69563
17.9947,1.9661
18.0771,2.30453
18.1596,2.80587
18.2211,3.3502
18.2826,4.13211
18.3332,5.05903
18.3793,6.27067
18.4156,7.61434
18.4502,9.41587
18.4799,11.6104
18.504,14.1134
18.5271,17.453
18.5463,21.3206
18.5645,26.3022
18.5826,33.118
18.5996,41.7866
18.6169,53.496
18.6362,70.6642
18.6573,95.1246
18.6881,139.761
18.7279,199.811
18.7503,223.661
18.7744,233.337
18.7746,233.337
18.7973,224.809
18.8232,197.205
18.887,101.716
18.909,75.0547
18.9268,58.0135
18.9441,45.2218
18.9614,35.5446
18.979,28.2401
18.9971,22.7067
19.0161,18.4795
19.0392,14.797
19.0622,12.1722
19.0903,9.88621
19.1232,7.98842
19.1617,6.43694
19.2012,5.30308
19.2474,4.35287
19.2985,3.60077
19.3611,2.95117
19.4342,2.42991
19.5166,2.02958
19.6155,1.71151
19.6979,1.53453
19.8203,1.36968
19.9427,1.28863
20.0243,1.272
20.1633,1.30862
20.3023,1.43741
20.3949,1.59194
20.4939,1.84683
20.5764,2.16615
20.6589,2.64019
20.7204,3.15615
20.7732,3.7747
20.826,4.64992
20.8722,5.75334
20.9101,7.04306
20.9448,8.71429
20.9745,10.7607
20.9998,13.2337
21.0229,16.4292
21.0421,20.1358
21.0611,25.1481
21.0792,31.6985
21.0968,40.2308
21.1141,51.2596
21.1339,67.6191
21.157,92.0615
21.2021,151.311
21.2325,188.233
21.2597,208.04
21.2744,210.975
21.2971,203.943
21.3231,180.951
21.3935,90.2034
21.4166,66.1922
21.4366,49.9842
21.454,39.249
21.4729,30.3961
21.4911,24.1672
21.5092,19.573
21.5276,16.1205
21.5507,12.9839
21.5738,10.7336
21.6013,8.79584
21.6343,7.14205
21.6684,5.9163
21.708,4.88265
21.7542,4.01595
21.8092,3.28609
21.8718,2.70537
21.9345,2.29411
22.017,1.91551
22.116,1.61521
22.1985,1.44836
22.3206,1.29357
22.4427,1.21763
22.5242,1.20223
22.6629,1.23722
22.8017,1.35926
22.8942,1.50552
22.9932,1.74749
23.0758,2.05098
23.1583,2.50249
23.2199,2.99516
23.2728,3.58744
23.3256,4.42883
23.3718,5.4958
23.4098,6.7529
23.4444,8.39966
23.4692,10.0473
23.4956,12.5031
23.5187,15.577
23.538,19.1405
23.5578,24.1796
23.576,30.4726
23.5941,38.855
23.6139,50.9361
23.6357,68.2245
23.6607,93.3418
23.7227,164.497
23.7499,185.999
23.7743,192.724
23.7971,186.814
23.823,167.33
23.8736,109.7
23.905,75.7465
23.9268,56.8793
23.9466,43.4182
23.9639,34.3206
23.9821,27.0485
24.0002,21.6156
24.02,17.2648
24.0393,14.1734
24.0624,11.4835
24.0905,9.1951
24.118,7.6082
24.151,6.23661
24.1884,5.1242
24.2346,4.15242
24.2886,3.36528
24.3513,2.73581
24.4245,2.2369
24.501,1.88076
24.5835,1.61547
24.666,1.43203
24.7803,1.26846
24.9022,1.17437
25.0241,1.14313
25.1626,1.1767
25.3011,1.29297
25.3934,1.43219
25.4926,1.66321
25.5752,1.95334
25.6412,2.28419
25.7106,2.78086
25.7723,3.4297
25.8186,4.12409
25.8648,5.10846
25.9045,6.32935
25.9342,7.61988
25.9639,9.43685
25.9876,11.4813
26.0107,14.2803
26.03,17.509
26.0485,21.6798
26.0666,27.1756
26.0848,34.4431
26.1038,44.362
26.1261,59.4886
26.1528,82.643
26.2225,153.273
26.2498,171.777
26.2742,177.525
26.297,172.479
26.323,155.731
26.367,112.017
26.405,74.0271
26.4292,54.5044
26.4491,41.9285
26.467,33.0538
26.4851,26.1153
26.5033,20.8733
26.524,16.4916
26.5432,13.51
26.5664,10.9137
26.5906,8.96807
26.6181,7.37821
26.6512,6.0199
26.6886,4.92933
26.7349,3.98397
26.7888,3.22261
26.8411,2.70203
26.9039,2.25534
26.9849,1.85924
27.0675,1.58561
27.1666,1.36695
27.2807,1.21121
27.4023,1.12179
27.524,1.09227
27.6622,1.12456
27.8005,1.23583
27.8926,1.36897
27.9918,1.59057
28.0745,1.86925
28.1406,2.18765
28.21,2.66679
28.2629,3.18919
28.3114,3.85903
28.3577,4.77154
28.3974,5.90384
28.4288,7.18121
28.4586,8.90607
28.4834,10.9592
28.5065,13.6666
28.5258,16.7811
28.5451,20.9877
28.5633,26.2788
28.5814,33.1977
28.601,42.8254
28.6233,56.921
28.6525,80.3055
28.7174,139.802
28.7408,155.562
28.7681,164.363
28.774,164.654
28.7968,160.291
28.8228,145.722
28.8614,112.273
28.9049,72.3326
28.9316,52.3071
28.9539,39.2539
28.9729,30.663
28.9911,24.3293
29.0093,19.5033
29.0278,15.8119
29.0471,12.9328
29.0702,10.4207
29.0961,8.43348
29.1237,6.93441
29.1567,5.65762
29.1953,4.61021
29.2416,3.7333
29.289,3.09984
29.3413,2.59581
29.4041,2.16454
29.4851,1.78307
29.5678,1.52009
29.667,1.31025
29.781,1.16124
29.9024,1.07585
30.0238,1.04778
30.1618,1.07894
30.2998,1.18584
30.4084,1.34299
30.5077,1.57292
30.5904,1.86347
30.6654,2.25248
30.7271,2.71846
30.78,3.28742
30.8242,3.95166
30.8639,4.78435
30.8969,5.74786
30.9284,7.0289
30.9532,8.43824
30.978,10.3973
30.9984,12.6213
31.0177,15.455
31.037,19.2582
31.0568,24.5079
31.0781,32.0391
31.1007,42.6984
31.1255,57.8758
31.16,84.4567
31.2172,131.752
31.2406,145.64
31.2679,153.349
31.2738,153.604
31.3023,147.678
31.3337,129.425
31.4125,64.829
31.439,47.2851
31.4613,35.6957
31.482,27.4507
31.5032,21.1048
31.5239,16.5655
31.5432,13.4381
31.5663,10.7094
31.5906,8.68189
31.6182,7.05349
31.6513,5.69327
31.6888,4.62519
31.7285,3.82575
31.7786,3.11257
31.831,2.58867
31.8939,2.14491
31.9689,1.77985
32.0516,1.50579
32.1343,1.31801
32.2408,1.15936
32.362,1.05589
32.4832,1.01184
32.5236,1.00849
32.6614,1.03864
32.7992,1.14167
32.9077,1.29315
33.007,1.51538
33.0897,1.79663
33.1648,2.17407
33.2266,2.62748
33.2795,3.18314
33.3237,3.83513
33.3634,4.6583
33.3965,5.61966
33.428,6.91162
33.4528,8.34657
33.4776,10.3537
33.498,12.6361
33.5173,15.5361
33.5366,19.4019
33.5565,24.6816
33.5778,32.1483
33.6004,42.5333
33.6277,58.6515
33.6702,90.0043
33.7121,121.483
33.7404,136.968
33.7705,143.946
33.7736,144.007
33.8022,138.774
33.8335,122.552
33.9163,60.9416
33.9438,44.227
33.9667,33.3655
33.988,25.614
34.0092,19.7788
34.0277,15.962
34.047,12.9468
34.0702,10.303
34.0906,8.605
34.1182,6.94493
34.1458,5.76637
34.1822,4.66694
34.2219,3.83006
34.2683,3.14188
34.3207,2.59365
34.3836,2.13448
34.4525,1.78549
34.5353,1.49839
34.6346,1.27164
34.7412,1.11856
34.8621,1.01897
34.9831,0.976652
35.0234,0.973465
35.161,1.0027
35.2986,1.10228
35.4069,1.24872
35.5063,1.46411
35.5891,1.73717
35.6642,2.10446
35.726,2.547
35.779,3.09147
35.8232,3.73386
35.8629,4.55123
35.8961,5.5152
35.9275,6.82435
35.9524,8.29046
35.9772,10.3498
35.9977,12.6905
36.017,15.6515
36.0363,19.5676
36.0562,24.8574
36.0774,32.2346
36.1026,43.5835
36.1324,60.8364
36.2119,115.443
36.2401,129.316
36.2703,135.534
36.2734,135.588
36.3002,131.478
36.3289,118.931
36.3786,85.6908
36.4219,56.2449
36.4493,41.1951
36.4725,31.149
36.4923,24.4366
36.5122,19.2471
36.5315,15.4049
36.5508,12.4981
36.574,9.93605
36.5961,8.17164
36.6237,6.5932
36.6513,5.47324
36.6822,4.56503
36.722,3.7331
36.7684,3.05454
36.8208,2.51705
36.8838,2.06866
36.9528,1.72885
37.0356,1.44995
37.1349,1.23007
37.2415,1.08196
37.3622,0.985816
37.483,0.945028
37.5232,0.941985
37.6606,0.970383
37.798,1.06688
37.9062,1.2088
38.0057,1.41808
38.0885,1.68385
38.1636,2.0422
38.2255,2.47531
38.2785,3.01042
38.3227,3.64556
38.3625,4.46054
38.3957,5.43142
38.4222,6.51716
38.447,7.92291
38.4719,9.89397
38.4934,12.2661
38.5128,15.1193
38.5321,18.8675
38.5528,24.1296
38.5741,31.144
38.5998,42.0854
38.6296,58.2064
38.7116,110.003
38.7399,122.511
38.7701,128.09
38.7732,128.139
38.8018,123.962
38.8332,110.878
38.8928,73.3612
38.9312,50.095
38.9586,36.7682
38.9818,27.912
39.003,21.6369
39.0237,16.9743
39.0431,13.6718
39.0624,11.1633
39.0851,8.98471
39.1072,7.43119
39.1348,6.03178
39.1624,5.03206
39.1955,4.16736
39.2353,3.43073
39.2789,2.85553
39.3314,2.3633
39.3944,1.95088
39.4695,1.61448
39.5524,1.36362
39.6353,1.19255
39.7417,1.04888
39.8623,0.955831
39.9829,0.916413
40.023,0.913497
40.1603,0.941137
40.2975,1.03484
40.4055,1.17268
40.505,1.37648
40.5879,1.63574
40.6631,1.98617
40.725,2.41108
40.7781,2.93845
40.8223,3.56851
40.8621,4.38423
40.8952,5.36592
40.9218,6.47293
40.9466,7.91365
40.9715,9.93634
40.9931,12.3633
41.0124,15.2647
41.0318,19.0442
41.0525,24.2925
41.0768,32.322
41.1044,44.1525
41.1395,63.0462
41.2059,102.286
41.2397,116.418
41.2699,121.455
41.273,121.498
41.3016,117.73
41.333,105.875
41.3861,75.4258
41.4311,49.4728
41.4609,35.65
41.4847,27.0449
41.506,21.0508
41.5275,16.402
41.5469,13.231
41.5701,10.3978
41.5933,8.35371
41.6182,6.77953
41.6458,5.53539
41.6757,4.58011
41.7088,3.81841
41.7486,3.16388
41.8,2.57331
41.8526,2.15127
41.9156,1.79335
41.9863,1.5128
42.0692,1.28658
42.1687,1.10746
42.2821,0.982019
42.4025,0.910689
42.5228,0.887615
42.6598,0.914555
42.7968,1.0057
42.9048,1.13983
43.0043,1.33867
43.0872,1.59208
43.1625,1.93546
43.2244,2.35325
43.2775,2.87434
43.3217,3.5013
43.3549,4.16098
43.3881,5.08646
43.4163,6.20619
43.4412,7.58957
43.4661,9.52598
43.4887,11.977
43.512,15.4202
43.5352,20.098
43.5582,26.2241
43.5825,34.6087
43.6115,47.2764
43.6585,72.5912
43.7111,100.593
43.7394,110.928
43.7727,115.539
43.8013,112.121
43.8383,98.8168
43.9334,47.6185
43.9632,34.5845
43.9876,26.2184
44.0119,19.7825
44.0351,15.1875
44.0584,11.8047
44.0821,9.29568
44.107,7.41845
44.1347,5.95038
44.1623,4.91345
44.1955,4.03132
44.2353,3.29406
44.279,2.72784
44.3316,2.24912
44.3946,1.85147
44.4698,1.52915
44.5528,1.28992
44.6357,1.12731
44.7421,0.991288
44.8623,0.903574
44.9825,0.866506
45.0226,0.863803
45.1594,0.890106
45.2963,0.978936
45.4041,1.10972
45.5037,1.30406
45.5867,1.55219
45.6619,1.8893
45.7239,2.30094
45.777,2.81706
45.8213,3.44279
45.8545,4.10695
45.8877,5.0469
45.9159,6.19202
45.9408,7.61107
45.9657,9.59553
45.9884,12.0956
46.0116,15.5802
46.0349,20.265
46.0578,26.3264
46.0852,35.6693
46.1187,50.2197
46.2053,94.1466
46.2392,105.952
46.2725,110.159
46.3011,107.042
46.3326,97.1627
46.3824,72.969
46.4358,45.8817
46.4662,33.3658
46.4905,25.4293
46.5118,19.9513
46.5351,15.3476
46.5583,11.9232
46.5821,9.36343
46.607,7.43948
46.6347,5.93395
46.6623,4.87432
46.6955,3.97915
46.7354,3.23794
46.7791,2.67374
46.8317,2.19997
46.8947,1.80832
46.97,1.49193
47.053,1.25769
47.136,1.09874
47.2424,0.966039
47.3624,0.880659
47.4823,0.844615
47.5223,0.842003
47.659,0.867712
47.7956,0.954398
47.9033,1.08208
48.003,1.27232
48.086,1.51567
48.1525,1.80062
48.2145,2.18523
48.2676,2.66592
48.3141,3.28208
48.3473,3.91009
48.3805,4.79817
48.4104,5.95406
48.4354,7.3172
48.4603,9.21646
48.4841,11.7331
48.5073,15.0806
48.5306,19.5503
48.5544,25.5293
48.5818,34.3916
48.6158,48.3365
48.705,90.5642
48.7388,101.423
48.7722,105.277
48.7991,102.761
48.8279,94.9432
48.8744,74.7325
48.9336,46.1785
48.9652,33.5717
48.9917,25.1354
49.0155,19.2533
49.0388,14.8592
49.062,11.5685
49.0847,9.19198
49.1096,7.29438
49.1346,5.93132
49.1622,4.84693
49.1955,3.93624
49.2287,3.29454
49.2685,2.74297
49.3211,2.236
49.3737,1.88159
49.4368,1.5797
49.5199,1.30904
49.6029,1.12764
49.7026,0.984044
49.8224,0.881199
49.9422,0.831337
50.022,0.821807
50.1585,0.846968
50.295,0.931689
50.4026,1.05653
50.5023,1.24303
50.5854,1.48204
50.6518,1.76262
50.7139,2.1427
50.7671,2.62042
50.8069,3.13354
50.8402,3.72806
50.8734,4.56793
50.9,5.5166
50.9249,6.74458
50.9498,8.44654
50.9723,10.5411
50.9953,13.4264
51.0185,17.3191
51.0418,22.4038
51.0692,30.1563
51.1005,41.4286
51.1537,65.0541
51.2046,87.2558
51.2385,97.2798
51.2719,100.826
51.3006,98.2014
51.332,89.8297
51.3785,70.4995
51.4378,43.7386
51.4719,31.1241
51.4993,23.1674
51.5231,17.8097
51.5464,13.8005
51.5696,10.7888
51.5929,8.55964
51.6178,6.82111
51.6455,5.45013
51.6754,4.41607
51.7087,3.61567
51.7485,2.9518
51.7895,2.47322
51.8422,2.03983
51.9053,1.68172
51.9701,1.42615
52.0532,1.20053
52.1363,1.04796
52.2426,0.92108
52.3622,0.839778
52.4819,0.805522
52.5217,0.803066
52.6581,0.827716
52.7944,0.910619
52.9019,1.03285
53.0016,1.2159
53.0847,1.45096
53.1512,1.72764
53.2133,2.10387
53.2665,2.57961
53.3064,3.0946
53.3396,3.69608
53.3729,4.55207
53.3995,5.52345
53.4244,6.78229
53.4494,8.5233
53.4718,10.6554
53.4948,13.5714
53.5181,17.4701
53.5444,23.264
53.5718,31.0648
53.6051,42.938
53.6987,82.225
53.7382,93.4747
53.7716,96.7495
53.8003,94.3268
53.8317,86.5791
53.8783,68.5579
53.9426,41.2778
53.9747,30.0907
54.0022,22.5111
54.0268,17.2149
54.0501,13.3798
54.0734,10.4818
54.0983,8.19437
54.1232,6.54068
54.151,5.23162
54.182,4.21133
54.2152,3.45348
54.2551,2.82417
54.3,2.33442
54.3527,1.93404
54.4158,1.60165
54.4868,1.345
54.5699,1.14032
54.6697,0.979617
54.7825,0.868502
54.902,0.805732
55.0214,0.785613
55.1576,0.809788
55.2937,0.891006
55.4011,1.01081
55.5009,1.1907
55.5841,1.42217
55.6506,1.69535
55.7127,2.06836
55.7571,2.45
55.7992,2.96142
55.8325,3.53183
55.8658,4.34229
55.8957,5.39681
55.919,6.53761
55.9439,8.20514
55.9689,10.502
55.9905,13.1603
56.0138,16.8906
56.0371,21.6879
56.0653,29.1243
56.0997,40.5667
56.1984,79.5101
56.2379,89.9679
56.2713,93.002
56.3,90.7583
56.3315,83.5654
56.3781,66.7209
56.4474,39.015
56.4806,28.2224
56.5081,21.1831
56.5344,15.9674
56.5577,12.4561
56.5815,9.7417
56.6065,7.64979
56.6287,6.27697
56.6564,5.02657
56.6819,4.19867
56.7151,3.42656
56.7551,2.79026
56.8,2.29932
56.8526,1.90087
56.9159,1.5718
56.9868,1.3186
57.07,1.11716
57.1698,0.959292
57.2826,0.850405
57.4019,0.788969
57.5212,0.769305
57.6571,0.793035
57.7931,0.872685
57.9004,0.990247
58.0003,1.16721
58.0835,1.39539
58.15,1.66547
58.2122,2.03585
58.2565,2.41711
58.2987,2.93192
58.332,3.51059
58.3653,4.33796
58.3919,5.27748
58.4185,6.58631
58.4435,8.28865
58.4684,10.62
58.4939,13.855
58.5172,17.7433
58.5436,23.4034
58.5741,31.777
58.6143,45.5817
58.687,73.2973
58.7287,85.0762
58.7651,89.454
58.771,89.544
58.7997,87.4596
58.8312,80.7623
58.8778,64.98
58.9471,38.6309
58.9804,28.1788
59.0079,21.2772
59.0342,16.1068
59.0575,12.5914
59.0814,9.85114
59.1063,7.72415
59.1285,6.32147
59.1563,5.04077
59.1818,4.19313
59.2151,3.40538
59.2483,2.85162
59.2894,2.36734
59.3421,1.93849
59.4053,1.59024
59.4702,1.34447
59.5534,1.12914
59.6366,0.984326
59.7429,0.864604
59.862,0.788342
59.9812,0.756289
60.0209,0.75402
60.1567,0.777335
60.2925,0.855523
60.3997,0.970994
60.4996,1.14526
60.5829,1.37044
60.6494,1.63777
60.7027,1.9437
60.7471,2.30046
60.7915,2.81109
60.8248,3.36054
60.8581,4.14446
60.8881,5.16459
60.9131,6.35558
60.938,7.98557
60.963,10.2082
60.9858,12.8996
61.0091,16.4677
61.0363,21.8477
61.0676,29.8383
61.109,43.1353
61.1866,71.1541
61.2284,82.1779
61.2648,86.2593
61.2707,86.3432
61.2994,84.4014
61.3309,78.1486
61.3776,63.3284
61.4519,36.5985
61.4863,26.4865
61.5146,19.883
61.5418,14.9677
61.5651,11.7401
61.5895,9.169
61.6145,7.22029
61.6395,5.79356
61.665,4.72934
61.695,3.83553
61.7283,3.1415
61.7682,2.56749
61.8104,2.14673
61.8631,1.77887
61.9264,1.47526
62.0035,1.22522
62.0868,1.04466
62.17,0.922452
62.2826,0.817577
62.4016,0.758548
62.5205,0.739703
62.6562,0.762624
62.7918,0.839433
62.8989,0.95294
62.9989,1.1247
63.0821,1.34714
63.1488,1.61204
63.2021,1.91654
63.2465,2.27375
63.2909,2.78899
63.3242,3.34753
63.3575,4.14855
63.3842,5.05733
63.4075,6.13632
63.4325,7.69747
63.4575,9.81747
63.4813,12.5168
63.5047,15.9343
63.5319,21.0638
63.5641,28.8766
63.6035,40.8732
63.6862,69.1369
63.728,79.4781
63.7672,83.3503
63.7703,83.3716
63.8092,80.0709
63.8528,69.6495
63.9566,34.7156
63.9921,24.9267
64.0221,18.4458
64.0493,13.9283
64.0754,10.656
64.1004,8.31925
64.1254,6.59124
64.1504,5.32232
64.1748,4.40718
64.2014,3.67085
64.2348,3.0123
64.2681,2.54393
64.3103,2.12057
64.363,1.75312
64.4263,1.45159
64.5035,1.20422
64.5868,1.02605
64.67,0.905661
64.7825,0.802584
64.9013,0.744635
65.0201,0.726156
65.1556,0.748709
65.2911,0.824236
65.3981,0.93592
65.4981,1.10536
65.5814,1.3253
65.6481,1.58808
65.7014,1.89157
65.7458,2.24984
65.7814,2.64874
65.8169,3.20901
65.8503,3.9683
65.8803,4.95506
65.9069,6.19128
65.9319,7.78107
65.9569,9.9275
65.9808,12.641
66.008,16.6993
66.0352,21.9481
66.0697,30.4112
66.118,45.2466
66.1858,67.2347
66.2275,76.9565
66.2668,80.5847
66.2699,80.6046
66.3089,77.5128
66.3524,67.7182
66.4613,32.9671
66.4979,23.486
66.5257,17.8246
66.5529,13.5043
66.5779,10.4761
66.6029,8.19061
66.6279,6.49212
66.6557,5.12296
66.6846,4.1139
66.7146,3.37246
66.7479,2.78993
66.789,2.29102
66.8312,1.93267
66.884,1.61596
66.9534,1.33125
67.0367,1.10546
67.1201,0.955449
67.2034,0.853797
67.322,0.764526
67.4407,0.721423
67.5198,0.713299
67.6552,0.735508
67.7905,0.809841
67.8974,0.919833
67.9975,1.08712
68.0808,1.30478
68.1475,1.56574
68.2009,1.86864
68.2453,2.22855
68.2809,2.63203
68.3164,3.2023
68.3498,3.97846
68.3765,4.85722
