95-Am-242(n,&gamma;) ENDF/B-VII.1
7.17462,160.952
7.1984,128.099
7.22219,104.221
7.24823,85.025
7.27655,69.7298
7.31052,56.4188
7.35016,45.3492
7.39093,37.2006
7.43623,30.6678
7.49285,24.9216
7.54948,20.9262
7.62241,17.2914
7.70395,14.5774
7.8018,12.5127
7.91414,11.0775
8.05548,10.0688
8.71504,7.40072
8.76578,7.38393
8.84614,7.5428
8.90795,7.25952
9.00308,6.65325
9.08696,6.51373
9.37081,6.7241
9.52108,6.47242
9.79017,5.58184
9.97107,5.34638
9.99588,5.34339
10.2067,5.54645
10.7153,6.80403
10.8889,7.49874
10.9923,8.37521
11.0646,9.52267
11.1266,11.1766
11.1838,13.5409
11.2617,18.1233
11.3188,21.275
11.3636,22.259
11.365,22.2595
11.4019,21.6022
11.4589,18.7124
11.5399,14.0186
11.5851,12.1371
11.6394,10.6624
11.686,9.933
11.743,9.53583
11.7715,9.49982
11.8373,9.76642
11.9196,10.7374
12.0019,12.4205
12.1096,15.6225
12.2143,18.9172
12.2906,20.1698
12.3076,20.2163
12.3818,19.3632
12.4925,16.0052
12.5972,12.6975
12.6851,10.6865
12.773,9.43833
12.8433,8.93128
12.8934,8.82072
12.9775,9.13446
13.0336,9.76364
13.0897,10.8669
13.1327,12.1803
13.1776,14.2069
13.215,16.6788
13.2512,20.1442
13.2833,24.6265
13.3108,30.1458
13.3362,37.363
13.358,45.8757
13.3825,58.9345
13.407,76.5373
13.4352,102.538
13.4924,161.03
13.5186,177.474
13.5359,180.734
13.5578,175.185
13.5854,155.102
13.6527,86.4411
13.6786,65.617
13.7031,50.7556
13.7254,40.7997
13.7508,32.5557
13.7769,26.5669
13.8074,21.6662
13.8416,17.9051
13.8815,14.9444
13.9214,12.9371
13.9662,11.405
14.026,10.1321
14.1008,9.33414
14.1606,9.13552
14.2602,9.48994
14.3267,10.1894
14.4097,11.6679
14.4881,13.8365
14.5705,17.1209
14.7718,27.8269
14.8622,30.7175
14.9446,32.5011
14.9978,35.0895
15.0336,38.6657
15.0635,43.6229
15.0928,51.0811
15.1207,61.4814
15.1496,76.3062
15.2259,127.124
15.2547,140.243
15.2764,143.584
15.3036,138.607
15.3377,120.597
15.4044,74.9907
15.4348,58.7553
15.4638,47.2142
15.4935,38.6108
15.5254,31.9521
15.5623,26.4039
15.608,21.5275
15.6623,17.4384
15.7232,14.216
15.7927,11.6385
15.8688,9.69041
15.9449,8.33963
16.0282,7.31687
16.126,6.52812
16.2564,5.94198
16.3743,5.74002
16.4136,5.72957
16.5497,5.8952
16.6858,6.38229
16.8193,7.22966
16.9474,8.49834
17.0755,10.3899
17.1876,12.7486
17.3125,16.3758
17.4822,22.9315
17.6306,28.5533
17.7211,30.7446
17.7758,31.1996
17.8456,30.1669
17.9293,26.4251
18.0591,19.5001
18.1541,15.6823
18.2509,12.8319
18.364,10.4934
18.477,8.93827
18.5998,7.91598
18.7225,7.46834
18.763,7.44321
18.8767,7.74002
18.962,8.4133
19.0378,9.49354
19.101,10.9238
19.1642,13.1162
19.2116,15.544
19.2598,19.0967
19.2985,23.1459
19.3364,28.6329
19.3743,36.216
19.4114,46.2568
19.4548,61.5903
19.5363,94.3503
19.5768,104.668
19.6021,106.531
19.6365,102.661
19.6764,90.4539
19.7653,53.9051
19.8057,40.7368
19.8415,31.9573
19.8781,25.3657
19.9167,20.3493
19.9554,16.7183
20.0043,13.444
20.0532,11.1421
20.1113,9.21654
20.1701,7.84826
20.2437,6.67012
20.3143,5.91412
20.4026,5.33281
20.4908,5.07591
20.5261,5.06078
20.6085,5.25126
20.6703,5.67053
20.7277,6.39908
20.7737,7.37578
20.8104,8.58213
20.8435,10.2052
20.8711,12.1848
20.8987,15.063
20.9235,18.8021
20.9466,23.6342
20.9702,30.3408
20.9939,39.0702
21.032,56.8067
21.076,78.0416
21.1045,87.2754
21.1276,89.8145
21.1528,86.8268
21.1782,78.5027
21.2565,41.1373
21.284,30.72
21.3084,23.7366
21.3293,19.2608
21.3525,15.594
21.3757,12.958
21.4028,10.7939
21.4299,9.292
21.4663,7.94198
21.5046,7.05127
21.5523,6.42549
21.6094,6.18174
21.6563,6.34006
21.7032,6.86534
21.7384,7.57904
21.7795,8.91996
21.8112,10.5031
21.8441,12.8751
21.8758,16.0963
21.911,20.9409
22.0018,36.7388
22.03,40.1106
22.0591,41.3938
22.0863,40.2737
22.1201,36.1603
22.2102,20.2174
22.2454,15.3362
22.2759,12.1687
22.3088,9.68838
22.3417,7.92921
22.3769,6.59702
22.4121,5.64759
22.4548,4.83002
22.5126,4.08906
22.5704,3.60378
22.6444,3.20678
22.699,3.01861
22.8084,2.81764
22.8849,2.7791
23.0079,2.86207
23.1255,3.11547
23.2392,3.56298
23.342,4.18809
23.4382,5.0623
23.5028,5.93862
23.5547,6.94436
23.605,8.32634
23.6517,10.1647
23.6927,12.4314
23.7363,15.779
23.7783,20.175
23.8339,27.6921
23.8976,36.7113
23.9344,40.2502
23.9668,41.3984
24.0002,40.4051
24.0488,35.719
24.1402,23.9664
24.1884,19.3883
24.2266,16.934
24.2726,15.176
24.3183,14.4433
24.3336,14.3861
24.3902,14.8851
24.4469,16.4353
24.5036,19.0385
24.5716,23.5311
24.7054,33.9576
24.7673,36.4075
24.7838,36.5194
24.8369,35.2106
24.9049,30.5476
25.0364,19.2082
25.1044,14.6998
25.1639,11.751
25.2319,9.28519
25.2999,7.51577
25.3793,6.04685
25.4629,4.95721
25.5522,4.131
25.6574,3.44641
25.7931,2.85601
25.9424,2.44163
26.1053,2.16658
26.2846,2.01015
26.4231,1.97406
26.5778,2.02103
26.7326,2.18122
26.8874,2.50138
27.0683,3.1153
27.2279,3.64323
27.3746,3.817
27.4951,3.88355
27.5896,4.06735
27.6972,4.55139
27.7868,5.295
27.8596,6.26528
27.9166,7.39309
27.9736,9.00853
28.0354,11.4852
28.1625,17.9448
28.2136,19.6252
28.2604,20.0516
28.3173,19.3565
28.4352,17.0766
28.5691,16.2174
28.665,15.545
28.7848,13.6674
28.9147,11.2486
28.9686,10.7931
29.0206,10.995
29.0941,11.5955
29.1375,11.2059
29.1819,9.96259
29.2642,7.01636
29.3092,5.90102
29.3541,5.20436
29.4178,4.63684
29.5115,4.18344
29.624,3.92151
29.6989,3.8715
29.8403,4.02699
29.9817,4.52647
30.1187,5.35965
30.3329,6.95567
30.4417,7.36661
30.4649,7.37894
30.5471,7.19222
30.6885,6.24053
30.8673,4.84336
30.9898,4.20891
31.087,3.96424
31.1356,3.92765
31.3662,4.12329
31.4882,4.00552
31.6571,3.75715
31.8335,3.62929
31.9485,3.25016
32.1093,2.58694
32.2274,2.30214
32.3405,2.21671
32.441,2.27774
32.5415,2.4828
32.6121,2.76144
32.6686,3.15323
32.711,3.63746
32.7534,4.35918
32.8777,7.17809
32.9397,8.04289
33.0097,8.94066
33.0728,10.4065
33.1812,13.5996
33.2444,14.5097
33.2562,14.5314
33.2991,14.1894
33.3559,12.8609
33.5096,7.71106
33.5724,6.09012
33.6353,4.89882
33.7026,3.99783
33.7786,3.30214
33.8545,2.83445
33.9432,2.47687
34.0487,2.22147
34.1754,2.07408
34.2581,2.04732
34.4,2.11772
34.4811,2.24577
34.5655,2.49618
34.7364,3.26299
34.787,3.34009
34.8624,3.20037
34.9664,2.82412
35.047,2.6529
35.1069,2.61776
35.2439,2.72996
35.4928,3.13009
35.5731,3.17517
35.7257,3.08808
35.9123,2.93014
35.9706,2.92105
36.1362,3.05278
36.2859,3.39476
36.4277,3.9547
36.5458,4.65649
36.6569,5.59464
36.7591,6.80102
36.8612,8.4988
36.9429,10.392
37.0246,13.035
37.0858,15.8035
37.1413,19.2816
37.1879,23.4413
37.2288,28.7301
37.258,34.1403
37.2871,41.8245
37.3134,51.7993
37.3378,64.9863
37.3593,80.9983
37.3812,102.994
37.4033,132.24
37.4278,174.498
37.4569,238.776
37.5451,473.367
37.5711,522.007
37.6013,546.097
37.6047,546.321
37.6365,523.869
37.6675,464.963
37.7555,229.543
37.7831,169.549
37.8056,130.81
37.8262,102.854
37.8456,82.3172
37.8651,66.4989
37.8851,54.1847
37.9069,44.1339
37.933,35.4473
37.9614,28.8333
37.9941,23.4905
38.0304,19.3198
38.0755,15.69
38.1278,12.7507
38.1889,10.3568
38.2528,8.58396
38.3343,6.99955
38.4273,5.76054
38.532,4.81786
38.6366,4.18313
38.7558,3.71575
38.8823,3.43968
39.0088,3.3505
39.1405,3.44725
39.2722,3.74688
39.4298,4.37224
39.6391,5.35927
39.7694,5.62186
39.8624,5.47839
40.0113,4.7645
40.2532,3.33236
40.3957,2.71344
40.5381,2.28961
40.669,2.03878
40.8042,1.89122
40.9394,1.84538
41.0847,1.92015
41.1938,2.08985
41.2878,2.35678
41.3743,2.76133
41.4464,3.29173
41.5097,4.00039
41.5587,4.79385
41.604,5.81412
41.6485,7.18544
41.6974,9.25278
41.7473,12.0426
41.8713,20.3944
41.9134,22.3025
41.954,22.96
41.983,22.6158
42.0365,20.3935
42.177,11.0581
42.2262,8.52025
42.2738,6.68394
42.3197,5.38801
42.3722,4.32898
42.4296,3.52264
42.4849,2.97464
42.5567,2.48076
42.6428,2.09503
42.7249,1.86576
42.7991,1.74469
42.8979,1.69498
42.9765,1.75313
43.0551,1.91341
43.1557,2.26349
43.2584,2.63831
43.317,2.73495
43.3338,2.73649
43.3925,2.64466
43.4847,2.26836
43.6065,1.69346
43.689,1.40932
43.7796,1.20505
43.8665,1.08369
43.9839,0.990431
44.1318,0.941255
44.2058,0.936177
44.3959,0.971859
44.5861,1.07975
44.7805,1.26848
45.0096,1.50547
45.2031,1.59737
45.3891,1.67872
45.5,1.80461
45.611,2.03836
45.7113,2.39348
45.7906,2.82844
45.8566,3.3605
45.92,4.11073
45.9676,4.92926
46.0072,5.89314
46.0428,7.12603
46.0759,8.78544
46.1023,10.6959
46.1254,13.0202
46.1472,16.0135
46.1683,19.9358
46.1894,25.184
46.2106,32.1139
46.233,41.7138
46.2568,54.7549
46.2872,75.9159
46.3367,118.795
46.3874,161.948
46.4188,179.901
46.4503,186.393
46.4762,181.993
46.5054,167.518
46.5546,128.48
46.6075,84.2168
46.6377,64.4132
46.6617,52.6053
46.6857,44.3069
46.7063,39.69
46.7256,37.1133
46.7503,35.6791
46.7626,35.5332
46.839,37.0431
46.878,36.0916
46.9153,32.9842
46.9686,25.773
47.0325,16.4574
47.0668,12.4321
47.0977,9.63431
47.1252,7.76067
47.1544,6.29346
47.1835,5.23925
47.2186,4.35747
47.2521,3.77275
47.2969,3.23664
47.3528,2.79446
47.4177,2.45945
47.4782,2.25043
47.5589,2.07148
47.6798,1.95072
47.7202,1.94321
47.8092,1.9856
47.8982,2.12897
47.9816,2.41056
48.0372,2.73741
48.0789,3.10314
48.1269,3.71374
48.1707,4.50979
48.2208,5.747
48.3454,9.5742
48.3876,10.4246
48.4258,10.6818
48.4744,10.2455
48.542,8.6119
48.6257,6.31622
48.6729,5.36757
48.7202,4.74914
48.7695,4.4089
48.8169,4.30991
48.8682,4.39793
48.9365,4.78104
49.0048,5.47594
49.0731,6.56853
49.1278,7.84529
49.1825,9.63438
49.2371,12.1324
49.2918,15.5521
49.3533,20.6362
49.4861,33.5158
49.5362,36.6942
49.579,37.6138
49.6244,36.5472
49.6838,32.4524
49.8247,18.8523
49.8804,14.6086
49.9328,11.5868
49.9895,9.2137
50.042,7.65081
50.1075,6.29004
50.173,5.3808
50.2385,4.78779
50.3189,4.40478
50.3555,4.35581
50.4177,4.47445
50.4954,4.96295
50.6209,5.88656
50.7468,6.56578
50.7962,7.1427
50.8598,8.35498
51.0178,12.3996
51.0765,13.1994
51.1,13.274
51.1626,12.7465
51.2409,10.9562
51.3544,7.87726
51.4278,6.38328
51.4889,5.5405
51.5501,5.01086
51.6308,4.69092
51.6577,4.66592
51.7309,4.79361
51.804,5.23906
51.8623,5.8916
51.9207,6.91014
51.9799,8.44068
52.048,10.8994
52.1928,17.1345
52.2643,18.9795
52.4261,20.0484
52.5846,22.6638
52.5977,22.6939
52.6503,22.0518
52.7133,19.7377
52.8391,13.5305
52.8966,11.526
52.936,10.6326
52.9819,10.0424
53.0271,9.86996
53.0936,10.2404
53.156,11.227
53.2217,13.035
53.2773,15.4104
53.3305,18.7792
53.3762,22.9936
53.4133,27.8072
53.4505,34.4441
53.4851,42.9438
53.5198,54.4279
53.5545,69.6525
53.5953,93.0914
53.651,133.869
53.7328,196.741
53.7763,218.496
53.8113,224.386
53.8477,218.195
53.8912,196.158
54.0175,99.8286
54.0584,74.7924
54.0955,57.2258
54.1302,44.8644
54.1667,35.2411
54.2057,27.8409
54.2477,22.1921
54.2937,17.8341
54.3433,14.5063
54.3943,12.0374
54.4555,9.89404
54.5208,8.24702
54.6065,6.72221
54.6922,5.66157
54.7942,4.78667
54.8963,4.19495
55.0187,3.74779
55.1656,3.50653
55.2146,3.492
55.3321,3.59459
55.4807,3.99276
55.6717,4.62673
55.786,4.74926
56.0617,4.49596
56.4281,4.78569
56.5917,4.88294
56.7352,5.25897
57.0365,6.58896
57.1828,6.82218
57.3481,6.74412
57.459,6.91179
57.5299,7.35019
57.5913,8.10594
57.6432,9.15921
57.6951,10.7488
57.7471,13.034
57.8066,16.6163
57.9313,25.8544
57.987,28.7545
58.0319,29.572
58.072,28.9652
58.1299,26.1461
58.2793,15.2414
58.3405,11.7674
58.3914,9.5989
58.4457,7.88272
58.5052,6.52371
58.5773,5.36625
58.6516,4.54462
58.7259,3.97092
58.8235,3.46987
58.9382,3.13093
59.0528,2.98636
59.091,2.97531
59.2008,3.04668
59.3107,3.2928
59.4052,3.68473
59.5154,4.40508
59.7289,6.253
59.8221,6.71181
59.8656,6.76791
60.0847,6.29782
60.135,6.29452
60.2053,6.51193
60.2757,7.06822
60.3461,8.09065
60.4047,9.47372
60.4516,11.123
60.4968,13.4252
60.5387,16.4992
60.5764,20.3832
60.6128,25.4792
60.654,33.2185
60.7006,44.7287
60.8142,78.5634
60.8583,88.0362
60.9049,91.7354
60.9514,88.0044
61.0015,77.0829
61.116,43.9108
61.1621,33.2807
61.2014,26.3696
61.2434,20.8802
61.2859,16.8816
61.3352,13.6077
61.3901,11.0807
61.45,9.13741
61.5196,7.53793
61.6071,6.13889
61.6923,5.1957
61.7836,4.48539
61.8846,3.94804
61.9856,3.59469
62.1042,3.35352
62.2353,3.26212
62.3727,3.35286
62.4975,3.642
62.5962,4.09356
62.6786,4.74436
62.741,5.53403
62.798,6.63189
62.8495,8.10084
62.901,10.2
62.9533,13.1063
63.0368,19.1187
63.106,24.0243
63.1545,26.2728
63.1945,26.8919
63.2445,25.9394
63.3091,22.4428
63.42,14.8477
63.4731,12.05
63.52,10.2819
63.5668,9.09803
63.623,8.27765
63.6965,7.90121
63.7138,7.89899
63.7829,8.1543
63.8701,9.03325
63.9492,10.4175
64.0282,12.5437
64.1019,15.4837
64.1665,19.1173
64.231,24.0243
64.3148,32.4432
64.4507,48.0095
64.5086,52.7879
64.574,55.1065
64.5845,55.1456
64.6477,53.651
64.8034,44.6788
64.8818,42.3145
64.9036,42.2086
64.9625,43.1721
65.0672,48.3712
65.1635,53.3005
65.2054,54.0639
65.2726,52.4485
65.3397,47.4035
65.5275,26.9658
65.5996,20.9333
65.6639,16.9669
65.7268,14.1519
65.7924,12.0761
65.858,10.6475
65.9489,9.45456
66.0258,9.01574
66.0643,8.97619
66.1513,9.35079
66.2166,10.1139
66.2963,11.7266
66.3775,14.2154
66.5446,20.6054
66.6189,22.3285
66.6574,22.5688
66.7163,21.9945
66.7952,19.8214
66.9394,14.9986
67.0314,13.0531
67.2084,10.4752
67.4124,6.33193
67.4929,5.1173
67.5601,4.44389
67.6108,4.12608
67.6784,3.93597
67.6963,3.92753
67.759,4.0158
67.9058,4.43195
67.9237,4.43936
68.0024,4.26674
68.1439,3.62559
68.1886,3.54808
68.2423,3.62566
68.2818,3.82792
68.3356,4.34931
68.3866,5.16009
68.4402,6.38648
68.5865,10.7057
68.6423,11.707
68.6744,11.8769
68.7173,11.6051
68.7725,10.5667
68.8984,7.35645
68.9507,6.37141
69.0091,5.63686
69.091,5.06444
69.4025,3.76814
69.5892,2.97908
69.7032,2.64772
69.8399,2.43137
69.9311,2.39852
70.0285,2.48087
70.1014,2.66162
70.1744,3.02715
70.2231,3.44637
70.2718,4.07801
70.3204,4.97741
70.3872,6.64048
70.4817,9.19842
70.541,10.2012
70.5826,10.3971
70.6484,9.92262
70.7352,8.74311
70.7971,8.28455
70.8112,8.26719
70.8534,8.42593
70.9096,9.10466
70.9939,10.8983
71.1305,14.3753
71.2135,15.6383
71.2491,15.7764
71.3206,15.2432
71.4117,13.3075
71.5751,8.94107
71.6503,7.40645
71.7397,6.12179
71.822,5.36008
71.8969,4.97008
71.9503,4.87951
72.0099,4.98703
72.0741,5.37455
72.1522,6.22489
72.3251,8.9583
72.4241,10.8584
72.4774,12.5323
72.5262,14.9543
72.572,18.2264
72.6916,29.1831
72.7361,31.9333
72.774,32.6615
72.8205,31.2065
72.8678,27.4316
72.9858,14.591
73.0273,10.9486
73.0647,8.43223
73.0979,6.76583
73.1316,5.5386
73.1669,4.6421
73.1952,4.14558
73.2357,3.68882
73.2724,3.47382
73.3091,3.41297
73.3459,3.49244
73.3948,3.81276
73.4451,4.39134
73.5373,5.91858
73.6028,6.93419
73.6543,7.34887
73.6703,7.37752
73.7141,7.19338
73.7698,6.46742
73.9141,3.70895
73.9657,2.95232
74.0138,2.43824
74.0666,2.05682
74.1201,1.81329
74.1843,1.64786
74.2722,1.55854
74.3207,1.55205
74.7287,1.75768
74.8379,1.89709
74.9613,2.18155
75.1963,2.89561
75.3144,3.07669
75.3364,3.08125
75.4482,2.95487
75.6126,2.4619
75.7957,1.89002
75.9187,1.62011
76.0664,1.4198
76.1648,1.34582
76.3223,1.30486
76.4552,1.33678
76.5881,1.43646
76.7115,1.61538
76.7987,1.82441
76.8684,2.07683
76.9382,2.45921
76.9999,2.97902
77.0517,3.61617
77.1071,4.57891
77.167,5.99797
77.3104,10.2522
77.3743,11.5485
77.4251,11.8768
77.4793,11.5025
77.569,9.83809
77.6376,8.48957
77.7093,7.6001
77.77,7.39051
77.8386,7.69336
77.9624,9.1048
78.0736,10.2541
78.1271,10.4249
78.1985,10.1462
78.3154,8.79964
78.4279,7.49167
78.5004,7.12857
78.5116,7.12357
78.5617,7.3155
78.6063,7.85554
78.6509,8.87812
78.6844,10.0739
78.7238,12.1046
78.7656,15.1761
78.8074,19.3476
78.8605,26.2301
78.9751,43.0523
79.0219,47.6054
79.0656,49.0991
79.1081,47.6563
79.1549,43.1788
79.2947,23.3248
79.3432,17.9308
79.383,14.6389
79.4261,12.1315
79.4691,10.4882
79.5122,9.45379
79.5854,8.48773
79.8657,6.50583
79.9353,6.26574
79.9701,6.24015
80.0622,6.50102
80.2228,7.73963
80.3261,8.42784
80.3932,8.57872
80.4871,8.37305
80.6551,7.7223
80.6715,7.70888
80.7471,7.88649
80.8111,8.41643
80.8752,9.37048
80.9514,11.1371
81.0384,14.005
81.1961,20.0806
81.2782,22.027
81.319,22.2953
81.3777,21.759
81.4648,19.2478
81.6564,11.4451
81.7366,8.90487
81.8112,7.14467
81.8828,5.91157
81.9698,4.85311
82.0625,4.09533
82.1625,3.55935
82.2482,3.26106
82.3634,3.03151
82.4786,2.96455
82.604,3.07664
82.6981,3.31493
82.8123,3.83556
82.9502,4.81442
83.0756,5.7419
83.1647,6.09225
83.186,6.11466
83.2763,5.93955
83.5601,4.28667
83.6474,3.95938
83.8155,3.63752
84.0844,3.48342
84.3646,3.43322
84.5214,3.47825
84.6938,3.71269
84.8287,4.12517
85.0877,5.13996
85.2643,5.46818
85.5956,5.65459
85.7345,6.13877
85.8559,7.00196
85.9479,8.13176
86.014,9.42691
86.0737,11.147
86.1335,13.5732
86.2012,17.3544
86.2936,24.1687
86.3947,31.9033
86.438,34.2787
86.5,35.7411
86.506,35.7423
86.5657,34.3944
86.6348,30.2497
86.7935,17.712
86.8575,13.7873
86.9143,11.1738
86.9728,9.24011
87.0268,8.04237
87.0809,7.36871
87.1165,7.23652
87.1575,7.45912
87.1926,8.04841
87.2286,9.12534
87.2707,11.0862
87.3139,13.9202
87.4445,24.7908
87.4938,27.372
87.5267,27.9035
87.5622,27.2684
87.6044,25.0069
87.6677,19.587
87.7483,12.1655
87.7912,9.00642
87.827,6.96325
87.8627,5.42663
87.8984,4.31486
87.9352,3.51137
87.976,2.90409
88.0168,2.49425
88.0679,2.14916
88.1445,1.81654
88.2506,1.52521
88.369,1.30942
88.5089,1.13403
88.7131,0.966418
88.9683,0.840966
89.2746,0.762465
89.5604,0.739565
89.8463,0.764518
90.0546,0.824264
90.2306,0.923382
90.3625,1.053
90.4945,1.25737
90.8428,2.00191
90.9343,2.28601
91.0069,2.6418
91.0619,3.05096
91.1169,3.66817
91.1609,4.42077
91.1949,5.2718
91.2257,6.3579
91.2565,7.89619
91.2835,9.77523
91.3115,12.4657
91.339,16.0746
91.3665,20.9239
91.3918,26.7299
91.4226,35.8411
91.4567,48.8182
91.4995,69.3837
91.6054,128.791
91.6488,147.166
91.6945,156.166
91.7038,156.436
91.7434,151.541
91.7829,137.925
91.847,104.109
91.9175,64.628
91.9553,47.1324
91.9865,35.5233
92.0177,26.4335
92.0444,20.4474
92.0711,15.8715
92.0986,12.3597
92.1246,9.90503
92.1543,7.87097
92.184,6.42934
92.2188,5.24986
92.2552,4.406
92.2968,3.74087
92.3487,3.17733
92.4156,2.70284
92.4868,2.37585
92.5937,2.08662
92.665,1.97965
92.8146,1.89421
92.8312,1.89317
93.0374,1.97211
93.216,2.17032
93.3443,2.44485
93.4547,2.8517
93.5438,3.37403
93.618,4.01626
93.6893,4.88859
93.7606,6.09209
93.8458,8.03337
94.0601,14.0684
94.1369,15.53
94.219,16.0996
94.2976,15.6353
94.4083,13.7272
94.5282,11.3006
94.602,10.4228
94.6388,10.2851
94.693,10.432
94.8249,11.2531
94.8336,11.2545
94.903,10.78
94.9756,9.4488
95.0828,7.08068
95.1485,6.02616
95.2016,5.47123
95.3176,4.77851
95.4957,3.76973
95.6611,2.75713
95.7517,2.34468
95.8445,2.05248
95.9372,1.87471
96.0382,1.78807
96.0773,1.78131
96.1947,1.85226
96.2827,2.01285
96.359,2.26048
96.4216,2.58031
96.4842,3.06894
96.5358,3.67115
96.5863,4.52368
96.6327,5.62407
96.6813,7.20614
96.7361,9.59429
96.8065,13.5482
96.913,19.9576
96.9756,22.5124
97.0315,23.2909
97.0909,22.4745
97.1717,19.4465
97.3165,12.9832
97.3995,10.1021
97.4551,8.65083
97.4947,7.91552
97.5369,7.48808
97.5579,7.4442
97.5874,7.61407
97.6269,8.35163
97.6601,9.5209
97.6933,11.2875
97.7265,13.7233
97.7689,17.8424
97.8297,25.4578
97.9236,37.851
97.9667,41.7147
98.0151,43.3305
98.0653,41.5571
98.1161,36.661
98.2524,18.2751
98.2978,13.3568
98.3355,10.1924
98.3678,8.11486
98.4006,6.53026
98.4325,5.40072
98.4644,4.59663
98.5009,3.98457
98.5414,3.59213
98.5859,3.41611
98.6082,3.40426
98.6692,3.54986
98.7808,4.01172
98.8249,4.07889
98.8822,3.97769
98.9659,3.50878
99.0735,2.80255
99.1333,2.55002
99.1907,2.43349
99.2218,2.41646
99.3067,2.50121
99.3963,2.75738
99.501,3.24698
99.6148,4.02093
99.7112,4.93237
99.815,6.2884
99.982,8.96255
100.0,9.22264
100.0,9.44448
119.553,8.63517
125.0,8.40972
149.441,7.66417
150.0,7.64712
179.329,7.02024
200.0,6.57844
239.106,6.00975
250.0,5.85133
298.883,5.35908
325.0,5.09607
388.547,4.64774
400.0,4.56694
475.0,4.16968
550.0,3.85796
657.542,3.52596
700.0,3.39488
836.871,3.09135
850.0,3.06223
1000.0,2.80934
1195.53,2.5642
1250.0,2.49591
1494.41,2.27214
1500.0,2.26703
1793.3,2.08047
2000.0,1.94899
2391.06,1.7826
2500.0,1.73625
2988.82,1.59394
3250.0,1.51791
3885.47,1.39124
4000.0,1.36841
4750.0,1.25732
5500.0,1.17201
6575.42,1.08377
7000.0,1.04893
8368.71,0.969825
8500.0,0.962237
10000.0,0.898646
11955.3,0.838081
12500.0,0.821209
14944.1,0.768578
15000.0,0.767374
17932.9,0.723722
20000.0,0.692957
23910.6,0.656327
25000.0,0.646123
29888.2,0.613398
32500.0,0.595913
38854.7,0.567532
40000.0,0.562416
44283.8,0.546274
44283.8,0.458784
52444.1,0.408315
70000.0,0.333062
90000.0,0.276502
109776.0,0.247951
150000.0,0.202701
