91-Pa-231(n,total fission) ENDF/B-VII.1
55.7597,0.00204464
55.7773,0.0024788
55.7954,0.00312817
55.813,0.00398218
55.8332,0.00526774
55.8543,0.00697691
55.8807,0.00965661
55.9224,0.0148791
55.984,0.0228216
56.0192,0.0259407
56.0535,0.0271312
56.0557,0.0271388
56.094,0.0260523
56.182,0.0197557
56.2127,0.0188459
56.2171,0.0188413
56.2457,0.0196541
56.2783,0.022263
56.3664,0.0327544
56.4042,0.0350454
56.4145,0.0351762
56.4504,0.0338643
56.4903,0.029621
56.5863,0.015288
56.6167,0.0115853
56.6451,0.00887133
56.6721,0.006917
56.6993,0.00548535
56.7231,0.00459244
56.7504,0.00389716
56.7776,0.00348374
56.8044,0.00332172
56.8078,0.00331867
56.8313,0.00341334
56.8514,0.00367595
56.8749,0.00423947
56.8985,0.00514208
56.9217,0.0064343
56.9476,0.00839814
56.9761,0.0112267
57.0165,0.0162587
57.0837,0.0251298
57.12,0.0283709
57.1546,0.0294501
57.1852,0.0285413
57.2214,0.0254675
57.2825,0.0175951
57.3291,0.0116645
57.3612,0.00838679
57.386,0.00640457
57.4081,0.00502844
57.4308,0.00395199
57.4534,0.00315213
57.4761,0.00256828
57.502,0.00209601
57.5278,0.00176891
57.5589,0.0015004
57.5951,0.00128978
57.6469,0.00109027
57.7103,9.25013E-4
57.7957,7.68715E-4
57.9134,6.17509E-4
58.0403,5.0051E-4
58.2033,3.89971E-4
58.3844,2.98869E-4
58.5864,2.21761E-4
58.7873,1.61842E-4
58.9849,1.14505E-4
59.1672,7.9039E-5
59.3091,5.6803E-5
59.4142,4.41308E-5
59.4712,3.92123E-5
59.5168,3.67204E-5
59.5624,3.6076E-5
59.6029,3.78468E-5
59.6333,4.14508E-5
59.6586,4.67948E-5
59.6839,5.5446E-5
59.7042,6.59837E-5
59.7245,8.13392E-5
59.7422,1.0046E-4
59.7599,1.2707E-4
59.7764,1.60956E-4
59.7916,2.02687E-4
59.8068,2.57432E-4
59.822,3.28708E-4
59.8379,4.25873E-4
59.8547,5.58079E-4
59.8729,7.45848E-4
59.8922,0.0010035
59.9124,0.0013522
59.9352,0.00185183
59.9616,0.00257942
59.995,0.00371877
60.0771,0.0068605
60.1135,0.00785462
60.1489,0.00825107
60.1532,0.008255
60.1855,0.00797667
60.2169,0.0072392
60.2701,0.00534597
60.3258,0.00326981
60.3557,0.00235715
60.3805,0.00174845
60.4018,0.00133403
60.423,0.00100962
60.4438,7.67576E-4
60.4641,5.89884E-4
60.4843,4.57978E-4
60.5046,3.61289E-4
60.5242,2.9283E-4
60.5464,2.37253E-4
60.5654,2.02846E-4
60.5907,1.70202E-4
60.6161,1.48E-4
60.6439,1.31749E-4
60.6857,1.18318E-4
60.7275,1.14636E-4
60.7605,1.17797E-4
60.7935,1.26565E-4
60.8265,1.4191E-4
60.8595,1.65792E-4
60.887,1.94802E-4
60.9143,2.35686E-4
60.9386,2.87284E-4
60.9602,3.51267E-4
60.9818,4.40563E-4
61.002,5.57732E-4
61.0202,7.02415E-4
61.0384,8.98206E-4
61.0546,0.00112911
61.0708,0.00142908
61.0886,0.00185995
61.1064,0.00242259
61.1259,0.00322115
61.1453,0.00425028
61.1663,0.00566663
61.1906,0.0077321
61.2187,0.0107091
61.2624,0.0163914
61.3223,0.0245781
61.359,0.0283099
61.3948,0.0300355
61.4043,0.0301205
61.4389,0.0291322
61.4766,0.0261404
61.5593,0.0175869
61.5947,0.0150526
61.6304,0.0136593
61.6703,0.0131967
61.6805,0.0131841
61.705,0.0131967
61.7582,0.0127793
61.8011,0.0114938
61.8507,0.0090426
61.9217,0.00511611
61.9523,0.00372072
61.9779,0.00278637
61.9993,0.00216778
62.0208,0.00169378
62.0391,0.00139505
62.0576,0.00118162
62.0724,0.00107026
62.0873,0.00100762
62.1004,9.90261E-4
62.1201,0.00102724
62.1398,0.00113509
62.1619,0.00133387
62.1903,0.00169569
62.2368,0.00246706
62.2934,0.00342677
62.3334,0.00387554
62.3639,0.00399364
62.3975,0.00387464
62.4349,0.00347413
62.5097,0.00225634
62.5551,0.0015589
62.587,0.00117243
62.6148,9.11346E-4
62.6431,7.12039E-4
62.6713,5.68201E-4
62.6996,4.66929E-4
62.73,3.92458E-4
62.757,3.47091E-4
62.7894,3.10624E-4
62.8219,2.8836E-4
62.8651,2.76659E-4
62.897,2.82207E-4
62.9304,3.06448E-4
62.9535,3.40197E-4
62.9766,3.95368E-4
62.9969,4.69183E-4
63.0171,5.76805E-4
63.0344,7.05475E-4
63.0518,8.78165E-4
63.0691,0.00110659
63.0865,0.00140398
63.1066,0.00185554
63.1282,0.00248891
63.1498,0.00330122
63.1745,0.00446884
63.2032,0.00615274
63.2536,0.00972209
63.3101,0.0136851
63.3481,0.015468
63.3816,0.0160182
63.4139,0.0155296
63.4458,0.0141613
63.4977,0.0107241
63.5588,0.00639414
63.5897,0.00460347
63.6164,0.00336246
63.638,0.00257018
63.6595,0.0019482
63.6792,0.00150974
63.6989,0.00117259
63.7185,9.17113E-4
63.7397,7.12673E-4
63.7603,5.67405E-4
63.7834,4.48967E-4
63.8065,3.63877E-4
63.8322,2.95591E-4
63.863,2.37155E-4
63.899,1.89004E-4
63.9352,1.54702E-4
63.9662,1.34247E-4
63.9967,1.22783E-4
64.0169,1.21236E-4
64.037,1.26139E-4
64.0572,1.39556E-4
64.0731,1.57861E-4
64.0916,1.90138E-4
64.1101,2.36958E-4
64.1287,3.01492E-4
64.1489,3.96306E-4
64.1706,5.29226E-4
64.1955,7.2778E-4
64.2225,9.98396E-4
64.2649,0.00151898
64.3314,0.00238293
64.3698,0.00273701
64.4052,0.00287576
64.4093,0.00287825
64.4454,0.00277988
64.4786,0.00252028
64.5391,0.00181531
64.5896,0.0012215
64.6218,9.1294E-4
64.65,7.02714E-4
64.6773,5.51798E-4
64.6984,4.65991E-4
64.7226,3.97027E-4
64.7478,3.533E-4
64.7731,3.34481E-4
64.781,3.33421E-4
64.8046,3.44429E-4
64.8257,3.74096E-4
64.8467,4.26995E-4
64.8678,5.10339E-4
64.8862,6.16405E-4
64.9046,7.63094E-4
64.923,9.61968E-4
64.9414,0.00122668
64.9607,0.00159112
64.9819,0.00211687
65.0032,0.00279627
65.0278,0.00380498
65.0577,0.00535287
65.0973,0.00790191
65.1677,0.0128469
65.2099,0.0149953
65.2471,0.0157502
65.2504,0.0157561
65.2829,0.0152776
65.3199,0.0136709
65.3755,0.00997806
65.4305,0.00619153
65.4614,0.00444238
65.4886,0.00320734
65.5102,0.00243458
65.5318,0.00182722
65.5524,0.00138164
65.5709,0.00107299
65.5907,8.21244E-4
65.61,6.3748E-4
65.6293,5.00202E-4
65.6486,3.97877E-4
65.6691,3.17001E-4
65.6923,2.50762E-4
65.718,1.98038E-4
65.7437,1.59821E-4
65.7745,1.26338E-4
65.8054,1.01773E-4
65.8395,8.17818E-5
65.8737,6.76862E-5
65.9037,5.97876E-5
65.929,5.67109E-5
65.9341,5.6553E-5
65.9543,5.77528E-5
65.9745,6.25478E-5
65.9897,6.92378E-5
66.0074,8.14733E-5
66.0251,9.99924E-5
66.0403,1.2244E-4
66.0555,1.52716E-4
66.0707,1.92879E-4
66.0859,2.45391E-4
66.1011,3.13126E-4
66.1188,4.15752E-4
66.1365,5.49235E-4
66.1542,7.19576E-4
66.1737,9.56536E-4
66.1964,0.0013081
66.2215,0.00179537
66.2519,0.00252567
66.3085,0.00417576
66.3571,0.00555072
66.3936,0.00627367
66.4302,0.00655417
66.4315,0.00655473
66.4685,0.00630206
66.5029,0.00565265
66.5626,0.00398288
66.6122,0.00256705
66.6441,0.0018127
66.6704,0.00131374
66.6932,9.72302E-4
66.7134,7.33121E-4
66.7336,5.46666E-4
66.7514,4.20167E-4
66.7691,3.22037E-4
66.7868,2.47155E-4
66.8045,1.9107E-4
66.8222,1.50123E-4
66.8374,1.24917E-4
66.85,1.09883E-4
66.8652,9.82658E-5
66.8816,9.31432E-5
66.8844,9.30374E-5
66.8982,9.58888E-5
66.9131,1.0579E-4
66.9247,1.18942E-4
66.9381,1.41395E-4
66.9516,1.72966E-4
66.965,2.15609E-4
66.9785,2.71748E-4
66.9938,3.56213E-4
67.0092,4.67344E-4
67.0246,6.11211E-4
67.0419,8.20751E-4
67.0592,0.00109107
67.0784,0.0014762
67.0979,0.00197201
67.1204,0.00269541
67.1471,0.00377119
67.1819,0.00552395
67.2772,0.0110564
67.3141,0.0125565
67.3516,0.0131726
67.3549,0.0131765
67.3889,0.0127416
67.4248,0.0114506
67.4817,0.00836253
67.5376,0.00523957
67.5714,0.00369986
67.5965,0.00278888
67.6216,0.0020728
67.644,0.00158139
67.6658,0.0012175
67.6876,9.45035E-4
67.7084,7.52427E-4
67.7282,6.16851E-4
67.7514,5.04127E-4
67.7713,4.37552E-4
67.7911,3.92997E-4
67.811,3.67196E-4
67.831,3.58904E-4
67.8509,3.68611E-4
67.8709,3.98203E-4
67.8942,4.62189E-4
67.9163,5.58429E-4
67.9384,6.95335E-4
67.9605,8.79807E-4
67.9853,0.00115061
68.0133,0.00153967
68.0523,0.00221517
68.1329,0.00374931
68.1694,0.00424446
68.2068,0.00445973
68.2116,0.00446261
68.2465,0.00431082
68.281,0.00389518
68.3358,0.00290098
68.3951,0.00177478
68.427,0.00127825
68.4519,9.67318E-4
68.4749,7.37849E-4
68.4962,5.72657E-4
68.5175,4.46624E-4
68.5388,3.53623E-4
68.5586,2.91627E-4
68.5776,2.50109E-4
68.6004,2.19436E-4
68.6156,2.08868E-4
68.6343,2.05622E-4
68.653,2.12888E-4
68.6717,2.31427E-4
68.6904,2.63191E-4
68.7091,3.11544E-4
68.7278,3.81532E-4
68.7464,4.80206E-4
68.7628,5.97394E-4
68.7807,7.69105E-4
68.7983,9.92639E-4
68.8159,0.00128517
68.8333,0.00165937
68.8534,0.00221418
68.8734,0.00292667
68.8969,0.00398979
68.9229,0.00549107
68.9541,0.00774149
69.0046,0.0121776
69.0609,0.0171811
69.1025,0.0197975
69.1403,0.0206881
69.1416,0.0206898
69.1796,0.0198865
69.216,0.0177507
69.2775,0.0124575
69.3306,0.00786818
69.3628,0.00559909
69.3878,0.00419148
69.4128,0.00308278
69.4357,0.00230224
69.4566,0.00175912
69.4758,0.00137325
69.4967,0.00105723
69.5175,8.23199E-4
69.5383,6.51189E-4
69.5593,5.24309E-4
69.5787,4.3766E-4
69.6009,3.65229E-4
69.6231,3.14051E-4
69.6453,2.79508E-4
69.6706,2.57635E-4
69.6864,2.53196E-4
69.7085,2.59926E-4
69.7275,2.79468E-4
69.7464,3.1414E-4
69.7687,3.7798E-4
69.7909,4.71761E-4
69.8125,5.96499E-4
69.8366,7.78885E-4
69.8654,0.00106249
69.9011,0.00150735
69.9952,0.00285275
70.0346,0.00324485
70.0732,0.00338972
70.0753,0.00338988
70.1104,0.00327542
70.1479,0.00294324
70.2368,0.00182525
70.2651,0.00155223
70.2844,0.00142859
70.3086,0.00136276
70.328,0.00139472
70.3499,0.00153246
70.3717,0.00178856
70.3932,0.00216588
70.4182,0.00276304
70.4463,0.00363114
70.4891,0.00528259
70.5543,0.00797644
70.5931,0.00916715
70.6302,0.00969405
70.6382,0.00971355
70.6757,0.00934961
70.7155,0.00824101
70.7843,0.00539433
70.8276,0.0036386
70.8562,0.00268113
70.8817,0.0020007
70.901,0.00160051
70.9209,0.00129556
70.9388,0.00111265
70.9561,0.00101732
70.9663,9.9972E-4
70.9819,0.00102972
70.9975,0.00113184
71.0131,0.00131061
71.0311,0.00161939
71.0495,0.00206363
71.0703,0.0027336
71.0921,0.00364704
71.117,0.00496775
71.1482,0.00702219
71.2043,0.0115254
71.2594,0.0158526
71.2999,0.0179987
71.3371,0.0186645
71.3716,0.0180344
71.411,0.0160223
71.4775,0.0109307
71.5274,0.00714082
71.5596,0.00513704
71.5877,0.00375173
71.6113,0.00284169
71.6315,0.00223367
71.6537,0.00173107
71.6737,0.00140437
71.6936,0.00118414
71.7107,0.00107221
71.7284,0.00102489
71.731,0.00102368
71.7462,0.00104504
71.7664,0.00114921
71.7877,0.00135174
71.811,0.00168349
71.8384,0.0022164
71.8724,0.00306971
71.9661,0.00583047
72.0093,0.00671532
72.0462,0.00700207
72.0513,0.00700306
72.0918,0.00668594
72.1364,0.0057879
72.2368,0.00310402
72.2733,0.00231152
72.305,0.00177419
72.3366,0.0013701
72.3683,0.00107796
72.3968,8.89261E-4
72.4279,7.42005E-4
72.4633,6.24543E-4
72.5077,5.24893E-4
72.5673,4.35888E-4
72.6433,3.58702E-4
72.7345,2.92502E-4
72.8562,2.27814E-4
73.0013,1.70024E-4
73.1561,1.21357E-4
73.2908,8.63374E-5
73.3466,7.50342E-5
73.3923,7.00412E-5
73.4,6.99323E-5
73.4228,7.16429E-5
73.4456,7.77485E-5
73.4647,8.79267E-5
73.4799,1.00801E-4
73.4951,1.19308E-4
73.5123,1.48942E-4
73.5275,1.85381E-4
73.5427,2.33876E-4
73.5599,3.06417E-4
73.5774,4.04919E-4
73.5957,5.39844E-4
73.6139,7.14084E-4
73.6345,9.65209E-4
73.6563,0.00130453
73.6827,0.00182437
73.7132,0.00257495
73.7589,0.00394791
73.8289,0.00613211
73.8716,0.00705214
73.9089,0.00736617
73.9122,0.00736876
73.9457,0.00716639
73.9812,0.00654573
74.0401,0.00495535
74.101,0.00323233
74.1366,0.00241555
74.1663,0.00188042
74.1952,0.0014853
74.2241,0.00119932
74.2531,0.00100211
74.2772,8.90907E-4
74.3061,8.06381E-4
74.3438,7.57499E-4
74.3564,7.54247E-4
74.3897,7.76252E-4
74.4229,8.49649E-4
74.4506,9.6408E-4
74.4783,0.00114738
74.5005,0.00136173
74.5255,0.00169799
74.5489,0.00213041
74.5732,0.00272105
74.6004,0.00358819
74.6307,0.00482489
74.6713,0.00690732
74.7657,0.0123647
74.8078,0.0140077
74.8445,0.0145124
74.8795,0.014072
74.9175,0.0126686
74.9707,0.00965096
75.0355,0.00572892
75.0703,0.00399671
75.0988,0.00286881
75.1209,0.00217308
75.1434,0.00161455
75.1636,0.0012269
75.1838,9.28576E-4
75.2017,7.2543E-4
75.2183,5.79745E-4
75.2348,4.68029E-4
75.2545,3.682E-4
75.2743,2.97211E-4
75.2941,2.47977E-4
75.3138,2.15241E-4
75.3386,1.92016E-4
75.3635,1.84944E-4
75.3889,1.93165E-4
75.4113,2.14402E-4
75.4337,2.51552E-4
75.4516,2.95605E-4
75.4717,3.64359E-4
75.4919,4.5842E-4
75.512,5.83747E-4
75.5347,7.70519E-4
75.5577,0.00101821
75.5807,0.00133268
75.6091,0.00181943
75.6439,0.00256016
75.742,0.00501671
75.783,0.0057716
75.823,0.00609143
75.8292,0.00609698
75.8678,0.00586271
75.9077,0.00519248
75.9732,0.00357152
76.0264,0.00226165
76.0596,0.00159557
76.0857,0.00117858
76.1102,8.70397E-4
76.1317,6.62398E-4
76.1509,5.19909E-4
76.1701,4.1321E-4
76.1883,3.40839E-4
76.2042,2.98568E-4
76.2201,2.73952E-4
76.236,2.66109E-4
76.2518,2.74807E-4
76.268,3.01163E-4
76.2849,3.48482E-4
76.3017,4.18008E-4
76.3214,5.30519E-4
76.341,6.81156E-4
76.3625,8.94367E-4
76.388,0.00122141
76.4161,0.00167765
76.4544,0.00245179
76.5483,0.00461577
76.5881,0.00527347
76.628,0.00555145
76.6337,0.00555508
76.6729,0.00533299
76.7107,0.00476115
76.777,0.00328735
76.8306,0.00209829
76.8648,0.00148007
76.8924,0.0010837
76.9164,8.11296E-4
76.9381,6.17495E-4
76.9598,4.66716E-4
76.981,3.5407E-4
77.002,2.69425E-4
77.0231,2.0618E-4
77.0423,1.63047E-4
77.0614,1.30391E-4
77.0805,1.05736E-4
77.1035,8.40325E-5
77.1265,6.86422E-5
77.1495,5.78729E-5
77.177,4.95307E-5
77.2037,4.52173E-5
77.225,4.41516E-5
77.2464,4.52119E-5
77.266,4.8228E-5
77.2855,5.35503E-5
77.3083,6.34339E-5
77.3278,7.60499E-5
77.3474,9.38397E-5
77.3663,1.17663E-4
77.3838,1.47683E-4
77.4014,1.87706E-4
77.419,2.40792E-4
77.4366,3.10768E-4
77.4542,4.023E-4
77.4718,5.20915E-4
77.4913,6.92221E-4
77.5122,9.31365E-4
77.533,0.0012409
77.5564,0.00168827
77.582,0.00231086
77.6101,0.00317208
77.6466,0.00454872
77.7414,0.00867611
77.7821,0.00998751
77.8208,0.0105657
77.83,0.0105882
77.8654,0.0102543
77.9029,0.00924724
77.9613,0.00684478
78.0218,0.004219
78.0551,0.00302148
78.0801,0.00229878
78.1034,0.00176924
78.1234,0.00142576
78.1439,0.00117267
78.1635,0.00102364
78.1819,9.61036E-4
78.1896,9.56628E-4
78.2024,9.77204E-4
78.2209,0.00106725
78.2424,0.00126096
78.2658,0.00157616
78.2927,0.00206948
78.3276,0.00288874
78.4282,0.00564226
78.4713,0.00644571
78.509,0.00670621
78.5123,0.00670672
78.5493,0.00647138
78.5924,0.0057146
78.7011,0.00297201
78.734,0.00230957
78.7627,0.00187866
78.7864,0.00163722
78.8102,0.00150145
78.834,0.00146895
78.8577,0.00153445
78.887,0.00173782
78.9213,0.00212027
79.0293,0.00367604
79.0727,0.00405665
79.0998,0.00412733
79.1384,0.0039827
79.1828,0.00349975
79.2651,0.00216206
79.312,0.00144288
79.3428,0.00105972
79.371,7.79207E-4
79.396,5.8568E-4
79.4196,4.44579E-4
79.4411,3.46264E-4
79.4634,2.68963E-4
79.4861,2.11521E-4
79.5088,1.70998E-4
79.5304,1.45019E-4
79.5497,1.30381E-4
79.5689,1.22971E-4
79.5786,1.21896E-4
79.5946,1.24138E-4
79.6139,1.34143E-4
79.6343,1.55163E-4
79.6532,1.86809E-4
79.6684,2.22903E-4
79.6854,2.7806E-4
79.7024,3.52609E-4
79.7194,4.51577E-4
79.7365,5.80927E-4
79.7533,7.45622E-4
79.7726,9.88023E-4
79.7918,0.00129952
79.8138,0.00175538
79.8381,0.00239823
79.8645,0.00328605
79.8975,0.00467571
79.9448,0.00711807
80.0186,0.0110907
80.0615,0.0127104
80.1018,0.0133056
80.1053,0.0133087
80.1418,0.012874
80.1803,0.011597
80.2414,0.00853127
80.3014,0.00539648
80.3377,0.00383037
80.3686,0.00277599
80.3955,0.00205837
80.4204,0.00154785
80.4438,0.00118129
80.4672,9.04068E-4
80.4907,6.96563E-4
80.5127,5.52622E-4
80.5347,4.46012E-4
80.5568,3.68447E-4
80.577,3.17797E-4
80.5991,2.81994E-4
80.6213,2.65487E-4
80.6289,2.64388E-4
80.6442,2.69862E-4
80.6596,2.86546E-4
80.6787,3.25545E-4
80.6979,3.88304E-4
80.7158,4.72316E-4
80.7362,6.0374E-4
80.7567,7.78873E-4
80.7804,0.00104492
80.8062,0.00141725
80.8369,0.00197602
80.8788,0.00292245
80.9748,0.00533479
81.0235,0.00620943
81.0688,0.00657368
81.0831,0.00658911
81.1328,0.00630257
81.1898,0.0054778
81.3355,0.00268544
81.3868,0.0018792
81.4245,0.00140774
81.4579,0.0010788
81.4913,8.2759E-4
81.5196,6.67801E-4
81.5478,5.47827E-4
81.5818,4.44868E-4
81.6157,3.74531E-4
81.6496,3.26368E-4
81.6973,2.81826E-4
81.7602,2.45525E-4
81.8481,2.14105E-4
81.9586,1.89693E-4
82.0868,1.74E-4
82.2149,1.69033E-4
82.3532,1.76084E-4
82.4685,1.94695E-4
82.5607,2.21987E-4
82.6355,2.56841E-4
82.7003,3.01879E-4
82.7521,3.54741E-4
82.7988,4.25141E-4
82.8376,5.13247E-4
82.8687,6.16347E-4
82.896,7.43617E-4
82.9219,9.11546E-4
82.9478,0.00114287
82.9737,0.00145938
82.9996,0.00188634
83.0234,0.00239967
83.0499,0.00312796
83.0807,0.00421371
83.1185,0.00589943
83.1839,0.00947708
83.245,0.0127529
83.2948,0.0145481
83.3408,0.015159
83.3449,0.0151651
83.4088,0.0145391
83.4961,0.0132932
83.6275,0.01276
83.6794,0.0116969
83.735,0.00961752
83.8349,0.00502827
83.8733,0.00357097
83.9039,0.00263925
83.9302,0.00200601
83.9569,0.00150309
83.9827,0.00113567
84.0059,8.84638E-4
84.029,6.93575E-4
84.0522,5.49142E-4
84.0779,4.29767E-4
84.1037,3.41951E-4
84.1294,2.76611E-4
84.1603,2.18932E-4
84.1937,1.74229E-4
84.2245,1.4506E-4
84.2553,1.25714E-4
84.2783,1.17845E-4
84.2937,1.16225E-4
84.3148,1.19769E-4
84.332,1.2884E-4
84.3493,1.44997E-4
84.3665,1.70123E-4
84.3838,2.06606E-4
84.4011,2.57384E-4
84.419,3.28916E-4
84.4369,4.24204E-4
84.4548,5.48443E-4
84.4752,7.33151E-4
84.495,9.63475E-4
84.5169,0.00128555
84.5422,0.00175857
84.5709,0.00243241
84.6077,0.00350828
84.7161,0.00722504
84.7591,0.0082641
84.8004,0.00866225
84.8033,0.00866466
84.8409,0.00839068
84.8859,0.00740479
84.9555,0.00509473
85.0077,0.00335747
85.0435,0.00237179
85.0703,0.00177718
85.0969,0.00131226
85.1197,0.00100664
85.1401,7.98358E-4
85.158,6.63482E-4
85.1734,5.80815E-4
85.1887,5.27348E-4
85.2028,5.03636E-4
85.2075,5.01181E-4
85.2216,5.10574E-4
85.2341,5.40639E-4
85.2496,6.08751E-4
85.2651,7.14117E-4
85.2832,8.89954E-4
85.3013,0.0011306
85.3221,0.00149667
85.3428,0.0019732
85.366,0.00265696
85.394,0.00370044
85.4282,0.00530779
85.4778,0.00817042
85.5534,0.0126424
85.5958,0.01437
85.637,0.0150208
85.6391,0.0150233
85.6797,0.0144899
85.7232,0.0128497
85.8453,0.00609133
85.8826,0.00440357
85.914,0.00327945
85.9412,0.0025236
85.9684,0.00194462
85.9936,0.00153953
86.0208,0.00121678
86.0479,9.83708E-4
86.0751,8.16012E-4
86.1062,6.80096E-4
86.1372,5.83926E-4
86.1786,4.94043E-4
86.2304,4.17042E-4
86.3002,3.45525E-4
86.3856,2.84354E-4
86.4853,2.33269E-4
86.6119,1.87252E-4
86.7242,1.58336E-4
86.8287,1.39583E-4
86.9173,1.30085E-4
86.9765,1.27968E-4
87.0356,1.30886E-4
87.0835,1.39296E-4
87.1193,1.51791E-4
87.1552,1.73581E-4
87.1852,2.03704E-4
87.2091,2.40317E-4
87.2305,2.87167E-4
87.2517,3.51378E-4
87.2728,4.40143E-4
87.2939,5.61826E-4
87.315,7.26764E-4
87.3361,9.47265E-4
87.3565,0.00122639
87.3798,0.00164049
87.403,0.00217667
87.4292,0.00294991
87.4584,0.0040469
87.4939,0.00570547
87.5536,0.00910328
87.6167,0.0126665
87.6595,0.0143493
87.7022,0.0149853
87.7041,0.014986
87.7428,0.0144875
87.7833,0.0130345
87.8486,0.00949993
87.9117,0.00598118
87.9489,0.00428336
87.9804,0.00314075
88.009,0.002338
88.0356,0.00176795
88.0592,0.00138251
88.0829,0.0010901
88.1082,8.5813E-4
88.1336,6.89922E-4
88.1589,5.68324E-4
88.1885,4.67739E-4
88.2236,3.86123E-4
88.2631,3.24637E-4
88.3081,2.76439E-4
88.3644,2.34334E-4
88.4446,1.92891E-4
88.5376,1.59932E-4
88.6459,1.33477E-4
88.7644,1.14249E-4
88.8829,1.0276E-4
89.0013,9.87057E-5
89.1013,1.02388E-4
89.1776,1.11568E-4
89.2349,1.24113E-4
89.2921,1.44783E-4
89.3302,1.66252E-4
89.3659,1.95807E-4
89.397,2.3383E-4
89.4237,2.80392E-4
89.4504,3.46021E-4
89.4759,4.33706E-4
89.4981,5.37918E-4
89.5204,6.75713E-4
89.5426,8.55892E-4
89.5681,0.00112609
89.5948,0.00149887
89.6233,0.00201361
89.6538,0.00271197
89.693,0.00382762
89.8105,0.00783014
89.8593,0.00907604
89.9106,0.00971079
89.9305,0.00976122
89.9956,0.00932955
90.1577,0.00686111
90.2514,0.00497582
90.3488,0.00282366
90.3916,0.002037
90.4253,0.00153696
90.4574,0.00116161
90.4859,9.03127E-4
90.5145,7.05299E-4
90.543,5.56803E-4
90.5683,4.57279E-4
90.6,3.65044E-4
90.6317,2.98478E-4
90.6647,2.47765E-4
90.7027,2.04645E-4
90.7483,1.66552E-4
90.8035,1.32458E-4
90.8696,1.02088E-4
90.9363,7.92197E-5
90.9869,6.63633E-5
91.0249,5.98464E-5
91.0503,5.76408E-5
91.0629,5.7422E-5
91.0883,5.93899E-5
91.1073,6.368E-5
91.1294,7.2958E-5
91.1484,8.58604E-5
91.1674,1.04869E-4
91.1864,1.31817E-4
91.2054,1.68925E-4
91.2244,2.18807E-4
91.2434,2.84434E-4
91.2624,3.69052E-4
91.2846,4.96283E-4
91.3068,6.59161E-4
91.3315,8.88064E-4
91.3609,0.00123053
91.3973,0.00176015
91.4642,0.00293826
91.525,0.00396067
91.5716,0.00446414
91.6069,0.00458921
91.6466,0.00443958
91.6892,0.00397812
91.7601,0.00281321
91.8189,0.00183296
91.8554,0.00133097
91.8863,9.89916E-4
91.9141,7.47991E-4
91.942,5.61895E-4
91.968,4.30988E-4
91.9933,3.3521E-4
92.0186,2.64082E-4
92.044,2.11617E-4
92.0725,1.68812E-4
92.1041,1.35172E-4
92.1358,1.11184E-4
92.1751,8.98068E-5
92.2207,7.1958E-5
92.2739,5.67064E-5
92.3288,4.50265E-5
92.3819,3.69805E-5
92.4203,3.33896E-5
92.4455,3.24461E-5
92.4707,3.30932E-5
92.4959,3.5997E-5
92.5161,4.06009E-5
92.5363,4.79861E-5
92.5539,5.74502E-5
92.5715,7.05232E-5
92.5892,8.81419E-5
92.6081,1.1332E-4
92.627,1.46548E-4
92.6459,1.89574E-4
92.6679,2.54654E-4
92.6895,3.36484E-4
92.7137,4.531E-4
92.7409,6.18953E-4
92.7742,8.73598E-4
92.8185,0.00129268
92.9072,0.00221407
92.9556,0.00257638
92.9982,0.0027077
93.0032,0.0027096
93.0464,0.00260716
93.0907,0.00230718
93.1694,0.00152093
93.2248,9.80725E-4
93.2581,7.15525E-4
93.2863,5.33021E-4
93.3105,4.07167E-4
93.3339,3.09884E-4
93.3566,2.3599E-4
93.3793,1.78976E-4
93.3982,1.4221E-4
93.4171,1.1352E-4
93.436,9.152E-5
93.4549,7.50537E-5
93.4738,6.32158E-5
93.4889,5.66336E-5
93.5041,5.23823E-5
93.5241,5.01795E-5
93.5391,5.11147E-5
93.5541,5.44285E-5
93.5691,6.03919E-5
93.5866,7.1255E-5
93.6043,8.73457E-5
93.622,1.09719E-4
93.6398,1.39806E-4
93.6575,1.79312E-4
93.6777,2.3853E-4
93.698,3.15902E-4
93.7183,4.14938E-4
93.7411,5.56616E-4
93.7664,7.56896E-4
93.7958,0.00105132
93.8312,0.00149709
93.8839,0.00230837
93.9609,0.00353448
94.0085,0.00405615
94.0515,0.00422608
94.0528,0.00422611
94.0946,0.00406809
94.1412,0.0035732
94.2242,0.0022693
94.2749,0.00150537
94.3093,0.00107953
94.3374,7.99212E-4
94.364,5.88462E-4
94.3868,4.46081E-4
94.4096,3.34393E-4
94.4305,2.54844E-4
94.4514,1.93335E-4
94.4704,1.50192E-4
94.4906,1.14931E-4
94.5109,8.84632E-5
94.5311,6.88368E-5
94.5514,5.44908E-5
94.5717,4.42121E-5
94.5894,3.78271E-5
94.6084,3.31371E-5
94.6274,3.02649E-5
94.6451,2.89607E-5
94.6527,2.87637E-5
94.6755,2.93579E-5
94.7033,3.23323E-5
94.7287,3.71148E-5
94.7555,4.44465E-5
94.7835,5.47864E-5
94.8161,7.10039E-5
94.8432,8.88096E-5
94.8744,1.15708E-4
94.9029,1.48526E-4
94.9314,1.92647E-4
94.9558,2.43312E-4
94.9803,3.10825E-4
95.0047,4.01944E-4
95.025,5.02537E-4
95.0454,6.32977E-4
95.0678,8.21482E-4
95.0902,0.00107112
95.1126,0.00139899
95.135,0.00182464
95.1594,0.00242533
