91-Pa-231(n,total fission) ENDF/B-VII.1
25.1264,0.00128143
25.1687,0.00123669
25.2056,0.00127511
25.2302,0.00135685
25.2548,0.00151692
25.2721,0.00170701
25.2897,0.00200127
25.3072,0.00244181
25.3223,0.00297649
25.3374,0.00369452
25.3534,0.00470017
25.3715,0.00616042
25.3956,0.00864324
25.4578,0.0162038
25.4823,0.0183206
25.5068,0.0192235
25.512,0.0192387
25.5382,0.0184255
25.5693,0.0159914
25.62,0.0112841
25.6466,0.00954963
25.6687,0.00874806
25.6847,0.0085542
25.7008,0.00870193
25.7211,0.00942903
25.7382,0.0106021
25.7553,0.0124467
25.7724,0.0151919
25.7883,0.0188225
25.8036,0.0236077
25.8205,0.0306664
25.839,0.0408967
25.8597,0.0558417
25.8879,0.0813891
25.9347,0.127404
25.9613,0.145712
25.9855,0.151613
26.0078,0.146442
26.031,0.131337
26.0678,0.0949083
26.1021,0.059781
26.1226,0.0424065
26.1395,0.0308887
26.1538,0.0231224
26.1677,0.017229
26.1805,0.0129876
26.1927,0.00983929
26.205,0.00743045
26.2153,0.00587907
26.2255,0.00465972
26.2357,0.00370597
26.246,0.00296195
26.2583,0.00228208
26.2706,0.0017763
26.2825,0.00140803
26.2959,0.00109664
26.3093,8.65077E-4
26.3228,6.90848E-4
26.3381,5.42354E-4
26.3535,4.33234E-4
26.3689,3.53337E-4
26.3849,2.93942E-4
26.4009,2.5384E-4
26.42,2.26413E-4
26.4322,2.19034E-4
26.4403,2.18004E-4
26.4563,2.24534E-4
26.4764,2.48108E-4
26.4985,2.93868E-4
26.5211,3.64281E-4
26.5412,4.51235E-4
26.5613,5.68462E-4
26.5814,7.27872E-4
26.5989,9.16461E-4
26.6165,0.00116957
26.6341,0.00151103
26.6517,0.0019699
26.6692,0.00257786
26.6868,0.00336396
26.7074,0.00453469
26.736,0.00658046
26.7872,0.0105992
26.8138,0.0120456
26.8379,0.0125002
26.8604,0.0120608
26.8862,0.0106374
26.9323,0.00679862
26.9575,0.00480568
26.9762,0.00361501
26.992,0.00285744
27.0067,0.00237069
27.0187,0.00212738
27.0318,0.00202114
27.0343,0.00201951
27.0468,0.00210425
27.0574,0.00230066
27.0697,0.00268996
27.081,0.00322323
27.093,0.00401645
27.1051,0.00509649
27.1163,0.00642744
27.1293,0.00844079
27.1421,0.0110736
27.1548,0.014442
27.1693,0.0194002
27.1838,0.0257217
27.2011,0.0351744
27.2229,0.0501304
27.2892,0.104676
27.3137,0.119008
27.3375,0.124709
27.34,0.124765
27.3618,0.120813
27.3854,0.108537
27.4222,0.0794096
27.4571,0.0506099
27.4789,0.0357619
27.4966,0.0261488
27.5125,0.0193864
27.5261,0.01486
27.5397,0.0113405
27.5533,0.00865533
27.5664,0.00670976
27.58,0.00518906
27.5936,0.00406276
27.6073,0.0032279
27.6226,0.00253872
27.6362,0.00208376
27.6532,0.00165863
27.6702,0.00134255
27.6907,0.00105835
27.7145,8.12641E-4
27.7383,6.27991E-4
27.7622,4.85474E-4
27.7887,3.62687E-4
27.8146,2.70757E-4
27.8398,2.01988E-4
27.8612,1.57366E-4
27.88,1.27401E-4
27.8976,1.07094E-4
27.9127,9.56818E-5
27.9278,9.0211E-5
27.933,8.98302E-5
27.9417,9.10783E-5
27.9555,9.86014E-5
27.9678,1.12073E-4
27.98,1.33573E-4
27.9905,1.59844E-4
28.0018,1.9885E-4
28.0124,2.47748E-4
28.0229,3.11945E-4
28.035,4.09153E-4
28.0471,5.38826E-4
28.0591,7.0981E-4
28.0712,9.32458E-4
28.0833,0.00121834
28.0969,0.00163082
28.112,0.00222187
28.1286,0.00305562
28.1482,0.00430546
28.1736,0.00631515
28.2257,0.0108984
28.2538,0.0126937
28.2789,0.0133348
28.2808,0.0133403
28.3041,0.0129095
28.3263,0.0117408
28.364,0.00872186
28.4012,0.00563998
28.4214,0.00429352
28.438,0.00342606
28.4541,0.002809
28.4692,0.00243135
28.4843,0.00224576
28.4912,0.00222476
28.5043,0.00229732
28.5156,0.00248043
28.5268,0.00278076
28.5418,0.00337522
28.5585,0.00431162
28.5768,0.00569224
28.5984,0.00778329
28.6392,0.0126757
28.6733,0.0165614
28.6997,0.0185015
28.7199,0.0189845
28.7423,0.0183909
28.7688,0.0163441
28.8101,0.0114784
28.8439,0.00749634
28.8658,0.0053944
28.8835,0.00403689
28.9005,0.00302808
28.9165,0.00231001
28.9308,0.00182966
28.945,0.00147014
28.9606,0.00118467
28.9755,9.93889E-4
28.9903,8.61321E-4
29.0101,7.4881E-4
29.025,6.9839E-4
29.0442,6.63036E-4
29.063,6.52263E-4
29.091,6.67865E-4
29.1285,7.35405E-4
29.1659,8.52868E-4
29.203,0.0010258
29.2397,0.00127146
29.2704,0.00155942
29.2985,0.00192938
29.3224,0.00236973
29.3423,0.00287827
29.361,0.00353654
29.3794,0.00444125
29.3959,0.00557357
29.4112,0.00699836
29.4265,0.00890898
29.4418,0.011449
29.4565,0.0146267
29.4737,0.0194386
29.4908,0.0256179
29.5116,0.0350949
29.541,0.0518245
29.5937,0.0846124
29.6194,0.0962069
29.6461,0.101301
29.6497,0.101353
29.6735,0.0978322
29.6965,0.0887375
29.7333,0.0670133
29.7743,0.0414431
29.7982,0.0292596
29.8169,0.021706
29.834,0.0162805
29.8484,0.0127313
29.8631,0.00991851
29.8784,0.00771207
29.8937,0.00609781
29.909,0.00494858
29.9243,0.00416394
29.9372,0.00373082
29.9502,0.0034759
29.9653,0.0033797
29.976,0.003436
29.9933,0.00373854
30.0113,0.00433826
30.0324,0.00540141
30.057,0.0070901
30.1178,0.0120648
30.1449,0.0136386
30.1704,0.0141856
30.1951,0.0137094
30.2222,0.0121716
30.2704,0.00806273
30.3026,0.00540514
30.3246,0.00392581
30.3422,0.00299064
30.3593,0.00227829
30.3759,0.00174929
30.3909,0.00138396
30.4072,0.00108712
30.4243,8.60756E-4
30.4414,6.97325E-4
30.4585,5.78498E-4
30.4763,4.87473E-4
30.5014,3.96883E-4
30.5265,3.34078E-4
30.5566,2.81148E-4
30.5918,2.39057E-4
30.6319,2.08246E-4
30.6721,1.90763E-4
30.7191,1.83475E-4
30.726,1.83452E-4
30.7673,1.88433E-4
30.8223,2.08096E-4
30.8773,2.42583E-4
30.9324,2.93119E-4
30.9918,3.68865E-4
31.0511,4.726E-4
31.1046,5.98012E-4
31.158,7.65669E-4
31.2055,9.65162E-4
31.2531,0.00123476
31.2946,0.00155772
31.3303,0.00193542
31.3629,0.00241322
31.3896,0.00295785
31.4116,0.00357499
31.4324,0.00438243
31.4511,0.00539477
31.4677,0.00663061
31.4846,0.00835132
31.5007,0.0105729
31.5167,0.0135608
31.5325,0.0174481
31.5488,0.0227161
31.5666,0.0301589
31.5868,0.0409872
31.6117,0.057895
31.683,0.115495
31.7079,0.130051
31.7352,0.136862
31.7374,0.136926
31.7609,0.133035
31.7887,0.118711
31.8309,0.085037
31.8698,0.0532845
31.8926,0.038038
31.911,0.0282091
31.9277,0.0211793
31.9443,0.0157259
31.9585,0.0121238
31.9728,0.00933788
31.987,0.00720979
32.0013,0.00559767
32.0155,0.00438129
32.0304,0.00343041
32.0452,0.00271852
32.0601,0.00218279
32.0775,0.00171963
32.0944,0.00140015
32.1096,0.00119958
32.1256,0.0010693
32.1396,0.00102148
32.1457,0.00102034
32.1577,0.00105448
32.1697,0.00113961
32.1817,0.00127876
32.1957,0.00151262
32.2138,0.00192844
32.2356,0.00259557
32.2779,0.0042118
32.3139,0.00550279
32.3404,0.00608598
32.3592,0.00622012
32.3821,0.00604283
32.4101,0.00537583
32.4527,0.00382051
32.4892,0.00246743
32.5103,0.00182423
32.5283,0.00137974
32.5433,0.00108797
32.5584,8.66787E-4
32.5704,7.39634E-4
32.5824,6.56518E-4
32.5944,6.18445E-4
32.5984,6.16166E-4
32.6096,6.38903E-4
32.6207,7.08222E-4
32.6298,8.02402E-4
32.6411,9.74433E-4
32.6524,0.00121534
32.665,0.00157639
32.6775,0.00205044
32.6911,0.00270662
32.7072,0.00369979
32.7253,0.00511497
32.7474,0.00726162
32.8177,0.0154068
32.8459,0.0177437
32.8708,0.0186253
32.8748,0.0186461
32.8991,0.0180485
32.9233,0.0163638
32.9615,0.012321
33.0027,0.00772427
33.0268,0.00552926
33.0449,0.00423987
33.0611,0.00336087
33.0763,0.00276185
33.0914,0.00238093
33.1035,0.00221837
33.1155,0.00217349
33.1275,0.00223902
33.1436,0.00248454
33.1631,0.00299857
33.1897,0.00398524
33.2459,0.00633196
33.2752,0.00712185
33.2969,0.007324
33.3221,0.00711161
33.3532,0.00628968
33.4305,0.00332814
33.4585,0.00246562
33.4826,0.00190215
33.5052,0.00150852
33.5278,0.00122055
33.5528,9.92614E-4
33.5799,8.20869E-4
33.6138,6.73473E-4
33.6544,5.52523E-4
33.7063,4.45144E-4
33.7665,3.56882E-4
33.8342,2.84981E-4
33.9132,2.24164E-4
33.9922,1.79929E-4
34.0724,1.47051E-4
34.1572,1.22452E-4
34.2319,1.08003E-4
34.3067,9.97564E-5
34.3815,9.77371E-5
34.4472,1.01641E-4
34.5129,1.12001E-4
34.5622,1.25242E-4
34.6197,1.48886E-4
34.6671,1.77943E-4
34.7126,2.18522E-4
34.7506,2.67946E-4
34.7809,3.25203E-4
34.8062,3.93829E-4
34.8289,4.83064E-4
34.8466,5.80985E-4
34.8656,7.27977E-4
34.8827,9.13984E-4
34.8978,0.0011386
34.9134,0.00144557
34.9301,0.00188602
34.9467,0.00246988
34.9634,0.00322563
34.9837,0.00440471
35.0064,0.00609428
35.0378,0.00896902
35.0893,0.0140088
35.1207,0.0161505
35.1472,0.0168199
35.1492,0.016821
35.1743,0.0162444
35.2006,0.0145925
35.242,0.0106784
35.2835,0.00663933
35.3083,0.00467438
35.3285,0.00341018
35.3467,0.00252892
35.3634,0.00191149
35.3785,0.00148411
35.3929,0.00117516
35.4069,9.49192E-4
35.4208,7.79137E-4
35.4374,6.31278E-4
35.4541,5.28381E-4
35.4736,4.47792E-4
35.4938,3.94276E-4
35.514,3.60969E-4
35.5444,3.35008E-4
35.5785,3.27618E-4
35.6265,3.43227E-4
35.6745,3.84103E-4
35.7225,4.52771E-4
35.7655,5.47406E-4
35.797,6.49607E-4
35.8222,7.64847E-4
35.8474,9.28583E-4
35.8666,0.00110268
35.8881,0.00137446
35.9073,0.00171
35.9276,0.00219521
35.9452,0.00275374
35.9664,0.00362394
35.9906,0.00491225
36.0209,0.00693545
36.0814,0.0113996
36.1076,0.0127937
36.1339,0.0134236
36.1379,0.0134402
36.1653,0.0129635
36.1914,0.0116492
36.2317,0.00857308
36.2731,0.00526509
36.2952,0.00380009
36.3134,0.00284226
36.3295,0.0021838
36.3432,0.00176663
36.3568,0.00146966
36.3679,0.00131143
36.38,0.00121969
36.388,0.00120339
36.3981,0.00123192
36.4103,0.00133669
36.4224,0.00151763
36.4375,0.00185174
36.4526,0.00230921
36.4707,0.00302543
36.4929,0.00414742
36.5216,0.00595631
36.5876,0.0105277
36.6188,0.0120131
36.6509,0.0126144
36.6556,0.0126222
36.6983,0.0120305
36.7467,0.0111506
36.7578,0.011095
36.7974,0.0114768
36.8555,0.0124604
36.8615,0.0124763
36.8908,0.0121064
36.9184,0.0110325
36.9537,0.00886122
37.0092,0.00499963
37.0354,0.00348924
37.0556,0.00255986
37.0737,0.00189855
37.0904,0.0014262
37.1055,0.00109416
37.1206,8.41252E-4
37.1343,6.70864E-4
37.1464,5.5815E-4
37.1598,4.69815E-4
37.171,4.23186E-4
37.1821,3.98716E-4
37.1887,3.94428E-4
37.198,4.01473E-4
37.2082,4.27822E-4
37.2206,4.88258E-4
37.233,5.84905E-4
37.2454,7.25173E-4
37.2577,9.18989E-4
37.2701,0.00117897
37.2825,0.0015205
37.2961,0.00201205
37.3097,0.00265156
37.3246,0.00355296
37.3394,0.00470515
37.3562,0.00634601
37.3757,0.00876944
37.3989,0.0123873
37.4311,0.0185095
37.4806,0.0284676
37.5103,0.0329215
37.5397,0.0349454
37.5459,0.0350144
37.5722,0.0338996
37.6038,0.0299606
37.6886,0.0143569
37.7136,0.0106154
37.7341,0.00818727
37.7545,0.00629821
37.7727,0.00501213
37.7925,0.00397225
37.8124,0.00322336
37.8322,0.00269331
37.8522,0.00232091
37.8747,0.00204212
37.8973,0.00187394
37.9199,0.00179523
37.9274,0.00178785
37.9499,0.00182664
37.9691,0.0019439
37.9865,0.0021377
38.0067,0.00250252
38.0241,0.0029701
38.0415,0.00361911
38.0603,0.00456704
38.0805,0.00591651
38.1047,0.00802642
38.1329,0.0111179
38.1934,0.0185577
38.2267,0.0215138
38.2552,0.0224801
38.2572,0.022484
38.2822,0.0218101
38.3084,0.0198007
38.3498,0.0148918
38.3972,0.0088968
38.4214,0.00638187
38.4415,0.00469685
38.4592,0.00352894
38.4768,0.00262095
38.4935,0.00196917
38.5086,0.00151861
38.5232,0.0011865
38.538,9.32814E-4
38.5527,7.42144E-4
38.5682,5.92803E-4
38.5852,4.72814E-4
38.6041,3.77132E-4
38.6231,3.0819E-4
38.6457,2.48381E-4
38.6722,1.98476E-4
38.6987,1.61863E-4
38.7289,1.30344E-4
38.7642,1.02783E-4
38.7995,8.20888E-5
38.8399,6.45217E-5
38.8802,5.19238E-5
38.9155,4.42247E-5
38.9455,3.98234E-5
38.9753,3.72618E-5
39.0052,3.64724E-5
39.0396,3.78036E-5
39.0741,4.16982E-5
39.1085,4.84715E-5
39.143,5.86313E-5
39.1774,7.2955E-5
39.2119,9.2627E-5
39.242,1.1566E-4
39.2721,1.4616E-4
39.3023,1.8739E-4
39.3281,2.35562E-4
39.3496,2.89517E-4
39.3712,3.62647E-4
39.3905,4.53224E-4
39.4078,5.62964E-4
39.4254,7.16815E-4
39.4409,9.00276E-4
39.4564,0.00114554
39.4719,0.00147274
39.488,0.00192471
39.5038,0.00251042
39.5196,0.00326939
39.5379,0.00441396
39.5563,0.00588215
39.5784,0.00811499
39.6057,0.0115483
39.6757,0.0217905
39.7067,0.0251478
39.7363,0.0265561
39.7414,0.0265882
39.7699,0.0256198
39.8031,0.0223461
39.885,0.0107536
39.9108,0.00773945
39.9323,0.00574091
39.9524,0.00428971
39.9716,0.00323345
39.9897,0.00248838
40.0078,0.00193545
40.0259,0.00153058
40.043,0.00125007
40.061,0.00103186
40.0821,8.49405E-4
40.1063,7.04231E-4
40.1347,5.87191E-4
40.1648,5.01504E-4
40.2079,4.18708E-4
40.2595,3.54903E-4
40.3141,3.12816E-4
40.383,2.83574E-4
40.4518,2.73474E-4
40.5197,2.78899E-4
40.5875,2.99271E-4
40.6553,3.37034E-4
40.7231,3.98434E-4
40.7763,4.71552E-4
40.8206,5.59663E-4
40.856,6.59963E-4
40.8902,8.0107E-4
40.9155,9.54694E-4
40.9377,0.00114659
40.9567,0.00137677
40.9769,0.00172102
40.9941,0.00212613
41.0114,0.00267109
41.0286,0.00339682
41.0474,0.0044526
41.0669,0.00589052
41.0882,0.00792189
41.112,0.0108018
41.1444,0.0156356
41.2052,0.0253526
41.2366,0.0288047
41.2651,0.0299667
41.2923,0.0290457
41.3247,0.0256209
41.3728,0.017856
41.4133,0.0112738
41.4381,0.00796777
41.4584,0.00580448
41.4766,0.00426548
41.4928,0.00319264
41.507,0.00245254
41.5212,0.00186987
41.5354,0.00141801
41.5495,0.00107212
41.5637,8.10163E-4
41.5776,6.16415E-4
41.5916,4.70888E-4
41.6055,3.61865E-4
41.6188,2.83427E-4
41.6321,2.23809E-4
41.6454,1.78394E-4
41.6606,1.39514E-4
41.6758,1.11033E-4
41.6903,9.1125E-5
41.7056,7.64264E-5
41.7204,6.71111E-5
41.7352,6.21523E-5
41.7464,6.11636E-5
41.7612,6.35506E-5
41.775,6.99695E-5
41.7889,8.10602E-5
41.8037,9.91018E-5
41.8167,1.21372E-4
41.8296,1.51163E-4
41.8444,1.96697E-4
41.8576,2.50142E-4
41.8714,3.22094E-4
41.8872,4.28795E-4
41.903,5.66971E-4
41.9208,7.67002E-4
41.9405,0.00105268
41.9622,0.00145045
41.9904,0.00209116
42.0668,0.00409473
42.0974,0.00464453
42.1272,0.00483988
42.1566,0.00465503
42.1833,0.00419694
42.2277,0.003061
42.2721,0.00187579
42.2958,0.00134959
42.3165,9.75404E-4
42.3343,7.19772E-4
42.3506,5.34378E-4
42.3654,4.01753E-4
42.3792,3.04487E-4
42.3928,2.29946E-4
42.4063,1.72593E-4
42.4193,1.30881E-4
42.4322,9.93781E-5
42.4433,7.88906E-5
42.4552,6.22982E-5
42.4664,5.07077E-5
42.4767,4.27879E-5
42.4875,3.68263E-5
42.5013,3.19438E-5
42.5149,2.94923E-5
42.5247,2.88716E-5
42.5396,2.94165E-5
42.5593,3.23496E-5
42.584,3.87994E-5
42.6136,4.98525E-5
42.6481,6.67925E-5
42.6888,9.23305E-5
42.7304,1.25407E-4
42.7718,1.67003E-4
42.8121,2.18575E-4
42.8502,2.8125E-4
42.8882,3.64488E-4
42.9215,4.64687E-4
42.9453,5.62104E-4
42.9691,6.94675E-4
42.9905,8.61192E-4
43.0095,0.0010667
43.0273,0.00133133
43.0452,0.00169431
43.0612,0.0021352
43.0787,0.00277809
43.0953,0.00359202
43.1136,0.0047707
43.1327,0.00637307
43.1526,0.00853109
43.1774,0.0119241
43.2106,0.0176346
43.2753,0.0297221
43.3067,0.0337766
43.337,0.0352274
43.3647,0.0341055
43.3952,0.0304454
43.4427,0.021706
43.4855,0.0136288
43.5112,0.00963404
43.5321,0.00702178
43.5511,0.00514724
43.5678,0.00386336
43.5844,0.00286745
43.6001,0.00214929
43.6144,0.00164826
43.6287,0.00126338
43.6429,9.70407E-4
43.6562,7.61685E-4
43.6705,5.9135E-4
43.6848,4.62854E-4
43.699,3.65573E-4
43.7133,2.91428E-4
43.73,2.26203E-4
43.7466,1.77424E-4
43.7632,1.40351E-4
43.7823,1.08221E-4
43.8001,8.53147E-5
43.8179,6.7612E-5
43.8358,5.39484E-5
43.856,4.23472E-5
43.8726,3.53475E-5
43.8916,2.97373E-5
43.9121,2.61746E-5
43.9284,2.49845E-5
43.9378,2.49103E-5
43.9567,2.60481E-5
43.9768,2.90836E-5
43.9995,3.4709E-5
44.0221,4.27294E-5
44.0473,5.46732E-5
44.0749,7.20843E-5
44.1026,9.51572E-5
44.129,1.2442E-4
44.1516,1.57495E-4
44.1743,2.01121E-4
44.1962,2.5742E-4
44.2173,3.29981E-4
44.2384,4.26441E-4
44.2595,5.53551E-4
44.2807,7.18043E-4
44.3048,9.58559E-4
44.3355,0.00134792
44.4175,0.00261337
44.4457,0.00294471
44.4738,0.0031173
44.4839,0.00313242
44.5141,0.00302592
44.5483,0.00267065
44.6122,0.0017935
44.6356,0.00157867
44.6549,0.00150159
44.659,0.00149934
44.6751,0.00154312
44.6932,0.00170102
44.7112,0.00198019
44.7323,0.00246146
44.7574,0.00323697
44.7976,0.00480016
44.8457,0.0066708
44.8739,0.00741406
44.9028,0.0077069
44.9048,0.00770705
44.9341,0.00740852
44.9662,0.00651101
45.0184,0.00436286
45.0566,0.00281782
45.0807,0.0020187
45.1007,0.00148688
45.1181,0.00112716
45.1337,8.76341E-4
45.1492,6.89222E-4
45.162,5.7737E-4
45.177,4.87127E-4
45.1901,4.41282E-4
45.2041,4.21659E-4
45.2059,4.21229E-4
45.2212,4.35572E-4
45.2363,4.80887E-4
45.2513,5.58506E-4
45.2667,6.75694E-4
45.2821,8.3933E-4
45.297,0.00105315
45.3118,0.00133786
45.3267,0.00171432
45.3414,0.00220292
45.3555,0.00280748
45.3719,0.00372436
45.3883,0.0049217
45.4048,0.00645703
45.4235,0.00869505
45.4446,0.0119031
45.4705,0.0168572
45.5061,0.0252967
45.5662,0.040189
45.6,0.0458002
45.6297,0.0474586
45.661,0.0454458
45.6901,0.0405344
45.7426,0.0276088
45.7839,0.0175206
45.8102,0.0122981
45.8308,0.0090222
45.8491,0.00671624
45.8656,0.00508093
45.8806,0.00389928
45.8961,0.00294651
45.9116,0.00221657
45.9256,0.00170937
45.9397,0.00132114
45.9538,0.00102738
45.9679,8.08162E-4
45.9819,6.47911E-4
45.9941,5.47823E-4
46.0054,4.82397E-4
46.0166,4.39971E-4
46.028,4.19009E-4
46.0317,4.16836E-4
46.0431,4.25058E-4
46.0563,4.6429E-4
46.069,5.35034E-4
46.0809,6.37451E-4
46.0942,7.98215E-4
46.1074,0.00101914
46.1213,0.00132885
46.1352,0.00173498
46.1508,0.00233113
46.1675,0.00315589
46.1856,0.00431421
46.2053,0.00590783
46.2295,0.00837343
46.2623,0.0125015
46.3244,0.0210576
46.3587,0.0245072
46.3905,0.025848
46.3948,0.0258682
46.4243,0.0249661
46.4596,0.0218193
46.5492,0.0102347
46.5767,0.00733739
46.5979,0.00555123
46.6191,0.00414558
46.6372,0.003212
46.6562,0.00246471
46.6743,0.00192341
46.6925,0.00151739
46.7107,0.00121453
46.7293,9.82969E-4
46.7498,7.95492E-4
46.7744,6.33466E-4
46.8008,5.09114E-4
46.8321,4.03364E-4
46.8649,3.23108E-4
46.8949,2.70338E-4
46.9199,2.40796E-4
46.945,2.27349E-4
46.9487,2.27069E-4
46.9675,2.34335E-4
46.9825,2.5295E-4
46.999,2.90729E-4
47.0147,3.48517E-4
47.0305,4.33212E-4
47.0462,5.51153E-4
47.062,7.09083E-4
47.0788,9.30193E-4
47.0976,0.00124717
47.1182,0.00168952
47.143,0.00234897
47.186,0.00374595
47.234,0.00531063
47.268,0.00607534
47.2992,0.00633287
47.328,0.006146
47.365,0.00539127
47.455,0.00269081
47.482,0.00202799
47.506,0.00155951
47.5288,0.00121731
47.5524,9.53408E-4
47.576,7.64581E-4
47.5997,6.32385E-4
47.6233,5.40837E-4
47.655,4.60413E-4
47.6926,4.03632E-4
47.7301,3.70415E-4
47.7801,3.47278E-4
47.8301,3.40361E-4
47.8958,3.51843E-4
47.9616,3.89936E-4
48.0054,4.37732E-4
48.0408,4.99464E-4
48.0717,5.83692E-4
48.0982,6.94463E-4
48.1203,8.30362E-4
48.1424,0.0010258
48.1637,0.00129304
48.1829,0.00162579
48.2021,0.00206961
48.2237,0.00273236
48.2449,0.00358092
48.2696,0.00484195
48.303,0.00698176
48.3783,0.0124771
48.4136,0.0142594
48.4443,0.0148145
48.4763,0.0142542
48.5086,0.0126318
48.5622,0.00864244
48.6036,0.00555463
48.6299,0.00394083
48.6521,0.00284624
48.6703,0.00213462
48.6885,0.00157423
48.7051,0.00117636
48.7203,8.95818E-4
48.7355,6.7912E-4
48.7506,5.14145E-4
48.7632,4.08351E-4
48.7771,3.18367E-4
48.7904,2.52857E-4
48.8056,1.9672E-4
48.8207,1.55642E-4
48.8371,1.23555E-4
48.8529,1.01498E-4
48.8719,8.30326E-5
48.8908,7.06325E-5
48.9098,6.24051E-5
48.935,5.58577E-5
48.9653,5.24672E-5
48.9755,5.21239E-5
49.0159,5.36189E-5
49.0664,6.02633E-5
49.127,7.32534E-5
49.2028,9.55997E-5
49.2846,1.26807E-4
49.3766,1.71668E-4
49.467,2.28638E-4
49.5498,2.96868E-4
49.6201,3.72987E-4
49.6816,4.61496E-4
49.7344,5.65147E-4
49.7783,6.87769E-4
49.816,8.428E-4
49.8461,0.0010261
49.8725,0.00125643
49.895,0.00152943
49.9189,0.00192007
49.944,0.00247626
49.9691,0.00321011
50.0002,0.00438714
50.0454,0.00653564
50.0977,0.00909497
50.1338,0.010323
50.1639,0.0106915
50.1941,0.0103568
50.2272,0.00924257
50.2764,0.00670426
50.3206,0.00434427
50.348,0.00314046
50.3708,0.0023535
50.3904,0.00184355
50.406,0.00154147
50.424,0.00129557
50.4391,0.00116814
50.4572,0.00109787
50.4632,0.00109289
50.4813,0.00112989
50.5021,0.0012673
50.5194,0.00146429
50.5367,0.00174901
50.5544,0.00215107
50.572,0.00269931
50.5897,0.00343906
50.6082,0.00448271
50.6264,0.00586311
50.6447,0.00767893
50.6648,0.0102843
50.6863,0.0139063
50.7108,0.0192226
50.7405,0.0273316
50.832,0.0572794
50.8683,0.0652366
50.8989,0.0674823
50.9276,0.065381
50.9624,0.058013
51.0278,0.0369422
51.0636,0.0261368
51.0887,0.0201918
51.1102,0.0163969
51.1293,0.0140497
51.1461,0.0127572
51.1667,0.0120627
51.1729,0.0120263
51.1912,0.0123179
51.2136,0.0133399
51.294,0.0191059
51.3282,0.0204941
51.3423,0.0206286
51.3724,0.019965
51.4029,0.0180665
51.4513,0.0134322
51.5007,0.00839357
51.5292,0.00598109
51.5521,0.00443969
51.5727,0.00336866
51.5895,0.00270815
51.6063,0.0022244
51.621,0.00193568
51.6335,0.00178137
51.6461,0.00170871
51.6523,0.00170248
51.6649,0.00175035
51.6805,0.00192665
51.6962,0.00224176
51.7119,0.00271165
51.7272,0.00334238
51.7456,0.00435026
51.7639,0.00567769
51.7842,0.0075779
51.8066,0.010231
51.8331,0.0141313
51.8779,0.0221961
51.9308,0.0318
51.9623,0.0358076
51.9943,0.0374664
51.998,0.0374787
52.0265,0.0363098
52.059,0.03251
52.1048,0.0243653
52.1547,0.0150074
52.1822,0.0107289
52.2035,0.00805825
52.2239,0.00608625
52.2417,0.00481319
52.2565,0.00406688
52.2711,0.0035931
52.286,0.00337233
52.2905,0.00335754
52.3038,0.003451
52.3182,0.00378578
52.3349,0.00447717
52.3526,0.00558194
52.3726,0.00728491
52.3947,0.00974073
52.4236,0.0137335
52.5079,0.0272479
52.5412,0.0309854
52.5731,0.0324796
52.5775,0.0325013
52.6099,0.0312912
52.6438,0.0277956
52.7425,0.0129545
52.773,0.00924175
52.7963,0.00699835
52.8193,0.00526827
52.8406,0.0040445
52.8601,0.00319759
52.8811,0.00250711
52.9023,0.00199745
52.9236,0.00162523
52.9471,0.0013263
52.9749,0.00107896
53.0026,9.04455E-4
53.0372,7.49489E-4
53.0747,6.30562E-4
53.1246,5.19606E-4
53.1745,4.43977E-4
53.2295,3.8937E-4
53.287,3.57512E-4
53.3445,3.48608E-4
53.3957,3.60602E-4
53.4469,3.95129E-4
53.4853,4.4102E-4
53.5237,5.12922E-4
53.5557,6.04985E-4
53.5813,7.13507E-4
53.6037,8.48956E-4
53.6261,0.00104234
53.6453,0.00127592
53.6648,0.00160376
53.6822,0.00200314
53.6996,0.00253489
53.717,0.00323578
53.7357,0.00422358
53.7555,0.00558751
53.777,0.00752107
53.8003,0.0102062
53.8279,0.0142183
53.8679,0.0213372
53.9303,0.0329209
53.9672,0.0375424
53.9996,0.0389441
54.0338,0.0373597
54.0656,0.033417
54.1593,0.0166088
54.1854,0.0128157
54.2069,0.0104411
54.2278,0.00886464
54.2425,0.00820565
54.2573,0.00792966
54.272,0.0080392
54.2884,0.00861403
54.3069,0.00982322
54.33,0.0121391
54.3577,0.0159785
54.4023,0.0238493
54.4526,0.0328295
54.4874,0.0372193
54.5225,0.0389417
54.5256,0.0389478
54.5562,0.037771
54.5941,0.0336852
54.6852,0.0201054
54.7172,0.0165293
54.748,0.0142853
54.7711,0.0134187
54.7865,0.0132426
54.8096,0.013615
54.835,0.0150154
54.8541,0.0168855
54.8763,0.0201896
54.8986,0.0250383
54.9206,0.031811
54.9417,0.0405477
54.9651,0.0533898
54.9891,0.0705264
55.0192,0.0978518
55.0603,0.144307
55.1198,0.215824
55.1546,0.247059
55.1882,0.261348
55.1963,0.261962
55.2257,0.25473
55.2588,0.230383
55.3043,0.178585
55.3644,0.104614
55.3952,0.0735711
55.4192,0.0541104
55.4406,0.040383
55.4593,0.0308912
55.478,0.0234453
55.4968,0.017717
55.5145,0.0135826
55.5325,0.0103903
55.5509,0.00795858
55.5676,0.0062954
55.5843,0.00502705
55.601,0.00405826
55.6211,0.00319082
55.6411,0.00256287
55.6627,0.00208993
55.6818,0.00181418
55.6981,0.00167554
55.7146,0.00162772
55.7311,0.00167938
55.7465,0.0018285
