92-U-237(n,total fission) ENDF/B-VII.1
11.4364,0.944112
11.4974,1.17305
11.5507,1.45888
11.5951,1.79436
11.6344,2.20814
11.67,2.72989
11.6992,3.32332
11.7258,4.07016
11.7487,4.95677
11.7685,6.02081
11.7868,7.40151
11.802,9.02946
11.8152,11.0001
11.8279,13.6464
11.8393,16.9532
11.8497,21.0371
11.8599,26.3385
11.871,34.1142
11.8827,44.9705
11.8949,59.8517
11.9089,81.8472
11.9269,117.663
11.9655,203.17
11.9801,226.442
11.9972,238.649
11.9996,238.865
12.0146,231.6
12.0294,211.397
12.0538,160.495
12.08,102.379
12.0956,73.7379
12.1081,55.4149
12.1198,42.1164
12.13,33.1522
12.1401,26.2235
12.1513,20.4935
12.1627,16.204
12.1741,13.0789
12.1868,10.5692
12.199,8.81632
12.2143,7.22344
12.2325,5.87077
12.2528,4.80519
12.2744,3.98351
12.3003,3.2627
12.33,2.66297
12.3656,2.14722
12.4049,1.73899
12.4493,1.40864
12.5026,1.12777
12.5559,0.927225
12.6194,0.755319
12.6905,0.61828
12.7717,0.506933
12.8631,0.418592
12.9545,0.355643
13.0713,0.29908
13.2109,0.254069
13.3505,0.225058
13.5377,0.202764
13.6886,0.194751
13.764,0.193715
13.9643,0.20015
14.1146,0.214513
14.2898,0.245509
14.4401,0.290228
14.5652,0.348265
14.6626,0.414442
14.76,0.510116
14.8365,0.61813
14.9047,0.753595
14.9645,0.92012
15.0201,1.138
15.066,1.38952
15.1105,1.73199
15.1484,2.14463
15.1795,2.61885
15.2062,3.17911
15.2307,3.89309
15.2502,4.68203
15.2697,5.79381
15.2858,7.11117
15.2997,8.70024
15.3136,10.9198
15.3264,13.7626
15.3375,17.0888
15.3487,21.4495
15.3615,28.0714
15.3751,37.423
15.3901,50.8872
15.4082,71.6244
15.4577,140.807
15.4786,162.303
15.4969,170.183
15.4997,170.331
15.5142,166.463
15.53,154.179
15.5534,125.119
15.5907,72.5539
15.6079,52.5556
15.6221,39.4393
15.6358,29.6354
15.6474,23.1725
15.6602,17.8049
15.6714,14.3035
15.6825,11.6428
15.6953,9.36613
15.7092,7.57564
15.7231,6.27723
15.7415,5.05653
15.7615,4.12695
15.7849,3.36101
15.8116,2.73902
15.8427,2.2213
15.8784,1.79912
15.9173,1.46737
15.966,1.17259
16.0147,0.962572
16.0759,0.774178
16.144,0.627088
16.2122,0.521995
16.2957,0.42966
16.393,0.354128
16.5015,0.295957
16.6351,0.247884
16.7908,0.212223
16.9745,0.187981
17.1581,0.176864
17.2805,0.175135
17.4483,0.180097
17.6161,0.194281
17.7741,0.218863
17.9126,0.253637
18.028,0.297098
18.1229,0.348036
18.2127,0.415615
18.3024,0.512614
18.3742,0.623837
18.4371,0.760571
18.4922,0.928148
18.5384,1.12145
18.582,1.37279
18.6204,1.68089
18.6525,2.03456
18.684,2.52089
18.7087,3.05633
18.7292,3.67599
18.7482,4.48001
18.7661,5.57481
18.7805,6.8199
18.7948,8.56202
18.8077,10.7176
18.8205,13.6533
18.8333,17.6211
18.8461,22.9046
18.8584,29.4828
18.8723,38.9249
18.8884,52.8976
18.9102,76.4879
18.9579,133.91
18.9803,151.998
18.9998,157.433
19.0205,151.223
19.0441,131.218
19.099,65.5181
19.1175,47.1711
19.1336,34.4702
19.147,26.3124
19.1585,20.7719
19.17,16.4355
19.1826,12.8374
19.1954,10.1143
19.2082,8.1128
19.2226,6.49069
19.238,5.25644
19.2534,4.37079
19.2708,3.64171
19.2913,3.02182
19.316,2.48735
19.3437,2.05335
19.3796,1.65147
19.4168,1.35437
19.4616,1.0966
19.5129,0.887419
19.5668,0.73
19.6296,0.597812
19.7078,0.482211
19.7976,0.390801
19.8976,0.320893
20.0053,0.269092
20.113,0.232897
20.2721,0.197647
20.4567,0.174175
20.6414,0.163006
20.7656,0.161056
20.9539,0.165944
21.1422,0.181715
21.3133,0.209177
21.4503,0.244989
21.5644,0.289817
21.6713,0.351649
21.7612,0.427224
21.8382,0.519745
21.9067,0.636472
21.9666,0.780891
22.0179,0.954378
22.0607,1.15371
22.1006,1.4099
22.1349,1.71412
22.1634,2.06249
22.1885,2.48364
22.2125,3.05046
22.2324,3.7267
22.2478,4.45024
22.2649,5.57093
22.2804,7.00015
22.294,8.74808
22.3077,11.1065
22.322,14.4121
22.3363,18.811
22.3508,24.6581
22.3668,32.8833
22.3862,45.5278
22.4147,68.5085
22.4521,99.7124
22.4749,113.371
22.4975,118.922
22.4998,118.968
22.5219,114.477
22.5468,100.167
22.6084,49.2798
22.6295,34.9047
22.6466,25.7414
22.662,19.3589
22.6761,14.8775
22.6897,11.6053
22.704,9.03056
22.7168,7.30443
22.7316,5.82991
22.7453,4.83077
22.7624,3.92187
22.7796,3.26909
22.7984,2.74383
22.8241,2.23176
22.8549,1.80396
22.8879,1.47875
22.9279,1.19828
22.9707,0.982848
23.0206,0.801759
23.0805,0.64763
23.1504,0.522132
23.2303,0.422864
23.3158,0.348745
23.4157,0.288392
23.5269,0.242105
23.641,0.209344
23.7779,0.182825
23.932,0.16416
24.0404,0.156204
24.2572,0.150052
24.4297,0.153647
24.6022,0.165396
24.7638,0.186175
24.9034,0.215433
25.0198,0.252134
25.1155,0.29528
25.206,0.352699
25.2965,0.435465
25.369,0.530924
25.4323,0.649003
25.4879,0.79488
25.5345,0.964886
25.5784,1.18907
25.6172,1.46985
25.6496,1.80302
25.6772,2.21126
25.6979,2.64207
25.7186,3.25248
25.7352,3.94563
25.7515,4.9014
25.7659,6.08186
25.7804,7.69976
25.7931,9.59502
25.806,12.1234
25.8203,15.7697
25.8345,20.5128
25.851,27.6425
25.8694,37.7686
25.8929,54.0217
25.9483,97.7515
25.971,111.047
25.995,117.49
25.9998,117.673
26.0228,113.363
26.0497,98.841
26.1172,46.4181
26.1371,33.7861
26.1552,24.6669
26.1697,18.9577
26.1841,14.5067
26.1971,11.4387
26.21,9.07313
26.2245,7.08538
26.2385,5.67509
26.2524,4.63255
26.269,3.73696
26.2855,3.09572
26.3062,2.52675
26.331,2.05466
26.3569,1.70825
26.3879,1.40876
26.4267,1.14206
26.472,0.922767
26.5173,0.765147
26.5716,0.627724
26.6349,0.513179
26.7009,0.427508
26.7785,0.354754
26.869,0.294531
26.9776,0.244526
27.0862,0.21001
27.2311,0.179228
27.3759,0.159848
27.5207,0.148254
27.738,0.1415
27.7555,0.141449
27.9736,0.146921
28.119,0.157525
28.2643,0.175645
28.3786,0.197283
28.5032,0.231933
28.607,0.274254
28.7043,0.331535
28.7861,0.400424
28.8562,0.483374
28.9198,0.588831
28.9743,0.715161
29.021,0.864785
29.0665,1.06834
29.1054,1.31711
29.1366,1.59919
29.1625,1.9302
29.1833,2.29933
29.2041,2.82018
29.2216,3.44522
29.2372,4.21632
29.2508,5.1271
29.2664,6.53982
29.2804,8.26339
29.2944,10.5436
29.3084,13.5187
29.324,17.8111
29.3396,23.3099
29.3588,31.9189
29.3816,44.7452
29.4486,88.7174
29.4751,100.57
29.4996,104.485
29.5249,100.406
29.5519,88.1425
29.6225,42.0283
29.6454,29.7635
29.6625,22.4285
29.6781,17.13
29.6942,12.8874
29.7098,9.79204
29.7238,7.69541
29.7378,6.11334
29.7519,4.91884
29.7674,3.9587
29.785,3.17442
29.8027,2.61791
29.8219,2.1824
29.8479,1.76994
29.8738,1.48001
29.9076,1.21041
29.9465,0.989766
29.9919,0.80646
30.0451,0.654337
30.1074,0.52932
30.1749,0.434037
30.2476,0.360758
30.3359,0.29763
30.4449,0.2442
30.5669,0.204245
30.7097,0.173755
30.881,0.151533
31.0613,0.13911
31.2594,0.134799
31.4359,0.138341
31.6123,0.149561
31.7769,0.169344
31.918,0.197017
32.0356,0.231979
32.1459,0.280515
32.2385,0.340243
32.3179,0.413876
32.3885,0.5075
32.4502,0.624545
32.5031,0.767085
32.5472,0.933898
32.5884,1.15439
32.6178,1.37497
32.6472,1.68482
32.6707,2.04
32.6913,2.4796
32.7078,2.96412
32.7263,3.71876
32.7436,4.71422
32.7595,5.96714
32.7754,7.65671
32.7913,9.90673
32.8077,12.9732
32.8254,17.2428
32.8442,23.0572
32.8668,31.8194
32.9042,49.5403
32.9436,68.4105
32.9682,77.0589
32.9953,81.3144
32.9998,81.403
33.0226,79.0842
33.0517,70.1337
33.097,48.7357
33.1335,31.5556
33.1564,22.7677
33.1749,17.1088
33.1926,12.8804
33.2087,9.88984
33.2234,7.79299
33.2387,6.1253
33.2546,4.83054
33.2705,3.87462
33.2881,3.10295
33.3075,2.50112
33.3287,2.04064
33.3499,1.71207
33.3763,1.41714
33.4057,1.18231
33.441,0.978549
33.4851,0.796636
33.5366,0.646853
33.5983,0.521232
33.6703,0.420091
33.7527,0.340773
33.8409,0.281977
33.9291,0.240194
34.0408,0.202942
34.1731,0.173374
34.3054,0.153977
34.4113,0.143526
34.5877,0.133434
34.7641,0.13053
34.9289,0.133801
35.0937,0.143354
35.2507,0.16008
35.3918,0.184461
35.5094,0.215156
35.6061,0.251362
35.6976,0.299731
35.776,0.358061
35.8518,0.4379
35.9145,0.531771
35.972,0.653586
36.0191,0.794154
36.0583,0.956752
36.0923,1.15229
36.1236,1.4092
36.1498,1.7205
36.1696,2.05612
36.1905,2.55792
36.2073,3.12468
36.224,3.9056
36.2397,4.90682
36.2561,6.33644
36.2726,8.27363
36.2891,10.8552
36.3066,14.4651
36.3249,19.3465
36.3453,26.2481
36.3698,36.5657
36.4404,71.1839
36.4707,81.7024
36.4984,85.331
36.4997,85.3388
36.523,82.9831
36.5502,74.8492
36.5899,56.3677
36.6349,34.2958
36.6589,24.6173
36.6783,18.3714
36.6965,13.7186
36.7122,10.61
36.7277,8.23312
36.7429,6.42858
36.7582,5.06494
36.7744,3.99239
36.7901,3.22902
36.8084,2.5847
36.8267,2.12563
36.845,1.79191
36.8685,1.48312
36.8947,1.2398
36.9273,1.02366
36.9678,0.835201
37.0149,0.681349
37.0698,0.554924
37.1273,0.460539
37.2005,0.375459
37.2841,0.308078
37.3782,0.255662
37.4723,0.218891
37.6082,0.18301
37.765,0.157239
37.9218,0.141946
38.0845,0.133548
38.2472,0.131005
38.4483,0.135329
38.6494,0.148927
38.8254,0.171757
38.9722,0.203346
39.0771,0.237291
39.1846,0.288196
39.2763,0.352679
39.3471,0.424176
39.4114,0.51571
39.4664,0.626513
39.5149,0.764278
39.5543,0.921286
39.591,1.13053
39.6172,1.34359
39.6434,1.64837
39.6644,2.0004
39.6833,2.44676
39.7021,3.07661
39.7189,3.85703
39.7352,4.88576
39.7517,6.29537
39.7682,8.17674
39.7847,10.6442
39.8034,14.2681
39.8217,18.8413
39.8448,26.0982
39.8731,37.1321
39.9402,66.1015
39.9706,75.0975
39.9997,78.1855
40.0283,75.2086
40.0566,67.0752
40.1075,45.466
40.1447,29.8245
40.1699,21.2181
40.1893,15.9342
40.2077,11.9899
40.225,9.11094
40.242,6.95073
40.259,5.33464
40.2753,4.1911
40.291,3.36765
40.3094,2.66772
40.3277,2.16863
40.3461,1.80814
40.3697,1.47934
40.3959,1.22589
40.4287,1.00638
40.4693,0.819349
40.5165,0.6691
40.5716,0.546856
40.6293,0.456202
40.7027,0.374959
40.7918,0.307759
40.8836,0.260549
40.9754,0.227385
41.1065,0.195451
41.2795,0.170435
41.4526,0.157468
41.6671,0.152388
41.9083,0.158269
42.0892,0.171138
42.2851,0.196208
42.4479,0.230771
42.5836,0.275842
42.6891,0.32833
42.7795,0.393876
42.8564,0.474514
42.9197,0.569321
42.9724,0.680288
43.0237,0.834513
43.0614,0.997611
43.0915,1.18051
43.1196,1.42157
43.1413,1.68464
43.163,2.05301
43.182,2.50431
43.201,3.13033
43.2178,3.88967
43.2347,4.9039
43.2516,6.24584
43.2685,7.99616
43.2866,10.4183
43.3077,14.0763
43.3312,19.3115
43.3589,27.017
43.4361,51.8275
43.465,58.5163
43.4942,61.5393
43.5,61.6203
43.5289,59.4104
43.5555,53.9685
43.6007,40.0863
43.6471,25.1441
43.6736,18.1054
43.6953,13.4917
43.7164,9.9888
43.7351,7.61296
43.7532,5.86338
43.7713,4.55269
43.7894,3.58528
43.8075,2.87754
43.8256,2.36091
43.8467,1.9292
43.8678,1.62349
43.8949,1.34934
43.922,1.15862
43.9582,0.980911
44.0034,0.830107
44.0607,0.703531
44.1361,0.59905
44.2115,0.535755
44.317,0.487887
44.4526,0.468992
44.5883,0.482788
44.724,0.524209
44.8684,0.600708
45.0128,0.720612
45.1371,0.87442
45.2494,1.07565
45.3457,1.32235
45.4299,1.62664
45.5021,1.98999
45.5663,2.43664
45.6224,2.97584
45.675,3.67892
45.7159,4.43838
45.7568,5.50594
45.7861,6.58092
45.8142,8.01373
45.8394,9.83679
45.8631,12.2568
45.8848,15.3733
45.904,19.1695
45.9233,24.2734
45.9433,31.4052
45.9626,40.4457
45.9846,54.013
46.0071,71.8732
46.0334,98.2593
46.0692,142.742
46.1326,226.592
46.1647,256.64
46.1965,268.865
46.1997,268.972
46.2308,259.21
46.2658,227.835
46.3564,109.641
46.3845,79.413
46.4062,60.6472
46.4278,45.7972
46.4459,36.1204
46.4647,28.2483
46.4848,21.925
46.5048,17.2537
46.5257,13.7069
46.5449,11.3
46.569,9.11302
46.5931,7.54843
46.6195,6.29691
46.6556,5.08617
46.6917,4.2257
46.7374,3.43774
46.7936,2.7521
46.8518,2.24456
46.9219,1.80364
47.0022,1.44522
47.0864,1.17491
47.1826,0.951208
47.2849,0.778241
47.4113,0.623578
47.5436,0.506899
47.7041,0.405381
47.8765,0.327551
48.069,0.265111
48.2977,0.212351
48.5503,0.171227
48.8191,0.139841
49.1319,0.113748
49.4969,0.0924923
49.8958,0.0763976
50.2887,0.0656631
50.7187,0.0585587
51.0503,0.0567276
51.2677,0.0582981
51.4306,0.0621255
51.565,0.0684508
51.6851,0.0786961
51.7652,0.0900245
51.8353,0.105388
51.8853,0.121851
51.9253,0.140853
51.9604,0.164995
51.9868,0.191223
52.0118,0.226568
52.0333,0.269598
52.0547,0.330398
52.0726,0.400462
52.0912,0.499142
52.1095,0.630431
52.1278,0.805554
52.1461,1.03559
52.1667,1.37422
52.1873,1.8116
52.2104,2.43415
52.2387,3.38353
52.2936,5.63315
52.3348,7.25288
52.368,8.1492
52.3997,8.45473
52.4309,8.16062
52.4618,7.35089
52.5141,5.28479
52.5613,3.36993
52.5899,2.41597
52.6116,1.83186
52.6322,1.39032
52.6528,1.04757
52.6725,0.798386
52.6915,0.618223
52.7105,0.484521
52.7295,0.386371
52.7503,0.309239
52.7717,0.252737
52.7967,0.206958
52.8218,0.175218
52.8575,0.144432
52.8975,0.121474
52.9476,0.10196
53.0076,0.0859621
53.0805,0.0726897
53.1749,0.061202
53.2979,0.0515346
53.4408,0.0443525
53.6124,0.038814
53.8126,0.0346529
54.0699,0.0312847
54.413,0.0286901
54.8248,0.027342
54.9621,0.0272392
55.3422,0.027976
55.6274,0.0298782
55.8506,0.0327377
56.0429,0.036873
56.2031,0.0424093
56.3337,0.0493775
56.452,0.059
56.5506,0.071192
56.6283,0.085395
56.6948,0.103072
56.754,0.126157
56.7971,0.150737
56.836,0.18319
56.8662,0.220708
56.8908,0.265133
56.9124,0.320268
56.9339,0.398441
56.9524,0.491921
56.971,0.620428
56.9899,0.797993
57.0088,1.03816
57.0276,1.3582
57.0473,1.79848
57.0663,2.34335
57.087,3.09169
57.1136,4.30674
57.1462,6.1577
57.2241,11.2094
57.2586,12.8711
57.2921,13.6171
57.2998,13.6445
57.3325,13.1485
57.3631,11.8874
57.4104,8.98818
57.4652,5.45467
57.4947,3.88298
57.5179,2.89228
57.5386,2.18655
57.5578,1.67032
57.5778,1.25711
57.5956,0.977547
57.6133,0.764714
57.6303,0.610449
57.6476,0.492512
57.6673,0.39349
57.6845,0.329877
57.7055,0.273127
57.7314,0.22407
57.761,0.185855
57.7979,0.153575
57.8423,0.12736
57.8916,0.107088
57.9606,0.0875314
58.0296,0.074075
58.1184,0.0620927
58.2318,0.0519754
58.355,0.0448724
58.5029,0.0395174
58.6833,0.0358579
58.847,0.034391
58.9288,0.0342118
59.1051,0.0351272
59.2814,0.0382954
59.4136,0.0430154
59.5238,0.0496346
59.6119,0.0580135
59.6891,0.069356
59.7442,0.0815318
59.7882,0.0956882
59.825,0.112916
59.858,0.136136
59.8837,0.163013
59.9058,0.196035
59.9278,0.243089
59.9474,0.301969
59.967,0.383317
59.9866,0.494993
60.0062,0.646481
60.0245,0.834246
60.0447,1.10338
60.0649,1.44967
60.0884,1.96232
60.1168,2.74727
60.155,4.05564
60.2256,6.66031
60.2608,7.58837
60.2953,7.97037
60.2996,7.97555
60.3333,7.68607
60.3705,6.76974
60.4371,4.33534
60.4778,2.9067
60.5067,2.07906
60.5314,1.51841
60.5522,1.14868
60.573,0.862083
60.5918,0.664695
60.611,0.511017
60.6306,0.394853
60.6502,0.310002
60.6697,0.248459
60.6906,0.201516
60.7126,0.166285
60.7383,0.137689
60.7677,0.115369
60.8063,0.0957662
60.8558,0.0792198
60.9109,0.0668415
60.9832,0.0558064
61.0689,0.0470474
61.1717,0.0400625
61.2892,0.0347818
61.4362,0.0304867
61.6321,0.0269612
61.8475,0.0246533
62.063,0.0232602
62.494,0.0219564
62.8074,0.0217194
63.5165,0.0225052
64.2093,0.0247293
64.7797,0.0279364
65.2361,0.032018
65.5784,0.0367073
65.8907,0.0432836
66.1249,0.0509552
66.323,0.060978
66.4671,0.0719893
66.5872,0.0854115
66.6923,0.102608
66.7824,0.124364
66.859,0.151805
66.9115,0.178874
66.9641,0.217956
67.0031,0.261028
67.0331,0.308744
67.0594,0.367746
67.0857,0.452163
67.1082,0.555022
67.1301,0.694381
67.1517,0.884538
67.1709,1.11221
67.1925,1.4539
67.2136,1.89496
67.2367,2.53152
67.2598,3.35322
67.2868,4.57302
67.3175,6.29438
67.3757,10.2742
67.4315,13.9206
67.4717,15.5493
67.4997,15.9063
67.5324,15.4261
67.5733,13.6283
67.6381,9.26362
67.6874,5.98941
67.7186,4.30115
67.7438,3.21227
67.7654,2.46997
67.7861,1.90813
67.8061,1.48633
67.8261,1.16237
67.846,0.917309
67.8678,0.720005
67.8903,0.573208
67.9128,0.468341
67.9391,0.382505
67.9654,0.322814
68.0014,0.267171
68.0434,0.224427
68.096,0.189043
68.1598,0.160573
68.2386,0.137546
68.3287,0.120683
68.4638,0.106083
68.6169,0.0984636
68.725,0.096814
68.8849,0.0988938
69.0448,0.106636
69.1612,0.117195
69.2776,0.134753
69.3672,0.156996
69.4269,0.179939
69.4746,0.207338
69.5164,0.244014
69.5463,0.283467
69.5761,0.341973
69.6022,0.418033
69.6246,0.510959
69.647,0.640091
69.6681,0.805892
69.6896,1.03303
69.7111,1.33341
69.7349,1.77156
69.76,2.36934
69.7887,3.24184
69.8236,4.57097
69.9236,8.97048
69.9606,10.089
69.9982,10.526
69.9999,10.5267
70.0382,10.1067
70.0812,8.77529
70.1863,4.17036
70.2185,3.01254
70.2436,2.28751
70.2686,1.71488
70.2901,1.33409
70.3131,1.02291
70.3361,0.792885
70.3591,0.626149
70.3821,0.506967
70.4056,0.420799
70.4291,0.360126
70.4627,0.302514
70.503,0.260279
70.5567,0.227482
70.6328,0.202244
70.7403,0.185351
70.8836,0.178657
71.0537,0.182818
71.2806,0.20111
71.5121,0.232782
71.7568,0.283068
71.971,0.347186
72.1693,0.432371
72.3328,0.531587
72.4716,0.647322
72.6104,0.807965
72.7294,1.0017
72.8334,1.23805
72.9227,1.51792
73.0094,1.89753
73.0862,2.37527
73.1457,2.89233
73.1953,3.48052
73.2424,4.25359
73.2795,5.10361
73.3167,6.3028
73.348,7.74231
73.3777,9.68736
73.4045,12.1486
73.4292,15.2781
73.454,19.5149
73.4788,25.1951
73.5026,32.3481
73.5304,43.2302
73.5581,57.2306
73.5918,78.6466
73.6394,115.974
73.7088,173.959
73.7524,200.909
73.7905,211.6
73.7999,212.036
73.8381,204.657
73.8773,183.531
73.9427,130.876
74.0003,84.108
74.034,61.6716
74.0617,46.7931
74.088,35.6481
74.1128,27.4812
74.1376,21.2421
74.1623,16.5617
74.1856,13.2723
74.2124,10.4909
74.2362,8.67697
74.2642,7.10321
74.2979,5.7562
74.3358,4.69639
74.378,3.86433
74.4245,3.2012
74.484,2.59252
74.5534,2.08839
74.6278,1.70071
74.7145,1.37414
74.8112,1.11223
74.9153,0.907566
75.0293,0.743467
75.168,0.598685
75.3316,0.477422
75.5051,0.385971
75.7034,0.311331
75.9116,0.255084
76.1197,0.213756
76.3775,0.176369
76.6551,0.147587
76.9921,0.122989
77.2895,0.107845
77.6464,0.0955918
78.07,0.0874829
78.3746,0.0855676
78.7083,0.0876874
79.0421,0.0956363
79.2645,0.105762
79.4731,0.120876
79.6469,0.139989
79.8207,0.168699
79.9667,0.205023
80.0919,0.25098
80.191,0.303255
80.2761,0.3663
80.3491,0.441446
80.4117,0.530395
80.4638,0.632105
80.516,0.775875
80.5594,0.952205
80.5942,1.15899
80.6246,1.42067
80.6507,1.73911
80.6745,2.14228
80.6968,2.65502
80.719,3.34583
80.7412,4.27106
80.7635,5.49685
80.7878,7.26823
80.8122,9.58453
80.8393,12.9137
80.8706,17.83
80.9081,25.2188
81.011,48.9232
81.0541,56.0948
81.0933,58.8795
81.0997,58.9372
81.1375,56.9718
81.1751,51.5289
81.2349,38.4157
81.3002,23.3889
81.3371,16.4857
81.3649,12.3288
81.3915,9.19256
81.4163,6.9297
81.4389,5.3512
81.4615,4.1479
81.4824,3.30482
81.5032,2.66366
81.5276,2.11014
81.5519,1.71051
81.5771,1.41116
81.6075,1.15507
81.6423,0.952797
81.6857,0.780731
81.7327,0.653015
81.7952,0.535798
81.8682,0.44396
81.932,0.38888
82.012,0.343096
82.0919,0.319277
82.1345,0.316653
82.1891,0.329055
82.2251,0.35368
82.2611,0.401532
82.2912,0.470064
82.3152,0.552928
82.3392,0.670241
82.3632,0.832685
82.3875,1.05461
82.4118,1.34835
82.4391,1.77794
82.4702,2.40383
82.5103,3.42742
82.6149,6.52694
82.6611,7.45144
82.6996,7.71339
82.7401,7.41966
82.7778,6.6808
82.8435,4.77299
82.8988,3.12516
82.9335,2.26691
82.9627,1.68547
82.9882,1.28308
83.0138,0.970963
83.0361,0.761632
83.0584,0.601547
83.0831,0.470649
83.1059,0.382238
83.1287,0.317361
83.156,0.261875
83.188,0.217983
83.226,0.183775
83.2716,0.157274
83.3324,0.134525
83.4084,0.115953
83.5117,0.0993601
83.6562,0.0846362
83.8006,0.0751275
83.983,0.0672307
