96-Cm-243(n,&gamma;) ENDF/B-VII.1
412.449,3.19443
441.802,3.08385
479.795,2.9562
521.478,2.83253
561.308,2.72748
607.366,2.61925
667.65,2.49502
731.915,2.37999
791.308,2.28647
860.302,2.19036
951.08,2.08033
1044.27,1.98293
1132.64,1.90213
1257.08,1.80325
1332.21,1.75044
1474.64,1.66171
1637.49,1.57492
1758.72,1.51835
1916.1,1.45315
2103.98,1.3856
2299.12,1.32475
2528.32,1.26253
2754.08,1.20902
3000.0,1.15779
3288.4,1.10653
3550.98,1.06538
3868.16,1.02135
4239.49,0.976198
4604.07,0.937267
5000.0,0.899888
5438.79,0.864496
5792.97,0.838868
6367.95,0.801844
7000.0,0.766454
7652.86,0.736042
8182.15,0.714027
9045.53,0.682233
10000.0,0.651855
11326.4,0.619912
12570.8,0.594383
14118.2,0.567189
15913.7,0.540447
17267.2,0.522941
19044.1,0.50268
20000.0,0.492846
22991.2,0.47039
25283.2,0.455668
28337.3,0.438609
30000.0,0.430321
34820.8,0.41475
39565.0,0.401853
40000.0,0.400804
40000.0,0.400795
50000.0,0.369328
76469.3,0.331861
114018.0,0.29748
200000.0,0.233119
289020.0,0.194169
395929.0,0.166384
560349.0,0.136816
748332.0,0.112432
1063420.0,0.0815055
1269270.0,0.0667513
1496210.0,0.0521357
1770670.0,0.0383747
1970800.0,0.0299588
2171250.0,0.022999
2413750.0,0.0167961
2613740.0,0.0128819
2845320.0,0.00940186
3029180.0,0.00737488
3205480.0,0.00589449
3389970.0,0.00472191
3584990.0,0.00377169
3771940.0,0.003066
4000000.0,0.00241365
4241420.0,0.0019401
4500000.0,0.00155611
4890400.0,0.00122193
5000000.0,0.00114469
5500000.0,9.62628E-4
6000000.0,9.29803E-4
6750000.0,9.68334E-4
7000000.0,9.89922E-4
7592990.0,0.00112558
8500000.0,0.00140073
9000000.0,0.00149396
9500000.0,0.00153017
1.05E7,0.00151005
1.2E7,0.00130172
1.4E7,8.63295E-4
1.55E7,6.28787E-4
1.61868E7,5.68482E-4
1.7E7,4.83601E-4
1.75E7,4.64471E-4
1.8E7,4.23928E-4
1.87467E7,4.00658E-4
1.95E7,3.68795E-4
2.0E7,3.62041E-4
