95-Am-243(n,&gamma;) ENDF/B-VII.1
32.9022,7.9353
32.9212,9.65599
32.9389,11.9773
32.954,14.7556
32.9692,18.5274
32.9844,23.5977
33.0007,30.8893
33.0174,40.7729
33.0356,54.8341
33.0563,75.4108
33.0816,106.805
33.1464,197.974
33.1757,225.573
33.2,233.28
33.2243,225.425
33.2536,197.78
33.3277,95.0269
33.3505,69.0057
33.3707,50.7541
33.3884,38.4891
33.4044,30.0824
33.4185,24.3846
33.435,19.4758
33.4514,16.0009
33.4678,13.6004
33.4843,11.9869
33.504,10.7901
33.5288,10.0737
33.5472,9.95276
33.5783,10.4072
33.6049,11.5197
33.6271,13.1701
33.6449,15.2066
33.6626,18.1914
33.6798,22.3674
33.695,27.577
33.7102,34.6806
33.7255,44.234
33.7415,57.5751
33.7582,75.9568
33.7765,101.962
33.7978,140.771
33.8242,200.575
33.8862,355.87
33.9156,404.82
33.9396,418.354
33.9644,404.191
33.9938,354.704
34.07,165.852
34.0923,120.246
34.1121,88.0698
34.1299,65.6783
34.1456,50.4175
34.1616,38.6216
34.1776,29.8519
34.1919,24.0478
34.2078,19.2192
34.2238,15.724
34.2421,12.8804
34.2604,10.8745
34.284,9.08026
34.3107,7.71594
34.3411,6.66041
34.3792,5.78557
34.4205,5.18426
34.4711,4.78429
34.5217,4.68323
34.559,4.80467
34.5964,5.14084
34.6244,5.60262
34.6525,6.3639
34.6766,7.43031
34.6958,8.72602
34.715,10.6465
34.7314,13.0228
34.7479,16.3479
34.7641,20.8682
34.7798,26.7739
34.7954,34.5386
34.8129,45.7562
34.8321,61.6481
34.8545,85.1064
34.8879,128.023
34.9362,191.682
34.9631,215.759
34.9896,224.354
35.0135,217.442
35.0398,195.421
35.0822,141.066
35.1215,89.1427
35.1454,63.4286
35.1644,47.2664
35.1823,35.3101
35.1992,26.6889
35.2152,20.567
35.2311,16.0015
35.2471,12.6465
35.2638,10.1061
35.2802,8.30909
35.2994,6.82719
35.3213,5.66791
35.3487,4.70498
35.3749,4.08032
35.4097,3.50076
35.4533,3.00962
35.5044,2.62453
35.5692,2.31074
35.6501,2.0843
35.7473,1.96549
35.7871,1.95306
35.8947,2.01281
36.0023,2.22037
36.0865,2.52437
36.161,2.96082
36.2231,3.53204
36.2665,4.13474
36.3025,4.87256
36.3323,5.79206
36.3547,6.81234
36.3733,8.01881
36.3919,9.71892
36.4098,12.0268
36.4254,14.8012
36.4411,18.5104
36.4567,23.4061
36.4724,29.7539
36.4902,39.1066
36.5111,53.1957
36.5357,74.2951
36.5796,120.757
36.6174,159.467
36.6462,179.405
36.6724,185.813
36.6988,179.962
36.7346,156.775
36.7802,121.076
36.8021,110.284
36.819,107.546
36.8333,109.96
36.8499,118.914
36.8666,134.843
36.8874,164.425
36.916,219.968
36.972,344.942
37.0015,391.608
37.0298,407.354
37.0575,390.854
37.085,346.991
37.1399,218.7
37.171,149.648
37.1939,108.204
37.2138,79.8919
37.2321,59.7454
37.2489,45.7142
37.2652,35.4711
37.2814,28.0099
37.2975,22.6215
37.3118,19.1829
37.3301,16.2073
37.3496,14.3255
37.3643,13.5912
37.3838,13.3211
37.4053,13.7748
37.4347,15.3385
37.5109,20.8624
37.5461,21.9313
37.5498,21.9417
37.5852,21.0885
37.6477,17.719
37.6673,17.3381
37.6829,17.6836
37.7038,19.4039
37.7211,22.2368
37.7385,26.5998
37.7562,32.7915
37.7773,42.6909
37.8029,58.029
37.8734,107.24
37.9022,120.974
37.9298,125.61
37.9548,121.567
37.9816,109.431
38.0253,79.3247
38.065,51.0634
38.0898,36.5316
38.1099,27.1693
38.129,20.2459
38.1464,15.4459
38.163,11.9732
38.1794,9.41916
38.1958,7.53616
38.2122,6.16011
38.2313,5.01784
38.252,4.16583
38.2737,3.55285
38.2998,3.04944
38.3345,2.60318
38.378,2.23794
38.4413,1.90035
38.4959,1.71197
38.5778,1.5337
38.6786,1.42429
38.7522,1.40211
38.8382,1.43575
38.9242,1.5496
38.9928,1.72908
39.0488,1.97842
39.0937,2.30233
39.1274,2.687
39.1554,3.1863
39.1767,3.7573
39.1977,4.58262
39.216,5.63168
39.2317,6.87899
39.2487,8.7333
39.2647,11.0799
39.2807,14.1793
39.2986,18.7683
39.316,24.5428
39.336,32.9052
39.3604,45.7422
39.4043,74.0134
39.4472,100.65
39.4761,112.177
39.4996,115.329
39.5239,112.057
39.5528,100.43
39.5957,73.7875
39.6376,46.7973
39.6635,33.1138
39.6844,24.3909
39.7031,18.3375
39.72,14.1412
39.7368,10.9488
39.7536,8.57162
39.7686,6.99774
39.7842,5.77313
39.8028,4.71812
39.8247,3.88422
39.8465,3.32889
39.8751,2.85576
39.9127,2.47842
39.945,2.27693
40.0095,2.0558
40.0799,1.98704
40.1378,2.05309
40.1763,2.19735
40.2053,2.40801
40.2342,2.77613
40.2587,3.28304
40.2782,3.87433
40.3002,4.79726
40.3207,5.95378
40.3456,7.78074
40.3788,10.8848
40.4384,17.0589
40.4726,19.5534
40.5035,20.3364
40.5313,19.6956
40.5684,17.2356
40.6299,12.0113
40.6524,10.6617
40.6734,9.9768
40.6826,9.88737
40.701,10.1555
40.7195,11.0929
40.7379,12.7882
40.7556,15.2015
40.7777,19.388
40.802,25.513
40.8381,37.0689
40.897,57.1278
40.9308,64.9852
40.9649,68.1834
40.9736,68.2953
41.0227,66.9926
41.0443,67.8677
41.0698,72.6633
41.0952,83.1796
41.1204,99.9619
41.1547,131.575
41.2101,187.589
41.2448,211.378
41.282,220.323
41.287,220.405
41.3349,217.522
41.3698,226.114
41.3941,244.944
41.4258,287.227
41.4947,402.893
41.526,430.111
41.5359,431.957
41.5643,417.22
41.5914,377.42
41.6357,278.743
41.6804,173.977
41.7059,124.886
41.7282,90.6536
41.7467,68.5811
41.7642,52.4113
41.7807,40.7345
41.7971,31.8759
41.8136,25.2544
41.8306,20.2233
41.8486,16.3627
41.8691,13.2612
41.8897,11.1033
41.9148,9.28656
41.9463,7.76293
41.9823,6.60601
42.0273,5.64549
42.079,4.92961
42.1284,4.49262
42.2025,4.14889
42.2519,4.08616
42.3224,4.2149
42.393,4.64477
42.4494,5.29775
42.4958,6.17306
42.533,7.252
42.5656,8.6951
42.5888,10.2241
42.61,12.2231
42.6286,14.6932
42.6472,18.1565
42.6632,22.2351
42.6807,28.3399
42.698,36.5448
42.7152,47.5585
42.7322,61.8082
42.7513,82.6667
42.7705,109.33
42.7949,152.321
42.8289,226.814
42.8894,368.469
42.9203,417.556
42.9497,434.375
42.9766,420.404
43.0052,377.826
43.052,272.104
43.0945,173.199
43.12,124.383
43.1418,91.1607
43.1603,68.9184
43.1779,52.5955
43.1951,40.2854
43.2124,31.0322
43.2289,24.4579
43.2448,19.709
43.2634,15.6639
43.282,12.7777
43.3006,10.6958
43.3245,8.8041
43.351,7.35648
43.3842,6.11623
43.4174,5.24743
43.4678,4.33988
43.5181,3.73538
43.5785,3.26862
43.6425,3.00749
43.6745,2.96545
43.7234,3.05936
43.7574,3.31718
43.7829,3.70517
43.8041,4.24086
43.8253,5.07187
43.8448,6.2053
43.862,7.61333
43.8792,9.50806
43.8989,12.4077
43.9186,16.231
43.9417,22.0346
43.9683,30.436
44.0431,58.5742
44.0756,67.5977
44.1049,71.0832
44.1097,71.1536
44.1395,68.3925
44.1681,61.2108
44.2207,41.6663
44.2606,27.0788
44.2842,20.0381
44.3049,15.0959
44.3246,11.4187
44.3423,8.87611
44.36,6.94714
44.3772,5.54935
44.3963,4.42787
44.4154,3.63933
44.4344,3.08811
44.4535,2.70192
44.4764,2.38413
44.5049,2.12749
44.5467,1.90831
44.6095,1.75685
44.6513,1.72553
44.7199,1.76564
44.7885,1.92352
44.8449,2.17265
44.8901,2.49624
44.9295,2.93917
44.9577,3.41971
44.9847,4.10712
45.0066,4.94107
45.0254,5.96397
45.0442,7.40723
45.0599,9.05793
45.0773,11.5412
45.0933,14.6125
45.1094,18.6364
45.1274,24.5613
45.1455,32.2438
45.1665,43.7376
45.1906,60.4055
45.2247,89.7548
45.2858,146.653
45.3169,167.088
45.3472,175.075
45.3498,175.124
45.3771,169.51
45.4041,153.979
45.4473,116.271
45.4964,70.6117
45.524,49.6504
45.5445,37.1781
45.5626,28.4428
45.5816,21.2623
45.5991,16.2386
45.6167,12.462
45.6332,9.80789
45.6508,7.73163
45.6683,6.22337
45.6884,4.99657
45.7059,4.22735
45.7297,3.48491
45.7561,2.92161
45.7861,2.47441
45.8237,2.08504
45.8714,1.74484
45.9315,1.45359
45.9917,1.25396
46.0745,1.06919
46.1574,0.950487
46.2403,0.876382
46.3625,0.829281
46.4018,0.82897
46.4903,0.859178
46.5494,0.91086
46.6084,1.00253
46.6576,1.13146
46.6969,1.30046
46.7264,1.50129
46.751,1.75624
46.7707,2.05353
46.7903,2.47721
46.81,3.08479
46.8272,3.82744
46.8444,4.83434
46.8616,6.18108
46.8791,7.97903
46.898,10.5202
46.9187,14.101
46.9413,19.0687
46.9723,27.5523
47.0411,49.0684
47.0736,56.5583
47.1041,59.6697
47.1098,59.7499
47.1375,57.8409
47.1661,52.3157
47.2118,38.8007
47.2595,24.0259
47.2851,17.4935
47.3057,13.2188
47.3264,9.84107
47.3441,7.59662
47.3618,5.86842
47.3775,4.69299
47.3941,3.74987
47.4107,3.04623
47.4273,2.52522
47.4472,2.07639
47.4705,1.72028
47.4961,1.46155
47.5268,1.25993
47.5698,1.0859
47.619,0.966518
47.6805,0.880171
47.769,0.826995
47.7985,0.822871
47.8735,0.839248
47.9485,0.897374
48.0206,1.00769
48.076,1.15299
48.1204,1.34172
48.1536,1.56669
48.1819,1.86554
48.2035,2.20602
48.225,2.70191
48.2435,3.30894
48.2619,4.15292
48.2801,5.29863
48.2979,6.80143
48.3156,8.78299
48.3353,11.6619
48.355,15.3613
48.3786,20.972
48.4089,29.9392
48.4825,54.842
48.5175,63.1787
48.5485,65.9414
48.55,65.947
48.5815,63.3286
48.6111,56.6964
48.6642,39.2046
48.7066,25.4081
48.7332,18.413
48.7563,13.6428
48.776,10.5209
48.7957,8.16478
48.813,6.63623
48.8304,5.50306
48.8472,4.73656
48.8681,4.12434
48.8849,3.85593
48.9033,3.75019
48.9218,3.82846
48.9449,4.19797
48.9633,4.75367
48.9818,5.60956
49.0003,6.85965
49.0187,8.62644
49.0366,10.967
49.0547,14.1223
49.0748,18.7405
49.0969,25.3752
49.1221,35.0331
49.1532,49.8885
49.2216,86.0534
49.2558,98.927
49.2872,103.575
49.2896,103.601
49.3192,100.043
49.3503,89.3971
49.4016,63.065
49.4454,40.356
49.473,28.6525
49.4954,21.1484
49.5147,16.0483
49.5341,12.1055
49.5529,9.20852
49.571,7.13792
49.5891,5.61246
49.6072,4.50161
49.6269,3.64147
49.6457,3.05459
49.6683,2.56241
49.6947,2.17813
49.7249,1.89188
49.7614,1.67551
49.7904,1.57205
49.829,1.5152
49.858,1.545
49.8869,1.66593
49.9124,1.88452
49.9346,2.19976
49.9569,2.67065
49.9791,3.33822
50.0034,4.3302
50.0303,5.78692
50.067,8.32271
50.1305,13.1749
50.1648,15.0533
50.1961,15.7547
50.1998,15.7623
50.2284,15.2778
50.2587,13.8237
50.3083,10.1931
50.3548,6.69046
50.3842,4.89586
50.4074,3.78521
50.4294,2.98058
50.4514,2.3883
50.4715,2.00142
50.493,1.713
50.5199,1.48751
50.5522,1.34785
50.5864,1.29334
50.5978,1.28905
50.6434,1.31832
50.7118,1.46931
50.762,1.66781
50.8077,1.94755
50.8443,2.28969
50.8763,2.74802
50.9027,3.3259
50.9245,4.03103
50.9432,4.8859
50.9619,6.0738
50.9806,7.72363
50.9976,9.75427
51.0145,12.4418
51.0315,15.9463
51.0485,20.4337
51.0694,27.5639
51.0904,36.6511
51.1163,50.7036
51.1538,75.5634
51.2141,117.407
51.2481,133.445
51.2798,138.772
51.3079,134.552
51.3369,122.276
51.3828,92.2782
51.4352,55.8134
51.4621,40.359
51.4831,30.6018
51.504,22.8376
51.5232,17.3215
51.5407,13.4548
51.559,10.3705
51.5774,8.08579
51.5957,6.4173
51.6141,5.20978
51.6324,4.33685
51.6544,3.60644
51.6806,3.0239
51.7069,2.64257
51.742,2.3226
51.7729,2.15725
51.8133,2.07484
51.8401,2.11369
51.867,2.25542
51.8933,2.53308
51.9196,3.00073
51.9406,3.55146
51.9657,4.46041
51.9902,5.63025
52.0244,7.72748
52.1016,13.2171
52.1387,15.0455
52.1703,15.5924
52.1993,15.1572
52.2335,13.6261
52.3303,7.12395
52.3611,5.50695
52.385,4.56714
52.4046,4.00079
52.4302,3.50017
52.4559,3.22813
52.4858,3.13444
52.5072,3.18339
52.5414,3.42939
52.5793,3.94935
52.6096,4.62131
52.6362,5.51111
52.6589,6.63471
52.6806,8.18436
52.6984,9.97816
52.7163,12.4234
52.7341,15.7426
52.7515,20.0596
52.7693,25.9313
52.789,34.4581
52.8076,44.9261
52.829,60.2498
52.853,81.8399
52.8862,118.919
52.9606,212.444
52.9974,244.327
53.0298,254.199
53.0586,246.404
53.0882,223.718
53.1351,168.384
53.1886,101.412
53.2162,73.1844
53.2376,55.4478
53.259,41.4154
53.2787,31.5278
53.2981,24.1544
53.3167,18.9867
53.3352,15.2824
53.3514,12.9999
53.3702,11.2373
53.3849,10.3866
53.4044,9.81668
53.4167,9.72686
53.4435,10.0845
53.4787,11.3458
53.555,14.7291
53.5965,15.5533
53.6051,15.5736
53.6499,14.9385
53.7085,13.6085
53.7193,13.5666
53.7447,14.0531
53.7665,15.3603
53.7882,17.7353
53.8099,21.3675
53.834,27.0057
53.8617,35.5185
53.9132,55.3283
53.9626,73.5114
53.9967,81.1773
54.0203,82.8763
54.0517,80.1429
54.0853,71.7137
54.1721,40.2859
54.1973,33.1779
54.2168,29.275
54.2376,26.964
54.2507,26.5961
54.2703,27.7804
54.2899,31.251
54.3082,36.764
54.3287,45.8257
54.3516,59.6703
54.3783,80.8728
54.4159,118.591
54.4789,186.857
54.5124,213.074
54.5459,224.076
54.5498,224.201
54.5835,215.165
54.615,192.384
54.7106,93.105
54.7396,69.0869
54.7623,54.7463
54.7854,44.067
54.8062,37.4142
54.8272,33.001
54.8498,30.1772
54.8869,27.9437
54.948,25.2381
54.9926,21.5672
55.0861,11.3631
55.1169,8.61349
55.1453,6.64995
55.1698,5.38698
55.1942,4.47191
55.2205,3.80214
55.2481,3.36389
55.2811,3.08599
55.3205,2.98911
55.368,3.11101
55.4059,3.39379
55.4343,3.75827
55.459,4.24089
55.4857,5.03705
55.5085,6.07722
55.5275,7.32373
55.5466,9.06007
55.5656,11.4634
55.5828,14.4005
55.6022,18.8078
55.6216,24.6621
55.6407,32.0821
55.662,42.6501
55.6884,59.2861
55.7213,85.2857
55.7949,151.092
55.8314,175.082
55.8639,184.303
55.8696,184.525
55.9035,177.127
55.9349,158.481
55.9897,110.868
56.0349,71.4125
56.0628,51.3937
56.0872,37.472
56.1085,27.9635
56.128,21.2158
56.146,16.4209
56.1643,12.7126
56.1825,9.93413
56.2011,7.85183
56.2201,6.29072
56.2391,5.15733
56.2613,4.21417
56.2835,3.54783
56.3114,2.96089
56.3419,2.51586
56.3799,2.12554
56.4294,1.77351
56.4865,1.49098
56.555,1.25384
56.6412,1.04894
56.7427,0.886971
56.8442,0.776694
56.9841,0.676301
57.1605,0.602403
57.3369,0.566573
57.4747,0.558906
57.6526,0.574703
57.8306,0.626292
57.9566,0.69589
58.0616,0.789601
58.1457,0.905468
58.2112,1.04164
58.2668,1.21938
58.3057,1.4137
58.339,1.67252
58.3668,2.00609
58.3891,2.39902
58.4113,2.9606
58.4299,3.6081
58.4484,4.47258
58.4677,5.66471
58.4877,7.29395
58.5099,9.6647
58.5344,13.0522
58.5611,17.7334
58.5996,26.1024
58.6649,41.5122
58.7005,47.8183
58.7372,50.8834
58.7463,51.0187
58.7855,49.0067
58.8557,40.3569
58.8843,38.2978
58.8942,38.143
58.9221,39.6689
58.9464,43.6145
58.9748,51.2324
59.0211,68.5693
59.0684,86.4905
59.1032,94.9899
59.1278,96.9522
59.1628,93.2085
59.1936,84.1917
59.2473,60.8977
59.297,38.6937
59.3269,27.7729
59.3526,20.3254
59.3735,15.6117
59.3944,11.9716
59.4152,9.2467
59.4325,7.56139
59.4536,6.05562
59.4748,5.01994
59.4959,4.3325
59.5212,3.84118
59.5466,3.6197
59.5593,3.59322
59.5838,3.69536
59.6092,4.03936
59.6296,4.53701
59.6499,5.29881
59.6702,6.41047
59.6905,7.97963
59.7109,10.1315
59.7328,13.2611
59.7551,17.4604
59.7797,23.4028
59.8094,32.4944
59.861,51.9007
59.9076,69.3665
59.9423,78.6879
59.9772,82.4571
59.98,82.4776
60.0147,79.2424
60.0544,68.7272
60.1496,33.1592
60.1803,23.8703
60.2051,17.9917
60.2274,13.9142
60.2497,10.8678
60.2691,8.93997
60.2884,7.56029
60.3078,6.63031
60.3271,6.06975
60.3518,5.80401
60.3542,5.80283
60.3764,5.99583
60.4011,6.66934
60.4208,7.62342
60.4405,9.04492
60.4603,11.0597
60.48,13.8217
60.5009,17.746
60.5236,23.4393
60.5486,31.6591
60.5759,43.1195
60.6108,61.213
60.6892,105.848
60.7276,120.809
60.7628,125.759
60.7984,121.445
60.8449,105.332
60.8955,85.5957
60.9218,79.5123
60.935,78.4204
60.9568,80.1654
60.9741,85.0961
60.9958,95.9672
61.0232,117.069
61.0574,153.195
61.1336,244.115
61.171,272.77
61.1984,279.773
61.2311,270.564
61.2684,239.27
61.3301,161.044
61.3747,105.286
61.4043,75.1546
61.4292,55.0385
61.4504,41.5669
61.4704,31.7057
61.4903,24.1489
61.5085,18.9271
61.5266,14.9623
61.5448,11.983
61.5655,9.49015
61.5863,7.70616
61.6089,6.31999
61.6316,5.3341
61.6575,4.52769
61.6861,3.89184
61.7224,3.31394
61.7677,2.80625
61.8222,2.38195
61.8884,2.0323
61.9546,1.80661
62.0258,1.6799
62.0529,1.66904
62.0934,1.71358
62.1254,1.83269
62.153,2.03701
62.1761,2.31785
62.1991,2.74306
62.2221,3.36435
62.2452,4.24085
62.2684,5.44394
62.2941,7.21076
62.3198,9.47131
62.3557,13.3982
62.4382,23.4821
62.4776,26.6757
62.5098,27.5599
62.5415,26.7014
62.5788,23.7387
62.6417,16.1665
62.687,10.8404
62.7145,8.21387
62.7383,6.41251
62.7607,5.12418
62.7831,4.20073
62.8054,3.61056
62.8246,3.34933
62.8379,3.29527
62.8554,3.38255
62.8763,3.73481
62.8972,4.38447
62.9182,5.37395
62.9391,6.75385
62.9616,8.72544
62.9881,11.7658
63.0194,16.3149
63.1182,33.6362
63.1575,38.2395
63.1898,39.502
63.2215,38.2425
63.2569,34.2174
63.3134,24.4268
63.3631,15.6462
63.3941,11.1598
63.4182,8.37366
63.4398,6.39196
63.4615,4.85559
63.4804,3.82523
63.4993,3.03723
63.5177,2.46098
63.5392,1.96525
63.5607,1.6149
63.5822,1.36792
63.608,1.16424
63.6424,0.990584
63.683,0.865733
63.7371,0.765621
63.8047,0.691804
63.8989,0.637231
64.0191,0.616267
64.1129,0.63113
64.2067,0.679829
64.2815,0.759649
64.3307,0.852626
64.3676,0.966675
64.3983,1.11717
64.4229,1.29979
64.4475,1.57044
64.469,1.91437
64.4905,2.40041
64.5089,2.96854
64.5274,3.71609
64.5489,4.87011
64.5716,6.48998
64.5938,8.52434
64.6196,11.5206
64.6528,16.3332
64.7472,32.274
64.7826,36.4043
64.8179,38.0018
64.8198,38.0064
64.8525,36.7701
64.8918,32.3791
64.9587,21.1302
65.0024,14.0331
65.03,10.3903
65.0551,7.7376
65.0787,5.80188
65.0993,4.50552
65.12,3.52253
65.1409,2.78704
65.1624,2.24207
65.1839,1.85842
65.2085,1.56106
65.2331,1.36665
65.2577,1.24003
65.2823,1.15771
65.3315,1.07135
65.3923,1.04302
65.4569,1.06915
65.5431,1.18064
65.6119,1.34864
65.6691,1.57535
65.7148,1.86302
65.7491,2.19756
65.7776,2.61718
65.8024,3.15283
65.8246,3.84391
65.8437,4.66532
65.8627,5.77802
65.8818,7.2777
65.9009,9.29459
65.9215,12.1768
65.9421,15.9766
65.9616,20.5985
65.9865,28.1035
66.015,39.0611
66.0505,56.0844
66.1328,100.133
66.1694,114.127
66.2051,119.9
66.21,119.981
66.2445,115.638
66.2791,103.662
66.336,74.2504
66.3873,47.1709
66.4193,33.3593
66.4441,24.8088
66.4678,18.4488
66.4882,14.189
66.5086,10.9184
66.5291,8.46318
66.5495,6.65525
66.5681,5.44905
66.5903,4.40926
66.6125,3.69
66.6379,3.13652
66.6696,2.70364
66.7077,2.40983
66.7458,2.26013
66.7872,2.20382
66.8296,2.24226
66.872,2.39376
66.9038,2.61824
66.9356,3.00132
66.9606,3.48188
66.9833,4.12943
67.0059,5.06903
67.0248,6.15916
67.0437,7.61758
67.0626,9.54151
67.0846,12.4967
67.1072,16.5407
67.1322,22.3359
67.1594,30.4045
67.1957,43.8619
67.2814,80.1709
67.3177,91.3525
67.354,96.2901
67.3602,96.4004
67.3973,92.5274
67.4396,80.0053
67.5354,40.4118
67.5687,29.245
67.5939,22.7138
67.614,18.7446
67.6342,15.8696
67.6504,14.3205
67.6667,13.4358
67.6775,13.2085
67.6979,13.5633
67.7182,14.9566
67.7386,17.4339
67.759,21.0567
67.7817,26.5358
67.8091,35.1373
67.842,48.2042
67.9361,91.3494
67.9766,103.674
68.0099,107.107
68.0424,103.849
68.0809,92.5002
68.1436,64.2545
68.1922,42.593
68.2221,31.8841
68.2474,24.8442
68.2701,20.1602
68.2901,17.3085
68.3046,15.9586
68.3238,15.0586
68.3298,14.9866
68.3478,15.3691
68.3657,16.671
68.3867,19.4145
68.4077,23.5734
68.4311,29.9939
68.456,39.0663
68.4878,53.8478
68.5408,84.4671
68.5963,116.41
68.6367,131.904
68.6698,136.176
68.7023,132.011
68.7406,117.604
68.7992,84.0709
68.8517,53.601
68.8809,39.6529
68.9088,29.067
68.9324,22.1466
68.9551,17.0698
68.9778,13.3109
69.0005,10.6175
69.0232,8.75079
69.0485,7.39768
69.0737,6.59086
69.1054,6.11377
69.1257,6.04061
69.1632,6.29564
69.1978,7.01026
69.2267,8.09257
69.2498,9.43683
69.2729,11.4077
69.2932,13.8739
69.3136,17.2868
69.334,21.9453
69.3544,28.2093
69.3761,37.0945
69.3973,48.4277
69.4206,64.4319
69.446,86.5442
69.4778,121.049
69.5355,197.746
69.5837,260.516
69.625,297.401
69.66,308.104
69.6939,298.065
69.732,265.477
69.7966,181.952
69.8438,121.756
69.8761,88.7586
69.9015,68.9843
69.9239,56.2802
69.9431,48.7618
69.9624,44.2987
69.9817,42.7532
70.0,43.8667
70.0173,47.139
70.0389,54.1389
70.0641,66.1836
70.0971,87.378
70.1967,165.099
70.2365,185.578
70.2696,191.202
70.3046,184.432
70.3465,161.243
70.4523,75.4478
70.4837,54.3872
70.5109,39.8136
70.534,30.133
70.557,22.6448
70.5764,17.8058
70.5961,14.0275
70.6157,11.1662
70.6354,9.02474
70.6583,7.21201
70.6818,5.90318
70.7093,4.85838
70.7414,4.05525
70.7781,3.45874
70.8271,2.94971
70.8886,2.55003
70.9625,2.25928
71.0436,2.09016
71.0994,2.05359
71.1601,2.11734
71.2017,2.27689
71.233,2.51117
71.2642,2.90481
71.2903,3.40984
71.3172,4.16071
71.3454,5.26334
71.3735,6.74684
71.4049,8.87678
71.4534,13.0251
71.5235,19.361
71.5627,21.8455
71.6031,22.8178
71.6051,22.8185
71.6412,22.0832
71.6843,19.6674
71.7608,14.1187
71.7922,12.5567
71.8157,12.0361
71.8235,12.0211
71.8471,12.5524
71.8668,13.7895
71.8877,16.0555
71.9085,19.5119
71.9294,24.3902
71.9502,30.9306
71.9723,39.9389
71.9982,53.3831
72.0282,73.0569
72.0725,108.582
72.1399,165.172
72.1778,187.917
72.2149,197.369
72.2202,197.517
72.2558,190.641
72.2917,171.448
72.3507,124.19
72.4034,81.2144
72.4366,59.3848
72.4627,46.1782
72.4839,38.2246
72.502,33.3243
72.5201,30.1574
72.5382,28.6937
72.5442,28.5819
72.562,29.3467
72.5797,31.7687
72.5975,35.901
72.6182,42.9746
72.643,54.8075
72.6721,73.35
72.7054,100.258
72.8041,192.695
72.8457,218.336
72.8798,225.331
72.9164,216.951
72.9579,189.981
73.066,87.9605
73.0972,63.6612
73.1251,46.2586
73.1498,34.2849
73.172,25.9702
73.1918,20.2594
73.2113,15.9136
73.2308,12.608
73.2502,10.1241
73.2697,8.27331
73.2925,6.7086
73.3158,5.57641
73.341,4.72678
73.3712,4.03672
73.4065,3.51484
73.4467,3.15163
73.4876,2.97103
73.503,2.95159
73.5338,3.00906
73.5646,3.23453
73.5942,3.67503
73.6155,4.17528
73.6403,5.00882
73.6651,6.17014
73.6934,7.96745
73.723,10.4234
73.7624,14.564
73.8531,25.3076
73.8955,28.7085
73.9351,29.7922
73.9753,28.6755
74.0305,24.6587
74.0739,21.2468
74.1035,19.6473
74.135,19.021
74.1665,19.6367
74.2089,22.1326
74.2858,28.0633
74.3264,29.5987
74.3361,29.6564
74.3715,28.7521
74.4149,25.4933
74.5145,14.5159
74.5495,11.5457
74.5776,9.98453
74.6022,9.3024
74.6166,9.21155
74.642,9.59854
74.6674,10.651
74.6991,12.792
74.7504,17.5644
74.8142,23.6124
74.8584,26.1742
74.8871,26.6753
74.9281,25.7711
75.0204,20.584
75.0528,19.9778
75.0793,20.9683
75.1014,23.2448
75.1234,27.1988
75.1463,33.4133
75.1692,42.1247
75.1943,54.901
75.2247,75.0099
75.2622,106.143
75.3498,187.065
75.3914,213.522
75.4296,222.11
75.4644,214.992
75.505,190.601
75.5686,132.739
75.6202,85.5438
75.653,60.9182
75.6785,45.5475
75.7022,34.2119
75.7241,26.0305
75.746,19.7375
75.7652,15.5228
75.7843,12.2871
75.8038,9.78916
75.8234,7.92156
75.8462,6.33788
75.869,5.21607
75.8941,4.34675
75.9222,3.67889
75.9559,3.14191
75.9896,2.78392
76.0233,2.54437
76.0682,2.36996
76.0964,2.34762
76.1246,2.40953
76.1599,2.64687
76.1868,2.98948
76.2153,3.55504
76.2438,4.37546
76.2723,5.48764
76.3067,7.22682
76.3616,10.7188
76.4274,14.8947
76.4696,16.6103
76.5039,17.0558
76.5451,16.3898
76.5981,14.1326
76.658,11.3897
76.6914,10.6403
76.6997,10.6017
76.7238,10.8957
76.7475,11.8337
76.7756,13.8425
76.8067,17.1686
76.852,23.6862
76.9191,34.1745
76.9635,39.0218
77.0015,40.4733
77.0375,39.2416
77.0809,34.9226
77.1618,24.2003
77.1914,21.5308
77.2111,20.6224
77.2209,20.4865
77.2425,21.0244
77.2644,22.873
77.2864,26.1434
77.3115,31.6852
77.3401,40.2617
77.3809,55.993
77.4615,89.9666
77.5023,101.612
77.5396,105.346
77.5788,101.167
77.6216,88.3288
77.7307,41.5371
77.7644,29.7155
77.793,21.8065
77.8174,16.5829
77.8374,13.3071
77.8573,10.8196
77.8773,9.02534
77.8973,7.83375
77.9132,7.26042
77.9372,6.95403
77.9569,7.14447
77.9775,7.72303
78.004,8.97376
78.0394,11.3838
78.1474,20.5838
78.1906,22.8326
78.2183,23.2619
78.2544,22.5
78.2966,19.9235
78.3648,13.6465
78.4173,8.89096
78.4496,6.52243
78.4778,4.88112
78.5032,3.7364
78.5283,2.87905
78.5531,2.25303
78.5752,1.84509
78.5973,1.54518
78.6249,1.28255
78.6525,1.10697
78.6912,0.9525
78.7354,0.849212
78.809,0.755779
78.8973,0.697437
79.0249,0.658598
79.1231,0.650633
79.2941,0.670688
79.465,0.73377
79.6143,0.835776
79.7387,0.974641
79.8382,1.14806
79.9129,1.34747
79.9626,1.54725
80.0062,1.81241
80.0373,2.09823
80.0659,2.48301
80.092,2.99363
80.1144,3.60848
80.1368,4.45012
80.1592,5.59297
80.1816,7.12358
