95-Am-243(n,&gamma;) ENDF/B-VII.1
2.11798,30.8422
2.17551,25.3228
2.24264,20.7953
2.32175,17.0825
2.40805,14.2956
2.4949,12.345
2.60554,10.7339
2.71788,9.89374
2.78596,9.76766
2.86766,10.1054
2.93847,11.0934
2.98204,12.345
3.00928,13.6795
3.0297,15.3078
3.04468,17.2787
3.05694,19.9536
3.06715,23.5578
3.07668,28.7444
3.08587,36.0509
3.09609,47.2564
3.12094,82.039
3.1306,92.013
3.14025,95.9581
3.14148,95.9615
3.14926,93.4119
3.16111,82.5978
3.18289,56.338
3.19311,47.2749
3.20332,41.6087
3.21319,38.9898
3.21966,38.483
3.23259,39.5969
3.2499,44.4083
3.2672,52.7229
3.28282,64.1544
3.29508,77.1044
3.30529,92.0796
3.31585,113.841
3.3247,139.775
3.33208,169.476
3.33957,210.447
3.34637,260.601
3.35409,337.089
3.36135,432.87
3.3693,568.334
3.37963,793.217
3.40421,1417.14
3.41492,1599.59
3.42385,1649.99
3.43326,1589.57
3.44397,1399.0
3.47166,704.531
3.48097,517.82
3.4888,395.431
3.49595,309.473
3.50333,242.489
3.51082,192.233
3.51831,155.335
3.52682,124.931
3.53635,100.744
3.54747,80.975
3.55882,66.692
3.57244,54.4294
3.58663,45.2415
3.6037,37.2799
3.62361,30.722
3.64655,25.497
3.67244,21.5686
3.69832,19.1599
3.72124,18.2324
3.72582,18.2128
3.73984,18.6344
3.7544,20.189
3.76519,22.487
3.77597,26.1825
3.78676,31.6098
3.7997,40.449
3.82321,58.8161
3.83421,64.6855
3.84384,66.5084
3.8532,64.8399
3.86625,57.5206
3.89677,32.3796
3.9089,24.5314
3.91969,19.4128
3.92912,16.1795
3.93991,13.5659
3.95123,11.6855
3.96633,10.0299
3.98629,8.66103
4.01055,7.61973
4.0456,6.68389
4.09953,5.83952
4.15993,5.29416
4.23758,4.90757
4.3519,4.72717
4.43263,4.82504
4.53799,5.27212
4.61191,5.89758
4.6735,6.73948
4.73266,8.00616
4.77708,9.45026
4.81409,11.1868
4.84987,13.6144
4.87924,16.5092
4.90292,19.8104
4.92365,23.8201
4.94438,29.5037
4.96116,36.0959
4.97596,44.367
4.9883,54.1355
4.9994,66.5345
5.00977,82.9488
5.0184,101.975
5.02655,126.231
5.03469,158.722
5.04345,205.542
5.05233,268.397
5.0622,358.777
5.07466,502.72
5.10082,841.107
5.11158,941.18
5.12285,987.641
5.12464,988.593
5.13605,952.689
5.14829,844.331
5.18126,425.333
5.19212,312.847
5.20199,233.246
5.21013,182.923
5.21877,142.422
5.22716,113.219
5.23579,91.0551
5.24443,74.7403
5.25528,59.98
5.26713,48.6949
5.28095,39.4867
5.29476,32.9271
5.31253,26.8936
5.33425,21.7759
5.35793,17.9146
5.38557,14.7926
5.42011,12.1561
5.46009,10.1465
5.50006,8.81136
5.54941,7.73756
5.59876,7.07143
5.67279,6.56306
5.72707,6.45704
5.80994,6.64679
5.8928,7.25332
5.96934,8.26806
6.03325,9.60132
6.08651,11.2262
6.13977,13.5787
6.18237,16.2842
6.21788,19.4161
6.25102,23.4478
6.28416,29.1638
6.3109,35.7528
6.33552,44.3722
6.35706,55.2048
6.3741,67.3508
6.38831,81.396
6.40251,101.267
6.41387,123.924
6.42334,149.951
6.43281,185.566
6.44109,227.774
6.44938,283.924
6.45766,358.12
6.46642,461.01
6.47589,605.771
6.48678,819.515
6.50169,1187.42
6.52749,1876.71
6.53961,2107.26
6.55256,2209.31
6.55377,2209.99
6.56612,2129.83
6.57956,1885.55
6.61673,912.948
6.62797,674.77
6.63803,506.912
6.64714,389.888
6.65626,301.432
6.66454,241.087
6.67283,195.592
6.68277,155.578
6.69224,128.035
6.70407,103.367
6.71591,85.8255
6.72916,71.573
6.7462,58.5128
6.76609,47.8968
6.78857,39.5796
6.81105,33.7642
6.84109,28.5717
6.86619,25.897
6.89631,24.4838
6.89882,24.4662
6.91991,25.1621
6.93648,27.2663
6.95028,30.8061
6.96158,35.5636
6.97362,43.2273
6.98517,53.7564
6.99772,69.2136
7.01404,94.9723
7.03989,138.631
7.05415,154.875
7.06668,159.708
7.07825,155.202
7.0917,140.316
7.1172,97.0358
7.13527,67.455
7.14782,51.3213
7.15912,40.3149
7.17016,32.4298
7.18209,26.4611
7.19401,22.4216
7.20857,19.2272
7.22363,17.1653
7.24371,15.5237
7.27383,14.2916
7.31198,13.8099
7.35014,14.0484
7.40496,15.3793
7.45495,17.6965
7.49661,20.7325
7.53667,25.0863
7.57181,30.7324
7.60193,37.7858
7.62829,46.714
7.65088,57.7408
7.66971,70.864
7.68477,85.5782
7.69732,102.407
7.71038,126.865
7.72042,153.032
7.73046,188.67
7.73937,231.382
7.74916,294.669
7.75895,380.446
7.76811,486.296
7.77815,635.856
7.7897,855.124
7.80577,1237.19
7.83489,1985.62
7.84774,2216.86
7.86147,2318.86
7.86276,2319.56
7.87585,2239.79
7.89011,1995.1
7.93128,956.42
7.9437,702.015
7.95487,522.74
7.96454,403.491
7.9732,321.06
7.98199,256.838
7.99077,208.105
7.99956,171.237
8.0096,139.82
8.02165,112.679
8.0342,92.5468
8.04926,75.3352
8.06683,61.1778
8.0877,49.3772
8.10987,40.4849
8.1363,32.9433
8.16379,27.3515
8.19587,22.7342
8.2254,19.8055
8.25494,18.0815
8.27069,17.7919
8.29234,18.368
8.314,20.2051
8.35337,24.8278
8.37109,25.6699
8.38684,25.0535
8.4085,22.2687
8.44788,15.4137
8.46756,12.9244
8.48331,11.6231
8.50596,10.6167
8.52663,10.318
8.55383,10.5641
8.58103,11.5801
8.59917,12.9446
8.6131,14.6589
8.62702,17.3509
8.63921,20.9792
8.64965,25.4926
8.66045,32.0338
8.66973,39.6107
8.68087,51.5694
8.69387,69.892
8.71058,99.8339
8.73936,156.081
8.75515,177.634
8.76974,184.702
8.78114,180.249
8.79321,166.775
8.81271,132.159
8.83893,80.8686
8.8517,60.4427
8.86307,46.0235
8.87282,36.4332
8.8828,28.9383
8.89302,23.2656
8.90323,19.1552
8.91344,16.1997
8.92551,13.7529
8.93712,12.1249
8.95568,10.4342
8.97425,9.41371
9.00313,8.5727
9.03405,8.30977
9.06772,8.63785
9.09298,9.38118
9.11468,10.5391
9.1324,12.0779
9.1479,14.1757
9.16119,16.9028
9.17226,20.1984
9.18334,24.8602
9.19441,31.4265
9.20437,39.4883
9.21508,50.9822
9.22689,67.6373
9.24018,91.627
9.26282,142.374
9.28644,194.164
9.29904,212.761
9.31376,220.887
9.3266,214.543
9.34058,194.84
9.3642,143.365
9.38659,93.0331
9.40013,68.3433
9.41218,51.1448
9.42338,39.0308
9.43371,30.6689
9.44368,24.6684
9.45475,19.816
9.46706,16.0385
9.48084,13.1604
9.49462,11.1941
9.51184,9.51482
9.53005,8.30346
9.55835,7.07083
9.58665,6.29181
9.62405,5.6577
9.66834,5.25579
9.7274,5.08924
9.78966,5.25582
9.85192,5.77169
9.90765,6.6224
9.95744,7.86505
9.993,9.20606
10.027,11.072
10.0567,13.4638
10.0814,16.3653
10.1019,19.7994
10.1204,24.2903
10.1359,29.6758
10.1482,35.6793
10.1606,43.939
10.173,55.4452
10.1847,70.5604
10.1959,89.8529
10.2079,117.579
10.2205,155.136
10.2361,215.085
10.2806,424.002
10.2972,478.838
10.3138,498.789
10.3279,484.064
10.3432,438.396
10.3684,323.457
10.3932,208.162
10.4085,150.947
10.4205,115.659
10.4324,88.8002
10.4426,71.206
10.4535,56.9883
10.4643,46.3439
10.4773,37.0475
10.4912,30.0237
10.5051,25.0217
10.5218,20.7379
10.5435,16.9082
10.5651,14.2592
10.5911,12.0295
10.622,10.2251
10.6529,9.02404
10.6901,8.16642
10.715,7.95832
10.74,8.19197
10.7596,8.87636
10.7791,10.2104
10.7987,12.3203
10.8496,19.5463
10.8692,21.0937
10.8772,21.2622
10.8958,20.5482
10.9181,18.0968
10.9524,13.4993
10.967,12.0037
10.9827,10.9338
11.0003,10.3688
11.0091,10.3137
11.0276,10.6283
11.0471,11.5429
11.0665,13.1272
11.0836,15.2863
11.0986,18.1313
11.1128,22.1332
11.1256,27.4061
11.137,34.034
11.1475,42.3407
11.1579,53.2181
11.1682,67.3393
11.1809,89.7754
11.1951,122.151
11.2156,179.99
11.2459,268.552
11.2637,302.535
11.2778,311.421
11.2921,302.146
11.306,277.23
11.3277,217.681
11.3557,135.066
11.3712,97.6495
11.383,75.2092
11.3948,57.7649
11.4063,44.9382
11.4168,36.2501
11.4284,29.1933
11.4406,23.9929
11.4536,20.179
11.4665,17.5844
11.482,15.5643
11.4976,14.4008
11.5157,13.9575
11.5325,14.5429
11.5476,16.2353
11.5602,18.8871
11.5703,22.1236
11.582,27.4552
11.5937,34.8966
11.6068,45.8805
11.622,62.1231
11.6577,106.36
11.6734,120.966
11.6896,127.872
11.6928,128.058
11.7061,124.582
11.7237,110.598
11.7567,70.2279
11.7753,48.9612
11.7884,37.1116
11.8001,28.874
11.8119,22.7619
11.8225,18.7891
11.8318,16.2765
11.8442,14.0048
11.8566,12.6284
11.8753,11.658
11.8906,11.5123
11.9134,12.0938
11.9286,13.0463
11.9441,14.672
11.956,16.5703
11.9698,19.8608
11.9816,23.9957
11.9935,29.7998
12.0053,37.7573
12.0172,48.3255
12.031,64.3557
12.0472,88.1956
12.0876,156.03
12.1038,175.273
12.1194,183.278
12.122,183.439
12.1354,178.893
12.1536,159.882
12.1847,109.019
12.2056,75.7915
12.2213,55.9619
12.234,43.6078
12.2455,35.2088
12.2581,28.529
12.2697,24.1747
12.2836,20.6611
12.2975,18.4473
12.3115,17.0908
12.3356,15.9559
12.3563,15.7005
12.3895,16.0893
12.4378,17.8908
12.481,20.7003
12.5241,24.9932
12.5625,30.6912
12.5911,36.7946
12.6149,43.8207
12.6363,52.5564
12.6542,62.6587
12.6721,77.0359
12.6864,93.5876
12.6983,112.783
12.7102,139.279
12.7221,176.234
12.7321,218.355
12.7436,282.866
12.755,369.455
12.7667,485.431
12.78,656.655
12.796,916.447
12.8427,1820.18
12.8602,2051.91
12.877,2131.23
12.894,2050.94
12.9123,1808.33
12.958,948.755
12.9735,713.622
12.986,569.559
12.9978,473.217
13.0084,417.389
13.0169,393.056
13.0254,385.757
13.0373,402.289
13.0492,447.772
13.0624,528.903
13.0805,683.307
13.1172,1037.08
13.136,1157.76
13.1504,1189.66
13.1647,1161.42
13.1836,1039.91
13.2124,747.874
13.2382,481.754
13.2533,356.387
13.2671,265.463
13.279,205.42
13.2908,159.673
13.3015,128.536
13.3131,103.155
13.325,84.0657
13.3382,68.7001
13.3534,56.1088
13.3719,45.644
13.3904,38.3206
13.4157,31.2541
13.442,26.0643
13.4737,21.5777
13.5093,17.9345
13.5554,14.5724
13.6042,12.0565
13.6596,10.0068
13.7242,8.30093
13.7954,6.96651
13.8877,5.77241
13.9948,4.85771
14.1186,4.20312
14.2424,3.84366
14.3813,3.72019
14.4985,3.84573
14.5863,4.11096
14.6645,4.52062
14.7499,5.2557
14.811,6.0802
14.8676,7.24183
14.9101,8.59177
14.9389,10.0005
14.9633,11.8475
14.9828,14.1177
14.9999,17.0327
15.0158,20.8306
15.0319,26.0402
15.0502,33.8054
15.0771,48.2557
15.1157,69.6061
15.141,78.5813
15.1703,82.0453
15.1996,84.3354
15.2143,89.2724
15.2289,99.8796
15.2392,112.19
15.2512,133.252
15.2639,165.592
15.2773,212.506
15.2911,276.61
15.3081,377.735
15.3372,593.212
15.3649,791.664
15.3844,881.069
15.3998,904.156
15.4145,882.458
15.4305,813.967
15.4543,653.498
15.4897,387.087
15.5066,281.911
15.5206,212.652
15.5341,160.884
15.546,125.755
15.5581,98.4149
15.5708,77.2248
15.5822,63.267
15.5963,50.5369
15.6093,42.1211
15.6263,34.3132
15.6433,28.8416
15.6642,24.0848
15.6911,19.9266
15.7233,16.645
15.7553,14.52
15.787,13.1586
15.8346,12.1444
15.8545,12.042
15.8885,12.3261
15.9216,13.2962
15.9492,14.8868
15.9744,17.3866
15.994,20.5477
16.0112,24.7823
16.0259,30.1135
16.0388,36.6458
16.0526,46.299
16.0664,59.5495
16.0793,75.9546
16.094,100.277
16.1111,136.287
16.1354,200.377
16.1701,295.058
16.1904,333.14
16.2097,346.214
16.2296,332.448
16.2499,293.93
16.3048,145.878
16.3223,107.521
16.337,82.1511
16.3508,63.9721
16.3646,50.5915
16.3784,41.2376
16.3897,36.0674
16.3988,33.3066
16.4109,31.3321
16.4169,31.0317
16.429,31.7695
16.4409,34.275
16.4557,39.92
16.4704,48.5162
16.4876,62.2292
16.5175,92.7109
16.542,117.321
16.5606,130.355
16.5786,134.937
16.597,130.298
16.6162,116.485
16.6507,79.3956
16.6756,53.0977
16.6926,38.6786
16.7068,29.222
16.7204,22.3428
16.7326,17.6793
16.7449,14.1918
16.7576,11.5404
16.772,9.39317
16.7865,7.9003
16.8042,6.65313
16.8246,5.68751
16.8518,4.83435
16.8857,4.13046
16.9288,3.53592
16.9854,3.02215
17.042,2.68167
17.1112,2.40796
17.1827,2.23624
17.2835,2.14408
17.2887,2.14392
17.364,2.19994
17.4393,2.40014
17.4895,2.66519
17.5371,3.09045
17.5688,3.53977
17.5965,4.12923
17.6206,4.90551
17.6375,5.70824
17.6544,6.86416
17.6692,8.32634
17.6819,10.075
17.6946,12.4631
17.7078,15.8632
17.721,20.4713
17.7347,26.8558
17.7495,35.8599
17.7659,48.5989
17.7881,70.0138
17.8298,113.161
17.8497,127.202
17.8699,132.408
17.8884,128.043
17.9091,114.033
17.9671,56.195
17.9849,42.0966
17.9997,33.3291
18.0112,28.3584
18.0227,24.9317
18.0313,23.2961
18.0458,22.1506
18.0487,22.136
18.0648,23.1613
18.0848,26.4105
18.1288,35.4532
18.1506,37.7012
18.1565,37.817
18.1733,36.8979
18.1932,33.5731
18.223,25.6498
18.2562,16.2699
18.2737,12.2117
18.2884,9.5109
18.3025,7.47699
18.3162,5.988
18.3299,4.88257
18.3455,3.98032
18.3631,3.29279
18.3799,2.84962
18.4024,2.4584
18.4304,2.14796
18.4651,1.903
18.5017,1.73017
18.5749,1.51956
18.6481,1.40704
18.7433,1.3457
18.7751,1.34156
18.8677,1.37247
18.9603,1.47709
19.034,1.63763
19.0954,1.85863
19.1445,2.13305
19.1899,2.52321
19.2231,2.9554
19.2496,3.4641
19.2717,4.08597
19.2894,4.80694
19.307,5.85943
19.3225,7.21132
19.3365,8.95775
19.3498,11.2628
19.363,14.4225
19.3763,18.6856
19.3905,24.7837
19.4043,32.4098
19.4217,44.721
19.445,65.3566
19.4868,105.305
19.5084,119.758
19.5279,124.945
19.5298,124.991
19.5489,120.872
19.5673,109.809
19.5995,80.594
19.6294,52.4059
19.6479,38.2394
19.6636,28.7554
19.6773,22.4052
19.6911,17.6901
19.7031,14.7198
19.7151,12.661
19.7279,11.3245
19.7418,10.7171
19.7465,10.6966
19.7558,10.9166
19.7694,11.8657
19.7831,13.5657
19.8002,16.7639
19.82,21.8919
19.877,40.5324
19.8969,45.2177
19.9185,47.1886
19.937,45.8876
19.9572,41.6125
19.9899,30.7986
20.0205,20.3302
20.0403,14.8151
20.0574,11.1337
20.0719,8.76685
20.0864,7.00467
20.101,5.73129
20.118,4.70931
20.1351,4.03593
20.1546,3.54956
20.184,3.14494
20.2109,2.95614
20.2622,2.8257
20.2726,2.82216
20.3245,2.885
20.3868,3.11257
20.4491,3.51123
20.5111,4.13297
20.5628,4.90813
20.6062,5.84642
20.6433,6.98967
20.6742,8.34726
20.7017,10.1005
20.724,12.2028
20.7418,14.6413
20.7574,17.653
20.773,21.8884
20.7878,27.5413
20.8027,35.3507
20.8165,45.1521
20.8314,58.9527
20.8463,76.6773
20.8651,105.117
20.8913,154.739
20.9466,269.661
20.9918,341.569
21.0562,443.176
21.0921,492.742
21.1088,498.851
21.132,479.496
21.1549,427.891
21.1902,307.547
21.2231,193.125
21.2416,140.884
21.258,103.932
21.273,78.0232
21.2854,61.386
21.2984,48.0924
21.3118,37.7764
21.3253,30.2014
21.3402,24.1484
21.355,19.8845
21.3716,16.5043
21.3905,13.8041
21.4142,11.4945
21.441,9.71878
21.4705,8.38178
21.5073,7.2765
21.5368,6.71596
21.5776,6.34827
21.5866,6.33669
21.6174,6.56022
21.6417,7.17564
21.6619,8.20409
21.6784,9.59692
21.6938,11.5407
21.7093,14.313
21.7247,18.1229
21.7401,23.1456
21.7591,31.1012
21.7852,44.8279
21.8288,69.2305
21.8543,78.9086
21.8771,82.0225
21.8994,79.7574
21.9312,69.9695
21.9913,47.0161
22.0409,31.9015
22.0833,21.0361
22.1102,15.4429
22.1326,11.866
22.1506,9.74642
22.1685,8.2275
22.1864,7.21283
22.2044,6.59566
22.2228,6.27512
22.2394,6.19373
22.2702,6.44496
22.3004,7.1689
22.3229,8.10854
22.3454,9.59787
22.3622,11.2983
22.3791,13.7907
22.3946,17.127
22.4084,21.2814
22.4222,26.9389
22.4368,34.9897
22.4516,45.8878
22.4664,59.9734
22.4841,81.4326
22.5063,114.848
22.5586,204.457
22.5864,239.915
22.6134,256.227
22.6237,257.64
22.6572,248.71
22.7203,207.801
22.7589,171.568
22.8343,78.7346
22.8553,57.1432
22.8725,42.835
22.8873,33.1189
22.9031,25.1201
22.9178,19.5084
22.9311,15.7204
22.9459,12.6006
22.9614,10.2436
22.9792,8.35571
22.9991,6.90505
23.0213,5.80617
23.0479,4.90146
23.0811,4.12599
23.1255,3.42845
23.1809,2.85527
23.2474,2.41356
23.3262,2.09
23.4296,1.85894
23.5331,1.77048
23.5676,1.7668
23.6815,1.84564
23.7574,1.988
23.8333,2.23052
23.8913,2.51473
23.9511,2.94871
24.001,3.4819
24.0497,4.25079
24.0871,5.1234
24.1182,6.17292
24.1442,7.43338
24.1666,9.01959
24.1846,10.8457
24.2003,13.0898
24.2165,16.3661
24.2305,20.325
24.2445,25.7581
24.2584,33.1699
24.2709,41.9387
24.2834,53.2052
24.2983,70.6337
24.3143,94.5544
24.3333,130.459
24.3617,197.203
24.4041,300.563
24.4261,337.457
24.4492,352.253
24.4496,352.26
24.4692,342.245
24.4899,311.505
24.5218,238.164
24.5578,149.403
24.5777,108.235
24.5957,78.6827
24.6116,58.3951
24.6241,46.0755
24.6366,36.4079
24.6505,28.1783
24.664,22.299
24.6775,17.9547
24.692,14.5491
24.7069,12.0058
24.7244,9.89558
24.7443,8.21542
24.7693,6.77902
24.8005,5.57596
24.8379,4.61581
24.8802,3.89398
24.9249,3.39051
24.9807,3.00701
25.0253,2.85202
25.0526,2.82107
25.0967,2.89739
25.1334,3.15517
25.1554,3.47298
25.1775,4.01731
25.1946,4.69483
25.2118,5.7122
25.2265,6.9632
25.2412,8.67755
25.2559,10.9704
25.273,14.5178
25.2902,19.1103
25.3127,26.7108
25.372,50.0349
25.3935,56.0977
25.4161,58.8915
25.4196,58.9476
25.4431,56.6522
25.469,49.5019
25.5337,24.2128
25.5533,17.9468
25.5709,13.474
25.5871,10.3222
25.6026,8.04326
25.6166,6.51954
25.6329,5.23184
25.6468,4.44676
25.6654,3.72471
25.6845,3.24494
25.704,2.92546
25.7333,2.63607
25.7723,2.43861
25.8308,2.34233
25.8891,2.3924
25.9474,2.58818
25.9863,2.86403
26.0141,3.21578
26.0373,3.68955
26.0604,4.42262
26.08,5.31851
26.0995,6.52853
26.1229,8.42707
26.1668,12.9479
26.199,16.1208
26.2275,17.888
26.247,18.2511
26.2712,17.7157
26.3112,15.189
26.3532,12.3362
26.3752,11.4414
26.3971,11.1646
26.4213,11.6651
26.4403,12.7333
26.4594,14.5386
26.4784,17.3513
26.4949,20.9655
26.5106,25.8813
26.5246,31.9514
26.5385,40.1963
26.5515,50.4023
26.5644,63.6079
26.5773,80.5097
26.5933,107.521
26.6098,143.316
26.6306,200.571
26.6623,307.989
26.6984,433.401
26.7211,491.716
26.7451,519.982
26.7498,520.794
26.7727,501.983
26.7995,438.421
26.8668,208.039
26.8884,147.767
26.9057,109.887
26.9212,83.4443
26.9361,63.841
26.9501,50.017
26.964,39.6425
26.9779,31.9706
26.9914,26.5047
27.007,21.971
27.0226,18.8188
27.0382,16.6502
27.059,14.8515
27.077,14.0739
27.0898,13.9192
27.109,14.3528
27.1253,15.4737
27.1401,17.2723
27.1573,20.6056
27.1721,24.827
27.1869,30.6202
27.2032,39.1483
27.221,51.3466
27.2417,69.482
27.2767,107.354
27.3117,144.974
27.3383,164.079
27.3596,169.14
27.3833,162.707
27.4093,142.867
27.4781,67.5286
27.499,48.8489
27.5168,36.335
27.5326,27.6921
27.5481,21.1991
27.5636,16.3676
27.5792,12.8468
27.5949,10.282
27.6113,8.39806
27.6277,7.06921
27.6465,6.00486
27.6688,5.138
27.699,4.36596
27.7335,3.79146
27.7766,3.32094
27.8309,2.94941
27.8925,2.70599
27.9665,2.5788
27.9911,2.56829
28.0773,2.64688
28.1634,2.92726
28.2308,3.34741
28.2808,3.83872
28.3307,4.58395
28.3706,5.49368
28.4026,6.58626
28.43,8.00558
28.452,9.71746
28.4684,11.5605
28.4844,14.0501
28.5004,17.5446
28.5144,21.7543
28.5283,27.4093
28.5428,35.2365
28.5578,45.9828
28.5728,59.9832
28.5902,81.0603
28.6102,111.848
28.6367,162.632
28.6901,273.907
28.7164,310.828
28.7399,322.252
28.762,312.026
28.7879,276.966
28.8314,188.122
28.8635,123.476
28.8833,91.3007
28.9007,68.5974
28.9177,51.6
28.9337,39.6238
28.9477,31.825
28.9616,26.0587
28.9756,21.9163
28.9911,18.8133
29.0026,17.3139
29.0179,16.1886
29.0293,15.9269
29.0455,16.3773
29.0597,17.6161
29.074,19.7745
29.0905,23.7187
29.1047,28.6131
29.1196,35.543
29.1345,44.7411
29.1525,59.0795
29.1744,81.7009
29.2045,120.456
29.2502,181.143
29.2765,204.579
29.2998,211.698
29.3249,203.107
29.3518,177.715
29.4216,84.5014
29.4431,61.1475
29.4605,45.9949
29.4772,34.6682
29.4929,26.5412
29.5086,20.4593
29.5243,16.0069
29.5395,12.8841
29.556,10.4746
29.5724,8.78198
29.5916,7.42155
29.6135,6.38934
29.6431,5.52315
29.6671,5.08575
29.6992,4.74141
29.7393,4.59936
29.7794,4.7708
29.8114,5.22458
29.8355,5.8807
29.8555,6.77869
29.8715,7.85556
29.889,9.56179
29.9046,11.7641
29.9203,14.8298
29.9359,19.0185
29.9516,24.6068
29.968,32.2426
29.9859,42.8925
30.0087,60.0576
30.0803,124.67
30.1065,140.44
30.1298,145.263
30.1519,140.845
30.1777,125.752
30.2175,90.3526
30.2533,58.0033
30.2756,41.5596
30.293,31.4082
30.3104,23.5101
30.3268,17.8909
30.3427,13.8477
30.3586,10.9
30.3745,8.78501
30.3888,7.41159
30.4052,6.27804
30.4257,5.31773
30.4503,4.58709
30.4749,4.13095
30.5077,3.77091
30.5524,3.55408
30.5673,3.5331
30.6083,3.59017
30.6493,3.82339
30.6903,4.28699
30.721,4.87255
30.7484,5.69718
30.7713,6.76841
30.7914,8.18922
30.8086,9.97397
30.8246,12.3432
30.8403,15.5758
30.856,20.0355
30.8717,26.0932
30.8862,33.4253
30.9011,43.1055
30.9185,57.4261
30.9405,80.2488
30.9714,120.069
31.0172,181.603
31.0411,204.503
31.0652,214.841
31.07,215.12
31.0939,207.592
31.1158,189.019
31.1532,141.501
31.1936,87.7406
31.2155,64.0031
31.2334,48.6506
31.2484,38.6879
31.2633,31.127
31.2773,26.0142
31.2893,22.9585
31.3012,20.9884
31.3172,19.8395
31.3212,19.7893
31.3391,20.5879
31.3567,22.8062
31.3802,27.4709
31.441,42.5055
31.4669,46.7127
31.4873,47.8396
31.5096,46.5402
31.5351,42.0898
31.5713,32.2602
31.6145,19.922
31.6387,14.3248
31.6578,10.8759
31.6755,8.42225
31.6931,6.58167
31.7108,5.24185
31.7291,4.25507
31.7487,3.53488
31.7683,3.04954
31.7958,2.61654
31.8272,2.32156
31.8794,2.05688
31.9342,1.92887
31.989,1.89837
32.0331,1.94312
32.0772,2.07761
32.1102,2.28863
32.1378,2.60975
32.1598,3.03939
32.1793,3.62648
32.1979,4.45687
32.2142,5.47844
32.2305,6.85316
32.2493,8.98152
32.2684,11.8087
32.2927,16.4025
32.3318,25.5949
32.3661,33.5597
32.3945,38.1576
32.4202,39.6131
32.4435,38.3946
32.4719,34.035
32.5486,16.5352
32.5728,12.1216
32.5924,9.37979
32.612,7.34234
32.6291,6.05901
32.6487,5.05061
32.6659,4.47626
32.6864,4.06204
32.7144,3.82425
32.7238,3.80385
32.7611,3.92701
32.7984,4.32101
32.8265,4.81244
32.8548,5.56063
32.8801,6.58052
