95-Am-241(n,&gamma;) ENDF/B-VII.1
9.98503,64.6796
9.99672,53.8899
10.0084,47.0059
10.0217,42.758
10.0328,41.4614
10.0384,41.4182
10.0572,43.4767
10.0974,51.285
10.112,52.3042
10.1302,50.927
10.1581,44.2256
10.1859,36.7273
10.2047,33.8852
10.213,33.5842
10.2269,34.686
10.2405,38.1414
10.2519,43.3148
10.2633,51.2086
10.2739,61.7665
10.2846,76.2185
10.2952,95.4259
10.3073,123.898
10.32,162.42
10.3382,230.657
10.3717,366.555
10.3868,409.242
10.4031,427.255
10.4035,427.274
10.4169,416.04
10.4341,371.992
10.4622,259.825
10.4834,175.609
10.4973,130.943
10.5101,98.7579
10.5209,77.8186
10.5328,60.3658
10.5447,47.696
10.5572,38.2626
10.5697,31.6337
10.5853,25.994
10.6031,21.8139
10.623,18.8773
10.64,17.2528
10.6627,15.9394
10.6952,15.2876
10.7235,15.7331
10.7518,17.235
10.7748,19.5448
10.7954,22.9543
10.8119,27.1903
10.8264,32.6888
10.839,39.6326
10.8508,48.6815
10.8626,61.192
10.8744,78.2925
10.8858,100.2
10.8987,132.968
10.9136,181.501
10.936,272.944
10.964,390.073
10.9791,434.325
10.9952,453.831
10.9967,453.967
11.0121,438.736
11.0288,391.877
11.0627,249.659
11.0825,171.705
11.097,125.86
11.1097,95.0244
11.1211,73.8932
11.1326,57.7276
11.1429,46.8172
11.1552,37.141
11.1662,30.8985
11.1809,24.8164
11.1956,20.5462
11.2127,17.0266
11.2333,14.0454
11.2581,11.5674
11.2887,9.49123
11.3159,8.2133
11.3432,7.30858
11.3765,6.61207
11.4043,6.40218
11.4209,6.51112
11.4373,6.88576
11.4531,7.61544
11.4689,8.8449
11.4853,10.7796
11.502,13.4955
11.5519,23.6224
11.5715,25.9605
11.5816,26.3001
11.5963,25.6136
11.6163,22.711
11.664,12.3367
11.6807,9.40228
11.6944,7.53513
11.7076,6.18582
11.7208,5.19883
11.7367,4.37147
11.7562,3.73036
11.7784,3.28709
11.8117,2.90958
11.8606,2.63059
11.914,2.52795
11.946,2.57935
11.9708,2.73564
11.9874,2.94579
12.0051,3.32358
12.0215,3.8782
12.0387,4.73097
12.0581,6.03783
12.1039,9.74102
12.1244,10.771
12.1366,10.9517
12.1529,10.6355
12.1701,9.69341
12.2215,5.57637
12.2408,4.37845
12.2572,3.65093
12.2736,3.15739
12.2916,2.81991
12.3137,2.5936
12.349,2.46009
12.3678,2.44825
12.4241,2.5423
12.4721,2.74702
12.5202,3.09158
12.5649,3.60952
12.5966,4.17162
12.6283,5.01964
12.6505,5.9079
12.6712,7.12574
12.6888,8.64649
12.7047,10.6341
12.7174,12.8543
12.7297,15.7624
12.742,19.6418
12.7547,24.9065
12.7688,32.5653
12.7846,43.6801
12.8075,63.9122
12.841,95.4592
12.8598,107.996
12.8787,112.587
12.8948,109.24
12.9122,98.8288
12.9431,70.6761
12.9691,46.8328
12.9866,34.1153
13.0003,26.3353
13.0139,20.4555
13.0269,16.2284
13.0396,13.1779
13.0537,10.7123
13.0677,8.9459
13.0854,7.40057
13.1051,6.22672
13.1297,5.24953
13.1565,4.54596
13.1917,3.9422
13.234,3.49386
13.2811,3.19781
13.3382,3.00951
13.4142,2.93481
13.5003,3.01797
13.5864,3.26573
13.6495,3.60838
13.6882,3.99105
13.7147,4.45532
13.7369,5.09533
13.7579,6.03908
13.78,7.48353
13.8132,10.4037
13.8408,12.8379
13.8629,14.0754
13.8784,14.3298
13.9005,13.7782
13.9348,11.5382
13.968,9.31255
13.989,8.39381
14.0156,7.8557
14.0288,7.80139
14.0642,8.13307
14.1085,9.20044
14.1476,10.744
14.1774,12.6121
14.1987,14.6961
14.2162,17.2344
14.2337,20.8782
14.2513,25.9772
14.2712,33.801
14.303,49.8225
14.3354,65.6344
14.3583,72.3072
14.3747,73.9182
14.4306,69.4571
14.4499,71.2914
14.4648,76.578
14.478,85.307
14.4925,100.759
14.5041,119.073
14.5171,148.183
14.5291,185.255
14.5417,238.186
14.5539,305.783
14.5671,400.833
14.5827,544.759
14.6024,771.405
14.6436,1293.05
14.6606,1447.4
14.6794,1520.8
14.6818,1521.72
14.7003,1463.82
14.7217,1273.48
14.7733,625.969
14.7901,455.022
14.804,343.93
14.8166,264.764
14.8292,204.182
14.8418,158.859
14.854,126.458
14.8661,102.428
14.8802,82.1451
14.8953,66.7763
14.9133,53.8356
14.9307,44.954
14.9517,37.1897
14.977,30.5309
15.0085,24.6936
15.04,20.566
15.0779,17.0272
15.1241,14.0338
15.1746,11.8366
15.2251,10.3849
15.2889,9.32155
15.3367,9.01711
15.3526,9.01613
15.3956,9.33174
15.4277,10.0116
15.4559,11.1712
15.4791,12.8812
15.4965,14.9701
15.511,17.5653
15.5255,21.3053
15.5391,26.2606
15.5521,32.7067
15.5652,41.1812
15.5803,53.8442
15.5991,74.0573
15.6496,138.373
15.6714,157.16
15.689,162.22
15.7057,157.488
15.7226,144.18
15.7525,107.97
15.7824,70.2777
15.7998,52.5454
15.8137,41.3657
15.8275,32.8412
15.8412,26.5142
15.8554,21.846
15.8699,18.5585
15.8873,16.0042
15.9047,14.4631
15.9279,13.3845
15.9593,12.9766
15.9845,13.2192
16.0248,14.4699
16.0631,16.7632
16.0951,19.8613
16.1207,23.5971
16.1421,28.1657
16.1609,33.9575
16.176,40.4963
16.1901,48.9567
16.2042,60.6894
16.2183,77.0433
16.231,97.1101
16.2447,125.972
16.2589,166.118
16.2745,223.149
16.2927,308.312
16.3491,627.823
16.3707,708.115
16.3878,729.293
16.4051,707.7
16.4219,649.236
16.4482,509.279
16.4821,315.125
16.5009,227.333
16.5152,174.8
16.5294,134.101
16.5422,106.658
16.556,84.581
16.568,70.5239
16.5818,59.0608
16.596,51.1375
16.6105,46.0449
16.6251,43.3829
16.6324,42.8599
16.6469,43.4062
16.6625,46.5922
16.6782,53.0858
16.6919,62.2362
16.7055,75.4568
16.72,94.7132
16.7347,120.741
16.7522,160.074
16.784,249.275
16.8129,326.718
16.8346,362.363
16.8487,369.191
16.8682,355.131
16.8911,309.002
16.9446,156.686
16.9627,114.52
16.9789,84.7805
16.9925,65.7447
17.006,51.2518
17.0195,40.4722
17.0331,32.5724
17.0475,26.4923
17.0619,22.1346
17.08,18.3138
17.098,15.6608
17.1221,13.2246
17.1521,11.214
17.1848,9.78629
17.2277,8.62657
17.2792,7.93894
17.3136,7.81739
17.3615,8.1007
17.3975,8.74426
17.4286,9.74103
17.4542,11.0326
17.4798,13.0256
17.4989,15.2713
17.5181,18.5551
17.5341,22.4888
17.5501,27.9982
17.565,35.1124
17.5804,44.9609
17.5958,57.9471
17.6142,78.1054
17.6379,111.417
17.6843,184.441
17.7047,207.767
17.7266,218.212
17.7286,218.293
17.7495,210.27
17.7721,185.652
17.8329,91.5437
17.8516,67.9892
17.8678,51.9548
17.884,39.6689
17.8984,31.4519
17.9143,24.7102
17.9303,19.8814
17.9463,16.4444
17.9634,13.8681
17.9805,12.0982
18.0019,10.7388
18.0191,10.2085
18.0277,10.1119
18.0509,10.3834
18.078,11.5731
18.1335,15.0459
18.1582,15.6956
18.1608,15.6975
18.1856,15.0251
18.2096,13.3191
18.2702,7.51633
18.2928,5.83971
18.3138,4.69558
18.335,3.88659
18.3592,3.28356
18.385,2.87643
18.4173,2.55579
18.456,2.30787
18.5308,2.01361
18.6057,1.83953
18.6939,1.72638
18.7821,1.69356
18.8742,1.75203
18.9357,1.86276
18.9971,2.06327
19.0438,2.3119
19.0918,2.7157
19.1238,3.12703
19.1558,3.73945
19.1801,4.43864
19.1996,5.24613
19.219,6.4144
19.2336,7.65246
19.2493,9.4845
19.2649,12.0467
19.279,15.1902
19.2941,19.6953
19.3087,25.3756
19.3258,33.8531
19.3477,47.633
19.4005,85.9497
19.4202,96.2398
19.442,101.148
19.4447,101.211
19.4661,97.366
19.4909,84.6984
19.5496,42.4162
19.5686,31.2746
19.5858,23.2982
19.6018,17.6443
19.6164,13.7604
19.6305,10.9539
19.6458,8.71336
19.6591,7.27083
19.6744,6.05016
19.6946,4.91974
19.7141,4.16334
19.7384,3.50118
19.7676,2.9564
19.8069,2.47018
19.8463,2.15079
19.8856,1.93549
19.9482,1.73636
20.0007,1.67961
20.0473,1.72804
20.0838,1.87786
20.1056,2.0573
20.1275,2.35501
20.1452,2.72879
20.1625,3.2605
20.1798,4.00884
20.1993,5.17164
20.2193,6.75819
20.2485,9.6814
20.2893,13.9483
20.3097,15.4251
20.3328,16.0562
20.3563,15.4043
20.3811,13.5176
20.4401,7.38251
20.462,5.56488
20.4795,4.45194
20.4959,3.67094
20.5123,3.10768
20.5319,2.6592
20.5516,2.39505
20.5713,2.26413
20.59,2.23504
20.6144,2.32337
20.6327,2.49725
20.651,2.79975
20.6693,3.29289
20.6851,3.94755
20.7007,4.88529
20.7143,6.02358
20.7298,7.7847
20.7443,9.94224
20.7621,13.3626
20.7843,18.7777
20.8311,31.787
20.8555,36.8037
20.8776,38.6216
20.8796,38.636
20.9014,37.1564
20.9256,32.4681
20.9834,16.6157
21.0023,12.3068
21.0201,9.11058
21.0352,7.0498
21.0488,5.62333
21.0624,4.5475
21.078,3.65564
21.0935,3.03158
21.1102,2.57109
21.1269,2.25592
21.1492,1.97862
21.1825,1.73605
21.2218,1.58829
21.261,1.52206
21.2872,1.5094
21.3404,1.55026
21.3937,1.6916
21.4361,1.91492
21.4708,2.23318
21.4916,2.53046
21.5124,2.96336
21.5298,3.4833
21.5471,4.21747
21.5645,5.25287
21.5819,6.69362
21.5996,8.69799
21.6189,11.5926
21.6405,15.7528
21.706,30.8378
21.7287,34.2843
21.7498,35.4117
21.771,34.2762
21.7947,30.6237
21.8634,14.9801
21.8838,11.2276
21.903,8.49804
21.9195,6.73122
21.9342,5.54536
21.9525,4.47105
21.9684,3.82059
21.9898,3.23991
22.0112,2.89669
22.0389,2.69549
22.0494,2.67584
22.0705,2.71836
22.1029,2.97082
22.1772,3.89166
22.2106,4.05192
22.2428,3.90241
22.3333,2.817
22.3682,2.59956
22.3925,2.56111
22.4305,2.66318
22.4692,2.96608
22.495,3.32127
22.5184,3.81865
22.5392,4.49181
22.5574,5.34994
22.5756,6.56143
22.5936,8.21788
22.6132,10.6356
22.6369,14.4781
22.701,27.4245
22.7229,30.773
22.7485,32.5952
22.7543,32.6501
22.7749,31.8307
22.8094,27.9575
22.8408,24.2331
22.8565,23.2803
22.8656,23.2131
22.8833,24.4228
22.8995,27.4761
22.915,32.5245
22.9306,39.9771
22.9485,51.8606
22.9695,70.1341
23.0096,113.957
23.0395,144.563
23.0646,160.379
23.0819,163.499
23.102,158.817
23.1269,143.142
23.1712,108.386
23.1903,99.303
23.2035,97.0952
23.2206,99.7367
23.2357,107.065
23.262,128.278
23.2995,162.443
23.3228,174.912
23.3344,176.566
23.355,171.02
23.3801,150.987
23.4242,97.5479
23.4517,65.7532
23.471,47.9294
23.4879,35.8744
23.5019,28.166
23.516,22.2948
23.5301,17.9352
23.5441,14.7628
23.5605,12.1787
23.5769,10.446
23.5952,9.18453
23.6196,8.18586
23.65,7.56879
23.6886,7.35404
23.7311,7.60866
23.7784,8.44983
23.8162,9.65037
23.8496,11.2932
23.8795,13.5156
23.9035,16.1452
23.925,19.5756
23.9426,23.5807
23.9602,29.2172
23.9761,36.2996
23.9919,46.0265
24.006,57.5932
24.0201,72.608
24.0356,93.893
24.0525,123.601
24.0743,172.452
24.1075,264.394
24.1441,366.755
24.1706,416.333
24.1919,429.583
24.2123,417.001
24.2329,381.679
24.2667,292.023
24.3061,180.3
24.3273,131.366
24.3463,96.6594
24.3611,75.634
24.3752,59.914
24.3893,47.744
24.4034,38.455
24.4185,30.9712
24.4344,25.2152
24.452,20.5944
24.4724,16.8162
24.4971,13.6877
24.5217,11.5152
24.5496,9.76037
24.5901,7.99935
24.6306,6.80821
24.6814,5.80252
24.7328,5.14472
24.7945,4.72811
24.8151,4.69588
24.8529,4.84973
24.8863,5.29334
24.9315,6.34135
24.9796,7.49877
25.0141,7.84196
25.0181,7.8443
25.0557,7.53932
25.1175,6.66127
25.1411,6.54612
25.1794,6.79007
25.2087,7.33168
25.2453,8.43965
25.2819,10.1376
25.3085,11.924
25.335,14.4772
25.3563,17.4132
25.3745,20.9265
25.3934,26.065
25.4105,32.563
25.4276,41.5554
25.4435,52.9477
25.4595,68.015
25.4764,88.7991
25.4951,118.491
25.5171,162.198
25.5854,323.174
25.607,358.826
25.6307,375.74
25.6337,375.966
25.6571,362.837
25.6841,319.064
25.755,152.62
25.7772,110.666
25.7945,84.833
25.8104,66.0658
25.8264,51.5857
25.8429,40.3258
25.8582,32.5398
25.8753,26.1891
25.8943,21.179
25.9155,17.3011
25.9368,14.6156
25.9633,12.3089
25.996,10.4489
26.0327,9.14262
26.0768,8.29215
26.1184,8.05091
26.1573,8.33306
26.1872,9.0008
26.2096,9.89689
26.232,11.3251
26.2514,13.2214
26.2694,15.7779
26.2873,19.4311
26.3052,24.5733
26.3213,30.8042
26.3396,40.178
26.3605,54.2434
26.3829,73.2898
26.4502,140.484
26.4777,159.771
26.5052,167.526
26.5082,167.628
26.5398,161.106
26.6455,110.411
26.6952,85.7121
26.7674,41.3346
26.7902,29.7678
26.808,22.5959
26.8244,17.4258
26.8408,13.5039
26.8572,10.6309
26.8735,8.58421
26.8913,7.0569
26.9108,5.94551
26.9331,5.139
26.961,4.52574
26.9945,4.08874
27.0392,3.76004
27.09,3.59468
27.1185,3.57937
27.1742,3.7121
27.2113,3.94872
27.2484,4.36699
27.2797,4.95945
27.3054,5.73003
27.3279,6.75945
27.3471,8.05207
27.3664,9.89656
27.3839,12.2211
27.4017,15.4168
27.4213,20.1034
27.4423,26.6873
27.4652,35.7067
27.5008,53.0459
27.6679,142.679
27.7001,151.997
27.7085,152.467
27.7356,147.022
27.7617,131.824
27.8,97.486
27.8368,62.8005
27.8588,45.5451
27.8775,33.9351
27.894,26.0244
27.9096,20.3402
27.9252,16.1326
27.9408,13.1115
27.9542,11.2586
27.9716,9.61394
27.9889,8.59827
28.0063,8.03228
28.0237,7.80433
28.0448,7.90823
28.066,8.43708
28.0871,9.5029
28.1056,11.0612
28.1219,13.1374
28.1379,16.047
28.1539,20.1148
28.1699,25.67
28.1865,33.3506
28.2045,44.2784
28.2243,59.6847
28.2522,86.6319
28.3002,137.361
28.3242,156.31
28.3481,165.469
28.3548,165.932
28.3769,160.806
28.3984,147.02
28.4333,112.855
28.4738,70.3299
28.4967,50.7282
28.5155,38.0085
28.5327,29.1201
28.5481,23.0629
28.5618,18.9909
28.5761,15.8335
28.5923,13.3189
28.6086,11.7178
28.6249,10.8534
28.6412,10.6341
28.652,10.84
28.668,11.6968
28.6839,13.3298
28.6998,15.9314
28.7157,19.7471
28.7313,24.9308
28.7486,32.6491
28.7677,43.7491
28.7926,62.2234
28.8527,113.37
28.8796,128.854
28.9027,133.453
28.9273,128.273
28.9524,113.59
29.0235,53.7512
29.0444,39.5174
29.0626,29.703
29.079,22.901
29.0955,17.848
29.1099,14.6297
29.1244,12.3183
29.1395,10.6576
29.1561,9.53855
29.1727,8.97539
29.1832,8.85332
29.2042,9.09155
29.2252,9.99251
29.2409,11.1982
29.2567,13.0053
29.2727,15.6696
29.2887,19.4425
29.3048,24.6619
29.3208,31.7023
29.3363,40.5584
29.3543,53.8024
29.3769,75.0303
29.409,112.365
29.449,160.746
29.4742,183.064
29.4994,192.946
29.5038,193.165
29.5292,185.556
29.5521,167.239
29.5947,117.072
29.6297,76.0232
29.6517,55.0882
29.6683,42.5406
29.6855,32.4006
29.6998,25.9368
29.7145,20.8969
29.7303,17.0196
29.7461,14.4159
29.7597,13.0058
29.7732,12.2228
29.7855,11.9758
29.8011,12.2128
29.8231,13.4352
29.8524,16.2916
29.9092,23.0018
29.9382,25.0179
29.9524,25.2864
29.9774,24.4645
30.0073,21.5631
30.0811,11.1574
30.1049,8.46784
30.127,6.56086
30.1465,5.32825
30.1633,4.55368
30.1855,3.83717
30.2084,3.37359
30.2318,3.08584
30.2669,2.86427
30.3183,2.77679
30.369,2.84587
30.4366,3.14483
30.4817,3.52776
30.5215,4.09795
30.5481,4.70481
30.5714,5.49519
30.5927,6.54618
30.6136,8.02417
30.6346,10.0992
