96-Cm-244(n,&gamma;) ENDF/B-VII.1
34.9876,1680.63
34.9898,1681.06
35.0162,1618.08
35.0455,1419.96
35.121,680.114
35.1451,484.388
35.1651,355.919
35.1815,273.012
35.1981,207.26
35.2137,160.296
35.2286,125.794
35.2436,99.7138
35.2586,80.1539
35.2753,64.1397
35.2928,51.9929
35.3127,42.1213
35.3352,34.3504
35.3619,27.954
35.3896,23.2401
35.4229,19.1496
35.4618,15.6959
35.5103,12.6037
35.5616,10.2614
35.6199,8.3328
35.6879,6.71149
35.7656,5.38601
35.8475,4.37776
35.9446,3.513
36.0556,2.80812
36.1721,2.2765
36.3054,1.837
36.4552,1.4815
36.6328,1.18165
36.8159,0.959619
37.0379,0.766946
37.2766,0.620088
37.5485,0.500204
37.8316,0.410541
38.1868,0.32979
38.5466,0.272318
38.9203,0.227709
39.3873,0.187226
39.9478,0.152671
40.6017,0.124917
41.2555,0.105359
42.1896,0.0861989
43.1237,0.0733863
44.0579,0.0645081
45.0923,0.0576762
46.4138,0.0527331
47.405,0.0514862
48.3962,0.0531341
49.1395,0.0574908
49.5877,0.0625398
49.9885,0.069629
50.3851,0.0810728
50.6796,0.0944236
50.925,0.110961
51.1507,0.133558
51.3274,0.15933
51.4844,0.191873
51.6218,0.232346
51.7396,0.281223
51.8476,0.344238
51.9359,0.416092
52.0242,0.516912
52.0929,0.626766
52.1604,0.777691
52.212,0.938467
52.2635,1.16419
52.3015,1.40033
52.3322,1.66448
52.3629,2.04187
52.3874,2.48138
52.4095,3.04798
52.4291,3.75989
52.4463,4.61534
52.4635,5.77101
52.4806,7.32866
52.4972,9.32747
52.5138,11.9449
52.5312,15.5219
52.5503,20.6233
52.5695,27.1497
52.593,37.3477
52.619,51.4186
52.6637,80.8526
52.7133,113.655
52.7486,129.636
52.7798,134.546
52.8124,129.174
52.8428,115.613
52.8958,80.9311
52.9395,52.128
52.9665,37.4829
52.9881,28.0382
53.0087,20.8929
53.0278,15.7418
53.0455,12.0779
53.0632,9.28172
53.0808,7.18236
53.099,5.5885
53.1162,4.47904
53.1358,3.55803
53.153,2.97115
53.1757,2.41128
53.1971,2.03416
53.2278,1.65538
53.2646,1.34698
53.3076,1.09888
53.3591,0.890457
53.4106,0.74044
53.4769,0.600692
53.5542,0.485168
53.6388,0.39529
53.737,0.321157
53.8474,0.262075
53.9676,0.216236
54.1099,0.177719
54.2817,0.145327
54.4706,0.120598
54.6792,0.101533
54.9295,0.085668
55.2585,0.0717138
55.6638,0.0606904
56.0691,0.0538893
56.5311,0.0482416
57.22,0.0431417
57.9088,0.0401124
59.1487,0.0375696
60.2508,0.0371344
61.9634,0.0391473
63.1052,0.0429709
63.9614,0.0484343
64.583,0.0548168
65.0311,0.0620947
65.4786,0.0734763
65.8142,0.0868471
66.0988,0.104088
66.3124,0.123193
66.4954,0.146542
66.6631,0.177084
66.8004,0.212619
66.9224,0.256986
67.0292,0.311391
67.1207,0.376217
67.2122,0.467853
67.2884,0.577355
67.3482,0.697428
67.4016,0.846354
67.446,1.02046
67.4816,1.21589
67.5134,1.46312
67.5388,1.74287
67.5642,2.13992
67.5858,2.61807
67.6062,3.24136
67.6265,4.10111
67.6443,5.11574
67.6621,6.45071
67.6818,8.40525
67.7009,10.8918
67.7218,14.4527
67.7422,18.8778
67.7653,25.2258
67.7938,35.076
67.8314,51.2634
67.9117,89.6062
67.9524,103.142
67.9878,107.557
67.9898,107.57
68.0236,103.937
68.0632,91.5061
68.1298,60.1539
68.1756,39.2273
68.2056,28.083
68.2299,20.8435
68.2536,15.3469
68.2742,11.648
68.2948,8.81071
68.3131,6.88637
68.3332,5.29256
68.3509,4.23593
68.3713,3.33909
68.3916,2.68831
68.4126,2.20166
68.4348,1.82834
68.4602,1.52273
68.492,1.25579
68.5289,1.04153
68.5746,0.856219
68.6318,0.695071
68.7005,0.560828
68.7805,0.452172
68.8644,0.372005
68.9712,0.300447
69.0881,0.246235
69.2304,0.200856
69.3728,0.16942
69.5507,0.142064
69.7642,0.119889
69.9981,0.103681
70.2777,0.0908916
70.6132,0.0811443
71.0006,0.0743376
71.4915,0.0698782
72.3307,0.0673036
73.2531,0.069307
74.36,0.0757351
75.4739,0.0862429
76.6015,0.102061
77.5413,0.121256
78.2931,0.142067
79.0449,0.17018
79.7497,0.205352
80.4545,0.255797
81.0168,0.312347
81.5076,0.379723
82.0096,0.476604
82.4136,0.585868
82.7942,0.729607
83.1361,0.91108
83.4429,1.14186
83.6915,1.40201
83.9285,1.74413
84.146,2.18642
84.3286,2.70613
84.4917,3.34957
84.6315,4.10872
84.7636,5.09676
84.8879,6.40151
84.985,7.81623
85.0802,9.73389
85.1598,11.9705
85.2278,14.5991
85.2865,17.7141
85.3375,21.4366
85.3832,26.1076
85.4206,31.5225
85.4536,38.2841
85.4844,47.2751
85.5115,58.4897
85.5355,72.2535
85.5596,91.0099
85.584,116.872
85.6073,150.104
85.6306,193.898
85.6531,248.488
85.6803,333.35
85.7075,441.64
85.7425,617.048
85.7883,901.108
85.8714,1451.81
85.9165,1659.74
85.9576,1731.56
85.9598,1731.74
86.002,1663.13
86.0439,1475.58
86.1235,953.594
86.1744,632.91
86.2086,458.121
86.2366,343.913
86.2638,256.786
86.2878,197.121
86.3111,152.633
86.3345,118.812
86.3578,93.4419
86.3826,73.5015
86.4075,59.0021
86.4323,48.415
86.4611,39.5675
86.496,32.042
86.5349,26.2606
86.5815,21.429
86.6301,17.8348
86.6883,14.6855
86.7602,11.8829
86.8418,9.60568
86.9369,7.70892
87.0457,6.16921
87.1603,5.00452
87.2962,4.00973
87.4516,3.20148
87.6147,2.59359
87.8012,2.09232
88.0109,1.68788
88.2596,1.34771
88.5159,1.09689
88.8267,0.880401
89.1607,0.716823
89.5414,0.585249
89.9376,0.489219
90.4348,0.406692
90.9326,0.354126
91.3075,0.327753
91.8072,0.308198
92.1759,0.304815
92.7269,0.319231
93.1402,0.351211
93.4842,0.398558
93.7936,0.466703
94.0515,0.552956
94.2749,0.662732
94.4755,0.805124
94.6417,0.972807
94.8021,1.20343
94.9339,1.47298
95.0542,1.81985
95.1574,2.23837
95.249,2.75987
95.3293,3.40086
95.4009,4.21209
95.4611,5.19115
95.5098,6.34041
95.5441,7.4904
95.5785,9.11986
95.6086,11.1846
95.6344,13.6961
95.6587,16.9979
95.6817,21.2694
95.7046,27.0849
95.7275,34.9555
95.7498,45.1929
95.7718,58.3219
95.7961,77.2978
95.8203,101.587
95.8484,137.508
95.8793,187.497
95.9206,270.469
96.0249,513.568
96.0696,589.786
96.1122,621.729
96.12,622.49
96.159,602.32
96.2025,537.737
96.2713,382.723
96.3343,237.984
96.3721,167.369
96.4029,121.802
96.4297,90.7411
96.4541,68.7366
96.4781,51.9923
96.501,39.8737
96.524,30.7523
96.5469,23.9733
96.5698,18.9771
96.5949,15.0178
96.6199,12.1838
96.6486,9.88915
96.6787,8.19713
96.7131,6.83156
96.756,5.63738
96.8076,4.63669
96.8649,3.84205
96.9337,3.15068
97.0196,2.53303
97.1199,2.02564
97.2202,1.66195
97.3405,1.34582
97.478,1.08749
97.6327,0.880192
97.8161,0.706218
98.0052,0.578054
98.2344,0.466889
98.4808,0.381974
98.7615,0.312563
99.1058,0.252551
99.4651,0.20825
99.8962,0.171096
100.424,0.138732
101.048,0.112563
101.777,0.091831
102.401,0.0794739
103.234,0.0670714
104.275,0.0562987
105.524,0.0473591
106.773,0.0414864
108.438,0.0359406
109.687,0.0330535
111.352,0.03057
113.748,0.0288636
114.479,0.0287237
116.672,0.0294194
119.353,0.0327496
120.815,0.036324
122.278,0.0420465
123.496,0.0491721
124.715,0.0599597
125.811,0.0749275
126.634,0.0919104
127.273,0.110798
127.862,0.135085
128.382,0.165109
128.828,0.199858
129.231,0.243875
129.583,0.296672
129.939,0.371204
130.244,0.461679
130.499,0.567091
130.734,0.701563
130.938,0.863577
131.126,1.06962
131.284,1.30824
131.425,1.59934
131.566,2.00439
131.683,2.47834
131.784,3.04043
131.881,3.80216
131.963,4.72027
132.032,5.82202
132.082,6.96608
132.122,8.23522
132.163,10.0299
132.195,12.1082
132.225,14.7017
132.254,18.3049
132.279,22.5205
132.304,28.1486
132.332,36.3545
132.358,47.0272
132.384,61.0986
132.411,79.3477
132.438,103.31
132.47,138.943
132.507,192.169
132.548,266.875
132.623,429.968
132.693,582.279
132.749,668.162
132.8,695.413
132.85,669.07
132.903,589.097
133.004,367.704
133.062,245.692
133.103,176.185
133.135,132.353
133.168,97.7568
133.197,73.301
133.224,56.2012
133.249,43.7053
133.276,33.7347
133.303,26.3228
133.33,20.8575
133.358,16.7335
133.387,13.5684
133.421,11.0044
133.454,9.1896
133.491,7.75089
133.541,6.36677
133.602,5.21594
133.677,4.21292
133.753,3.49326
133.843,2.85989
133.957,2.2882
134.075,1.86675
134.222,1.48809
134.383,1.19666
134.554,0.975113
134.766,0.780795
134.99,0.635094
135.252,0.515795
135.557,0.42053
135.872,0.354164
136.251,0.30327
136.555,0.279959
136.89,0.270955
137.195,0.280652
137.399,0.30042
137.602,0.336617
137.752,0.379479
137.894,0.441249
138.013,0.51749
138.117,0.612994
138.212,0.74113
138.291,0.898697
138.349,1.06788
138.402,1.29658
138.444,1.57445
138.476,1.87801
138.508,2.31122
138.536,2.8483
138.563,3.59775
138.587,4.47186
138.611,5.62941
138.635,7.15039
138.661,9.38047
138.688,12.3179
138.714,16.1157
138.745,21.8519
138.776,29.3153
138.812,40.0149
138.86,57.8288
138.986,112.053
139.043,129.958
139.094,136.447
139.1,136.525
139.147,132.047
139.195,118.867
139.269,88.4333
139.35,53.6956
139.396,37.381
139.429,27.8922
139.462,20.3653
139.491,15.2618
139.518,11.6534
139.543,8.99313
139.569,6.85608
139.596,5.2612
139.622,4.08545
139.649,3.2257
139.676,2.5728
139.704,2.10334
139.732,1.76266
139.768,1.45194
139.803,1.23393
139.851,1.02995
139.91,0.854436
139.978,0.714437
140.057,0.5956
140.152,0.492627
140.263,0.406461
140.39,0.336023
140.538,0.277464
140.723,0.226212
140.908,0.18998
141.159,0.155419
141.437,0.129109
141.746,0.108538
142.123,0.0909689
142.576,0.0765123
143.104,0.0646376
143.809,0.0538671
144.664,0.0452126
145.671,0.0384982
146.828,0.0333195
148.036,0.0296119
149.848,0.0261914
152.063,0.0237027
154.479,0.0226224
155.68,0.0224501
158.452,0.0232323
160.828,0.025325
162.412,0.0278324
163.599,0.0305169
164.787,0.0347922
165.777,0.0404721
166.569,0.0472794
167.163,0.0551228
167.658,0.0646958
168.127,0.0778766
168.47,0.092122
168.756,0.108809
169.016,0.130022
169.271,0.159821
169.476,0.194444
169.663,0.239504
169.827,0.296181
169.955,0.358301
170.082,0.446137
170.181,0.542883
170.259,0.648249
170.337,0.797772
170.389,0.941214
170.441,1.14986
170.482,1.39939
170.519,1.71943
170.548,2.08272
170.575,2.54506
170.603,3.17167
170.63,4.02
170.657,5.16239
170.683,6.60421
170.709,8.48166
170.738,11.2393
170.768,14.8274
170.8,19.8575
170.836,27.2557
170.875,37.317
170.926,53.671
171.073,110.948
171.137,128.962
171.194,135.52
171.2,135.582
171.252,131.026
171.304,118.357
171.387,87.5768
171.477,52.7521
171.523,37.7145
171.564,27.2312
171.6,19.851
171.632,14.8313
171.661,11.2489
171.691,8.49404
171.717,6.61725
171.743,5.14368
171.771,4.00801
171.798,3.16416
171.825,2.54046
171.857,2.02479
171.886,1.6777
171.921,1.38025
171.962,1.14052
172.009,0.952766
172.071,0.782997
172.149,0.639681
172.24,0.52401
172.349,0.426745
172.477,0.347509
172.609,0.289186
172.765,0.240263
172.947,0.200117
173.168,0.166584
173.433,0.139759
173.751,0.119023
174.14,0.103605
174.625,0.0933192
175.207,0.0883932
175.303,0.0882309
175.766,0.0894026
176.318,0.0943154
176.87,0.104032
177.429,0.120097
177.894,0.14009
178.266,0.163275
178.654,0.197927
178.998,0.242967
179.292,0.299154
179.55,0.370331
179.759,0.452177
179.955,0.561007
180.127,0.697025
180.274,0.862743
180.403,1.06783
180.514,1.31567
180.606,1.60496
180.679,1.92637
180.741,2.29896
180.79,2.7154
180.839,3.31486
180.877,3.9954
180.914,4.93034
180.946,6.08896
180.979,7.70949
181.006,9.60685
181.034,12.1318
181.061,15.363
181.088,19.5602
181.118,25.8293
181.149,34.0173
181.183,45.6792
181.219,62.0734
181.259,84.5954
181.305,116.794
181.381,180.945
181.476,263.392
181.539,301.348
181.597,314.742
181.6,314.78
181.654,304.161
181.71,272.929
181.801,196.783
181.885,124.252
181.937,86.8137
181.977,63.5671
182.014,46.8722
182.048,34.959
182.078,26.7556
182.109,20.2729
182.135,15.9211
182.162,12.5635
182.189,9.99821
182.217,8.00401
182.244,6.50899
182.277,5.23062
182.309,4.31116
182.349,3.50875
182.386,2.98524
182.435,2.48843
182.496,2.05875
182.564,1.72482
182.656,1.40093
182.763,1.13524
182.889,0.91599
183.036,0.736318
183.196,0.599559
183.368,0.494431
183.576,0.403708
183.797,0.335711
184.055,0.279563
184.362,0.233193
184.73,0.195667
185.154,0.167347
185.624,0.147751
186.212,0.132895
186.916,0.124459
187.412,0.122937
188.229,0.126269
189.251,0.139982
190.069,0.159742
190.874,0.188857
191.548,0.225854
192.125,0.271165
192.682,0.333817
193.142,0.407584
193.578,0.507025
193.932,0.621625
194.261,0.77063
194.545,0.951102
194.803,1.18225
195.016,1.44721
195.213,1.78738
195.39,2.21263
195.542,2.71809
195.684,3.37495
195.808,4.18258
195.917,5.18062
196.008,6.358
196.079,7.64658
196.144,9.28059
196.198,11.2235
196.241,13.4039
196.281,16.25
196.318,19.8511
196.353,24.5336
196.387,30.7298
196.422,39.1082
196.454,49.7825
196.49,65.1393
196.525,85.373
196.559,109.802
196.601,149.574
196.649,206.691
196.709,298.494
196.862,568.292
196.925,650.095
196.988,686.966
197.0,687.955
197.057,665.669
197.115,600.795
197.209,444.191
197.306,273.277
197.359,195.726
197.405,143.103
197.441,109.724
197.478,83.3977
197.511,64.6426
197.543,50.7589
197.575,40.0807
197.607,31.9558
197.643,25.0731
197.678,20.2682
197.719,16.2578
197.759,13.4054
197.81,10.9006
197.861,9.14038
197.924,7.56974
198.0,6.23233
198.088,5.11563
198.195,4.15477
198.324,3.32829
198.461,2.70586
198.62,2.18505
198.797,1.77119
199.0,1.43326
199.238,1.15263
199.486,0.945082
199.794,0.763177
200.149,0.619401
200.544,0.509684
200.969,0.429186
201.394,0.373952
201.982,0.324616
202.65,0.294176
203.389,0.283154
204.129,0.293207
204.685,0.315937
205.317,0.362337
205.854,0.427395
206.301,0.510235
206.699,0.619187
207.047,0.758063
207.34,0.926002
207.583,1.12195
207.802,1.3659
208.011,1.69266
208.18,2.06217
208.329,2.5097
208.453,3.01546
208.58,3.72435
208.684,4.53792
208.771,5.47103
208.856,6.75002
208.918,8.09334
208.968,9.58756
209.019,11.7886
209.062,14.4192
209.098,17.453
209.137,22.0048
209.173,27.8586
209.207,35.4564
209.243,46.2499
209.278,60.0004
209.313,77.8856
209.351,103.266
209.39,136.436
209.438,187.321
209.5,269.774
209.665,526.893
209.736,603.502
209.8,627.238
209.856,608.682
209.913,554.324
209.999,430.273
210.109,256.332
210.168,180.067
210.215,130.77
210.257,97.0442
210.293,74.4784
210.329,56.9583
210.365,43.6317
210.4,33.6641
210.436,26.3012
210.471,21.0307
210.506,17.1386
210.546,13.9045
210.585,11.5741
210.632,9.58845
210.695,7.78362
210.757,6.52546
210.839,5.34408
210.943,4.29558
211.055,3.50454
211.189,2.82957
211.346,2.27547
211.515,1.85259
211.713,1.5006
211.927,1.23322
212.171,1.01733
212.464,0.836886
212.762,0.70992
213.06,0.619914
213.486,0.534034
213.86,0.48708
214.421,0.45092
214.796,0.445139
215.401,0.464544
215.805,0.498532
216.309,0.572685
216.756,0.680465
217.102,0.805743
217.413,0.967955
217.696,1.17829
217.938,1.43325
218.151,1.74706
218.353,2.16445
218.52,2.64938
218.682,3.30878
218.814,4.07478
218.935,5.06148
219.039,6.26726
219.117,7.5376
219.182,8.99993
219.247,11.0865
219.301,13.6319
219.349,16.9283
219.392,21.1097
219.431,26.4573
219.466,32.8316
219.504,42.337
219.542,54.8538
219.579,71.4158
219.62,95.377
219.661,125.711
219.707,169.72
219.763,237.624
219.851,367.563
219.959,532.545
220.026,605.167
220.091,634.821
220.1,635.281
220.165,611.756
220.231,543.958
220.344,374.268
220.433,242.634
220.486,176.965
220.532,131.512
220.575,98.4065
220.617,73.5983
220.655,56.307
220.693,43.2665
220.729,33.9609
220.765,27.022
220.802,21.8705
220.844,17.5293
220.89,14.1692
220.942,11.5359
220.999,9.50114
221.066,7.85777
221.152,6.36161
221.253,5.14639
221.374,4.12502
221.513,3.30754
221.66,2.69045
221.841,2.14967
222.031,1.74827
222.262,1.40342
222.527,1.1271
222.81,0.921013
223.11,0.765595
223.456,0.638472
223.859,0.535433
224.367,0.450634
224.759,0.40845
225.347,0.372219
225.82,0.362655
226.412,0.374861
226.807,0.40107
227.202,0.447147
227.602,0.523722
227.905,0.613175
228.158,0.719913
228.411,0.872489
228.613,1.04622
228.798,1.26892
228.975,1.57093
229.127,1.94155
229.253,2.37813
229.371,2.95858
229.466,3.63134
229.54,4.38052
229.606,5.36196
229.658,6.47955
229.705,7.96713
229.747,9.87544
229.784,12.222
229.821,15.4707
229.855,19.6675
229.889,25.1357
229.923,32.3801
229.957,41.8519
229.992,54.9012
230.03,72.7097
230.075,99.4731
230.125,138.691
230.186,198.091
230.355,390.721
230.429,450.763
230.496,471.338
230.5,471.388
230.564,454.2
230.635,400.277
230.754,265.04
230.837,173.874
230.893,123.751
230.941,89.4542
230.982,66.2524
231.02,49.9098
231.056,38.0238
231.09,29.4482
231.123,22.9201
231.157,18.0093
231.19,14.4444
231.227,11.4788
231.264,9.33321
231.3,7.76877
231.349,6.31092
231.406,5.14893
231.469,4.26679
231.545,3.52933
231.639,2.88358
231.753,2.34001
231.89,1.8828
232.038,1.5372
232.214,1.24656
232.421,1.01423
232.598,0.874493
232.853,0.737621
233.049,0.670589
233.245,0.631498
233.441,0.621541
233.597,0.640053
233.753,0.694356
233.878,0.784513
233.962,0.894069
234.024,1.0329
234.076,1.22125
234.118,1.45463
234.155,1.75413
234.191,2.18517
234.222,2.7015
234.254,3.40137
234.285,4.3412
234.316,5.58815
234.347,7.21912
234.381,9.51704
234.417,12.603
234.456,17.0073
234.499,23.1803
234.551,32.6159
234.616,47.2376
234.75,79.9074
234.825,93.3157
234.891,98.1822
234.9,98.2575
234.962,94.8573
235.023,85.4183
235.124,62.0597
235.223,37.9899
235.281,26.6074
235.326,19.3661
235.367,14.2977
235.402,10.8267
235.437,8.12249
235.468,6.26441
235.499,4.8305
235.531,3.74021
235.562,2.92161
235.593,2.31312
235.625,1.86384
235.658,1.50978
235.698,1.22269
235.737,1.02387
235.784,0.859953
235.838,0.731067
235.901,0.630359
235.984,0.537458
236.088,0.456561
236.234,0.378571
236.391,0.32097
236.61,0.265785
236.849,0.224869
237.136,0.191153
237.538,0.15953
238.006,0.135367
238.597,0.115834
239.305,0.101909
239.824,0.0969768
240.108,0.0964395
240.513,0.0993818
240.817,0.10615
241.07,0.117233
241.298,0.135138
241.45,0.154858
241.586,0.182771
241.688,0.215802
241.758,0.252265
241.809,0.291657
241.856,0.345796
241.894,0.409913
241.932,0.501967
241.963,0.609535
241.995,0.756215
242.027,0.955535
242.056,1.20595
242.087,1.55074
242.118,2.00307
242.149,2.58803
242.185,3.4535
242.222,4.63523
242.263,6.30743
242.31,8.73121
242.366,12.3401
242.455,19.3785
242.554,27.3346
242.627,31.5142
242.695,33.0343
242.7,33.0418
242.767,31.7362
242.834,28.1446
242.95,18.9236
243.034,12.3187
243.089,8.7899
243.133,6.4726
243.172,4.83508
243.21,3.59074
243.244,2.72101
243.277,2.07291
243.307,1.61135
243.338,1.2565
243.368,0.98695
243.399,0.7842
243.433,0.616803
243.467,0.496805
243.505,0.402765
243.543,0.337115
243.588,0.282768
243.642,0.240114
243.712,0.202629
243.794,0.173973
243.915,0.145043
244.067,0.121141
244.244,0.102549
244.421,0.0896972
244.705,0.0758792
245.059,0.064975
245.555,0.0555945
246.176,0.0485343
246.894,0.0433055
248.05,0.0382159
249.365,0.0346794
251.118,0.0321582
252.871,0.0313104
254.944,0.0325084
256.499,0.0356144
257.536,0.03942
258.572,0.0453234
259.35,0.0524853
259.998,0.0613318
260.516,0.0714718
261.034,0.0858425
261.448,0.102024
261.846,0.124579
262.191,0.152798
262.463,0.184352
262.727,0.227322
262.936,0.275294
263.146,0.342804
263.322,0.424021
263.469,0.518839
263.601,0.638113
263.708,0.774727
263.798,0.933991
263.873,1.12294
263.933,1.34106
263.985,1.61864
264.03,1.9644
264.069,2.39065
264.106,2.9521
264.143,3.73544
264.174,4.64981
264.205,5.86293
264.237,7.46188
264.268,9.54983
264.3,12.2455
264.336,16.2384
264.372,21.402
264.413,29.017
264.458,39.6796
264.511,55.7178
264.573,79.0352
264.754,156.866
264.826,178.369
264.895,186.481
264.9,186.513
264.968,179.519
265.034,161.042
265.139,117.137
265.245,71.5269
