96-Cm-244(n,&gamma;) ENDF/B-VII.1
265.307,49.8258
265.355,36.3708
265.398,26.8864
265.435,20.3404
265.473,15.2392
265.508,11.5566
265.539,9.018
265.571,7.05623
265.602,5.55667
265.633,4.42037
265.669,3.46086
265.703,2.80581
265.737,2.3227
265.777,1.90372
265.824,1.56386
265.88,1.28932
265.948,1.06739
266.023,0.896696
266.118,0.741881
266.244,0.59961
266.391,0.484515
266.553,0.395838
266.732,0.326254
266.954,0.266433
267.205,0.220094
267.499,0.18381
267.79,0.159659
268.101,0.14238
268.412,0.13121
268.827,0.12325
269.242,0.121463
269.706,0.126222
270.17,0.137865
270.518,0.153027
270.924,0.180288
271.286,0.217609
271.567,0.260016
271.802,0.309268
272.03,0.375629
272.241,0.462312
272.425,0.569437
272.589,0.704516
272.723,0.858935
272.84,1.04615
272.941,1.26994
273.028,1.54635
273.095,1.85375
273.149,2.20565
273.201,2.69988
273.242,3.26103
273.283,4.05294
273.318,4.99636
273.353,6.28059
273.389,8.07338
273.422,10.3149
273.456,13.2691
273.489,17.117
273.527,22.7639
273.565,30.0961
273.607,40.5732
273.65,54.3571
273.701,74.7576
273.768,107.85
273.947,209.7
274.024,240.279
274.096,251.392
274.1,251.416
274.164,243.363
274.23,220.269
274.332,165.523
274.448,98.8288
274.513,68.6342
274.562,50.0594
274.603,38.0234
274.644,28.1308
274.682,21.2465
274.72,15.9693
274.753,12.387
274.785,9.76449
274.82,7.56834
274.855,5.943
274.891,4.74675
274.926,3.86724
274.968,3.10224
275.014,2.53891
275.066,2.08634
275.127,1.73248
275.206,1.418
275.289,1.18444
275.406,0.95321
275.54,0.768285
275.681,0.629231
275.852,0.507802
276.033,0.41537
276.244,0.337369
276.478,0.274905
276.746,0.223555
277.048,0.182127
277.37,0.150164
277.756,0.122466
278.171,0.101114
278.682,0.0824643
279.255,0.0679012
279.924,0.0557178
280.688,0.0460314
281.49,0.0388893
282.56,0.0322936
283.782,0.0273539
285.005,0.0238172
286.839,0.0202726
288.673,0.0181173
290.507,0.0165703
292.952,0.0153432
296.619,0.014589
297.842,0.0145136
302.235,0.0152063
304.676,0.0163641
306.628,0.0179823
308.092,0.0197615
309.557,0.0227414
310.777,0.0268174
311.631,0.0314474
312.241,0.0363938
312.851,0.0437426
313.34,0.0524762
313.767,0.063679
314.122,0.0776113
314.414,0.0941585
314.657,0.113734
314.885,0.139693
315.072,0.170012
315.232,0.206311
315.388,0.256118
315.516,0.315823
315.618,0.384704
315.698,0.465229
315.762,0.561786
315.81,0.667624
315.85,0.791112
315.892,0.969616
315.932,1.21441
315.965,1.49486
315.999,1.86986
316.032,2.3693
316.066,3.02995
316.1,3.93529
316.133,5.04293
316.171,6.68165
316.208,8.80089
316.25,11.8681
316.294,15.9757
316.347,22.1374
316.409,31.4914
316.5,48.0095
316.637,74.2097
316.717,84.9222
316.794,89.0108
316.8,89.0345
316.868,86.1754
316.952,75.8823
317.075,52.913
317.18,33.2409
317.241,23.7451
317.295,17.1112
317.339,12.7732
317.379,9.64715
317.419,7.20391
317.455,5.50155
317.487,4.3177
317.524,3.28923
317.56,2.51789
317.596,1.94599
317.632,1.52562
317.669,1.20856
317.71,0.965825
317.75,0.793522
317.796,0.652496
317.843,0.553755
317.907,0.460213
317.982,0.386167
318.076,0.322008
318.196,0.26436
318.33,0.218975
318.491,0.180118
318.672,0.148881
318.897,0.121899
319.159,0.10034
319.432,0.0848395
319.785,0.071171
320.138,0.0620004
320.551,0.0547599
321.1,0.048644
321.788,0.0445589
322.704,0.0429035
323.639,0.0446137
324.573,0.04965
325.203,0.0558932
325.728,0.0640827
326.252,0.0766589
326.655,0.0916457
327.001,0.11093
327.281,0.133924
327.53,0.163865
327.744,0.201391
327.917,0.245016
328.065,0.298113
328.197,0.365985
328.293,0.437398
328.37,0.519625
328.437,0.626001
328.495,0.763657
328.543,0.934181
328.584,1.14382
328.618,1.38344
328.652,1.70441
328.688,2.15392
328.721,2.70658
328.754,3.42969
328.787,4.36757
328.82,5.57105
328.858,7.38677
328.899,9.929
328.94,13.2061
328.987,17.9458
329.035,24.0791
329.094,33.4037
329.179,49.8453
329.333,81.6927
329.417,93.7905
329.495,98.1849
329.5,98.2015
329.57,95.0159
329.64,86.1163
329.741,66.7457
329.873,39.3602
329.938,28.1476
329.992,20.4012
330.039,15.1521
330.084,11.1484
330.125,8.32995
330.164,6.29856
330.202,4.74575
330.235,3.72519
330.268,2.93527
330.301,2.3296
330.334,1.86867
330.368,1.50712
330.402,1.23714
330.444,1.00137
330.485,0.833543
330.526,0.712148
330.582,0.595133
330.649,0.500226
330.726,0.425339
330.822,0.359168
330.959,0.293374
331.107,0.244017
331.291,0.201255
331.505,0.16708
331.755,0.139981
332.032,0.119636
332.375,0.10296
332.786,0.0903482
333.355,0.080626
334.003,0.0755132
334.651,0.0742207
335.499,0.0768286
336.346,0.0833277
337.154,0.0936657
338.003,0.110013
338.731,0.131667
339.357,0.159665
339.863,0.192774
340.304,0.234575
340.669,0.284106
340.981,0.344168
341.25,0.416444
341.503,0.512425
341.723,0.632351
341.92,0.786066
342.08,0.965537
342.221,1.18909
342.321,1.41243
342.413,1.70006
342.493,2.06609
342.557,2.50036
342.614,3.05912
342.662,3.75131
342.704,4.59946
342.746,5.77109
342.788,7.3909
342.824,9.25673
342.865,12.0844
342.905,15.7622
342.945,20.5765
342.985,26.7706
343.031,35.6907
343.079,47.8156
343.136,65.9753
343.203,92.8014
343.32,149.528
343.446,208.956
343.526,233.879
343.6,241.851
343.68,232.355
343.762,205.55
343.905,136.731
344.006,88.7206
344.074,62.4319
344.129,45.5878
344.177,33.9533
344.22,25.9376
344.26,19.9368
344.3,15.2818
344.34,11.7313
344.376,9.29517
344.412,7.42874
344.454,5.80787
344.496,4.63519
344.538,3.78629
344.586,3.09373
344.643,2.53525
344.707,2.1021
344.787,1.73829
344.879,1.45389
344.999,1.19802
345.14,0.991326
345.3,0.826208
345.493,0.689029
345.718,0.580263
345.978,0.497295
346.303,0.432439
346.693,0.389615
347.111,0.37053
347.25,0.368712
347.738,0.377412
348.225,0.408232
348.713,0.463544
349.2,0.551749
349.627,0.668564
349.992,0.814398
350.306,0.991841
350.567,1.19656
350.828,1.4812
351.054,1.82911
351.237,2.21776
351.403,2.69763
351.555,3.30654
351.685,4.02912
351.805,4.95629
351.905,6.05827
351.989,7.37293
352.063,9.03228
352.125,11.0177
352.174,13.1958
352.23,16.5585
352.283,21.0319
352.33,26.3944
352.377,33.494
352.43,43.9748
352.482,57.8287
352.534,75.6898
352.592,100.543
352.667,141.416
352.778,216.829
352.926,319.491
353.018,362.671
353.1,376.109
353.177,364.251
353.267,323.304
353.409,226.029
353.525,146.569
353.601,103.827
353.664,76.2953
353.72,57.2727
353.772,43.5619
353.824,33.1935
353.871,26.1713
353.923,20.3659
353.97,16.5101
354.026,13.1672
354.075,11.0293
354.131,9.21346
354.2,7.57924
354.284,6.20581
354.388,5.01907
354.493,4.17737
354.623,3.41483
354.776,2.77752
354.945,2.26795
355.154,1.8227
355.376,1.48838
355.651,1.19813
355.938,0.985765
356.251,0.82253
356.617,0.690965
356.995,0.59946
357.453,0.531254
357.818,0.502704
358.184,0.494806
358.638,0.516189
358.941,0.554857
359.244,0.622082
359.517,0.719874
359.76,0.854798
359.962,1.02378
360.133,1.2327
360.268,1.46802
360.381,1.74307
360.475,2.06949
360.548,2.42028
360.62,2.92691
360.674,3.478
360.725,4.22753
360.773,5.1972
360.813,6.33999
360.854,7.87918
360.894,9.94736
360.936,12.7966
360.975,16.3565
361.015,20.9657
361.06,27.8034
361.103,36.2931
361.149,47.5987
361.203,64.1392
361.269,89.7235
361.36,132.926
361.518,213.572
361.61,246.86
361.691,258.64
361.7,258.747
361.779,249.4
361.862,222.002
361.995,156.274
362.112,97.9581
362.179,70.6945
362.233,52.9031
362.285,38.9918
362.335,28.8692
362.38,21.8145
362.424,16.5755
362.463,12.9964
362.502,10.2662
362.542,8.2046
362.58,6.69701
362.627,5.33773
362.675,4.37885
362.73,3.60388
362.785,3.07271
362.848,2.65467
362.927,2.30535
363.037,2.00486
363.131,1.86095
363.225,1.8075
363.32,1.87084
363.393,2.05731
363.443,2.29587
363.492,2.67815
363.535,3.1833
363.578,3.91178
363.621,4.94301
363.657,6.14165
363.7,8.00863
363.743,10.5026
363.786,13.7591
363.835,18.583
363.884,24.7387
363.947,34.7109
364.024,49.8805
364.213,92.9721
364.307,108.525
364.389,114.177
364.399,114.251
364.479,110.079
364.557,98.5545
364.685,70.5595
364.805,43.4958
364.874,30.7517
364.928,22.7587
364.978,16.8443
365.021,12.7573
365.064,9.61865
365.107,7.21477
365.145,5.60816
365.182,4.39808
365.216,3.52633
365.251,2.85622
365.292,2.25759
365.334,1.82618
365.375,1.51502
365.419,1.27841
365.474,1.06992
365.529,0.925919
365.603,0.793065
365.707,0.667321
365.83,0.566695
365.983,0.478171
366.168,0.402923
366.425,0.330175
366.726,0.272725
367.1,0.224259
367.53,0.186415
368.062,0.154451
368.624,0.131122
369.411,0.10892
370.163,0.0940556
371.218,0.0798783
372.273,0.070587
373.855,0.0623183
375.404,0.0587146
375.921,0.0583576
377.183,0.0596629
378.445,0.0643424
379.306,0.0704625
380.31,0.0822458
380.926,0.0935424
381.576,0.111194
382.132,0.13405
382.618,0.16367
383.011,0.198583
383.363,0.243681
383.652,0.296158
383.924,0.366414
384.148,0.448422
384.341,0.546487
384.525,0.679012
384.669,0.824966
384.79,0.992859
384.89,1.18642
384.97,1.40182
385.04,1.66735
385.1,1.99207
385.152,2.39123
385.201,2.92196
385.243,3.55173
385.285,4.40925
385.328,5.57836
385.371,7.21044
385.413,9.36563
385.455,12.2362
385.497,16.0051
385.543,21.3991
385.591,28.7179
385.639,38.033
385.696,51.9033
385.764,72.66
385.867,110.991
386.016,169.241
386.102,193.641
386.187,203.943
386.2,204.122
386.28,196.946
386.36,177.012
386.488,129.042
386.612,80.9016
386.684,57.4944
386.745,41.5949
386.793,31.5806
386.841,23.6354
386.886,17.8396
386.931,13.3948
386.971,10.3778
387.013,7.96974
387.055,6.1743
387.098,4.84826
387.14,3.87419
387.182,3.15936
387.23,2.56928
387.284,2.10348
387.347,1.73024
387.41,1.46995
387.502,1.20638
387.602,1.00786
387.743,0.813169
387.887,0.671809
388.055,0.552716
388.252,0.453183
388.492,0.367445
388.772,0.298356
389.061,0.248803
389.397,0.208316
389.79,0.175986
390.215,0.152478
390.782,0.132933
391.207,0.124387
391.774,0.118955
392.058,0.118433
392.594,0.12143
393.13,0.130227
393.667,0.146924
394.136,0.1712
394.522,0.201919
394.84,0.239057
395.121,0.285774
395.393,0.351337
395.625,0.432136
395.811,0.524454
395.97,0.634819
396.114,0.774808
396.228,0.930243
396.319,1.1045
396.402,1.33505
396.463,1.57782
396.523,1.92878
396.576,2.37817
396.622,2.92497
396.663,3.59656
396.702,4.47965
396.742,5.66131
396.782,7.23285
396.822,9.30346
396.865,12.2942
396.908,16.1246
396.955,21.6551
397.001,28.4468
397.054,38.4544
397.115,52.8491
397.194,76.3857
397.412,151.859
397.503,174.654
397.59,183.647
397.6,183.748
397.679,177.63
397.758,160.566
397.885,118.582
398.019,72.1711
398.093,50.8288
398.154,36.8563
398.207,27.197
398.254,20.4307
398.301,15.1922
398.344,11.5787
398.387,8.81954
398.426,6.86518
398.466,5.38441
398.506,4.2721
398.549,3.39063
398.591,2.74693
398.634,2.27534
398.685,1.86842
398.745,1.53924
398.813,1.28172
398.889,1.08278
398.984,0.907069
399.116,0.735739
399.276,0.593897
399.462,0.479067
399.655,0.394694
399.882,0.323863
400.148,0.265532
400.466,0.216906
400.838,0.178169
401.247,0.149051
401.748,0.125109
402.331,0.106987
402.868,0.0959854
403.674,0.0855785
404.479,0.0801936
405.553,0.0779917
406.703,0.0804076
407.852,0.0879082
408.896,0.100353
409.866,0.118676
410.559,0.139161
411.205,0.167804
411.722,0.202445
412.123,0.241784
412.492,0.294814
412.756,0.349328
413.02,0.427424
413.242,0.524017
413.417,0.635705
413.565,0.772035
413.664,0.901953
413.75,1.06361
413.815,1.2387
413.876,1.47695
413.929,1.7722
413.973,2.11629
414.017,2.58946
414.062,3.2587
414.105,4.14613
414.148,5.35661
414.191,6.99192
414.234,9.17325
414.277,12.0385
414.325,16.1672
414.372,21.51
414.427,29.3759
414.488,40.7091
414.561,57.5089
414.676,89.9848
414.823,131.409
414.91,148.357
414.996,154.733
415.0,154.744
415.079,149.787
415.158,135.917
415.284,101.712
415.422,61.8742
415.499,43.3226
415.561,31.4832
415.614,23.4271
415.662,17.6087
415.706,13.463
415.749,10.3009
415.792,7.87815
415.835,6.05217
415.877,4.73093
415.921,3.71567
415.959,3.04872
416.008,2.44427
416.056,2.02194
416.114,1.67621
416.182,1.41286
416.26,1.21725
416.37,1.04725
416.495,0.927669
416.684,0.823111
416.875,0.76926
417.066,0.749341
417.36,0.767115
417.655,0.836143
417.949,0.961267
418.207,1.13135
418.44,1.35633
418.637,1.62511
418.817,1.96991
418.988,2.43823
419.136,3.01824
419.252,3.67787
419.344,4.41506
419.427,5.35823
419.498,6.51812
419.559,7.91963
419.613,9.6428
419.664,11.8363
419.716,14.9075
419.769,19.0716
419.818,24.2283
419.871,31.6584
419.924,41.3914
419.98,54.6078
420.045,74.402
420.122,103.968
420.227,153.736
420.404,243.075
420.505,278.825
420.599,290.753
420.6,290.754
420.679,282.431
420.764,256.522
420.895,194.588
421.045,118.355
421.128,83.6136
421.194,61.881
421.256,45.7136
421.31,34.8692
421.359,27.2196
421.408,21.3596
421.457,16.8903
421.505,13.5146
421.561,10.6719
421.614,8.68552
421.672,7.13954
421.729,6.00851
421.811,4.8637
421.905,3.96686
422.007,3.28616
422.13,2.70369
422.269,2.22911
422.441,1.80956
422.629,1.48246
422.858,1.20086
423.087,1.00087
423.381,0.820181
423.676,0.696311
423.983,0.608829
424.314,0.550433
424.645,0.525405
424.756,0.52499
425.047,0.54824
425.266,0.599301
425.434,0.672776
425.559,0.766158
425.654,0.880804
425.733,1.03604
425.795,1.23307
425.851,1.49572
425.898,1.82481
425.937,2.20436
425.976,2.71427
426.016,3.39589
426.059,4.40479
426.1,5.67929
426.144,7.49333
426.188,9.87328
426.232,12.9358
426.279,17.0264
426.334,23.1842
426.397,32.0977
426.472,45.3896
426.719,96.7694
426.817,110.464
426.9,114.412
426.983,110.415
427.066,99.3062
427.195,73.4997
427.328,45.3039
427.407,31.5326
427.468,22.9248
427.525,16.6605
427.572,12.5745
427.617,9.48272
427.662,7.17719
427.706,5.42211
427.743,4.27299
427.781,3.38647
427.822,2.6602
427.861,2.13946
427.901,1.75057
427.948,1.41185
427.995,1.17227
428.05,0.976979
428.113,0.824836
428.19,0.69953
428.3,0.582473
428.442,0.484232
428.599,0.4096
428.82,0.338096
429.093,0.279309
429.392,0.236462
429.751,0.201731
430.16,0.174996
430.74,0.150527
431.319,0.135143
432.188,0.121745
432.965,0.116189
433.742,0.115103
434.624,0.118613
435.506,0.12778
436.358,0.14331
437.147,0.166189
437.805,0.194661
438.432,0.234375
438.973,0.284173
439.438,0.344929
439.871,0.425897
440.25,0.52742
440.575,0.650906
440.846,0.794357
441.109,0.98933
441.326,1.21456
441.527,1.5073
441.69,1.83686
441.825,2.21206
441.949,2.68303
442.065,3.31165
442.162,4.08079
442.234,4.91275
442.292,5.83194
442.35,7.09067
442.408,8.84414
442.459,10.9526
442.51,13.7948
442.558,17.3673
442.61,22.4533
442.66,28.9788
442.716,38.3572
442.772,50.4233
442.835,67.8494
442.911,94.0481
443.015,138.128
443.202,223.064
443.298,253.714
443.391,265.758
443.4,265.843
443.493,255.676
443.583,228.825
443.733,162.552
443.864,103.691
443.943,74.6689
444.013,54.2602
444.072,40.7738
444.127,30.8452
444.174,24.3943
444.223,19.0362
444.273,14.9571
444.322,11.8846
444.378,9.34192
444.437,7.42322
444.499,5.99476
444.561,4.97626
444.638,4.07606
444.735,3.30553
444.832,2.76549
444.948,2.29519
445.087,1.88608
445.25,1.54108
445.424,1.27168
445.633,1.03599
445.876,0.838357
446.147,0.680992
446.457,0.552227
446.821,0.445012
447.2,0.365448
447.672,0.295379
448.214,0.239568
448.817,0.196451
449.467,0.164166
450.117,0.141267
450.891,0.121897
452.005,0.10372
453.133,0.0926893
454.274,0.0865112
455.668,0.0838033
456.903,0.0851857
458.138,0.0900305
459.682,0.101947
460.917,0.117844
461.997,0.138868
462.924,0.16495
463.773,0.198882
464.583,0.245313
465.239,0.299009
465.857,0.370386
466.359,0.451633
466.809,0.552154
467.24,0.686196
467.6,0.84206
467.915,1.02946
468.224,1.28511
468.494,1.6005
468.735,1.99729
468.938,2.46426
469.105,2.99468
469.247,3.6024
469.382,4.39536
469.495,5.31559
469.603,6.55474
469.693,8.03344
469.763,9.61543
469.84,12.065
469.909,15.1872
469.971,19.0035
470.033,24.1496
470.097,31.3584
470.162,40.9473
470.227,53.6894
470.299,71.6118
470.387,99.1691
470.515,149.295
470.684,217.511
470.787,247.495
470.889,259.82
470.9,259.94
470.999,250.304
471.111,219.148
471.402,103.144
471.492,74.0754
471.561,56.2295
471.631,42.25
471.694,32.4401
471.756,25.282
471.82,19.6536
471.878,15.8831
471.945,12.6642
472.006,10.4841
472.084,8.5013
472.161,7.0771
472.246,5.93054
472.361,4.81186
472.5,3.87623
472.65,3.16423
472.83,2.54957
473.023,2.07699
473.248,1.67927
473.512,1.34699
473.782,1.10214
474.091,0.898568
474.438,0.732685
474.843,0.593299
475.274,0.486543
475.789,0.395215
476.406,0.318618
477.037,0.263938
477.796,0.218101
478.568,0.185995
479.339,0.163544
480.246,0.145983
481.115,0.135981
482.273,0.131203
483.244,0.135248
484.216,0.148477
484.864,0.165737
485.481,0.192503
485.922,0.22231
486.275,0.257106
486.597,0.303009
486.872,0.360628
487.108,0.433517
487.305,0.524545
487.437,0.614716
487.535,0.713669
487.614,0.830344
487.683,0.982256
487.742,1.17501
487.791,1.40464
487.84,1.72684
487.887,2.15413
487.931,2.70849
487.975,3.45691
488.02,4.45795
488.064,5.78069
488.109,7.54014
488.155,9.85206
488.207,13.2021
488.264,18.007
488.327,24.7664
488.401,34.7065
488.506,52.1557
488.701,86.8028
488.804,99.5073
488.9,103.675
488.989,100.051
489.078,89.9437
489.224,65.0504
489.363,40.4889
489.445,28.4921
489.51,20.8097
489.569,15.3611
489.622,11.5871
489.668,9.0077
489.713,7.0359
489.757,5.54386
489.802,4.4162
489.846,3.57848
489.89,2.96664
489.941,2.47619
489.992,2.14878
490.043,1.93729
490.093,1.80765
490.183,1.71044
490.219,1.70419
490.308,1.74689
490.415,1.8929
490.522,2.15666
490.612,2.5138
490.682,2.94439
490.751,3.56605
490.811,4.36675
490.862,5.3355
490.914,6.6717
490.961,8.33222
491.011,10.6944
491.061,13.8529
491.111,18.0139
491.161,23.4002
491.214,30.6737
491.269,40.185
491.339,55.4307
491.419,77.3058
491.56,124.593
491.71,173.696
491.811,195.584
491.9,202.265
491.989,195.505
492.085,174.816
492.229,128.043
492.376,78.8952
492.46,55.7342
492.528,40.7455
492.586,30.5735
492.643,22.7838
492.695,17.3747
492.746,13.2315
492.798,10.1141
492.848,7.85749
492.898,6.18721
492.948,4.95804
492.998,4.05415
493.058,3.27475
493.126,2.65906
493.203,2.18706
493.295,1.80637
493.409,1.48247
493.546,1.21468
493.695,1.00847
493.895,0.811835
494.095,0.672515
494.335,0.552285
494.616,0.452879
494.941,0.371756
495.302,0.308909
495.742,0.255584
496.199,0.217317
496.656,0.190237
497.373,0.161901
498.075,0.145022
499.127,0.131059
500.184,0.12652
501.207,0.129346
502.23,0.13871
503.208,0.154718
504.246,0.181636
505.136,0.216669
505.907,0.26101
506.633,0.321326
507.241,0.393574
507.76,0.479913
508.234,0.589638
508.649,0.722688
509.05,0.902701
509.405,1.13051
509.706,1.40162
509.972,1.73852
510.206,2.15015
510.406,2.6399
510.588,3.25759
510.733,3.93888
510.867,4.80427
510.983,5.84386
511.089,7.2023
511.178,8.81036
511.258,10.8407
511.333,13.4592
511.399,16.6841
511.463,20.8151
511.522,25.858
511.594,33.85
511.662,43.9436
511.734,57.7734
511.822,79.0313
511.937,114.423
512.175,195.521
512.286,222.428
512.391,232.471
512.4,232.532
512.503,224.113
512.619,197.121
512.926,93.8775
513.024,67.156
513.103,50.254
513.175,38.11
513.242,29.5464
513.301,23.6754
513.361,19.1343
513.426,15.3484
513.5,12.1998
513.574,9.9298
513.651,8.2118
513.74,6.77475
513.847,5.54502
513.966,4.57067
514.108,3.73247
514.274,3.03378
514.476,2.43268
514.683,1.99086
514.92,1.62534
515.18,1.33612
515.51,1.07539
515.847,0.888704
516.24,0.737273
516.655,0.629086
516.966,0.573591
517.381,0.528131
517.796,0.515227
518.079,0.529135
518.362,0.56909
518.574,0.625129
518.785,0.718839
518.956,0.843601
519.07,0.977684
519.156,1.13069
519.228,1.3207
519.285,1.54042
519.343,1.85396
519.394,2.251
519.443,2.78075
519.492,3.51177
519.541,4.51486
519.591,5.87791
519.64,7.70616
519.691,10.2351
519.74,13.398
519.795,17.9839
519.853,24.0649
519.918,32.8389
520.002,46.9031
520.126,72.6824
520.29,107.576
520.4,123.812
520.499,129.027
520.5,129.027
520.593,124.412
520.684,112.169
520.828,82.7846
520.98,50.2458
521.065,35.277
521.131,26.0105
521.191,19.2134
521.248,14.2627
521.299,10.7749
521.348,8.19216
521.391,6.44225
521.434,5.08098
521.477,4.03333
521.52,3.23398
521.569,2.55425
521.62,2.04331
521.672,1.67661
521.733,1.36748
521.805,1.12395
521.877,0.957769
521.975,0.801759
522.098,0.67002
522.245,0.560439
522.417,0.46963
522.639,0.387179
522.909,0.317488
523.204,0.26454
523.548,0.220931
523.941,0.185626
524.458,0.153244
525.066,0.126974
525.785,0.105564
526.743,0.0859196
527.802,0.0710225
529.073,0.0586539
530.556,0.0485335
532.251,0.040292
534.37,0.0330881
536.912,0.0271368
539.737,0.0225955
543.127,0.018797
546.799,0.0159773
551.037,0.0138352
554.992,0.0124088
559.511,0.0113333
563.667,0.0107348
568.408,0.0104627
577.533,0.0114305
580.733,0.012555
583.34,0.0141792
585.473,0.0162734
587.251,0.0192034
588.614,0.0228236
589.651,0.02707
590.54,0.0323945
591.221,0.0385126
591.843,0.0466161
592.371,0.0565608
592.828,0.0690884
593.2,0.0836169
593.513,0.100697
593.825,0.124879
594.076,0.152523
594.282,0.184053
594.468,0.223214
594.637,0.273237
594.757,0.323491
594.867,0.389059
594.949,0.460846
595.022,0.552059
595.083,0.665111
595.144,0.823675
595.195,1.01653
595.247,1.28503
595.29,1.5877
595.333,1.98523
595.376,2.50436
595.422,3.23855
595.47,4.23946
595.518,5.54333
595.572,7.45385
595.628,10.0159
595.69,13.6747
595.757,18.7338
595.836,26.2459
595.932,37.4747
596.158,67.1209
596.276,78.6845
596.379,83.1079
596.4,83.2391
596.499,80.2709
596.598,72.0229
596.754,52.5175
596.909,32.3855
597.0,22.5944
597.07,16.5075
597.132,12.2454
597.189,9.15976
597.239,7.02098
597.287,5.39252
597.335,4.12455
597.383,3.15237
597.431,2.41719
597.479,1.86772
597.522,1.49874
597.565,1.21804
597.617,0.969044
597.668,0.79
597.73,0.638938
597.792,0.53428
597.864,0.449215
597.947,0.381631
598.05,0.322528
598.188,0.267549
598.352,0.221163
598.531,0.184977
598.737,0.15455
598.985,0.128265
599.26,0.107426
599.59,0.0897679
599.92,0.0772476
600.292,0.0671379
600.815,0.0575097
601.468,0.0501804
602.122,0.0459519
602.838,0.0436058
603.554,0.0431208
604.551,0.0449971
605.547,0.0499791
606.423,0.0576053
607.168,0.0680275
607.806,0.0816961
608.32,0.0979211
608.796,0.119768
609.204,0.14712
609.561,0.181957
609.85,0.222397
610.088,0.26897
610.292,0.323981
610.487,0.397618
610.641,0.478709
610.768,0.573756
610.874,0.687803
610.959,0.820794
611.034,0.990559
611.097,1.201
611.159,1.49311
611.21,1.8314
611.261,2.29271
611.312,2.92094
611.363,3.77175
611.412,4.85911
611.463,6.35561
611.514,8.31244
611.565,10.8296
611.621,14.3833
611.685,19.5438
611.754,26.6577
611.839,37.6835
611.954,56.071
612.176,94.3614
612.284,107.527
612.392,112.695
612.4,112.72
612.495,109.142
612.59,99.1204
612.743,74.3554
612.919,44.0515
613.012,30.755
613.089,22.0831
613.152,16.383
613.211,12.2747
613.267,9.19844
613.318,7.04504
613.369,5.38796
613.42,4.13201
613.471,3.19233
613.522,2.49644
613.573,1.98467
613.624,1.60941
613.683,1.29544
613.745,1.06758
613.82,0.878411
613.904,0.732798
614.011,0.610726
614.151,0.503355
614.3,0.424861
614.508,0.348718
614.742,0.291049
615.022,0.245123
615.256,0.219304
615.629,0.19353
616.001,0.181143
616.25,0.178802
616.684,0.185488
616.974,0.198535
617.336,0.228001
617.61,0.264903
617.854,0.314374
618.056,0.375292
618.226,0.449843
618.368,0.541488
618.481,0.652444
618.57,0.785255
618.641,0.942347
618.702,1.13616
618.753,1.36006
618.803,1.66449
618.855,2.08933
618.904,2.64473
618.954,3.3918
619.004,4.38773
619.053,5.7003
619.103,7.40663
619.158,9.84415
619.212,12.9785
619.275,17.5782
619.346,24.214
619.425,33.505
619.53,48.7319
619.767,86.721
619.883,100.04
619.989,104.875
620.0,104.918
620.099,101.363
620.198,91.4518
620.356,67.2805
620.518,41.3091
620.607,29.4279
620.678,21.7436
620.744,16.0381
620.805,11.9051
620.859,9.05201
620.913,6.79939
620.962,5.25859
621.013,4.00751
621.059,3.16851
621.105,2.52546
621.15,2.03601
621.196,1.66504
621.25,1.33687
621.306,1.09737
621.367,0.911335
621.438,0.759819
621.519,0.640531
621.62,0.538305
621.762,0.44194
621.932,0.363589
622.114,0.304502
622.357,0.249283
622.641,0.205448
622.928,0.174836
623.272,0.149699
623.685,0.130178
624.05,0.11955
624.503,0.112898
624.729,0.112113
625.08,0.114637
625.43,0.123127
625.753,0.13951
625.976,0.159587
626.109,0.178314
626.242,0.207603
626.331,0.239171
626.409,0.282346
626.476,0.339458
626.532,0.409728
626.587,0.510979
626.637,0.639876
626.688,0.818309
626.732,1.03222
626.774,1.29356
626.815,1.62827
626.865,2.14978
626.916,2.83185
626.966,3.70836
627.021,4.95225
627.082,6.69943
627.149,9.10931
627.227,12.6155
627.338,18.7961
627.56,32.4305
627.68,37.7941
627.788,39.7512
627.8,39.7708
627.9,38.3759
628.0,34.4947
628.156,25.4111
628.321,15.3073
628.415,10.635
628.483,7.88027
628.547,5.80908
628.602,4.38358
628.658,3.26621
628.707,2.50515
628.751,1.95804
628.801,1.48261
628.843,1.17872
628.885,0.942199
628.926,0.759641
628.976,0.595962
629.027,0.477778
629.077,0.392689
629.127,0.331304
629.189,0.277528
629.252,0.240631
629.327,0.210167
629.426,0.183374
629.544,0.161851
629.733,0.139072
629.969,0.120713
630.272,0.105859
630.612,0.0956197
631.066,0.0879798
631.746,0.0836005
631.973,0.0832713
632.668,0.0850445
633.536,0.0928954
634.231,0.104481
634.752,0.118507
635.181,0.136369
635.539,0.159029
635.825,0.186523
636.04,0.217279
636.219,0.256164
636.344,0.299102
636.433,0.346917
636.505,0.404645
636.564,0.474811
636.624,0.576185
636.678,0.706842
636.731,0.891097
636.779,1.11677
636.827,1.42021
636.873,1.81011
636.918,2.30101
636.97,3.04996
637.022,4.03249
637.074,5.29743
637.131,7.04725
637.196,9.634
637.268,13.2088
637.351,18.3862
637.483,28.3041
637.661,42.4032
637.781,49.1593
637.889,51.6226
637.9,51.6427
638.0,49.8675
638.1,44.9175
638.258,33.1611
638.425,20.056
638.514,14.2458
638.592,10.2001
638.657,7.50326
638.717,5.58342
638.774,4.15389
638.826,3.15574
638.879,2.3942
638.926,1.87304
638.973,1.47614
639.019,1.17732
639.072,0.933595
639.121,0.766909
