95-Am-242(n,total fission) ENDF/B-VII.1
7.00856,1640.36
7.02826,1502.06
7.09165,831.223
7.11587,634.539
7.13765,504.036
7.16101,403.176
7.18253,336.335
7.20836,278.753
7.23351,238.733
7.26522,203.021
7.30486,173.025
7.35242,149.839
7.41584,131.479
7.47926,121.524
7.57439,115.583
7.6061,115.07
7.73657,118.325
7.96125,135.39
8.20044,153.996
8.3309,157.437
8.51935,150.775
8.89671,123.761
9.05754,117.745
9.10366,117.414
9.37916,120.565
9.57952,115.201
9.81194,107.613
9.85234,107.369
10.022,110.331
10.277,123.785
10.5912,141.002
10.7235,143.223
11.0212,140.031
11.1204,144.663
11.2027,157.342
11.3157,184.19
11.3527,187.45
11.4081,180.393
11.5533,133.76
11.6102,122.076
11.686,114.162
11.7416,112.629
11.8119,114.921
11.8822,121.789
11.9701,137.342
12.0677,164.289
12.2083,210.859
12.2861,224.316
12.304,224.695
12.3579,219.026
12.4357,196.036
12.5942,134.931
12.6877,107.588
12.7793,88.811
12.8663,76.7613
12.9457,69.5278
13.0411,64.843
13.0953,64.1678
13.1761,66.7416
13.23,72.2442
13.2704,79.9661
13.304,90.494
13.3335,104.735
13.3607,124.393
13.3866,151.209
13.4152,192.303
13.4579,273.266
13.4928,338.68
13.5215,370.908
13.5354,375.083
13.5563,365.8
13.5867,324.211
13.6541,194.341
13.6813,153.836
13.7067,125.956
13.7358,103.749
13.763,89.6652
13.8001,77.2158
13.8494,67.6631
13.9085,61.7951
13.9745,59.148
14.0011,58.8514
14.0908,60.2655
14.1805,64.9561
14.2669,72.8086
14.3599,86.062
14.4396,102.977
14.518,126.477
14.6017,160.506
14.7506,230.114
14.8287,249.596
14.8582,251.145
14.9871,237.196
15.027,236.236
15.0714,244.851
15.1136,268.548
15.1558,312.846
15.2291,419.654
15.2658,451.112
15.2776,453.387
15.3099,438.307
15.3557,377.829
15.416,286.905
15.4595,237.905
15.5102,197.468
15.5732,161.632
15.642,132.777
15.7203,108.941
15.7985,92.2261
15.8869,79.5082
15.9956,69.98
16.1043,64.9528
16.2419,63.0032
16.3707,64.6543
16.515,70.1707
16.6671,80.6746
16.7939,94.1861
16.9313,115.714
17.0434,140.769
17.1555,175.21
17.2756,225.699
17.4171,304.745
17.5623,392.763
17.6477,429.947
17.7331,443.324
17.8143,428.456
17.9138,375.595
18.0959,254.573
18.209,197.013
18.322,154.619
18.4254,126.341
18.5416,103.408
18.6523,88.0369
18.763,77.5215
18.8704,71.3035
18.9778,69.0847
19.0536,70.5189
19.1105,73.8821
19.1737,81.0231
19.2211,89.9193
19.2685,103.521
19.3158,124.366
19.3538,148.808
19.3925,183.617
19.4353,236.122
19.5313,384.936
19.5692,425.094
19.5983,435.152
19.6374,416.005
19.682,357.893
19.7625,227.238
19.8055,172.607
19.8432,137.002
19.8818,110.415
19.9259,88.8521
19.9701,73.6383
20.0216,61.0753
20.0811,50.9558
20.1584,42.0963
20.2466,35.4167
20.332,31.0416
20.4291,27.6446
20.535,25.313
20.6394,24.2663
20.6762,24.2442
20.7387,24.8033
20.8013,26.5815
20.8481,29.4617
20.8872,33.8764
20.9185,39.7722
20.9442,47.0786
20.9711,57.906
20.9979,72.505
21.0534,111.308
21.0853,131.658
21.1156,142.39
21.1275,143.349
21.1515,139.318
21.1819,124.412
21.2581,71.1057
21.2867,55.5607
21.3138,44.7666
21.3409,37.2081
21.368,32.0547
21.3989,28.158
21.4411,24.9487
21.4984,22.7323
21.5535,21.9461
21.5718,21.9006
21.6493,22.8354
21.6985,24.5751
21.7455,27.5031
21.7807,30.9649
21.8159,36.0964
21.8511,43.6537
21.8875,54.8859
21.9286,72.2254
22.0041,108.725
22.0318,117.513
22.0592,120.647
22.0863,117.61
22.1255,103.996
22.2126,61.6993
22.2478,48.5892
22.2806,39.5792
22.3182,32.3909
22.3534,27.803
22.4001,23.775
22.4574,20.7257
22.535,18.3822
22.5897,17.4222
22.699,16.4649
22.7646,16.2981
22.8959,16.6221
23.049,18.0477
23.1802,20.4036
23.3201,24.4366
23.4382,29.4638
23.5213,34.9581
23.5878,41.852
23.6419,50.3923
23.687,60.7143
23.7332,75.7171
23.7782,95.9495
23.8444,135.304
23.9055,171.817
23.945,186.237
23.9722,189.156
24.016,181.233
24.0764,153.133
24.1389,121.872
24.1884,104.424
24.2245,96.7559
24.2726,92.4106
24.2835,92.2449
24.338,95.3842
24.4033,107.299
24.4622,125.862
24.5234,153.825
24.6034,202.985
24.6974,264.326
24.7553,286.985
24.7843,290.131
24.8414,278.467
24.9015,245.658
25.0353,153.996
25.1041,117.635
25.1696,92.2407
25.2376,73.2895
25.3084,59.2559
25.3878,48.184
25.4728,39.893
25.5578,34.0204
25.6712,28.6189
25.7946,24.7648
25.918,22.2738
26.0809,20.3732
26.2927,19.5802
26.476,20.2081
26.6593,22.263
26.7815,24.7554
26.9265,29.3943
27.1888,41.0856
27.2996,43.8972
27.5082,45.2858
27.6051,47.3545
27.72,52.8895
27.8157,61.0741
27.8935,71.3118
27.9646,85.0393
28.0358,104.624
28.2057,164.309
28.2878,180.764
28.5851,214.952
28.617,215.497
28.6969,208.925
28.8008,185.48
29.0021,126.452
29.1298,98.0292
29.2491,78.6203
29.3501,67.5187
29.4511,60.3731
29.5758,55.6189
29.6668,54.559
29.7752,55.8333
29.8837,60.0036
30.0116,69.0726
30.1509,84.1161
30.3415,106.893
30.4233,112.168
30.4623,112.811
30.5385,110.244
30.6456,99.5452
30.8704,69.8734
30.9858,58.8445
31.0828,52.9803
31.2007,49.6993
31.4166,47.3008
31.637,41.2116
31.842,37.7749
31.9661,32.9508
32.1144,26.6319
32.2086,23.9868
32.3028,22.5166
32.4033,22.0425
32.5101,22.6863
32.6168,24.6965
32.704,27.7683
32.7694,31.3452
32.8459,37.5815
32.9171,46.1915
32.9848,57.8308
33.0618,75.5729
33.1633,100.989
33.2191,109.924
33.257,111.808
33.3075,108.394
33.3749,95.3631
33.5088,62.2161
33.5727,50.2086
33.6372,41.4428
33.7018,35.3296
33.7667,31.0873
33.8326,28.1639
33.9204,25.7549
34.0521,24.221
34.096,24.1015
34.2277,24.6124
34.4236,27.2058
34.6094,31.5814
34.758,35.3055
34.8084,35.6373
35.0471,33.8209
35.1826,34.7666
35.4848,39.8761
35.5249,40.0255
35.6293,39.084
35.9485,31.2675
36.0609,29.9114
36.1312,29.7056
36.2803,30.8906
36.4294,34.3733
36.5723,40.2882
36.6949,47.9807
36.8145,58.554
36.9458,74.4129
37.1284,103.535
37.265,129.683
37.3233,146.753
37.3658,167.708
37.3992,193.648
37.4375,237.743
37.4797,304.582
37.5404,409.351
37.5777,450.655
37.6004,458.12
37.6328,442.192
37.6721,386.49
37.7578,220.507
37.7914,169.385
37.8221,134.685
37.8493,112.277
37.8805,94.0993
37.9194,78.9097
37.9563,69.213
38.0144,58.8477
38.0871,50.2006
38.1889,42.1367
38.3052,36.1864
38.4506,31.7596
38.5669,29.9135
38.6948,29.2918
38.8256,30.1061
38.9565,32.5109
39.0832,36.679
39.2216,43.8489
39.36,54.2744
39.6391,80.3501
39.7322,85.3083
39.7824,86.0313
39.8717,83.5815
39.995,73.8398
40.2462,48.2703
40.3869,37.3921
40.5091,30.514
40.6486,24.948
40.7649,21.7114
40.9045,19.0973
41.0557,17.5626
41.1603,17.279
41.273,17.8528
41.3481,18.9426
41.4232,20.9016
41.497,24.1832
41.5605,28.785
41.6131,34.5907
41.6639,42.7109
41.7146,54.0415
41.7763,72.3214
41.867,102.053
41.9163,112.895
41.9543,115.666
41.999,111.81
42.0449,101.071
42.1705,60.3019
42.2197,47.4996
42.2697,37.665
42.3185,30.6793
42.3701,25.3578
42.4316,20.9219
42.5034,17.4251
42.5854,14.8075
42.6674,13.1357
42.7494,12.1317
42.8489,11.6539
42.8665,11.6532
42.9451,11.9955
43.0237,12.9977
43.1153,15.1125
43.2626,19.2223
43.3296,19.9044
43.3841,19.4038
43.4575,17.445
43.6104,12.1568
43.689,10.1877
43.7676,8.85076
43.8524,7.92473
43.9495,7.29314
44.079,6.89919
44.1635,6.83886
44.3061,7.03596
44.4488,7.62639
44.5988,8.7527
44.9242,12.4047
45.0464,12.9765
45.0493,12.9766
45.144,12.6255
45.313,10.8156
45.5095,8.60402
45.6258,7.74692
45.7652,7.23593
45.8117,7.20036
45.9094,7.40988
45.9748,7.87159
46.0402,8.84026
46.0838,10.0685
46.1165,11.5935
46.1437,13.5296
46.1709,16.3865
46.1974,20.4021
46.2238,26.0463
46.2502,33.6813
46.2786,44.329
46.3214,64.6177
46.3823,95.1551
46.4188,107.677
46.4507,111.511
46.4857,107.092
46.5218,94.6106
46.6038,56.8045
46.6362,45.576
46.6583,40.2557
46.6857,36.3426
46.7104,35.1087
46.7475,36.2978
46.8274,42.7098
46.8549,43.5286
46.8934,42.152
46.9384,36.9929
47.0345,21.392
47.0689,16.9226
47.1032,13.5615
47.1389,11.1282
47.1746,9.5274
47.2131,8.43634
47.2707,7.51804
47.3284,7.04889
47.4303,6.71808
47.4643,6.68924
47.5978,6.83094
47.7313,7.33481
47.8648,8.32453
47.9371,9.21648
48.0066,10.5214
48.0622,12.1151
48.1179,14.5255
48.1665,17.618
48.2222,22.5391
48.3476,36.3437
48.3943,39.6023
48.4283,40.3831
48.4788,38.9222
48.5606,32.2828
48.6372,25.9825
48.6809,23.6171
48.7391,22.0371
48.7748,21.8387
48.8462,22.8323
48.9175,25.4161
48.9889,29.6767
49.0519,35.2594
49.1157,43.4198
49.1703,53.3421
49.225,67.1164
49.2796,86.011
49.3381,112.877
49.487,197.099
49.5244,212.007
49.579,220.773
49.6349,211.457
49.6917,186.424
49.8269,109.716
49.8825,85.0652
49.935,67.5423
49.9906,54.0054
50.0496,43.9246
50.1086,36.8997
50.1817,31.0368
50.2472,27.628
50.3127,25.4975
50.4029,24.3147
50.4123,24.3029
50.5061,25.2908
50.609,28.4206
50.6823,32.1412
50.7453,37.1004
50.8138,45.2559
50.8906,58.1198
51.008,79.7047
51.0609,85.6732
51.1,87.0635
51.147,84.9565
51.2194,75.0036
51.3583,49.0963
51.4253,39.5473
51.4865,33.3845
51.5598,28.6834
51.6332,26.2327
51.7066,25.5749
51.7786,26.5964
51.8327,28.6269
51.8895,32.2962
51.9479,38.2146
52.0062,46.8434
52.0878,63.3288
52.1804,83.1507
52.2415,91.7727
52.3079,94.7472
52.416,92.956
52.5793,98.5027
52.6383,95.7343
52.6949,87.1939
52.8342,55.9768
52.8867,46.8815
52.936,40.9456
52.9852,37.2647
53.0378,35.3491
53.0723,35.015
53.1461,36.4186
53.211,40.0498
53.2638,45.0624
53.3167,52.6777
53.3663,63.3744
53.4096,77.1286
53.4492,95.1687
53.4826,116.203
53.5179,146.197
53.5526,185.454
53.5928,245.045
53.6461,345.708
53.7248,506.832
53.7724,574.068
53.8116,593.101
53.8516,573.224
53.9002,503.465
54.0151,271.421
54.0559,204.95
54.0949,156.134
54.1327,121.182
54.1661,98.3748
54.2024,80.1182
54.2444,64.9998
54.2934,52.779
54.3412,44.4552
54.4025,37.0271
54.4637,31.8919
54.5453,27.2591
54.6269,24.2446
54.7494,21.6321
54.8555,20.6357
54.9208,20.4854
55.0514,21.1702
55.182,23.3005
55.2824,26.1644
55.3995,31.1431
55.639,44.5105
55.7409,48.1011
55.848,49.0149
55.9982,48.3833
56.1375,50.007
56.5354,60.1976
56.6727,66.6446
56.9987,92.0517
57.1196,95.7657
57.2537,91.8863
57.4685,78.5605
57.5558,76.2928
57.6162,77.626
57.6803,82.9539
57.7443,93.7463
57.8084,110.93
57.943,157.538
57.9958,169.411
58.0328,172.154
58.0925,165.71
58.1638,144.175
58.2963,95.5089
58.371,74.8791
58.4457,60.0768
58.5306,48.3451
58.6155,40.234
58.7174,33.6751
58.8193,29.4742
58.9212,26.9268
59.0231,25.6447
59.091,25.4084
59.1874,25.9322
59.2839,27.6175
59.3844,30.9681
59.4849,36.4073
59.6324,47.8942
59.7503,56.3705
59.8307,58.8249
59.8441,58.8836
59.9379,56.8232
60.0827,50.1281
60.1752,47.7226
60.2087,47.5984
60.2941,49.4314
60.3796,54.952
60.4466,62.876
60.5069,74.2415
60.5571,88.5214
60.6037,107.48
60.6541,136.319
60.7076,177.236
60.8249,281.624
60.8769,310.944
60.9121,317.195
60.9645,304.689
61.0325,259.644
61.1363,177.86
61.2009,139.152
61.2571,114.583
61.3223,93.7314
61.3973,76.2619
61.4884,60.8886
61.5867,49.1136
61.6883,40.5863
61.7964,34.345
61.9313,29.3418
62.0855,26.1421
62.226,24.8393
62.3102,24.6347
62.4738,25.4133
62.6037,27.532
62.6973,30.6652
62.7754,35.3806
62.8394,41.8497
62.8909,49.6773
62.9509,62.5837
63.0344,86.5082
63.1101,107.967
63.1645,117.275
63.1945,118.853
63.2445,115.441
63.3001,104.418
63.4169,74.0389
63.4794,62.0459
63.5418,54.7968
63.6105,51.353
63.6512,50.9958
63.7199,52.5383
63.8069,57.7736
63.8991,67.464
63.9755,79.6762
64.0493,96.6276
64.1125,116.898
64.181,147.089
64.2521,189.818
64.3485,266.001
64.4665,363.214
64.5413,400.656
64.5866,407.856
64.6477,399.925
64.8329,334.089
64.9036,326.04
64.9919,340.045
65.1635,399.756
65.2054,403.853
65.2684,391.742
65.3334,356.335
65.5254,202.431
65.5996,156.644
65.6639,127.537
65.7268,106.906
65.8055,89.3247
65.8842,78.2978
65.946,73.0836
66.0171,70.2139
66.0527,69.969
66.1223,71.8729
66.1919,77.3223
66.2615,87.0318
66.3427,104.654
66.4588,140.187
66.5446,166.696
66.6189,180.608
66.6551,182.393
66.7117,177.954
66.7859,161.087
66.9486,112.82
67.0346,95.2889
67.3971,46.1259
67.4667,38.7931
67.5472,32.7498
67.6342,28.7331
67.7142,26.851
67.8395,26.1988
67.9881,25.552
68.1528,23.99
68.2244,24.4823
68.3035,26.6291
68.3705,30.2617
68.4375,35.9971
68.6037,55.31
68.6723,60.0133
68.7152,60.7775
68.8288,57.3762
68.9353,54.3819
68.9845,54.2317
69.1279,55.205
69.2177,54.107
69.3369,49.2587
69.6115,33.2282
69.7339,28.1
69.8492,24.9412
69.9875,23.0287
70.0541,22.8004
70.1431,23.3183
70.2287,25.0987
70.2972,27.9171
70.3686,32.5113
70.5346,45.7236
70.6436,50.715
70.739,55.1524
70.8076,61.567
70.8761,72.0192
70.9632,91.0507
71.1171,131.1
71.1974,145.025
71.2505,147.885
71.326,142.045
71.405,125.825
71.5801,80.0787
71.6665,62.7617
71.75,50.9042
71.8279,43.4846
71.9089,38.8751
71.974,37.2879
72.0051,37.1938
72.0813,38.7966
72.1575,42.8066
72.3098,53.3232
72.4005,56.3457
72.5307,57.6062
72.5955,60.9034
72.7202,70.5123
72.7441,71.0569
72.7966,68.9027
72.8525,61.4773
72.9841,35.651
73.034,27.961
73.078,23.0348
73.1237,19.5596
73.165,17.5334
73.2062,16.2831
73.2698,15.4633
73.2879,15.4357
73.3523,16.0472
73.4116,17.6504
73.4889,21.1995
73.5863,26.4592
73.6461,28.4089
73.6714,28.644
73.7296,27.6927
73.802,24.2123
73.9181,17.5534
73.9765,15.1902
74.0375,13.6359
74.0984,12.8315
74.1795,12.5516
74.3008,13.1816
74.5294,16.0259
74.7033,18.8351
74.8233,21.9042
74.9464,26.6252
75.2041,38.7881
75.2829,40.932
75.338,41.4002
75.4246,40.2721
75.5329,36.257
75.7785,24.4806
75.8991,20.2018
76.0221,17.1734
76.1451,15.2034
76.3026,13.7846
76.4798,13.2637
76.657,13.7436
76.7898,14.9391
76.8974,16.8251
76.9818,19.4177
77.0472,22.6283
77.1064,26.8726
77.1803,34.341
77.334,53.3992
77.4071,58.8559
77.457,59.8684
77.5694,56.6499
77.6603,54.4801
77.7396,56.4999
77.8233,63.133
78.0267,86.8253
78.109,90.9519
78.1232,90.9719
78.1906,88.1617
78.2936,76.6068
78.4264,58.6334
78.4963,51.5445
78.5543,47.7694
78.615,46.3031
78.6744,48.0061
78.7224,52.4061
78.7704,60.2836
78.8201,72.6598
78.892,97.3632
78.9859,130.936
79.038,141.582
79.0666,143.201
79.1135,138.91
79.1729,123.321
79.2942,81.6822
79.3429,69.5568
79.3916,61.653
79.4379,57.5549
79.5122,55.6387
79.6543,56.6615
79.8922,53.5705
79.9672,54.6663
80.0633,59.6918
80.3046,80.6895
80.4092,83.9054
80.53,80.6483
80.6715,76.2427
80.7471,77.7391
80.8111,82.4456
80.8752,90.9798
80.9514,106.805
81.0493,136.176
81.2123,191.564
81.2782,204.703
81.3225,207.357
81.3827,202.232
81.4748,178.221
81.6458,117.53
81.7382,92.2125
81.8221,76.0475
81.8921,66.6622
81.9823,58.5538
82.0445,54.8567
82.1689,50.6273
82.2779,49.372
82.4535,50.8373
82.6103,55.534
82.7633,64.0306
82.9107,76.9041
83.1208,97.5723
83.2437,103.192
83.2939,103.564
83.5633,100.433
84.0486,105.219
84.2861,102.4
84.7244,91.5114
84.8225,90.8858
85.2091,94.1696
85.3933,91.1692
85.6648,80.8743
85.7659,79.5706
85.8817,82.4436
85.9642,88.814
86.0501,101.341
86.1243,118.853
86.2023,145.353
86.3918,228.374
86.4496,244.576
86.4952,249.021
86.5599,240.911
86.6377,212.138
86.8017,131.065
86.8746,102.613
86.9458,81.9067
87.0178,66.8336
87.0809,57.3807
87.153,49.9794
87.2273,45.8411
87.2837,45.1236
87.3641,47.3143
87.4616,51.4352
87.4938,51.9217
87.5561,50.3817
87.6207,45.3487
87.7657,30.1226
87.8372,24.8714
87.8984,21.9393
87.9964,19.0846
88.1598,16.1896
88.3987,13.2108
88.662,10.997
88.9683,9.29945
89.2746,8.1407
89.683,7.11476
90.0282,6.63016
90.1602,6.57329
90.3625,6.79716
90.5385,7.49945
90.7003,8.12383
90.7417,8.15887
90.8868,7.84087
91.0487,7.44097
91.1103,7.51822
91.1763,7.88516
91.2202,8.4118
91.2642,9.33875
91.2972,10.4516
91.3357,12.4347
91.3687,14.9492
91.4017,18.4425
91.4363,23.3668
91.4787,31.2675
91.5394,45.6092
91.6143,63.7274
91.6646,71.8373
91.7043,73.9764
91.7434,71.9067
91.7956,63.5317
91.9212,33.6348
91.9652,25.2373
92.0036,19.7195
92.0377,16.156
92.0719,13.6488
92.106,11.9611
92.1402,10.8706
92.1914,9.96946
92.2482,9.57092
92.2937,9.50372
92.4072,9.84509
92.5435,10.8379
92.7315,12.9523
93.235,19.6508
93.3728,22.4076
93.4785,25.9616
93.5711,30.9036
93.6483,37.0416
93.729,46.2687
93.8045,58.2571
93.8991,78.1134
94.0915,123.736
94.1604,134.712
94.2461,139.716
94.3342,133.899
94.436,116.154
94.6066,79.438
94.6886,66.1786
94.7786,56.4072
94.8948,48.6574
95.0165,43.8418
95.1308,42.3772
95.3037,41.5103
95.4031,38.2611
95.5665,28.8848
95.6938,21.7803
95.7981,17.5063
95.8754,15.2431
95.9681,13.3433
96.0616,12.1244
96.1868,11.358
96.2338,11.3085
96.3245,11.6251
96.3997,12.4207
96.4701,13.8438
96.5248,15.6693
96.5796,18.4696
96.6313,22.3966
96.6782,27.399
96.733,35.2658
96.8073,49.2214
96.913,70.4548
96.9756,78.6894
97.0263,80.7542
97.0751,78.5259
97.1497,68.8645
97.3035,42.7461
97.3793,32.7686
97.4442,26.3351
97.5074,21.9123
97.5474,20.1333
97.599,19.2001
97.6338,19.5798
97.6717,21.0761
97.7096,23.8434
97.7546,28.8972
97.8081,37.2329
97.9236,58.0682
97.979,64.3546
98.0151,65.592
98.0653,63.1331
98.1176,56.1137
98.2485,31.7303
98.2947,24.7964
98.3397,19.7298
98.3836,16.3021
98.4202,14.3853
98.4582,13.0906
98.5051,12.2138
98.5683,11.875
98.6551,12.3619
98.8586,14.642
99.0078,15.3293
99.8286,16.8941
99.9895,18.325
100.0,18.4347
100.0,45.4506
119.553,41.6341
125.0,40.5709
149.441,37.0517
150.0,36.9712
179.329,34.0096
200.0,31.9223
239.106,29.231
250.0,28.4812
298.883,26.1488
325.0,24.9026
388.547,22.7734
400.0,22.3897
475.0,20.5013
550.0,19.0165
657.542,17.4305
700.0,16.8044
836.871,15.3514
850.0,15.212
1000.0,13.9971
1195.53,12.8169
1250.0,12.4882
1494.41,11.4051
1500.0,11.3804
1793.3,10.4744
2000.0,9.83589
2391.06,9.0202
2500.0,8.79297
2988.82,8.09314
3250.0,7.71923
3885.47,7.08884
4000.0,6.97523
4750.0,6.42244
5500.0,5.99331
6575.42,5.54311
7000.0,5.36537
8368.71,4.96213
8500.0,4.92345
10000.0,4.59413
11955.3,4.28314
12500.0,4.19651
14944.1,3.92136
15000.0,3.91507
17932.9,3.69607
20000.0,3.54173
23910.6,3.35687
25000.0,3.30538
29888.2,3.15803
32500.0,3.0793
38854.7,2.95662
40000.0,2.93451
44283.8,2.87344
44283.8,2.93708
140000.0,2.5556
300000.0,2.26311
575000.0,2.03631
1000000.0,1.94669
1400000.0,1.97027
1600000.0,1.96706
2000000.0,1.9852
2800000.0,1.91124
5000000.0,1.6155
5250000.0,1.60865
5875000.0,1.73396
7000000.0,2.05887
8000000.0,2.18064
8500000.0,2.18967
1.1E7,2.10997
1.225E7,2.21061
1.475E7,2.49425
1.8E7,2.61465
2.0E7,2.65615
