90-Th-232(n,&gamma;) ENDF/B-VII.1
1660.75,0.638816
1660.86,0.685452
1660.95,0.762755
1661.05,0.898353
1661.14,1.0723
1661.22,1.3154
1661.31,1.64565
1661.4,2.11202
1661.49,2.76347
1661.59,3.61278
1661.69,4.74192
1661.8,6.3813
1661.93,8.68419
1662.09,12.2816
1662.57,24.8655
1662.76,28.4396
1662.94,29.6983
1662.95,29.7016
1663.13,28.6063
1663.32,25.2516
1663.64,16.6779
1663.86,11.0036
1664.01,7.97344
1664.13,5.85402
1664.24,4.31098
1664.35,3.21299
1664.44,2.44175
1664.54,1.85096
1664.62,1.45519
1664.71,1.15034
1664.79,0.911967
1664.88,0.732705
1664.98,0.579523
1665.08,0.469939
1665.18,0.390866
1665.29,0.325933
1665.42,0.272528
1665.58,0.229652
1665.77,0.191925
1665.99,0.160996
1666.27,0.132112
1666.61,0.108172
1667.01,0.0878599
1667.47,0.0712889
1668.01,0.0579197
1668.61,0.0476763
1669.35,0.0391046
1670.11,0.033083
1670.87,0.0289854
1671.48,0.0267022
1672.39,0.0245903
1673.31,0.0239338
1674.02,0.0246006
1674.74,0.0267163
1675.28,0.0298335
1675.72,0.0341738
1676.08,0.0396154
1676.37,0.0464246
1676.58,0.053704
1676.73,0.0620854
1676.85,0.0728137
1676.96,0.0857101
1677.04,0.102059
1677.12,0.122619
1677.2,0.151237
1677.28,0.191107
1677.35,0.24011
1677.42,0.30562
1677.5,0.39927
1677.57,0.524635
1677.65,0.690482
1677.73,0.907031
1677.8,1.18582
1677.88,1.53937
1677.97,2.06391
1678.06,2.78183
1678.17,3.78324
1678.29,5.27722
1678.43,7.41909
1678.66,11.6286
1678.96,17.1546
1679.15,19.4749
1679.32,20.2891
1679.33,20.2896
1679.51,19.4889
1679.71,16.924
1680.2,8.01551
1680.35,5.75448
1680.48,4.29692
1680.59,3.22993
1680.69,2.5108
1680.79,1.96746
1680.9,1.57654
1681.0,1.28031
1681.12,1.06175
1681.26,0.879829
1681.48,0.691122
1681.93,0.378929
1682.12,0.266148
1682.27,0.195239
1682.4,0.148257
1682.51,0.118979
1682.61,0.0978085
1682.72,0.0840094
1682.83,0.0767631
1682.9,0.0751645
1683.0,0.0769576
1683.13,0.0851475
1683.29,0.101737
1683.74,0.163515
1683.94,0.180186
1684.06,0.182808
1684.22,0.177365
1684.39,0.160794
1684.65,0.121628
1684.93,0.0782835
1685.1,0.0562315
1685.24,0.0427258
1685.36,0.0333443
1685.47,0.0270028
1685.59,0.021895
1685.71,0.0183796
1685.84,0.0160284
1685.98,0.0142462
1686.16,0.012986
1686.35,0.0122698
1686.71,0.011471
1687.8,0.0102337
1688.52,0.00986212
1688.89,0.00985133
1689.34,0.0101513
1689.63,0.0108985
1689.8,0.0120873
1689.91,0.0136243
1690.01,0.0158589
1690.09,0.0188124
1690.17,0.0223332
1690.24,0.0271719
1690.31,0.0337537
1690.38,0.0426095
1690.45,0.0543811
1690.52,0.0698305
1690.6,0.0921265
1690.68,0.121265
1690.76,0.15999
1690.85,0.215266
1690.94,0.292196
1691.05,0.397571
1691.17,0.54886
1691.32,0.790488
1691.59,1.30761
1691.85,1.78018
1692.03,2.00193
1692.18,2.06304
1692.36,1.98021
1692.54,1.74969
1692.84,1.18144
1693.07,0.7495
1693.22,0.523378
1693.34,0.376395
1693.45,0.273484
1693.54,0.20138
1693.63,0.150257
1693.71,0.113871
1693.79,0.085857
1693.86,0.0663703
1693.94,0.0515078
1694.01,0.0403681
1694.08,0.0321813
1694.16,0.0263176
1694.23,0.0222781
1694.3,0.0196855
1694.39,0.0181093
1694.45,0.0178507
1694.52,0.0183487
1694.61,0.0202404
1694.7,0.0236196
1694.8,0.0286757
1694.89,0.0356718
1694.98,0.0449109
1695.09,0.0593603
1695.2,0.0778288
1695.35,0.108845
1695.55,0.161557
1695.87,0.249844
1696.07,0.289289
1696.25,0.304862
1696.28,0.305134
1696.45,0.295743
1696.86,0.233144
1696.97,0.225525
1697.07,0.230715
1697.17,0.24979
1697.26,0.286563
1697.35,0.345004
1697.44,0.430252
1697.54,0.546904
1697.65,0.717726
1697.78,0.984895
1697.94,1.40587
1698.35,2.60083
1698.54,2.98068
1698.72,3.12505
1698.73,3.12587
1698.9,3.01805
1699.07,2.71128
1699.33,1.97346
1699.6,1.19217
1699.75,0.833736
1699.87,0.612666
1699.96,0.457633
1700.06,0.334676
1700.16,0.24598
1700.24,0.182748
1700.32,0.137902
1700.4,0.103251
1700.47,0.0791951
1700.54,0.0608293
1700.61,0.0469757
1700.68,0.036652
1700.75,0.0297001
1700.82,0.0239607
1700.89,0.0197997
1700.97,0.0163161
1701.04,0.0143092
1701.13,0.0126436
1701.26,0.0111298
1701.39,0.0103193
1701.6,0.00979885
1701.66,0.00977416
1701.9,0.0100689
1702.24,0.0113484
1702.71,0.0134483
1702.98,0.0138685
1703.31,0.0132899
1703.67,0.0124514
1703.8,0.0126077
1703.94,0.0135265
1704.05,0.0151045
1704.14,0.0173585
1704.22,0.0208845
1704.3,0.0256032
1704.37,0.0316738
1704.45,0.0404081
1704.53,0.0523367
1704.6,0.0683839
1704.68,0.0896567
1704.75,0.117418
1704.83,0.153105
1704.91,0.20555
1705.0,0.272684
1705.1,0.369637
1705.21,0.508287
1705.33,0.699471
1705.49,1.01677
1705.82,1.78672
1706.09,2.3869
1706.32,2.72902
1706.56,2.86916
1706.63,2.87797
1707.01,2.78408
1707.38,2.53169
1707.64,2.19321
1707.92,1.64723
1708.26,0.935259
1708.42,0.653879
1708.55,0.473331
1708.66,0.351443
1708.75,0.264796
1708.84,0.199251
1708.94,0.147934
1709.02,0.111966
1709.09,0.0877397
1709.17,0.0689987
1709.24,0.0547005
1709.31,0.0439371
1709.39,0.0350291
1709.47,0.0290409
1709.57,0.0239238
1709.68,0.0202013
1709.81,0.0172612
1709.98,0.0150201
1710.23,0.0127277
1710.54,0.0106588
1710.82,0.00948284
1711.08,0.00888326
1711.57,0.00850909
1711.71,0.0085006
1712.28,0.00872888
1712.7,0.00927173
1713.11,0.0103105
1713.81,0.0126072
1714.2,0.0130539
1714.72,0.0128997
1715.16,0.0132296
1715.63,0.0144857
1716.17,0.0168566
1716.71,0.0203012
1717.1,0.0237838
1717.37,0.0273301
1717.57,0.0314401
1717.71,0.0357023
1717.84,0.0422985
1717.94,0.0497752
1718.04,0.0603558
1718.14,0.0753847
1718.23,0.0939711
1718.32,0.119068
1718.41,0.152486
1718.49,0.19624
1718.59,0.260515
1718.69,0.345899
1718.8,0.46057
1718.92,0.622772
1719.07,0.870204
1719.26,1.2796
1719.57,2.05158
1719.85,2.86871
1720.03,3.59523
1720.18,4.48569
1720.33,5.64953
1720.48,7.26876
1720.64,9.66663
1721.12,17.9085
1721.31,20.3128
1721.49,21.0899
1721.66,20.3621
1721.84,18.0597
1722.13,12.6438
1722.38,7.93167
1722.53,5.62699
1722.65,4.11777
1722.76,3.02668
1722.85,2.26869
1722.94,1.67499
1723.02,1.28541
1723.1,0.979608
1723.18,0.743334
1723.26,0.563322
1723.34,0.427989
1723.41,0.333641
1723.49,0.260281
1723.57,0.206044
1723.65,0.162396
1723.73,0.131362
1723.82,0.109208
1723.9,0.0932256
1724.03,0.0773024
1724.17,0.0649471
1724.34,0.0556493
1724.49,0.0502552
1724.69,0.0458364
1724.81,0.0448864
1724.93,0.0458446
1725.05,0.0496733
1725.13,0.0553238
1725.22,0.0643424
1725.31,0.0779002
1725.4,0.0974412
1725.49,0.124694
1725.58,0.161608
1725.68,0.21316
1725.77,0.280687
1725.87,0.366064
1725.99,0.502944
1726.12,0.69871
1726.33,1.0638
1726.67,1.67392
1726.87,1.91785
1727.05,1.99714
1727.21,1.9308
1727.4,1.70926
1727.68,1.21255
1727.93,0.756873
1728.07,0.536607
1728.19,0.391002
1728.3,0.28807
1728.39,0.215997
1728.48,0.166302
1728.56,0.127428
1728.64,0.097763
1728.71,0.0785124
1728.79,0.064061
1728.86,0.0536904
1728.92,0.0477501
1728.99,0.0434992
1729.06,0.0421374
1729.13,0.0437097
1729.21,0.0484362
1729.28,0.0561676
1729.36,0.0682942
1729.43,0.0850572
1729.52,0.110904
1729.61,0.145153
1729.7,0.195465
1729.8,0.260019
1729.92,0.360294
1730.06,0.51006
1730.26,0.765993
1730.61,1.26608
1730.81,1.469
1731.0,1.55144
1731.04,1.55326
1731.24,1.48902
1731.49,1.27581
1731.85,0.937226
1732.03,0.811489
1732.3,0.692393
1732.71,0.540529
1733.07,0.353597
1733.31,0.230589
1733.48,0.161262
1733.6,0.117582
1733.72,0.0863072
1733.82,0.0645159
1733.92,0.04958
1734.01,0.0381795
1734.1,0.029685
1734.2,0.0235012
1734.29,0.0190992
1734.39,0.0157717
1734.5,0.0135378
1734.63,0.0118684
1734.74,0.0110982
1734.95,0.0103583
1735.36,0.0100621
1735.97,0.0103129
1736.77,0.0112716
1737.38,0.0125575
1737.88,0.0142313
1738.29,0.0162583
1738.62,0.0188124
1738.85,0.0217118
1738.99,0.0246692
1739.11,0.0283524
1739.21,0.0332732
1739.3,0.0395197
1739.38,0.0485829
1739.45,0.0592434
1739.53,0.0738368
1739.6,0.0937208
1739.67,0.120636
1739.74,0.156746
1739.81,0.204718
1739.89,0.267722
1739.96,0.349497
1740.03,0.454272
1740.1,0.590984
1740.19,0.794724
1740.28,1.05453
1740.38,1.44849
1740.49,2.01197
1740.62,2.82347
1740.8,4.14096
1741.22,7.7627
1741.41,8.97724
1741.59,9.41982
1741.61,9.42282
1741.78,9.08523
1741.96,8.0641
1742.25,5.6147
1742.5,3.53136
1742.65,2.46339
1742.77,1.76439
1742.88,1.30974
1742.97,0.987558
1743.05,0.749026
1743.14,0.55793
1743.21,0.430406
1743.29,0.330713
1743.36,0.253877
1743.43,0.195491
1743.51,0.151716
1743.58,0.119334
1743.65,0.0956706
1743.73,0.0785924
1743.81,0.0647704
1743.9,0.0556287
1743.97,0.0504159
1744.07,0.0460789
1744.21,0.043398
1744.28,0.043097
1744.39,0.0439594
1744.54,0.0477862
1744.65,0.0533326
1744.76,0.0622117
1744.86,0.0731541
1744.95,0.0884265
1745.04,0.109294
1745.13,0.137211
1745.23,0.173755
1745.32,0.220525
1745.43,0.289244
1745.55,0.392507
1745.69,0.536932
1745.88,0.778677
1746.42,1.60858
1746.69,2.08242
1746.86,2.49543
1747.0,3.03177
1747.12,3.65592
1747.25,4.63348
1747.38,5.91859
1747.54,8.01105
1747.76,11.5561
1748.08,17.2662
1748.29,19.829
1748.47,20.6456
1748.65,19.8713
1748.83,17.7216
1749.11,12.7748
1749.38,7.76449
1749.53,5.50127
1749.65,3.9515
1749.76,2.87192
1749.87,2.1001
1749.96,1.56629
1750.05,1.16249
1750.12,0.889821
1750.2,0.678818
1750.28,0.524485
1750.35,0.406487
1750.43,0.31719
1750.49,0.256021
1750.57,0.204537
1750.64,0.16628
1750.73,0.133147
1750.81,0.111535
1750.9,0.094566
1751.01,0.0798139
1751.15,0.0679617
1751.32,0.0576369
1751.57,0.0484803
1751.9,0.0403724
1752.28,0.0344022
1752.65,0.0303136
1753.1,0.0269514
1753.55,0.0247612
1754.15,0.0230629
1755.06,0.022318
1755.89,0.0231459
1756.73,0.0254102
1757.56,0.0294378
1758.3,0.0350402
1758.92,0.0422233
1759.45,0.0508347
1759.92,0.0618022
1760.34,0.0759405
1760.71,0.0931462
1761.03,0.114683
1761.29,0.139588
1761.5,0.168097
1761.68,0.202567
1761.82,0.242653
1761.94,0.293108
1762.05,0.360341
1762.16,0.448796
1762.25,0.556126
1762.34,0.702154
1762.43,0.900159
1762.52,1.15927
1762.61,1.4923
1762.69,1.9241
1762.79,2.55422
1762.9,3.42893
1763.0,4.54708
1763.13,6.30181
1763.28,8.85081
1763.48,13.0952
1763.83,21.1797
1764.04,24.7483
1764.23,26.0462
1764.25,26.0693
1764.43,25.1718
1764.6,22.6715
1764.88,16.6487
1765.15,10.6209
1765.31,7.72389
1765.44,5.79623
1765.56,4.45241
1765.67,3.54738
1765.78,2.96588
1765.88,2.58487
1766.01,2.32271
1766.15,2.21717
1766.24,2.20296
1766.42,2.20985
1766.67,2.13531
1766.84,1.95832
1767.09,1.56362
1767.46,0.873803
1767.62,0.623114
1767.75,0.459921
1767.88,0.342102
1767.99,0.259395
1768.09,0.202272
1768.19,0.159361
1768.29,0.128927
1768.4,0.104335
1768.51,0.0871422
1768.62,0.0751514
1768.76,0.0644638
1768.95,0.0560715
1769.2,0.0487448
1769.58,0.0415369
1770.14,0.0340135
1770.81,0.027717
1771.57,0.0227524
1772.22,0.0199379
1772.54,0.0194708
1772.85,0.0201355
1773.62,0.0248444
1773.78,0.0251662
1774.05,0.0242283
1774.36,0.0212702
1774.82,0.0159867
1775.09,0.013691
1775.36,0.0122716
1775.81,0.0110771
1776.89,0.00980901
1777.75,0.00926694
1778.07,0.00958079
1778.27,0.0103057
1778.41,0.0113358
1778.59,0.0133008
1778.76,0.0163129
1778.94,0.0209214
1779.22,0.029877
1779.53,0.0399397
1779.74,0.0440795
1779.88,0.0449307
1780.05,0.0436385
1780.23,0.0396947
1780.58,0.0280264
1780.84,0.0197168
1781.02,0.015293
1781.17,0.0124289
1781.33,0.0104678
1781.49,0.0092201
1781.67,0.00841995
1781.96,0.00786992
1782.36,0.00774301
1783.16,0.00799642
1783.75,0.00856902
1784.0,0.00918071
1784.15,0.0099282
1784.3,0.0113399
1784.4,0.0129559
1784.5,0.0154658
1784.59,0.0187508
1784.66,0.022703
1784.74,0.0280564
1784.81,0.0352292
1784.89,0.0447171
1784.96,0.0571056
1785.03,0.0730534
1785.12,0.097134
1785.21,0.129547
1785.31,0.174947
1785.41,0.232501
1785.52,0.31659
1785.65,0.435824
1785.84,0.645753
1786.27,1.18564
1786.51,1.39858
1786.75,1.50365
1787.0,1.52281
1787.08,1.52236
1787.51,1.57442
1787.82,1.62567
1788.06,1.56439
1788.28,1.38908
1788.55,1.04015
1788.87,0.600714
1789.02,0.427682
1789.15,0.306246
1789.27,0.222281
1789.36,0.165762
1789.45,0.125066
1789.53,0.0965529
1789.62,0.0734251
1789.7,0.055823
1789.77,0.0445899
1789.84,0.0358849
1789.91,0.0292135
1789.99,0.0233073
1790.08,0.0191336
1790.16,0.0162221
1790.26,0.0139461
1790.37,0.0123251
1790.54,0.0110258
1790.7,0.0104126
1791.04,0.00994305
1791.63,0.00979522
1792.39,0.0101955
1792.87,0.0111576
1793.8,0.0145273
1794.07,0.0148501
1795.01,0.0138856
1795.27,0.0142228
1795.63,0.0156917
1796.13,0.0193395
1796.56,0.0224345
1796.91,0.0233586
1796.96,0.0233685
1797.68,0.0225324
1798.01,0.0230683
1798.52,0.025532
1799.18,0.0308147
1799.8,0.0379152
1800.32,0.0464901
1800.75,0.0563431
1801.12,0.0679464
1801.47,0.0834012
1801.75,0.100258
1801.98,0.119675
1802.17,0.142384
1802.33,0.168158
1802.46,0.200351
1802.58,0.239712
1802.69,0.29402
1802.78,0.356932
1802.87,0.443109
1802.97,0.561399
1803.06,0.723283
1803.15,0.932676
1803.24,1.22465
1803.33,1.61183
1803.42,2.11702
1803.53,2.84093
1803.63,3.8094
1803.75,5.15297
1803.87,7.00333
1804.04,9.90882
1804.52,20.1826
1804.73,23.4304
1804.91,24.6151
1804.93,24.6272
1805.11,23.806
1805.28,21.5103
1805.56,15.8924
1805.84,9.71138
1806.01,6.75905
1806.14,4.9095
1806.26,3.61887
1806.36,2.69367
1806.46,2.05108
1806.55,1.5622
1806.64,1.1883
1806.73,0.906854
1806.83,0.69784
1806.92,0.544246
1807.01,0.432156
1807.1,0.350568
1807.21,0.282792
1807.33,0.231154
1807.46,0.191745
1807.62,0.161577
1807.81,0.136788
1808.01,0.12027
1808.2,0.111273
1808.38,0.108072
1808.56,0.111279
1808.75,0.121547
1808.98,0.144534
1809.45,0.203734
1809.68,0.221517
1809.8,0.223816
1810.0,0.216672
1810.27,0.188469
1810.69,0.133243
1810.86,0.117954
1810.99,0.111837
1811.05,0.110914
1811.16,0.113267
1811.24,0.1195
1811.35,0.13464
1811.43,0.15352
1811.51,0.180594
1811.59,0.219038
1811.67,0.272684
1811.75,0.346493
1811.83,0.44672
1811.91,0.581044
1811.99,0.758633
1812.07,1.00207
1812.16,1.34145
1812.25,1.7807
1812.34,2.33768
1812.44,3.15572
1812.56,4.33601
1812.71,6.16735
1812.9,9.14025
1813.3,16.0036
1813.5,18.4564
1813.69,19.2708
1813.7,19.2713
1813.87,18.6034
1814.08,16.3236
1814.59,7.94866
1814.75,5.83626
1814.9,4.29006
1815.02,3.25872
1815.14,2.46696
1815.26,1.9271
1815.37,1.50589
1815.5,1.16741
1815.61,0.925136
1815.73,0.738223
1815.87,0.581333
1815.99,0.482114
1816.12,0.408942
1816.25,0.363112
1816.39,0.337849
1816.51,0.332735
1817.01,0.358062
1817.21,0.34609
1817.39,0.316216
1817.66,0.245448
1817.98,0.154307
1818.15,0.115763
1818.29,0.0914825
1818.43,0.0742592
1818.54,0.0647529
1818.63,0.0604026
1818.74,0.0581822
1818.85,0.0600249
1818.95,0.065173
1819.07,0.0755988
1819.19,0.0911132
1819.33,0.115422
1819.48,0.151499
1819.71,0.221173
1820.06,0.325133
1820.25,0.36578
1820.43,0.378523
1820.62,0.364826
1820.81,0.326429
1821.33,0.176813
1821.5,0.137654
1821.64,0.114254
1821.76,0.0999329
1821.88,0.0903981
1822.04,0.083959
1822.14,0.0829186
1822.34,0.0862569
1822.54,0.0959564
1822.69,0.108044
1822.84,0.126328
1822.96,0.149757
1823.07,0.178818
1823.18,0.220277
1823.27,0.268239
1823.36,0.332914
1823.46,0.427358
1823.55,0.538963
1823.63,0.684297
1823.72,0.871756
1823.82,1.15654
1823.92,1.52248
1824.02,2.01753
1824.14,2.72009
1824.26,3.67343
1824.39,4.95488
1824.54,6.87285
1824.72,9.7692
1825.3,20.5
1825.51,23.2043
1825.69,23.9747
1825.88,23.1286
1826.07,20.5913
1826.37,14.8532
1826.64,9.2613
1826.8,6.59513
1826.93,4.78244
1827.05,3.51957
1827.15,2.64685
1827.25,1.99821
1827.35,1.49734
1827.43,1.15515
1827.52,0.891849
1827.61,0.69185
1827.69,0.541502
1827.78,0.429366
1827.87,0.346121
1827.96,0.282181
1828.06,0.227343
1828.17,0.188883
1828.3,0.15746
1828.44,0.132576
1828.64,0.108962
1828.86,0.0915587
1829.16,0.0744506
1829.49,0.0612535
1829.89,0.049831
1830.34,0.0408618
1830.84,0.0336323
1831.48,0.0272592
1832.18,0.0223646
1832.89,0.0189241
1833.71,0.0161116
1834.53,0.01421
1835.35,0.0131186
1835.55,0.0130426
1835.86,0.0134571
1836.01,0.0143085
1836.12,0.0154135
1836.23,0.0175937
1836.33,0.0206287
1836.41,0.0243937
1836.5,0.0297178
1836.58,0.0371226
1836.66,0.0472483
1836.75,0.0608589
1836.83,0.0788256
1836.92,0.104791
1837.01,0.138571
1837.11,0.185917
1837.21,0.245724
1837.33,0.33819
1837.48,0.475404
1837.7,0.738805
1838.0,1.09312
1838.2,1.27278
1838.38,1.34792
1838.42,1.3504
1838.58,1.30898
1838.77,1.16924
1839.05,0.850371
1839.32,0.519654
1839.48,0.362323
1839.6,0.267025
1839.71,0.198323
1839.8,0.149716
1839.9,0.111562
1839.98,0.0860396
1840.06,0.0661081
1840.14,0.0508054
1840.22,0.0392532
1840.3,0.030669
1840.39,0.0243848
1840.47,0.0198493
1840.55,0.0166161
1840.64,0.0140282
1840.75,0.0121342
1840.86,0.0109661
1840.97,0.010242
1841.19,0.00948436
1841.66,0.00889396
1842.61,0.00859305
1842.78,0.00859259
1843.45,0.00873634
1843.95,0.0092041
1844.2,0.0100189
1844.37,0.0112599
1844.49,0.0129176
1844.6,0.0150549
1844.7,0.0181728
1844.81,0.0226157
1844.91,0.0287841
1845.02,0.0371143
1845.12,0.0480385
1845.24,0.0647424
1845.38,0.0889234
1845.55,0.125995
1846.01,0.243425
1846.2,0.280392
1846.39,0.29738
1846.43,0.297921
1846.6,0.288099
1846.79,0.256015
1847.11,0.178158
1847.35,0.117636
1847.51,0.0868769
1847.63,0.0682976
1847.75,0.0544028
1847.85,0.0463611
1847.93,0.0422366
1848.01,0.040232
1848.05,0.0400742
1848.12,0.0414421
1848.2,0.0452817
1848.27,0.0521164
1848.35,0.0626848
1848.42,0.0779875
1848.5,0.099324
1848.57,0.128333
1848.65,0.166995
1848.72,0.217692
1848.8,0.28312
1848.87,0.366593
1848.96,0.491784
1849.05,0.651527
1849.15,0.883036
1849.26,1.20255
1849.38,1.63623
1849.54,2.37833
1850.05,5.02196
1850.23,5.70487
1850.42,5.96428
1850.43,5.96487
1850.59,5.77389
1850.76,5.22601
1851.02,3.92575
1851.33,2.31936
1851.49,1.60247
1851.61,1.16638
1851.72,0.857615
1851.82,0.644064
1851.91,0.4844
1852.0,0.362119
1852.08,0.281341
1852.16,0.218913
1852.23,0.171497
1852.31,0.136421
1852.39,0.110886
1852.46,0.0924598
1852.54,0.0794867
1852.62,0.0703507
1852.7,0.0645148
1852.82,0.0600381
1852.92,0.0591602
1853.1,0.0616398
1853.26,0.0677947
1853.41,0.0776987
1853.53,0.089782
1853.63,0.10594
1853.73,0.128654
1853.81,0.155626
1853.89,0.192039
1853.96,0.23703
1854.04,0.296793
1854.12,0.384788
1854.2,0.503022
1854.28,0.660044
1854.36,0.856299
1854.44,1.11519
1854.53,1.49732
1854.62,1.98937
1854.72,2.68248
1854.83,3.68314
1854.96,5.04833
1855.11,7.1017
1855.36,11.3746
1855.63,15.9515
1855.84,18.4683
1856.02,19.3853
1856.04,19.3925
1856.21,18.7583
1856.39,16.8189
1856.67,12.2472
1856.95,7.5465
1857.1,5.40329
1857.23,3.92988
1857.34,2.90282
1857.45,2.17176
1857.54,1.69869
1857.63,1.31489
1857.71,1.07022
1857.79,0.890735
1857.87,0.765383
1857.95,0.677705
1858.06,0.627352
1858.13,0.618623
1858.25,0.635977
1858.49,0.739319
1858.82,0.877609
1859.06,0.915183
1859.3,0.880383
1859.77,0.711448
1859.98,0.669331
1860.02,0.667759
1860.19,0.689182
1860.34,0.745095
1860.69,0.95504
1860.97,1.10411
1861.31,1.17567
1861.49,1.22158
1861.61,1.31073
1861.71,1.44713
1861.81,1.6685
1861.9,1.96125
1862.01,2.43476
1862.11,3.08242
1862.23,4.03485
1862.36,5.43225
1862.52,7.61101
1863.0,15.4729
1863.21,17.932
1863.4,18.811
1863.41,18.8165
1863.59,18.1852
1863.76,16.4248
1864.03,12.2168
1864.33,7.21438
1864.49,5.09822
1864.61,3.7604
1864.72,2.77169
1864.82,2.03414
1864.92,1.51324
1865.0,1.16317
1865.08,0.89522
1865.16,0.688467
1865.24,0.532021
1865.33,0.416423
1865.4,0.340294
1865.47,0.283794
1865.55,0.247068
1865.61,0.230346
1865.7,0.219926
1865.7,0.219744
1865.8,0.227509
1865.88,0.245214
1865.99,0.28887
1866.13,0.362522
1866.3,0.492742
1866.74,0.87061
1866.96,0.99502
1867.13,1.03162
1867.3,1.00009
1867.5,0.88594
1867.79,0.632214
1868.06,0.394714
1868.22,0.276804
1868.34,0.204108
1868.45,0.152127
1868.55,0.115776
1868.65,0.0875553
1868.74,0.0685356
1868.83,0.0538999
1868.91,0.0428302
1869.0,0.0345869
1869.09,0.0283251
1869.19,0.0236231
1869.3,0.0199003
1869.42,0.0171813
1869.58,0.0151436
1869.77,0.0137234
1870.09,0.01234
1870.73,0.0106154
1871.61,0.00901529
1872.45,0.0079541
1873.12,0.00747689
1873.46,0.00771024
1873.71,0.00842545
1873.9,0.00944564
1874.18,0.0116493
1874.67,0.0163239
1874.9,0.0175553
1875.0,0.0176882
1875.18,0.0172393
1875.43,0.0153817
1875.99,0.00949346
1876.19,0.00793705
1876.39,0.00684789
1876.62,0.00605908
1876.86,0.00565602
1877.33,0.0053492
1879.43,0.00502376
1880.36,0.00499032
1882.4,0.00516099
1883.03,0.00540079
1883.29,0.00571132
1883.48,0.0062775
1883.6,0.00700609
1883.7,0.00786784
1883.81,0.00938774
1883.91,0.0113112
1884.0,0.0140178
1884.1,0.017747
1884.19,0.0227721
1884.29,0.0293895
1884.38,0.0378951
1884.49,0.0502604
1884.61,0.0678836
1884.77,0.0955725
1885.0,0.146838
1885.34,0.225739
1885.53,0.257322
1885.72,0.268841
1885.73,0.268856
1885.91,0.258906
1886.12,0.225327
1886.66,0.10294
1886.81,0.0735882
1886.94,0.0547851
1887.06,0.0408177
1887.16,0.0315404
1887.26,0.0244274
1887.36,0.0191316
1887.46,0.0154331
1887.55,0.0129737
1887.65,0.0110271
1887.75,0.00977638
1887.85,0.0090439
1888.01,0.00867204
1888.16,0.0090541
1888.29,0.0100448
1888.39,0.0114592
1888.49,0.0136709
1888.58,0.0165172
1888.67,0.0205136
1888.76,0.0260201
1888.85,0.0334597
1888.94,0.0433158
1889.03,0.0561083
1889.13,0.0749454
1889.23,0.0989376
1889.35,0.134231
1889.49,0.184607
1889.67,0.267448
1890.1,0.483888
1890.31,0.557243
1890.49,0.580425
1890.5,0.580426
1890.68,0.558696
1890.88,0.493064
1891.2,0.332065
1891.45,0.212316
1891.6,0.15136
1891.72,0.112327
1891.83,0.0852164
1891.93,0.0651834
1892.03,0.0506097
1892.11,0.0405467
1892.2,0.032777
1892.3,0.0264469
1892.39,0.0221226
1892.48,0.0196893
1892.54,0.0183337
1892.67,0.0167791
1892.81,0.0162627
1893.06,0.0167478
1893.62,0.0187503
1893.88,0.0189817
1894.36,0.0187952
1894.71,0.0191509
1895.2,0.0210553
1895.73,0.0247265
1896.15,0.0290251
1896.42,0.0330247
1896.58,0.0366761
1896.74,0.042483
1896.84,0.0486238
1896.95,0.0578074
1897.05,0.0696437
1897.14,0.0866776
1897.22,0.107018
1897.3,0.134452
1897.38,0.171079
1897.46,0.219391
1897.55,0.289711
1897.64,0.385174
1897.73,0.50907
1897.83,0.682641
1897.94,0.922684
1898.06,1.248
1898.2,1.75837
1898.4,2.59059
1898.78,4.35752
1898.98,5.02986
1899.17,5.30951
1899.2,5.31548
1899.39,5.11766
1899.62,4.41924
1899.95,3.14172
1900.11,2.74037
1900.22,2.60951
1900.26,2.60702
1900.37,2.74435
1900.47,3.04601
1900.56,3.53913
1900.67,4.31463
1900.79,5.54924
1900.92,7.34287
1901.1,10.3391
1901.53,18.4118
1901.74,21.168
1901.93,22.2056
1901.95,22.2139
1902.13,21.4605
1902.3,19.3598
1902.59,14.1742
1902.88,8.7849
1903.04,6.29324
1903.18,4.56795
1903.29,3.45177
1903.39,2.73885
1903.49,2.21127
1903.57,1.88844
1903.64,1.70578
1903.74,1.58696
1903.78,1.57278
1903.88,1.6249
1903.98,1.80085
1904.1,2.14346
1904.25,2.72734
1904.75,5.14071
1904.95,5.78478
1905.11,5.94571
1905.29,5.72386
1905.48,5.07533
1905.79,3.51097
1906.04,2.23438
1906.2,1.5921
1906.32,1.18294
1906.42,0.898291
1906.53,0.678203
1906.62,0.536014
1906.71,0.429013
1906.79,0.366183
1906.87,0.323878
1906.96,0.295967
1907.06,0.28849
1907.17,0.300368
1907.31,0.340567
1907.78,0.515436
1908.0,0.562849
1908.11,0.569328
1908.35,0.546166
1908.94,0.410827
1909.31,0.361074
1909.67,0.314578
1909.93,0.259512
1910.43,0.129269
1910.6,0.093033
1910.74,0.0688092
1910.87,0.0526305
1910.98,0.0415938
1911.08,0.0343083
1911.18,0.0291467
1911.28,0.0259129
1911.38,0.0245
1911.43,0.0244763
1911.5,0.025336
1911.6,0.0283572
1911.69,0.0334818
1911.79,0.0413054
1911.87,0.0515979
1911.97,0.0658369
1912.07,0.0868401
1912.17,0.114243
1912.28,0.152809
1912.41,0.210776
1912.55,0.292044
1912.79,0.452397
1913.12,0.677216
1913.32,0.769436
1913.5,0.800905
