92-U-232(n,total fission) ENDF/B-VII.1
6.40984,14.7753
6.4443,11.8435
6.47875,9.68071
6.51616,7.94452
6.5598,6.50724
6.59928,5.59985
6.64084,4.946
6.68241,4.5506
6.88037,3.58277
7.01075,3.17341
7.12553,2.94405
7.68975,2.53445
7.8795,2.50832
8.11275,2.61924
8.34525,2.86428
8.86719,3.5576
9.2925,4.29528
9.505,4.90692
9.74375,5.44936
10.0459,6.77219
10.2297,7.50208
10.4153,8.71764
10.6544,10.8111
10.8734,13.6134
11.0709,17.4249
11.2033,21.0666
11.3588,26.3942
11.4696,31.9711
11.5921,40.3186
11.6834,49.4981
11.7612,60.7016
11.8379,75.9916
11.9079,95.0727
11.9604,114.678
12.01,140.4
12.0625,177.513
12.1208,231.184
12.1791,300.287
12.2374,391.162
12.2899,500.531
12.3365,630.516
12.3812,797.598
12.425,1018.76
12.4687,1318.96
12.5142,1738.69
12.5705,2414.53
12.6378,3253.09
12.6689,3507.25
12.6991,3595.3
12.7249,3530.08
12.7653,3199.15
12.8749,1830.99
12.9187,1402.75
12.9624,1081.88
13.0061,847.388
13.0518,669.471
13.0985,536.992
13.1519,426.679
13.2063,345.021
13.2676,277.795
13.3376,222.157
13.4124,179.122
13.4979,143.569
13.5902,115.817
13.6991,92.2941
13.8138,74.5547
13.9362,60.708
14.084,48.6277
14.2395,39.4914
14.4183,31.9201
14.6204,25.8104
14.8381,21.122
15.0714,17.5157
15.3626,14.3098
15.6536,12.0874
15.9912,10.3098
16.3293,9.10706
16.7358,8.20171
17.1422,7.76877
17.3318,7.71118
17.7383,7.90485
18.1447,8.60813
18.4834,9.74304
18.7543,11.208
19.0185,13.391
19.2319,16.0473
19.4148,19.3507
19.5807,23.6595
19.7314,29.3201
19.8534,35.8288
19.9601,43.7283
20.0667,54.8021
20.1599,68.4591
20.2412,84.9974
20.3208,107.379
20.397,137.05
20.4711,176.443
20.549,231.032
20.697,352.174
20.7512,381.763
20.7989,390.82
20.8542,378.595
20.9273,332.117
21.0767,209.421
21.1488,162.944
21.2166,129.72
21.2843,104.776
21.3554,85.2783
21.4317,69.8537
21.5265,56.0871
21.6196,46.5137
21.7382,38.0214
21.8567,32.253
21.9922,27.8592
22.1277,25.0966
22.2631,23.5534
22.3986,23.0313
22.5273,23.4773
22.6882,25.5874
22.8169,28.9339
22.9285,33.7152
23.019,39.7722
23.0944,47.2337
23.1629,57.131
23.2203,69.1655
23.2695,83.9202
23.3133,102.699
23.3517,126.282
23.3855,155.946
23.4129,189.956
23.44,236.906
23.4647,297.049
23.4859,367.045
23.5094,471.29
23.5341,617.844
23.5627,840.703
23.6098,1304.22
23.6498,1685.02
23.6774,1853.85
23.6996,1899.12
23.7226,1851.47
23.7502,1680.71
23.7984,1215.01
23.8395,820.837
23.8666,614.611
23.8906,474.263
23.9129,375.836
23.9362,299.788
23.9594,244.209
23.9873,196.651
24.0134,165.114
24.0431,139.089
24.0803,116.286
24.125,97.818
24.1707,85.1269
24.2318,74.2277
24.308,66.4323
24.4077,61.7078
24.5833,59.7113
24.769,57.3504
24.9345,51.1199
25.2708,33.8369
25.4494,26.8517
25.6206,22.1169
25.8066,18.6995
25.9554,16.956
26.1042,15.9224
26.2679,15.5258
26.4353,15.9793
26.6027,17.5557
26.7329,19.9758
26.8445,23.4439
26.9375,27.9979
27.0119,33.4578
27.0771,40.3921
27.1329,48.9226
27.18,59.1237
27.2248,72.921
27.2633,89.739
27.297,110.264
27.3306,138.777
27.3613,174.46
27.3908,220.118
27.4256,291.17
27.4737,417.601
27.5327,581.635
27.5654,645.789
27.5993,670.73
27.6346,644.59
27.6673,579.696
27.7623,318.606
27.7996,236.969
27.8321,183.262
27.8645,143.663
27.8982,114.075
27.9348,91.3298
27.9734,74.4571
28.0197,60.385
28.0623,51.2384
28.1211,42.3881
28.1917,35.3819
28.2593,30.9713
28.321,28.2344
28.4034,25.9025
28.5269,24.3612
28.568,24.2513
28.7047,25.1181
28.8415,27.8436
28.9658,32.154
29.0987,39.131
29.2454,50.1114
29.4901,72.1709
29.5841,77.4427
29.6444,78.463
29.7065,77.3213
29.8241,69.8495
30.111,42.5375
30.238,33.1903
30.3615,26.3765
30.485,21.3389
30.632,17.0053
30.7761,13.9657
30.9495,11.3554
31.1554,9.22101
31.3318,7.93257
31.567,6.72275
31.861,5.7541
32.1668,5.19176
32.4725,4.99957
32.6847,5.10404
32.8969,5.47535
33.0733,6.10145
33.2135,6.9363
33.3437,8.15903
33.4439,9.581
33.5415,11.6303
33.6204,14.0505
33.688,16.9796
33.7518,20.8448
33.8132,26.0424
33.8708,32.7904
33.9271,41.6559
33.9972,56.0439
34.1039,80.3584
34.1639,89.1133
34.1992,90.6328
34.2561,86.7323
34.3152,76.0198
34.4454,46.3967
34.508,35.3631
34.5655,27.8016
34.6256,22.0527
34.6845,17.9717
34.7546,14.4815
34.8267,11.9315
34.9068,9.9033
34.9995,8.24484
35.1058,6.91902
35.2476,5.72197
35.4126,4.80634
35.5776,4.20442
35.7756,3.7299
36.0231,3.36561
36.2706,3.15842
36.6997,3.03015
37.1947,3.13647
37.6898,3.49074
38.1023,4.01294
38.5149,4.80944
38.9439,5.99621
39.6568,8.43789
40.0079,9.19439
40.264,9.35045
40.7393,9.26709
41.0033,9.48952
41.2673,10.2632
41.4851,11.5769
41.6667,13.384
41.8119,15.5499
41.9513,18.528
42.0751,22.3156
42.1906,27.4233
42.2896,33.7039
42.3762,41.4745
42.4505,50.7665
42.5124,61.349
42.5742,75.9114
42.632,95.129
42.6815,118.445
42.7238,146.151
42.7649,183.291
42.8044,232.996
42.8391,292.26
42.878,381.235
42.9208,511.248
42.9803,742.287
43.0532,1033.3
43.0916,1136.1
43.1298,1172.7
43.1661,1138.6
43.2113,1014.67
43.3305,538.644
43.3728,403.608
43.4095,313.449
43.4441,248.86
43.4801,198.475
43.5197,157.924
43.5592,128.342
43.6016,105.0
43.651,85.1077
43.706,69.0705
43.7653,56.5066
43.8303,46.4136
43.9094,37.4992
44.0025,30.0378
44.1014,24.4058
44.2143,19.799
44.3329,16.3198
44.4713,13.3963
44.6336,10.9738
44.8138,9.10281
45.0378,7.51291
45.276,6.41331
45.5142,5.7347
45.8,5.34585
45.8952,5.31341
46.1429,5.48854
46.3287,5.94002
46.4716,6.57116
46.593,7.40685
46.7145,8.67018
46.8098,10.1296
46.905,12.2464
46.9908,15.0473
47.0658,18.6169
47.1265,22.6939
47.1849,28.1008
47.2385,34.8747
47.2956,44.6302
47.3564,58.3703
47.5128,102.287
47.5757,113.168
47.6096,114.799
47.6557,111.697
47.7167,99.5545
47.8663,57.18
47.9244,44.1038
47.9792,34.6909
48.0363,27.4209
48.0959,21.9305
48.1625,17.5378
48.2292,14.3921
48.3102,11.6648
48.4055,9.43405
48.5067,7.78751
48.615,6.54275
48.7627,5.37879
48.9342,4.49373
49.1342,3.83168
49.3248,3.42786
49.6106,3.08303
49.9345,2.95017
49.9726,2.94967
50.2483,3.03934
50.524,3.3156
50.744,3.72197
50.9641,4.38313
51.1516,5.27183
51.2942,6.27512
51.4164,7.49298
51.5366,9.20187
51.6365,11.2293
51.7261,13.796
51.8076,17.0962
51.8738,20.8321
51.938,25.846
51.9961,32.1773
52.046,39.6451
52.0949,49.5544
52.1438,62.9485
52.1968,82.4498
52.2579,112.021
52.383,182.431
52.4311,201.067
52.4793,207.914
52.5289,200.758
52.5908,174.89
52.7255,99.2532
52.7816,74.5566
52.8284,58.7695
52.8773,46.3726
52.9282,36.8824
52.9853,29.217
53.0424,23.6937
53.1055,19.2436
53.1789,15.5206
53.2583,12.6259
53.3439,10.3664
53.4417,8.49209
53.5558,6.92278
53.6944,5.5822
53.837,4.60758
54.0081,3.77825
54.2078,3.10431
54.436,2.5716
54.6907,2.16063
54.9963,1.82204
55.3529,1.55311
55.7604,1.34689
56.2697,1.17832
56.881,1.0521
57.8285,0.948086
58.6342,0.907901
59.3689,0.897342
60.5936,0.922481
62.0631,1.01381
63.5327,1.18251
64.7573,1.40742
65.737,1.6689
66.7167,2.04762
67.5716,2.52927
69.2003,3.74481
70.4396,4.80784
70.8489,5.10726
71.0274,5.13709
71.3057,5.04189
71.7132,4.52143
71.7916,4.59809
71.8797,4.97755
71.9532,5.67215
72.0145,6.6421
72.0745,8.06196
72.1345,10.0632
72.2006,13.0455
72.2777,17.5919
72.3808,25.2498
72.557,41.1033
72.988,83.5339
73.1889,108.706
73.3358,134.042
73.4583,163.343
73.5656,198.805
73.6729,248.439
73.7619,305.341
73.851,381.903
73.9419,485.528
74.067,670.493
74.2226,908.395
74.2924,973.386
74.3535,989.229
74.432,946.391
74.5163,834.118
74.7199,483.845
74.8108,362.312
74.8926,280.238
74.9744,219.425
75.0544,175.336
75.1417,139.608
75.2362,111.063
75.338,88.484
75.4471,70.8049
75.5634,56.9902
75.6943,45.5333
75.8397,36.2185
75.9997,28.7428
76.1742,22.7908
76.3487,18.3945
76.5523,14.5743
76.7559,11.6979
76.9886,9.29483
77.2649,7.22773
77.5194,5.78711
77.8103,4.58006
78.1375,3.54585
78.4865,2.74942
78.8355,2.12344
79.1991,1.63564
79.5627,1.26642
80.1444,0.780484
80.4576,0.573613
80.9047,0.32951
81.0431,0.248635
81.0836,0.232963
81.1151,0.228686
81.1489,0.237074
81.177,0.259285
81.2029,0.296401
81.2299,0.356634
81.2569,0.442929
81.2856,0.566431
81.3205,0.761506
81.3728,1.1294
81.4482,1.68597
81.4982,1.9428
81.5439,2.03005
81.5478,2.03026
81.587,1.97267
81.6459,1.7257
81.7556,1.12604
81.806,0.919091
81.848,0.797542
81.9026,0.698575
81.9656,0.642051
82.0496,0.617065
82.1504,0.613722
82.2008,0.614002
82.436,0.593632
82.6594,0.521587
82.961,0.418625
83.3075,0.333827
83.7118,0.259696
84.1685,0.197105
84.5938,0.153519
84.9403,0.129537
85.46,0.106013
85.964,0.0878695
86.342,0.079874
86.804,0.0765485
87.182,0.0780762
87.686,0.0851281
88.19,0.0972839
88.694,0.114659
89.015,0.133306
89.4537,0.168837
89.6804,0.197702
89.8414,0.22801
89.9849,0.268105
90.0952,0.316766
90.174,0.371259
90.237,0.436612
90.3,0.531352
90.3717,0.68243
90.496,0.990879
90.552,1.07584
90.5782,1.08793
90.6298,1.04882
90.6808,0.930883
90.7515,0.682692
90.8198,0.432864
90.86,0.31144
90.8901,0.239165
90.9167,0.189002
90.944,0.150171
90.9703,0.123669
90.9965,0.106195
91.0175,0.0976147
91.0455,0.0921581
91.063,0.0915382
91.098,0.0951457
91.1401,0.105543
91.2101,0.132052
91.2801,0.167525
91.3413,0.208662
91.3938,0.257125
91.4375,0.313055
91.4812,0.39022
91.5237,0.492693
91.5709,0.64473
91.6317,0.896658
91.7228,1.30401
91.769,1.44668
91.8176,1.49533
91.8649,1.42335
91.913,1.24104
92.0391,0.568279
92.0762,0.404065
92.1068,0.295492
92.1348,0.218106
92.1593,0.165813
92.1831,0.127486
92.2056,0.100653
92.2281,0.0813824
92.25,0.0684263
92.2697,0.060658
92.2934,0.0550198
92.3249,0.0519759
92.3406,0.051803
92.3913,0.0548777
92.5061,0.0694512
92.8656,0.116102
93.1947,0.148739
94.2019,0.247437
95.3075,0.374404
96.6249,0.55151
97.366,0.713202
98.5519,1.01768
98.9966,1.19236
99.6636,1.54146
100.016,1.8266
100.572,2.41137
100.838,2.80007
101.133,3.4282
101.354,4.09396
101.568,5.00443
101.729,5.95599
101.88,7.23863
102.012,8.88461
102.119,10.8444
102.208,13.1874
102.277,15.7884
102.337,18.9045
102.396,23.3
102.448,28.7043
102.498,35.8403
102.549,45.683
102.607,60.2708
102.691,87.3582
102.78,116.624
102.845,130.332
102.884,133.167
102.936,129.451
102.999,114.525
103.161,56.7056
103.213,41.8194
103.259,31.5381
103.298,24.949
103.337,19.9369
103.382,15.7312
103.426,12.7278
103.478,10.2728
103.534,8.46523
103.6,6.99193
103.671,5.9374
103.75,5.12565
103.849,4.45164
103.972,3.93549
104.106,3.63254
104.283,3.49648
104.451,3.57704
104.661,3.94112
104.829,4.47899
104.995,5.30936
105.133,6.35388
105.252,7.65019
105.361,9.35684
105.45,11.3429
105.531,13.9198
105.598,16.8973
105.654,20.3354
105.711,25.3442
105.759,31.3226
105.799,38.1544
105.84,47.516
105.883,61.0541
105.924,78.214
105.969,102.847
106.019,139.181
106.092,204.982
106.192,298.601
106.251,335.035
106.3,345.67
106.353,333.547
106.409,298.416
106.568,152.244
106.621,113.329
106.666,88.4671
106.709,70.7259
106.752,58.5252
106.796,50.9576
106.828,48.1484
106.859,47.3968
106.902,49.6175
106.934,53.9238
106.977,63.4281
107.022,78.0632
107.076,101.466
107.198,162.137
107.253,180.097
107.297,184.954
107.349,178.167
107.404,157.916
107.556,77.8198
107.602,57.8104
107.643,44.1564
107.679,34.743
107.712,27.9394
107.746,22.7434
107.786,18.1525
107.831,14.5716
107.876,12.0715
107.928,10.0374
107.991,8.338
108.066,6.93183
108.155,5.78035
108.275,4.7207
108.404,3.93559
108.565,3.25845
108.754,2.72011
108.987,2.27422
109.257,1.93961
109.526,1.7247
109.895,1.55756
110.265,1.50137
110.571,1.53764
110.877,1.66888
111.139,1.89735
111.358,2.22695
111.533,2.64846
111.675,3.16898
111.793,3.8063
111.891,4.5714
111.983,5.60262
112.061,6.89538
112.12,8.27879
112.17,9.86793
112.219,12.074
112.265,15.0218
112.308,18.825
112.343,23.1178
112.383,29.4593
112.421,37.6418
112.463,49.5763
112.512,66.9849
112.575,95.8243
112.686,150.847
112.74,169.583
112.795,177.55
112.8,177.594
112.847,172.513
112.907,153.343
113.067,76.0284
113.117,56.0119
113.161,42.1696
113.2,32.8155
113.236,26.1306
113.272,21.0293
113.31,16.9695
113.349,13.9526
113.394,11.3133
113.449,9.10792
113.504,7.55378
113.569,6.22207
113.648,5.09621
113.74,4.1771
113.841,3.46153
113.966,2.84863
114.111,2.35689
114.275,1.97543
114.472,1.66297
114.69,1.42806
114.963,1.23286
115.291,1.08297
115.695,0.970537
116.25,0.888218
116.95,0.853747
116.985,0.853743
117.363,0.873796
117.489,0.906145
117.582,0.963406
117.671,1.07326
117.776,1.29341
117.91,1.61642
117.986,1.70517
118.001,1.70799
118.077,1.64599
118.217,1.32961
118.326,1.10815
118.406,1.01139
118.532,0.946366
118.707,0.928994
119.47,0.991043
120.319,1.12881
121.063,1.31294
121.71,1.55173
122.177,1.80701
122.578,2.14083
122.791,2.40816
123.011,2.82649
123.159,3.28658
123.248,3.71355
123.322,4.25208
123.384,4.96284
123.431,5.80267
123.473,6.89799
123.508,8.24629
123.543,10.0614
123.576,12.4545
123.609,15.6541
123.646,20.4362
123.685,27.0034
123.733,37.3705
123.801,55.5395
123.896,81.6577
123.954,92.2365
124.0,94.9529
124.052,91.463
124.113,79.8175
124.261,39.3777
124.308,29.0871
124.349,21.9785
124.386,17.1311
124.424,13.5522
124.459,11.1316
124.498,9.22439
124.537,7.94488
124.582,6.9991
124.646,6.23142
124.735,5.72522
124.875,5.4931
124.896,5.48912
125.105,5.69257
125.356,6.33381
125.593,7.27362
125.869,8.86096
126.106,10.799
126.308,13.0893
126.51,16.2709
126.68,20.0146
126.841,24.9804
126.983,31.0908
127.104,38.3785
127.216,47.7864
127.32,59.9926
127.404,73.6104
127.485,91.6053
127.561,115.08
127.632,144.716
127.701,183.701
127.779,242.252
127.86,320.729
128.059,546.06
128.131,600.055
128.2,618.607
128.278,594.295
128.352,533.857
128.566,292.767
128.647,220.204
128.716,172.378
128.787,135.565
128.858,108.296
128.938,85.6296
129.019,69.2604
129.111,55.707
129.21,45.2967
129.325,36.4732
129.455,29.4043
129.596,23.9177
129.763,19.3361
129.936,16.0191
130.138,13.3672
130.314,11.8499
130.49,10.9902
130.607,10.8394
130.697,11.0464
130.802,11.8644
130.889,13.357
130.957,15.4435
131.015,18.1745
131.069,21.9026
131.129,27.7133
131.199,36.8206
131.378,65.753
131.437,72.3019
131.498,74.8019
131.556,72.5451
131.619,65.5149
131.815,33.1965
131.878,24.9574
131.933,19.6051
131.987,15.6313
132.041,12.7538
132.095,10.6841
132.165,8.8282
132.249,7.33644
132.359,6.02746
132.5,4.85502
132.678,3.73355
132.864,2.82922
133.018,2.27824
133.176,1.8844
133.391,1.52397
133.67,1.18251
133.903,0.962802
134.136,0.807282
134.415,0.68855
134.708,0.605606
135.031,0.549239
135.353,0.523864
135.461,0.522259
135.773,0.535556
136.397,0.599081
136.709,0.665896
137.021,0.773947
137.332,0.931824
137.618,1.13368
137.852,1.36084
138.047,1.62988
138.294,2.10398
138.58,2.81503
138.84,3.65102
139.043,4.53606
139.277,5.91853
139.527,7.8593
139.761,10.2632
139.969,13.0889
140.151,16.3724
140.312,20.3515
140.457,25.3882
140.587,31.7497
140.697,39.2486
140.795,48.7007
140.886,60.9094
140.962,74.9247
141.034,93.4706
141.107,119.143
141.172,150.375
141.242,195.503
141.32,261.81
141.432,383.392
141.559,524.125
141.638,581.714
141.7,596.697
141.771,577.017
141.858,506.914
142.056,284.209
142.134,212.905
142.204,163.464
142.275,126.567
142.338,101.753
142.407,81.8289
142.48,66.3649
142.558,54.1906
142.649,43.8374
142.755,35.1444
142.865,28.7091
142.989,23.3071
143.135,18.681
143.301,14.7996
143.489,11.5917
143.686,9.08237
143.879,7.22674
144.066,5.88965
144.264,4.86038
144.528,3.87254
144.794,3.14549
145.059,2.60938
145.366,2.17792
145.691,1.86576
146.145,1.57604
146.442,1.44593
146.775,1.37438
146.941,1.39274
147.124,1.48656
147.398,1.75512
147.672,2.13149
147.926,2.60779
148.147,3.19784
148.31,3.82517
148.45,4.60341
148.556,5.47623
148.646,6.56846
148.721,7.92172
148.785,9.63564
148.843,11.8288
148.902,14.9057
148.96,19.1551
149.019,24.9193
149.089,33.7353
149.27,60.9047
149.342,68.0076
149.4,69.953
149.456,68.1625
149.528,61.2201
149.732,30.9374
149.799,23.071
149.854,18.0213
149.912,13.9367
149.967,11.0016
150.027,8.62051
150.091,6.68307
150.164,4.98359
150.231,3.77837
150.294,2.87356
150.356,2.18153
150.413,1.70441
150.467,1.37447
150.52,1.13855
150.574,0.977114
150.631,0.866289
150.682,0.805811
150.768,0.75641
150.85,0.745335
151.042,0.780869
151.684,1.02545
151.876,1.14358
152.068,1.3316
152.293,1.64432
152.53,2.0908
152.684,2.49209
152.812,2.97702
152.928,3.62783
153.043,4.56621
153.171,5.97981
153.343,8.40612
153.533,11.7273
153.728,15.9747
153.915,21.0876
154.088,27.1723
154.242,34.3198
154.393,43.8457
154.537,56.3496
154.687,73.8707
154.873,101.942
155.095,136.38
155.197,146.806
155.3,150.552
155.392,147.478
155.528,133.301
155.88,78.9632
156.025,61.8396
156.121,53.6452
156.191,49.6376
156.262,47.7688
156.332,48.517
156.403,52.1267
156.612,70.4547
156.676,72.3449
156.738,70.2314
156.813,62.6188
156.999,34.9763
157.065,27.1628
157.124,21.9499
157.183,18.2132
157.253,15.1909
157.332,13.0344
157.442,11.1311
157.59,9.47127
157.789,7.93258
158.047,6.52849
158.351,5.35427
158.716,4.36853
159.136,3.58496
159.52,3.10074
160.091,2.70785
160.468,2.33632
160.92,2.10164
161.442,1.96682
161.739,1.94654
162.115,2.0059
162.412,2.17102
162.61,2.39406
162.759,2.66738
162.919,3.12817
163.075,3.80361
163.45,5.97395
163.561,6.3027
163.602,6.33275
163.711,6.16554
163.861,5.4749
164.125,4.01227
164.27,3.45206
164.422,3.09215
164.604,2.88247
164.726,2.83548
165.017,2.90265
165.493,3.11201
165.542,3.11371
165.833,2.99628
166.622,2.22349
166.982,2.0117
167.251,1.95615
167.427,2.0263
167.531,2.17676
167.634,2.47862
167.753,3.04129
167.898,3.76726
167.985,3.96876
168.001,3.97392
168.079,3.85313
168.184,3.39415
168.331,2.64924
168.427,2.31232
168.5,2.15729
168.643,2.02372
168.762,2.00086
169.022,2.04151
169.591,2.28618
170.159,2.70289
170.576,3.15681
170.993,3.80442
171.372,4.6529
171.703,5.71565
171.978,6.94823
172.243,8.60261
172.471,10.5647
172.698,13.2737
172.906,16.704
173.12,21.5104
173.336,28.0765
173.842,46.8498
173.994,50.2141
174.098,50.9278
174.267,48.9547
174.443,43.1617
174.892,21.5127
175.03,16.2488
175.148,12.8105
175.27,10.1831
175.401,8.07979
175.55,6.30438
175.7,4.9529
175.862,3.86574
176.014,3.109
176.165,2.54765
176.331,2.10494
176.525,1.75199
176.715,1.52711
176.98,1.33276
177.397,1.13369
177.813,1.02368
178.192,0.993478
178.723,1.03614
179.121,1.13779
179.784,1.44401
180.314,1.76541
180.736,2.13589
181.168,2.68247
181.54,3.3408
181.874,4.17259
182.172,5.22153
182.481,6.71914
182.741,8.38759
182.963,10.3114
183.186,12.9317
183.414,16.5066
183.643,21.1928
183.872,27.453
184.072,34.8447
184.247,43.592
184.399,53.9473
184.548,67.7521
184.691,85.8376
184.834,110.445
184.977,143.147
185.174,200.805
185.397,266.29
185.545,290.196
185.6,292.215
185.722,282.268
185.857,252.127
186.2,148.875
186.343,114.809
186.486,89.1805
186.623,71.093
186.775,56.4059
186.922,46.2529
187.074,38.6371
187.227,33.521
187.338,31.532
187.398,31.3134
187.489,32.6518
187.557,35.4052
187.632,40.5858
187.742,51.8978
187.882,66.9787
187.959,71.2607
187.988,71.6081
188.058,69.2902
188.141,61.4998
188.345,34.1659
188.418,26.4875
188.489,20.9426
188.545,17.8056
188.613,15.0372
188.698,12.7438
188.783,11.2341
188.914,9.69663
189.108,8.21911
189.39,6.79829
189.76,5.53701
190.188,4.52264
190.674,3.70604
191.258,3.01358
191.94,2.4503
192.682,2.02848
193.485,1.72297
194.158,1.56077
194.7,1.49242
194.971,1.48529
195.393,1.53008
195.684,1.62897
195.91,1.77923
196.098,1.99702
196.241,2.26612
196.364,2.62649
196.467,3.08684
196.555,3.66876
196.64,4.4929
196.719,5.58439
196.798,7.09196
196.886,9.33346
197.014,13.5094
197.149,17.921
197.244,19.7995
197.299,20.1247
197.38,19.4546
197.463,17.5683
197.702,9.73779
197.784,7.58028
197.863,6.04124
197.942,4.95904
198.01,4.32032
198.101,3.76619
198.214,3.37837
198.374,3.12901
198.585,3.03443
198.976,3.13593
199.448,3.52212
199.895,4.04734
200.0,4.14351
200.0,24.24
200.138,22.3706
200.273,20.6798
200.405,19.1557
200.534,17.7723
200.66,16.5208
200.783,15.3807
200.903,14.3459
201.021,13.4
201.174,12.2584
201.323,11.2453
201.468,10.3437
201.608,9.53931
201.744,8.81976
201.876,8.17449
202.003,7.59443
202.127,7.07179
202.247,6.5998
202.363,6.17263
202.476,5.78519
202.638,5.27028
202.793,4.8198
202.941,4.42816
203.083,4.08266
203.217,3.77991
203.346,3.51081
203.468,3.2733
203.586,3.06073
203.736,2.80905
203.877,2.59193
204.009,2.40365
204.133,2.23957
204.249,2.09594
204.411,1.91132
204.556,1.75943
204.689,1.6307
204.771,1.55668
204.924,1.42683
205.058,1.32213
205.176,1.23684
205.324,1.13732
205.448,1.06022
205.586,0.980488
205.689,0.924649
205.844,0.846797
206.0,0.7755
206.138,0.840682
206.273,0.909816
206.405,0.982621
206.534,1.05956
206.66,1.14029
206.783,1.2253
206.903,1.31419
207.021,1.40749
207.175,1.53934
207.324,1.67883
207.468,1.82601
207.609,1.98088
207.744,2.14342
207.876,2.3136
208.004,2.49133
208.127,2.67652
208.247,2.86904
208.364,3.06873
208.476,3.27544
208.639,3.59731
208.794,3.9355
208.942,4.28559
209.083,4.65037
209.218,5.025
209.347,5.4124
209.469,5.80739
209.586,6.21304
209.736,6.77294
209.877,7.34359
210.009,7.92216
210.133,8.5059
210.249,9.09217
210.411,9.97554
210.556,10.8417
210.69,11.7025
210.771,12.2621
210.925,13.3846
211.059,14.4507
211.176,15.4529
211.324,16.8129
211.448,18.0427
211.586,19.5184
211.689,20.7039
211.845,22.6184
212.0,24.71
212.272,22.6533
212.539,20.8053
212.8,19.1503
213.055,17.6573
213.304,16.3149
213.548,15.0994
213.786,14.0025
214.02,13.0057
214.247,12.103
214.47,11.2797
214.688,10.5317
214.901,9.84729
215.18,9.02023
215.45,8.28532
215.712,7.63053
215.966,7.04558
216.213,6.52171
216.452,6.05139
216.684,5.62813
216.909,5.24636
217.127,4.90122
217.339,4.58854
217.544,4.30467
217.839,3.92696
218.123,3.59606
218.392,3.30802
218.65,3.05359
218.896,2.83039
219.131,2.63177
219.354,2.45628
219.569,2.29905
219.843,2.1127
220.101,1.95173
220.342,1.81198
220.569,1.69006
220.782,1.58323
221.079,1.44574
221.345,1.33249
221.59,1.23639
221.881,1.13148
222.144,1.04402
222.375,0.973063
222.672,0.889016
222.838,0.845405
223.128,0.774171
223.427,0.706991
223.632,0.66456
223.877,0.616992
224.0,0.5945
224.571,0.647898
225.125,0.704197
225.663,0.763398
226.186,0.825491
226.693,0.890455
227.186,0.958261
227.664,1.02887
228.128,1.10223
228.579,1.17828
229.016,1.25695
229.647,1.37938
230.253,1.50791
230.829,1.64087
231.383,1.7793
231.909,1.92139
232.415,2.06821
232.895,2.21783
233.357,2.3714
233.948,2.58322
234.504,2.79895
235.026,3.01753
235.517,3.23794
235.978,3.45916
236.62,3.79227
237.199,4.11866
237.731,4.4428
238.363,4.85994
238.938,5.27219
239.442,5.66149
240.09,6.2035
240.452,6.52748
241.087,7.1357
241.743,7.82234
242.191,8.328
242.73,8.97814
243.0,9.322
243.184,10.0397
243.363,10.7959
243.539,11.5874
243.711,12.4185
243.934,13.5845
244.151,14.8288
244.362,16.1428
244.567,17.5266
244.766,18.9802
244.958,20.5033
245.145,22.0953
245.326,23.7552
245.501,25.4822
245.671,27.2748
