91-Pa-231(n,&gamma;) ENDF/B-VII.1
28.1316,26.0885
28.1532,35.8491
28.1864,54.511
28.2297,79.4636
28.2563,89.8209
28.2803,93.0998
28.3021,90.3888
28.3243,82.6752
28.3615,62.7313
28.3992,41.571
28.4214,31.6105
28.4385,25.7394
28.4556,21.5684
28.4684,19.558
28.4812,18.4975
28.4887,18.3177
28.5037,18.9497
28.5187,20.9579
28.5337,24.4424
28.5504,30.1846
28.5687,38.9353
28.59,52.4298
28.6205,76.8863
28.6662,116.077
28.69,131.03
28.7151,138.131
28.7196,138.305
28.7444,133.173
28.7667,120.682
28.8074,86.9008
28.8442,55.7184
28.8655,41.0301
28.8851,30.4296
28.9008,23.833
28.916,18.9109
28.9313,15.201
28.9465,12.4684
28.9643,10.2246
28.9836,8.6173
29.0011,7.67089
29.0186,7.05378
29.042,6.56877
29.0774,6.28548
29.0894,6.27324
29.1376,6.53752
29.1858,7.26598
29.222,8.1718
29.2581,9.51582
29.2912,11.3469
29.3187,13.6134
29.3408,16.2451
29.3591,19.3281
29.3784,23.9038
29.3956,29.6712
29.4106,36.576
29.4271,46.916
29.4424,59.8201
29.4593,78.706
29.4761,103.546
29.4932,135.86
29.5141,185.206
29.5416,265.823
29.5937,431.423
29.6206,493.307
29.6466,518.239
29.65,518.542
29.6735,501.568
29.699,449.883
29.7406,322.222
29.7767,209.528
29.7994,151.58
29.819,111.897
29.8361,84.9384
29.853,64.7103
29.8668,52.0512
29.8821,41.3303
29.8979,33.1903
29.9149,26.967
29.9319,22.6967
29.9488,19.885
29.9621,18.4848
29.9802,17.5065
29.9892,17.3733
30.0073,17.7564
30.0334,19.7111
30.062,23.4338
30.1208,32.7408
30.1515,35.6101
30.1656,35.9359
30.1921,34.6388
30.2222,30.4717
30.2953,16.0267
30.3196,12.1131
30.3422,9.3231
30.3623,7.49015
30.3799,6.31027
30.4022,5.25569
30.4241,4.57368
30.4532,4.00693
30.4969,3.55022
30.5491,3.27932
30.6244,3.11132
30.6621,3.08651
30.775,3.19048
30.8842,3.54006
30.9735,4.05382
31.045,4.67701
31.1165,5.58508
31.1788,6.73876
31.2323,8.15284
31.2783,9.87181
31.3154,11.7947
31.3525,14.504
31.3837,17.8157
31.4075,21.4345
31.4265,25.4433
31.4443,30.5796
31.463,38.1107
31.4796,47.4702
31.4962,60.3668
31.5114,76.2485
31.5277,99.1287
31.544,129.488
31.5618,172.924
31.5809,232.85
31.6034,323.207
31.6367,488.481
31.6806,718.76
31.7067,821.341
31.7343,871.34
31.7397,872.776
31.7638,845.073
31.7875,768.655
31.8264,577.597
31.8698,352.897
31.8926,255.912
31.9128,187.767
31.9288,145.197
31.9455,110.732
31.9603,87.0733
31.9752,68.9204
31.9909,54.453
32.0063,43.9288
32.0218,36.1196
32.0411,29.0965
32.0594,24.387
32.0806,20.5341
32.1071,17.326
32.1336,15.3648
32.1607,14.384
32.1742,14.2485
32.1967,14.5279
32.2298,15.9784
32.3019,21.0112
32.3364,22.1878
32.342,22.2045
32.3692,21.5032
32.4041,18.9077
32.481,10.8386
32.5103,8.50924
32.5353,7.13923
32.5503,6.5919
32.5704,6.17108
32.5854,6.08622
32.605,6.29209
32.6209,6.75873
32.6368,7.54855
32.6549,8.93002
32.673,10.9451
32.6918,13.8564
32.7126,18.1523
32.7356,24.309
32.772,36.4585
32.8147,50.994
32.8439,57.7864
32.8698,59.883
32.8971,57.5056
32.9283,49.8927
32.9986,26.205
33.0228,19.8194
33.0429,15.9299
33.059,13.8163
33.0711,12.8046
33.0873,12.2105
33.0914,12.1931
33.103,12.4203
33.118,13.2992
33.1368,15.2437
33.1616,19.0032
33.2268,31.1487
33.2559,34.7437
33.2792,35.6632
33.3041,34.4576
33.3332,30.5068
33.4124,14.571
33.4352,10.8098
33.4548,8.23996
33.4741,6.28147
33.4908,4.99931
33.5074,4.03274
33.5265,3.23297
33.5458,2.66922
33.5659,2.26712
33.5909,1.93526
33.621,1.68443
33.6612,1.47831
33.7264,1.28046
33.8016,1.14336
33.9019,1.03189
34.021,0.956651
34.1402,0.920829
34.2197,0.914855
34.3486,0.936591
34.4775,1.00939
34.5635,1.10428
34.6393,1.24388
34.7025,1.43436
34.7531,1.6834
34.7862,1.9413
34.8135,2.26487
34.8374,2.69592
34.8579,3.24924
34.8772,4.01588
34.8931,4.90519
34.9091,6.1137
34.925,7.73837
34.9409,9.88746
34.9569,12.6716
34.9751,16.757
34.9963,22.8594
35.0226,32.3612
35.0913,61.2417
35.1227,70.3563
35.1498,73.1003
35.1739,70.9359
35.2006,63.9827
35.2413,47.703
35.2835,30.0494
35.3085,21.4882
35.328,16.2013
35.3462,12.3327
35.3644,9.39293
35.3806,7.43678
35.3971,5.95013
35.4148,4.80745
35.4325,4.0064
35.4502,3.44926
35.4723,2.98567
35.4989,2.64514
35.5343,2.3988
35.5798,2.26734
35.5949,2.25292
35.6429,2.28001
35.7029,2.46102
35.7509,2.75738
35.7869,3.13283
35.8151,3.59992
35.8398,4.23287
35.861,5.05346
35.8787,6.03812
35.8963,7.4146
35.914,9.32473
35.9321,12.0223
35.9503,15.6573
35.9674,20.1174
35.9886,27.1744
36.0148,38.3163
36.0925,78.2725
36.1218,88.7823
36.1503,92.5822
36.1752,89.9465
36.2024,81.4244
36.2529,57.184
36.2897,40.0323
36.3114,32.2369
36.3316,27.0293
36.3457,24.658
36.3638,23.2349
36.3684,23.1775
36.382,23.762
36.3941,25.2941
36.4092,28.6843
36.4251,34.2307
36.441,42.1099
36.4591,54.376
36.4778,71.0118
36.5004,97.0281
36.5306,140.695
36.5936,241.296
36.6248,275.784
36.6532,287.987
36.6552,288.083
36.6853,278.129
36.7235,242.341
36.7822,177.489
36.8196,147.709
36.9366,82.5727
36.992,49.9453
37.0193,36.7626
37.0415,28.2159
37.0616,22.2046
37.0818,17.7276
37.102,14.5596
37.1183,12.7868
37.1368,11.4515
37.1554,10.7096
37.1743,10.4614
37.1921,10.6516
37.2124,11.3895
37.2327,12.7877
37.2512,14.8156
37.2707,18.0101
37.2874,21.9074
37.3042,27.2001
37.3209,34.2385
37.3382,43.7679
37.3568,56.9022
37.3784,76.4175
37.4054,106.844
37.4806,206.018
37.513,234.801
37.5398,242.819
37.5672,234.211
37.5994,205.179
37.6824,96.4107
37.7084,68.7461
37.73,50.6389
37.7486,38.5913
37.7672,29.3716
37.7839,23.1002
37.8006,18.3748
37.8173,14.8605
37.835,12.1464
37.8555,9.9169
37.8761,8.39225
37.8996,7.23519
37.9237,6.50416
37.9483,6.12901
37.9606,6.07614
37.9853,6.27152
38.0037,6.73676
38.025,7.71184
38.0452,9.18596
38.0654,11.3185
38.0881,14.6296
38.1135,19.5601
38.1501,28.5164
38.1995,41.188
38.2297,46.6115
38.2582,48.5102
38.2597,48.5105
38.2852,46.9775
38.3124,42.4616
38.3558,31.5208
38.3997,20.0145
38.4239,14.798
38.4468,10.885
38.4662,8.34581
38.4843,6.54964
38.5017,5.2457
38.5191,4.27997
38.5393,3.47843
38.5567,2.99549
38.5815,2.52958
38.6067,2.22511
38.6382,1.98434
38.6886,1.76363
38.7642,1.60378
38.855,1.54611
38.9504,1.59446
39.0396,1.743
39.1258,2.01702
39.1832,2.31073
39.2377,2.72433
39.2807,3.20143
39.3152,3.74274
39.3496,4.52947
39.3783,5.516
39.4013,6.67992
39.4214,8.13774
39.4386,9.87268
39.4564,12.3339
39.4732,15.5059
39.49,19.7718
39.5064,25.2725
39.5236,32.8347
39.5425,43.6587
39.5632,58.8803
39.5884,82.582
39.6212,120.517
39.6746,186.611
39.7079,216.245
39.7368,226.479
39.7397,226.569
39.7653,219.89
39.7951,196.927
39.8419,141.47
39.8841,90.2299
39.9105,64.0426
39.9306,48.1644
39.9507,35.7236
39.9679,27.5113
39.9851,21.2146
40.0012,16.7535
40.0173,13.3779
40.0354,10.5762
40.0534,8.55382
40.073,6.98953
40.0959,5.70401
40.1189,4.80674
40.1476,4.02062
40.1792,3.41519
40.2222,2.84239
40.2739,2.37792
40.3238,2.06823
40.3893,1.79285
40.4547,1.61671
40.5529,1.48236
40.6218,1.46599
40.6978,1.52828
40.7484,1.6315
40.799,1.81006
40.8421,2.0604
40.8775,2.39181
40.9041,2.77722
40.9263,3.25325
40.9484,3.95732
40.9683,4.88764
40.9855,6.02676
41.0028,7.5935
41.02,9.72661
41.0368,12.5137
41.0545,16.3726
41.074,21.9202
41.0943,29.3149
41.1196,40.9812
41.1571,62.303
41.2082,92.3123
41.2376,104.464
41.2678,109.436
41.2696,109.455
41.2984,105.475
41.3277,94.077
41.3784,64.8235
41.4179,42.1026
41.4442,29.8141
41.4655,21.9967
41.4847,16.498
41.5029,12.5108
41.5191,9.80895
41.5354,7.75356
41.5511,6.25332
41.5678,5.06619
41.5873,4.07623
41.6068,3.38651
41.629,2.84396
41.6535,2.44232
41.6849,2.10507
41.7227,1.857
41.7575,1.72776
41.7908,1.68407
41.8241,1.74029
41.8539,1.92074
41.8792,2.22135
41.8994,2.59838
41.9222,3.20927
41.9458,4.09271
41.9716,5.37303
42.0086,7.72471
42.0639,11.5441
42.0984,13.241
42.1297,13.7871
42.1596,13.2819
42.1941,11.6176
42.2785,5.88178
42.3074,4.32538
42.3318,3.32644
42.354,2.65826
42.3762,2.1841
42.3984,1.86292
42.4199,1.66062
42.4414,1.53403
42.4606,1.46561
42.5001,1.40896
42.5618,1.44085
42.6441,1.60937
42.7162,1.87041
42.778,2.21393
42.83,2.63792
42.8716,3.12484
42.9049,3.67282
42.9334,4.33294
42.9572,5.10752
42.981,6.21947
43.0018,7.63439
43.0207,9.47003
43.0389,11.9595
43.055,15.0007
43.0712,19.0842
43.088,24.7408
43.1046,32.1591
43.1229,42.8555
43.1403,55.8728
43.1602,74.7235
43.1859,105.249
43.224,161.245
43.2753,239.873
43.3048,272.553
43.3343,287.145
43.3398,287.52
43.3666,278.559
43.3942,252.583
43.438,189.392
43.4858,116.171
43.5112,83.8999
43.5331,61.582
43.5531,45.6079
43.5702,34.9588
43.5866,27.0278
43.6037,20.7248
43.6208,16.0351
43.6379,12.5908
43.6533,10.3063
43.6711,8.35192
43.6919,6.74746
43.7127,5.632
43.7395,4.65001
43.7644,4.01635
43.7977,3.42207
43.8393,2.91643
43.8886,2.5189
43.9366,2.26691
43.9969,2.08668
44.0573,2.04507
44.0888,2.09231
44.1208,2.21842
44.1529,2.47872
44.1796,2.87468
44.201,3.38245
44.2197,4.03167
44.2384,4.94229
44.2575,6.22535
44.2766,7.95566
44.2958,10.2212
44.3179,13.6014
44.3451,18.9022
44.3873,29.1672
44.4356,41.1441
44.4668,46.6396
44.4985,48.8454
44.5003,48.8531
44.5302,47.1271
44.5604,42.2938
44.6439,23.207
44.67,18.7116
44.6871,16.6482
44.7042,15.3414
44.7253,14.7761
44.7454,15.2515
44.7695,16.9422
44.8056,21.0509
44.8558,27.2661
44.8899,29.8309
44.9083,30.2236
44.9401,29.0825
44.9702,26.1158
45.0603,13.1902
45.0892,9.84915
45.1143,7.65211
45.1369,6.2275
45.157,5.35263
45.1742,4.85444
45.1958,4.51008
45.2102,4.4319
45.2318,4.52414
45.2533,4.87555
45.2749,5.53672
45.2954,6.54894
45.314,7.92274
45.3326,9.89973
45.3486,12.2402
45.3646,15.3559
45.3822,19.9506
45.3991,25.7219
45.4179,34.0234
45.4385,45.7811
45.4611,61.977
45.4892,86.9095
45.5657,163.837
45.599,186.808
45.6298,194.316
45.66,187.027
45.6938,163.862
45.7811,77.0318
45.8064,56.1166
45.829,41.1944
45.8491,30.7495
45.867,23.6019
45.8848,18.1302
45.9026,14.0397
45.92,11.1101
45.9369,9.03255
45.9538,7.5355
45.975,6.26339
45.9961,5.46888
46.0215,4.96586
46.0427,4.84712
46.0658,5.01814
46.086,5.46073
46.1068,6.27817
46.1276,7.56941
46.1468,9.29369
46.166,11.6484
46.1875,15.1838
46.2104,20.0609
46.2376,27.4151
46.2906,44.9628
46.3325,58.0259
46.3662,64.6257
46.3898,66.0531
46.4203,63.614
46.4495,57.2537
46.499,41.3186
46.5444,26.4226
46.5716,19.1489
46.5938,14.4481
46.614,11.1142
46.6342,8.58052
46.6544,6.7191
46.6716,5.55957
46.6894,4.68494
46.7073,4.06491
46.7286,3.56884
46.75,3.26611
46.7785,3.06727
46.7975,3.02848
46.8353,3.12586
46.8637,3.35357
46.8921,3.75875
46.9158,4.30168
46.9393,5.135
46.9581,6.11225
46.9768,7.49386
46.9956,9.4368
47.0112,11.6269
47.0268,14.4801
47.045,18.8199
47.0637,24.7219
47.0843,33.1681
47.1075,45.3546
47.134,62.9037
47.1795,99.7198
47.226,137.018
47.257,154.345
47.2885,161.087
47.2898,161.097
47.317,156.366
47.351,138.688
47.4015,98.4286
47.446,62.5538
47.472,45.3598
47.493,34.1467
47.514,25.3006
47.533,19.14
47.5497,14.9802
47.5663,11.7735
47.5829,9.33802
47.5994,7.52052
47.6182,6.0053
47.6369,4.91869
47.6588,4.02739
47.6838,3.33569
47.7101,2.84321
47.7401,2.45618
47.7801,2.10906
47.8301,1.83005
47.8864,1.6406
47.9408,1.54811
47.9681,1.53314
48.0178,1.57216
48.0515,1.67289
48.0852,1.88414
48.1077,2.12979
48.1302,2.50986
48.1499,3.00276
48.1695,3.70403
48.1878,4.60063
48.208,5.94566
48.2282,7.74314
48.2509,10.3976
48.2742,13.8629
48.3045,19.474
48.3793,35.3844
48.4126,40.5898
48.4439,42.7408
48.4496,42.7944
48.4783,41.4579
48.5076,37.6027
48.5551,28.0254
48.6061,17.2087
48.6339,12.396
48.6551,9.44168
48.6763,7.10817
48.6945,5.55626
48.7127,4.35922
48.7309,3.45519
48.7491,2.78399
48.7673,2.29173
48.7847,1.94588
48.8075,1.62709
48.8359,1.36751
48.8643,1.20111
48.8984,1.07059
48.9552,0.938443
49.0209,0.849974
49.0866,0.797047
49.218,0.749296
49.2786,0.744501
49.418,0.765591
49.5574,0.835755
49.6578,0.935778
49.7331,1.07156
49.7783,1.21621
49.8084,1.3727
49.8335,1.57074
49.8586,1.869
49.8787,2.21543
49.8988,2.69654
49.9189,3.35582
49.9404,4.31175
49.9618,5.58391
49.9857,7.42401
50.0133,10.1443
50.0555,15.3182
50.1157,22.9408
50.1519,25.9326
50.1803,26.7315
50.2121,25.8083
50.2473,22.8551
50.3382,11.8315
50.368,8.91823
50.3939,7.01228
50.4168,5.80157
50.4395,4.99476
50.459,4.58555
50.4784,4.40422
50.4849,4.39139
50.5043,4.49371
50.5238,4.8182
50.5428,5.38608
50.5641,6.39304
50.5824,7.66815
50.6006,9.44846
50.6189,11.8845
50.6379,15.3172
50.6571,19.9114
50.6782,26.5486
50.7016,36.1325
50.7261,48.8558
50.7609,71.1043
50.8305,119.832
50.8652,136.977
50.8971,143.261
50.9002,143.313
50.9297,138.862
50.9614,125.175
51.0197,86.9252
51.0606,60.9369
51.0858,48.583
51.1091,40.4914
51.1277,36.4493
51.1494,34.4077
51.1525,34.3395
51.1746,35.3303
51.1968,38.6155
51.2309,46.8724
51.296,64.7942
51.33,70.1454
51.3471,70.9235
51.3795,68.5379
51.4111,61.8328
51.4671,43.8429
51.5109,29.6458
51.5397,22.0365
51.5639,17.0871
51.5857,13.7456
51.605,11.5995
51.6223,10.2776
51.6376,9.54233
51.6591,9.14986
51.6798,9.47011
51.7005,10.5184
51.7212,12.3923
51.7419,15.238
51.7626,19.2236
51.7855,25.1806
51.8107,33.7993
51.8417,47.3862
51.9277,92.8594
51.9634,106.633
51.9959,111.978
52.0003,112.077
52.0326,108.259
52.0682,95.984
52.1578,51.9816
52.1852,41.562
52.2086,35.3719
52.2239,32.8621
52.2453,31.5764
52.2627,32.6319
52.2822,36.281
52.2999,42.171
52.3193,51.7723
52.3404,66.4041
52.3604,84.7159
52.3862,115.11
52.4186,163.488
52.499,301.334
52.5334,343.21
52.5669,359.547
52.5697,359.643
52.6033,345.416
52.6354,308.352
52.6937,209.71
52.7375,136.329
52.7652,98.4629
52.7885,73.0879
52.8085,55.9059
52.829,42.1868
52.8474,32.7671
52.8659,25.6048
52.8843,20.2406
52.9028,16.2657
52.9236,13.0225
52.9444,10.7218
52.9686,8.84831
52.9929,7.54919
53.0262,6.33952
53.0636,5.4399
53.1135,4.65617
53.1634,4.14526
53.2133,3.80584
53.2891,3.5144
53.3649,3.43054
53.4341,3.52609
53.5032,3.83695
53.5493,4.25182
53.58,4.70606
53.6108,5.41992
53.6364,6.34904
53.6569,7.43605
53.6774,8.96803
53.6978,11.1155
53.7183,14.0888
53.7388,18.13
53.7593,23.4946
53.7823,31.4048
53.8074,42.5363
53.8382,59.7538
53.9283,120.367
53.9621,136.841
53.9959,143.893
54.0002,144.003
54.0338,138.709
54.0656,124.918
54.1577,66.8162
54.1833,53.8627
54.209,44.5335
54.2294,40.0412
54.2495,38.3505
54.2532,38.3371
54.2753,40.2039
54.2975,45.3774
54.3212,54.475
54.35,69.8023
54.4074,109.13
54.4536,138.461
54.4876,151.462
54.5104,154.12
54.5428,148.905
54.5787,132.399
54.6746,68.4215
54.7039,52.8825
54.7306,42.3013
54.7521,36.3452
54.7732,32.6885
54.7943,31.101
54.7995,31.0238
54.8153,31.5736
54.8364,34.2324
54.8545,38.4789
54.8755,46.1929
54.8966,57.5978
54.9176,73.6647
54.9387,95.5297
54.9607,125.944
54.9848,169.26
55.0129,234.254
55.0476,334.934
55.1292,598.226
55.1679,681.694
55.1999,704.912
55.2321,680.943
55.2708,596.864
55.3711,277.187
55.4005,200.559
55.4266,146.744
55.45,109.476
55.4707,84.2067
55.4917,64.7889
55.5128,50.4606
55.5315,41.0689
55.5526,33.3599
55.5737,27.9138
55.5989,23.5176
55.6242,20.7858
55.6495,19.2998
55.6664,18.908
55.6905,19.185
55.7146,20.5899
55.7358,22.9851
55.757,26.7721
55.7781,32.3153
55.7993,40.0192
55.8227,51.5038
55.8484,68.2081
55.8796,94.3749
55.9296,146.621
55.9796,199.055
56.0148,225.273
56.0503,236.028
56.0531,236.124
56.0863,229.173
56.1303,202.274
56.1908,158.534
56.2278,142.785
56.252,139.663
56.2835,143.385
56.3685,167.839
56.3874,169.436
56.421,164.651
56.4546,149.919
56.505,114.694
56.5637,69.9942
56.5952,50.3206
56.6199,38.07
56.6435,28.9578
56.6645,22.8119
56.6855,18.2453
56.7056,15.0983
56.7258,12.9405
56.7459,11.5954
56.7661,10.9421
56.7795,10.8594
56.7992,11.2457
56.818,12.2199
56.84,14.2275
56.8588,16.8517
56.8776,20.4922
56.8979,25.7928
56.9212,33.9032
56.9468,45.6474
56.9756,62.4332
57.0216,95.7226
57.0744,135.047
57.1107,154.615
57.145,162.39
57.1497,162.493
57.1831,156.498
57.2204,137.617
57.3218,62.6679
57.3508,45.2175
57.3757,33.3034
57.3966,25.3978
57.4163,19.5902
57.436,15.1193
57.4556,11.7485
57.4735,9.44848
57.4929,7.58398
57.5123,6.21937
57.535,5.0819
57.5576,4.28322
57.5867,3.57726
57.6184,3.05856
57.6637,2.56519
57.7232,2.14245
57.7944,1.80542
57.8798,1.52983
57.9885,1.29192
58.1179,1.10178
58.2473,0.971209
58.4085,0.859793
58.5817,0.782025
58.8126,0.726099
58.9747,0.715383
59.1571,0.735477
59.2939,0.782189
59.4104,0.857627
59.5168,0.978872
59.5877,1.11325
59.6434,1.2803
59.6839,1.47112
59.7194,1.73411
59.7447,2.02048
59.7701,2.44308
59.7916,2.96448
59.8106,3.60143
59.8296,4.46248
59.8486,5.61528
59.8676,7.1371
59.8885,9.33617
59.9094,12.1894
59.9322,16.1515
59.9595,22.1525
59.996,32.1053
60.073,55.5109
60.1095,63.5315
60.1451,66.8599
60.15,66.9079
60.1844,64.426
60.2189,57.5815
60.2802,39.484
60.3273,25.6776
60.3577,18.4565
60.384,13.5444
60.4073,10.2087
60.4277,7.97903
60.4481,6.29179
60.4674,5.10344
60.4862,4.24524
60.5078,3.54494
60.5293,3.06536
60.5562,2.68072
60.5831,2.45401
60.6262,2.28644
60.6631,2.2565
60.7186,2.33561
60.7848,2.59464
60.8388,2.96426
60.8819,3.41724
60.9197,4.00877
60.9534,4.80887
60.9804,5.76693
61.004,6.98051
61.0243,8.43736
61.0445,10.4407
61.0643,13.1291
61.0838,16.6884
61.1032,21.4301
61.1226,27.6486
61.1437,36.4055
61.1663,48.5838
61.1928,66.8024
61.2252,95.0649
61.2834,157.528
61.3352,210.244
61.3741,235.108
61.4026,241.015
61.4367,233.497
61.482,203.975
61.5567,142.213
61.5947,120.492
61.6253,110.732
61.6683,106.297
61.6785,106.182
61.703,106.272
61.7565,102.945
61.797,93.4733
61.845,74.8974
61.9166,43.2801
61.9503,31.0068
61.9753,23.7962
61.9999,18.3503
62.021,14.9252
62.039,12.8149
62.0571,11.3945
62.0751,10.5981
62.0974,10.3885
62.1196,10.9439
62.1454,12.4376
62.1754,15.1631
62.2247,21.1722
62.2833,28.3896
62.3217,31.3301
62.3485,31.9541
62.3823,30.8745
62.4177,27.7528
62.4793,19.5395
62.5304,12.7316
62.5632,9.2243
62.591,6.9339
62.6165,5.35729
62.6398,4.29332
62.6605,3.5991
62.6864,2.99261
62.7123,2.60292
62.7433,2.33326
62.7744,2.20776
62.7962,2.17968
62.8396,2.2354
62.8831,2.43694
62.9157,2.71983
62.9429,3.09447
62.9676,3.60847
62.9907,4.31781
63.01,5.15299
63.0293,6.29539
63.0486,7.84717
63.0678,9.93184
63.087,12.6706
63.1066,16.3342
63.1285,21.6126
63.1508,28.5254
63.1786,39.4137
63.214,56.9048
63.306,108.92
63.3409,122.655
63.3778,128.364
63.3796,128.378
63.4139,123.905
63.454,108.664
63.5599,49.4125
63.5891,35.9621
63.6143,26.6553
63.6359,20.325
63.6566,15.5566
63.6755,12.1667
63.6944,9.54796
63.7132,7.55772
63.7333,5.98702
63.7525,4.87917
63.7718,4.06576
63.7949,3.37003
63.8219,2.82213
63.8528,2.41709
63.8835,2.15848
63.9143,1.99453
63.9553,1.88674
63.9758,1.8792
64.0066,1.93896
64.0349,2.09565
64.0587,2.33517
64.0825,2.71044
64.1063,3.26537
64.1302,4.04925
64.154,5.11083
64.1797,6.61311
64.2097,8.85804
64.2528,12.8887
64.3214,19.7499
64.3597,22.4901
64.3972,23.5629
64.4,23.5686
64.4343,22.7921
64.4696,20.5438
64.5331,14.4316
64.5822,9.72103
64.6138,7.29349
64.639,5.77602
64.6642,4.63014
64.6867,3.88951
64.7129,3.31845
64.7398,2.999
64.764,2.90578
64.7936,3.01922
64.8205,3.35463
64.8421,3.82188
64.8636,4.52603
64.8854,5.56735
64.9052,6.89944
64.925,8.7175
64.9448,11.1583
64.9646,14.3749
64.9867,19.0795
65.0093,25.3137
65.0361,34.7445
65.0669,48.4516
65.1183,76.4494
65.1759,107.758
65.2155,122.21
65.2498,126.505
65.2829,122.457
65.3199,109.414
65.3791,77.6812
65.431,49.2857
65.4619,35.4344
65.4877,26.1433
65.5121,19.2783
65.5341,14.5357
65.5537,11.2966
65.5746,8.6645
65.5939,6.85904
65.6132,5.51341
65.6325,4.51903
65.655,3.6857
65.6803,3.04194
65.7056,2.60797
65.7371,2.24834
65.7749,1.978
65.8128,1.81268
65.8632,1.69729
65.8936,1.67521
65.9366,1.71023
65.9745,1.83175
66.0062,2.04032
66.0315,2.32132
66.0568,2.75843
66.0789,3.32576
66.1011,4.13212
66.1232,5.25523
66.145,6.75301
66.1662,8.67642
66.1901,11.4761
66.2149,15.1649
66.2468,21.0946
66.2999,33.2048
66.3592,46.4436
66.3986,52.1248
66.4298,53.6098
66.4674,51.4762
66.51,44.6255
66.6122,21.3946
66.6446,15.4019
66.6724,11.3526
66.6952,8.78639
66.7174,6.86162
66.7377,5.54221
66.7579,4.56242
66.7782,3.85718
66.8025,3.29338
66.8268,2.96412
66.8547,2.80535
66.8647,2.79701
66.8945,2.91475
66.9208,3.21347
66.9464,3.73322
66.9687,4.43824
66.99,5.41805
67.0113,6.80021
67.0326,8.71155
67.0539,11.2991
67.0753,14.7444
67.0979,19.4527
67.1204,25.4156
67.1501,35.307
67.187,50.5414
67.266,86.9072
67.3049,100.235
67.343,106.037
67.3498,106.174
67.3828,102.906
67.4197,92.3403
67.4786,66.4176
67.5335,41.6136
67.5642,30.1906
67.5918,22.0198
67.6161,16.4086
67.638,12.523
67.6598,9.5952
67.6804,7.52531
67.7011,6.00531
67.7217,4.91414
67.7447,4.08378
67.7676,3.55572
67.7952,3.22377
67.8158,3.15364
67.8386,3.24335
67.8635,3.5581
67.8839,4.00971
67.9076,4.80572
67.9314,5.95257
67.9551,7.51619
67.9813,9.79223
68.0117,13.1976
68.0508,18.6466
68.1329,31.1392
68.1694,35.0121
68.2072,36.6162
68.21,36.6236
68.2445,35.4347
68.2871,31.1126
68.3956,14.894
68.4285,10.9132
68.4564,8.28473
68.4819,6.46523
68.5052,5.23469
68.5257,4.44871
68.549,3.82416
68.5726,3.43114
68.6022,3.20274
68.614,3.17988
68.6377,3.239
68.6614,3.43808
68.691,3.9166
68.7147,4.54482
68.7384,5.48555
68.7606,6.76758
68.7801,8.33582
68.7996,10.45
68.8191,13.2635
68.8387,16.95
68.8609,22.4534
68.8838,29.8328
68.9088,40.1392
68.9369,54.7176
68.9744,78.6763
69.0546,136.0
69.0942,157.043
69.1329,166.209
69.1397,166.426
69.1733,161.264
69.2108,144.577
69.2707,103.679
69.3264,64.6202
69.3576,46.6646
69.3856,33.8361
69.4104,25.0325
69.4326,18.9363
69.4524,14.7619
69.4719,11.5965
69.4914,9.19946
69.511,7.40914
69.5305,6.08666
69.5533,4.98466
69.5784,4.16444
69.6002,3.68798
69.633,3.26309
69.6657,3.10251
69.6712,3.099
69.6985,3.18559
69.7204,3.39487
69.7443,3.79888
69.7703,4.49562
69.7964,5.52345
69.8224,6.94488
69.8506,8.97854
69.886,12.2643
69.9932,24.385
70.0366,27.6684
70.0718,28.5423
70.1104,27.4527
70.1489,24.5688
70.2404,15.353
70.2692,13.2888
70.2904,12.384
70.3082,12.1187
70.3263,12.3746
70.3481,13.462
70.3677,15.2377
70.3881,17.9408
70.4136,22.5947
70.4442,30.0125
70.487,43.1644
70.5594,67.0227
70.6023,76.776
70.6401,79.794
70.6787,76.6575
70.7144,68.8466
70.7848,46.2211
70.8325,31.3751
70.8615,24.1363
70.8858,19.446
70.9102,16.0102
70.9255,14.5318
70.9459,13.36
70.964,13.0925
70.9821,13.5744
71.0002,14.8471
71.0183,16.9717
71.0378,20.2991
71.0612,25.8651
71.0843,33.2181
71.1097,43.5687
71.144,61.1553
71.2136,105.115
71.2635,133.934
71.3019,147.618
71.3296,150.718
71.3643,145.913
71.4048,129.451
71.4671,91.0982
71.518,59.5072
71.5503,43.0547
71.5752,32.8174
71.6001,24.7878
71.6209,19.662
71.6418,15.8134
71.6627,13.103
71.6794,11.6565
71.6961,10.7836
71.7128,10.4351
71.7295,10.5752
71.7512,11.4538
71.7715,12.9568
71.7969,15.7394
71.8273,20.3396
71.8701,28.7646
71.9509,46.2658
71.9895,52.0319
72.0272,54.1882
72.0292,54.1917
72.0645,52.3984
72.107,46.1094
72.1785,30.2266
72.2256,20.08
72.2571,14.5696
72.2854,10.6348
72.3091,8.08262
72.3331,6.10343
72.3536,4.81366
72.3741,3.83061
72.3947,3.09234
72.4181,2.47998
72.4437,2.01174
72.4722,1.66188
72.5007,1.42793
72.5406,1.21572
72.5863,1.0633
72.6585,0.915776
72.7396,0.816749
72.841,0.746216
72.9541,0.713193
72.9862,0.71116
73.0852,0.725398
73.1842,0.776701
73.2756,0.875284
73.339,0.998768
73.3771,1.11659
73.4152,1.29811
73.4469,1.53618
73.4723,1.82177
73.4951,2.18941
73.518,2.70758
73.5408,3.43446
73.5599,4.25149
73.5802,5.39308
73.603,7.08968
73.6259,9.31275
73.6512,12.5007
