96-Cm-242(n,&gamma;) ENDF/B-VII.1
30.5848,62.1638
30.6017,49.4491
30.6186,40.3292
30.6367,33.3033
30.6592,27.0808
30.6863,21.9217
30.7134,18.2656
30.7472,14.9565
30.788,12.0988
30.8374,9.66198
30.8867,7.91608
30.9445,6.42818
31.0121,5.17734
31.0798,4.2689
31.1686,3.40784
31.2602,2.77351
31.3729,2.21741
31.497,1.7874
31.6351,1.44925
31.7732,1.20643
31.9423,0.99324
32.1396,0.818609
32.3426,0.693031
32.5399,0.605896
32.7767,0.532222
33.0924,0.469187
33.487,0.429222
33.8027,0.41996
34.1273,0.430066
34.5442,0.47342
34.8209,0.526012
35.1437,0.622811
35.4014,0.741039
35.6129,0.881251
35.8272,1.08537
35.9981,1.31749
36.1636,1.63602
36.2965,1.99763
36.4104,2.42363
36.5162,2.96589
36.6111,3.63635
36.6979,4.48353
36.7739,5.50797
36.8471,6.89027
36.9041,8.38472
36.9611,10.4619
37.0099,12.9815
37.0506,15.9343
37.0831,19.2169
37.1102,22.9856
37.1374,28.3329
37.1591,34.4938
37.1767,41.4534
37.195,51.4645
37.2113,63.7768
37.2276,80.5744
37.2442,104.082
37.2605,135.073
37.2768,176.161
37.2939,232.567
37.3122,310.622
37.3336,427.484
37.3576,590.644
37.4314,1179.68
37.4607,1343.71
37.4876,1402.59
37.4898,1402.91
37.5156,1355.75
37.5443,1206.0
37.5931,821.218
37.6294,537.32
37.6538,382.333
37.6744,279.325
37.6907,215.475
37.707,165.366
37.7233,126.95
37.7396,98.0539
37.7558,76.6218
37.7713,61.5357
37.7884,49.286
37.8055,40.386
37.8226,33.8368
37.8426,28.1951
37.8698,22.8313
37.8969,19.0575
37.9308,15.661
37.9715,12.7485
38.0189,10.321
38.0732,8.33722
38.1301,6.82922
38.1993,5.50307
38.2726,4.48802
38.358,3.62802
38.4529,2.93789
38.5614,2.36981
38.6889,1.89431
38.8191,1.54591
38.9819,1.23476
39.1528,1.00235
39.3345,0.822848
39.5515,0.66817
39.7902,0.546696
40.0506,0.450856
40.3544,0.370789
40.6937,0.306815
41.0896,0.255162
41.5474,0.212083
42.1235,0.175526
42.7956,0.147702
43.3718,0.132242
43.9479,0.120647
44.7161,0.110729
45.8684,0.103539
46.6365,0.101994
48.0748,0.106049
49.1291,0.114248
50.4468,0.132675
51.501,0.155038
52.4235,0.184505
53.2141,0.220577
54.0048,0.272391
54.5319,0.320163
55.1249,0.393765
55.633,0.478513
56.1095,0.591983
56.4966,0.718835
56.854,0.878963
57.1964,1.09066
57.4943,1.34737
57.7772,1.68924
58.0154,2.09173
58.2388,2.61829
58.4398,3.28983
58.6073,4.07364
58.7562,5.03743
58.8939,6.27631
59.013,7.76414
59.1238,9.68903
59.2206,12.0445
59.309,15.0695
59.376,18.2288
59.4448,22.7008
59.5044,28.155
59.5565,34.9226
59.6012,43.254
59.6384,53.3182
59.6701,65.7401
59.698,81.6166
59.7231,102.138
59.7426,124.1
59.765,158.255
59.7851,200.103
59.8052,255.759
59.8253,328.821
59.8476,434.981
59.8699,572.021
59.8945,762.428
59.9258,1065.58
59.9831,1747.42
60.0315,2301.6
60.0643,2559.35
60.0999,2662.5
60.1357,2556.38
60.1744,2236.63
60.2757,1046.32
60.3055,760.259
60.3293,575.809
60.3516,438.238
60.374,331.499
60.3941,257.922
60.4142,201.789
60.4343,159.524
60.4549,127.203
60.4771,101.847
60.4992,83.411
60.5214,69.8324
60.5467,58.3931
60.5765,48.6198
60.6137,39.9047
60.6584,32.5188
60.7124,26.2195
60.7682,21.5365
60.8371,17.3565
60.9152,13.9653
60.9934,11.4968
61.0827,9.41213
61.187,7.6315
61.3061,6.15517
61.4364,4.98465
61.5741,4.07819
61.7305,3.32097
61.9166,2.66676
62.125,2.14172
62.3633,1.71226
62.6239,1.37516
62.9217,1.09963
63.2455,0.885739
63.614,0.710494
64.0049,0.576992
64.4516,0.466162
64.9497,0.377617
65.4727,0.310503
66.1189,0.24998
66.8458,0.201953
67.492,0.170703
68.2998,0.141996
69.2691,0.117155
70.2384,0.100287
71.2077,0.0872239
72.8232,0.0735353
73.7925,0.0680926
75.0849,0.0638023
76.3109,0.0622235
77.537,0.063021
79.0695,0.0680963
80.2955,0.075918
81.3682,0.0876494
82.2877,0.103215
83.054,0.122313
83.667,0.143966
84.3566,0.17849
84.893,0.217625
85.345,0.263982
85.7405,0.320042
86.0936,0.388655
86.4397,0.482303
86.7292,0.591607
86.9764,0.719744
87.2095,0.88513
87.4355,1.10889
87.6262,1.3745
87.7957,1.70365
87.944,2.10318
88.0853,2.63542
88.2088,3.29263
88.3112,4.05048
88.4101,5.07352
88.4949,6.31454
88.569,7.84981
88.6308,9.65767
88.6838,11.8589
88.7279,14.4976
88.7633,17.5213
88.795,21.3988
88.8233,26.2972
88.848,32.2622
88.8727,40.4746
88.896,51.0554
88.9183,64.585
88.9405,82.4369
88.9624,105.279
88.9861,137.118
89.0133,184.585
89.0408,246.143
89.0726,335.05
89.1135,475.669
89.2096,841.762
89.2534,960.08
89.296,1006.5
89.2998,1006.8
89.3381,974.531
89.3763,884.871
89.437,667.054
89.5062,403.509
89.5444,284.642
89.5761,206.258
89.6023,155.777
89.6277,117.553
89.6489,92.7692
89.6729,71.1239
89.6955,55.8005
89.7181,44.295
89.7435,34.8005
89.7697,27.8112
89.7979,22.4502
89.8297,18.2331
89.865,14.9757
89.9091,12.1671
89.9621,9.85382
90.0168,8.15742
90.091,6.51795
90.1758,5.20668
90.2623,4.2491
90.3611,3.45273
90.4794,2.76722
90.603,2.25116
90.7408,1.8319
90.9102,1.46125
91.0798,1.19452
91.2775,0.968208
91.5176,0.771817
91.7648,0.627291
92.0614,0.503389
92.4075,0.402051
92.7536,0.329998
93.142,0.271708
93.594,0.223269
94.1451,0.182566
94.7293,0.152951
95.3135,0.132946
96.0437,0.116691
96.7737,0.107696
97.5037,0.104891
98.1847,0.108156
99.0003,0.121338
99.5384,0.138823
99.942,0.159344
100.362,0.191582
100.677,0.227202
100.982,0.276809
101.223,0.332318
101.424,0.395687
101.622,0.481001
101.795,0.583951
101.949,0.710405
102.1,0.883493
102.227,1.08671
102.335,1.32599
102.437,1.63807
102.523,2.00564
102.597,2.43906
102.665,2.99039
102.721,3.62323
102.766,4.33684
102.804,5.20236
102.839,6.31455
102.87,7.73394
102.897,9.49055
102.921,11.713
102.946,14.764
102.971,18.9489
102.993,24.0394
103.017,31.1342
103.04,40.4397
103.064,52.4322
103.09,69.2477
103.12,94.3525
103.155,131.518
103.202,193.445
103.302,341.007
103.348,389.653
103.393,410.213
103.4,410.628
103.441,397.271
103.489,351.341
103.564,242.767
103.625,154.881
103.662,111.97
103.691,83.7584
103.72,62.0966
103.745,47.3614
103.77,35.9446
103.795,27.2861
103.82,20.9039
103.845,16.1961
103.869,12.7538
103.894,10.2451
103.921,8.26665
103.952,6.67759
103.987,5.44532
104.027,4.46835
104.073,3.68809
104.129,3.03032
104.193,2.48379
104.263,2.05756
104.346,1.68271
104.45,1.34904
104.558,1.0992
104.691,0.879369
104.839,0.705799
104.987,0.580548
105.154,0.477107
105.348,0.389061
105.561,0.31897
105.808,0.260213
106.068,0.21545
106.364,0.177999
106.717,0.14592
107.111,0.12028
107.561,0.0994871
108.042,0.0838255
108.619,0.0699439
109.253,0.0591426
110.022,0.0499773
111.023,0.0419471
112.176,0.0358905
113.407,0.0316946
114.638,0.0289959
116.484,0.0268534
118.286,0.0262641
120.064,0.0272714
121.25,0.0289423
122.436,0.0318327
123.326,0.034977
124.364,0.0409919
125.105,0.0477236
125.698,0.0555934
126.217,0.0650805
126.7,0.0780568
127.096,0.0933433
127.435,0.11176
127.762,0.137021
128.033,0.166761
128.289,0.206889
128.497,0.253307
128.682,0.310778
128.848,0.383654
128.985,0.466934
129.11,0.571774
129.217,0.695428
129.312,0.845905
129.402,1.04148
129.476,1.26953
129.543,1.56146
129.595,1.88996
129.637,2.26742
129.675,2.77548
129.706,3.36544
129.738,4.20481
129.764,5.21489
129.791,6.60446
129.818,8.51201
129.842,10.7818
129.869,14.1685
129.895,18.6631
129.923,24.7756
129.954,33.4422
129.985,44.793
130.022,62.0635
130.072,90.5142
130.185,165.609
130.243,194.134
130.293,204.229
130.3,204.384
130.345,197.776
130.395,176.884
130.474,126.488
130.545,80.104
130.588,56.9184
130.625,41.101
130.657,30.2385
130.684,23.0834
130.711,17.5636
130.737,13.3412
130.764,10.169
130.791,7.82069
130.817,6.14147
130.843,4.90797
130.869,4.0023
130.899,3.23793
130.931,2.68282
130.966,2.23297
131.011,1.84213
131.065,1.51913
131.132,1.23919
131.212,1.00439
131.297,0.827055
131.401,0.670171
131.511,0.550749
131.636,0.452187
131.782,0.369264
131.942,0.30361
132.121,0.250939
132.341,0.204679
132.591,0.168048
132.882,0.138539
133.227,0.114806
133.62,0.0967753
134.013,0.0847396
134.556,0.0739117
135.099,0.0672332
135.824,0.0625207
136.911,0.0610584
138.152,0.0648331
139.256,0.072707
140.291,0.0848942
141.154,0.0997914
142.016,0.121315
142.8,0.15003
143.553,0.189814
144.118,0.233841
144.62,0.289089
145.028,0.351601
145.428,0.436502
145.768,0.537894
146.082,0.669269
146.354,0.8282
146.583,1.01345
146.792,1.24465
146.97,1.5156
147.149,1.8904
147.298,2.32581
147.442,2.91863
147.561,3.60554
147.663,4.42169
147.752,5.40844
147.837,6.73504
147.901,8.14799
147.954,9.79985
148.003,11.9749
148.046,14.7284
148.079,17.8559
148.113,22.2305
148.143,27.5242
148.173,34.7163
148.204,44.939
148.234,58.1676
148.262,74.96
148.294,98.7874
148.324,128.773
148.36,173.247
148.402,240.513
148.455,344.342
148.578,618.522
148.635,714.245
148.688,753.754
148.7,755.05
148.751,728.904
148.812,637.619
148.97,290.994
149.015,210.018
149.054,154.859
149.089,114.5
149.12,87.6242
149.149,67.8635
149.179,51.8818
149.21,39.97
149.241,31.2003
149.27,25.0945
149.299,20.4424
149.333,16.5835
149.372,13.5157
149.412,11.2324
149.465,9.14408
149.529,7.43436
149.601,6.0851
149.69,4.91113
149.792,3.96637
149.907,3.21253
150.041,2.58946
150.188,2.10599
150.357,1.70967
150.549,1.39752
150.757,1.16036
150.995,0.974224
151.292,0.824037
151.59,0.735962
151.938,0.692726
152.047,0.691308
152.359,0.721874
152.567,0.77639
152.775,0.86881
152.935,0.976422
153.102,1.1394
153.24,1.33442
153.376,1.60498
153.497,1.95452
153.601,2.38439
153.684,2.8699
153.754,3.43446
153.809,4.06303
153.865,4.96881
153.906,5.96338
153.943,7.20359
153.974,8.68922
154.007,10.8844
154.037,13.7206
154.063,17.0063
154.089,21.3322
154.115,26.9837
154.143,34.843
154.172,45.7445
154.205,61.4061
154.237,81.4381
154.276,112.142
154.323,159.34
154.393,245.129
154.489,365.526
154.547,414.647
154.6,430.115
154.649,416.706
154.704,372.325
154.789,267.969
154.868,169.183
154.914,121.42
154.951,89.844
154.986,66.6618
155.019,49.4078
155.047,38.0312
155.075,29.432
155.103,22.8544
155.131,17.8885
155.159,14.076
155.19,11.1233
155.22,8.98915
155.255,7.25239
155.294,5.89737
155.335,4.89581
155.387,4.0301
155.45,3.31515
155.523,2.72998
155.616,2.2004
155.727,1.76273
155.849,1.42591
155.988,1.15255
156.133,0.946337
156.303,0.772305
156.48,0.64049
156.688,0.52694
156.931,0.431004
157.198,0.354804
157.542,0.285325
157.895,0.234596
158.308,0.192173
158.794,0.156621
159.336,0.128638
160.02,0.103568
160.715,0.0859443
161.508,0.0710849
162.5,0.0579398
163.492,0.0484899
164.782,0.0397536
166.269,0.0329331
167.261,0.0293238
168.848,0.0250116
170.832,0.0212054
173.213,0.0180129
175.594,0.0159568
177.974,0.0143977
181.149,0.0131086
185.681,0.0122229
188.398,0.0120408
195.19,0.0126807
199.265,0.013815
204.019,0.0160021
207.415,0.0184221
210.132,0.0210916
212.169,0.0236781
214.546,0.0275966
217.263,0.0338595
219.3,0.0406077
221.338,0.0501991
222.696,0.0590444
224.055,0.0709717
225.328,0.0859736
226.347,0.102772
227.338,0.125337
228.248,0.15401
229.025,0.188866
229.69,0.230369
230.26,0.279609
230.806,0.345142
231.305,0.430304
231.732,0.534015
232.113,0.664202
232.421,0.812166
232.706,1.00152
232.95,1.22526
233.187,1.52991
233.395,1.90693
233.561,2.32563
233.727,2.90947
233.864,3.58454
233.989,4.45025
234.081,5.33343
234.174,6.58349
234.25,8.03907
234.315,9.85868
234.372,12.1711
234.421,15.088
234.464,18.6214
234.505,23.4281
234.542,29.2499
234.579,37.0201
234.618,48.1162
234.657,62.8044
234.697,81.9422
234.737,107.144
234.784,144.82
234.839,199.391
234.913,289.764
235.048,469.556
235.122,540.35
235.189,567.986
235.2,568.576
235.264,549.248
235.328,495.599
235.43,366.854
235.537,226.337
235.599,159.956
235.646,119.194
235.688,90.8271
235.73,68.6385
235.769,52.5827
235.808,40.4156
235.846,31.5787
235.884,25.0
235.922,20.1291
235.966,16.0483
236.013,12.9411
236.067,10.511
236.126,8.6403
236.195,7.13693
236.284,5.77554
236.387,4.6748
236.512,3.75267
236.655,3.01662
236.806,2.46254
236.993,1.97865
237.207,1.59416
237.421,1.32256
237.67,1.09665
237.967,0.909655
238.323,0.759574
238.707,0.655218
239.141,0.583085
239.663,0.541078
240.01,0.534225
240.441,0.5468
240.98,0.597485
241.412,0.672428
241.836,0.788657
242.188,0.933016
242.54,1.14467
242.827,1.39584
243.079,1.7072
243.316,2.12433
243.518,2.6278
243.683,3.20435
243.834,3.93198
243.969,4.83568
244.082,5.88727
244.179,7.12738
244.265,8.65651
244.343,10.614
244.403,12.7855
244.455,15.3871
244.508,19.052
244.553,23.5747
244.598,29.8287
244.639,37.4375
244.679,47.6257
244.722,62.2451
244.765,81.6783
244.808,106.934
244.857,143.68
244.914,198.053
244.99,288.412
245.145,495.798
245.222,569.776
245.294,596.694
245.299,596.861
245.368,575.753
245.444,508.489
245.587,318.546
245.669,215.87
245.728,156.678
245.774,118.735
245.818,90.9474
245.861,69.3381
245.901,53.8887
245.944,41.431
245.987,32.2776
246.026,26.1796
246.071,20.9484
246.117,17.1705
246.168,14.0674
246.22,11.8281
246.292,9.61753
246.378,7.7891
246.468,6.43999
246.576,5.26771
246.702,4.28223
246.845,3.47244
247.018,2.78046
247.212,2.23037
247.438,1.77783
247.672,1.44509
247.923,1.18454
248.225,0.958567
248.577,0.771445
248.98,0.621134
249.411,0.507591
249.914,0.413642
250.432,0.344986
251.036,0.288152
251.74,0.242207
252.516,0.208083
253.292,0.185563
254.178,0.170116
255.28,0.162705
256.22,0.16513
257.16,0.176712
258.112,0.20095
258.945,0.237209
259.61,0.281868
260.156,0.335113
260.646,0.402476
261.087,0.487135
261.465,0.587323
261.822,0.718321
262.165,0.895704
262.452,1.10498
262.697,1.35219
262.928,1.67491
263.124,2.05393
263.292,2.49745
263.446,3.05168
263.593,3.78534
263.719,4.66613
263.829,5.74748
263.925,7.07548
264.008,8.75176
264.075,10.7327
264.132,13.1605
264.183,16.1746
264.226,19.8012
264.264,24.0112
264.308,30.5629
264.351,39.5156
264.395,51.6168
264.437,66.9729
264.483,89.0117
264.53,117.311
264.586,160.819
264.649,221.639
264.849,448.19
264.924,507.246
264.999,528.626
265.066,511.971
265.14,458.385
265.259,326.717
265.366,206.096
265.429,148.206
265.483,108.816
265.532,80.9501
265.577,61.371
265.619,47.3419
265.661,36.724
265.701,29.1403
265.745,22.9308
265.789,18.4155
265.839,14.7241
265.883,12.388
265.938,10.2712
266.008,8.36416
266.092,6.78772
266.19,5.50889
266.295,4.5302
266.421,3.68083
266.568,2.97044
266.736,2.39082
266.925,1.92502
267.146,1.538
267.38,1.24355
267.66,0.99227
267.968,0.796057
268.304,0.642788
268.661,0.524808
269.102,0.420061
269.55,0.343262
270.11,0.274281
270.712,0.221724
271.384,0.179583
272.168,0.144557
273.009,0.117614
273.997,0.0950676
274.842,0.0812379
275.0,0.0797013
275.0,12.5819
293.545,12.0558
319.781,11.3916
346.524,10.7997
370.618,10.328
399.427,9.82696
422.494,9.46716
459.616,8.95201
500.0,8.4649
543.879,8.00216
593.165,7.55144
629.307,7.25877
675.594,6.92251
731.915,6.56272
791.308,6.23081
857.609,5.9061
905.971,5.69446
967.62,5.45048
1000.0,5.33244
1090.51,5.04385
1176.4,4.80418
1257.08,4.60382
1366.47,4.36364
1465.31,4.17227
1583.81,3.96902
1716.07,3.76978
1872.98,3.56382
2000.0,3.41677
2103.98,3.31607
2299.12,3.14695
2519.33,2.98156
2681.45,2.87381
2889.82,2.74964
3000.0,2.68958
3288.4,2.5646
3550.98,2.46448
3868.16,2.35757
4239.49,2.24816
4604.07,2.15405
5000.0,2.06387
5613.08,1.96159
6073.66,1.89477
6676.5,1.81758
7000.0,1.78018
7913.08,1.69928
8603.02,1.64624
9510.8,1.58477
10000.0,1.5549
11326.4,1.49251
12570.8,1.44223
14118.2,1.38822
15988.1,1.3326
17881.9,1.28444
20000.0,1.23803
22991.2,1.1821
25283.2,1.14542
28337.3,1.10291
31317.0,1.06714
34868.2,1.03028
39665.1,0.987726
42305.6,0.967112
45992.2,0.916087
50000.0,0.867754
54102.7,0.822474
57701.7,0.787253
61823.9,0.751189
67161.0,0.710086
71578.0,0.68041
76103.2,0.653713
81480.3,0.625213
87663.6,0.596055
93628.9,0.570978
100000.0,0.546955
100000.0,0.546945
139957.0,0.464043
192037.0,0.391889
278858.0,0.336616
359616.0,0.305182
500000.0,0.26241
700000.0,0.236374
1300000.0,0.220485
1600000.0,0.195458
2300000.0,0.108552
2548570.0,0.0819305
2845320.0,0.0565549
3084370.0,0.0414744
3266050.0,0.0326724
3449300.0,0.0260426
3657720.0,0.0199493
3855140.0,0.0156186
4059330.0,0.0122337
4268430.0,0.00960683
4471510.0,0.00767384
4700540.0,0.00601336
4935390.0,0.00474391
5159800.0,0.00386023
5426420.0,0.0030745
5666990.0,0.00256317
6000000.0,0.00203428
6500000.0,0.00161345
7000000.0,0.00139692
7500000.0,0.00130234
8500000.0,0.00134459
9000000.0,0.00148221
1.0E7,0.00162364
1.05E7,0.00162089
1.1E7,0.00162395
1.225E7,0.00150222
1.35E7,0.00129956
1.48729E7,9.99343E-4
1.55E7,8.58506E-4
1.65E7,7.02029E-4
1.71868E7,6.28867E-4
1.75E7,5.88757E-4
1.85E7,5.29566E-4
1.9E7,4.83646E-4
1.95E7,4.65963E-4
2.0E7,4.27141E-4
