91-Pa-233(n,&gamma;) ENDF/B-VII.1
1.63579,4862.51
1.64363,5044.72
1.65057,4895.5
1.65879,4389.52
1.68173,2309.39
1.68995,1712.33
1.69714,1312.57
1.70432,1014.51
1.71074,816.959
1.71793,652.983
1.72614,518.063
1.73513,413.388
1.74411,337.993
1.75438,275.134
1.7667,220.924
1.78056,177.557
1.79673,141.753
1.81342,115.371
1.83395,92.1897
1.85654,74.2103
1.8817,60.0239
1.90685,49.7971
1.9392,40.3937
1.97693,32.7681
2.01493,27.4008
2.0586,23.1273
2.10955,19.8583
2.16236,17.9295
2.20461,17.486
2.23629,18.2153
2.2539,19.4724
2.26798,21.4538
2.27942,24.3252
2.28823,27.8724
2.29703,33.1904
2.30583,40.8609
2.31617,53.2614
2.33866,86.1685
2.34702,94.7289
2.35572,98.0043
2.36392,95.0632
2.3729,86.0386
2.39803,50.1127
2.40793,39.2588
2.41673,32.3654
2.42553,27.6655
2.43522,24.3441
2.44578,22.1644
2.45898,20.6882
2.48275,19.8068
2.51091,20.2464
2.54773,22.3843
2.58234,26.0906
2.61176,31.1081
2.63601,37.3054
2.65679,45.018
2.67527,54.8912
2.69144,67.3322
2.70587,83.3775
2.71799,102.757
2.72839,126.268
2.73705,153.33
2.74571,190.402
2.75379,237.7
2.76187,301.455
2.77082,396.229
2.78035,528.859
2.79392,767.32
2.81152,1083.39
2.82169,1200.19
2.82968,1230.22
2.83831,1194.27
2.84848,1072.31
2.87792,547.522
2.88745,411.69
2.89611,316.36
2.90419,249.246
2.91271,196.988
2.9218,156.833
2.93046,129.262
2.94085,105.499
2.95298,86.1741
2.9651,72.6136
2.98069,60.4861
2.99628,52.1744
3.0136,45.8285
3.03669,40.4752
3.06556,37.1045
3.08865,36.3543
3.12037,37.7575
3.14416,40.7746
3.16822,45.9992
3.19242,54.3883
3.21258,65.0753
3.22922,77.9092
3.24434,94.6096
3.25695,114.364
3.26753,137.45
3.27812,169.871
3.2877,211.732
3.29652,266.346
3.30408,330.752
3.31215,423.778
3.32009,546.611
3.32878,723.378
3.33912,993.25
3.36614,1824.78
3.37592,2028.82
3.38584,2102.07
3.39628,2014.52
3.40818,1742.29
3.4344,933.497
3.44397,693.5
3.4528,521.419
3.46023,410.573
3.46817,321.159
3.47548,259.734
3.4838,208.016
3.49212,170.22
3.50195,137.818
3.51253,112.77
3.52564,90.7262
3.54076,72.9311
3.55841,58.4532
3.57857,46.9435
3.59975,38.4277
3.62142,32.1181
3.65016,26.1545
3.68368,21.3744
3.72185,17.6743
3.7619,15.0434
3.81211,12.9152
3.86261,11.6707
3.9131,11.1184
3.92994,11.0801
3.97788,11.4216
4.01384,12.2372
4.04767,13.6698
4.07498,15.5776
4.09683,17.8913
4.11868,21.365
4.13506,25.2292
4.14872,29.8082
4.16237,36.3928
4.1733,43.9498
4.18422,54.6722
4.19363,67.6108
4.20273,84.6471
4.21244,109.155
4.22306,144.944
4.23459,194.922
4.2647,348.308
4.27708,390.994
4.28771,403.526
4.29965,387.38
4.31228,340.796
4.34383,180.893
4.35476,136.163
4.36447,105.094
4.37357,82.8712
4.38267,66.2145
4.39178,53.89
4.40118,44.5209
4.41181,36.8462
4.42455,30.3531
4.43881,25.3202
4.4555,21.2663
4.47553,17.9786
4.50041,15.3146
4.53076,13.313
4.56717,11.9718
4.60358,11.3513
4.62786,11.2263
4.66937,11.4527
4.72127,12.4781
4.76279,13.9875
4.80527,16.3969
4.84495,19.8375
4.87897,24.2593
4.90612,29.3565
4.93119,36.0344
4.95387,44.6892
4.97177,54.3319
4.98669,65.3606
5.00221,81.415
5.01474,99.7964
5.02638,123.734
5.03622,151.778
5.04607,190.191
5.05472,235.688
5.06412,301.467
5.07397,393.076
5.08441,519.504
5.09829,733.622
5.12574,1215.5
5.13911,1381.32
5.15157,1437.25
5.16274,1393.22
5.17492,1255.31
5.19736,870.412
5.21377,595.236
5.22526,441.016
5.23555,334.115
5.2451,259.016
5.25495,201.487
5.2639,162.783
5.27315,132.895
5.28389,107.417
5.29642,86.2013
5.31074,69.1585
5.32686,55.6848
5.34297,45.9851
5.36386,36.9302
5.38773,29.6411
5.4116,24.4085
5.44084,19.7804
5.47009,16.4295
5.50768,13.3201
5.55155,10.7679
5.60257,8.70249
5.65479,7.21918
5.71895,5.93988
5.79205,4.93712
5.87709,4.14589
5.97556,3.54125
6.07403,3.14393
6.17421,2.88554
6.30892,2.70848
6.37628,2.68374
6.5104,2.77051
6.61099,2.99363
6.6961,3.3623
6.76058,3.83503
6.81217,4.42543
6.85653,5.193
6.89625,6.23189
6.92462,7.31953
6.95248,8.8628
6.97415,10.6014
6.9922,12.6483
7.00974,15.5084
7.02263,18.5151
7.03553,22.7747
7.04611,27.7093
7.05694,34.7822
7.06597,42.8667
7.07525,53.9683
7.08518,69.8246
7.09576,92.209
7.10736,124.106
7.12116,171.621
7.15263,292.921
7.16449,326.195
7.1777,343.773
7.18071,344.412
7.19338,333.104
7.20679,299.417
7.23155,205.858
7.24909,140.704
7.26186,102.475
7.27231,78.09
7.28159,61.2947
7.29088,48.4345
7.29964,39.2282
7.30867,32.0762
7.31951,25.805
7.33163,20.8721
7.34452,17.2095
7.36,14.1597
7.37702,11.8354
7.39869,9.79942
7.42035,8.38633
7.44821,7.12215
7.48303,6.07027
7.51785,5.37162
7.56723,4.73985
7.62633,4.31418
7.69725,4.08483
7.74489,4.0477
7.82215,4.14734
7.89942,4.45343
7.97463,5.05197
8.02202,5.73574
8.0555,6.53828
8.07997,7.48418
8.09954,8.69462
8.11422,10.1022
8.12633,11.8033
8.13792,14.1228
8.14951,17.3916
8.1611,21.9122
8.17269,27.9579
8.18685,37.6109
8.20772,55.5678
8.22909,74.4301
8.24352,83.6998
8.25821,87.6999
8.26,87.7478
8.27236,85.438
8.28576,78.2784
8.30945,58.586
8.33134,39.9601
8.34551,30.369
8.35839,23.7881
8.37075,19.2322
8.38298,16.1022
8.39522,13.9962
8.4117,12.2537
8.43102,11.1767
8.4542,10.6167
8.47864,10.4829
8.52877,10.9873
8.58597,12.4351
8.63833,14.6191
8.68197,17.3581
8.71737,20.5903
8.74937,24.8598
8.77604,30.1478
8.79786,36.543
8.81726,44.8728
8.83423,55.3632
8.84878,67.7451
8.86526,86.6995
8.88272,113.357
8.90793,162.445
8.93625,219.453
8.95526,245.601
8.97167,253.512
8.98862,245.789
9.00802,220.764
9.05146,146.489
9.06989,123.29
9.08443,111.063
9.09898,104.024
9.11413,101.628
9.12856,103.512
9.14558,110.627
9.16314,123.772
9.18292,147.187
9.19943,176.18
9.21594,217.386
9.23134,271.117
9.24675,344.494
9.26271,446.242
9.28031,592.463
9.30783,879.933
9.33545,1168.68
9.35239,1289.53
9.36956,1333.97
9.38497,1297.82
9.40345,1170.25
9.45859,592.946
9.47674,440.995
9.4916,344.538
9.50701,268.398
9.52186,213.713
9.53727,171.731
9.55433,137.83
9.57358,110.406
9.59394,89.6518
9.61705,72.6991
9.64401,58.5815
9.67372,47.497
9.70894,38.1779
9.74855,30.8066
9.79477,24.8127
9.84539,20.282
9.89821,17.0223
9.95104,14.7966
9.99638,13.5262
10.0519,12.7235
10.0796,12.6837
10.1158,13.1623
10.14,14.0204
10.1641,15.6836
10.1828,17.9906
10.1994,21.3563
10.2127,25.4559
10.226,31.354
10.2383,38.9738
10.2519,50.2054
10.267,66.5262
10.2896,97.3847
10.3174,136.185
10.3345,152.28
10.3496,157.204
10.3635,153.043
10.3785,140.134
10.4049,104.461
10.4297,69.9058
10.4463,51.388
10.4597,39.9564
10.4715,32.3841
10.4852,25.9665
10.499,21.5522
10.5127,18.5896
10.5284,16.4142
10.5481,14.8612
10.5718,14.0566
10.5797,13.9744
10.6091,14.3408
10.6386,15.8042
10.6582,17.579
10.6788,20.4743
10.6964,24.2219
10.7126,29.1889
10.7273,35.4951
10.742,44.0642
10.7582,56.7371
10.7759,74.932
10.8018,108.992
10.8325,150.807
10.8512,168.493
10.8698,174.841
10.8857,169.93
10.9069,150.464
10.9602,78.387
10.9791,58.0885
10.9943,45.5155
11.0097,35.8731
11.0254,28.7108
11.0426,23.1488
11.0598,19.2552
11.0808,15.9774
11.1041,13.577
11.1274,11.9773
11.1587,10.6264
11.1917,9.87356
11.2246,9.65306
11.2556,9.92146
11.2867,10.7708
11.3132,12.2039
11.3339,14.0568
11.3516,16.4602
11.3694,19.9858
11.3866,24.922
11.4028,31.3402
11.4206,40.6068
11.4442,56.426
11.4814,83.4487
11.5027,93.9008
11.5199,96.7458
11.5365,94.0235
11.5578,83.7402
11.6128,44.9507
11.6327,33.9443
11.6485,27.3838
11.6657,22.1467
11.6805,18.9634
11.6972,16.4522
11.7149,14.7113
11.7327,13.6333
11.7593,12.8673
11.7681,12.7852
11.8023,13.128
11.8365,14.4942
11.8638,16.4824
11.8905,19.5752
11.9127,23.524
11.9306,28.1222
11.9479,34.5259
11.9624,42.002
11.9769,52.2337
11.9909,65.6722
12.0049,83.5171
12.0214,111.184
12.0401,151.924
12.0944,294.723
12.1129,326.669
12.1295,336.7
12.1471,325.743
12.1656,293.052
12.2226,143.798
12.2413,104.688
12.2555,81.5153
12.2696,63.8801
12.2823,51.6704
12.2956,41.8886
12.3116,33.2868
12.3286,26.8355
12.3473,21.796
12.3691,17.6855
12.3944,14.3764
12.4212,11.9376
12.4505,10.0246
12.4862,8.39249
12.5289,7.07086
12.5707,6.23057
12.6108,5.75069
12.6509,5.59011
12.6747,5.70892
12.6957,6.05566
12.7114,6.5882
12.7272,7.53867
12.7403,8.8543
12.7514,10.538
12.7629,13.0273
12.7743,16.5287
12.7858,21.2965
12.7972,27.5472
12.8103,36.6492
12.8288,52.7699
12.8647,87.1971
12.8817,98.7155
12.8982,103.203
12.8998,103.232
12.9144,100.14
12.9314,89.747
12.9589,64.0132
12.9818,42.2332
12.9966,30.7571
13.0087,23.2641
13.0201,17.7569
13.0304,13.9686
13.0399,11.3048
13.0512,8.96057
13.0625,7.3001
13.0738,6.13313
13.0851,5.31093
13.1005,4.55381
13.1209,3.92695
13.1455,3.46846
13.1782,3.09223
13.2273,2.76127
13.2924,2.52758
13.3918,2.38822
13.426,2.37808
13.5546,2.47318
13.6403,2.65599
13.7259,2.9621
13.8151,3.47414
13.8845,4.09092
13.9423,4.84295
13.995,5.83637
14.043,7.16398
14.079,8.59279
14.1098,10.2932
14.1407,12.7019
14.1651,15.4282
14.1844,18.4086
14.2036,22.5433
14.2214,27.9388
14.2381,35.1123
14.2521,43.3217
14.2671,55.2551
14.282,71.3214
14.2983,94.4797
14.3167,128.671
14.3403,183.602
14.379,279.919
14.3964,311.145
14.4166,327.713
14.4197,328.034
14.4385,317.093
14.4577,285.89
14.4971,189.781
14.5228,130.167
14.54,98.6791
14.555,77.2827
14.57,61.2291
14.5851,49.6904
14.5986,42.6417
14.6122,38.1507
14.6244,35.9452
14.6379,35.2171
14.6541,36.3402
14.6743,40.0578
14.7203,51.0218
14.7424,53.2143
14.7451,53.2169
14.7641,51.4727
14.7878,45.3377
14.8425,24.9397
14.8628,18.8171
14.8797,14.9163
14.8949,12.278
14.9131,10.0055
14.9315,8.44539
14.954,7.20023
14.9797,6.30601
15.0182,5.51227
15.0621,5.0048
15.1242,4.65863
15.1756,4.58155
15.249,4.72659
15.3225,5.1738
15.3865,5.87417
15.4399,6.77463
15.4932,8.11634
15.5355,9.67533
15.5718,11.5705
15.6049,14.0182
15.6348,17.1941
15.6597,21.0125
15.6803,25.5285
15.6981,31.0213
15.7141,37.9399
15.729,46.9202
15.7439,59.4099
15.7564,73.4739
15.7703,94.2586
15.784,121.32
15.7993,160.596
15.8169,218.559
15.8407,316.077
15.878,477.731
15.9007,544.812
15.9197,564.478
15.9359,550.671
15.9536,506.613
15.9826,391.589
16.0159,250.439
16.0351,185.157
16.0511,143.885
16.0653,117.154
16.0784,100.069
16.0896,90.2768
16.103,83.3925
16.1209,80.4552
16.1478,83.7321
16.1821,89.1899
16.1869,89.3329
16.2096,86.6617
16.2287,79.9973
16.2616,61.9107
16.2989,40.0501
16.3194,30.5073
16.3371,24.184
16.3539,19.7135
16.3735,16.0213
16.3902,13.8439
16.4125,11.9081
16.4348,10.6975
16.4683,9.71397
16.5047,9.40102
16.5352,9.68024
16.5656,10.5916
16.5859,11.7277
16.6085,13.7753
16.6279,16.5014
16.6468,20.3806
16.6653,25.6549
16.6849,33.1257
16.711,45.9281
16.7601,72.7496
16.7845,81.8015
16.8096,85.2139
16.8664,79.9293
16.8835,81.3594
16.9015,87.7642
16.9188,99.6179
16.9432,125.002
16.9846,174.226
17.0058,189.186
17.0179,191.567
17.0389,183.893
17.0613,161.095
17.1179,79.6029
17.1362,58.1361
17.1521,43.4465
17.1663,33.4056
17.1804,25.8252
17.1934,20.6401
17.2076,16.4728
17.2217,13.4602
17.2359,11.2712
17.2512,9.54285
17.2701,8.02234
17.2937,6.70331
17.322,5.61576
17.3603,4.62045
17.4064,3.82559
17.458,3.22362
17.5243,2.70502
17.604,2.29952
17.6829,2.03456
17.7604,1.85845
17.8638,1.71385
17.96,1.65651
17.992,1.65532
18.0561,1.69051
18.1203,1.81588
18.1552,1.9758
18.1844,2.23335
18.2018,2.49294
18.2211,2.93152
18.2362,3.44044
18.2533,4.24654
18.2703,5.35963
18.2899,7.06011
18.3167,10.0685
18.3569,14.9176
18.3772,16.6492
18.3995,17.3884
18.4,17.3887
18.4224,16.682
18.4466,14.5671
18.502,8.05297
18.5212,6.24516
18.5387,4.98681
18.5562,4.0758
18.5737,3.45468
18.59,3.07621
18.6028,2.88068
18.6285,2.67561
18.6471,2.63323
18.675,2.6852
18.703,2.85934
18.7355,3.25788
18.7572,3.71607
18.7762,4.33788
18.7934,5.19312
18.8083,6.26237
18.8231,7.77093
18.838,9.87119
18.8514,12.4171
18.8674,16.417
18.8834,21.5869
18.9057,30.6842
18.9554,53.9643
18.9799,61.8042
18.9998,63.9693
19.0203,61.6489
19.0434,54.25
19.1017,27.3587
19.1203,20.2757
19.1374,15.1314
19.1529,11.6139
19.1677,9.09094
19.1826,7.25353
19.1974,5.94074
19.2126,4.99666
19.2297,4.26054
19.2526,3.62845
19.2811,3.1565
19.3146,2.8348
19.3586,2.5988
19.4246,2.44072
19.4686,2.40792
19.5771,2.47062
19.7161,2.75971
19.8377,3.19866
19.9558,3.8525
20.0502,4.62852
20.1311,5.5914
20.1985,6.74943
20.2524,8.0821
20.2998,9.80804
20.3339,11.6976
20.3567,13.5459
20.3795,16.248
20.3963,19.1173
20.4151,23.7017
20.4319,29.4634
20.4491,37.5603
20.467,48.764
20.4873,65.4259
20.5173,96.3732
20.5592,141.3
20.5827,158.186
20.6067,164.09
20.6264,159.928
20.6599,139.76
20.6959,116.587
20.7151,111.051
20.7199,110.906
20.7342,114.158
20.7486,123.908
20.763,141.413
20.7773,168.133
20.7916,205.555
20.8078,262.416
20.8267,349.451
20.849,479.585
20.9035,839.799
20.9268,946.028
20.9496,983.56
20.9683,958.186
20.9881,880.706
21.0201,683.348
21.0592,422.285
21.0803,306.704
21.0986,228.109
21.1147,175.125
21.1307,134.956
21.1467,105.217
21.1631,83.0799
21.1802,66.505
21.1993,53.5852
21.2183,44.5353
21.2404,37.154
21.2681,30.8643
21.3013,25.9044
21.3405,22.2356
21.3742,20.3426
21.4163,19.2137
21.4332,19.1143
21.4686,19.6033
21.4955,20.7386
21.5292,23.491
21.5534,26.8568
21.5769,31.9181
21.5966,38.1107
21.6151,46.2485
21.6348,58.0893
21.6544,74.0226
21.6775,98.6248
21.7067,138.605
21.7595,218.042
21.783,243.032
21.8061,253.466
21.8094,253.646
21.8316,246.195
21.8549,223.801
21.897,161.928
21.9335,108.003
21.956,81.3601
21.9768,62.1754
21.9964,48.488
22.0155,38.6383
22.0352,31.2453
22.0549,25.9031
22.0768,21.6454
22.1015,18.2823
22.1324,15.4397
22.1694,13.2395
22.2054,11.8824
22.2593,10.7548
22.3132,10.401
22.3697,10.7412
22.4262,11.9058
22.4703,13.628
22.5089,16.0843
22.5411,19.2837
22.5668,23.1494
22.5869,27.5094
22.607,33.7298
22.6251,41.723
22.6408,51.283
22.6569,64.5425
22.673,82.337
22.6893,106.081
22.707,139.516
22.7289,192.746
22.7611,290.76
22.8009,415.858
22.8255,469.65
22.8498,488.83
22.8706,474.527
22.8934,429.457
22.9321,312.227
22.9667,204.911
22.9888,149.401
23.0079,112.175
23.0236,88.738
23.0407,69.5186
23.0571,56.3678
23.0734,47.1991
23.0897,41.1676
23.107,37.5004
23.1221,36.1958
23.1423,36.8476
23.1643,40.3394
23.19,47.5441
23.2542,71.306
23.2813,77.4253
23.2964,78.377
23.3205,75.7707
23.3501,66.4837
23.4201,34.9464
23.4453,25.8939
23.466,20.2327
23.4863,16.0794
23.5059,13.1636
23.5276,10.8796
23.5494,9.30835
23.5769,7.98816
23.6136,6.91476
23.6594,6.18179
23.7145,5.82622
23.7328,5.80725
23.7845,6.02479
23.8233,6.5135
23.8563,7.2662
23.8832,8.24452
23.9101,9.77078
23.9302,11.4921
23.9508,14.043
23.9687,17.1973
23.9866,21.5479
24.0054,27.7883
24.0233,35.6761
24.0448,47.9672
24.0721,67.8838
24.129,114.477
24.1553,129.299
24.1797,134.198
24.2044,129.25
24.2328,112.923
24.2982,60.4835
24.321,45.7468
24.3412,35.9597
24.3582,30.0325
24.3753,26.054
24.3928,23.6625
24.4136,22.5153
24.4222,22.4179
24.4794,23.3413
24.5097,22.5116
24.5346,20.5071
24.5743,15.5786
24.6152,10.3075
24.6406,7.73389
24.6625,6.06893
24.6821,4.97879
24.7017,4.19365
24.727,3.5066
24.7558,3.01473
24.7904,2.64804
24.8421,2.31578
24.8992,2.08939
24.985,1.89742
25.0757,1.83081
25.15,1.88621
25.2132,2.05302
25.2574,2.28783
25.2927,2.60949
25.3236,3.07332
25.3457,3.5847
25.3671,4.30784
25.388,5.33384
25.4069,6.62948
25.4261,8.43006
25.4471,11.0315
25.4712,14.9488
25.5084,22.5333
25.5498,31.0409
25.5762,34.6733
25.5997,35.7935
25.6223,34.7444
25.6511,30.7516
25.7264,15.2467
25.7497,11.3892
25.7701,8.73724
25.7897,6.81681
25.8092,5.40039
25.8278,4.42052
25.8489,3.62943
25.8701,3.08028
25.8942,2.64859
25.9217,2.31871
25.9589,2.03119
26.0053,1.81664
26.0611,1.67804
26.1392,1.6146
26.2207,1.6701
26.2751,1.78058
26.3294,1.9739
26.3806,2.27979
26.4205,2.67529
26.4445,3.03708
26.4685,3.56657
26.4888,4.23033
26.506,5.03649
26.5232,6.17097
26.5404,7.76626
26.5564,9.80125
26.5733,12.6961
26.5902,16.5128
26.6089,21.9657
26.6326,30.7012
26.6984,59.7483
26.7217,67.2439
26.747,70.7886
26.7505,70.842
26.7736,68.5233
26.7992,61.2256
26.8674,32.8242
26.8893,25.5575
26.9081,20.9749
26.9246,18.3059
26.9357,17.2055
26.9486,16.6076
26.9541,16.5709
26.9708,17.2215
26.9874,18.9637
27.0059,22.0904
27.0327,28.5415
27.102,48.8555
27.1256,53.3824
27.1484,54.9798
27.1751,52.9645
27.2036,46.7906
27.2796,23.3053
27.3034,17.4083
27.3241,13.3869
27.3442,10.4448
27.364,8.31991
27.3837,6.79301
27.4059,5.60359
27.429,4.7744
27.4567,4.13618
27.4844,3.74151
27.5121,3.50056
27.5602,3.31486
27.5713,3.30341
27.6227,3.3768
27.674,3.65433
27.7231,4.14855
27.7677,4.877
27.8048,5.8117
27.8369,7.03142
27.8617,8.4065
27.8814,9.94584
27.9012,12.0796
27.921,15.0902
27.9396,19.0578
27.9563,23.9266
27.9736,30.6678
27.9923,40.389
28.0125,54.176
28.0352,74.0749
28.0678,109.767
28.1106,159.867
28.141,185.791
28.1667,194.641
28.1697,194.74
28.1924,189.072
28.2145,173.719
28.2491,136.779
28.2933,85.3848
28.3186,60.9957
28.339,45.5311
28.3567,35.0701
28.3741,27.2098
28.3914,21.2831
28.4087,16.8824
28.4272,13.442
28.4478,10.725
28.4701,8.67511
28.4948,7.08978
28.5245,5.77678
28.555,4.83122
28.5942,3.97461
28.6412,3.26495
28.6961,2.69774
28.759,2.25847
28.8324,1.92266
28.896,1.73918
28.9596,1.64667
28.9808,1.6422
29.023,1.70363
29.0462,1.80701
29.0695,1.99745
29.0928,2.32093
29.1126,2.74322
29.133,3.35996
29.1533,4.19104
29.181,5.66673
29.2441,9.70662
29.2721,10.9921
29.2991,11.4508
29.2995,11.4508
29.3223,11.1212
29.3466,10.1355
29.3896,7.43587
29.428,4.99477
29.4525,3.76157
29.4734,2.9555
29.4944,2.36511
29.5118,2.01107
29.5351,1.68791
29.5584,1.48467
29.5887,1.33064
29.6259,1.233
29.6818,1.17072
29.7307,1.15383
29.8413,1.18101
29.9518,1.27562
30.0723,1.46463
30.1627,1.69215
30.2476,2.01647
30.3133,2.39005
30.3681,2.83791
30.4174,3.41835
30.4584,4.12197
30.4913,4.94012
30.5192,5.95697
30.5439,7.29078
30.5636,8.85496
30.5822,10.9764
30.5994,13.7731
30.6148,17.2058
30.6301,21.8354
30.6452,27.8798
30.6616,36.58
30.678,47.9018
30.6967,64.3232
30.7186,88.7091
30.7531,136.126
30.7958,196.337
30.8237,223.646
30.85,232.842
30.8763,223.718
30.9042,196.656
30.9762,97.6128
30.9979,73.3688
31.0159,57.4405
31.034,45.5818
31.048,39.1031
31.0619,34.8069
31.0758,32.56
31.0846,32.1478
31.098,32.9561
31.1144,36.2686
31.1308,42.1093
31.1512,52.8996
31.1746,69.5335
31.2463,133.025
31.2751,150.36
31.2996,155.285
31.3217,150.892
31.3497,134.506
31.3927,95.7697
31.4294,62.2789
31.4523,45.2488
31.4709,34.2047
31.4896,25.6387
31.5068,19.6666
31.5226,15.55
31.5385,12.4769
31.5543,10.2104
31.5736,8.24275
31.5927,6.90865
31.6156,5.8235
31.6385,5.09225
31.669,4.44227
31.7068,3.93011
31.7521,3.5589
31.8199,3.28696
31.8651,3.23498
31.9476,3.35206
32.03,3.7502
32.085,4.21689
32.1455,5.00594
32.1972,6.04527
32.2357,7.17502
32.2671,8.46887
32.2985,10.3152
32.3236,12.449
32.3471,15.3196
32.3683,19.0296
32.3871,23.6636
32.4052,29.7737
32.4209,36.8574
32.4366,46.0362
32.4546,59.7674
32.4738,78.8111
32.495,105.682
32.5205,146.142
32.5904,276.206
32.6199,315.638
32.6476,330.276
32.6496,330.35
32.6751,319.62
32.7049,282.918
32.7642,173.103
32.796,118.475
32.8195,86.2155
32.8387,65.5688
32.8579,49.6485
32.8752,38.7999
32.8929,30.4416
32.9105,24.2442
32.9286,19.586
32.9497,15.6666
32.9733,12.6403
32.9968,10.5177
33.0239,8.77839
33.0537,7.40528
33.091,6.18003
33.1321,5.22056
33.1887,4.31212
33.2453,3.70211
33.3019,3.28736
33.3659,2.98675
33.43,2.83275
33.4728,2.81034
33.5358,2.92761
33.5721,3.12276
33.6084,3.48675
33.6356,3.9425
33.6629,4.64167
33.6901,5.68575
33.7152,7.04394
33.7446,9.19143
33.7846,13.0125
33.8445,19.0891
33.8795,21.345
33.9047,21.8319
33.9291,21.3217
33.9641,19.1966
34.0314,13.6293
34.0581,12.0633
34.0837,11.3331
34.0912,11.2929
34.1136,11.7218
34.1333,12.8886
34.1529,14.9692
34.1725,18.1826
34.1921,22.7874
34.2127,29.3804
34.2332,38.0198
34.26,52.4659
34.3053,82.7922
34.343,107.508
34.3732,120.975
34.3999,125.06
34.4241,121.53
34.4486,111.621
34.4888,86.3127
34.5379,53.0547
34.5639,38.6692
34.5844,29.6107
34.6049,22.5509
34.6248,17.3875
34.6418,14.0673
34.6607,11.3024
34.68,9.24358
34.7005,7.66984
34.721,6.54472
34.7504,5.44757
34.7838,4.64544
34.8272,4.00609
34.8706,3.63086
34.9358,3.37264
34.9704,3.34884
35.0313,3.48872
35.0719,3.73634
35.1125,4.16667
35.1469,4.76369
35.1752,5.52364
35.1999,6.5163
35.2211,7.74075
35.2422,9.46658
35.2617,11.6536
35.2815,14.6762
35.3034,19.1496
35.3252,25.0396
35.3517,34.2145
35.3901,50.8483
35.4417,73.8773
35.4732,83.2608
35.5003,86.048
35.5307,82.5682
35.5618,72.8497
35.643,37.5756
35.6695,28.3638
35.6933,22.0056
35.7132,18.0574
35.733,15.1859
35.7542,13.1095
35.7754,11.8488
35.7895,11.3768
35.8165,11.1551
35.8435,11.7471
35.8638,12.7636
35.8874,14.7382
35.907,17.2496
35.9259,20.7242
35.9448,25.6026
35.9637,32.349
35.9826,41.4999
36.0015,53.6112
36.0236,72.1192
36.0472,97.5967
36.0791,140.393
36.1417,231.134
36.172,260.577
36.1997,270.067
36.2239,262.726
36.252,237.808
36.2953,177.778
36.3418,110.418
36.3686,79.0014
36.3906,58.6909
36.4111,44.1732
36.43,34.0118
36.4489,26.4046
36.4662,21.205
36.4851,17.0053
36.504,13.9412
36.5277,11.2252
36.5535,9.18838
36.5794,7.77052
36.6118,6.53554
36.6507,5.53692
36.6898,4.8817
36.7289,4.48731
36.7679,4.34509
36.8031,4.49081
36.8324,4.9028
36.8558,5.50649
36.8793,6.43778
36.9022,7.74567
36.9291,9.85377
36.9594,12.9909
37.0336,22.2497
37.0617,24.9069
37.0906,26.2399
37.0984,26.3072
37.1281,25.3902
37.1567,22.9594
37.2104,16.132
37.2514,10.9753
37.2807,8.03686
37.3041,6.225
37.3261,4.93028
37.3481,3.96485
37.3696,3.27246
