91-Pa-233(n,&gamma;) ENDF/B-VII.1
37.393,2.72847
37.4204,2.28813
37.4516,1.94963
37.4907,1.67121
37.5395,1.44534
37.6079,1.24426
37.6958,1.08442
37.7935,0.974868
37.94,0.88456
38.1158,0.850358
38.2656,0.87555
38.3781,0.934649
38.4726,1.02468
38.5581,1.15926
38.6294,1.34131
38.6802,1.54585
38.7167,1.76932
38.7486,2.06692
38.776,2.46203
38.8,2.99157
38.8205,3.6622
38.8385,4.48796
38.8564,5.61763
38.8753,7.22558
38.8924,9.15567
38.9129,12.1718
38.9343,16.2185
38.9625,22.9729
39.0384,44.5412
39.0686,50.6752
39.0973,53.0521
39.1005,53.0769
39.1274,51.3571
39.1605,45.1421
39.2416,22.9457
39.2694,16.8407
39.2922,13.0461
39.3122,10.6096
39.3293,9.11361
39.3487,7.9921
39.3685,7.38704
39.3861,7.25434
39.4036,7.48209
39.4211,8.09138
39.4416,9.37514
39.4593,11.1201
39.4764,13.575
39.4936,17.0125
39.5108,21.7213
39.528,28.0292
39.546,36.7209
39.5656,49.0336
39.5885,67.4854
39.618,97.4346
39.6878,178.819
39.7195,204.683
39.7483,213.598
39.7497,213.617
39.7795,205.015
39.8089,181.628
39.8946,83.5997
39.9202,59.7535
39.942,43.7793
39.9616,32.7033
39.9796,24.9784
39.9971,19.3552
40.0132,15.4615
40.0293,12.5622
40.0481,10.1354
40.0669,8.46263
40.0863,7.30077
40.1039,6.59143
40.1274,6.02184
40.1568,5.76971
40.1597,5.76956
40.1871,5.99182
40.2124,6.60913
40.2314,7.40208
40.2536,8.78669
40.2757,10.791
40.2974,13.4823
40.3227,17.6582
40.3517,23.8213
40.4367,45.6896
40.4711,51.6585
40.4995,53.3174
40.5289,51.4644
40.5633,45.2881
40.6524,22.0554
40.6809,16.0316
40.7026,12.3939
40.7243,9.55055
40.746,7.40141
40.7659,5.93129
40.7876,4.7513
40.8093,3.90087
40.831,3.28602
40.8563,2.7731
40.8834,2.38474
40.9196,2.02676
40.9648,1.7286
41.01,1.52638
41.0819,1.31651
41.1717,1.16826
41.2796,1.09489
41.3163,1.09102
41.4208,1.14124
41.4905,1.23972
41.5428,1.3669
41.5951,1.56955
41.6364,1.82147
41.6694,2.12641
41.6983,2.52195
41.723,3.01509
41.7473,3.71186
41.77,4.64067
41.7902,5.77815
41.8115,7.39918
41.8336,9.6363
41.8556,12.5496
41.8826,17.141
41.9156,24.142
41.984,40.0499
42.0177,45.5034
42.0497,47.3576
42.0819,45.4731
42.1179,39.5499
42.2032,19.876
42.2307,14.6519
42.2554,10.925
42.2775,8.36802
42.2995,6.43362
42.3196,5.11019
42.3417,4.0488
42.3637,3.28546
42.3857,2.73553
42.4139,2.24244
42.4412,1.9125
42.4801,1.59148
42.5269,1.33941
42.5751,1.16449
42.6393,1.00694
42.7195,0.879987
42.8296,0.775904
42.9671,0.707725
43.1506,0.675082
43.1873,0.674022
43.4204,0.70043
43.6535,0.785065
43.8089,0.886641
43.9559,1.04033
44.061,1.21104
44.1562,1.44853
44.2234,1.70374
44.2794,2.02112
44.3242,2.40733
44.3593,2.8713
44.3873,3.43661
44.4118,4.17819
44.4328,5.1069
44.452,6.30653
44.4699,7.85066
44.4878,9.94084
44.5058,12.733
44.5248,16.6561
44.545,22.0947
44.5668,29.6783
44.592,40.7054
44.6296,60.9145
44.6861,92.6443
44.7186,105.188
44.7499,109.526
44.7803,105.435
44.815,92.0425
44.9024,43.748
44.9281,32.1055
44.9517,23.6752
44.9707,18.3621
44.9903,14.1542
45.0099,11.0245
45.0295,8.75595
45.0491,7.14566
45.0692,5.99712
45.0934,5.08448
45.1224,4.42348
45.1514,4.04726
45.19,3.79631
45.2356,3.71106
45.2882,3.79166
45.367,4.19892
45.4291,4.78441
45.4864,5.61638
45.5341,6.65054
45.5723,7.85834
45.6029,9.24196
45.6334,11.2567
45.6579,13.6067
45.6792,16.4925
45.6999,20.3311
45.7205,25.5995
45.7411,32.7724
45.7606,41.7768
45.7812,54.1873
45.8037,71.6544
45.8305,98.06
45.8664,142.286
45.9328,231.12
45.964,261.006
45.9957,274.437
46.0005,274.727
46.0336,264.264
46.0726,228.556
46.1501,133.245
46.1776,107.427
46.2016,92.2581
46.2245,85.2693
46.2322,84.67
46.2488,86.4925
46.2654,92.7409
46.282,103.56
46.3042,125.229
46.3286,158.574
46.3626,219.095
46.432,359.268
46.4671,408.663
46.4995,424.67
46.5287,410.971
46.5568,374.969
46.6023,286.202
46.6553,175.976
46.6841,126.877
46.7072,95.2742
46.7274,73.4779
46.7475,56.4871
46.7666,44.1997
46.7867,34.4183
46.8069,27.223
46.8278,21.7986
46.8487,17.8722
46.8749,14.4074
46.901,11.9953
46.9309,10.0425
46.9719,8.18948
47.0212,6.68598
47.0713,5.61907
47.1385,4.61554
47.2169,3.82223
47.309,3.20294
47.4012,2.79653
47.5118,2.49538
47.6045,2.36094
47.6971,2.32117
47.8013,2.39926
47.8708,2.54557
47.9403,2.80576
48.0063,3.22892
48.0584,3.79159
48.0949,4.42036
48.1262,5.24517
48.1541,6.36527
48.1788,7.83197
48.2005,9.65947
48.2221,12.1933
48.2406,15.0987
48.2599,19.0211
48.2831,25.169
48.3078,33.6948
48.3375,46.7342
48.3869,73.4551
48.4352,99.1061
48.4663,110.567
48.5,115.146
48.5275,112.068
48.5648,99.149
48.6274,65.6834
48.6691,44.2338
48.6961,33.0559
48.7216,24.8306
48.7428,19.6013
48.7625,15.9045
48.7856,12.726
48.8088,10.5365
48.832,9.07938
48.8551,8.15043
48.8829,7.5249
48.9209,7.25877
48.9594,7.50138
48.998,8.24809
49.03,9.4024
49.0557,10.8919
49.0782,12.8669
49.0974,15.3283
49.1156,18.6118
49.1331,22.9986
49.1506,29.0339
49.1681,37.261
49.1844,47.4739
49.2016,61.5371
49.2207,81.9863
49.2397,108.383
49.2605,144.65
49.287,202.677
49.327,310.888
49.3835,469.823
49.4159,533.347
49.448,557.905
49.4497,557.968
49.4796,538.681
49.5147,472.968
49.5775,296.724
49.6139,199.698
49.6404,142.357
49.6619,105.392
49.6808,79.9072
49.699,60.744
49.7172,46.1032
49.7333,36.2142
49.7486,29.0491
49.7654,23.0793
49.7823,18.6669
49.8019,14.9633
49.8216,12.3594
49.8446,10.2426
49.8708,8.62217
49.8969,7.51099
49.9318,6.498
49.9771,5.64624
50.0294,5.05169
50.0922,4.70397
50.134,4.65569
50.198,4.8834
50.2407,5.30854
50.2726,5.85675
50.3046,6.72567
50.3333,7.94801
50.3584,9.56209
50.38,11.5466
50.4015,14.3094
50.4234,18.1978
50.4433,22.9428
50.4652,29.8033
50.4896,39.7723
50.5151,53.1565
50.5474,74.2227
50.6299,135.582
50.6624,152.755
50.6955,160.164
50.6996,160.257
50.7277,155.948
50.759,141.98
50.8084,107.297
50.8634,66.224
50.8945,47.2947
50.9208,34.7211
50.9427,26.6016
50.9646,20.3754
50.9862,15.797
51.0057,12.6933
51.028,10.0843
51.0475,8.41582
51.0699,7.01499
51.0962,5.84525
51.1225,5.02043
51.1576,4.2549
51.2014,3.61566
51.2498,3.14426
51.3093,2.76224
51.3688,2.51744
51.4481,2.33447
51.5275,2.27644
51.6079,2.33487
51.6884,2.53256
51.7488,2.81232
51.7991,3.18517
51.8393,3.63786
51.8783,4.30866
51.9073,5.06099
51.9326,6.01166
51.958,7.38221
51.9797,9.04412
52.0014,11.3338
52.0232,14.4588
52.0425,18.1271
52.0642,23.4727
52.0896,31.6035
52.1187,43.6953
52.1584,64.3703
52.2227,101.116
52.2582,116.229
52.2936,123.007
52.2997,123.168
52.3286,119.789
52.3596,109.373
52.4062,84.925
52.4658,51.3293
52.4964,37.2496
52.5221,27.8569
52.5462,21.0619
52.568,16.4202
52.5897,12.9408
52.609,10.6322
52.6291,8.83842
52.6533,7.30175
52.6814,6.10314
52.7136,5.23891
52.7515,4.63758
52.7925,4.28187
52.8472,4.09593
52.9141,4.17676
52.9809,4.56258
53.0311,5.09127
53.0812,5.91529
53.1214,6.91252
53.1556,8.1486
53.1829,9.5597
53.2102,11.573
53.2344,14.1435
53.2557,17.2881
53.2769,21.617
53.2981,27.5624
53.3163,34.3415
53.3353,43.4778
53.3543,55.1622
53.3755,71.7736
53.3998,95.8292
53.4271,129.515
53.4733,199.335
53.5302,286.429
53.5636,322.009
53.5958,336.183
53.5999,336.359
53.6291,326.772
53.6667,289.666
53.7263,199.181
53.7729,128.962
53.8033,92.1101
53.826,70.1338
53.8488,52.8403
53.8696,40.6379
53.8905,31.3625
53.911,24.5482
53.9314,19.4969
53.9519,15.774
53.9745,12.7912
54.0003,10.3806
54.0293,8.50272
54.0645,6.94924
54.1025,5.80599
54.1499,4.82004
54.2067,4.01918
54.2696,3.43205
54.3326,3.05863
54.3955,2.86047
54.4269,2.83146
54.4653,2.88128
54.508,3.11059
54.5336,3.39527
54.5592,3.858
54.5848,4.58332
54.6081,5.56514
54.6298,6.85201
54.6516,8.58963
54.6764,11.2375
54.7044,15.1672
54.7385,21.3367
54.831,40.9593
54.8674,46.109
54.8997,47.6755
54.9345,45.7986
54.9718,40.2266
55.0708,19.1217
55.0987,14.2459
55.1256,10.511
55.1484,8.0704
55.1684,6.41031
55.1891,5.09591
55.2098,4.11377
55.2305,3.39013
55.2547,2.78799
55.2754,2.42113
55.2997,2.11154
55.3321,1.83235
55.3727,1.61011
55.4213,1.44408
55.47,1.33903
55.5349,1.25619
55.634,1.2151
55.709,1.24271
55.7839,1.32878
55.8401,1.44766
55.8963,1.64304
55.9421,1.90305
55.9754,2.19573
56.0045,2.57462
56.0337,3.13866
56.0586,3.84794
56.082,4.78313
56.1044,6.02617
56.1269,7.70573
56.1506,10.0695
56.1731,12.9703
56.1993,17.2556
56.2318,23.8958
56.3242,46.2658
56.3634,52.9341
56.3997,55.1507
56.432,53.4038
56.4633,48.694
56.5141,37.0679
56.5732,22.737
56.6052,16.42
56.6312,12.3594
56.6564,9.31887
56.6793,7.22586
56.7031,5.61397
56.7264,4.46503
56.7497,3.64015
56.773,3.05111
56.7996,2.57958
56.8288,2.22815
56.8579,1.98716
56.9016,1.7511
56.9599,1.57001
57.0328,1.46407
57.0853,1.44326
57.1511,1.47223
57.2333,1.6023
57.2991,1.81643
57.3485,2.09593
57.3815,2.38852
57.4145,2.82902
57.4433,3.40967
57.4681,4.12737
57.4935,5.16452
57.5169,6.48388
57.5404,8.24605
57.5638,10.5401
57.5916,14.0383
57.6242,19.2378
57.6889,31.9548
57.734,40.2772
57.7736,44.9078
57.8006,45.9048
57.8382,44.1036
57.8764,39.0276
57.9745,20.8826
58.0058,16.2711
58.0329,13.2559
58.0588,11.2857
58.0809,10.2988
58.1026,9.97452
58.1241,10.3308
58.1456,11.4672
58.1635,13.1374
58.1814,15.6211
58.1993,19.108
58.2182,24.1149
58.2378,31.0983
58.2597,41.3803
58.283,55.7791
58.3105,77.4894
58.3448,111.536
58.4246,201.523
58.4638,232.655
58.4979,242.834
58.4998,242.863
58.5323,234.48
58.5705,205.876
58.6714,94.3789
58.7008,67.7984
58.7253,50.1458
58.7468,37.9548
58.7664,29.3309
58.7851,23.0004
58.8037,18.1976
58.8203,14.9752
58.841,12.0399
58.8617,10.0344
58.8824,8.71848
58.899,8.0427
58.9216,7.54292
58.9441,7.44683
58.9715,7.83514
58.992,8.52054
59.016,9.83885
59.0399,11.864
59.0633,14.7099
59.0875,18.7875
59.1116,24.2457
59.1374,31.7873
59.1696,43.7842
59.2215,67.7856
59.2791,94.2615
59.3191,106.191
59.3496,109.158
59.3854,105.023
59.4273,91.1918
59.5268,44.4832
59.5606,31.5225
59.5852,24.0498
59.6093,18.2609
59.6335,13.8494
59.656,10.7702
59.6786,8.48913
59.7011,6.82131
59.7237,5.60932
59.7503,4.59702
59.7768,3.8925
59.8123,3.25753
59.8566,2.75381
59.9017,2.4304
59.9621,2.17508
60.0345,2.05621
60.0466,2.05471
60.1011,2.1257
60.1434,2.30704
60.1787,2.61004
60.207,3.02672
60.2317,3.59769
60.2528,4.31515
60.274,5.32816
60.2947,6.70325
60.315,8.52349
60.3353,10.9281
60.3581,14.4709
60.3826,19.4078
60.4096,26.3062
60.4451,37.4831
60.5212,64.1471
60.5594,73.9036
60.5955,77.7017
60.5998,77.7439
60.636,74.5843
60.6766,64.6363
60.7729,31.3
60.805,22.1532
60.8287,16.7608
60.8523,12.5059
60.8737,9.54284
60.8951,7.29666
60.9138,5.81447
60.9352,4.55719
60.9565,3.6616
60.9797,2.97631
61.0029,2.50725
61.0308,2.13681
61.0587,1.90608
61.0866,1.77156
61.117,1.71071
61.1272,1.70915
61.1576,1.76425
61.1807,1.87411
61.213,2.15072
61.2388,2.49846
61.2711,3.12158
61.3044,3.99932
61.3533,5.67457
61.4234,8.23986
61.4646,9.25106
61.4996,9.53511
61.5321,9.25567
61.5701,8.33568
61.6347,5.94115
61.6853,4.06368
61.7203,3.01118
61.751,2.30173
61.7787,1.82177
61.8064,1.47048
61.8341,1.22063
61.8618,1.04613
61.8987,0.893552
61.9347,0.800587
61.9947,0.711688
62.0666,0.658063
62.146,0.631433
62.2014,0.625706
62.326,0.644515
62.409,0.684277
62.4921,0.756872
62.557,0.854491
62.6038,0.971659
62.6389,1.11512
62.6681,1.30682
62.6915,1.54325
62.712,1.84663
62.7305,2.23666
62.7502,2.8154
62.7665,3.47416
62.7829,4.34179
62.7992,5.47129
62.8155,6.92156
62.8356,9.2265
62.856,12.2872
62.8785,16.5999
62.9055,23.1834
62.9378,33.0189
63.0215,62.3017
63.0608,72.2272
63.0956,75.8177
63.0997,75.8618
63.1347,72.9507
63.1706,64.5743
63.2347,42.5254
63.2769,28.3063
63.3063,20.1653
63.3313,14.6709
63.3534,10.8902
63.373,8.28619
63.393,6.26377
63.4113,4.8664
63.4296,3.82238
63.4479,3.05515
63.4662,2.49903
63.4872,2.05329
63.5081,1.75079
63.5343,1.50595
63.5636,1.34034
63.6058,1.21264
63.6564,1.14501
63.6902,1.12851
63.7745,1.15221
63.8589,1.25918
63.9222,1.40885
63.9749,1.60679
64.0171,1.84846
64.0529,2.15634
64.0867,2.59349
64.1162,3.16723
64.1415,3.87593
64.1651,4.79414
64.1879,5.99411
64.2107,7.58972
64.236,9.93549
64.2625,13.1637
64.2929,17.9104
64.3317,25.5459
64.419,45.0502
64.4544,50.8697
64.4932,53.7804
64.5002,53.8513
64.5324,52.3573
64.5742,46.4594
64.6476,30.5083
64.6923,21.1681
64.7261,15.5159
64.7556,11.7302
64.7809,9.30075
64.8062,7.52401
64.8315,6.28511
64.8526,5.58317
64.8779,5.05565
64.9055,4.79465
64.9197,4.77023
64.9479,4.92997
64.9762,5.38819
65.0044,6.21991
65.0295,7.38571
65.0547,9.10594
65.0762,11.1697
65.0977,13.9334
65.1193,17.5603
65.1432,22.799
65.1711,30.7539
65.2026,42.2677
65.2453,61.6492
65.3234,99.4936
65.3649,112.843
65.3997,116.665
65.4376,112.141
65.4798,97.9267
65.5854,47.106
65.6177,34.3481
65.6464,25.3436
65.6708,19.4052
65.6931,15.1736
65.7154,11.933
65.7378,9.49905
65.7621,7.56193
65.786,6.19932
65.8099,5.22463
65.8386,4.40918
65.8721,3.77652
65.9104,3.30936
65.9623,2.92395
66.0141,2.70151
66.0919,2.5482
66.1178,2.53198
66.2158,2.59616
66.3138,2.84955
66.4057,3.29101
66.4855,3.90292
66.552,4.66622
66.6109,5.65758
66.6584,6.82324
66.6964,8.16277
66.7297,9.83995
66.7554,11.6515
66.7839,14.4916
66.8095,18.1668
66.8323,22.7298
66.8534,28.4454
66.8762,36.7667
66.899,47.9498
66.9195,61.0417
66.9423,79.579
66.9689,107.226
66.9993,147.232
67.0404,213.985
67.1194,353.263
67.1559,399.441
67.1927,420.357
67.1999,420.924
67.2365,405.69
67.276,359.38
67.3494,231.59
67.3946,155.805
67.4265,112.358
67.4531,83.662
67.4759,64.2873
67.4979,49.6331
67.5208,38.0418
67.5436,29.3883
67.5656,23.1997
67.5882,18.5303
67.6108,15.1136
67.6367,12.2967
67.6674,9.95922
67.7016,8.18075
67.7397,6.81176
67.7891,5.58457
67.8461,4.61435
67.9145,3.81652
67.9954,3.18415
68.0837,2.73617
68.172,2.45955
68.2426,2.33438
68.3379,2.28958
68.4093,2.35974
68.4808,2.5508
68.5344,2.81661
68.579,3.17436
68.6148,3.61297
68.6487,4.24244
68.6779,5.05293
68.7029,6.05317
68.7279,7.4648
68.7487,9.07284
68.7713,11.4078
68.7952,14.7142
68.819,19.1046
68.844,25.1084
68.8726,33.9474
68.9071,47.5316
68.9611,73.7179
69.0206,102.712
69.0625,116.64
69.0996,120.945
69.1318,117.719
69.173,105.064
69.2334,76.2637
69.2909,48.1226
69.3239,34.9544
69.3517,26.0801
69.3755,20.0741
69.3985,15.5323
69.4223,11.9472
69.4461,9.28068
69.467,7.53887
69.4896,6.12494
69.516,4.93783
69.5424,4.10032
69.5688,3.49947
69.6061,2.90886
69.6458,2.48305
69.6954,2.11837
69.7549,1.82158
69.8343,1.56293
69.9335,1.36939
70.0526,1.25619
70.132,1.23574
70.2374,1.2756
70.3076,1.35485
70.3779,1.49748
70.4358,1.69521
70.4813,1.94705
70.5155,2.24171
70.5439,2.61022
70.5724,3.16479
70.5952,3.81663
70.6173,4.71237
70.6395,5.97006
70.6584,7.43449
70.6774,9.35861
70.6985,12.1763
70.72,15.9361
70.7437,21.3037
70.7682,28.4148
70.7986,39.5053
70.8391,57.8306
70.917,96.3469
70.9555,110.159
70.9939,116.168
70.9998,116.277
71.0385,111.587
71.081,97.0566
71.1862,45.9117
71.2186,32.9301
71.2469,23.8946
71.2712,17.864
71.292,13.8465
71.3142,10.5327
71.3337,8.33735
71.3532,6.67147
71.3738,5.36208
71.396,4.35015
71.4149,3.72345
71.4402,3.13355
71.4719,2.66014
71.5035,2.36784
71.5415,2.15716
71.6022,1.99748
71.6376,1.96816
71.6921,1.9931
71.7466,2.10088
71.8011,2.30937
71.842,2.56218
71.8831,2.95583
71.9151,3.42944
71.9426,4.03219
71.9655,4.752
71.9884,5.76647
72.012,7.25347
72.0316,8.9701
72.0512,11.2672
72.0709,14.3098
72.0905,18.2848
72.1131,24.2887
72.1362,32.2543
72.1613,43.3901
72.1896,59.1875
72.2288,86.5158
72.3141,153.876
72.3539,177.075
72.3929,187.157
72.3997,187.396
72.4366,180.642
72.4785,158.609
72.5905,72.1642
72.622,52.2532
72.6494,38.29
72.6743,28.4091
72.6967,21.534
72.7174,16.6394
72.737,13.0706
72.7566,10.3533
72.7763,8.31002
72.7959,6.78736
72.8188,5.50096
72.8423,4.57203
72.8718,3.78714
72.9012,3.26936
72.9366,2.8602
72.9837,2.5217
73.0386,2.29609
73.1015,2.17584
73.1329,2.15811
73.2132,2.2314
73.2668,2.38746
73.3203,2.66714
73.3656,3.06492
73.4024,3.59202
73.4301,4.19985
73.4531,4.93233
73.4761,5.9753
73.4974,7.33953
73.5176,9.12432
73.5378,11.5587
73.5579,14.8467
73.5781,19.2278
73.5982,24.9679
73.619,32.5807
73.642,43.4115
73.6664,57.9407
73.6964,80.2386
73.736,116.518
73.8157,196.183
73.8558,225.113
73.8945,236.955
73.8997,237.132
73.935,229.323
73.9737,204.741
74.035,145.723
74.0898,91.8023
74.123,65.0472
74.1493,48.0818
74.1741,35.4254
74.1949,27.1884
74.215,20.9249
74.2352,16.1068
74.2553,12.4645
74.2755,9.75007
74.2939,7.89687
74.3147,6.35382
74.3354,5.2344
74.3596,4.30562
74.3838,3.65369
74.4167,3.04756
74.4486,2.64996
74.4869,2.31537
74.5379,2.00886
74.6017,1.75467
74.6663,1.58668
74.7633,1.44486
74.8602,1.40183
74.9692,1.4645
75.0419,1.58919
75.0964,1.74977
75.1509,2.00728
75.1973,2.36504
75.2345,2.81981
75.267,3.42993
75.2948,4.20212
75.3188,5.13777
75.3447,6.53038
75.3673,8.18087
75.3931,10.6979
75.419,14.0379
75.4472,18.7953
75.4803,25.9683
75.5191,36.4461
75.6128,65.0455
75.6564,74.5068
75.6965,77.9399
75.6997,77.9608
75.7381,75.2624
75.7808,66.6673
75.8591,43.0732
75.9075,29.0911
75.9398,21.5165
75.9665,16.5079
75.9939,12.476
76.0198,9.60591
76.0456,7.48045
76.0715,5.94502
76.0987,4.80947
76.1265,4.02407
76.1542,3.50274
76.1876,3.11605
76.2209,2.91002
76.2653,2.84547
76.2979,2.94703
76.3305,3.21288
76.3632,3.72613
76.3904,4.44709
76.4148,5.43667
76.4366,6.69461
76.4581,8.40359
76.48,10.7541
76.5019,13.8657
76.5238,17.8861
76.547,23.2673
76.5771,32.1342
76.6146,46.1525
76.7138,89.7656
76.7539,102.654
76.7932,108.195
76.8,108.316
76.8401,103.923
76.8762,93.3927
76.9403,65.9472
76.9959,41.8981
77.031,29.5923
77.06,21.5877
77.0859,16.0836
77.109,12.3464
77.132,9.52866
77.1552,7.45177
77.1783,5.96006
77.1986,5.02471
77.2218,4.27044
77.2508,3.6637
77.2797,3.30837
77.3145,3.09455
77.3567,3.03577
77.4027,3.15422
77.4486,3.46291
77.4869,3.91975
77.5176,4.48819
77.5482,5.33874
77.5712,6.25053
77.5957,7.59332
77.6202,9.46091
77.6447,12.037
77.6692,15.5411
77.6945,20.385
77.7197,26.744
77.7461,35.2599
77.7772,47.882
77.8193,69.2933
77.9127,122.821
77.9571,140.684
77.9977,146.861
77.9996,146.876
78.0337,142.907
78.0735,129.132
78.1317,97.7152
78.1976,59.992
78.2351,42.3971
78.2657,31.0613
78.2925,23.349
78.3178,17.7626
78.3408,13.8869
78.3649,10.8206
78.3867,8.7475
78.4122,6.96982
78.4376,5.70081
78.4652,4.72954
78.4939,4.02058
78.5284,3.43409
78.5743,2.92316
78.6318,2.52958
78.6892,2.29238
78.7581,2.14053
78.827,2.10268
78.907,2.20906
78.9602,2.41529
79.0002,2.70228
79.0335,3.09645
79.0628,3.63753
79.0901,4.39125
79.1128,5.2869
79.1355,6.51565
79.1581,8.18028
79.1808,10.3979
79.2059,13.6462
79.2317,17.9982
79.2599,24.1355
79.2931,33.1824
79.3451,50.7221
79.4153,75.1977
79.4613,86.1034
79.5,89.2581
79.5399,85.9233
79.5774,77.3898
79.6428,55.3508
79.6997,35.8631
79.7348,26.0474
79.7647,19.4393
79.7919,14.8245
79.8171,11.6194
79.8425,9.24054
79.8679,7.56248
79.8933,6.42683
79.9187,5.6994
79.9487,5.22456
79.9879,5.04914
80.0271,5.25613
80.0663,5.83783
80.0989,6.70227
80.125,7.7664
80.1518,9.37004
80.1767,11.554
80.198,14.1752
80.2193,17.7353
80.2407,22.5248
80.2633,29.3244
80.2851,37.9544
80.3093,50.4559
80.3359,68.3496
80.3632,91.7333
80.3991,130.228
80.46,210.615
80.5158,283.466
80.5613,324.188
80.6,335.983
80.6387,323.886
80.682,285.518
80.7594,183.368
80.8066,123.255
80.8402,88.3558
80.8689,64.6742
80.8931,49.0355
80.9173,36.9009
80.9391,28.5387
80.9593,22.5719
80.9807,17.7839
81.002,14.2202
81.0233,11.5923
81.0482,9.39788
81.0741,7.82187
81.1054,6.55554
81.1304,5.87574
81.1679,5.21374
81.2054,4.84274
81.2555,4.69127
81.2929,4.84632
81.331,5.33558
81.3627,6.13708
81.388,7.16858
81.4134,8.69576
81.4356,10.5795
81.4578,13.1258
81.48,16.4972
81.5055,21.5953
81.5327,28.7625
81.5624,38.8312
81.5995,54.7454
81.6688,91.21
81.7233,118.259
81.7666,132.075
81.7996,135.496
81.8408,130.218
81.8792,116.893
81.9454,83.0102
82.0017,53.7428
82.0388,37.9562
82.0698,27.6262
82.097,20.6251
82.1218,15.7763
82.1451,12.3272
82.1678,9.84046
82.1904,8.03733
82.2103,6.91059
82.2329,6.03887
82.2499,5.62958
82.2754,5.35731
82.2811,5.34931
82.3065,5.54817
82.331,6.12291
82.3542,7.05921
82.3773,8.44426
82.4004,10.3546
82.4274,13.3488
82.4554,17.4228
82.4904,23.9236
82.5384,35.0127
82.6127,53.0021
82.6541,60.1526
82.6956,63.0568
82.6988,63.0757
82.7404,60.6252
82.7841,53.3307
82.902,24.7922
82.938,17.6319
82.9679,12.9238
82.9938,9.73228
83.0172,7.49879
83.0412,5.74001
83.0651,4.43617
83.0889,3.48099
83.1128,2.79047
83.1367,2.29482
83.164,1.89703
83.1968,1.57727
83.235,1.33627
83.2786,1.15808
83.3332,1.01166
83.3987,0.894051
83.4861,0.790185
83.6171,0.698042
83.7559,0.65238
83.851,0.64556
83.9669,0.665855
84.0827,0.729964
84.16,0.815242
84.2151,0.917536
84.2634,1.06473
84.2979,1.23301
84.3255,1.4334
84.3531,1.726
84.3772,2.0938
84.4014,2.6101
84.4255,3.32945
84.4462,4.15772
84.4703,5.43783
84.4954,7.21002
84.5219,9.66111
84.5484,12.7874
84.5815,17.6914
84.6245,25.54
84.7095,42.3848
84.7514,48.4216
84.7925,51.0394
84.7999,51.1035
84.8386,49.3719
84.8828,43.6727
84.9556,29.5709
85.0097,19.2823
85.0444,13.9146
85.0742,10.2802
85.1015,7.71159
85.1258,5.97539
85.1501,4.67648
85.172,3.81377
85.1947,3.17203
85.2136,2.79488
85.2363,2.49598
85.2589,2.33721
85.274,2.30031
85.2967,2.34365
85.3194,2.51
85.342,2.81593
85.3647,3.28999
85.3874,3.97184
85.41,4.9105
85.4355,6.34224
85.4626,8.38206
85.4915,11.2416
85.5228,15.19
85.5664,22.0608
85.6605,38.6546
85.7081,44.4606
85.7498,46.236
85.7874,44.7762
85.8327,39.5946
85.9047,27.125
85.9608,17.5173
85.9948,12.7779
86.0245,9.47553
86.0513,7.1619
86.0751,5.57519
86.0995,4.33782
86.1218,3.49345
86.1473,2.79172
86.1728,2.30376
86.1983,1.97192
86.2302,1.71001
86.2685,1.54218
86.3062,1.4756
86.3184,1.46929
86.3674,1.50526
86.4164,1.64232
86.4531,1.83803
86.4837,2.09962
86.5113,2.4573
86.537,2.95096
86.5585,3.53353
86.58,4.33275
86.6014,5.42285
86.6229,6.89548
86.6456,8.98875
86.667,11.605
86.6885,14.9722
86.713,19.9018
86.739,26.5536
86.7699,36.5056
86.8097,52.3962
86.9048,96.1084
86.9529,112.262
86.9941,117.956
86.9996,118.041
87.0373,114.289
87.0785,102.444
87.1437,73.7697
87.2051,45.9691
87.2404,32.799
87.2698,24.0021
87.2963,17.7744
87.3201,13.4216
87.3416,10.3678
87.363,8.00847
87.3845,6.21624
87.4059,4.87369
87.4268,3.90289
87.4489,3.14534
87.4709,2.59299
87.4967,2.13236
87.5225,1.80745
87.5574,1.50491
87.596,1.28185
87.6512,1.07263
87.7187,0.907703
87.8045,0.773157
87.9026,0.678083
88.0008,0.622241
88.1299,0.590557
88.1609,0.58899
88.2617,0.599859
88.3878,0.653317
88.4886,0.742453
88.5642,0.85553
88.621,0.987683
88.6664,1.14832
88.7061,1.36409
88.7344,1.59336
88.7609,1.89897
88.7874,2.33897
88.8101,2.87179
88.8327,3.60622
88.8554,4.61308
88.8769,5.89212
88.8996,7.69016
88.9222,10.0539
88.9475,13.4824
88.9739,18.1413
89.0042,24.9379
89.0413,35.423
89.1048,57.4323
89.1633,77.3602
89.2097,88.1393
89.2496,91.3536
89.2893,88.2199
89.3317,78.6926
89.4003,55.4578
89.4598,35.0206
89.4968,24.6342
89.5268,17.9649
89.5525,13.4703
89.5778,10.0512
89.6004,7.6922
89.6231,5.89611
89.6446,4.61713
89.6673,3.60915
89.6899,2.87299
89.7126,2.33826
89.7391,1.89615
89.7656,1.58875
89.7996,1.32068
89.8336,1.1407
89.879,0.978893
89.9358,0.8456
90.0047,0.739117
90.0966,0.649966
90.2115,0.588432
90.3348,0.56169
90.3663,0.559943
90.4921,0.571348
90.6179,0.613165
90.7437,0.69301
90.8537,0.808868
90.9382,0.944046
91.0208,1.14027
